N	3gram	Tiupa_Disk	Myslijsy
248	при этом по	1	1
249	двух или нескольких	1	1
250	то есть все	1	1
251	в чем и	1	1
252	несмотря на все	1	1
253	в это время	1	1
254	обратим внимание на	1	1
255	потому что к	1	1
256	том что человек	1	1
257	лежит в основании	1	1
258	эстетическом значении этого	1	1
259	в их отношении	1	1
260	но и потому	1	1
261	на некоторое время	1	1
262	их влияния на	1	1
263	и что это	1	1
264	в каком находится	1	1
265	времени и пространства	2	1
266	еще не было	1	1
267	жизни но и	1	1
268	предмет о котором	1	1
269	принадлежит ему в	1	1
270	при этом и	1	1
271	можно сказать и	1	1
272	в большей или	1	1
273	что не есть	1	1
274	имеем дело не	2	1
275	а потом и	2	1
276	он говорит и	1	1
277	прибавить ни убавить	2	1
278	другой стороны в	1	1
279	о том какое	1	1
280	вместе с нами	1	1
281	тому как в	1	1
282	состоит не только	1	1
283	том что и	1	1
284	в этом состоит	1	1
285	так и на	1	1
286	и не подлежит	1	1
287	слово стремится к	1	1
288	отличие от слова	1	1
289	речь идет о	2	1
290	чем и состоит	1	1
291	нет дела до	1	1
292	здесь в этом	1	1
293	и все же	3	1
294	а не за	1	1
295	и не могло	1	1
296	случае мы имеем	1	1
297	заметить что во	1	1
298	из уст в	1	1
299	только это в	1	1
300	то что они	1	1
301	тому как мы	1	1
302	дело не в	1	1
303	нет и не	1	1
304	в истории литературы	1	1
305	имеем дело с	1	1
306	потому что из	1	1
307	нельзя как нельзя	1	1
