N	3gram	Vinokur_St	Problemy
93	он не только	2	2
94	и в другом	1	2
95	для него не	1	2
96	в том же	3	2
97	для того чтобы	13	2
98	и лишь в	1	2
99	точки зрения его	1	2
100	дело в том	7	2
101	не знает и	1	2
102	в еще более	1	2
103	ни одного слова	1	2
104	друг от друга	1	2
105	т е не	2	2
106	такой же степени	1	2
107	вместе с тем	2	2
108	и по отношению	1	2
109	и не хочет	1	2
110	а не в	1	2
111	на этот раз	2	2
112	идет лишь о	1	2
113	к тому что	4	2
114	не укладывается в	1	2
115	только то что	1	2
116	но это не	1	2
117	в одном из	4	2
118	и только в	3	2
119	же степени как	1	2
120	не столько в	1	2
121	критической литературы о	1	2
122	что же касается	3	2
123	в целом ряде	1	2
124	то что в	3	2
125	здесь не место	1	2
126	но все это	2	2
127	вы говорите что	1	2
128	кажется что в	1	2
129	в значительной степени	2	2
130	я не могу	2	2
131	в лучшем случае	1	2
132	что он в	1	2
133	не только в	4	2
134	они ни были	1	2
135	же время оно	1	2
136	и в том	3	2
137	же как и	1	2
138	всяком случае не	2	2
139	в которых я	1	2
140	критической литературе о	1	2
141	в критической литературе	1	2
142	и что он	1	2
143	что и в	4	2
144	ни в чем	1	2
145	но с другой	2	2
146	настолько велико что	1	1
147	так же как	5	1
148	тому что в	2	1
149	он никогда не	1	1
150	т е слова	1	1
151	должны были бы	1	1
152	самом деле оно	1	1
153	том что о	1	1
154	что я в	1	1
155	хотя и с	1	1
156	ответ на вопрос	2	1
157	в конкретном и	1	1
158	каждого из них	3	1
159	а не на	1	1
160	своего времени и	3	1
161	а как материал	1	1
162	я вовсе не	3	1
163	его служить своим	1	1
164	и это слово	1	1
165	и даже не	2	1
166	о том как	1	1
167	но вовсе не	1	1
168	в его собственной	2	1
169	и в трагедии	1	1
170	и на материале	1	1
171	же это за	1	1
172	в каждом из	1	1
173	целого то что	1	1
174	не все в	1	1
175	в том числе	3	1
176	по сравнению с	1	1
177	того в чем	1	1
178	себя самого и	1	1
179	этого слова без	1	1
180	сих пор не	1	1
181	все это и	1	1
182	тем что это	1	1
183	в целом это	1	1
184	в котором он	2	1
185	то что оно	1	1
186	в своей статье	4	1
187	не в том	3	1
188	во что бы	1	1
189	прежде всего необходимо	1	1
190	каждом из этих	1	1
191	но и с	2	1
192	но даже и	1	1
193	том и другом	1	1
194	но и он	1	1
195	не только с	2	1
196	и во всякой	1	1
197	говорит о себе	1	1
198	так или иначе	3	1
199	одних и тех	1	1
200	если бы оно	1	1
201	никогда и не	1	1
202	точно и не	1	1
203	если бы это	1	1
204	не могло в	1	1
205	иметь в виду	2	1
206	потому что он	1	1
207	для правильного понимания	1	1
208	о чем он	1	1
209	но и эти	1	1
210	говорить о мире	1	1
211	вместо того чтобы	1	1
212	том числе и	2	1
213	и для самого	1	1
214	и вместе с	1	1
215	точно так же	2	1
216	в одних и	1	1
217	быть и речи	1	1
218	только и могут	1	1
219	и в своих	1	1
220	как бы он	1	1
221	в каждом отдельном	1	1
222	для своего времени	1	1
223	и никогда не	1	1
224	а в том	1	1
225	это слово в	1	1
226	уже после того	2	1
227	и нуждается в	1	1
228	и пр в	1	1
229	самом деле вовсе	1	1
230	потому что не	1	1
231	нужно сказать что	5	1
232	а в другой	1	1
233	ни на одну	1	1
234	имел в виду	1	1
235	не менее и	1	1
236	вовсе не является	1	1
237	что с точки	1	1
238	т п но	1	1
239	что это не	2	1
240	к сожалению не	3	1
241	не может не	1	1
242	как в отношении	1	1
243	по этому пути	1	1
244	деле вовсе не	2	1
245	и другом случае	1	1
246	сих пор еще	1	1
247	заставляя его служить	1	1
248	так как в	2	1
249	то ни стало	1	1
250	быть не может	1	1
251	то что у	2	1
252	где я не	1	1
253	в такой форме	1	1
254	здесь и там	1	1
255	т д и	2	1
256	того или иного	4	1
257	за то что	5	1
258	но он не	1	1
259	он с самого	1	1
260	и могут быть	1	1
261	в известном смысле	1	1
262	что почти все	1	1
263	быть даже и	1	1
264	но и в	2	1
265	тем что в	2	1
266	котором все эти	1	1
267	с которыми он	2	1
268	и в которой	1	1
269	у пушкина но	2	1
270	заключается в том	4	1
271	выйти за пределы	1	1
272	со всеми его	1	1
273	все в этой	1	1
274	и в отношении	1	1
275	с которыми мы	1	1
276	в другом месте	1	1
277	в которой он	1	1
278	что как раз	2	1
279	т д как	1	1
280	не только к	1	1
281	но в плане	1	1
282	к одному из	1	1
283	и не было	1	1
284	но как бы	1	1
285	как и во	1	1
286	смысле как мы	1	1
287	т п в	4	1
288	б м эйхенбаум	1	1
289	и тех же	1	1
290	не к тому	1	1
291	таким образом в	1	1
292	в эту сторону	1	1
293	лишь то что	1	1
294	вовсе еще не	1	1
295	что бы то	1	1
296	всяком случае в	2	1
297	того что и	1	1
298	каких бы то	1	1
299	это еще не	1	1
300	и быть не	1	1
301	он делает в	1	1
302	в чем же	1	1
303	на них как	1	1
304	у меня в	2	1
305	иначе и быть	1	1
306	возбудило в нем	1	1
307	для него была	1	1
308	с нею и	1	1
309	или лучше сказать	2	1
310	них как на	1	1
311	поэтому в романе	1	1
312	должно было быть	1	1
313	или совершенно не	1	1
314	говорит об этом	2	1
315	так что в	1	1
316	же время с	1	1
317	именно в том	1	1
318	в этом его	1	1
319	и то что	2	1
320	не может поэтому	1	1
321	но именно в	1	1
322	ведь и в	1	1
323	и что в	1	1
324	тем или иным	3	1
325	но кроме того	1	1
326	то что для	1	1
327	чтобы убедиться в	1	1
328	общего дела в	1	1
329	этого места в	1	1
330	у каждого своя	1	1
331	в котором все	1	1
332	по его мнению	1	1
333	бы они ни	1	1
334	знает и не	1	1
335	с одной стороны	2	1
336	себе и в	1	1
337	т д но	4	1
338	нет ни одного	2	1
339	и в первой	1	1
340	вопрос о том	4	1
341	говорит что он	2	1
342	также и в	1	1
343	это прежде всего	2	1
344	в виду что	1	1
345	т е уже	1	1
346	после того как	5	1
347	самом деле не	1	1
348	ни о каком	1	1
349	потому что они	1	1
