N	3gram	Propp_Isto	RusskieA
259	мы и здесь	3	1
260	она живет в	1	1
261	в некоторых случаях	3	1
262	как один из	1	1
263	из леса в	1	1
264	состоит не в	1	1
265	на эту связь	1	1
266	мы рассмотрим сперва	1	1
267	в заупокойном культе	2	1
268	же можно отнести	1	1
269	только в том	1	1
270	круга представлений о	1	1
271	он что в	1	1
272	но не всегда	2	1
273	не означает что	1	1
274	это делается для	1	1
275	в конце xix	1	1
276	эта связь с	1	1
277	об этом мы	1	1
278	таким образом в	2	1
279	трупы зашивались в	1	1
280	имеет и другое	1	1
281	раньше чем дать	1	1
282	видели что в	1	1
283	из того что	1	1
284	эти случаи показывают	1	1
285	что представление о	2	1
286	хотя бы на	1	1
287	обрядах и в	2	1
288	тогда когда будет	1	1
289	не было ни	1	1
290	о чем говорилось	1	1
291	смысле этого слова	1	1
292	делается для того	1	1
293	должно было способствовать	1	1
294	как и все	1	1
295	и в китае	1	1
296	между тем одно	1	1
297	в основе которых	1	1
298	очень много и	1	1
299	в царство смерти	1	1
300	эта стадия особенно	1	1
301	всех этих случаях	2	1
302	дается в руки	1	1
303	объясняется тем что	1	1
304	а в тех	1	1
305	приводит к представлению	1	1
306	и привязывают к	1	1
307	еще не означает	1	1
308	ничего не говорится	1	1
309	сюда же относится	1	1
310	в свете приведенных	1	1
311	сюда же можно	1	1
312	ни один мужчина	1	1
313	говорится что в	1	1
314	что в нем	1	1
315	у него нет	1	1
316	а он в	1	1
317	так как наша	1	1
318	интересно не только	1	1
319	том что они	1	1
320	в связь с	1	1
321	а затем вновь	1	1
322	повлиять на плодородие	1	1
323	не случайно что	1	1
324	нет в центральной	1	1
325	это приводит нас	3	1
326	потому что над	1	1
327	одно из значений	1	1
328	мы указывали что	1	1
329	мы рассмотрим некоторые	1	1
330	она не имеет	1	1
331	то здесь мы	2	1
332	мы видели также	1	1
333	у многих народов	1	1
334	в таких случаях	2	1
335	не только тем	1	1
336	вне связи с	1	1
337	в человеческом облике	1	1
338	мужчин и женщин	1	1
339	и не только	1	1
340	но не объясняет	1	1
341	в себе и	1	1
342	это и есть	1	1
343	и показывает что	1	1
344	ее к себе	1	1
345	то время как	3	1
346	что и в	3	1
347	чем речь будет	3	1
348	что от этого	1	1
349	и что от	1	1
350	в основе своей	1	1
351	он был бы	1	1
352	на две части	1	1
353	живя в лесу	1	1
