N	4gram	Tiupa_Disk	Hudozhes
90	в стилевых формах косвенной	1	1
91	непредубежденное любопытство к реальному	1	1
92	стилевых формах косвенной речи	1	1
93	ни прибавить ни убавить	2	1
94	узнавания себя в другом	1	1
95	моментам родственным анекдотическому дискурсу	1	1
96	и речевой деятельности персонажа	1	1
97	и романного слова эта	1	1
98	двуголосого слова манифестирующего двоякий	1	1
99	легко может быть редуцирован	1	1
100	слово анекдота уже не	1	1
101	содержания сколько от мастерства	1	1
102	однозначности и прежде всего	1	1
103	не предполагает внутренне свободного	1	1
104	примеряя ее содержание к	1	1
105	регулятивная отношение слушателя к	1	1
106	бы непосредственного присутствия рассказчика	1	1
107	не было и не	1	1
108	это позиция активного приятия	1	1
109	том что он не	1	1
110	ценностно-смысловой позиции в мире	1	1
111	по своей природе суть	1	1
112	осуществляется или преступается не	1	1
113	бытуют как слухи или	1	1
114	жеста и как бы	1	1
115	и адресат протороманного коммуникативного	1	1
116	сплетни то есть принадлежат	1	1
117	о ней установка не	1	1
118	жанр это известного рода	1	1
119	нормативное приложение запечатленного в	1	1
120	притче о блудном сыне	1	1
121	произведение искусства не сводится	1	1
122	в противоположность характеру типу	1	1
123	или острота наизнанку глупость	1	1
124	преступается не предначертанность судьбы	1	1
125	отграниченная система смыслов оно	1	1
126	родственным анекдотическому дискурсу речевая	1	1
127	далеко не сводится к	1	1
128	другого в себе ему	1	1
129	очередь определяется предметом целью	2	1
130	равнодостойные субъекты смыслополагания между	1	1
131	ощущаться завершенная и строго	1	1
132	фактический слушатель читатель может	1	1
133	есть монолог в чистом	1	1
134	проецировать чужой экзистенциальный опыт	1	1
135	свою очередь определяется предметом	2	1
136	биография возможна только в	1	1
137	составляет преломляющая несобственно-прямая речь	1	1
138	не может обладать собственным	1	1
139	жизни то есть субъектом	1	1
140	непристойность необыкновенное в новелле	1	1
141	текста да и персонажи	1	1
142	жизнеописание несет в себе	1	1
143	внутренняя активность адресата при	1	1
144	в просторную сферу исторического	1	1
145	протороманного коммуникативного события суть	1	1
146	становления и развития самоопределяющегося	1	1
147	судьбы а некий нравственный	1	1
148	романного видения мира романного	1	1
149	ни изменить ничего нельзя	1	1
150	без благоговейного приятия и	1	1
151	занять уготованной ему позиции	1	1
152	стороны адресата притчи может	1	1
153	восприятия сказания или анекдота	1	1
154	следит за блужданиями его	1	1
155	суть равнодостойные субъекты смыслополагания	1	1
156	речевой акт притчевого типа	1	1
157	была впервые освоена в	1	1
158	скрытой полускрытой рассеянной чужой	1	1
159	быть субъектом ролевого действия	1	1
160	до которого анекдот легко	1	1
161	точными они бытуют как	1	1
162	не выбирают а по	1	1
163	иной конкретной ценностно-смысловой картины	1	1
164	иными соседствами именно это	1	1
165	нравственный закон собственно и	1	1
166	сколько от мастерства рассказчика	1	1
167	позиции в мире это	1	1
168	ситуации рассказывания а не	1	1
169	интонации и оценки и	1	1
170	предстают перед нами не	1	1
171	занимательное неожиданное маловероятное беспрецедентное	1	1
172	индивидуальной жизненной практике может	1	1
173	случайности полноценная биография возможна	1	1
174	развития самоопределяющегося субъекта жизни	1	1
175	обладать собственным смыслом ни	1	1
176	ни столь свободным как	1	1
177	адресата от героя окажется	1	1
178	заключается в том что	1	1
179	строго отграниченная система смыслов	2	1
180	человеческому существованию вследствие которого	1	1
181	но от божья повеленья	1	1
182	слова манифестирующего двоякий жизненный	1	1
183	восприятия со стороны адресата	1	1
184	иного включает в себя	1	1
185	с позиций классического реализма	1	1
186	целое нашего высказывания и	1	1
187	и поучаемого это разделение	1	1
188	адресатом некоего ценностного урока	1	1
189	языком ставят перед ним	1	1
190	далеко не сводятся к	1	1
191	нас самих состоят все	1	1
192	в сказании или притче	1	1
193	иного языка и возможность	1	1
194	ни анекдот ни притча	1	1
195	диалогизм биографического слова не	1	1
196	позицию опираясь на индивидуальный	1	1
197	романного дискурса призван обладать	1	1
198	содержание к собственной ситуации	1	1
199	жизни постоянно переходит к	1	1
200	рода взаимная условленность конвенциональность	1	1
201	мире случайности полноценная биография	1	1
202	выбор лексики например в	1	1
203	анекдотическому дискурсу речевая маска	1	1
204	обычно является сюжетообразующим при	1	1
205	то есть субъектом самоопределения	1	1
206	встречающихся в дискурсе речевой	1	1
207	писал бахтин может ощущаться	1	1
208	соседствами именно это ощущение	1	1
209	мира романного образа и	1	1
210	опыт присутствия в мире	1	1
211	или притче была впервые	1	1
212	в новелле есть нарушение	1	1
213	картины мира с совершенно	1	1
214	события суть равнодостойные субъекты	1	1
215	в себя и возможность	1	1
216	обнаруживается преодолеваемая даль и	1	1
217	активного приятия не удовлетворяясь	1	1
218	вещами и ценностями иными	1	1
219	в сказании повествуемой ситуации	1	1
220	адресата при этом остается	1	1
221	в первую очередь по	1	1
222	герою определяемое отсутствием ценностной	1	1
223	для рассказчика ни для	1	1
224	фатально непреложный и неоспоримый	1	1
225	как к содержанию анекдота	1	1
226	возможна только в вероятностном	1	1
227	или сплетни то есть	1	1
228	чего анекдот не знает	1	1
229	и характерное для восприятия	1	1
230	где образ становящегося человека	1	1
231	жанра высказывания жанр в	1	1
232	требует анекдот но без	1	1
233	персонажа то она здесь	1	1
234	не у-влекать слушателей преодолевая	1	1
235	не сводится к служебной	1	1
236	к собственной ситуации жизненного	1	1
237	было и не могло	1	1
238	не быть субъектом ролевого	1	1
239	профанация священного новелла ночной	1	1
240	смешное но обязательно курьезное	1	1
241	рассеянной чужой речи и	1	1
242	и ценностями иными соседствами	1	1
243	слова в слове писал	1	1
244	в акте выбора осуществляется	1	1
245	деятельности персонажа то она	1	1
246	новелла ночной жанр посрамляющий	1	1
247	зависит от жанра высказывания	1	1
248	слове писал бахтин может	1	1
249	всем потому что из	1	1
250	чувства юмора умения отрешиться	1	1
251	иной интонации и оценки	1	1
252	живет в готовом стабильно	2	1
253	но без благоговейного приятия	1	1
254	границами между вещами и	1	1
255	слова прямой речи именно	1	1
256	несет в себе рецептивную	1	1
257	и возможность иного языка	1	1
258	припоминая и примеряя ее	1	1
259	чужой речи и т.п	2	1
260	мы строим свою речь	1	1
261	по своей коммуникативной природе	1	1
262	окажется неадекватным субъект объект	1	1
263	акте выбора осуществляется или	1	1
264	возможность иного включает в	1	1
265	жизнеописания вполне самобытно но	1	1
266	нем звучит один голос	2	1
267	реализатором самобытного смысла развертывающейся	1	1
268	ценностной дистанции между ними	1	1
269	перед ним определенные задания	1	1
270	звук в архитектуру души	1	1
271	субъекта объекта и адресата	2	1
272	случае его вступление в	1	1
273	в анекдоте подготовившем почву	1	1
274	самому тогда как притчу	1	1
275	или субъектом этического выбора	1	1
276	жизненного опыта их свободного	1	1
277	различного жизненного опыта их	1	1
278	прямой речи именно диалог	1	1
279	манифестирующего двоякий жизненный опыт	1	1
280	ментальной и речевой деятельности	1	1
281	целью и ситуацией высказывания	3	1
282	представляет собой исторически продуктивный	1	1
283	чужому слову чего не	1	1
284	иных пространственно-временных масштабов и	1	1
285	преломляющая несобственно-прямая речь включая	1	1
286	мира с совершенно иными	1	1
287	полускрытой рассеянной чужой речи	1	1
288	в форме определенной жанровой	1	1
289	анекдота не столько от	1	1
290	оговорка где слово деритуализовано	1	1
291	из нас самих состоят	1	1
292	речи именно диалог персонажей	1	1
293	раскованной беседы автора с	1	1
294	постоянно переходит к позиции	1	1
295	судьбы они едины судьба	1	1
296	кощунство и непристойность необыкновенное	1	1
297	читателем к иллюзии живого	1	1
298	субъекты смыслополагания между которыми	1	1
299	жанровой схемы и в	1	1
300	но в таком случае	1	1
301	форме индивидуального речевого замысла	1	1
302	сюжетообразующим при этом и	1	1
303	анекдот должен не у-влекать	1	1
304	содержанию сказания это позиция	1	1
305	выводится в просторную сферу	1	1
306	быть проделано и рассказывающим	1	1
307	реакцию предварительное знакомство слушателей	1	1
308	герою жизнеописания чего анекдот	1	1
309	столь пассивным как к	1	1
310	и раскованной беседы автора	1	1
311	универсального опыта к индивидуальной	1	1
312	может обладать собственным смыслом	1	1
313	ценностно-смысловой картины мира с	1	1
314	схемы и в форме	1	1
315	уникальным жизненным опытом выводится	1	1
316	другом и другого в	1	1
317	у-влекать слушателей преодолевая их	1	1
318	к этим моментам родственным	1	1
319	между которыми устанавливаются отношения	1	1
320	с его уникальным жизненным	1	1
321	учителя жизни постоянно переходит	1	1
322	произведения по своим коммуникативным	1	1
323	иносказательность является своего рода	1	1
324	в притче универсального опыта	1	1
325	глупость неуместность ошибка оговорка	1	1
326	со стороны адресата притчи	1	1
327	определяется предметом целью и	3	1
328	наизнанку глупость неуместность ошибка	1	1
329	обладает достоверным но не	1	1
330	первое может быть проделано	1	1
331	ним определенные задания реализуют	1	1
332	предварительное знакомство слушателей с	1	1
333	на поучающего и поучаемого	1	1
334	дистанции между ними здесь	1	1
335	опираясь на индивидуальный опыт	1	1
336	приятия не удовлетворяясь репродуктивной	1	1
337	сказание в известном смысле	1	1
338	включает в себя и	1	1
339	неуместность ошибка оговорка где	1	1
340	да и персонажи сказания	1	1
341	опыт чужой жизненной позиции	1	1
342	индивида и его поступки	1	1
343	своим коммуникативным параметрам сродни	1	1
344	а не ценностно дистанцированной	1	1
345	между ними здесь невозможно	1	1
346	может ощущаться завершенная и	1	1
347	их отношении к предмету	1	1
348	жизненной практике может быть	1	1
349	предметно-тематическое содержание жизнеописания вполне	1	1
350	слушатель читатель может и	1	1
351	анекдоте подготовившем почву для	1	1
352	интонации доверительной и раскованной	1	1
353	что они хотят и	1	1
354	которым обнаруживается преодолеваемая даль	1	1
355	анекдота ни столь пассивным	1	1
356	проделано и рассказывающим притчу	1	1
357	излагаемой жизни как исполненной	1	1
358	от героя окажется неадекватным	1	1
359	образ становящегося человека с	1	1
360	сторону индивида и его	1	1
361	сводится к этим моментам	1	1
362	знает к его ценностно-смысловой	1	1
363	которые лежат в основе	1	1
364	позиции учителя жизни постоянно	1	1
365	должен не у-влекать слушателей	1	1
366	формах косвенной речи хотя	1	1
367	нашего высказывания и в	1	1
368	актанту не может обладать	1	1
369	установка не на раскрытие	1	1
370	своему герою определяемое отсутствием	1	1
371	преодолевая их внутреннюю обособленность	1	1
372	закон собственно и составляющий	1	1
373	выражает внеличную сторону индивида	1	1
374	что из нас самих	1	1
375	невозможно притчевое нормативное самоотождествление	1	1
376	беседы автора с читателем	1	1
377	жанр посрамляющий умершее солнце	1	1
378	анекдота уже не таково	1	1
379	акт притчевого типа есть	1	1
380	первую очередь по отношению	1	1
381	свой опыт жизни а	1	1
382	формы скрытой полускрытой рассеянной	1	1
383	юмора умения отрешиться от	1	1
384	и запечатлевающий основу такой	1	1
385	которого анекдот легко может	1	1
386	жанр в свою очередь	1	1
387	лишь в стилевых формах	1	1
388	уметь проецировать чужой экзистенциальный	1	1
389	как слухи или сплетни	1	1
390	моделью причастности к общему	1	1
391	быть определена как регулятивная	1	1
392	дает позвоночника роману человек	1	1
393	достоверным но не верифицируемым	1	1
394	речевой деятельности персонажа то	1	1
395	чистом виде целенаправленно устремленный	1	1
396	может и не занять	1	1
397	раз-влекать их предлагая адресату	1	1
398	принципиальная для притчи иносказательность	1	1
399	живое непредубежденное любопытство к	1	1
400	когда мы строим свою	1	1
401	сродни любому иному роду	1	1
402	при этом и сам	1	1
403	или преступается не предначертанность	1	1
404	на индивидуальный опыт чужой	1	1
405	анекдот легко может быть	1	1
406	характерное для восприятия сказания	1	1
407	собственно и составляющий морализаторскую	1	1
408	заинтересовывать судьбой отдельных лиц	1	1
409	курьезное любопытное занимательное неожиданное	1	1
410	определена как регулятивная отношение	1	1
411	разъединяет участников коммуникативного события	1	1
412	правило лишь в стилевых	1	1
413	не знает к его	1	1
414	столь свободным как к	1	1
415	той или иной мере	1	1
416	интересно всем потому что	1	1
417	собственной ситуации жизненного выбора	1	1
418	понимание излагаемой жизни как	1	1
419	с читателем к иллюзии	1	1
420	к его ценностно-смысловой позиции	1	1
421	предначертанность судьбы а некий	1	1
422	равнодостойности сознаний встречающихся в	1	1
423	в слове писал бахтин	1	1
424	возможность иной интонации и	1	1
425	еще не есть биография	1	1
426	притче универсального опыта к	1	1
427	к своему герою определяемое	1	1
428	ответную реакцию предварительное знакомство	1	1
429	не удовлетворяясь репродуктивной рецепцией	1	1
430	фон романного видения мира	1	1
431	готовом стабильно дифференцированном и	2	1
432	всего к ценностной однозначности	1	1
433	устремленный от одного сознания	1	1
434	именно это ощущение составляет	1	1
435	к реальному человеческому существованию	1	1
436	можно даже сказать что	1	1
437	к другому что касается	1	1
438	анекдот но без благоговейного	1	1
439	ставят перед ним определенные	1	1
440	это разделение иерархично оно	1	1
441	прежде всего к ценностной	1	1
442	ней установка не на	1	1
443	известном смысле домонологично оно	1	1
444	жизнеописания чего анекдот не	1	1
445	свою жизненную позицию опираясь	1	1
446	недопустимая в сказании или	1	1
447	есть нарушение запрета есть	1	1
448	как бы непосредственного присутствия	1	1
449	к содержанию сказания это	1	1
450	то есть принадлежат самой	1	1
451	на свой опыт жизни	1	1
452	опыт запечатлеваемый и запечатлевающий	1	1
453	языка и возможность иной	1	1
454	призван обладать проективной компетентностью	1	1
455	ни убавить ни изменить	1	1
456	образа и романного слова	1	1
457	иными границами между вещами	1	1
458	с одной стороны и	3	1
459	что касается ментальной и	1	1
460	мире на свой опыт	1	1
461	некий нравственный закон собственно	1	1
462	комическая апофегма то есть	1	1
463	но обязательно курьезное любопытное	1	1
464	его уникальным жизненным опытом	1	1
465	судьба выражает внеличную сторону	1	1
466	согласия за которым обнаруживается	1	1
467	и в форме индивидуального	1	1
468	и строго отграниченная система	2	1
469	несобственно-прямая речь включая разные	1	1
470	себя и возможность иного	1	1
471	характеру типу актанту не	1	1
472	порой фактически точными они	1	1
473	в евгении онегине но	1	1
474	в свою очередь определяется	2	1
475	есть профанация священного новелла	1	1
476	автора с читателем к	1	1
477	закономерно приводит к интонации	1	1
478	но раз-влекать их предлагая	1	1
479	предметом целью и ситуацией	3	1
480	как притчу в принципе	1	1
481	в том случае если	1	1
482	знакомство слушателей с содержанием	1	1
483	к самому герою жизнеописания	1	1
484	тогда как притчу в	1	1
485	экзистенциальный опыт присутствия в	1	1
486	л.с выготским и н.и	2	1
487	блужданиями его под сводами	1	1
488	рассказывания а не ценностно	1	1
489	в другом и другого	1	1
490	сказания не от своея	1	1
491	в мире это требует	1	1
492	жизни повествователя о ней	1	1
493	жизнь глазами анекдота это	1	1
494	этим моментам родственным анекдотическому	1	1
495	как субъекты этического выбора	1	1
496	при этом остается регламентированной	1	1
497	существенно связаны с языком	1	1
498	носителей различного жизненного опыта	1	1
499	типу актанту не может	1	1
500	компетентность восприятия со стороны	1	1
501	непреложный и неоспоримый круговорот	1	1
502	любопытное занимательное неожиданное маловероятное	1	1
503	однако диалогизм биографического слова	1	1
504	ценностями иными соседствами именно	1	1
505	нормативное самоотождествление с человеком	1	1
506	самой ситуации рассказывания а	1	1
507	и потому нейтральное к	1	1
508	видения мира романного образа	1	1
509	перед нами не как	1	1
510	отношение слушателя к содержанию	1	1
511	сознаний встречающихся в дискурсе	1	1
512	просторную сферу исторического бытия	1	1
513	только раскрывают содержание судьбы	1	1
514	подготовившем почву для жизнеописания	1	1
515	человеком неким ибо предметно-тематическое	1	1
516	иерархично оно не предполагает	1	1
517	и иных пространственно-временных масштабов	1	1
518	как правило лишь в	1	1
519	сказания это позиция активного	1	1
520	они хотят и свершают	1	1
521	слова не сводится к	1	1
522	персонажи сказания не от	1	1
523	мира вокруг я героя	1	1
524	доверия к чужому слову	1	1
525	от позиции учителя жизни	1	1
526	от содержания сколько от	1	1
527	не несет в себе	1	1
528	определенной жанровой схемы и	1	1
529	ничего нельзя не сделав	1	1
530	для восприятия сказания или	1	1
531	и как бы непосредственного	1	1
532	нельзя не сделав хуже	1	1
533	чего не требует анекдот	1	1
534	отрешиться от нудительной серьезности	1	1
535	события на поучающего и	1	1
536	одного сознания к другому	1	1
537	не отделен от своей	1	1
538	система смыслов оно стремится	1	1
539	ее содержание к собственной	1	1
540	этом и сам текст	1	1
541	персонажи не выбирают а	1	1
542	сознания к другому что	1	1
543	в таком случае его	1	1
544	принципе можно припоминая и	1	1
545	и сам текст анекдота	1	1
546	запрета есть профанация священного	1	1
547	внеличную сторону индивида и	1	1
548	объект и адресат протороманного	1	1
549	носителем и реализатором самобытного	1	1
550	себе самому тогда как	1	1
551	слушателей преодолевая их внутреннюю	1	1
552	самоотождествление с человеком неким	1	1
553	повеленья сказание в известном	1	1
554	нам всегда предносится целое	1	1
555	ни в мире императивной	1	1
556	мире императивной нормы ни	1	1
557	текст анекдота выбор лексики	1	1
558	завершенная и строго отграниченная	2	1
559	из уст в уста	1	1
560	параметрам сродни любому иному	1	1
561	содержанию анекдота ни столь	1	1
562	возможность иного языка и	1	1
563	может быть проделано и	1	1
564	культуры в самом общем	1	1
565	жизненный опыт запечатлеваемый и	1	1
566	содержание жизнеописания вполне самобытно	1	1
567	своей судьбы они едины	1	1
568	с человеком неким ибо	1	1
569	механизмом активизации воспринимающего сознания	1	1
570	и другого в себе	1	1
571	но как субъекты этического	1	1
572	которого он от позиции	1	1
573	это игра случая непредсказуемое	1	1
574	поведение двух сыновей в	1	1
575	столько от содержания сколько	1	1
576	опыта к индивидуальной жизненной	1	1
577	сказании или притче была	1	1
578	жизни как исполненной некоторого	1	1
579	их свободного согласия за	1	1
580	сказания или анекдота ценностное	1	1
581	особое отношение к своему	1	1
582	продуктивный тип высказывания реализующий	1	1
583	его под сводами чужой	1	1
584	по отношению к самому	1	1
585	нечто смешное но обязательно	1	1
586	ибо предметно-тематическое содержание жизнеописания	1	1
587	суть то что они	1	1
588	монолог в чистом виде	1	1
589	диалогизированного слова прямой речи	1	1
590	запечатленного в притче универсального	1	1
591	адресат протороманного коммуникативного события	1	1
592	то что они хотят	1	1
593	ощущение составляет необходимый фон	1	1
594	глазами анекдота это игра	1	1
595	называемого чувства юмора умения	1	1
596	ситуации произнесения сказания субъект	1	1
597	слова эта возможность иного	1	1
598	оно не предполагает хоровой	1	1
599	мира которая своей карнавальной	1	1
600	едины судьба выражает внеличную	1	1
601	острота или острота наизнанку	1	1
602	ними здесь невозможно притчевое	1	1
603	неадекватным субъект объект и	1	1
604	и его поступки только	1	1
605	эта возможность иного включает	1	1
606	можно припоминая и примеряя	1	1
607	героя окажется неадекватным субъект	1	1
608	от божья повеленья сказание	1	1
609	и прежде всего к	1	1
610	не столько от содержания	1	1
611	оценки и иных пространственно-временных	1	1
612	в мире императивной нормы	1	1
613	повествователя о ней установка	1	1
614	собственным смыслом ни в	1	1
615	будучи порой фактически точными	1	1
616	предел до которого анекдот	1	1
617	его ценностно-смысловой позиции в	1	1
618	в мире на свой	1	1
619	игра случая непредсказуемое стечение	1	1
620	как того требует авторитетное	1	1
621	и примеряя ее содержание	1	1
622	убавить ни изменить ничего	1	1
623	например в значительной степени	1	1
624	приложение запечатленного в притче	1	1
625	коммуникативную стратегию эстетического по	1	1
626	освоена в анекдоте подготовившем	1	1
627	за которым обнаруживается преодолеваемая	1	1
628	запечатлеваемый и запечатлевающий основу	1	1
629	изобразителя жизни повествователя о	1	1
630	фактически точными они бытуют	1	1
631	коммуникативного события на поучающего	1	1
632	впервые освоена в анекдоте	1	1
633	читатель может и не	1	1
634	составляющий морализаторскую премудрость притчевого	1	1
635	чужой экзистенциальный опыт присутствия	1	1
636	отделен от своей судьбы	1	1
637	слову чего не требует	1	1
638	она здесь присутствует как	1	1
639	к однозначности и прежде	1	1
640	выбирают а по своей	1	1
641	притче была впервые освоена	1	1
642	внеязыковое и потому нейтральное	1	1
643	зримого жеста и как	1	1
644	это известного рода взаимная	1	1
645	дискурсу речевая маска биографа	1	1
646	лексики например в значительной	1	1
647	конкретной ценностно-смысловой картины мира	1	1
648	по своим коммуникативным параметрам	1	1
649	острота наизнанку глупость неуместность	1	1
650	и слушающих общим знанием	1	1
651	существованию вследствие которого он	1	1
652	хоровое слово общенародной хвалы	1	1
653	отношению к самому герою	1	1
654	своего рода механизмом активизации	1	1
655	в нем определенные возможности	1	1
656	не предначертанность судьбы а	1	1
657	поучаемого это разделение иерархично	1	1
658	совершенно иной конкретной ценностно-смысловой	1	1
659	природе суть то что	1	1
660	в значительной степени зависим	1	1
661	словесное кощунство и непристойность	1	1
662	но не верифицируемым знанием	1	1
663	известного рода взаимная условленность	1	1
664	является сюжетообразующим при этом	1	1
665	а по своей природе	1	1
666	человека с его уникальным	1	1
667	свободным как к содержанию	1	1
668	другому что касается ментальной	1	1
669	неприемлемо ни для рассказчика	1	1
670	проектировать свою жизненную позицию	1	1
671	между вещами и ценностями	1	1
672	необыкновенное в новелле есть	1	1
673	ночной жанр посрамляющий умершее	1	1
674	таком случае его вступление	1	1
675	смыслополагания между которыми устанавливаются	1	1
676	не сводится к этим	1	1
677	здесь невозможно притчевое нормативное	1	1
678	к содержанию анекдота ни	1	1
679	дискурса призван обладать проективной	1	1
680	взаимная условленность конвенциональность общения	1	1
681	отсутствием ценностной дистанции между	1	1
682	романного слова эта возможность	1	1
683	одним и тем же	1	1
684	форме определенной жанровой схемы	1	1
685	потому нейтральное к языку	1	1
686	в форме индивидуального речевого	1	1
687	позиция активного приятия не	1	1
688	в известном смысле домонологично	1	1
689	так называемого чувства юмора	1	1
690	то же время они	1	1
691	неким ибо предметно-тематическое содержание	1	1
692	и реализатором самобытного смысла	1	1
693	в классическом романе реалистической	1	1
694	любопытство к реальному человеческому	1	1
695	сводится к служебной роли	1	1
696	здесь присутствует как правило	1	1
697	типа есть монолог в	1	1
698	к позиции изобразителя жизни	1	1
699	божья повеленья сказание в	1	1
700	это ощущение составляет необходимый	1	1
701	за блужданиями его под	1	1
702	и в форме определенной	1	1
703	и не быть субъектом	1	1
704	практике может быть осуществлено	1	1
705	может быть определена как	2	1
706	индивидуальный опыт чужой жизненной	1	1
707	нарушение запрета есть профанация	1	1
708	участников коммуникативного события на	1	1
709	отношении к предмету речи	1	1
710	не дает позвоночника роману	1	1
711	субъект объект и адресат	1	1
712	не требует анекдот но	1	1
713	даже будучи порой фактически	1	1
714	анекдота это игра случая	1	1
715	поучающего и поучаемого это	1	1
716	масштабов и соотношений такая	1	1
717	вполне самобытно но и	1	1
718	от жанра высказывания жанр	1	1
719	переходит к позиции изобразителя	1	1
720	смыслов оно стремится к	1	1
721	говорящий здесь только исполнитель	1	1
722	рода механизмом активизации воспринимающего	1	1
723	притчу в принципе можно	1	1
724	в принципе можно припоминая	1	1
725	может быть осуществлено только	1	1
726	к иллюзии живого голоса	1	1
727	активность адресата при этом	1	1
728	коммуникативным параметрам сродни любому	1	1
729	и персонажи сказания не	1	1
730	притчи иносказательность является своего	1	1
731	и оценки и иных	1	1
732	собой исторически продуктивный тип	1	1
733	одном и том же	1	1
734	здесь действующие лица по	1	1
735	персонажем в акте выбора	1	1
736	целенаправленно устремленный от одного	1	1
737	с совершенно иными границами	1	1
738	является своего рода механизмом	1	1
739	они бытуют как слухи	1	1
740	с языком ставят перед	1	1
741	мы имеем дело с	1	1
742	как к содержанию сказания	1	1
743	дискурсе речевой акт притчевого	1	1
744	своей природе суть то	1	1
745	и развития самоопределяющегося субъекта	1	1
746	жизненную позицию опираясь на	1	1
747	и составляющий морализаторскую премудрость	1	1
748	сочинение литературного произведения по	1	1
749	оно стремится к однозначности	1	1
750	выбора осуществляется или преступается	1	1
751	слушающих общим знанием поэтому	1	1
752	биография и не дает	1	1
753	бахтин может ощущаться завершенная	1	1
754	с ее иносказательностью требует	1	1
755	морализаторскую премудрость притчевого назидания	1	1
756	становящегося человека с его	1	1
757	приобщения к общенародной хвале	1	1
758	кто говорит и кому	1	1
759	случая непредсказуемое стечение обстоятельств	1	1
760	ни к чему не	1	1
761	противоположность характеру типу актанту	1	1
762	связаны с языком ставят	1	1
763	но и характерное для	1	1
764	поступки только раскрывают содержание	1	1
765	жизненным опытом выводится в	1	1
766	доверительной и раскованной беседы	1	1
767	потому что из нас	1	1
768	или субъектом инициативного самообнаружения	1	1
769	притчевое нормативное самоотождествление с	1	1
770	определяемое отсутствием ценностной дистанции	1	1
771	притча разъединяет участников коммуникативного	1	1
772	задания реализуют в нем	1	1
773	к индивидуальной жизненной практике	1	1
774	посрамление словесное кощунство и	1	1
775	касается ментальной и речевой	1	1
776	романного образа и романного	1	1
777	биографического слова не сводится	1	1
778	стремится к однозначности и	1	1
779	коммуникативного события суть равнодостойные	1	1
780	гегель именовал веком героев	1	1
781	живого голоса зримого жеста	1	1
782	благоговейного приятия и ученичества	1	1
783	опытом выводится в просторную	1	1
784	наличие так называемого чувства	1	1
785	голоса зримого жеста и	1	1
786	полноценная биография возможна только	1	1
787	значительной степени зависим от	1	1
788	и не дает позвоночника	1	1
789	от своей судьбы они	1	1
790	ни притча не знают	1	1
791	говорит и кому говорят	1	1
