N	2gram	Tiupa_Disk	Problemy
699	в качестве	45	2
700	иного рода	1	2
701	и других	1	2
702	или не	2	2
703	утрачивает свою	1	2
704	из уст	2	2
705	и создает	1	2
706	этом последнем	1	2
707	и именно	1	2
708	же как	1	2
709	одном из	2	2
710	от этого	1	2
711	служит для	2	2
712	же касается	4	2
713	не нужно	2	2
714	что как	1	2
715	не был	1	2
716	здесь как	1	2
717	я его	1	2
718	что вот	1	2
719	и быть	1	2
720	и про	1	2
721	другом и	1	2
722	слово рассказа	1	2
723	или же	1	2
724	ряде других	1	2
725	к собственному	1	2
726	нашего рассмотрения	1	2
727	никого не	2	2
728	своего времени	2	2
729	и является	1	2
730	главного героя	1	2
731	утверждение в	1	2
732	также не	1	2
733	мне как	1	2
734	не способна	1	2
735	к рассказу	1	2
736	должны были	1	2
737	образ человека	2	2
738	и глубоко	1	2
739	но есть	1	2
740	не входят	1	2
741	столь же	6	2
742	и определяется	1	2
743	своего героя	1	2
744	ней в	1	2
745	художественного произведения	1	2
746	точкой зрения	2	2
747	для построения	1	2
748	кругозор героя	1	2
749	из этого	1	2
750	ни одно	2	2
751	как точка	1	2
752	отнюдь не	11	2
753	независимо от	1	2
754	не случайно	2	2
755	одного и	5	2
756	мире как	1	2
757	становится объектом	1	2
758	на слово	1	2
759	в особенности	5	2
760	мире и	2	2
761	а потому	1	2
762	во втором	5	2
763	из возможных	1	2
764	его нет	1	2
765	не позволяет	2	2
766	они и	3	2
767	как с	1	2
768	настоящего времени	2	2
769	рассказа и	1	2
770	и должно	2	2
771	человек с	1	2
772	и романа	2	2
773	это уже	1	2
774	не исчерпывается	1	2
775	к сознанию	1	2
776	для них	1	2
777	и вполне	1	2
778	сюжетом но	1	2
779	с ней	3	2
780	произведения в	1	2
781	в россии	1	2
782	в различные	1	2
783	она и	1	2
784	в одних	1	2
785	и они	1	2
786	к его	5	2
787	опирается на	2	2
788	не имеет	1	2
789	при всех	1	2
790	на их	1	2
791	друг от	1	2
792	всей своей	2	2
793	своей жизни	1	2
794	к той	4	2
795	но оно	1	2
796	как рассказ	2	2
797	он пишет	1	2
798	еще и	1	2
799	тем или	1	2
800	не перед	1	2
801	рассказ достоевского	1	2
802	своей собственной	3	2
803	совершенно иной	1	2
804	и главное	1	2
805	до настоящего	1	2
806	в свою	3	2
807	в значительной	3	2
808	другим на	1	2
809	всего на	1	2
810	не могло	2	2
811	литературных произведений	1	2
812	переходит к	1	2
813	и различные	1	2
814	целый ряд	2	2
815	друга и	1	2
816	чем не	3	2
817	в истории	5	2
818	такой герой	1	2
819	было и	1	2
820	как свой	1	2
821	известной степени	3	2
822	что здесь	1	2
823	и там	1	2
824	заметить что	2	2
825	автором как	1	2
826	речи в	2	2
827	типа но	1	2
828	их с	1	2
829	в образе	1	2
830	только его	1	2
831	столько в	1	2
832	жизни не	2	2
833	внешнее и	1	2
834	ну как	2	2
835	ответ на	1	2
836	то они	1	2
837	ничем не	1	2
838	произведения как	2	2
839	этот процесс	1	2
840	всякий человек	1	2
841	для всего	1	2
842	для своего	3	2
843	видеть в	1	2
844	например рассказ	1	2
845	чем он	2	2
846	слова а	1	2
847	что каждый	1	2
848	в г	2	2
849	громадное значение	1	2
850	от друга	1	2
851	образом в	1	2
852	героев или	1	2
853	с теми	1	2
854	словами самого	1	2
855	случае не	1	2
856	бы быть	3	2
857	в какой	2	2
858	как она	1	2
859	является не	2	2
860	и художественного	1	2
861	в условиях	1	2
862	должен быть	1	2
863	не все	1	2
864	другом случае	1	2
865	ему не	1	2
866	этих двух	1	2
867	сюжета в	1	2
868	искать в	1	2
869	и эти	1	2
870	повесть о	2	2
871	между сознаниями	1	2
872	и ни	1	2
873	одну из	2	2
874	он обращается	1	2
875	в позднейшем	1	2
876	во второй	1	2
877	что касается	2	2
878	но она	3	2
879	нельзя понять	1	2
880	не следует	4	2
881	диалогическая обращенность	1	2
882	к которой	1	2
883	всей его	2	2
884	оно лишь	1	2
885	как выражение	1	2
886	в рамках	11	2
887	всех его	1	2
888	же самое	2	2
889	в книге	2	2
890	и вне	2	2
891	в категориях	1	2
892	имеет громадное	1	2
893	свою речь	1	2
894	или напротив	3	2
895	человек не	2	2
896	может и	4	2
897	не появляется	1	2
898	характер в	1	2
899	мы его	1	2
900	или точнее	1	2
901	форме и	1	2
902	не к	3	2
903	всего это	1	1
904	для всех	2	1
905	котором они	1	1
906	можно говорить	2	1
907	типа как	1	1
908	в момент	2	1
909	творчества в	1	1
910	со всей	1	1
911	в сферу	3	1
912	явлениях а	1	1
913	человека можно	1	1
914	или иных	1	1
915	это лишь	1	1
916	однако и	2	1
917	людей но	1	1
918	в равной	3	1
919	быть а	1	1
920	стиль по	1	1
921	строго говоря	3	1
922	одно это	1	1
923	в некоторых	1	1
924	что человек	1	1
925	общения с	4	1
926	нас в	2	1
927	не являются	1	1
928	или иному	1	1
929	свое произведение	1	1
930	требует от	2	1
931	построения целого	1	1
932	какое место	1	1
933	вы из	1	1
934	целом его	1	1
935	а другие	1	1
936	или между	1	1
937	у пушкина	1	1
938	всей ее	1	1
939	возможность одновременного	1	1
940	а напротив	1	1
941	или во	1	1
942	проблемы которые	1	1
943	стоит в	1	1
944	вопрос на	1	1
945	в художественную	1	1
946	я всегда	1	1
947	на которых	1	1
948	и тайным	1	1
949	структурной особенности	1	1
950	из двух	5	1
951	все дело	1	1
952	жизни мир	1	1
953	мысль о	3	1
954	в некотором	1	1
955	но по	1	1
956	и полное	1	1
957	или на	3	1
958	и требует	2	1
959	особенность художественного	1	1
960	в освещении	1	1
961	и должен	1	1
962	самому герою	1	1
963	на определенной	1	1
964	без учета	1	1
965	что делало	1	1
966	в собственном	1	1
967	создает особый	1	1
968	другом месте	1	1
969	лица в	1	1
970	его по-своему	1	1
971	значение не	1	1
972	обращения к	1	1
973	произведении и	1	1
974	рассказ не	2	1
975	введение в	1	1
976	авторская позиция	1	1
977	своем творчестве	1	1
978	себя не	1	1
979	нем нет	1	1
980	так например	2	1
981	которых зиждется	1	1
982	на первый	1	1
983	обращение к	2	1
984	связано с	1	1
985	рассказа до	1	1
986	и образ	1	1
987	первый взгляд	1	1
988	действительности в	1	1
989	во внешнем	1	1
990	повести с	1	1
991	при наличии	1	1
992	восприятия и	1	1
993	героя или	1	1
994	не существует	1	1
995	ее к	1	1
996	а порой	1	1
997	здесь возможны	1	1
998	не могли	1	1
999	в действительности	3	1
1000	речью и	1	1
1001	среди всех	1	1
1002	следовало бы	1	1
1003	о чем-то	1	1
1004	и повести	1	1
1005	слову в	1	1
1006	двух героев	1	1
1007	в пределе	2	1
1008	что всякое	1	1
1009	авторской индивидуальности	1	1
1010	как жанр	4	1
1011	о которых	1	1
1012	говорить не	1	1
1013	собой как	2	1
1014	нельзя выдумать	1	1
1015	не каждое	1	1
1016	особенность также	1	1
1017	в каких	1	1
1018	с позицией	1	1
1019	и другой	2	1
1020	остается неизменным	1	1
1021	времени в	3	1
1022	сознания в	2	1
1023	и т.п	18	1
1024	решал в	1	1
1025	а непосредственно	1	1
1026	мы все	2	1
1027	в строгом	5	1
1028	приходит к	1	1
1029	для данного	3	1
1030	не обязательно	4	1
1031	словесного выражения	2	1
1032	и сюжет	1	1
1033	дошли до	1	1
1034	рассматриваемые в	1	1
1035	от той	1	1
1036	творческой активности	1	1
1037	на практике	1	1
1038	я буду	1	1
1039	здесь имеет	1	1
1040	изнутри в	1	1
1041	позиции и	1	1
1042	в чистом	1	1
1043	автора с	1	1
1044	его собственной	1	1
1045	в прошлом	1	1
1046	некоторое время	1	1
1047	из виду	4	1
1048	дистанция между	2	1
1049	человека эта	1	1
1050	к ним	3	1
1051	обратим внимание	1	1
1052	в повесть	2	1
1053	исторические корни	2	1
1054	это тоже	1	1
1055	ней и	1	1
1056	тенденцию к	1	1
1057	жизни как	2	1
1058	частности на	1	1
1059	он создал	1	1
1060	сторону не	1	1
1061	и оценки	1	1
1062	а сам	4	1
1063	для разработки	1	1
1064	под названием	2	1
1065	в непосредственной	1	1
1066	все многообразие	1	1
1067	момент в	3	1
1068	высказывания два	1	1
1069	речь о	1	1
1070	это прежде	3	1
1071	рассказчик и	1	1
1072	в особой	1	1
1073	с читателем	3	1
1074	в противном	1	1
1075	как такое	1	1
1076	тут же	3	1
1077	мыслится в	1	1
1078	не просто	1	1
1079	этому я	1	1
1080	таково слово	1	1
1081	едва ли	2	1
1082	но сама	1	1
1083	жизни с	1	1
1084	действительно в	1	1
1085	жанра в	4	1
1086	искусства не	1	1
1087	того о	1	1
1088	говорит как	1	1
1089	или иным	1	1
1090	замысел этот	1	1
1091	в чужой	2	1
1092	но отчасти	1	1
1093	не зная	1	1
1094	и столь	1	1
1095	нами не	1	1
1096	в научной	1	1
1097	от его	1	1
1098	к человеку	1	1
1099	он от	1	1
1100	совершаются в	1	1
1101	не говоря	2	1
1102	это принцип	1	1
1103	время и	2	1
1104	слова эта	1	1
1105	такого рода	11	1
1106	в повестях	3	1
1107	внимание на	5	1
1108	миров и	2	1
1109	в состоянии	1	1
1110	оценки и	1	1
1111	менее очевидна	1	1
1112	его себе	1	1
1113	единство высказывания	1	1
1114	проявляется в	2	1
1115	в теоретическом	1	1
1116	обобщающий образ	1	1
1117	с народом	1	1
1118	по мнению	1	1
1119	в утверждении	1	1
1120	выбора и	2	1
1121	и за	1	1
1122	бытия и	1	1
1123	одному и	1	1
1124	все но	1	1
1125	случиться и	1	1
1126	не от	2	1
1127	в каждый	1	1
1128	в третьем	1	1
1129	и притом	1	1
1130	отношения между	1	1
1131	и воспроизводится	1	1
1132	первая часть	1	1
1133	однако он	1	1
1134	о возможности	1	1
1135	между рассказом	1	1
1136	активности в	1	1
1137	из важнейших	2	1
1138	их по	1	1
1139	краткость и	2	1
1140	этом направлении	1	1
1141	адресата к	3	1
1142	слово там	1	1
1143	и всю	1	1
1144	оно достаточно	1	1
1145	рассказ от	1	1
1146	или иная	1	1
1147	учение о	1	1
1148	в связи	1	1
1149	настоящим и	1	1
1150	такова что	1	1
1151	всего он	1	1
1152	из главных	1	1
1153	сообщение о	1	1
1154	выражению как	1	1
1155	лежит не	1	1
1156	до известной	2	1
1157	данного типа	1	1
1158	формы героя	1	1
1159	должно было	2	1
1160	формы определенного	1	1
1161	нечто смешное	1	1
1162	воздействия на	1	1
1163	только еще	1	1
1164	к мысли	2	1
1165	рассказа не	2	1
1166	разумеется не	2	1
1167	а только	1	1
1168	и кому	1	1
1169	могло бы	1	1
1170	такова например	1	1
1171	вопроса о	1	1
1172	для правильного	1	1
1173	вот умер	1	1
1174	в русской	4	1
1175	я на	1	1
1176	всей их	1	1
1177	событиях но	1	1
1178	от их	1	1
1179	не имея	2	1
1180	повестях белкина	3	1
1181	как-то вдруг	1	1
1182	и пространства	2	1
1183	читателя в	1	1
1184	причастности к	1	1
1185	как субъект	2	1
1186	в философии	1	1
1187	он его	1	1
1188	считал главной	1	1
1189	сюда же	1	1
1190	у них	1	1
1191	еще только	1	1
1192	с планом	1	1
1193	в работе	1	1
1194	дистанции между	2	1
1195	личности и	1	1
1196	значение однако	1	1
1197	самому себе	3	1
1198	образ не	1	1
1199	прошлого и	1	1
1200	где герой	3	1
1201	в случае	2	1
1202	и весьма	2	1
1203	является его	1	1
1204	действующих лиц	1	1
1205	и тем	2	1
1206	как это	2	1
1207	не будет	1	1
1208	на нем	1	1
1209	речевой манере	1	1
1210	всех других	1	1
1211	ним он	1	1
1212	не были	1	1
1213	не приходится	2	1
1214	хотя в	3	1
1215	и точность	2	1
1216	в тех	2	1
1217	и воспринимается	1	1
1218	слово функционирует	1	1
1219	даже не	1	1
1220	этом слово	1	1
1221	героев с	1	1
1222	как возможное	1	1
1223	отношения с	1	1
1224	завершенный в	1	1
1225	но тут	1	1
1226	видения мира	1	1
1227	конкретном случае	1	1
1228	а со	1	1
1229	равной степени	2	1
1230	он представляет	1	1
1231	когда мы	1	1
1232	не совпадает	1	1
1233	могла бы	2	1
1234	и несколько	1	1
1235	например не	1	1
1236	определенными и	1	1
1237	так называемого	1	1
1238	характеристик и	2	1
1239	и далеко	1	1
1240	жизнь как	2	1
1241	известном смысле	1	1
1242	или о	2	1
1243	он вдруг	1	1
1244	этим достигается	1	1
1245	строится на	1	1
1246	и каждый	1	1
1247	их к	1	1
1248	но прежде	1	1
1249	и ты	1	1
1250	это ощущение	1	1
1251	это характеристика	1	1
1252	даже если	1	1
1253	миром в	1	1
1254	особое внимание	1	1
1255	пушкиным в	2	1
1256	а завтра	1	1
1257	одной стороны	12	1
1258	которому и	1	1
1259	письмо как	1	1
1260	ориентированы на	1	1
1261	следы и	1	1
1262	или иного	2	1
1263	отрешиться от	1	1
1264	всегда строится	1	1
1265	в сюжете	1	1
1266	и чем	1	1
1267	уходит в	1	1
1268	бы я	1	1
1269	действительной жизни	1	1
1270	до его	1	1
1271	пришел к	1	1
1272	конкретное высказывание	1	1
1273	любви и	1	1
1274	всем протяжении	1	1
1275	события но	1	1
1276	ведет к	6	1
1277	не делает	1	1
1278	нет а	1	1
1279	к такому	2	1
1280	в частности	18	1
1281	к лицу	2	1
1282	всем своим	1	1
1283	и существенно	1	1
1284	и должны	1	1
1285	мире на	1	1
1286	них в	2	1
1287	речи но	1	1
1288	если в	2	1
1289	сфер в	1	1
1290	его из	1	1
1291	системное единство	1	1
1292	к одной	1	1
1293	в языке	2	1
1294	живет в	3	1
1295	на ее	2	1
1296	о рассказе	1	1
1297	уж и	1	1
1298	но им	1	1
1299	образа и	1	1
1300	но лишенные	1	1
1301	не всякий	1	1
1302	говорит и	2	1
1303	и другим	1	1
