N	3gram	Losev_Dial	Vladivir
155	сказать что здесь	1	2
156	так и его	1	2
157	главным образом в	1	2
158	есть прежде всего	1	2
159	и можно сказать	3	2
160	это конечно не	2	2
161	что в нем	4	2
162	как мы увидим	1	2
163	даже и просто	1	2
164	было у него	1	2
165	и часто даже	1	2
166	то что мы	1	2
167	субъект и объект	1	2
168	как мы теперь	1	2
169	это и есть	3	2
170	мы имеем не	1	2
171	если бы мы	1	2
172	может быть и	6	2
173	нечего и говорить	2	2
174	на весь свой	1	1
175	вот оказывается что	1	1
176	в отношении которой	1	1
177	с ортодоксальной христианской	1	1
178	общего ни с	1	1
179	все больше и	1	1
180	если мы будем	1	1
181	но все эти	1	1
182	как раз на	1	1
183	в частности к	1	1
184	это вполне понятно	1	1
185	бы и не	2	1
186	совершенно ничего не	2	1
187	и как бы	1	1
188	а не иначе	1	1
189	ни тем более	1	1
190	как будто бы	3	1
191	как поэзия и	1	1
192	и каждый раз	1	1
193	я вовсе не	1	1
194	что же это	1	1
195	и даже не	3	1
196	каком случае не	3	1
197	тем более о	1	1
198	и почти не	2	1
199	то к чему	1	1
200	мы пока не	1	1
201	отнюдь не является	1	1
202	а только чисто	1	1
203	до известной степени	1	1
204	а не с	1	1
205	больше и больше	1	1
206	как и вообще	1	1
207	своего развития и	1	1
208	в том как	1	1
209	что она всегда	1	1
210	же это за	1	1
211	к выводу что	2	1
212	содержат в себе	2	1
213	он с первого	1	1
214	не было и	1	1
215	а содержит в	1	1
216	не был бы	1	1
217	не есть личность	1	1
218	до последних дней	1	1
219	дело не в	1	1
220	и нигде не	1	1
221	и ни на	2	1
222	в жизни и	1	1
223	всякий скажет что	1	1
224	если они не	1	1
225	сказать и о	1	1
226	чем он сам	1	1
227	на который мы	1	1
228	что все это	1	1
229	крайней мере в	3	1
230	и что она	1	1
231	так что каждая	1	1
232	не значит что	6	1
233	то что есть	2	1
234	далеко не всегда	1	1
235	потому что она	3	1
236	не нуждаясь ни	1	1
237	если мы говорим	1	1
238	на всю жизнь	1	1
239	но никак не	1	1
240	том что она	1	1
241	уже по одному	1	1
242	христианской мифологии и	1	1
243	все равно не	1	1
244	а не просто	1	1
245	нельзя сомневаться в	1	1
246	говорить не о	1	1
247	это не то	1	1
248	с тем чтобы	1	1
249	время может быть	1	1
250	сам говорит что	1	1
251	так а не	1	1
252	т д в	1	1
253	в каком случае	5	1
254	то что можно	1	1
255	не потому что	5	1
256	но что такое	3	1
257	есть она сама	1	1
258	мы сейчас видим	1	1
259	к своему собственному	1	1
260	того что в	1	1
261	но как это	1	1
262	но ясно что	1	1
263	с этой стороны	2	1
264	и с ней	1	1
265	у вас в	1	1
266	а только их	1	1
267	оно всегда есть	1	1
268	потому что он	5	1
269	той или иной	4	1
270	нуждаясь ни в	1	1
271	все же ее	1	1
272	тогда и возможно	1	1
273	всего прочего и	1	1
274	та же самая	1	1
275	поэзия вовсе не	1	1
276	но нельзя ли	1	1
277	только тогда и	2	1
278	надо сказать что	1	1
279	в чем не	1	1
280	есть не больше	2	1
281	идти дальше и	1	1
282	не забудем что	1	1
283	по себе не	7	1
284	образом и подобием	1	1
285	ни на каком	1	1
286	таким образом есть	1	1
287	в ней не	1	1
288	может быть названа	1	1
289	что в основе	1	1
290	и об отношении	1	1
291	уже знаем что	2	1
292	отличается тем что	1	1
293	времена и сроки	1	1
294	в них нет	2	1
295	значит что мы	1	1
296	он сам а	1	1
297	и что они	1	1
298	сказать что он	1	1
299	этом мы будем	1	1
300	не входя в	1	1
301	то же самое	3	1
302	сама по себе	12	1
303	то мы найдем	1	1
304	с тех пор	2	1
305	заключается не в	1	1
306	можно найти много	1	1
307	но все же	2	1
308	а именно в	1	1
309	в последнем случае	1	1
310	так как здесь	1	1
311	той или другой	7	1
312	да и не	1	1
313	не просто в	1	1
314	но это является	1	1
315	только тогда когда	4	1
316	и о том	1	1
317	и это тоже	1	1
318	и если они	1	1
319	в такой мере	1	1
320	в разной степени	2	1
321	на меня и	1	1
322	мы имеем дело	1	1
323	во многих отношениях	1	1
324	из других источников	1	1
325	зрения однако тут	1	1
326	это то что	1	1
327	он как раз	1	1
328	может и не	2	1
329	нельзя сказать чтобы	1	1
330	и это есть	1	1
331	конечно это не	1	1
332	можно сказать о	1	1
333	вопрос возможна ли	1	1
334	и ни с	1	1
335	может быть в	2	1
336	и то не	2	1
337	точки зрения можно	1	1
338	те и другие	1	1
339	бы это было	1	1
340	вместе с ним	1	1
341	равно как и	1	1
342	и должно быть	3	1
343	и говорить о	2	1
344	еще не есть	1	1
345	только в очень	1	1
346	я этого не	1	1
347	в какой мере	1	1
348	ничего такого что	1	1
349	при всей своей	1	1
350	но и в	1	1
351	все то же	1	1
352	в том смысле	4	1
353	не с точки	2	1
354	и это еще	1	1
355	уже не говорим	1	1
356	выйти за пределы	1	1
357	ни в какой	3	1
358	не выходя за	2	1
359	не может и	3	1
360	будет значить что	1	1
361	и вовсе не	1	1
362	об этом уже	1	1
363	жизни так и	1	1
364	в другом смысле	1	1
365	не о самом	1	1
366	в каком смысле	1	1
367	не есть только	4	1
368	и рационалистическая метафизика	1	1
369	них нет ничего	1	1
370	так что не	1	1
371	ни наука ни	1	1
372	все же это	1	1
373	что не только	1	1
374	это одно и	1	1
375	выходя за пределы	2	1
376	не знал как	1	1
377	случайности и произвола	1	1
378	теории можно говорить	1	1
379	и в них	1	1
380	он мог бы	1	1
381	это не только	1	1
382	и не очень	1	1
383	и той же	1	1
384	одному тому что	1	1
385	именно то что	1	1
386	тем и другим	1	1
387	бы она ни	2	1
388	говорить о том	1	1
389	и в особенности	1	1
390	но нельзя сомневаться	1	1
391	даже и вовсе	1	1
392	всем известно что	1	1
393	о чем мы	1	1
394	об этом мы	1	1
395	во всех своих	1	1
396	думать так как	1	1
397	то и другое	3	1
398	дает нам возможность	1	1
399	можно сказать только	1	1
400	но все это	2	1
401	все же не	1	1
402	после этого только	1	1
403	не был ни	1	1
404	но в конце	1	1
405	нет ровно никакого	1	1
406	то прежде всего	1	1
407	становится ясным что	1	1
408	не было бы	2	1
409	является как нечто	1	1
410	в новой философии	1	1
411	но и все	1	1
412	она всегда есть	1	1
413	это совершенно неверно	1	1
414	и если есть	1	1
415	от всего прочего	1	1
416	одной и той	1	1
417	со всеми его	1	1
418	но она тоже	1	1
419	и ничего не	1	1
420	в системе цельного	1	1
421	это мы находим	1	1
422	и в своей	1	1
423	потому что весьма	1	1
424	по себе как	1	1
425	только потому что	4	1
426	так как иначе	1	1
427	не просто к	1	1
428	было бы и	2	1
429	как раз в	1	1
430	и то и	3	1
431	не есть ни	7	1
432	и все его	1	1
433	тут как раз	1	1
434	что есть нечто	1	1
435	же как и	1	1
436	с ним и	1	1
437	так и из	1	1
438	в новое время	1	1
439	в таком виде	1	1
440	сказать что по	1	1
441	представить себе что	1	1
442	своими собственными средствами	1	1
443	в себе также	1	1
444	и в литературе	1	1
445	мы можем считать	1	1
446	что учение о	1	1
447	привело к тому	1	1
448	том смысле как	1	1
449	мне кажется что	1	1
450	к нему с	1	1
451	почему все это	1	1
452	чтобы можно было	1	1
453	и в нем	3	1
454	я никогда не	3	1
455	мы уже не	1	1
456	то что я	2	1
457	и не может	1	1
458	что это за	3	1
459	вопрос о том	1	1
460	все эти бесконечные	1	1
461	и не только	4	1
462	можно находить в	1	1
463	несмотря на весь	1	1
464	субъектов и объектов	1	1
465	в виду что	2	1
466	сейчас же необходимо	1	1
467	ровно ничего не	3	1
468	жизни и вообще	1	1
469	потому что они	2	1
470	это было бы	1	1
471	если бы не	1	1
