N	2gram	Medvedev_V	Psycholo
600	и формы	2	4
601	находится в	1	4
602	и вдруг	1	4
603	чувства в	1	4
604	то о	2	4
605	от искусства	1	4
606	или наоборот	1	4
607	верно говорит	1	4
608	у каждого	2	4
609	душевных сил	1	4
610	но для	2	4
611	точном смысле	2	4
612	в связи	4	4
613	одном из	4	4
614	это на	1	4
615	понятий и	1	4
616	мнение что	1	4
617	или иные	1	4
618	один раз	1	4
619	этого факта	1	4
620	верно и	1	4
621	или иное	1	4
622	сам толстой	1	4
623	художественные произведения	1	4
624	к сожалению	2	4
625	сюжета и	2	4
626	можно назвать	1	4
627	автор не	1	4
628	с которой	1	4
629	то все	1	4
630	как например	2	4
631	вот этот	1	4
632	одной из	2	4
633	это вовсе	1	4
634	здесь не	1	4
635	если только	1	4
636	может не	2	4
637	который как	1	4
638	произведения как	6	4
639	вот это	2	4
640	в стороне	1	4
641	перейти к	1	4
642	разница между	1	4
643	также и	2	4
644	не по	2	4
645	не с	2	4
646	к анализу	1	4
647	или как	1	4
648	при всем	3	4
649	показывает как	2	4
650	совершенно противоположном	1	4
651	вплоть до	2	4
652	к числу	1	4
653	строго говоря	1	4
654	художественную форму	2	4
655	именно эти	1	4
656	по отношению	7	4
657	что ее	1	4
658	мы только	1	4
659	остановимся на	2	4
660	в воображении	2	4
661	процесс в	1	4
662	вот почему	5	4
663	так то	1	4
664	который в	2	4
665	психологии в	1	4
666	ее и	1	4
667	после того	2	4
668	слов в	1	4
669	т е	18	4
670	в несколько	1	4
671	такое понимание	2	4
672	сказал что	1	4
673	это что	1	4
674	в свете	1	4
675	но к	2	4
676	для его	4	4
677	всех других	3	4
678	и никогда	2	4
679	что может	1	4
680	что без	3	4
681	что до	1	4
682	почти не	1	4
683	что художник	3	4
684	влечения и	1	4
685	если не	1	4
686	мы говорим	1	4
687	эстетики и	1	4
688	с ними	4	4
689	в слове	3	4
690	ничего общего	1	4
691	вытекает из	1	4
692	те или	1	4
693	этой жизни	1	4
694	в истории	1	4
695	же время	5	4
696	во сне	21	4
697	имеем в	1	4
698	произведения и	7	4
699	говорил что	3	4
700	стороны он	1	4
701	форм и	1	4
702	аналогии с	1	4
703	на тех	1	4
704	обе эти	1	4
705	не для	1	4
706	как у	2	4
707	и точно	1	4
708	без остатка	1	4
709	в ту	1	4
710	но по	1	4
711	ли не	2	4
712	так называемой	1	4
713	плана в	2	4
714	к области	1	4
715	говоря о	1	4
716	в пределах	5	4
717	в понимании	1	4
718	благодаря этому	1	4
719	зрения на	1	3
720	же и	3	3
721	со всем	1	3
722	на художественное	2	3
723	следует что	2	3
724	образа в	2	3
725	кроме того	1	3
726	в большей	2	3
727	него в	3	3
728	не столько	2	3
729	жизнь в	1	3
730	как сказал	1	3
731	или ином	1	3
732	связано с	1	3
733	творчества в	8	3
734	было в	2	3
735	чувств в	1	3
736	он сам	2	3
737	и чувства	1	3
738	мышления и	1	3
739	трудно не	1	3
740	это обстоятельство	1	3
741	с другими	2	3
742	как можно	1	3
743	по аналогии	1	3
744	в последних	1	3
745	по одному	2	3
746	образом для	1	3
747	на другом	1	3
748	имеет свой	1	3
749	иметь в	2	3
750	согласуется с	1	3
751	действительной жизни	3	3
752	прямом смысле	1	3
753	самое понятие	1	3
754	порядка и	1	3
755	он придает	1	3
756	целого ряда	2	3
757	так будто	1	3
758	творчество как	3	3
759	в более	1	3
760	в форме	3	3
761	что нет	2	3
762	это время	1	3
763	явлений и	3	3
764	дело так	1	3
765	нет ничего	1	3
766	бросается в	1	3
767	в прозе	1	3
768	роли и	1	3
769	на основе	5	3
770	не быть	2	3
771	с а	2	3
772	одном полюсе	1	3
773	общего с	1	3
774	еще в	1	3
775	моментов в	3	3
776	этом случае	1	3
777	свою басню	1	3
778	он и	2	3
779	можно на	1	3
780	в движение	1	3
781	сказал бы	1	3
782	в таких	1	3
783	некоторые авторы	2	3
784	тем более	1	3
785	связаны с	1	3
786	встречаемся с	1	3
787	ни один	8	3
788	толстого в	3	3
789	к работе	3	3
790	в каком-то	1	3
791	как форма	1	3
792	мы и	1	3
793	ней не	1	3
794	привести к	1	3
795	равно как	4	3
796	его основной	1	3
797	том или	1	3
798	в точном	2	3
799	которое не	1	3
800	когда автор	1	3
801	которой он	1	3
802	часто в	1	3
803	если так	1	3
804	существу своему	1	3
805	уже как	1	3
806	и психологии	1	3
807	всего этого	1	3
808	пока еще	2	3
809	вообще и	2	3
810	следующим образом	4	3
811	быть в	1	3
812	имеем дело	1	3
813	что говорит	3	3
814	у этих	1	3
815	под именем	1	3
816	в заключение	1	3
817	на почве	1	3
818	вот эта	1	3
819	на язык	2	3
820	в дневнике	3	3
821	его частей	1	3
822	собой в	1	3
823	случайное и	1	3
824	даже на	1	3
825	как же	1	3
826	не о	2	3
827	одним из	5	3
828	но ведь	1	3
829	и характер	1	3
830	от обычного	1	3
831	зрения и	1	3
832	его значение	1	3
833	что их	1	3
834	эмоциональный тон	1	3
835	не нашли	1	3
836	говорил о	1	3
837	личности и	1	3
838	художника и	8	3
839	хотя в	1	3
840	даже не	2	3
841	их и	4	3
842	как известно	2	3
843	превратилась в	1	3
844	нельзя не	1	3
845	образы и	5	3
846	и др	10	3
847	бы быть	1	3
848	и отчетливее	1	3
849	чаще всего	1	3
850	и охотно	1	3
851	однако и	1	3
852	этой проблемы	3	3
853	есть для	1	3
854	романа в	1	3
855	одну и	1	3
856	же самый	1	3
857	из тех	1	3
858	состоит из	1	3
859	которая не	2	3
860	ни к	1	3
861	бы с	1	3
862	это понятие	1	3
863	связана с	2	3
864	творчества и	3	3
865	не могло	1	3
866	значение для	1	3
867	которые должны	1	3
868	любопытно что	1	3
869	образами и	2	3
870	этого противоречия	1	3
871	увидим ниже	1	3
872	в прямом	1	3
873	смысле что	1	3
874	отношению к	7	3
875	свести к	1	3
876	что так	2	3
877	же не	1	3
878	чем он	1	3
879	как нечто	1	3
880	по словам	8	3
881	но с	2	3
882	или иначе	1	3
883	а также	1	3
884	очень много	1	3
885	естественно что	3	3
886	без всякой	1	3
887	поскольку она	1	3
888	а к	2	3
889	оно в	1	3
890	стихах и	1	3
891	в теории	1	3
892	быть и	1	3
893	процессе творчества	1	3
894	даже для	1	3
895	которых каждая	1	3
896	этому вопросу	2	3
897	искусства на	2	3
898	и многие	1	3
899	к каким	1	3
900	в сложном	1	2
901	могут иметь	1	2
902	образов в	2	2
903	как много	1	2
904	бессознательного в	1	2
905	в пользу	2	2
906	труда и	2	2
907	игре и	1	2
908	всей ее	1	2
909	основная тенденция	1	2
910	и самые	1	2
911	на свою	1	2
912	дают возможность	3	2
913	является для	1	2
914	говоря если	1	2
915	есть то	1	2
916	него могут	1	2
917	черты которые	1	2
918	некоторые из	3	2
919	все основания	1	2
920	и изучение	1	2
921	в нескольких	1	2
922	почти исключительно	1	2
923	это его	1	2
924	не всегда	2	2
925	произведения но	1	2
926	предисловии к	1	2
927	да винчи	1	2
928	это необходимо	1	2
929	отметить что	2	2
930	бесконечное число	1	2
931	его точки	1	2
932	они должны	2	2
933	так не	1	2
934	чего он	1	2
935	бессознательное и	1	2
936	от них	2	2
937	имели бы	1	2
938	самые различные	1	2
939	к ее	1	2
940	крайней мере	2	2
941	различных причин	1	2
942	грань между	1	2
943	сводить к	1	2
944	все его	2	2
945	толстого и	1	2
946	воздух и	1	2
947	вид творчества	1	2
948	процесса как	3	2
949	у отдельных	1	2
950	у этого	1	2
951	ума и	2	2
952	произведения не	2	2
953	и некоторые	2	2
954	перед необходимостью	1	2
955	проблем и	1	2
956	этим и	1	2
957	верно отмечает	1	2
958	в деле	1	2
959	же оно	1	2
960	произведение с	1	2
961	а для	2	2
962	той или	1	2
963	авторов и	1	2
964	как правильно	1	2
965	роль сознания	1	2
966	говоря в	1	2
967	не составляет	1	2
968	не один	1	2
969	и мысль	1	2
970	приводят к	1	2
971	роль играет	1	2
972	и толстой	1	2
973	чтобы не	2	2
974	художник в	1	2
975	в какой-то	1	2
976	понятия и	1	2
977	действием и	1	2
978	для самого	1	2
979	материал в	1	2
980	однако эта	1	2
981	представлений в	1	2
982	места и	1	2
983	действие этих	1	2
984	рассказа о	1	2
985	романа и	1	2
986	тон и	1	2
987	мысли а	1	2
988	для них	2	2
989	творчества с	1	2
990	разобраться в	2	2
991	художник не	2	2
992	этого процесса	1	2
993	это положение	1	2
994	это состояние	1	2
995	с целью	1	2
996	исключительно в	1	2
997	характер этого	1	2
998	мы встречаемся	1	2
999	и бессознательное	2	2
1000	теорий в	1	2
1001	к какому	1	2
1002	страсти и	1	2
1003	творческих процессов	1	2
1004	как один	1	2
1005	свести все	1	2
1006	дальше он	1	2
1007	критики но	1	2
1008	более чем	1	2
1009	творчество и	1	2
1010	в значительной	3	2
1011	наконец в	1	2
1012	этого положения	2	2
1013	оно является	2	2
1014	остается только	1	2
1015	в образах	2	2
1016	быть определена	1	2
1017	приводит в	1	2
1018	и ему	1	2
1019	с того	1	2
1020	в письме	16	2
1021	в сфере	2	2
1022	от которой	1	2
1023	и сводится	4	2
1024	еще дальше	1	2
1025	деле в	1	2
1026	и значит	2	2
1027	является только	1	2
1028	идей и	3	2
1029	во времени	1	2
1030	жизни не	1	2
1031	не означает	1	2
1032	полагаем что	1	2
1033	именно к	1	2
1034	и ей	1	2
1035	вот например	7	2
1036	как творческий	1	2
1037	противоречия и	1	2
1038	из основных	2	2
1039	нам приходится	1	2
1040	быть отнесены	1	2
1041	или с	1	2
1042	не заметить	1	2
1043	сходятся в	1	2
1044	представлений и	2	2
1045	ведь это	1	2
1046	приблизительно в	1	2
1047	произведения так	1	2
1048	в сферу	1	2
1049	представляет собою	11	2
1050	быть сведена	1	2
1051	идеи и	6	2
1052	материал его	1	2
1053	это как	1	2
1054	с новыми	1	2
1055	другой в	1	2
1056	в начале	1	2
1057	основании этих	1	2
1058	и жизни	1	2
1059	но вместе	1	2
1060	художественному произведению	1	2
1061	имеет свою	3	2
1062	время и	1	2
1063	наконец что	1	2
1064	и общими	1	2
1065	или иной	2	2
1066	по законам	1	2
1067	к идее	1	2
1068	среднего человека	1	2
1069	с которого	1	2
1070	конкретной форме	1	2
1071	искусства которая	1	2
1072	на эти	2	2
1073	между собою	2	2
1074	рассказ о	1	2
1075	что стихотворение	1	2
1076	об искусстве	1	2
1077	под ним	1	2
1078	скорее к	1	2
1079	можно определить	2	2
1080	с более	2	2
1081	не являются	1	2
1082	он совершенно	1	2
1083	которых она	1	2
1084	к более	1	2
1085	они и	2	2
1086	душевное состояние	1	2
1087	но у	1	2
1088	к чувственному	1	2
1089	процесса с	1	2
1090	и приемы	1	2
1091	а иногда	1	2
1092	и свою	1	2
1093	порядке как	1	2
1094	исследований и	1	2
1095	на этой	1	2
1096	и музыке	1	2
1097	даже и	3	2
1098	мере не	1	2
1099	о фантазии	2	2
1100	но то	2	2
1101	значительной мере	3	2
1102	полностью в	1	2
1103	не об	2	2
1104	не вполне	2	2
1105	как оно	1	2
1106	с законами	1	2
1107	который я	1	2
1108	свое разрешение	1	2
1109	благодаря чему	1	2
1110	бессознательное в	1	2
1111	основное и	1	2
1112	восприятии и	1	2
1113	на протяжении	1	2
1114	отражение в	1	2
1115	и основной	1	2
1116	с каждым	1	2
1117	они в	1	2
1118	этими двумя	1	2
1119	так было	1	2
1120	связи со	1	2
1121	признается что	1	2
1122	конечно нельзя	1	2
1123	между этими	1	2
1124	именно эту	1	2
1125	не был	1	2
1126	для правильного	1	2
1127	необходимое условие	1	2
1128	она играет	1	2
1129	находит свое	1	2
1130	вытекают из	1	2
1131	так или	1	2
1132	приводит и	1	2
1133	так называемые	3	2
1134	рассказа а	1	2
1135	для художника	5	2
1136	первого акта	1	2
1137	не приходится	2	2
1138	ту или	1	2
1139	человеческой психики	1	2
1140	сведена к	1	2
1141	друг другу	1	2
1142	в ход	1	2
1143	этом процессе	2	2
1144	плане и	1	2
1145	п в	3	2
1146	и ту	1	2
1147	искусства до	1	2
1148	от жизни	1	2
1149	переходит в	1	2
1150	все зависит	1	2
1151	относятся к	1	2
1152	одном и	2	2
1153	в науке	2	2
1154	представления об	2	2
1155	отдельных частей	1	2
1156	бы при	1	2
1157	что должно	1	2
1158	легко и	2	2
1159	как о	3	2
1160	фактов и	1	2
1161	от его	2	2
1162	словесного искусства	1	2
1163	качественное различие	1	2
1164	них по	1	2
1165	относительно природы	1	2
1166	по крайней	2	2
1167	сразу и	1	2
1168	художественный образ	5	2
1169	чем же	4	2
1170	тех же	1	2
1171	самое существенное	1	2
1172	в стихотворении	2	2
1173	или иных	1	2
1174	что многие	2	2
1175	борьбу и	1	2
1176	чрезвычайно важно	1	2
1177	и фабулы	1	2
1178	виде не	1	2
1179	друг друга	1	2
1180	новеллы в	1	2
1181	сомнения в	1	2
1182	формы как	1	2
1183	на время	2	2
1184	такова природа	1	2
1185	мы из	1	2
1186	мысль то	1	2
1187	те черты	1	2
1188	быть сведены	1	2
1189	этот процесс	3	2
1190	фантазии он	1	2
1191	простого и	1	2
1192	п все	1	2
1193	разница в	1	2
1194	со своим	3	2
1195	и характера	1	2
1196	из своих	2	2
1197	без этого	1	2
1198	не выражается	1	2
1199	и слова	2	2
1200	а о	2	2
1201	так называемое	1	2
1202	понимать как	2	2
1203	а если	1	2
1204	имеет своей	1	2
1205	говорят о	1	2
1206	на наши	1	2
1207	это происходит	1	2
1208	первой части	1	2
1209	и художественного	3	2
1210	что часто	1	2
1211	как показывает	1	2
1212	искусства они	1	2
1213	он это	1	2
1214	с бессознательным	1	2
1215	что сущность	1	2
1216	в характере	1	2
1217	образы фантазии	1	2
1218	пор не	1	2
1219	это явление	1	2
1220	только у	2	2
1221	лежат в	1	2
1222	что из	1	2
1223	в книге	2	2
1224	литературное произведение	1	2
1225	этого сравнения	1	2
1226	бы он	1	2
1227	и пытается	1	2
1228	и значения	1	2
1229	свидетельствуют о	2	2
1230	леонардо да	1	2
1231	тех или	1	2
1232	только эти	1	2
1233	переживания которые	1	2
1234	дело обстоит	1	2
1235	и систему	2	1
1236	оформление и	1	1
1237	а другие	1	1
1238	писателя и	2	1
1239	таковы например	1	1
1240	сделанное в	1	1
1241	и имеет	1	1
1242	самый механизм	1	1
1243	фантазии о	1	1
1244	искусства это	1	1
1245	и преодоления	1	1
1246	этом заключается	1	1
1247	реальной жизни	1	1
1248	возможно более	1	1
1249	какова же	1	1
1250	деятельности является	1	1
1251	воплощенной в	1	1
1252	представлений о	1	1
1253	поэта как	2	1
1254	о методах	1	1
1255	раскрывается в	1	1
1256	с действительностью	1	1
1257	приходится главным	1	1
1258	не заканчивается	3	1
1259	проблемы не	1	1
1260	в художественную	1	1
1261	в духе	1	1
1262	еще платон	1	1
1263	психологии а	1	1
1264	и каково	1	1
1265	основные вопросы	1	1
1266	пишет для	1	1
1267	акты и	1	1
1268	творчества должны	1	1
1269	образ должен	1	1
1270	и наблюдая	1	1
1271	художественной деятельности	2	1
1272	и субъективное	1	1
1273	является выражением	1	1
1274	основании всех	1	1
1275	искусства само	1	1
1276	пошла в	1	1
1277	в соответствии	1	1
1278	только через	1	1
1279	основанием для	1	1
1280	собой не	1	1
1281	живет не	2	1
1282	случайно и	1	1
1283	образы в	1	1
1284	правило в	1	1
1285	действительность в	2	1
1286	не его	1	1
1287	обыденной жизни	1	1
1288	не прав	2	1
1289	а вместе	1	1
1290	при создании	3	1
1291	творческой фантазии	1	1
1292	воображении и	1	1
1293	на природу	1	1
1294	человека так	1	1
1295	восприятия и	2	1
1296	ни одним	1	1
1297	доходят до	1	1
1298	письме к	12	1
1299	эта операция	1	1
1300	как шутил	1	1
