N	2gram	Savitsky_E	Vvedenie
138	этом отношении	3	4
139	в результате	3	4
140	в виде	5	4
141	в себе	9	4
142	особого рода	1	4
143	но все	1	4
144	или иначе	1	4
145	в одном	2	4
146	в котором	2	4
147	заключается в	2	4
148	и ее	1	4
149	в своей	8	4
150	сравнению с	2	4
151	к тому	8	4
152	однако не	1	4
153	не имеет	4	4
154	отдельные области	1	4
155	одной стороны	8	4
156	по сравнению	2	4
157	связана с	1	4
158	в чисто	1	4
159	по отношению	1	4
160	эти области	6	4
161	так называемых	1	4
162	и изучение	1	4
163	отличие от	1	4
164	истории и	1	4
165	в отличие	1	4
166	можно сказать	4	4
167	той же	1	4
168	одной из	5	4
169	в области	11	4
170	все более	9	4
171	и для	3	4
172	само по	4	4
173	из них	3	4
174	и к	3	3
175	в свое	1	3
176	с этим	2	3
177	что с	1	3
178	и на	6	3
179	данного народа	3	3
180	зависит от	1	3
181	при этом	1	3
182	что это	2	3
183	говорит о	3	3
184	не как	1	3
185	в принципе	1	3
186	в отношении	32	3
187	в этих	2	3
188	чем в	4	3
189	связи с	1	3
190	если бы	2	3
191	и сам	1	3
192	человеческой культуры	2	3
193	а также	7	3
194	в силу	2	3
195	во внимание	1	3
196	прошлом и	1	3
197	вообще не	3	3
198	и науки	1	3
199	находит себе	1	3
200	как в	3	3
201	большей или	1	3
202	и теми	1	3
203	между ними	2	3
204	в известном	3	3
205	в каком	4	3
206	он мог	1	3
207	той или	4	3
208	и того	2	3
209	бы и	3	3
210	от себя	1	3
211	культуры не	2	3
212	и других	2	3
213	все эти	1	3
214	то это	1	3
215	что даже	1	3
216	язык и	1	3
217	на этом	1	3
218	стороны и	6	3
219	духовной жизни	2	3
220	так называемой	1	3
221	что же	2	3
222	в значительной	2	3
223	входит в	1	3
224	же как	5	3
225	в ней	4	3
226	области культуры	1	3
227	времени в	1	3
228	или же	1	3
229	во второй	3	3
230	в частности	5	3
231	в изучении	1	3
232	или иных	1	3
233	отношений между	2	3
234	в этой	2	3
235	в начале	1	3
236	того же	3	3
237	как оно	2	3
238	от того	1	3
239	так же	9	3
240	при помощи	2	3
241	и наоборот	1	3
242	или меньшей	1	3
243	известном смысле	3	3
244	наряду с	2	3
245	что может	1	3
246	в своем	14	3
247	по этому	1	3
248	или иной	4	3
249	и вообще	1	3
250	одна из	1	3
251	как будто	2	3
252	он сам	2	3
253	тех или	1	3
254	для этого	1	3
255	в известной	3	3
256	мы видели	3	3
257	гораздо более	1	3
258	к нему	2	3
259	никогда не	3	3
260	с которыми	1	2
261	ближе к	1	2
262	во всем	1	2
263	нельзя признать	1	2
264	так и	10	2
265	и другие	1	2
266	находятся в	1	2
267	во втором	2	2
268	в содержании	2	2
269	что оно	1	2
270	говоря уже	2	2
271	и сейчас	2	2
272	второй половине	2	2
273	должна быть	2	2
274	мы не	4	2
275	с полной	1	2
276	время в	3	2
277	не нужно	2	2
278	и далее	1	2
279	несмотря на	4	2
280	из того	2	2
281	сильнее чем	1	2
282	следует что	1	2
283	какой бы	2	2
284	истории в	1	2
285	а затем	1	2
286	время не	1	2
287	можно представить	1	2
288	для них	2	2
289	у нас	1	2
290	из числа	4	2
291	в формах	1	2
292	однако с	1	2
293	то она	1	2
294	в своих	2	2
295	не было	1	2
296	что нет	1	2
297	этой точки	5	2
298	ее от	2	2
299	что к	2	2
300	и с	2	2
301	с ней	1	2
302	которое в	2	2
303	значение в	1	2
304	это есть	1	2
305	с теми	1	2
306	и всего	1	2
307	жизни и	2	2
308	например в	1	2
309	тому что	1	2
310	в ряде	1	2
311	и творчества	2	2
312	в связи	1	2
313	следует понимать	1	2
314	в соответствии	1	2
315	е не	1	2
316	в определенной	1	2
317	рядом с	1	2
318	есть только	1	2
319	том смысле	1	2
320	и со	3	2
321	к какому	1	2
322	по признаку	3	2
323	ее частей	1	2
324	о которых	1	2
325	же касается	1	2
326	к культуре	1	2
327	те кто	1	2
328	возникает вопрос	1	2
329	в каждой	1	2
330	этих случаях	1	2
331	и те	1	2
332	казалось бы	1	2
333	сложнее чем	1	2
334	что обе	1	2
335	во всех	6	2
336	и чем	2	2
337	большей части	2	2
338	которая как	1	2
339	не говоря	2	2
340	и потому	5	2
341	ними и	2	2
342	которые не	1	2
343	но как	2	2
344	мы можем	3	2
345	а если	1	2
346	можно считать	3	2
347	бы с	1	2
348	что мы	1	2
349	когда мы	1	2
350	традиции с	1	2
351	в свою	3	2
352	iv в	1	2
353	на такие	1	2
354	по самой	1	2
355	в отношениях	1	2
356	в этот	1	2
357	значительной мере	1	2
358	мы должны	2	2
359	быть и	1	2
360	для нее	1	2
361	что если	2	2
362	народов и	3	2
363	увидим что	1	2
364	в прошлом	3	2
365	от которых	1	2
366	отношении к	15	2
367	речь идет	1	2
368	свое существование	1	2
369	чем больше	2	2
370	в тех	1	2
371	от других	1	2
372	и до	1	2
373	свое значение	1	2
374	тогда как	1	2
375	это может	1	2
376	в обоих	1	2
377	литературы и	1	2
378	свою очередь	2	2
379	состоит в	1	2
380	проблемы и	2	2
381	соответствии с	1	2
382	к числу	1	2
383	мог бы	2	2
384	значение и	1	2
385	должно быть	1	2
386	одного и	1	2
387	к проблемам	1	2
388	в известных	2	2
389	том же	1	2
390	который по	1	2
391	тем более	4	2
392	имеют дело	1	2
393	всего к	2	2
394	на то	6	2
395	его к	1	2
396	разделения труда	1	2
397	обращаться с	1	2
398	культурной жизни	4	2
399	это в	1	2
400	этого слова	1	2
401	но это	1	2
402	которого мы	2	2
403	его можно	1	2
404	большей степени	1	2
405	бы в	2	2
406	на рубеже	1	2
407	не к	2	2
408	как совокупность	4	2
409	ничего иного	1	1
410	русской истории	1	1
411	всего в	2	1
412	было у	1	1
413	иначе говоря	2	1
414	то в	4	1
415	сказывается в	2	1
416	дает нам	1	1
417	только тогда	1	1
418	утверждать что	2	1
419	что наряду	1	1
420	действительно ли	1	1
421	все что	1	1
422	изменение в	1	1
423	понимать что	1	1
424	мы видим	2	1
425	которая должна	1	1
426	в гораздо	2	1
427	того обстоятельства	1	1
428	та же	1	1
429	народов не	2	1
430	таковы например	1	1
431	самих себя	1	1
432	смысле что	1	1
433	она и	1	1
434	том насколько	1	1
435	малой азии	1	1
436	может не	1	1
437	в вопросах	1	1
438	потребностей в	1	1
439	различие между	1	1
440	бы то	4	1
441	же направлении	1	1
442	человеческой истории	1	1
443	также что	1	1
444	на язык	2	1
445	как культура	2	1
446	которая в	1	1
447	за исключением	1	1
448	от природы	1	1
449	чем на	2	1
450	до него	1	1
451	том числе	1	1
452	которых мы	1	1
453	но еще	2	1
454	иных областей	2	1
455	и имеет	2	1
456	для себя	1	1
457	для всякого	1	1
458	мы знаем	1	1
459	здесь нужно	1	1
460	или по	2	1
461	к сфере	1	1
462	еще более	2	1
463	групп и	1	1
464	оно будет	1	1
465	для него	1	1
466	эта идея	1	1
467	и иного	1	1
468	но от	1	1
469	ни было	4	1
470	его историческом	1	1
471	бы на	1	1
472	вопрос мы	1	1
473	в определенном	3	1
474	это значит	2	1
475	он называет	1	1
476	которые идут	1	1
477	с ним	1	1
478	кроме того	1	1
479	вникнуть в	1	1
480	что при	1	1
481	в некоторых	2	1
482	если нельзя	1	1
483	ее в	3	1
484	это изменение	1	1
485	для нас	4	1
486	именно о	1	1
487	возникающих в	1	1
488	в культуре	3	1
489	две области	1	1
490	и о	1	1
491	то мы	1	1
492	или иную	3	1
493	чтобы ее	1	1
494	европейской культуры	3	1
495	далее в	1	1
496	стороны тех	1	1
497	части своего	1	1
498	в европейской	2	1
499	приходит к	1	1
500	себе не	3	1
501	в русском	1	1
502	но нужно	2	1
503	что между	1	1
504	частности в	2	1
505	не на	4	1
506	качестве примера	1	1
507	мы находим	1	1
508	различия между	1	1
509	тем большее	1	1
510	чтобы превратить	1	1
511	времени стали	1	1
512	германии в	1	1
513	что все	2	1
514	оно не	1	1
515	также в	2	1
516	как не	2	1
517	как они	1	1
518	как же	2	1
519	чтобы в	1	1
520	психологии и	1	1
521	есть нечто	1	1
522	если не	1	1
523	он определяет	1	1
524	более или	1	1
525	но на	3	1
526	цель и	1	1
527	в ближайшем	1	1
528	на свой	1	1
529	или в	2	1
530	их до	1	1
531	он рассматривает	1	1
532	помнить что	2	1
533	и можно	2	1
534	что его	1	1
535	человечества на	1	1
536	народы как	1	1
537	осуществляется в	1	1
538	и внутри	1	1
539	но совершенно	1	1
540	в россии	5	1
541	этот факт	3	1
542	с другими	2	1
543	помощи которого	1	1
544	и все	2	1
545	иными словами	4	1
546	в некотором	4	1
547	бытия и	1	1
548	еще в	1	1
549	принципа в	1	1
550	есть в	2	1
551	и наука	1	1
552	в глубине	1	1
553	культур в	1	1
554	и эта	2	1
555	в построении	1	1
556	из всего	1	1
557	и будет	1	1
558	представление о	2	1
559	очевидно что	3	1
560	в таком	3	1
561	или иная	1	1
562	определяется в	1	1
563	в среде	1	1
564	в жизни	1	1
565	различие которое	1	1
566	этого можно	1	1
567	понимать как	1	1
568	можно назвать	1	1
569	заметить что	2	1
570	в стороне	3	1
571	развития но	1	1
572	на другую	1	1
573	с той	1	1
574	правда в	1	1
575	участие в	2	1
576	долгое время	2	1
577	обширной области	1	1
578	с ними	1	1
579	возможности и	1	1
580	что по	1	1
581	если и	1	1
582	рода и	1	1
583	в точном	1	1
584	их из	2	1
585	далеко не	2	1
586	между прочим	7	1
587	в духовной	1	1
588	имеется в	1	1
589	знания с	1	1
590	перед собой	1	1
591	областей но	1	1
592	как с	1	1
593	народа и	1	1
594	в новой	1	1
595	в такой	1	1
596	между собой	2	1
597	в новом	1	1
598	ведь в	1	1
599	какой-либо иной	2	1
600	на его	1	1
601	рассчитывать на	1	1
602	в сторону	2	1
603	ли это	3	1
604	достаточно чтобы	1	1
605	тому же	1	1
606	свойствами в	1	1
607	в лучшем	1	1
608	к концу	1	1
609	в эту	2	1
610	говорит об	1	1
611	или менее	1	1
612	в одной	1	1
613	относиться к	1	1
614	связано с	3	1
615	а для	1	1
616	бы нас	1	1
617	нам представляется	1	1
618	на них	2	1
619	и народов	3	1
620	что эти	2	1
621	всегда и	1	1
622	права и	1	1
623	поскольку она	2	1
624	ко всему	2	1
625	того или	4	1
626	более слабой	1	1
627	ответить на	1	1
628	а к	1	1
629	определенном смысле	2	1
630	в полной	4	1
631	значение только	2	1
632	имеют в	1	1
633	и более	2	1
634	это были	1	1
635	по ее	1	1
636	совершенно ошибочно	1	1
637	в положении	1	1
638	азии и	1	1
639	такие же	1	1
640	не означает	2	1
641	значит что	1	1
642	в исторической	1	1
643	тех же	1	1
644	толковать в	1	1
645	прочим и	2	1
646	ее областей	2	1
647	потребность в	3	1
648	поскольку это	1	1
649	была эпохой	1	1
650	известных условиях	1	1
651	известных пределах	2	1
652	каждого народа	1	1
653	связь и	1	1
654	а через	1	1
655	народы азии	1	1
656	с традициями	1	1
657	не дает	3	1
658	во всей	2	1
659	ту или	3	1
660	как некая	1	1
661	русской культуры	1	1
662	о возможности	1	1
663	второго рода	1	1
664	случае она	1	1
665	не быть	1	1
666	и должна	1	1
667	во многих	4	1
668	уже о	1	1
669	из их	1	1
670	из себя	1	1
671	лучшем случае	1	1
672	именно потому	2	1
673	лишь в	1	1
674	бы только	1	1
675	не будет	3	1
676	лишь на	1	1
677	есть то	1	1
678	в свет	1	1
679	должны быть	1	1
680	их развитии	1	1
681	и та	2	1
682	есть ли	2	1
683	историческом и	1	1
684	к области	1	1
685	ценностей а	2	1
686	и тот	1	1
687	за пределы	1	1
688	заключает в	3	1
689	при известных	1	1
690	значительной степени	1	1
691	более молодых	1	1
692	как одно	1	1
693	и затем	1	1
694	то как	1	1
695	несомненно представляет	1	1
696	теперь не	1	1
697	европе и	3	1
698	на практике	1	1
699	что из	1	1
700	в обстановке	1	1
701	или иное	1	1
702	мы здесь	1	1
703	иной степени	1	1
704	то ни	4	1
705	входить в	1	1
706	и настоящем	1	1
707	культуры во	1	1
708	многих случаях	1	1
709	в каких	1	1
710	конкретного содержания	1	1
711	потому и	1	1
712	как обычно	1	1
713	областях в	1	1
714	с большой	2	1
715	о таких	1	1
716	на которые	1	1
717	но какой	1	1
718	своему характеру	2	1
719	как их	2	1
720	с отношениями	1	1
721	он в	1	1
722	культуры но	2	1
723	что прежде	1	1
724	место в	3	1
725	возможна ли	1	1
726	одного из	1	1
727	к ним	3	1
728	разных отраслях	1	1
729	она может	1	1
730	культуры и	2	1
731	и каждая	2	1
732	главным образом	2	1
733	же язык	1	1
734	если мы	1	1
735	гораздо большей	1	1
736	для такого	1	1
737	следует толковать	1	1
738	только одна	1	1
739	они должны	1	1
740	всех стран	1	1
741	чем то	1	1
742	она неизбежно	1	1
743	при благоприятных	1	1
744	техники и	4	1
745	это можно	1	1
746	которое мы	1	1
747	к которому	1	1
748	не значит	1	1
749	только ту	1	1
750	не находятся	1	1
751	в осуществлении	1	1
752	и от	3	1
753	культуры он	1	1
754	их можно	1	1
755	претендовать на	1	1
756	ряде случаев	1	1
757	же в	2	1
758	самом процессе	1	1
759	физику и	1	1
760	которыми мы	1	1
761	и прежде	3	1
762	целого круга	1	1
763	отрицательный ответ	1	1
764	смысле этот	1	1
765	включает в	1	1
766	культуру как	1	1
767	ее традиции	1	1
768	этого же	1	1
769	мира в	4	1
770	чем та	1	1
771	на всем	4	1
772	других народов	1	1
773	в европе	1	1
774	в отдельных	1	1
775	идут в	1	1
776	можно применить	1	1
777	котором мы	1	1
778	античного мира	1	1
779	или иного	4	1
780	ведь и	2	1
781	та или	1	1
782	если можно	1	1
783	меньшей степени	2	1
784	чтобы не	1	1
785	то или	1	1
786	в самой	1	1
787	традиции как	1	1
788	имеет значение	1	1
789	своих потребностей	1	1
790	тот же	1	1
791	что на	2	1
792	слова и	1	1
793	с разных	1	1
794	но поскольку	2	1
795	обратиться к	1	1
796	более того	1	1
