N	2gram	Tiupa_Anal	Stilisti
330	и ситуации	2	2
331	тому же	7	2
332	как обычно	1	2
333	сих пор	1	2
334	и вообще	1	2
335	в дальнейшем	2	2
336	с этим	4	2
337	не говоря	1	2
338	к этому	3	2
339	бы не	1	2
340	еще и	4	2
341	человека в	3	2
342	бы и	2	2
343	при условии	2	2
344	между собой	1	2
345	вопрос о	1	2
346	видим что	1	2
347	этой второй	1	2
348	формы высказывания	2	2
349	со всех	1	2
350	от лица	1	2
351	да еще	1	2
352	в значительной	3	2
353	из этих	4	2
354	его не	3	2
355	не должен	2	2
356	который мы	1	2
357	представляет собой	7	2
358	на два	2	2
359	одни и	1	2
360	не всегда	4	2
361	и тогда	1	2
362	он не	9	2
363	между двумя	1	2
364	и больше	1	2
365	за ними	1	2
366	для этого	1	2
367	между внутренней	2	2
368	тем и	1	2
369	по отношению	9	2
370	в нас	2	2
371	как уже	4	2
372	времени и	1	2
373	в пределах	5	2
374	значительной степени	3	2
375	смог бы	1	2
376	и те	1	2
377	этот вопрос	1	2
378	не должно	3	2
379	человека с	2	2
380	но даже	1	2
381	человека и	2	2
382	себе в	1	2
383	должны были	1	2
384	смысл его	1	2
385	литературного творчества	1	2
386	тот или	3	2
387	отношение к	2	2
388	литературное произведение	3	2
389	все больше	1	2
390	внутри себя	1	2
391	тех случаях	1	2
392	вовсе не	2	2
393	одной из	6	2
394	совершенно иначе	1	2
395	тот же	3	2
396	к которому	2	2
397	в первой	10	2
398	место в	4	2
399	забывать что	2	2
400	есть не	2	2
401	к миру	2	2
402	отношению к	9	2
403	из трех	2	2
404	здесь не	8	2
405	именно с	1	2
406	однако в	6	2
407	чему не	1	2
408	ведь и	2	2
409	таким же	4	2
410	целого произведения	1	2
411	иное как	1	2
412	гораздо более	3	2
413	в особенности	4	1
414	что в	15	1
415	которого он	2	1
416	ближе к	2	1
417	и каким	1	1
418	то в	4	1
419	как к	2	1
420	и весь	1	1
421	с полной	1	1
422	выражения все	1	1
423	во внешних	1	1
424	и другие	1	1
425	пределах одного	1	1
426	утверждать что	1	1
427	одних и	2	1
428	является в	1	1
429	только не	3	1
430	слов о	1	1
431	в новые	1	1
432	все что	2	1
433	творчества не	1	1
434	и автор	1	1
435	они сами	1	1
436	до сих	1	1
437	мог он	1	1
438	на языке	3	1
439	все его	2	1
440	автор и	1	1
441	еще раз	1	1
442	собой и	1	1
443	человека к	1	1
444	имеют место	1	1
445	ему в	1	1
446	не противоречит	1	1
447	нами не	1	1
448	говоря уже	1	1
449	от внешнего	1	1
450	и должны	1	1
451	как нам	6	1
452	них в	1	1
453	в самый	1	1
454	русской литературе	6	1
455	если в	3	1
456	также что	1	1
457	в романе	3	1
458	того как	1	1
459	время и	1	1
460	в основном	1	1
461	которой не	1	1
462	т.е в	2	1
463	в произведении	3	1
464	пока же	2	1
465	же является	1	1
466	но еще	1	1
467	в состоянии	2	1
468	характерным в	1	1
469	обе эти	2	1
470	здесь слово	1	1
471	дело с	3	1
472	здесь является	1	1
473	даже в	6	1
474	то у	2	1
475	события его	1	1
476	иной ситуации	1	1
477	создается прежде	1	1
478	но от	1	1
479	же мере	1	1
480	всякого рода	1	1
481	бы на	1	1
482	для возникновения	1	1
483	только его	1	1
484	это уже	1	1
485	тем как	1	1
486	ни единого	1	1
487	и теперь	1	1
488	как говорит	4	1
489	роман и	1	1
490	никак не	1	1
491	как раз	8	1
492	тем не	3	1
493	от всего	2	1
494	в литературе	3	1
495	нашего времени	5	1
496	могла бы	3	1
497	не как	3	1
498	ее в	2	1
499	а затем	2	1
500	о которой	2	1
501	поэтому в	2	1
502	пройти через	1	1
503	одному из	1	1
504	в гораздо	1	1
505	для своего	3	1
506	свое произведение	1	1
507	одно из	3	1
508	своей первой	1	1
509	и делает	1	1
510	х годов	1	1
511	в результате	6	1
512	другой стороны	7	1
513	и развитие	1	1
514	первой и	1	1
515	там и	1	1
516	между этими	1	1
517	по ту	1	1
518	сколько бы	1	1
519	из многочисленных	2	1
520	которая уже	1	1
521	себе не	1	1
522	предположить что	1	1
523	как можно	1	1
524	у него	2	1
525	в следующем	2	1
526	внешнего мира	3	1
527	не могут	2	1
528	высшей ценностью	1	1
529	в более	1	1
530	отвлечься от	1	1
531	не путем	2	1
532	быть достаточно	1	1
533	и строго	1	1
534	сознания к	2	1
535	однако не	2	1
536	должен был	2	1
537	в конечном	5	1
538	в г	1	1
539	том какое	1	1
540	оглядывается на	1	1
541	похож на	2	1
542	в таких	2	1
543	затем и	1	1
544	в сущности	5	1
545	т.д в	1	1
546	и одновременно	6	1
547	не о	2	1
548	в собственном	1	1
549	а о	2	1
550	однако мы	1	1
551	от своего	3	1
552	есть явление	1	1
553	в организации	3	1
554	сомневаться что	1	1
555	каким образом	1	1
556	не нуждается	1	1
557	будто бы	1	1
558	крайней мере	5	1
559	одним из	1	1
560	наконец не	1	1
561	романа а	1	1
562	мысль о	3	1
563	более широкого	1	1
564	естественно не	1	1
565	же как	1	1
566	б с	1	1
567	по существу	1	1
568	на себя	5	1
569	дальнейшем мы	1	1
570	с теми	1	1
571	именно в	4	1
572	на месте	2	1
573	уже говорили	1	1
574	этого я	1	1
575	произведением в	1	1
576	конечном счете	5	1
577	в таком	2	1
578	или иная	1	1
579	например в	2	1
580	с одним	1	1
581	с их	3	1
582	и эстетический	1	1
583	наш взгляд	5	1
584	с целым	1	1
585	характер и	1	1
586	с ума	1	1
587	с той	3	1
588	бы стать	1	1
589	что могло	1	1
590	я не	3	1
591	в последнем	1	1
592	жанра в	1	1
593	с ними	2	1
594	многих других	1	1
595	широкого и	1	1
596	есть в	2	1
597	эти две	1	1
598	большинстве случаев	1	1
599	с еще	1	1
600	и привычного	1	1
601	является не	1	1
602	целое как	1	1
603	одном из	1	1
604	в одно	2	1
605	жизни ее	1	1
606	произведения уже	1	1
607	общественных отношений	1	1
608	создает и	1	1
609	внимание к	1	1
610	они как	1	1
611	мира и	2	1
612	этим самым	1	1
613	по себе	6	1
614	всего к	1	1
615	в художественном	1	1
616	от этого	1	1
617	полемизировать с	1	1
618	и оказывается	2	1
619	со своей	8	1
620	усложняется тем	1	1
621	это нечто	1	1
622	незадолго до	1	1
623	и всякий	1	1
624	от всех	2	1
625	служит для	1	1
626	в новом	5	1
627	о муках	1	1
628	первой части	2	1
629	в иной	2	1
630	о котором	2	1
631	тему в	1	1
632	как между	1	1
633	деятельности для	1	1
634	в себя	6	1
635	в целое	1	1
636	но уже	1	1
637	эта внутренняя	1	1
638	целым рядом	1	1
639	со стороны	12	1
640	или их	1	1
641	жизни если	1	1
642	в сторону	2	1
643	в каждой	1	1
644	всей своей	1	1
645	на каждом	1	1
646	в чем	2	1
647	и литературного	1	1
648	его части	2	1
649	нет в	1	1
650	путь к	4	1
651	в дальнейшей	1	1
652	могло бы	1	1
653	в сцене	2	1
654	в одной	2	1
655	не смог	1	1
656	всего с	1	1
657	при виде	1	1
658	тогда не	2	1
659	тем более	3	1
660	по крайней	5	1
661	слов которые	1	1
662	как ее	1	1
663	дома и	2	1
664	я был	1	1
665	с работой	1	1
666	но оно	1	1
667	ему тот	1	1
668	все они	2	1
669	слова по	1	1
670	в русской	9	1
671	к одному	2	1
672	в большинстве	2	1
673	играет в	1	1
674	и того	4	1
675	не менее	9	1
676	тем в	2	1
677	нам не	2	1
678	здесь как	2	1
679	в стиле	1	1
680	себе путь	1	1
681	только лишь	2	1
682	это и	4	1
683	мы рассматриваем	1	1
684	может иметь	1	1
685	в диалоге	2	1
686	на природу	1	1
687	одна из	6	1
688	более чем	2	1
689	к лицу	1	1
690	зрения и	1	1
691	лица и	1	1
692	к языку	1	1
693	цели не	1	1
694	истории не	2	1
695	осуществляется в	2	1
696	в действительности	2	1
697	и понимает	1	1
698	что этот	1	1
699	сливается с	1	1
700	говорящего или	2	1
701	на этом	2	1
702	даже отчасти	1	1
703	в поле	1	1
704	тех же	2	1
705	которой он	1	1
706	не имеют	1	1
707	мире но	1	1
708	раз и	1	1
709	цели и	1	1
710	в наши	1	1
711	что несмотря	2	1
712	не придет	2	1
713	совпадает с	4	1
714	с новыми	3	1
715	она не	3	1
716	в течение	1	1
717	и каждое	2	1
718	в противоположность	3	1
719	позволяет ему	1	1
720	именно потому	1	1
721	только как	1	1
722	и если	2	1
723	ему и	2	1
724	т.п как	1	1
725	в речевом	1	1
726	здесь только	1	1
727	в другом	3	1
728	и тех	2	1
729	тому как	3	1
730	и неизбежно	2	1
731	ивана петровича	11	1
732	на всех	3	1
733	и второй	1	1
734	может и	1	1
735	и другой	1	1
736	этих трех	1	1
737	другое дело	2	1
738	так что	2	1
739	дело не	3	1
740	во время	2	1
741	личные местоимения	1	1
742	характер в	2	1
743	отношения не	1	1
744	нашем случае	1	1
745	нигде и	1	1
746	когда он	2	1
747	нашли свое	1	1
748	и частично	1	1
749	особое место	1	1
750	к тем	1	1
751	солнце и	1	1
752	но зато	2	1
753	значение для	1	1
754	если же	1	1
755	весьма существенно	2	1
756	должны быть	1	1
757	но они	2	1
758	возвращаясь к	1	1
759	между отдельными	1	1
760	т.п не	1	1
761	с этой	1	1
762	произведения но	2	1
763	говорить о	6	1
764	происходит ли	1	1
765	и что	2	1
766	не будем	2	1
767	этим словом	1	1
768	его речи	2	1
769	самый момент	2	1
770	не могла	2	1
771	приходит к	1	1
772	материал его	1	1
773	за пределы	3	1
774	оказывается что	1	1
775	свое отражение	1	1
776	вслед за	1	1
777	анекдот не	1	1
778	говоря о	1	1
779	факт что	1	1
780	уже как	1	1
781	словесного выражения	1	1
782	превращается в	3	1
783	и до	2	1
784	нами типов	1	1
785	ничто не	1	1
786	только то	1	1
787	тот факт	1	1
788	слова были	1	1
789	в истории	1	1
790	действительность в	1	1
791	борьбе за	2	1
792	при анализе	2	1
793	отметить что	1	1
794	самом широком	1	1
795	и исторически	1	1
796	чем он	1	1
797	с человеком	1	1
798	собственно говоря	1	1
799	является ни	1	1
800	речь не	1	1
801	в глаза	2	1
802	убедиться в	1	1
803	на речь	1	1
804	с другой	10	1
805	на третьей	1	1
806	статье о	1	1
807	первой повести	2	1
808	пребывание в	1	1
809	говорит о	3	1
810	превратилась в	1	1
811	дистанция между	3	1
812	человек должен	1	1
813	обычно говорят	1	1
814	к ним	1	1
815	ту сторону	1	1
816	и соответствующего	1	1
817	и радостное	1	1
818	думал о	1	1
819	одного из	4	1
820	или времени	1	1
821	на две	3	1
822	понятия о	1	1
823	по всей	1	1
824	и о	1	1
825	состоит из	1	1
826	художественное произведение	1	1
827	как некое	1	1
828	ее не	1	1
829	и никогда	1	1
830	и самого	7	1
831	его как	3	1
832	он так	1	1
833	жизни как	4	1
834	во внимание	1	1
835	мог бы	3	1
836	и во	1	1
837	их как	1	1
838	принадлежит к	4	1
839	б во	1	1
840	грань между	2	1
841	художественного произведения	1	1
842	нам столь	1	1
843	качестве одного	1	1
844	не можем	1	1
845	придать художественную	1	1
846	на свою	3	1
847	произведения и	2	1
848	не совсем	1	1
849	в христианском	1	1
850	быть в	1	1
851	здесь остается	1	1
852	за пределами	2	1
853	обращаться к	1	1
854	в своем	7	1
855	первое лицо	1	1
856	и есть	1	1
857	же слова	1	1
858	ударения в	1	1
859	во всей	1	1
860	то для	1	1
861	образом в	1	1
862	столь же	7	1
863	в общем	4	1
864	а впоследствии	2	1
865	в силу	2	1
866	всегда оказывается	1	1
867	перед лицом	4	1
868	каждое из	1	1
869	все еще	2	1
870	своей и	1	1
871	во-вторых не	1	1
872	как будто	1	1
873	же в	5	1
874	как внутренняя	2	1
875	на то	1	1
876	два первых	1	1
877	рассмотрение их	1	1
878	даже его	1	1
879	но если	1	1
880	свою речь	1	1
881	т.д что	1	1
882	нам остается	1	1
883	и по	3	1
884	культуры и	1	1
885	не внешним	1	1
886	там где	2	1
887	зрения мы	1	1
888	своим собственным	1	1
889	здесь в	2	1
890	просто не	1	1
891	однако все	2	1
892	всех этих	1	1
893	того же	7	1
894	можно с	1	1
895	и книги	1	1
896	такое слово	1	1
897	в самой	1	1
898	не был	1	1
899	вызвал бы	1	1
900	что при	2	1
901	себе этот	1	1
902	с языком	1	1
903	то о	1	1
904	само по	1	1
905	отметить и	1	1
906	иногда в	1	1
907	одного и	4	1
908	так возникает	2	1
909	своего бытия	1	1
910	мысли и	1	1
911	она является	1	1
912	ключ к	4	1
913	намек на	1	1
914	в подобных	1	1
915	для многих	1	1
