N	3gram	Vygotskiy_	Problemy
163	мы думаем что	1	1
164	этом смысле можно	1	1
165	основная ошибка была	1	1
166	той же плоскости	1	1
167	как и самое	1	1
168	в том числе	2	1
169	не менее чем	1	1
170	не говорит о	1	1
171	по сравнению с	9	1
172	того в чем	1	1
173	к другу как	1	1
174	с отношением к	1	1
175	вопрос что такое	1	1
176	мы увидим в	1	1
177	но не до	1	1
178	если же мы	1	1
179	самого последнего времени	1	1
180	в собственном смысле	2	1
181	далеко за пределы	4	1
182	образом как бы	1	1
183	глубоки они ни	1	1
184	то что обычно	1	1
185	сказать что у	1	1
186	не отличается от	1	1
187	только в отношении	3	1
188	мы могли бы	15	1
189	отношению к другому	1	1
190	они не могут	1	1
191	и тот же	5	1
192	исключающих друг друга	1	1
193	потому что в	4	1
194	он сам не	1	1
195	не совпадает с	1	1
196	возвращает нас к	1	1
197	но и с	1	1
198	свою внутреннюю логику	1	1
199	одного и того	8	1
200	не знает что	3	1
201	если бы оно	3	1
202	были бы невозможны	1	1
203	слово потому что	3	1
204	и самое слово	1	1
205	все более и	3	1
206	мы уже указывали	1	1
207	в первом случае	2	1
208	все эти исследования	1	1
209	чего он не	1	1
210	потому что он	7	1
211	что все эти	1	1
212	в этом пункте	1	1
213	но так же	1	1
214	тем что оно	2	1
215	вместо того чтобы	5	1
216	мы видели также	1	1
217	и так же	1	1
218	в его сознании	1	1
219	том числе и	2	1
220	и вместе с	1	1
221	в полной мере	1	1
222	иной чем в	1	1
223	тех или иных	2	1
224	как мы это	2	1
225	и никогда не	1	1
226	которых у него	1	1
227	что они не	1	1
228	они вовсе не	1	1
229	того о чем	1	1
230	и того же	8	1
231	мы говорили что	2	1
232	не может овладеть	1	1
233	по данному вопросу	1	1
234	поэтому мы и	1	1
235	функциями но и	1	1
236	почву на которой	1	1
237	в связи с	6	1
238	которые сами по	1	1
239	но они уже	1	1
240	к которому он	1	1
241	имел в виду	1	1
242	что это не	1	1
243	не может не	3	1
244	качеств и свойств	1	1
245	а не только	1	1
246	потому что именно	1	1
247	все эти явления	1	1
248	слова к тому	1	1
249	так как в	1	1
250	мысли к мысли	1	1
251	мы видели что	2	1
252	так сказать по	1	1
253	совершается в пределах	1	1
254	отношение к другим	2	1
255	собственном смысле слова	1	1
256	в истории его	1	1
257	здесь и там	1	1
258	того или иного	1	1
259	но он не	5	1
260	в известном смысле	7	1
261	не только для	1	1
262	она так же	1	1
263	отношение к другому	1	1
264	последнее слово в	1	1
265	говорит он что	2	1
266	но не может	1	1
267	что он может	3	1
268	но и в	1	1
269	тем что в	1	1
270	первостепенное значение для	1	1
271	ибо как мы	1	1
272	как бы глубоки	1	1
273	материала на котором	1	1
274	смысле можно сказать	2	1
275	относятся друг к	2	1
276	там где они	1	1
277	и ту же	1	1
278	это не так	1	1
279	время как в	1	1
280	видит того что	1	1
281	как раз тех	1	1
282	заключается в том	12	1
283	лежащей в основе	1	1
284	потому что совершенно	1	1
285	которая заставляет его	1	1
286	что в сущности	1	1
287	бы глубоки они	1	1
288	и в отношении	1	1
289	в другом месте	4	1
290	в которой он	1	1
291	было бы сказать	1	1
292	может быть понято	2	1
293	как мы говорили	1	1
294	и относится к	1	1
295	это мы и	1	1
296	он мог бы	1	1
297	как и во	1	1
298	другой стороны мы	1	1
299	что он должен	2	1
300	не на то	1	1
301	несмотря на то	2	1
302	более и более	3	1
303	независимо от того	2	1
304	ни на что	1	1
305	таким образом в	2	1
306	то и другое	2	1
307	на ту же	1	1
308	то что они	2	1
309	могли бы сказать	3	1
310	несмотря на свою	1	1
311	ли они друг	1	1
312	с другом что	1	1
313	не было бы	1	1
314	они на самом	1	1
315	и не является	1	1
316	и что только	1	1
317	и из нее	1	1
318	и в их	1	1
319	то что должно	1	1
320	и в частности	3	1
321	там где есть	1	1
322	в какой они	1	1
323	тому как в	3	1
324	все эти вопросы	1	1
325	как мы видим	1	1
326	мысли как таковой	1	1
327	и для другого	1	1
328	вопрос на который	1	1
329	и ничего не	1	1
330	требует от него	3	1
331	и в своей	1	1
332	имеем в виду	1	1
333	в основе этого	2	1
334	мы имеем в	1	1
335	говорит об этом	1	1
336	не видит того	1	1
337	и то в	1	1
338	так что в	2	1
339	есть прежде всего	1	1
340	один и тот	5	1
341	его функции в	1	1
342	так чтобы она	1	1
343	и то что	6	1
344	тому что он	4	1
345	и что в	2	1
346	отношения к нему	1	1
347	тем или иным	2	1
348	знает и своего	1	1
349	и своего собственного	1	1
350	нельзя сказать о	1	1
351	не могут быть	3	1
352	более глубокий и	1	1
353	все равно что	1	1
354	между отдельными элементами	1	1
355	или хотя бы	1	1
356	что должно быть	3	1
357	с одной стороны	10	1
358	в другом случае	2	1
359	вопрос о том	4	1
360	точки зрения и	1	1
361	взаимно исключающих друг	1	1
362	в следующей главе	2	1
363	с другом но	1	1
364	является одним из	2	1
365	после того как	1	1
366	является как раз	1	1
367	самом деле не	1	1
368	не так что	1	1
369	новые и новые	1	1
370	лежит в основе	2	1
371	но как мы	1	1
372	на первом месте	1	1
373	что с ним	1	1
