N	2gram	Propp_Isto	EvropaiC
510	что такое	1	1
511	ее в	3	1
512	одну общую	1	1
513	не исчерпывается	1	1
514	и тут	1	1
515	в область	1	1
516	и сама	1	1
517	в качестве	4	1
518	более лет	1	1
519	то станет	1	1
520	одному из	2	1
521	со своим	1	1
522	на которой	3	1
523	живут в	1	1
524	что каждый	1	1
525	и другими	1	1
526	прямая линия	1	1
527	особенно если	1	1
528	с другими	1	1
529	иначе обстоит	1	1
530	то не	2	1
531	нами в	1	1
532	самое что	1	1
533	у многих	2	1
534	смысле этого	3	1
535	как нечто	3	1
536	чтобы я	1	1
537	к жизни	2	1
538	под этими	1	1
539	бы при	1	1
540	с разными	1	1
541	основана на	1	1
542	с другим	1	1
543	в ином	6	1
544	только они	1	1
545	от своих	2	1
546	типичными чертами	1	1
547	в центре	1	1
548	однако не	2	1
549	а на	5	1
550	огнем и	1	1
551	в зависимости	1	1
552	как же	1	1
553	в борьбе	1	1
554	этой точки	1	1
555	мы поймем	1	1
556	причем эта	1	1
557	это должно	1	1
558	здесь мы	6	1
559	ее из	1	1
560	ни одна	1	1
561	в народных	1	1
562	и говорят	3	1
563	исходит от	1	1
564	этого не	1	1
565	ее от	1	1
566	не ставит	1	1
567	когда оно	1	1
568	из приведенных	3	1
569	ее с	1	1
570	с ней	6	1
571	найдем что	1	1
572	будто бы	1	1
573	во многих	2	1
574	этот факт	1	1
575	это те	1	1
576	о своей	1	1
577	не противоречит	5	1
578	эти две	1	1
579	на себя	5	1
580	и эта	1	1
581	достаточно ясно	1	1
582	и будут	1	1
583	тем что	8	1
584	за тем	1	1
585	и другое	1	1
586	а то	2	1
587	позднее время	1	1
588	себя действительно	1	1
589	из всего	1	1
590	за другого	1	1
591	удается но	1	1
592	чтобы заставить	2	1
593	другие же	1	1
594	например в	3	1
595	более что	1	1
596	ассимиляция с	1	1
597	кто в	1	1
598	и другим	1	1
599	случае не	1	1
600	так это	1	1
601	показаться что	1	1
602	можно отнести	1	1
603	берет только	1	1
604	три случая	1	1
605	долгое время	2	1
606	и как	6	1
607	обстоятельство что	1	1
608	как о	1	1
609	и такая	1	1
610	но он	8	1
611	к его	1	1
612	есть нечто	1	1
613	время как	2	1
614	их от	2	1
615	а именно	8	1
616	образом этот	1	1
617	каждый имеет	1	1
618	здесь дело	2	1
619	и перед	1	1
620	под него	1	1
621	становится понятным	3	1
622	на эту	1	1
623	много но	1	1
624	но когда	1	1
625	как в	6	1
626	жизнью в	1	1
627	так в	8	1
628	что ни	3	1
629	отчасти и	1	1
630	другом месте	1	1
631	правда не	1	1
632	к своему	3	1
633	что между	1	1
634	или выражаясь	1	1
635	от этого	1	1
636	направление в	1	1
637	приводит к	1	1
638	только для	1	1
639	друга и	1	1
640	если я	3	1
641	была у	1	1
642	и я	1	1
643	бы не	1	1
644	может рассматриваться	1	1
645	других племен	1	1
646	да и	2	1
647	были настолько	1	1
648	нам то	1	1
649	больше всего	1	1
650	мы находим	1	1
651	именно эта	1	1
652	и следовательно	1	1
653	это было	1	1
654	встречается у	1	1
655	роль в	2	1
656	со стороны	3	1
657	или их	1	1
658	на его	5	1
659	различных народов	1	1
660	себе и	2	1
661	знает что	1	1
662	мы считаем	1	1
663	его следует	1	1
664	всей своей	1	1
665	когда эти	1	1
666	на своем	1	1
667	свет на	1	1
668	но мы	1	1
669	эти частности	2	1
670	смысл этого	1	1
671	что тот	1	1
672	должен в	1	1
673	в других	6	1
674	уже не	11	1
675	а так	1	1
676	понимать в	1	1
677	людей с	1	1
678	и относится	1	1
679	не имели	1	1
680	вопрос что	1	1
681	относиться к	1	1
682	свой смысл	1	1
683	перед нами	4	1
684	все члены	2	1
685	у данного	1	1
686	бы это	1	1
687	связаны с	1	1
688	от таких	1	1
689	так если	1	1
690	другом случае	3	1
691	на всю	1	1
692	чаще и	1	1
693	есть народы	1	1
694	на место	1	1
695	происхождение этого	2	1
696	такое положение	1	1
697	его к	5	1
698	иметь в	1	1
699	к одному	1	1
700	нет ничего	3	1
701	перестает быть	1	1
702	но тут	1	1
703	охотничьего быта	1	1
704	это и	4	1
705	наконец и	1	1
706	наука в	1	1
707	искать в	1	1
708	на природу	1	1
709	с историческим	1	1
710	и эти	5	1
711	только к	1	1
712	за то	1	1
713	указывали на	1	1
714	другое обстоятельство	1	1
715	больше чем	1	1
716	две стороны	1	1
717	примеры показывают	1	1
718	с самого	1	1
719	пристальное изучение	1	1
720	образом мы	2	1
721	после этого	2	1
722	а если	3	1
723	другой характер	1	1
724	то это	5	1
725	можно считать	1	1
726	что этот	4	1
727	все три	2	1
728	на задний	1	1
729	должен относиться	1	1
730	а его	1	1
731	видим что	7	1
732	она должна	1	1
733	ясно показывает	2	1
734	ли это	2	1
735	ли в	1	1
736	с каким-нибудь	1	1
737	которые однако	1	1
738	и даже	4	1
739	действительно как	3	1
740	сам не	1	1
741	силы и	1	1
742	два момента	1	1
743	случаев в	2	1
744	у австралийцев	1	1
745	стоит в	2	1
746	все остальные	1	1
747	на той	1	1
748	и между	1	1
749	и каждое	1	1
750	эти слова	1	1
751	и вот	3	1
752	входит в	1	1
753	на котором	2	1
754	земле в	2	1
755	есть одно	1	1
756	имеются и	2	1
757	часто в	3	1
758	нет но	1	1
759	оградить себя	1	1
760	а от	2	1
761	это все	1	1
762	а из	1	1
763	или не	3	1
764	этой работы	1	1
765	не будучи	1	1
766	являются не	1	1
767	не находят	1	1
768	и другой	1	1
769	на два	1	1
770	с нами	1	1
771	а после	2	1
772	из его	2	1
773	с большим	5	1
774	как из	1	1
775	в этот	6	1
776	на которых	2	1
777	окажется что	1	1
778	тому времени	1	1
779	обстоит дело	1	1
780	это по	1	1
781	они основаны	1	1
782	от всех	1	1
783	с которой	1	1
784	даже та	1	1
785	которой он	3	1
786	бы а	1	1
787	когда она	1	1
788	на нем	4	1
789	а за	1	1
790	увидим что	2	1
791	только на	2	1
792	которые должны	1	1
793	вступает в	4	1
794	наконец как	1	1
795	не были	1	1
796	и та	1	1
797	в приложении	1	1
798	в науке	1	1
799	все те	2	1
800	точно так	8	1
801	должна бы	1	1
802	говорят что	2	1
803	в различных	1	1
804	не могла	3	1
805	связь между	2	1
806	приходит к	1	1
807	и наиболее	1	1
808	и была	1	1
809	тем и	1	1
810	говоря о	1	1
811	в нашей	1	1
812	и хотя	1	1
813	к нашим	1	1
814	этой стороны	2	1
815	и затем	2	1
816	чтобы их	1	1
817	что ее	3	1
818	из нас	1	1
819	можно найти	8	1
820	можно было	3	1
821	себя от	1	1
822	я буду	2	1
823	самого начала	1	1
824	еще один	1	1
825	в университет	1	1
826	этому поводу	1	1
827	в силе	1	1
828	уже очень	1	1
829	вопрос можно	1	1
830	не считаясь	1	1
831	не случайно	2	1
832	же самое	1	1
833	всего что	1	1
834	но этот	3	1
835	которых они	1	1
836	связанной с	2	1
837	состоит в	4	1
838	затем уже	2	1
839	того кто	1	1
840	как эта	1	1
841	и той	2	1
842	на одну	2	1
843	задний план	1	1
844	видели выше	4	1
845	большей частью	1	1
846	окрашен в	1	1
847	сохраняет свою	1	1
848	он в	3	1
849	к ней	4	1
850	нее и	2	1
851	без всякого	1	1
852	заметить что	2	1
853	возможно что	7	1
854	не совсем	5	1
855	за время	2	1
856	животные в	1	1
857	ней и	1	1
858	не создает	1	1
859	однако в	1	1
860	ко всей	1	1
861	не осталось	1	1
862	главным образом	3	1
863	и самого	1	1
864	оба они	1	1
865	или о	1	1
866	нет и	1	1
867	наряду с	4	1
868	тех случаях	2	1
869	по другим	2	1
870	положения что	1	1
871	же причинам	1	1
872	при котором	2	1
873	могут быть	9	1
874	которую в	2	1
875	всегда в	1	1
876	бы он	1	1
877	близкими к	1	1
878	а сам	2	1
879	только по	1	1
880	всмотреться в	2	1
881	часто можно	1	1
882	в общих	1	1
883	в семью	1	1
884	быть в	1	1
885	к которому	6	1
886	с нею	1	1
887	находится в	4	1
888	уже знаем	3	1
889	совершенно таким	1	1
890	более позднее	2	1
891	параллельно с	1	1
892	животное то	1	1
893	надо развить	1	1
894	в голову	1	1
895	в узком	1	1
896	исторически и	1	1
897	и вдруг	1	1
898	существенную черту	1	1
899	исходит из	1	1
900	из трех	3	1
901	надо сказать	1	1
902	что именно	1	1
903	в современной	2	1
904	только после	2	1
905	именно с	1	1
906	с его	1	1
907	сказать что	5	1
908	он сам	2	1
909	всем мире	3	1
910	есть следствие	1	1
911	а как	2	1
912	это сделать	1	1
913	это просто	1	1
914	надо признать	1	1
915	только с	2	1
916	не мог	2	1
917	которые часто	1	1
918	к совершенно	1	1
919	общих чертах	2	1
920	есть ли	4	1
921	а не	13	1
922	если она	1	1
923	же он	3	1
924	в особом	3	1
925	имеет свою	3	1
926	этому вопросу	1	1
927	каждого из	1	1
928	в который	1	1
929	натуры не	1	1
930	иногда в	1	1
931	здесь не	6	1
932	некоторые черты	1	1
933	и тем	2	1
934	ничего не	12	1
935	есть не	2	1
936	раньше чем	6	1
937	в руках	1	1
938	они были	1	1
939	иное как	6	1
940	друг другу	2	1
941	на них	2	1
942	собой на	1	1
943	умер не	1	1
944	не к	1	1
945	эта же	1	1
946	дети с	1	1
947	можно только	3	1
948	суть дела	1	1
