N	3gram	Bakhtin_fo	Freidism
161	одно из разветвлений	1	1
162	со всех сторон	2	1
163	но повторяем в	2	1
164	высшей степени существенных	1	1
165	и ее удовлетворением	1	1
166	друг с другом	5	1
167	жизни и в	2	1
168	вообще не может	1	1
169	в особенности в	2	1
170	в себе самом	1	1
171	может быть конечно	2	1
172	о которой мы	1	1
173	навлекает на себя	1	1
174	как в самом	1	1
175	дело в том	2	1
176	и все другие	2	1
177	здесь имеет место	1	1
178	и в дальнейшем	1	1
179	это учение о	1	1
180	одно и то	4	1
181	со всем этим	1	1
182	как мы видим	2	1
183	его жизни поэтому	1	1
184	бросается в глаза	1	1
185	мы должны коснуться	1	1
186	с другом и	1	1
187	все его моменты	1	1
188	в основе этой	1	1
189	ничем не похожи	1	1
190	так же как	2	1
191	не выходит за	1	1
192	жизни но эта	1	1
193	если мы проследим	1	1
194	смысле слова и	1	1
195	смысле этого слова	1	1
196	то увидим что	1	1
197	так и его	1	1
198	во всех этих	2	1
199	том что в	1	1
200	уже указывали что	1	1
201	точки зрения в	1	1
202	и в то	7	1
203	есть прежде всего	1	1
204	всей его жизни	1	1
205	так и по	1	1
206	роль в истории	2	1
207	в дословном переводе	1	1
208	совершенно независимо от	1	1
209	менее всего это	1	1
210	как раз наиболее	1	1
211	жизни в ее	2	1
212	во всех видах	1	1
213	и др и	1	1
214	и тогда когда	1	1
215	плоть от плоти	1	1
216	личности и ее	1	1
217	не оставляет места	1	1
218	и все прочие	1	1
219	и все же	1	1
220	по этому вопросу	1	1
221	все в нем	1	1
222	лучше всего может	1	1
223	на этом же	1	1
224	но все же	3	1
225	мы находим в	1	1
226	частной жизни по	1	1
227	все это не	1	1
228	философских системах и	1	1
229	он не был	1	1
230	только с помощью	1	1
231	как бы ни	1	1
232	могут быть сведены	1	1
233	мы имеем в	2	1
234	принимают участие в	1	1
235	или во всяком	1	1
236	их правда не	1	1
237	приходит к выводу	1	1
238	между тем как	1	1
239	таким образом и	2	1
240	все без исключения	1	1
241	человека так и	2	1
242	в основе их	1	1
243	тот или иной	1	1
244	и совсем не	1	1
245	или хотя бы	1	1
246	прежде всего на	1	1
247	мы уже сказали	4	1
