N	2gram	Tiupa_Hudo	VrazhdaK
126	в своей	15	2
127	рядом с	5	2
128	вместе с	2	2
129	так в	2	2
130	в это	4	2
131	в известном	1	2
132	не менее	9	2
133	и это	7	2
134	и стал	2	2
135	на первый	1	2
136	еще не	10	2
137	но как	3	2
138	а с	5	2
139	это в	4	2
140	обоих писателей	1	2
141	в свою	1	2
142	на основе	2	2
143	и т.п	2	2
144	в письмах	1	2
145	в этой	11	2
146	в нашей	1	2
147	его личность	1	2
148	человека с	1	2
149	тогда как	10	2
150	а в	11	2
151	на это	2	2
152	и а	7	2
153	отношение к	3	2
154	уже не	12	2
155	из них	5	2
156	в себе	19	2
157	что я	4	2
158	с нею	2	2
159	в глазах	11	2
160	не может	10	2
161	место в	3	2
162	с которым	1	2
163	столь же	6	2
164	том же	1	2
165	точки зрения	7	2
166	этот рассказ	1	2
167	тем более	1	2
168	одна из	4	2
169	м м	4	2
170	время он	1	2
171	он сам	3	2
172	отнюдь не	4	2
173	но это	2	2
174	не мог	1	2
175	в него	2	2
176	и ее	3	2
177	никогда не	8	2
178	эти не	1	1
179	в особенности	1	1
180	все в	2	1
181	к сожалению	1	1
182	своего рода	19	1
183	в самом	7	1
184	то в	6	1
185	как к	4	1
186	способности к	1	1
187	именно к	1	1
188	так и	19	1
189	что они	4	1
190	в свое	1	1
191	в литературе	3	1
192	все что	4	1
193	для всех	1	1
194	о молодом	1	1
195	до сих	3	1
196	сказал что	1	1
197	в душе	6	1
198	один из	6	1
199	это сама	1	1
200	еще раз	2	1
201	можно говорить	1	1
202	и этот	1	1
203	которым он	1	1
204	ему в	3	1
205	из которых	1	1
206	ему что	1	1
207	черты характера	1	1
208	ближе к	2	1
209	хочет быть	1	1
210	они не	2	1
211	он вспоминает	1	1
212	с братом	1	1
213	ни с	2	1
214	только что	4	1
215	не слишком	1	1
216	если в	4	1
217	на три	1	1
218	того как	1	1
219	к этой	4	1
220	и уж	2	1
221	второй половине	2	1
222	м бахтин	2	1
223	об одном	3	1
224	с любовью	1	1
225	героя в	2	1
226	что уже	1	1
227	он всегда	1	1
228	не будем	1	1
229	с очень	1	1
230	у чехова	20	1
231	художником и	1	1
232	дает нам	1	1
233	еще более	1	1
234	шесть месяцев	1	1
235	а почему	1	1
236	возвращается в	1	1
237	что это	2	1
238	хотя и	3	1
239	от нас	1	1
240	романа и	1	1
241	одному из	1	1
242	м е	2	1
243	смерти отца	1	1
244	воспоминания о	1	1
245	он и	2	1
246	романа в	3	1
247	он вновь	2	1
248	и из	1	1
249	в ее	16	1
250	целого ряда	1	1
251	только не	3	1
252	того что	5	1
253	этом он	2	1
254	в другой	2	1
255	говорит о	4	1
256	знаю что	1	1
257	чем у	1	1
258	пяти лет	1	1
259	в качестве	13	1
260	нас в	2	1
261	него в	2	1
262	восходящая к	1	1
263	сама жизнь	1	1
264	не являются	1	1
265	и психологическое	1	1
266	прежде всего	12	1
267	руку к	1	1
268	никуда не	1	1
269	ее и	2	1
270	говорилось в	1	1
271	другой стороны	1	1
272	а другие	2	1
273	писал м	3	1
274	быть может	7	1
275	нет ничего	4	1
276	себе не	1	1
277	уже говорилось	3	1
278	эти рассказы	1	1
279	в этих	7	1
280	но на	1	1
281	в их	2	1
282	о своем	2	1
283	все равно	2	1
284	за что	1	1
285	ф м	3	1
286	но с	3	1
287	а еще	1	1
288	а между	4	1
289	он уже	4	1
290	что ни	1	1
291	в духе	6	1
292	и страшно	1	1
293	а за	1	1
294	а о	2	1
295	самим собой	1	1
296	этого не	1	1
297	из двух	1	1
298	и глубокой	1	1
299	и сам	3	1
300	с такими	2	1
301	как по	2	1
302	пока только	1	1
303	в одном	3	1
304	их и	1	1
305	где-нибудь на	1	1
306	не противоречат	1	1
307	людей а	2	1
308	что за	1	1
309	на нее	1	1
310	на свою	1	1
311	ненависти и	1	1
312	сердце и	1	1
313	его произведений	1	1
314	в будущее	1	1
315	еще в	4	1
316	о своей	3	1
317	но не	7	1
318	у людей	1	1
319	но вот	1	1
320	но для	1	1
321	это сравнение	1	1
322	именно в	9	1
323	о смерти	1	1
324	уже на	1	1
325	жизни и	10	1
326	такое же	1	1
327	в таком	3	1
328	а тут	1	1
329	литературного анекдота	1	1
330	внимание в	1	1
331	в жизни	9	1
332	дать лишь	1	1
333	человек и	1	1
334	но ведь	2	1
335	ясно что	2	1
336	н м	1	1
337	как о	3	1
338	также в	2	1
339	похож на	1	1
340	начинается с	2	1
341	в соответствии	1	1
342	говорить об	2	1
343	человек в	3	1
344	своей души	2	1
345	со своею	2	1
346	не принимая	1	1
347	а их	1	1
348	это время	2	1
349	между прочим	1	1
350	одном из	1	1
351	молодого человека	1	1
352	как в	11	1
353	дома и	1	1
354	внимание к	1	1
355	а п	14	1
356	была на	1	1
357	роль в	2	1
358	ли не	1	1
359	в речах	1	1
360	по своему	3	1
361	как нам	3	1
362	он ее	2	1
363	и я	1	1
364	по преимуществу	6	1
365	сразу же	2	1
366	но у	2	1
367	отличается от	1	1
368	да и	5	1
369	вспоминает о	1	1
370	его жизни	6	1
371	по его	4	1
372	который не	1	1
373	ли он	1	1
374	чувствовал себя	1	1
375	о котором	2	1
376	том как	5	1
377	в условиях	1	1
378	это было	2	1
379	в итоге	1	1
380	к своим	2	1
381	в сторону	2	1
382	мы считаем	1	1
383	во сне	3	1
384	не имеет	2	1
385	ничего общего	1	1
386	но мы	2	1
387	полагает что	1	1
388	тем не	7	1
389	человеком и	1	1
390	раз и	2	1
391	через год	1	1
392	сих пор	3	1
393	при виде	1	1
394	п скафтымов	3	1
395	с лермонтовым	1	1
396	в тишине	1	1
397	встрече с	3	1
398	иметь никакого	1	1
399	ему не	3	1
400	на них	2	1
401	нашему мнению	1	1
402	жизнь и	2	1
403	первый взгляд	1	1
404	она меня	1	1
405	этот мотив	1	1
406	с этим	3	1
407	во всех	2	1
408	человека к	1	1
409	а б	1	1
410	да я	1	1
411	во всяком	1	1
412	только от	1	1
413	это и	2	1
414	было не	1	1
415	то он	1	1
416	во все	1	1
417	этих строк	1	1
418	того в	1	1
419	за рубежом	1	1
420	и ушел	2	1
421	она же	1	1
422	возвращается к	3	1
423	не могли	1	1
424	писателя не	1	1
425	мыслей и	1	1
426	что этот	1	1
427	к источнику	1	1
428	которой он	2	1
429	молодой человек	1	1
430	героини а	1	1
431	тотчас же	1	1
432	на страницах	1	1
433	не любил	1	1
434	упоминание о	2	1
435	я напротив	1	1
436	но при	3	1
437	потому что	7	1
438	какой ее	1	1
439	для описания	1	1
440	живет в	2	1
441	это то	1	1
442	также и	1	1
443	совсем не	1	1
444	нельзя не	1	1
445	только об	1	1
446	только как	1	1
447	не всегда	1	1
448	из их	1	1
449	в рассказе	23	1
450	больше не	3	1
451	к своей	1	1
452	в ответ	3	1
453	во второй	7	1
454	в частности	10	1
455	не будет	1	1
456	никого не	3	1
457	из своего	1	1
458	но зато	1	1
459	героини и	1	1
460	не могло	2	1
461	два человека	1	1
462	но они	1	1
463	говорить о	4	1
464	не с	2	1
465	что эта	1	1
466	отношении к	1	1
467	этого как	1	1
468	всех этих	1	1
469	хотя в	1	1
470	точно так	1	1
471	общие черты	1	1
472	как он	4	1
473	не могла	4	1
474	человеческого достоинства	1	1
475	это была	2	1
476	к самостоятельному	1	1
477	в форме	2	1
478	людей и	1	1
479	к смерти	1	1
480	вслед за	3	1
481	встреча с	1	1
482	себя на	1	1
483	этом смысле	1	1
484	тем самым	2	1
485	проникнуть в	3	1
486	ему было	1	1
487	по своей	5	1
488	от того	1	1
489	к людям	2	1
490	человека и	4	1
491	каждый из	1	1
492	в москве	2	1
493	свою очередь	1	1
494	самую суть	1	1
495	на свое	1	1
496	и т.д	3	1
497	у которого	2	1
498	характера он	1	1
499	идет о	3	1
500	как известно	1	1
501	с другой	4	1
502	было бы	8	1
503	а тем	1	1
504	имело бы	1	1
505	это же	1	1
506	и зададимся	1	1
507	что же	4	1
508	как на	2	1
509	не совсем	1	1
510	зададимся вопросом	1	1
511	соответствии с	2	1
512	себя в	11	1
513	у себя	3	1
514	последнего в	1	1
515	известном смысле	1	1
516	я с	2	1
517	которых он	1	1
518	привлекает внимание	1	1
519	ее не	1	1
520	неожиданности и	1	1
521	однако в	4	1
522	и никогда	1	1
523	в плане	1	1
524	что для	1	1
525	а вот	2	1
526	бы его	1	1
527	писал о	1	1
528	ключ к	2	1
529	анекдот о	2	1
530	той же	3	1
531	заключается в	1	1
532	как правило	6	1
533	могут быть	1	1
534	на пороге	2	1
535	за него	2	1
536	такая же	2	1
537	до конца	3	1
538	в высшей	1	1
539	к которому	1	1
540	имя и	1	1
541	во многих	1	1
542	что характер	1	1
543	в первой	6	1
544	есть по	1	1
545	и от	6	1
546	человечества и	1	1
547	с толстым	3	1
548	в силу	2	1
549	никому не	1	1
550	всю жизнь	1	1
551	такой же	3	1
552	дама с	4	1
553	из этого	1	1
554	не все	2	1
555	не лучше	1	1
556	переводится как	1	1
557	этом отношении	4	1
558	по первому	1	1
559	тут же	1	1
560	же это	2	1
561	каким был	1	1
562	чувство юмора	1	1
563	всяком случае	1	1
564	автора к	1	1
565	конце концов	1	1
566	независимо от	1	1
567	друг друга	5	1
568	событий и	1	1
569	пошел вон	2	1
570	как ему	1	1
571	с ее	7	1
572	же он	1	1
573	бы в	2	1
574	у вас	3	1
575	не просто	1	1
576	должна заслонять	1	1
577	смеха и	1	1
578	себе знать	1	1
579	только о	2	1
580	в целом	2	1
581	не должна	1	1
582	едва ли	6	1
583	ничего не	11	1
584	вплоть до	1	1
585	в е	2	1
586	человека но	1	1
587	к нему	2	1
588	высшей степени	2	1
