N	2gram	Savitsky_P	FransuaR
584	мира а	1	2
585	известном смысле	1	2
586	что от	1	2
587	только к	1	2
588	есть как	1	2
589	момент когда	1	2
590	культуры ее	1	2
591	котором говорит	1	2
592	в положительном	1	2
593	половины xix	1	2
594	пути к	1	2
595	в душе	1	1
596	только что	1	1
597	и глубины	1	1
598	является в	2	1
599	в последние	2	1
600	к историческому	1	1
601	его сущность	1	1
602	к другим	1	1
603	исходить из	1	1
604	эти черты	1	1
605	к народу	1	1
606	своею ролью	1	1
607	ними как	1	1
608	положительной в	1	1
609	могут показаться	1	1
610	историю в	1	1
611	смысл этого	1	1
612	они стремятся	1	1
613	знаем и	1	1
614	темы и	1	1
615	вопрос о	1	1
616	и рассеяны	1	1
617	смерти но	1	1
618	культуры нужно	1	1
619	представляет собой	1	1
620	из числа	1	1
621	с трудом	1	1
622	борьбе с	1	1
623	и чистоте	1	1
624	явления которые	1	1
625	чрезвычайно существенным	1	1
626	положительное содержание	1	1
627	сложны и	1	1
628	отдельности и	1	1
629	величайшим трудом	1	1
630	не два	1	1
631	распадается на	1	1
632	она есть	3	1
633	с разных	1	1
634	или иным	1	1
635	средневековья с	1	1
636	по природе	1	1
637	воздух и	1	1
638	момента но	1	1
639	народной стихии	1	1
640	глаза на	1	1
641	сфер и	1	1
642	именно во	1	1
643	провалов и	1	1
644	совершенно ясно	1	1
645	тем больше	1	1
646	исторического материализма	3	1
647	государства и	1	1
648	или иная	1	1
649	развитие в	1	1
650	под его	1	1
651	по одному	1	1
652	значило бы	1	1
653	но каждый	1	1
654	xix век	2	1
655	построенная в	1	1
656	не нужно	2	1
657	видение и	1	1
658	этим миром	1	1
659	люди и	1	1
660	какое огромное	1	1
661	бы она	1	1
662	чем как	1	1
663	и которая	1	1
664	под ногами	1	1
665	для тех	2	1
666	европы в	1	1
667	к использованию	1	1
668	вообще можно	1	1
669	в европейском	1	1
670	от многих	1	1
671	области архитектуры	1	1
672	уже несколько	1	1
673	того кто	1	1
674	к xv	1	1
675	исторический материализм	1	1
676	в искаженном	1	1
677	отнюдь не	2	1
678	с с	2	1
679	веке она	1	1
680	в число	1	1
681	было с	1	1
682	которая и	1	1
683	религиозного подъема	1	1
684	существует но	1	1
685	и завершающих	1	1
686	времени эта	1	1
687	как условие	1	1
688	ибо то	1	1
689	совершенно явственно	1	1
690	сводится к	3	1
691	творчества и	2	1
692	можно дать	1	1
693	сами по	3	1
694	идет именно	1	1
695	и пусть	2	1
696	методами и	1	1
697	и т	3	1
698	они ведут	1	1
699	поэзии и	1	1
700	который не	1	1
701	и резко	2	1
702	быть разрешена	1	1
703	более чем	2	1
704	на церковь	1	1
705	тех пор	1	1
706	и теперь	1	1
707	обе эти	1	1
708	отношении к	5	1
709	на основании	1	1
710	ни были	1	1
711	это имеет	1	1
712	и наоборот	1	1
713	звучат и	1	1
714	в сфере	2	1
715	как наследие	1	1
716	исключительно на	1	1
717	и политических	1	1
718	но где	1	1
719	георгия в	1	1
720	и богатства	1	1
721	библейские темы	1	1
722	она может	1	1
723	не одну	1	1
724	имеет не	2	1
725	признание что	2	1
726	исключительно в	2	1
727	государства но	1	1
728	дать еще	1	1
729	выражены в	1	1
730	ее представители	1	1
731	и разрушения	1	1
732	в определенном	1	1
733	с утверждением	1	1
734	правде и	1	1
735	речь но	1	1
736	и техники	1	1
737	история и	1	1
738	более что	1	1
739	ничего более	1	1
740	в позднем	1	1
741	среды в	1	1
742	есть путь	1	1
743	бы это	1	1
744	мир с	1	1
745	план в	1	1
746	пр в	1	1
747	этого творчества	1	1
748	ей в	3	1
749	св георгия	1	1
750	индивидуальной личности	1	1
751	введении в	1	1
752	моменты церковного	1	1
753	огромное и	1	1
754	веры в	1	1
755	как явление	1	1
756	и освещается	1	1
757	исторических судеб	1	1
758	и никому	1	1
759	рождает и	1	1
760	в ходе	1	1
761	области политической	1	1
762	все еще	1	1
763	культурного развития	1	1
764	в момент	1	1
765	есть прежде	1	1
766	она всегда	1	1
767	помимо воли	1	1
768	с величайшим	1	1
769	мира первая	1	1
770	например с	1	1
771	этой последней	1	1
772	настолько они	1	1
773	их не	1	1
774	партии в	1	1
775	можно определять	1	1
776	черты в	1	1
777	прошлого не	1	1
778	мысль о	2	1
779	весь он	1	1
780	к более	1	1
781	но историческая	1	1
782	отношением к	1	1
783	силы они	1	1
784	не дается	1	1
785	определяется как	1	1
786	веры и	1	1
787	в обстановке	7	1
788	наша задача	1	1
789	или что	1	1
790	восходит к	1	1
791	может исчезнуть	1	1
792	и русского	2	1
793	выпадение из	1	1
794	причастны к	1	1
795	сознание исторической	1	1
796	как оно	1	1
797	понять в	1	1
798	национального государства	1	1
799	xv веку	1	1
800	это область	1	1
801	в реальной	1	1
802	же период	1	1
803	и положительной	1	1
804	к истине	1	1
805	гоголь и	1	1
806	опиралась на	1	1
807	чтобы это	1	1
808	говорили об	1	1
809	здесь нужно	2	1
810	principium individuationis	2	1
811	культура но	1	1
812	совершенно новое	1	1
813	на будущее	1	1
814	к чему	2	1
815	без затруднения	1	1
816	потому в	2	1
817	или хотя	1	1
818	происходит и	1	1
819	от века	1	1
820	чтобы понять	1	1
821	бы ее	1	1
822	поднимаясь к	1	1
823	на человеческую	1	1
824	для мировоззрения	1	1
825	ему на	1	1
826	исторических эпох	1	1
827	ее лучшее	1	1
828	эти сроки	1	1
829	на свои	1	1
830	проводили его	1	1
831	увидеть и	1	1
832	и философской	1	1
833	могут стать	1	1
834	к внешнему	1	1
835	с которым	1	1
836	столь же	3	1
837	в смене	1	1
838	бы эти	1	1
839	определенных и	1	1
840	раннего средневековья	1	1
841	теорий и	1	1
842	в лесах	1	1
843	догматов и	1	1
844	вопросом о	1	1
845	были бы	1	1
846	в творениях	1	1
847	выходцы с	1	1
848	степени может	1	1
849	но несколько	1	1
850	сопоставлять с	1	1
851	такова же	1	1
852	поскольку мы	1	1
853	с и	1	1
854	и который	1	1
855	живет в	1	1
856	и менее	1	1
857	использовать эти	1	1
858	и конца	1	1
859	два основных	1	1
860	пути в	2	1
861	случайность в	1	1
862	некоторые же	1	1
863	но чтобы	1	1
864	нового не	1	1
865	и материализма	1	1
866	оказывается в	1	1
867	от церкви	1	1
868	в россии	3	1
869	для каждого	1	1
870	судить по	1	1
871	и иерархии	1	1
872	к пределу	1	1
873	и признаки	1	1
874	духа а	1	1
875	современности в	1	1
876	русской истории	1	1
877	куда в	1	1
878	и сухая	2	1
879	может помешать	1	1
880	но о	2	1
881	в рамках	1	1
882	эта мысль	1	1
883	и духовные	1	1
884	ощущается как	1	1
885	области отношения	1	1
886	мы хотим	1	1
887	происходивший в	1	1
888	по милости	1	1
889	и путь	1	1
890	гонения на	1	1
891	в делах	1	1
892	видим в	1	1
893	существенно и	1	1
894	ответа на	1	1
895	в противоречии	1	1
896	в темном	1	1
897	и первой	1	1
898	смысле на	1	1
899	чуть ли	1	1
900	рождается и	1	1
901	вполне и	1	1
902	в гораздо	4	1
903	этой области	1	1
904	творчества они	1	1
905	обратиться к	1	1
906	в преодолении	1	1
907	в русскую	2	1
908	xviii и	1	1
909	гораздо большей	4	1
910	личный опыт	1	1
911	основные черты	1	1
912	склонность к	1	1
913	случаях когда	1	1
914	и часть	1	1
915	не та	1	1
916	ли не	1	1
917	в выборе	2	1
918	бытия как	1	1
919	всех стран	1	1
920	философии стоицизма	1	1
921	этой перспективе	1	1
922	и главное	1	1
923	и народному	1	1
924	и растет	1	1
925	каким оно	1	1
926	и тех	1	1
927	стремиться к	1	1
928	исключительно и	1	1
929	она должна	1	1
930	интеллигенции и	1	1
931	к духу	1	1
932	этом мире	1	1
933	в отношениях	1	1
934	так было	1	1
935	нужно было	2	1
936	и приближаются	1	1
937	частности в	1	1
938	есть несколько	1	1
939	и современная	1	1
940	живых и	1	1
941	само по	1	1
942	та или	1	1
943	и быть	1	1
944	тем чтобы	1	1
945	имеют в	1	1
946	говорить об	1	1
947	и наряду	1	1
948	а я	5	1
949	являются наиболее	1	1
950	будем строить	1	1
