N	2gram	Bakhtin_Pr	Tragedij
401	самой действительности	2	1
402	такой образ	2	1
403	приходит в	1	1
404	есть в	10	1
405	на земле	1	1
406	сливается с	6	1
407	в своей	17	1
408	рядом с	16	1
409	вместе с	2	1
410	идеи не	1	1
411	на этом	1	1
412	всю эту	1	1
413	достоевский прямо	1	1
414	жизни в	3	1
415	них он	1	1
416	роль в	2	1
417	не менее	3	1
418	это происходит	1	1
419	так сказать	8	1
420	мысль он	3	1
421	эта тема	1	1
422	не тип	1	1
423	смертной казни	1	1
424	и могут	2	1
425	бы не	3	1
426	со своей	1	1
427	навсегда и	1	1
428	и жизнь	1	1
429	но у	5	1
430	в иной	1	1
431	сравнению с	2	1
432	по самой	1	1
433	это было	3	1
434	но уже	1	1
435	иван карамазов	2	1
436	героя и	11	1
437	в чем	2	1
438	в момент	4	1
439	все как	1	1
440	процесс у	1	1
441	смысл этого	1	1
442	тогда как	1	1
443	могло бы	1	1
444	лежит печать	1	1
445	не понимая	1	1
446	в больших	1	1
447	всю ее	1	1
448	бы в	7	1
449	в черновиках	1	1
450	только он	2	1
451	эти же	2	1
452	в них	5	1
453	на них	1	1
454	нашему мнению	3	1
455	и образ	1	1
456	вдруг в	1	1
457	русский язык	1	1
458	во всех	8	1
459	на свете	1	1
460	который он	1	1
461	бы сказали	1	1
462	к одному	1	1
463	братьях карамазовых	3	1
464	во всяком	5	1
465	и потому	9	1
466	понятно что	1	1
467	вещи с	1	1
468	это и	10	1
469	не встречает	1	1
470	о себе	12	1
471	в жизнь	1	1
472	совершенно не	2	1
473	но как	4	1
474	чем же	2	1
475	всего необходимо	1	1
476	не является	2	1
477	это как	2	1
478	в диалог	2	1
479	в котором	6	1
480	же я	1	1
481	с самого	3	1
482	творческий процесс	1	1
483	не могли	3	1
484	совершенно в	1	1
485	здесь достоевский	2	1
486	и новые	1	1
487	которой он	1	1
488	на свои	1	1
489	связи с	1	1
490	в романах	15	1
491	ответом на	1	1
492	к роману	1	1
493	него есть	1	1
494	силы и	1	1
495	раскольникова и	4	1
496	случае и	1	1
497	мире достоевского	10	1
498	не любил	1	1
499	хотя бы	5	1
500	она не	9	1
501	бессмертие души	1	1
502	эти слова	1	1
503	этом мы	1	1
504	и великого	1	1
505	был так	1	1
506	того чтобы	5	1
507	и если	1	1
508	этой идеи	1	1
509	не хочу	2	1
510	достоевский и	3	1
511	исключительное значение	1	1
512	одну из	1	1
513	но не	13	1
514	в другом	1	1
515	природе своей	3	1
516	произведениях достоевского	9	1
517	дистанции между	1	1
518	в каких	1	1
519	между тем	5	1
520	быть не	1	1
521	в ней	8	1
522	к образу	1	1
523	вот почему	3	1
524	в условиях	4	1
525	романа на	1	1
526	самом деле	9	1
527	самого автора	7	1
528	в развитии	1	1
529	в которой	6	1
530	подполья это	1	1
531	лишь в	4	1
532	над которым	1	1
533	именно на	2	1
534	не понимает	1	1
535	только один	2	1
536	а не	30	1
537	а по	1	1
538	значение для	2	1
539	только на	1	1
540	и их	7	1
541	очень хорошо	1	1
542	свою жизнь	2	1
543	есть и	2	1
544	перед ее	1	1
545	чтобы она	1	1
546	отказ от	1	1
547	романов он	1	1
548	можно было	5	1
549	собою но	1	1
550	в форме	8	1
551	за пределы	10	1
552	но только	3	1
553	конечно в	2	1
554	себя на	2	1
555	единственный и	1	1
556	даже не	1	1
557	в журнале	1	1
558	творчества достоевского	8	1
559	и знает	1	1
560	и тонкие	1	1
561	достоевский но	2	1
562	этого образа	1	1
563	слова были	1	1
564	друга и	2	1
565	в истории	3	1
566	по своей	1	1
567	он есть	5	1
568	человека с	1	1
569	несколько раз	1	1
570	стало быть	2	1
571	ту же	1	1
572	свое значение	1	1
573	вы не	1	1
574	над ним	1	1
575	человека и	2	1
576	отметить что	2	1
577	на всю	1	1
578	или как	5	1
579	самого начала	4	1
580	не я	1	1
581	час и	1	1
582	идеи но	3	1
583	жизни на	1	1
584	перед ним	2	1
585	и т.д	2	1
586	у которого	1	1
587	драме в	1	1
588	он еще	2	1
589	всего что	2	1
590	сохраняет свое	1	1
591	а вы	1	1
592	не раз	3	1
593	того кто	1	1
594	значение и	1	1
595	как свой	2	1
596	последнее слово	10	1
597	но теперь	1	1
598	знает и	2	1
599	известной степени	1	1
600	я в	1	1
601	x мы	1	1
602	именно такого	1	1
603	дистанция между	1	1
604	к ним	3	1
605	и собирает	1	1
606	и еще	2	1
607	может ли	1	1
608	ту сторону	2	1
609	в книге	4	1
610	он в	3	1
611	к ней	1	1
612	контакт с	1	1
613	и вне	2	1
614	как мы	10	1
615	со своими	6	1
616	жизнь как	1	1
617	у себя	3	1
618	самой своей	1	1
619	не для	1	1
620	и особенно	2	1
621	во многом	1	1
622	что тут	1	1
623	идея в	4	1
624	на две	1	1
625	этого бунта	1	1
626	и о	5	1
627	в голове	1	1
628	я вам	1	1
629	его как	6	1
630	роман и	1	1
631	наряду с	1	1
632	той же	7	1
633	и др	1	1
634	этот своеобразный	1	1
635	но несмотря	1	1
636	по сравнению	2	1
637	самой природе	1	1
638	первое условие	1	1
639	считает что	1	1
640	характерно что	2	1
641	на пороге	4	1
642	свидригайлова в	1	1
643	романа как	3	1
644	быть в	2	1
645	в самое	1	1
646	из подполья	14	1
647	в высшей	2	1
648	не значит	4	1
649	слова в	4	1
650	слова он	1	1
651	и от	3	1
652	и есть	6	1
653	капиталистического общества	1	1
654	с которым	1	1
655	входят в	3	1
656	в голову	1	1
657	все время	4	1
658	у лермонтова	1	1
659	своих романов	2	1
660	к окончательному	2	1
661	и художественной	1	1
662	на этот	2	1
663	и беспокойство	1	1
664	xx века	1	1
665	исходит из	3	1
666	всю жизнь	1	1
667	видение мира	1	1
668	идеи он	2	1
669	из трех	1	1
670	что без	1	1
671	для понимания	5	1
672	как во	1	1
673	согласиться с	1	1
674	этого слова	3	1
675	например в	5	1
676	писателя в	1	1
677	что именно	2	1
678	без которой	1	1
679	особым образом	1	1
680	нем по	1	1
681	но если	1	1
682	достоевского но	10	1
683	а жизнь	1	1
684	в литературе	7	1
685	в сфере	4	1
686	в области	3	1
687	и по	4	1
688	и эта	3	1
689	человек не	1	1
690	это в	3	1
691	всяком случае	3	1
692	в разговоре	1	1
693	на котором	3	1
694	конце концов	7	1
695	идей и	1	1
696	что сам	1	1
697	распадается на	1	1
698	до начала	1	1
699	своих идей	1	1
700	не из	3	1
701	стиля и	4	1
702	за себя	2	1
703	в трагедии	1	1
704	так ли?	1	1
705	за счет	2	1
706	и наконец	5	1
707	что на	1	1
708	нет эта	1	1
709	говорит не	1	1
710	достоевского так	2	1
711	не к	1	1
712	людей в	1	1
713	строится на	2	1
714	по нашему	5	1
715	поэтому он	1	1
716	высшей степени	2	1
717	романа не	4	1
