N	3gram	Propp_Isto	Morfolog
135	так в сказке	1	1
136	стороны их состава	1	1
137	они и не	1	1
138	бросают некоторый свет	1	1
139	следует за ней	1	1
140	состоит из двух	1	1
141	того или другого	1	1
142	здесь как и	2	1
143	берет с собой	1	1
144	садится на него	1	1
145	а с ними	1	1
146	как уже указано	1	1
147	быть поставлен вопрос	1	1
148	т д с	1	1
149	в америке у	1	1
150	иных случаях герой	1	1
151	с этой точки	2	1
152	за которым он	1	1
153	но наряду с	2	1
154	в некоторых случаях	3	1
155	ответить на этот	1	1
156	с ними и	1	1
157	больте и поливки	1	1
158	можно сказать что	1	1
159	только в том	1	1
160	очень часто является	1	1
161	взять с собой	1	1
162	он входит в	1	1
163	дает себя проглотить	1	1
164	сюда же может	1	1
165	некоторый свет на	1	1
166	который может быть	1	1
167	в приведенных случаях	2	1
168	не представляет собой	1	1
169	бой самый страшный	1	1
170	то это еще	1	1
171	потому что в	1	1
172	этот вопрос мы	1	1
173	здесь мы имеем	4	1
174	но есть и	1	1
175	в то же	1	1
176	может быть поставлен	1	1
177	в другую страну	2	1
178	и то же	2	1
179	на этот вопрос	2	1
180	здесь не может	1	1
181	змей может быть	1	1
182	привели нас к	2	1
183	в таком случае	1	1
184	и такой случай	1	1
185	же можно сказать	1	1
186	и пр также	1	1
187	д с другой	1	1
188	т е мы	1	1
189	во многих отношениях	1	1
190	не будем так	1	1
191	и в сказке	2	1
192	иное царство или	1	1
193	в одной сказке	3	1
194	друг с другом	2	1
195	а затем уже	1	1
196	без всякого ущерба	1	1
197	и не всегда	1	1
198	до сих пор	7	1
199	мы легко узнаем	2	1
200	случай который может	1	1
201	не потому что	2	1
202	ясно что это	1	1
203	так как это	1	1
204	не означает что	1	1
205	талисманы и т	1	1
206	по спине огромной	1	1
207	иметь в виду	1	1
208	если с одной	1	1
209	даже в тех	1	1
210	за тридевять земель	4	1
211	одно и то	2	1
212	он представляет собой	1	1
213	мы имеем здесь	3	1
214	но это еще	1	1
215	она все же	1	1
216	так как они	1	1
217	полет на птице	1	1
218	прежде всего и	1	1
219	мы опять имеем	1	1
220	если бы мы	3	1
221	т д такое	1	1
222	в наши задачи	1	1
223	это уже не	2	1
224	мертвой водой а	1	1
225	не может входить	1	1
226	во всех этих	2	1
227	и в нашей	1	1
228	его и т	1	1
229	ничего не говорится	1	1
230	д все эти	1	1
231	случаях встречается и	1	1
232	иначе чем это	1	1
233	же выводы можно	1	1
234	всех этих случаях	2	1
235	сказке мы имеем	1	1
236	мы должны будем	1	1
237	поставить вопрос о	2	1
238	самых различных народов	1	1
239	с самого начала	1	1
240	сюда же можно	1	1
241	из них не	1	1
242	и др мы	1	1
243	стоит в связи	1	1
244	может быть названа	1	1
245	нет необходимости входить	1	1
246	к этому же	1	1
247	это означает что	1	1
248	в другое место	1	1
249	будем так как	1	1
250	одна из форм	1	1
251	это было бы	1	1
252	ущерба для хода	1	1
253	здесь можно усмотреть	1	1
254	в критический момент	1	1
255	связь его с	2	1
256	этой точки зрения	2	1
257	может быть достигнуто	1	1
258	другой сказке герой	1	1
259	может быть рассмотрено	1	1
260	и вслед за	1	1
261	одна из них	1	1
262	случаях мы имеем	1	1
263	выводы можно сделать	1	1
264	это значит что	2	1
265	выдает себя за	1	1
266	братья и сестры	1	1
267	в лес или	1	1
268	в одном случае	1	1
269	он служит в	1	1
270	то же время	1	1
271	в другой сказке	3	1
272	из которых каждый	1	1
273	но это не	2	1
274	что и в	3	1
275	сюда же относится	1	1
276	самая постановка вопроса	1	1
277	с собой в	1	1
278	на первом месте	1	1
279	после того как	4	1
280	в дальний путь	1	1
281	он не может	2	1
282	всякого ущерба для	1	1
