N	2gram	Bakhtin_sl	Komedia
146	вовсе не	16	9
147	отличие от	13	9
148	в ней	7	9
149	и особенно	2	9
150	отношению к	2	9
151	с этой	3	8
152	а затем	1	8
153	другой стороны	5	8
154	такого рода	2	8
155	не было	4	8
156	не знает	3	8
157	бы в	1	8
158	во всех	25	8
159	то ни	1	8
160	можно было	2	8
161	что для	1	8
162	в которых	1	8
163	да и	2	8
164	в течение	1	8
165	связи с	4	8
166	по своему	2	8
167	и других	5	8
168	с самого	1	8
169	как он	2	8
170	при всем	3	8
171	идет о	1	8
172	в в	1	8
173	и ее	3	8
174	место в	2	8
175	и к	9	7
176	мы найдем	3	7
177	дело с	4	7
178	в результате	4	7
179	в этих	8	7
180	равно как	1	7
181	во всяком	9	7
182	хотя бы	6	7
183	в другом	4	7
184	в руках	1	7
185	самого начала	1	7
186	бы то	1	7
187	что они	2	7
188	ни было	2	7
189	х годов	2	7
190	в связи	2	7
191	и это	1	7
192	в других	4	7
193	так или	1	7
194	и тот	1	7
195	в себе	3	7
196	и у	2	7
197	к его	1	7
198	не является	3	7
199	из этих	3	7
200	целый ряд	2	7
201	и во	3	7
202	до конца	25	7
203	но если	1	7
204	всяком случае	7	7
205	для нас	7	7
206	со своим	13	7
207	или иначе	2	7
208	отнюдь не	1	7
209	тех же	1	7
210	и о	3	7
211	еще более	7	6
212	даже в	4	6
213	его от	2	6
214	в виду	2	6
215	с собой	1	6
216	среди которых	1	6
217	не зная	1	6
218	и он	1	6
219	с точки	11	6
220	что не	1	6
221	о которых	2	6
222	больше всего	1	6
223	на этом	4	6
224	не дает	1	6
225	и тем	3	6
226	не приходится	2	6
227	могут быть	25	6
228	всего в	1	6
229	в сущности	18	6
230	в другой	2	6
231	как из	1	6
232	а не	29	6
233	в отличие	12	6
234	нет и	1	6
235	в области	1	6
236	тем не	2	6
237	том числе	1	6
238	так в	2	6
239	здесь в	6	6
240	или в	10	6
241	в какой	2	6
242	и как	3	6
243	к концу	1	6
244	на то	2	6
245	это было	2	6
246	в уже	1	6
247	на которые	3	6
248	человека в	5	6
249	на это	1	6
250	для всех	2	5
251	из всех	1	5
252	стихов в	1	5
253	в первом	3	5
254	за ним	1	5
255	именно в	5	5
256	его на	2	5
257	что по	1	5
258	роль в	4	5
259	в это	1	5
260	в действительности	1	5
261	с помощью	5	5
262	из своего	1	5
263	а на	3	5
264	к ним	2	5
265	сказать что	4	5
266	все время	4	5
267	от них	1	5
268	себя в	14	5
269	никогда не	9	5
270	представить себе	1	5
271	последние десятилетия	1	5
272	в ее	2	5
273	чем в	3	5
274	но он	4	5
275	одним из	5	5
276	также в	1	5
277	в мире	1	5
278	одном из	1	5
279	между собой	3	5
280	в каждом	5	5
281	т д	7	5
282	все остальные	1	5
283	не могла	2	5
284	ни одной	1	5
285	друг другу	2	5
286	и от	5	5
287	каждого из	1	5
288	здесь нет	1	5
289	за пределы	6	5
290	обращается к	1	5
291	приводит к	2	5
292	конечно не	7	5
293	и если	1	5
294	только один	1	5
295	совпадают с	1	5
296	той же	3	5
297	в сознании	3	5
298	этом отношении	2	5
299	или вовсе	2	5
300	это не	8	5
301	мы имеем	1	5
302	он и	1	5
303	же не	1	5
304	по существу	3	5
305	и без	1	5
306	к своему	11	5
307	ему не	2	5
308	речи о	1	5
309	от того	1	5
310	жизни и	5	5
311	чаще всего	1	5
312	для этого	4	5
313	его современников	1	5
314	мира в	2	5
315	в той	13	4
316	тем как	1	4
317	нас в	3	4
318	требует от	2	4
319	не столько	4	4
320	в духе	3	4
321	новое время	2	4
322	из самых	2	4
323	в построении	2	4
324	например в	6	4
325	правда в	1	4
326	время от	1	4
327	не всегда	1	4
328	из себя	3	4
329	может служить	1	4
330	его не	4	4
331	одна из	6	4
332	ближе к	1	4
333	все его	4	4
334	и столь	1	4
335	в состоянии	1	4
336	аналогии с	1	4
337	и этим	3	4
338	одно из	1	4
339	это слово	1	4
340	там и	1	4
341	не о	1	4
342	прежде чем	1	4
343	как его	5	4
344	в последних	1	4
345	не остается	2	4
346	в последние	2	4
347	между ними	2	4
348	же как	2	4
349	в себя	3	4
350	выражение в	4	4
351	для ее	1	4
352	именно потому	1	4
353	и речи	4	4
354	по своей	2	4
355	как известно	1	4
356	с которым	4	4
357	образом в	4	4
358	из этого	3	4
359	к сожалению	1	4
360	остаться в	1	4
361	которые он	1	4
362	был бы	2	4
363	не на	6	4
364	стороны и	3	4
365	за свое	1	4
366	бы не	1	4
367	нет ничего	1	4
368	что мы	1	4
369	то и	1	4
370	наконец в	5	4
371	каждый из	1	4
372	и там	6	4
373	или к	3	4
374	в более	2	4
375	ничем не	1	4
376	и другие	3	4
377	у нас	2	4
378	чем же	1	4
379	все равно	1	4
380	в свои	1	4
381	с их	1	4
382	впрочем не	1	4
383	или менее	5	4
384	за его	2	4
385	мог бы	1	4
386	материал для	1	4
387	обстоит дело	4	4
388	и их	6	4
389	пор не	2	4
390	в пределах	27	4
391	далеко не	7	4
392	чтобы не	1	4
393	у нее	1	4
394	которые в	4	4
395	он знает	1	4
396	все более	1	4
397	нуждается в	3	4
398	в основе	8	4
399	меньше чем	2	4
400	во всем	3	3
401	от него	5	3
402	за собой	1	3
403	по себе	4	3
404	более или	5	3
405	или на	2	3
406	если он	1	3
407	только для	1	3
408	за ней	1	3
409	не столь	2	3
410	сам же	1	3
411	представления о	1	3
412	в нескольких	1	3
413	между двумя	1	3
414	только на	3	3
415	на пути	1	3
416	людей и	2	3
417	и внутренней	2	3
418	от своего	1	3
419	как на	1	3
420	в споре	1	3
421	в нашем	1	3
422	находится в	1	3
423	для понимания	3	3
424	речь о	2	3
425	человеку и	1	3
426	друг с	2	3
427	раз на	1	3
428	как две	1	3
429	время и	3	3
430	собой в	1	3
431	с другом	2	3
432	и за	1	3
433	для своего	1	3
434	в герое	2	3
435	для них	2	3
436	и притом	1	3
437	отношения к	3	3
438	интересующие нас	1	3
439	из уст	1	3
440	в таком	5	3
441	от этого	2	3
442	а его	2	3
443	в эту	3	3
444	на себе	2	3
445	не был	2	3
446	остается в	5	3
447	внешней и	1	3
448	а с	2	3
449	для развития	1	3
450	в устах	1	3
451	своего времени	1	3
452	отношения с	1	3
453	в новое	4	3
454	какой мере	1	3
455	могла бы	1	3
456	он в	6	3
457	протяжении всего	1	3
458	и есть	2	3
459	его за	1	3
460	если они	1	3
461	в один	2	3
462	является конечно	1	3
463	мы видели	3	3
464	его с	1	3
465	в действии	1	3
466	интерес к	3	3
467	не могут	7	3
468	не мешает	1	3
469	мы понимаем	1	3
470	до этого	1	3
471	и одновременно	2	3
472	как о	2	3
473	с ними	8	3
474	связанные с	7	3
475	его и	5	3
476	совершенно не	2	3
477	в диалоге	1	3
478	и более	3	3
479	и уже	1	3
480	не меньше	2	3
481	чем они	1	3
482	чем не	1	3
483	к людям	1	3
484	выходят за	1	3
485	к своим	1	3
486	если мы	2	3
487	за пределами	3	3
488	том же	4	3
489	его для	1	3
490	в самой	1	3
491	они были	3	3
492	как к	5	3
493	которым он	1	3
494	сам он	1	3
495	в виде	4	3
496	иначе обстоит	1	3
497	и эта	2	3
498	как впрочем	1	3
499	только два	2	3
500	с той	1	3
501	на все	3	3
502	один и	1	3
503	нисколько не	3	3
504	должен быть	3	3
505	и таким	1	3
506	в одной	2	3
507	на них	2	3
508	жизнь и	1	3
509	ко всему	1	3
510	и потому	9	3
511	в разной	1	3
512	а как	3	3
513	он говорит	1	3
514	затем и	1	3
515	она не	8	3
516	только как	2	3
517	не с	5	3
518	таким же	1	3
519	конечно в	2	3
520	на всю	3	3
521	в большинстве	16	3
522	в рамках	1	3
523	числе и	1	3
524	они не	3	3
525	в эти	1	3
526	если она	2	3
527	становится в	1	3
528	пути к	1	3
529	в известной	3	3
530	не к	1	3
531	с которыми	2	2
532	в душе	1	2
533	в настоящем	1	2
534	еще раз	3	2
535	же и	4	2
536	которым они	1	2
537	говорит о	1	2
538	те же	3	2
539	не как	4	2
540	одному из	2	2
541	связь с	2	2
542	ко всем	1	2
543	а напротив	1	2
544	жизнь в	2	2
545	зрения на	9	2
546	к которой	1	2
547	работы в	1	2
548	в собственном	2	2
549	и те	3	2
550	в речах	3	2
551	прошлого века	1	2
552	друга и	1	2
553	связанного с	1	2
554	как только	4	2
555	на первый	1	2
556	себя от	2	2
557	обращение к	1	2
558	и следовательно	8	2
559	была поставлена	2	2
560	в этот	1	2
561	поэтому мы	1	2
562	наталкивается на	1	2
563	для которого	1	2
564	и формы	4	2
565	оказывается перед	1	2
566	среди них	1	2
567	вернуться к	1	2
568	без всякого	2	2
569	в основу	1	2
570	такая же	2	2
571	в реальном	1	2
572	что все	2	2
573	в зависимости	4	2
574	не одно	1	2
575	вести себя	1	2
576	с девушкой	1	2
577	они могут	7	2
578	различных жанров	2	2
579	чем это	1	2
580	который они	1	2
581	образом на	2	2
582	римской империи	1	2
583	случае в	1	2
584	то в	2	2
585	вовлеченных в	1	2
586	мы видим	2	2
587	менее в	1	2
588	первом случае	2	2
589	ним в	1	2
590	слов в	2	2
591	и речевых	2	2
592	одному и	2	2
593	с другими	8	2
594	даже на	1	2
595	не была	3	2
596	как по	1	2
597	и она	2	2
598	большинстве случаев	11	2
599	между прочим	1	2
600	рядом с	7	2
601	его жизни	1	2
602	слово в	18	2
603	в первые	1	2
604	точек зрения	8	2
605	в смысле	7	2
606	чтобы понять	1	2
607	и мир	9	2
608	который из	1	2
609	слов или	1	2
610	у предшественников	1	2
611	однако и	2	2
612	в лучшем	3	2
613	мы уже	4	2
614	эти слова	4	2
615	ту же	5	2
616	совсем не	1	2
617	к новым	1	2
618	принимает за	1	2
619	на правах	2	2
620	п не	1	2
621	на свой	1	2
622	на нем	2	2
623	если же	1	2
624	за ними	1	2
625	почти всегда	3	2
626	где в	1	2
627	своим собственным	1	2
628	несколько иначе	1	2
629	с такими	1	2
630	бы его	2	2
631	но прежде	1	2
632	них не	2	2
633	в общем	1	2
634	бы ни	3	2
635	которые были	2	2
636	с ее	6	2
637	гораздо более	1	2
638	в состав	3	2
639	его из	1	2
640	в основном	7	2
641	должна быть	3	2
642	которых мы	3	2
643	в жизни	1	2
644	и при	2	2
645	есть для	2	2
646	и дает	1	2
647	на те	1	2
648	нашего времени	1	2
649	в живых	1	2
650	сводится к	1	2
651	со всеми	3	2
652	от их	1	2
653	этой точки	1	2
654	для постановки	1	2
655	они ищут	1	2
656	и так	1	2
657	жизни в	2	2
658	себя и	2	2
659	ли он	4	2
660	о котором	1	2
661	стилистическим признакам	1	2
662	в известном	2	2
663	знает что	1	2
664	ничего нет	1	2
665	к другому	1	2
666	слова о	2	2
667	не входит	1	2
668	перед нами	7	2
669	из области	1	2
670	я говорю	1	2
671	речь в	2	2
672	художественный образ	3	2
673	лиц не	1	2
674	отнести к	1	2
675	он еще	1	2
676	это только	1	2
677	ввести в	1	2
678	быть не	1	2
679	зависимости от	4	2
680	слова и	21	2
681	с которой	1	2
682	именно на	3	2
683	и два	1	2
684	отношении к	9	2
685	ближе всего	1	2
686	и до	2	2
687	в каком	1	2
688	как например	1	2
689	связанных с	4	2
690	имеем в	1	2
691	известной степени	6	2
692	признания в	1	2
693	нем не	1	2
694	темы в	2	2
695	не знаем	3	2
696	обычно не	1	2
697	во втором	1	2
698	здесь не	6	2
699	в свой	3	2
700	со словом	4	2
701	по всем	1	2
702	сама она	1	2
703	только с	3	2
704	у них	2	2
705	но это	3	2
706	характерные для	2	2
707	строится на	1	2
708	в социальном	2	2
709	именно к	3	2
710	этом случае	4	2
711	в свое	3	2
712	ответственность за	2	2
713	мир в	1	2
714	этих слов	1	2
715	так уже	1	2
716	лиц и	1	2
717	от которого	1	2
718	для него	8	2
719	того что	4	2
720	в литературе	1	2
721	о нем	6	2
722	то мы	1	2
723	бы и	6	2
724	формы и	3	2
725	этого рода	1	2
726	от всех	1	2
727	этого не	1	2
728	из персонажей	1	2
729	места в	1	2
730	которые как	2	2
731	в стороне	1	2
732	все эти	15	2
733	эти две	1	2
734	почти до	1	2
735	на фоне	11	2
736	что между	1	2
737	в еще	1	2
738	и со	2	2
739	войти в	2	2
740	не принимает	1	2
741	при его	2	2
742	особенно в	3	2
743	с какими	1	2
744	не все	2	2
745	в форме	3	2
746	его к	1	2
747	к одному	1	2
748	но его	1	2
749	городов и	1	2
750	и снова	1	2
751	которого и	1	2
752	первый план	1	2
753	и только	2	2
754	в самых	2	2
755	как уже	2	2
756	разной степени	2	2
757	дело не	2	2
758	слова с	3	2
759	и может	4	2
760	свою жизнь	1	2
761	риме в	1	2
762	частности в	1	2
763	с ней	2	2
764	как не	1	2
765	человека и	3	2
766	с человеком	1	2
767	быту и	1	2
768	могло быть	1	2
769	сказать в	1	2
770	ни был	1	2
771	других случаях	2	2
772	иногда даже	2	2
773	которой мы	1	2
774	он пользуется	3	1
775	время было	1	1
776	или одного	1	1
777	человек может	1	1
778	степень его	1	1
779	к действительности	1	1
780	пределах одного	8	1
781	является в	1	1
782	было показано	1	1
783	совсем иное	1	1
784	оно все	2	1
785	притом за	1	1
786	можно говорить	2	1
787	мы и	2	1
788	в изучении	1	1
789	не отдавать	1	1
790	не сталкиваются	1	1
791	рассказ о	1	1
792	которые не	1	1
793	нем в	6	1
794	слова эти	1	1
795	создания образа	2	1
796	в пародийном	2	1
797	авторов в	1	1
798	при изучении	1	1
799	в применении	1	1
800	эта идея	1	1
801	языком не	1	1
802	в разных	3	1
803	современного им	1	1
804	или нет	1	1
805	кроме того	6	1
806	эта же	1	1
807	которой они	1	1
808	в некоторых	3	1
809	и ему	1	1
810	и говорить	1	1
811	вообще одна	1	1
812	к конкретному	1	1
813	него свои	3	1
814	с жизнью	1	1
815	в различных	1	1
816	часто даже	1	1
817	которой все	1	1
818	на события	1	1
819	почти полное	1	1
820	в рамки	4	1
821	вопрос об	1	1
822	на смену	1	1
823	нет никакой	2	1
824	в общественной	1	1
825	себя так	2	1
826	стороне от	1	1
827	отсюда его	1	1
828	вот что	1	1
829	этой линии	1	1
830	о мире	1	1
831	на чужой	1	1
832	и ничем	1	1
833	введенное в	1	1
834	весь этот	1	1
835	слово может	3	1
836	было очень	1	1
837	и другим	4	1
838	как более	2	1
839	кстати сказать	1	1
840	их автора	1	1
841	в последнем	1	1
842	людей или	1	1
843	как таковой	1	1
844	а именно	2	1
845	в одно	2	1
846	на эту	1	1
847	большей или	5	1
848	своего выражения	1	1
849	один ряд	1	1
850	но у	1	1
851	отличается от	3	1
852	по своим	6	1
853	на социальную	2	1
854	влияние в	1	1
855	себя не	1	1
856	самого слова	2	1
857	в неловкое	1	1
858	не его	2	1
859	но мы	2	1
860	только теперь	1	1
861	людей с	1	1
862	соединение в	1	1
863	и нет	3	1
864	своему герою	1	1
865	моменты в	2	1
866	всего они	1	1
867	действительности в	1	1
868	в бытовом	1	1
869	герой обычно	1	1
870	на этой	1	1
871	в данном	5	1
872	шире и	1	1
873	всю его	2	1
874	себя то	3	1
875	всегда с	1	1
876	конечно приходится	1	1
877	своего собственного	1	1
878	применении к	1	1
879	он только	1	1
880	мы увидим	2	1
881	быть более	1	1
882	в новом	3	1
883	даже и	4	1
884	здесь у	1	1
885	входит в	8	1
886	взаимного непонимания	1	1
887	но даже	1	1
888	но этот	1	1
889	формы его	1	1
890	которыми он	1	1
891	героя в	2	1
892	чтобы придать	1	1
893	увидим что	1	1
894	между отдельными	1	1
895	всего как	1	1
896	этого жанра	3	1
897	правда и	2	1
898	глух к	1	1
899	для данного	1	1
900	а между	2	1
901	не обязательно	1	1
902	чем его	1	1
903	определяется его	1	1
904	значительной степени	6	1
905	его по	1	1
906	сил в	3	1
907	других не	1	1
908	от последнего	1	1
909	отметить что	3	1
910	то его	1	1
911	в политической	1	1
912	точке зрения	2	1
913	всегда и	1	1
914	смысл на	1	1
915	и остается	3	1
916	слов о	4	1
917	чужой голос	1	1
918	и противопоставление	1	1
919	с достоинством	1	1
920	сын и	1	1
921	она ни	1	1
922	ее как	1	1
923	в контексте	5	1
924	сторону этого	1	1
925	именно так	1	1
926	что различные	1	1
927	с этими	3	1
928	та часть	1	1
929	глубины и	1	1
930	и отдельные	1	1
931	не умеет	2	1
932	служит совершенно	1	1
933	в атмосфере	2	1
934	об использовании	1	1
935	значительная доля	1	1
936	можем сказать	1	1
937	день в	1	1
938	рассказчик и	1	1
939	не получает	1	1
940	его роль	1	1
941	на котором	3	1
942	и две	2	1
943	слово как	11	1
944	связанное с	1	1
945	в системе	2	1
946	мужа и	1	1
947	не просто	2	1
948	его образа	1	1
949	в обращении	1	1
950	характер ее	1	1
951	быта и	2	1
952	но сама	1	1
953	жанра в	4	1
954	той разновидности	1	1
955	в чужой	1	1
956	весь в	1	1
957	несколько слов	2	1
958	лишь тогда	2	1
959	только не	2	1
960	и совершенно	1	1
961	мнению не	1	1
962	эти высказывания	1	1
963	действует в	3	1
964	как такового	3	1
965	речь с	1	1
966	от его	4	1
967	исключения и	1	1
968	эти внешние	1	1
969	котором и	1	1
970	с единым	1	1
971	с известным	1	1
972	и заставляет	3	1
973	на том	2	1
974	он к	1	1
975	остаются в	3	1
976	время в	1	1
977	конца в	1	1
978	быть в	1	1
979	создается образ	1	1
980	перед дилеммой	1	1
981	не стремится	1	1
982	правды с	1	1
983	прийти к	1	1
984	сущности и	2	1
985	которых должен	1	1
986	с нею	1	1
987	однако этот	2	1
988	корнями в	2	1
989	связей и	1	1
990	что при	1	1
991	каждом шагу	2	1
992	которого он	3	1
993	зрения самого	2	1
994	недоразумений и	1	1
995	наше внимание	1	1
996	две линии	1	1
997	можно рассматривать	1	1
998	то она	1	1
999	мировоззрения и	2	1
1000	если оно	2	1
1001	во всей	1	1
1002	бы только	2	1
1003	материал в	2	1
1004	и некоторые	1	1
1005	перед необходимостью	1	1
1006	не выражает	1	1
1007	всех его	9	1
1008	что под	1	1
1009	полемики с	1	1
1010	активным участником	2	1
1011	сочетаний с	1	1
1012	быть только	3	1
1013	и строится	1	1
1014	приемов но	1	1
1015	конечно на	1	1
1016	человек и	13	1
1017	без него	1	1
1018	и само	2	1
1019	эти три	1	1
1020	слово здесь	3	1
1021	человек в	6	1
1022	поэтической речи	1	1
1023	себя как	2	1
1024	том и	2	1
1025	и произведения	1	1
1026	человеке и	3	1
1027	следовательно и	4	1
1028	сделать его	1	1
1029	может противопоставить	1	1
1030	связанный с	1	1
1031	в сторону	1	1
1032	среди других	3	1
1033	а только	1	1
1034	из одного	2	1
1035	пародии на	3	1
1036	много и	1	1
1037	влияния в	1	1
1038	условия и	1	1
1039	что как	2	1
1040	он сам	1	1
1041	той или	13	1
1042	которой на	1	1
1043	об античной	1	1
1044	остановимся здесь	1	1
1045	на которую	1	1
1046	именно как	3	1
1047	могли бы	2	1
1048	о себе	2	1
1049	но как	2	1
1050	для его	1	1
1051	лица и	1	1
1052	что же?	1	1
1053	свою жизненную	1	1
1054	отходит в	1	1
1055	граничащего с	1	1
1056	мысль и	1	1
1057	героя и	5	1
1058	который без	1	1
1059	в наше	1	1
1060	не видят	2	1
1061	зрения в	1	1
1062	ибо и	1	1
1063	возникшее в	1	1
1064	явления в	1	1
1065	бы они	1	1
1066	здесь на	1	1
1067	одним словом	4	1
1068	от которых	1	1
1069	в идеологическом	2	1
1070	не были	3	1
1071	и определяет	1	1
1072	соединении с	1	1
1073	иметь в	1	1
1074	почти каждый	1	1
1075	встреча на	1	1
1076	с общим	1	1
1077	где все	1	1
1078	изображения в	3	1
1079	это может	2	1
1080	из общего	1	1
1081	как один	1	1
1082	его так	3	1
1083	явления которые	1	1
1084	занимает в	1	1
1085	нем и	5	1
1086	или меньшей	5	1
1087	так называемый	1	1
1088	конца и	3	1
1089	крайней мере	1	1
1090	культуры и	2	1
1091	и никогда	1	1
1092	его как	3	1
1093	и др	17	1
1094	условия для	2	1
1095	говорят и	1	1
1096	для изображения	1	1
1097	о других	1	1
1098	почти всех	1	1
1099	он считал	1	1
1100	случае за	1	1
1101	и повсюду	1	1
1102	на весь	1	1
1103	подходе к	1	1
1104	в противном	1	1
1105	представителей разных	1	1
1106	до наших	1	1
1107	бы быть	2	1
1108	свои силы	1	1
1109	поэтического творчества	1	1
1110	ибо в	1	1
1111	время он	1	1
1112	речи и	4	1
1113	там где	10	1
1114	наоборот как	1	1
1115	в самих	1	1
1116	ориентированы на	1	1
1117	или иного	2	1
1118	п в	2	1
1119	в него	9	1
1120	до абсурда	2	1
1121	себе как	2	1
1122	влиянию на	1	1
1123	разве только	1	1
1124	уходит в	1	1
1125	аристотеля и	1	1
1126	случаев не	1	1
1127	сложнее обстоит	1	1
1128	он должен	1	1
1129	него то	2	1
1130	одного и	1	1
1131	становится объектом	2	1
1132	акт от	1	1
1133	было с	1	1
1134	живет на	1	1
1135	и самый	2	1
1136	нечто совсем	1	1
1137	следовательно не	1	1
1138	образованием и	1	1
1139	иронии и	1	1
1140	в особенности	10	1
1141	поля зрения	1	1
1142	трудно сказать	1	1
1143	с полной	1	1
1144	личность говорящего	1	1
1145	и можем	1	1
1146	исчерпана и	1	1
1147	собственном смысле	2	1
1148	само слово	1	1
1149	жанра и	1	1
1150	как с	2	1
1151	учением о	1	1
1152	в самый	1	1
1153	то есть	46	1
1154	по замыслу	2	1
1155	двусмысленности и	1	1
1156	в специальном	1	1
1157	те моменты	1	1
1158	в судьбах	1	1
1159	во власти	2	1
1160	смысле слова	2	1
1161	интерес в	1	1
1162	и выражает	1	1
1163	вместе со	2	1
1164	речь как	1	1
1165	освободиться от	1	1
1166	этого мало	1	1
1167	всех других	1	1
1168	два основных	1	1
1169	не требует	3	1
1170	и философия	1	1
1171	не оказать	1	1
1172	общему мнению	2	1
1173	находятся в	1	1
1174	представим себе	1	1
1175	задолго до	1	1
1176	с каждым	1	1
1177	поэта в	2	1
1178	обреченный на	1	1
1179	подходит к	1	1
1180	уже нет	1	1
1181	человека если	1	1
1182	и создает	2	1
1183	целом ряде	1	1
1184	ставит в	1	1
1185	варваров и	1	1
1186	поэтому и	7	1
1187	и одной	1	1
1188	текста и	1	1
1189	нам в	1	1
1190	но только	1	1
1191	все то	2	1
1192	и пародирование	1	1
1193	ни о	2	1
1194	с таким	3	1
1195	в мыслях	1	1
1196	содержание и	1	1
1197	мы остановимся	1	1
1198	ты говоришь	1	1
1199	и действительно	1	1
1200	все случаи	1	1
1201	героев и	2	1
1202	во-вторых и	1	1
1203	затем следует	1	1
1204	относятся к	1	1
1205	борьбе и	1	1
1206	в одних	1	1
1207	и они	1	1
1208	и шире	1	1
1209	в слове	11	1
1210	этим в	1	1
1211	них он	1	1
1212	правда не	3	1
1213	других менее	1	1
1214	может не	9	1
1215	данном случае	3	1
1216	в нее	3	1
1217	при всех	2	1
1218	на каждом	2	1
1219	на своем	5	1
1220	тем чем	3	1
1221	высказывание в	1	1
1222	автор не	4	1
1223	по крайней	1	1
1224	к той	1	1
1225	к диалогу	1	1
1226	свое время	1	1
1227	взаимоотношения между	2	1
1228	все они	9	1
1229	речи из	1	1
1230	на третьем	1	1
1231	ли они	1	1
1232	есть все	1	1
1233	то он	1	1
1234	и нуждается	1	1
1235	случае оно	1	1
1236	фон для	1	1
1237	их все	1	1
1238	близости к	1	1
1239	как целое	1	1
1240	язык и	17	1
1241	жизни между	1	1
1242	в очень	1	1
1243	дошедшие до	1	1
1244	не имеют	1	1
1245	и главное	2	1
1246	со всех	1	1
1247	оба эти	1	1
1248	поэтому когда	1	1
1249	наше сопоставление	1	1
1250	способы ее	1	1
1251	годов где	1	1
1252	задний план	1	1
1253	и между	2	1
1254	в значительной	6	1
1255	мы ничего	1	1
1256	получают в	1	1
1257	в русле	4	1
1258	человека от	1	1
1259	политического деятеля	1	1
1260	развития и	1	1
1261	в образах	1	1
1262	с большой	1	1
1263	и лишь	1	1
1264	и вся	2	1
1265	не могло	3	1
1266	света в	2	1
1267	стилистических приемов	1	1
1268	и об	1	1
1269	о своем	1	1
1270	от других	2	1
1271	мнение о	2	1
1272	речь на	4	1
1273	ее с	2	1
1274	он по	1	1
1275	живущего в	1	1
1276	приближаться к	1	1
1277	она берет	1	1
1278	всякий смысл	1	1
1279	не выходят	2	1
1280	своей социальной	1	1
1281	например на	1	1
1282	используются здесь	1	1
1283	сюжетов и	1	1
1284	как свой	1	1
1285	автора в	2	1
1286	как особая	1	1
1287	о способах	1	1
1288	не знающий	1	1
1289	может послужить	1	1
1290	и быта	2	1
1291	его художественного	1	1
1292	сошелся с	1	1
1293	которые его	1	1
1294	и основным	1	1
1295	основное содержание	2	1
1296	пародия на	1	1
1297	найдем ту	1	1
1298	же слова	1	1
1299	его речь	1	1
1300	только одна	1	1
1301	произведения и	2	1
1302	этими словами	1	1
1303	себя самого	1	1
1304	к миру	1	1
1305	он может	3	1
1306	него самого	1	1
1307	персонажей или	2	1
1308	этого слова	2	1
1309	этой разновидности	2	1
1310	из него	4	1
1311	не из	2	1
1312	входящих в	1	1
1313	же он	1	1
1314	сожалению не	1	1
