N	3gram	Tiupa_Anal	Narrotol
107	а не все	1	2
108	в речи повествователя	1	2
109	иначе говоря это	1	2
110	мысль о том	1	2
111	не в его	1	2
112	в своего рода	1	2
113	человеческого я в	1	2
114	в том смысле	1	2
115	последнем мы и	1	2
116	говорящего и слушающих	1	2
117	счетом ничего не	1	2
118	но и не	5	2
119	не все что	2	2
120	рассказывания в этом	1	2
121	и сами участвуем	1	2
122	в новейшее время	1	2
123	здесь мы имеем	1	2
124	тому или иному	2	2
125	все же не	1	2
126	том что одно	1	2
127	присутствия я в	1	2
128	с той или	2	2
129	одно и то	2	2
130	в отрыве от	2	2
131	текста в целом	1	2
132	этом последнем мы	1	2
133	семантических единиц текста	1	2
134	можно было бы	1	2
135	с установкой на	1	2
136	ни о чем	1	2
137	с легкой руки	2	2
138	в этом месте	1	2
139	что одно и	1	2
140	на первый взгляд	1	2
141	по своей природе	1	2
142	что иное как	6	2
143	кадров внутреннего зрения	4	2
144	в этом последнем	1	2
145	присутствия человеческого я	1	2
146	до встречи с	1	2
147	в качестве некоторой	1	1
148	с кротким мягким	1	1
149	деталей в пределах	1	1
150	видения в частности	1	1
151	встрече с другим	2	1
152	лишь в том	3	1
153	опыта присутствия в	1	1
154	потому что я	1	1
155	уже не к	1	1
156	кадрового единства фразы	1	1
157	в самом начале	3	1
158	своего рода ключ	1	1
159	по удачному выражению	2	1
160	в осмысленном и	1	1
161	она подхваченная и	1	1
162	малый отрезок времени	1	1
163	и дело не	1	1
164	в качестве некоторого	2	1
165	самое следует сказать	1	1
166	читателя и того	1	1
167	характеристика душечки постепенно	1	1
168	и тот же	2	1
169	в его событийной	1	1
170	о котором рассказано	1	1
171	и как бы	1	1
172	произведение в его	1	1
173	местоположением семантических единиц	1	1
174	но в мире	1	1
175	представляет собой ни	1	1
176	геннепа и в	1	1
177	в специальном значении	1	1
178	что душевная характеристика	1	1
179	появляется в тексте	1	1
180	может или пожелает	1	1
181	или иной мерой	1	1
182	о том как	1	1
183	никак не может	1	1
184	зеркала души вдруг	1	1
185	том смысле что	1	1
186	на это в	1	1
187	темной родинкой и	1	1
188	в той же	1	1
189	отнюдь не является	1	1
190	до известной степени	1	1
191	лишь поименованное в	1	1
192	в рамках текста	1	1
193	была тихая добродушная	1	1
194	терминологией а ван	1	1
195	социальной ситуации в	1	1
196	снята а так	1	1
197	что крупный план	1	1
198	четко разграничивая употребление	1	1
199	ни с какой	1	1
200	времени в поле	1	1
201	том что искусство	1	1
202	невместима в пределы	1	1
203	входит лишь поименованное	1	1
204	трактует последний как	1	1
205	бы место лишь	1	1
206	движется один отдельный	1	1
207	в каком она	1	1
208	единства фразы устанавливает	1	1
209	в этом смысле	3	1
210	как она была	1	1
211	постепенно снята а	1	1
212	тривиальная в общеязыковом	1	1
213	ван дейк четко	1	1
214	его собственному признанию	1	1
215	ничего не говорит	1	1
216	собой один из	1	1
217	литература xx века	1	1
218	самом деле в	1	1
219	внутреннего зрения или	1	1
220	то или иное	1	1
221	продукт социального взаимодействия	1	1
222	ничего не доказывает	1	1
223	порядок фокусирующих восприятие	1	1
224	читателю ракурс видения	1	1
225	таков что душевная	1	1
226	кадры повествования а	1	1
227	в ходе чтения	1	1
228	и усиленная следующим	1	1
229	специфически человеческий способ	1	1
230	трех говорящего автора	1	1
231	соприкосновения разных сознаний	1	1
232	вдруг заслоняется крупным	1	1
233	частности значения общедоступные	1	1
234	текста в начале	1	1
235	устанавливает задаваемый читателю	1	1
236	коммуникативного события в	2	1
237	позволил бы себе	1	1
238	тогда как сам	1	1
239	в отечественной традиции	1	1
240	душечки постепенно углубляемая	1	1
241	и т.д иронически	1	1
242	в том числе	3	1
243	было и не	1	1
244	в кадры повествования	1	1
245	в кадры читательского	1	1
246	самая тривиальная в	1	1
247	о ком говорит	1	1
248	зрения читателя находится	1	1
249	сказать и о	1	1
250	иначе говоря мы	1	1
251	не говоря о	1	1
252	и в тэрнера	1	1
253	свидетельствует о том	1	1
254	отрезок времени в	1	1
255	и социальные характеристики	1	1
256	ситуации в частности	1	1
257	двух и более	1	1
258	том виде в	1	1
259	и рождается в	1	1
260	виде в каком	1	1
261	употребление языка и	1	1
262	в этом втором	1	1
263	фокусирующих восприятие определений	1	1
264	как бы не	2	1
265	между двумя полюсами	1	1
266	один отдельный кадр	1	1
267	крупным планом заключительного	1	1
268	может быть определено	1	1
269	событие о котором	1	1
270	на ее полные	1	1
271	так или иначе	1	1
272	однако в силу	1	1
273	сам по себе	1	1
274	личностные и социальные	1	1
275	что один из	1	1
276	повествования а читателем	1	1
277	не упускать из	1	1
278	выявляется благодаря нашему	1	1
279	друг с другом	2	1
280	особенно в конце	1	1
281	в том случае	1	1
282	значения общедоступные для	1	1
283	знание языка знание	1	1
284	рода ключ к	1	1
285	иной знаковой системы	1	1
286	лишь в самом	1	1
287	бы постепенно снята	1	1
288	благодаря нашему способу	1	1
289	слияние пространственных и	1	1
290	ракурс видения в	1	1
291	из рассмотренных выше	1	1
292	даже самая тривиальная	1	1
293	восприятия в каждый	1	1
294	в обоих случаях	2	1
295	только в качестве	1	1
296	которому казалось бы	1	1
297	речи такова что	1	1
298	означает что в	2	1
299	современной нарратологии это	1	1
300	текста но и	1	1
301	и событие самого	1	1
302	автора тогда как	1	1
303	может оказаться и	1	1
304	щеки на мягкую	1	1
305	собой ни что	1	1
306	в точке соприкосновения	1	1
307	состав такого кадра	1	1
308	место слияние пространственных	1	1
309	специфика кадропорождающих возможностей	1	1
310	создается местоположением семантических	1	1
311	портрет пейзаж интерьер	1	1
312	или о чем	1	1
313	может быть сведена	1	1
314	способу постановки вопросов	1	1
315	в то что	1	1
316	этой цепочки при	1	1
317	большей или меньшей	4	1
318	деталями кадр внутреннего	1	1
319	по аналогии с	1	1
320	социального взаимодействия трех	1	1
321	исходя из того	2	1
322	в полной мере	3	1
323	о чем говорят	1	1
324	как известно по	1	1
325	не о том	3	1
326	концентрирует внимание на	2	1
327	еще в году	1	1
328	по его собственному	1	1
329	контексте художественного целого	1	1
330	постепенно углубляемая вплоть	1	1
331	может быть использовано	1	1
332	в разные времена	1	1
333	могут быть только	1	1
334	в том или	3	1
335	нашему способу постановки	1	1
336	имеет место слияние	1	1
337	т.д иронически дискредитирует	1	1
338	умирающего и воскресающего	1	1
339	точки зрения в	1	1
340	такого кадра входит	1	1
341	не сами по	1	1
342	художественного целого не	1	1
343	не он сам	1	1
344	казалось бы место	1	1
345	это была тихая	1	1
346	можно сказать не	1	1
347	такова что крупный	1	1
348	и слушающих их	1	1
349	читательского восприятия в	1	1
350	точке соприкосновения разных	1	1
351	выражение и продукт	1	1
352	как по анфиладе	1	1
353	в стране мертвых	1	1
354	принимает на себя	1	1
355	может быть найден	1	1
356	достаточно очевидным образом	1	1
357	до взгляда этого	1	1
358	то ни было	3	1
359	их личностные и	1	1
360	разрывом во времени	1	1
361	говорящего автора слушающего	1	1
362	как коммуникативного события	1	1
363	человеческий способ существования	1	1
364	для воспринимающего сознания	1	1
365	в искусстве слова	1	1
366	на мягкую белую	1	1
367	и даже не	1	1
368	установки и представления	1	1
369	следует смешивать с	1	1
370	это всего лишь	1	1
371	этнографии терминологией а	1	1
372	или движется один	1	1
373	как раз и	2	1
374	моментов в жизни	1	1
375	какой бы то	2	1
376	а не в	3	1
377	общедоступные для участников	1	1
378	усиленная следующим кадром	1	1
379	при таком гипотетическом	1	1
380	перед нами два	1	1
381	взгляда этого зеркала	1	1
382	значении этого слова	7	1
383	в него говорящего	1	1
384	а не с	2	1
385	в самом тексте	1	1
386	места времени и	1	1
387	фразы устанавливает задаваемый	1	1
388	этого зеркала души	1	1
389	и того о	1	1
390	это своего рода	1	1
391	текста всё это	1	1
392	в своем составе	1	1
393	же время они	1	1
394	возможностей речи такова	1	1
395	том числе и	1	1
396	пределах кадрового единства	1	1
397	с другой стороны	2	1
398	в этой связи	2	1
399	слушающего читателя и	1	1
400	себя но и	1	1
401	бы то ни	3	1
402	кадры читательского восприятия	1	1
403	здоровая порядок фокусирующих	1	1
404	из того что	3	1
405	во втором случае	1	1
406	себе знать в	1	1
407	или иного рода	1	1
408	в частности специфика	1	1
409	как мы увидим	1	1
410	а не только	2	1
411	в равной мере	2	1
412	автора и читателя	3	1
413	в значительной степени	1	1
414	себя внимание что	1	1
415	вновь как и	1	1
416	слово есть выражение	1	1
417	а ван геннепа	1	1
418	заключительного телесного замечания	1	1
419	в принципе не	3	1
420	или хотя бы	1	1
421	тогда как для	1	1
422	особенно в новейшее	1	1
423	задаваемый читателю ракурс	1	1
424	душевная характеристика душечки	1	1
425	оно не является	1	1
426	телесного замечания которому	1	1
427	одним и тем	1	1
428	в произведении и	1	1
429	в области литературы	1	1
430	нами два события	1	1
431	в нашем случае	3	1
432	ментальный внутренний мир	1	1
433	себя за голову	1	1
434	жизнью и смертью	1	1
435	в конце фразы	1	1
436	заслоняется крупным планом	1	1
437	и полагает что	1	1
438	событие включая в	1	1
439	последовательно вводятся автором	1	1
440	в общеязыковом отношении	1	1
441	есть не что	4	1
442	социальные характеристики другие	1	1
443	в этих случаях	1	1
444	ее полные розовые	1	1
445	организации коммуникативного события	1	1
446	очень здоровая порядок	1	1
447	а так она	1	1
448	взаимодействия трех говорящего	1	1
449	того о ком	1	1
450	то есть в	2	1
451	в контексте художественного	1	1
452	для участников коммуникации	1	1
453	они могут быть	1	1
454	кадропорождающих возможностей речи	1	1
455	качестве некоторого я	1	1
456	так она подхваченная	1	1
457	коммуникации знание языка	1	1
458	никогда не бывает	1	1
459	к тому или	1	1
460	даже не столько	1	1
461	каждый малый отрезок	1	1
462	уже говорилось о	1	1
463	розовые щеки на	1	1
464	она выявляется благодаря	1	1
465	и тем же	1	1
466	креативного и рецептивного	1	1
467	если говорить о	2	1
468	и особенно в	1	1
469	автором в кадры	1	1
470	в противном случае	1	1
471	повествователя рассказчика хроникера	3	1
472	дело не с	2	1
473	переносом в пространстве	1	1
474	осмысленном и конкретном	1	1
475	до сего времени	1	1
476	два события событие	1	1
477	и текста в	1	1
478	по крайней мере	4	1
479	и процессов а	1	1
480	и до сего	1	1
481	в данный момент	2	1
482	как это было	1	1
483	чем говорят героя	1	1
484	отдельный кадр повествования	1	1
485	кадра входит лишь	1	1
486	событием самого рассказывания	1	1
487	в результате чего	2	1
488	на уровне сюжета	1	1
489	человеческого бытия и	1	1
490	говорить не приходится	1	1
491	поле зрения читателя	2	1
492	есть выражение и	1	1
493	была бы постепенно	1	1
494	души вдруг заслоняется	1	1
495	таком гипотетическом порядке	1	1
496	выступает в том	1	1
497	себя в другом	3	1
498	в последние десятилетия	1	1
499	шею с темной	1	1
500	один и тот	1	1
501	и быть может	1	1
502	барышня с кротким	1	1
503	как образ автора	1	1
504	случае мы имеем	1	1
505	душечка читаем это	1	1
506	текста а не	3	1
507	участников коммуникативного события	1	1
508	в поле зрения	2	1
509	взглядом очень здоровая	1	1
510	этой точки зрения	2	1
511	и рецептивного сознаний	1	1
512	том или ином	4	1
513	и в самом	3	1
514	текста и не	1	1
515	иметь для нас	1	1
516	разграничивая употребление языка	1	1
517	в пределы одного	1	1
518	цепочки при таком	1	1
519	что же касается	1	1
520	дважды встречается в	1	1
521	пределы одного сознания	1	1
522	самом деле не	1	1
523	пребывания в стране	1	1
524	как и сам	1	1
525	кадр внутреннего зрения	1	1
526	как и в	2	1
527	в пределах кадрового	1	1
528	не следует смешивать	1	1
529	и временных примет	1	1
530	быть сведена к	1	1
531	подхваченная и усиленная	1	1
532	от себя лично	1	1
533	как один из	1	1
534	по анфиладе комнат	1	1
535	вплоть до взгляда	1	1
536	было не до	1	1
537	место лишь в	2	1
538	все что может	1	1
539	того и другого	2	1
540	и воскресающего бога	1	1
541	жизни но и	1	1
542	а в то	2	1
543	встречи креативного и	1	1
544	самом начале этой	1	1
545	родинкой и т.д	1	1
546	которые при этом	1	1
547	той же мере	1	1
548	котором рассказано в	1	1
549	включая в него	1	1
550	него говорящего и	1	1
551	добродушная жалостливая барышня	1	1
552	не должен быть	2	1
553	может претендовать на	1	1
554	на этот вопрос	1	1
555	принимают участие в	1	1
556	и того и	2	1
557	в один голос	2	1
558	глядя на ее	1	1
559	в большей или	1	1
560	начале этой цепочки	1	1
561	языка знание мира	1	1
562	о ком или	1	1
563	находится или движется	1	1
564	тейяр де шарден	2	1
565	автора слушающего читателя	1	1
566	во встрече с	1	1
567	планом заключительного телесного	1	1
568	гипотетическом порядке его	1	1
569	жалостливая барышня с	1	1
570	частности специфика кадропорождающих	1	1
571	еще в самом	1	1
572	в частности как	1	1
573	именно в этом	2	1
574	сказанное отнюдь не	1	1
575	данного коммуникативного события	1	1
576	как и на	2	1
577	углубляемая вплоть до	1	1
578	я не могу	1	1
579	еще не гарантирует	1	1
580	выше уже говорилось	2	1
581	не что иное	5	1
582	пожелает представить себе	1	1
583	и та же	1	1
584	в основе которого	1	1
585	или особенно в	1	1
586	представляет собой последовательность	1	1
587	временных примет в	1	1
588	мы узнаем о	1	1
589	тихая добродушная жалостливая	1	1
590	в тексте а	1	1
591	в этнографии терминологией	1	1
592	ответ на этот	1	1
593	том что именно	1	1
594	последнего завершающего слова	1	1
595	содержит в себе	3	1
596	аспекты социальной ситуации	1	1
597	однако и до	1	1
598	роль в организации	1	1
599	языка и дискурс	1	1
600	слушающих их личностные	1	1
601	с темной родинкой	1	1
602	единого художественного высказывания	1	1
603	с действительной жизнью	1	1
604	состоит в сегментировании	1	1
605	в частности значения	1	1
606	что вообще характерно	1	1
607	согласно классическому определению	1	1
608	и как будто	1	1
609	и продукт социального	1	1
610	восприятие определений таков	1	1
611	примет в осмысленном	1	1
612	насыщенный деталями кадр	1	1
613	но отнюдь не	2	1
614	в молчание бахтин	1	1
615	последний как коммуникативное	1	1
616	при условии что	1	1
617	пространственных и временных	1	1
618	в себе не	1	1
619	что может или	1	1
620	том что он	2	1
621	коммуникативное событие включая	1	1
622	мягкую белую шею	1	1
623	рассказ в рассказе	1	1
624	в каждый малый	1	1
625	характеристики другие аспекты	1	1
626	может быть использован	1	1
627	предполагает не только	2	1
628	следует сказать и	1	1
629	имеет в своем	1	1
630	дейк четко разграничивая	1	1
631	рождается в точке	1	1
632	каком она выявляется	1	1
633	мягким взглядом очень	1	1
634	но и самого	1	1
635	произведении и событие	1	1
636	не оставляет места	1	1
637	одна и та	1	1
638	она может быть	1	1
639	и всей первой	1	1
640	без опоры на	1	1
641	ни что иное	1	1
642	в воспринимающем сознании	1	1
643	том случае если	1	1
644	принципиально невместима в	1	1
645	и вся его	1	1
646	представляет собой один	1	1
647	более того личность	1	1
648	времени и действия	1	1
649	определений таков что	1	1
650	расположение деталей в	1	1
651	развивал мысль о	1	1
652	рассказано в произведении	1	1
653	ком или о	1	1
654	участников коммуникации знание	1	1
655	как было показано	1	1
656	видит не только	1	1
657	то что мы	1	1
658	во второй раз	1	1
659	читаем это была	1	1
660	как коммуникативное событие	1	1
661	его событийной полноте	1	1
662	иного национального языка	1	1
663	в основе своей	2	1
664	и конкретном целом	1	1
665	замечания которому казалось	1	1
666	в этой ситуации	1	1
667	себя внимание и	1	1
668	в том виде	1	1
669	однако все они	1	1
670	читателя находится или	1	1
671	как единого художественного	1	1
672	или пожелает представить	1	1
673	нет и не	2	1
674	упускать из виду	2	1
675	единиц текста в	1	1
676	полные розовые щеки	1	1
677	кротким мягким взглядом	1	1
678	с этой точки	2	1
679	вообще характерно для	1	1
680	ван геннепа и	1	1
681	другие аспекты социальной	1	1
682	ключевая роль принадлежит	1	1
683	в сущности говоря	1	1
684	сознания тогда как	1	1
685	тексте а не	1	1
686	белую шею с	1	1
687	события событие о	1	1
688	при соотнесении с	1	1
689	и не обретает	1	1
690	вводятся автором в	1	1
