N	2gram	Nazirov_Tv	PoTuStor
530	отметить что	1	1
531	на всю	1	1
532	мы по	1	1
533	жизнь во	1	1
534	как один	1	1
535	а во	2	1
536	общества путем	1	1
537	с другой	4	1
538	лишь в	1	1
539	в рамках	1	1
540	нем и	2	1
541	ничего общего	1	1
542	я в	1	1
543	что же	1	1
544	как на	1	1
545	вторая часть	1	1
546	и еще	2	1
547	же самое	1	1
548	каждого из	1	1
549	среди них	1	1
550	в эту	1	1
551	золотого века	1	1
552	на наших	1	1
553	в комнате	1	1
554	заметить что	1	1
555	не совсем	1	1
556	под ним	1	1
557	ее не	1	1
558	однако в	3	1
559	общего с	1	1
560	году в	3	1
561	культуры и	2	1
562	что для	3	1
563	главным образом	1	1
564	и самого	1	1
565	со своего	1	1
566	и борьба	1	1
567	когда человек	2	1
568	для всей	1	1
569	той же	4	1
570	свою противоположность	2	1
571	в самую	1	1
572	него все	1	1
573	но нет	1	1
574	бы он	1	1
575	о его	1	1
576	всех сторон	1	1
577	что я	4	1
578	что может	1	1
579	процессы в	2	1
580	под названием	1	1
581	считают что	1	1
582	может оказаться	1	1
583	как я	1	1
584	в известной	4	1
585	с которым	2	1
586	хорошо нам	1	1
587	все время	3	1
588	в духе	6	1
589	или иной	1	1
590	до меня	1	1
591	другой так	1	1
592	же в	1	1
593	что она	5	1
594	внутренний протест	1	1
595	теории и	1	1
596	в атмосфере	1	1
597	не сразу	1	1
598	и прежде	1	1
599	себя с	1	1
600	одна из	5	1
601	если они	1	1
602	любви к	2	1
603	году и	1	1
604	этот момент	2	1
605	не лучше	1	1
606	по поводу	1	1
607	его к	2	1
608	их на	1	1
609	и тесно	2	1
610	сказать о	1	1
611	легкого и	1	1
612	человек не	1	1
613	это в	3	1
614	это уже	7	1
615	эти два	1	1
616	к этим	1	1
617	ему это	1	1
618	что иное	1	1
619	обращение с	1	1
620	жизни таким	1	1
621	мы должны	1	1
622	его смерти	1	1
623	его времени	2	1
624	не случайно	6	1
625	себя в	3	1
626	и особенно	1	1
627	точку зрения	1	1
628	одного и	1	1
629	тот же	3	1
630	ничего не	3	1
631	на путях	1	1
632	иное как	1	1
633	что до	1	1
634	и самый	1	1
635	очень важен	1	1
636	человека но	3	1
637	своего развития	1	1
638	из этой	3	1
639	намек на	2	1
640	к нему	1	1
