N	3gram	Bakhtin_Fr	Formalny
278	и в особенности	1	1
279	о том что	5	1
280	но там где	2	1
281	были в нем	1	1
282	в одном отношении	1	1
283	мы обратимся к	1	1
284	того чтобы не	1	1
285	если мы обратимся	1	1
286	достигается тем что	1	1
287	и без того	1	1
288	это связано с	1	1
289	и в самом	1	1
290	его представителями и	1	1
291	концы с концами	1	1
292	но и не	1	1
293	художественной формы и	1	1
294	а следовательно и	1	1
295	что все они	1	1
296	здесь вовсе не	1	1
297	можно сказать что	4	1
298	и даже в	2	1
299	говорить о нем	1	1
300	и той же	1	1
301	от реальной действительности	1	1
302	часть и все	1	1
303	определяющее влияние и	1	1
304	в то время	3	1
305	со всеми другими	2	1
306	точки зрения на	2	1
307	а не из	1	1
308	все же не	1	1
309	и здесь все	1	1
310	хотя и не	1	1
311	в узком смысле	1	1
312	провести между ними	1	1
313	не только освобождение	1	1
314	другой стороны в	1	1
315	мира и его	1	1
316	не что иное	1	1
317	один из важнейших	1	1
318	что иное как	1	1
319	ни в коем	1	1
320	по преимуществу на	1	1
321	одно и то	1	1
322	только в искусстве	1	1
323	одной и той	1	1
324	таким образом как	1	1
325	в его книге	1	1
326	им в своей	1	1
327	лишь одной из	1	1
328	или меньшей степени	1	1
329	идет в ущерб	1	1
330	во всех этих	2	1
331	и все остальные	1	1
332	в особенности в	1	1
333	это достигается тем	1	1
334	в сущности не	2	1
335	этом отношении он	1	1
336	его в конце	1	1
337	и в наши	1	1
338	и что в	1	1
339	же как и	2	1
340	здесь нет и	1	1
341	в огромном большинстве	2	1
342	можем судить о	1	1
343	внутреннее противоречие в	1	1
344	же время в	1	1
345	дело здесь не	2	1
346	прежде всего все	1	1
347	мир в его	1	1
348	его с другими	1	1
349	достаточно сказать что	1	1
350	в большей или	1	1
351	внешнее и внутреннее	2	1
352	это отношение к	1	1
353	но в это	1	1
354	как одной из	1	1
355	все это в	1	1
356	мы уже говорили	7	1
357	к одной и	1	1
358	является одним из	2	1
359	это и есть	2	1
360	произведение в целом	1	1
361	в основе их	1	1
362	в процессе своего	1	1
363	можно было бы	2	1
364	быть самим собой	2	1
365	потому что они	1	1
366	что связано с	1	1
