N	2gram	Berdyaev_M	StatiiOP
324	тему о	4	4
325	только что	1	4
326	которые не	2	4
327	и без	2	4
328	а именно	1	4
329	что ни	1	4
330	культуры в	1	4
331	казалось бы	1	4
332	было не	1	4
333	не существует	5	4
334	не могли	1	4
335	не всегда	1	4
336	и те	4	4
337	нужно искать	2	4
338	во времена	1	4
339	трагедии и	1	4
340	всего в	2	4
341	мы видим	4	4
342	и он	21	4
343	и эти	1	4
344	как можно	1	4
345	будто бы	3	4
346	и именно	2	4
347	на этом	5	4
348	не могут	6	4
349	в свете	3	4
350	в смысле	1	4
351	и у	3	4
352	что как	1	4
353	свободен от	1	4
354	только с	3	4
355	мы любим	1	4
356	и речи	1	4
357	в развитии	1	4
358	должны быть	3	4
359	и тот	2	4
360	литературы и	2	4
361	русской поэзии	1	4
362	этап в	1	4
363	с которым	2	4
364	которые были	1	4
365	за пределы	5	4
366	эту тему	1	4
367	а потому	1	4
368	то есть	3	4
369	если в	2	4
370	это есть	4	4
371	они не	4	4
372	так писал	1	4
373	как о	1	4
374	нет не	1	4
375	от его	3	4
376	да и	1	4
377	по своей	4	4
378	хотел бы	5	4
379	нет в	5	4
380	все они	1	4
381	бы и	8	4
382	в основе	4	4
383	ни у	2	4
384	более чем	3	4
385	в значительной	2	4
386	связана с	9	4
387	относится к	2	4
388	быть не	2	4
389	и тогда	2	4
390	народ в	1	4
391	в обоих	1	4
392	не знает	12	4
393	не для	2	4
394	в образе	4	4
395	с нею	1	4
396	значительной степени	2	4
397	этого слова	1	4
398	могли быть	1	4
399	для россии	1	4
400	которые в	2	4
401	нет ни	3	4
402	бы на	1	4
403	как у	2	4
404	и всегда	3	4
405	чем он	1	4
406	смысле этого	1	4
407	а на	1	4
408	есть в	3	4
409	этого вопроса	3	4
410	в такой	4	4
411	нисколько не	1	4
412	мере в	1	4
413	чем в	3	4
414	значит что	4	4
415	е в	1	4
416	и их	3	4
417	еще в	4	4
418	же можно	2	4
419	в период	1	4
420	в эпоху	2	4
421	для этого	3	4
422	но для	2	4
423	люди которые	1	3
424	от него	4	3
425	является в	1	3
426	любовь к	10	3
427	не хочет	3	3
428	его от	1	3
429	то не	1	3
430	но что	1	3
431	из нее	1	3
432	их в	1	3
433	почти все	1	3
434	себе в	3	3
435	к этой	3	3
436	даже и	2	3
437	не должен	1	3
438	но эти	1	3
439	смысле слова	7	3
440	для которого	1	3
441	его собственной	2	3
442	с именем	1	3
443	быть в	1	3
444	во всей	1	3
445	все время	3	3
446	от них	1	3
447	нет никаких	2	3
448	к этим	3	3
449	не то	1	3
450	произведения и	1	3
451	на том	3	3
452	разного рода	2	3
453	х годов	1	3
454	есть еще	1	3
455	не очень	1	3
456	что русский	1	3
457	как его	1	3
458	я и	3	3
459	в деле	1	3
460	также в	2	3
461	и перед	3	3
462	и до	1	3
463	от этого	4	3
464	особенно в	3	3
465	вопроса о	1	3
466	бы в	3	3
467	формы в	1	3
468	исторической эпохи	1	3
469	находит свое	1	3
470	в наше	2	3
471	эти слова	2	3
472	не дает	1	3
473	совсем не	3	3
474	не будет	3	3
475	я бы	2	3
476	этой темы	1	3
477	не раз	1	3
478	о русском	1	3
479	что во	1	3
480	сам в	1	3
481	свои силы	3	3
482	за себя	1	3
483	наше время	1	3
484	что до	1	3
485	и самый	2	3
486	чем у	8	3
487	от нее	5	3
488	в содержании	1	3
489	народа в	1	3
490	тогда когда	2	3
491	не были	2	3
492	русского народа	1	3
493	той мере	1	3
494	бы ни	2	3
495	которая должна	1	3
496	со всеми	1	3
497	что нет	2	3
498	по истории	1	3
499	это выражение	1	3
500	он хотел	3	3
501	отношения к	6	3
502	к его	1	3
503	себя и	6	3
504	бы не	4	3
505	которая не	2	3
506	эта тема	2	3
507	то и	1	3
508	в свою	5	3
509	это идет	1	3
510	у меня	1	3
511	и вся	1	3
512	и ему	1	3
513	а во	1	3
514	и народ	1	3
515	а вовсе	1	3
516	идей и	3	3
517	только потому	1	3
518	понимал что	2	3
519	он должен	4	3
520	как к	2	3
521	но на	2	3
522	смысле что	1	3
523	в нашей	1	3
524	может не	3	3
525	и нужно	2	3
526	так в	1	3
527	он и	2	3
528	не значит	2	3
529	тут не	1	3
530	в русском	1	3
531	иногда и	1	3
532	а к	2	3
533	но эта	2	3
534	это еще	1	3
535	о жизни	1	3
536	с той	1	3
537	и как	3	3
538	если и	1	3
539	к концу	5	3
540	а иногда	1	3
541	к своему	2	3
542	на них	1	3
543	это связано	1	3
544	александра i	1	3
545	всю свою	1	3
546	она не	9	3
547	сомневаться в	1	3
548	для кого	1	3
549	когда он	3	3
550	народом и	1	3
551	отказ от	1	3
552	отношений между	2	3
553	движения в	2	3
554	от того	4	3
555	не хотел	5	3
556	в плане	1	3
557	и ее	2	3
558	это можно	1	3
559	и других	2	3
560	все более	1	3
561	ведь и	1	3
562	в каком-то	2	3
563	и наконец	1	3
564	не к	6	3
565	и уже	1	3
566	к подлинному	1	2
567	на тот	1	2
568	в момент	3	2
569	к такому	1	2
570	он считает	2	2
571	из всех	1	2
572	это значит	3	2
573	в разных	3	2
574	тем как	2	2
575	или нет	1	2
576	те же	5	2
577	это нужно	1	2
578	потому не	3	2
579	одно дело	1	2
580	кажется в	1	2
581	для обнаружения	1	2
582	к другу	6	2
583	делает в	1	2
584	о мире	2	2
585	жизнь в	4	2
586	которым он	1	2
587	мысль о	2	2
588	из самых	9	2
589	французской революции	1	2
590	принадлежат к	3	2
591	отношением к	2	2
592	роль в	2	2
593	но у	2	2
594	по своим	1	2
595	есть только	2	2
596	я хотел	2	2
597	он по	1	2
598	а что	1	2
599	сам же	1	2
600	литературы в	1	2
601	ответить на	2	2
602	на человека	2	2
603	было в	3	2
604	которой он	2	2
605	входит в	3	2
606	выходит из	1	2
607	это его	1	2
608	из жизни	1	2
609	за собой	2	2
610	втором случае	1	2
611	на пути	4	2
612	и когда	2	2
613	началось с	1	2
614	превращается в	1	2
615	всего что	2	2
616	но этот	3	2
617	и еще	3	2
618	него не	3	2
619	что их	1	2
620	за него	1	2
621	но к	2	2
622	в зависимости	1	2
623	ее истории	1	2
624	для понимания	1	2
625	это прежде	1	2
626	во франции	1	2
627	х и	1	2
628	бы это	2	2
629	еще у	1	2
630	в движении	4	2
631	или лучше	1	2
632	свое собственное	1	2
633	сам по	2	2
634	все в	7	2
635	еще мальчиком	1	2
636	иных случаях	1	2
637	протяжении всей	1	2
638	их что	1	2
639	русского человека	3	2
640	ума и	3	2
641	видит в	1	2
642	бы только	1	2
643	исторического процесса	1	2
644	а за	2	2
645	и можно	3	2
646	под его	2	2
647	о русских	1	2
648	с одним	1	2
649	в изображении	1	2
650	такова что	1	2
651	и она	5	2
652	и вместе	4	2
653	связанным с	1	2
654	он жил	1	2
655	уже быть	1	2
656	ответом на	1	2
657	русским народом	1	2
658	все говорили	1	2
659	него есть	2	2
660	принадлежит в	1	2
661	был так	1	2
662	ту же	1	2
663	с какой	1	2
664	как человек	2	2
665	уже к	1	2
666	характерны для	1	2
667	на нем	1	2
668	его жизнь	1	2
669	в нее	1	2
670	в иных	3	2
671	когда мы	2	2
672	истории и	2	2
673	или о	1	2
674	соединение с	2	2
675	что есть	7	2
676	что нужно	1	2
677	но нет	1	2
678	который так	4	2
679	лучше сказать	1	2
680	что только	1	2
681	и от	3	2
682	этих словах	1	2
683	всю жизнь	7	2
684	не сразу	1	2
685	бы быть	1	2
686	писателя в	1	2
687	его к	2	2
688	хотелось бы	1	2
689	который был	4	2
690	потому ли	2	2
691	кто знает	1	2
692	не случайно	1	2
693	не умеет	1	2
694	быть и	2	2
695	были бы	1	2
696	он уже	8	2
697	и этот	4	2
698	был очень	2	2
699	его с	4	2
700	с такой	2	2
701	и кто	2	2
702	и из	1	2
703	хотя в	1	2
704	с ума	4	2
705	да ведь	1	2
706	для них	3	2
707	это была	1	2
708	за это	1	2
709	все его	3	2
710	к нам	1	2
711	от своего	2	2
712	с ней	3	2
713	их и	1	2
714	и русская	2	2
715	по преимуществу	4	2
716	о своей	2	2
717	к будущему	1	2
718	как не	1	2
719	жизни в	3	2
720	быть назван	3	2
721	смертной казни	1	2
722	не до	2	2
723	своей жизни	1	2
724	только одно	3	2
725	к образу	1	2
726	то он	3	2
727	всему этому	1	2
728	может создать	1	2
729	замечательно что	1	2
730	тех же	1	2
731	не имеют	2	2
732	на какой	2	2
733	наших глазах	1	2
734	это особенно	2	2
735	зависимости от	1	2
736	тебе что	1	2
737	в середине	4	2
738	только тогда	1	2
739	пишет он	2	2
740	и теперь	1	2
741	что если	1	2
742	совпадают с	1	2
743	значение для	1	2
744	приводит в	1	2
745	он хочет	4	2
746	более и	1	2
747	чем не	3	2
748	цели и	1	2
749	и той	2	2
750	имеем в	1	2
751	в эволюции	1	2
752	в отличие	1	2
753	мог бы	5	2
754	слова он	2	2
755	общества в	1	2
756	всякий раз	2	2
757	он может	1	2
758	не давала	1	2
759	в свой	2	2
760	же до	1	2
761	видел в	1	2
762	по отдельным	1	2
763	у них	4	2
764	все с	1	2
765	тот же	1	2
766	с того	2	2
767	но есть	1	2
768	из этой	2	2
769	не означает	2	2
770	одних и	1	2
771	значение в	1	2
772	любви в	2	2
773	различие между	2	2
774	пришли к	1	2
775	сам он	2	2
776	и вот	7	2
777	и этим	2	2
778	на что	1	2
779	которых он	5	2
780	этой мысли	1	2
781	на которой	1	2
782	собой в	1	2
783	с их	2	2
784	ведь это	2	2
785	что является	1	2
786	у всех	4	2
787	не больше	1	2
788	и эта	3	2
789	в обычном	2	2
790	кто в	1	2
791	и благой	1	2
792	долгое время	2	2
793	но нельзя	1	2
794	говорят о	2	2
795	была для	1	2
796	иной раз	1	2
797	перед собой	2	2
798	по своему	3	2
799	на все	3	2
800	сразу же	1	2
801	света и	2	2
802	и оно	1	2
803	в ином	2	2
804	жизнь и	5	2
805	чтобы сделать	1	2
806	отличие от	1	2
807	потребность в	1	2
808	не могу	4	2
809	не оставляет	1	2
810	нужно было	1	2
811	выйти за	1	2
812	люди с	1	2
813	каждый раз	1	2
814	для русского	1	2
815	в пределах	1	2
816	против того	1	2
817	не должно	1	2
818	его отношение	2	2
819	россии и	1	2
820	знает и	1	2
821	показывает как	3	2
822	те которые	12	2
823	них нет	2	2
824	пути к	1	2
825	бы он	2	2
826	было для	3	2
827	была в	2	2
828	в эти	1	2
829	пишет в	1	2
830	он с	1	2
831	не надо	2	2
832	с этих	1	2
833	на большую	2	1
834	во всем	5	1
835	был и	1	1
836	которой все	2	1
837	место у	1	1
838	никогда и	1	1
839	нельзя ставить	1	1
840	истории для	1	1
841	существует лишь	1	1
842	он совершил	2	1
843	можно и	2	1
844	самого себя	6	1
845	не связан	1	1
846	бы даже	1	1
847	важно для	1	1
848	ней нужно	1	1
849	степени как	1	1
850	подходил к	1	1
851	и над	1	1
852	с самим	5	1
853	них есть	2	1
854	вступает в	1	1
855	и социальной	1	1
856	сказано но	1	1
857	и был	1	1
858	литература и	1	1
859	перед ней	1	1
860	мысли и	2	1
861	к прошлому	1	1
862	окружающей его	1	1
863	что человек	5	1
864	и рядом	1	1
865	это отрицание	2	1
866	требует от	1	1
867	сам был	2	1
868	но первые	1	1
869	этом направлении	1	1
870	с собой	5	1
871	личность но	1	1
872	внешней формы	1	1
873	этом основании	1	1
874	основывается на	1	1
875	совсем особый	2	1
876	в борьбе	1	1
877	или во	1	1
878	быть признана	1	1
879	истина что	1	1
880	прошлому а	1	1
881	имеет для	1	1
882	очень не	1	1
883	темы о	2	1
884	к более	1	1
885	с любимым	1	1
886	уже на	1	1
887	было очень	1	1
888	в церковном	1	1
889	если он	7	1
890	рядом с	1	1
891	мира это	1	1
892	и другим	1	1
893	был одним	1	1
894	мир идей	2	1
895	находит себе	1	1
896	начинается с	1	1
897	духа в	5	1
898	оценок и	1	1
899	по внешности	1	1
900	есть самое	1	1
901	что действие	1	1
902	и социального	2	1
903	является для	1	1
904	дело которое	1	1
905	в ряду	1	1
906	раз когда	2	1
907	обращение к	1	1
908	и нет	3	1
909	моменты в	1	1
910	понять как	1	1
911	перестает быть	1	1
912	русской жизни	1	1
913	претензия на	1	1
914	это с	1	1
915	и политического	1	1
916	я ни	1	1
917	знал что	1	1
918	существование и	1	1
919	нельзя было	3	1
920	сам не	4	1
921	духовной жизни	3	1
922	жизни эта	1	1
923	трудно было	1	1
924	раб или	1	1
925	в нескольких	1	1
926	все свои	1	1
927	ничто не	1	1
928	бы из	1	1
929	но во	1	1
930	он много	1	1
931	и своим	1	1
932	я отвечаю	1	1
933	а после	1	1
934	исхода из	1	1
935	имея в	1	1
936	что вся	1	1
937	положение занимает	1	1
938	одной и	2	1
939	когда она	1	1
940	об отношении	1	1
941	средних веков	1	1
942	и трагедии	1	1
943	остается несомненным	2	1
944	борьбе с	1	1
945	приходит к	2	1
946	него было	1	1
947	себе и	4	1
948	есть очень	1	1
949	этим не	1	1
950	чем его	5	1
951	много нового	1	1
952	уже и	1	1
953	не вполне	1	1
954	жизнь но	1	1
955	любви к	14	1
956	жизни он	3	1
957	в вопросе	1	1
958	перед ним	3	1
959	который должен	2	1
960	в глаза	1	1
961	всегда и	1	1
962	с другим	3	1
963	которого был	1	1
964	в прошлом	1	1
965	новым словом	1	1
966	наедине с	1	1
967	к ним	1	1
968	вообще и	1	1
969	бога и	13	1
970	очень большая	1	1
971	это гораздо	1	1
972	убежден что	1	1
973	отношении между	1	1
974	во всякой	1	1
975	в голове	1	1
976	он так	2	1
977	наряду с	1	1
978	революции в	2	1
979	органически был	1	1
980	они должны	1	1
981	все-таки не	1	1
982	верить в	1	1
983	такая же	1	1
984	в нашем	2	1
985	находится в	1	1
986	как от	1	1
987	было чуждо	1	1
988	русской литературы	5	1
989	традиций и	1	1
990	он сам	11	1
991	были в	1	1
992	шекспир был	2	1
993	собственный путь	1	1
994	с темой	1	1
995	в идеале	2	1
996	вопрос и	2	1
997	о связи	1	1
998	курсив мой	4	1
999	себя в	6	1
1000	есть также	4	1
1001	доступ к	3	1
1002	он считал	1	1
1003	он все	1	1
1004	оставалось совершенно	1	1
1005	ближе к	1	1
1006	неизбежно должна	1	1
1007	очень многое	1	1
1008	влияние на	1	1
1009	ли нам	1	1
1010	него как	2	1
1011	что ведь	2	1
1012	эти люди	1	1
1013	не выходит	1	1
1014	элемент в	1	1
1015	она и	1	1
1016	истории в	2	1
1017	о двух	1	1
1018	под маской	1	1
1019	всего был	1	1
1020	и свободной	1	1
1021	судьбу человека	3	1
1022	трагедию не	1	1
1023	не видел	3	1
1024	очень далеко	1	1
1025	судьба человека	15	1
1026	к себе	3	1
1027	притом не	1	1
1028	в состоянии	1	1
1029	смысле в	2	1
1030	конца в	1	1
1031	начала и	1	1
1032	звучат слова	1	1
1033	есть его	1	1
1034	тогда и	1	1
1035	судьба в	1	1
1036	кто этот	1	1
1037	обычно не	1	1
1038	с русским	1	1
1039	о себе	3	1
1040	чтобы иметь	1	1
1041	и кажется	1	1
1042	хотел этим	1	1
1043	многих отношениях	1	1
1044	теряет свою	4	1
1045	была такова	1	1
1046	что выше	1	1
1047	не человек	1	1
1048	русская историческая	1	1
1049	системы и	1	1
1050	судьба и	1	1
1051	на первую	1	1
1052	об их	1	1
1053	его время	1	1
1054	в будущем	1	1
1055	культуру и	1	1
1056	что составляет	1	1
1057	можно признать	1	1
1058	мировой литературы	1	1
1059	века не	1	1
1060	пути и	2	1
1061	чем все	1	1
1062	писатель в	1	1
1063	уже так	1	1
1064	прежде чем	2	1
1065	о россии	2	1
1066	всех его	1	1
1067	снять с	1	1
1068	тот кто	5	1
1069	раскрывается в	6	1
1070	тут у	2	1
1071	поэтому он	2	1
1072	поэтому она	1	1
1073	ответственности за	2	1
1074	самых замечательных	1	1
1075	и всю	2	1
1076	нашей родины	1	1
1077	историю как	1	1
1078	он берет	1	1
1079	так много	1	1
1080	между этими	1	1
1081	в последних	1	1
1082	стихии в	3	1
1083	личности от	1	1
1084	русская национальная	1	1
1085	между ними	1	1
1086	человек в	12	1
1087	нему все	2	1
1088	себя как	1	1
1089	всеми его	1	1
1090	они как	1	1
1091	и характер	2	1
1092	путь в	1	1
1093	но нужно	1	1
1094	века в	2	1
1095	средство для	2	1
1096	он забывает	1	1
1097	точек зрения	1	1
1098	был не	2	1
1099	какой они	1	1
1100	есть плод	1	1
1101	из одного	1	1
1102	делает его	1	1
1103	но все-таки	1	1
1104	что дневник	1	1
1105	западной европе	1	1
1106	жизни то	2	1
1107	и необходимости	1	1
1108	в я	1	1
1109	а потом	1	1
1110	неудачи в	1	1
1111	между народом	1	1
1112	творческих сил	1	1
1113	и быть	2	1
1114	себе доступ	1	1
1115	как они	1	1
1116	он отразился	1	1
1117	был уже	1	1
1118	стоит еще	1	1
1119	отразилось в	1	1
1120	к последней	2	1
1121	близко к	1	1
1122	особого рода	1	1
1123	именно потому	1	1
1124	других произведениях	1	1
1125	всего лишь	1	1
1126	представляю себе	1	1
1127	разврат и	2	1
1128	его творчества	2	1
1129	человека как	3	1
1130	самому себе	2	1
1131	более всего	1	1
1132	ожидать от	1	1
1133	найти себе	1	1
1134	процесса в	1	1
1135	революции во	1	1
1136	будет в	1	1
1137	всегда у	3	1
1138	идет в	1	1
1139	к самому	2	1
1140	с историческими	1	1
1141	мысль что	4	1
1142	от которых	1	1
1143	и та	2	1
1144	в цельном	1	1
1145	свободные от	1	1
1146	кажется и	2	1
1147	бы уже	1	1
1148	человек который	5	1
1149	времен и	1	1
1150	перед лицом	1	1
1151	из нас	1	1
1152	над ним	1	1
1153	должны были	1	1
1154	вопрос можно	1	1
1155	не совпадает	1	1
1156	он еще	1	1
1157	не иначе	1	1
1158	она написана	1	1
1159	я в	1	1
1160	так называемого	1	1
1161	но без	1	1
1162	ту сторону	1	1
1163	на такой	1	1
1164	он в	4	1
1165	жизнь как	1	1
1166	и никогда	4	1
1167	подход к	1	1
1168	его личности	4	1
1169	книга л	1	1
1170	о его	1	1
1171	быть результатом	1	1
1172	был в	4	1
1173	и есть	21	1
1174	в силу	1	1
1175	он принужден	1	1
1176	ней в	1	1
1177	судьба он	1	1
1178	он принадлежал	1	1
1179	свободной и	1	1
1180	это совершенно	1	1
1181	речи о	1	1
1182	стихотворениям можно	1	1
1183	не соглашается	1	1
1184	это бы	1	1
1185	чтобы не	4	1
1186	это он	1	1
1187	дал ее	1	1
1188	свободен но	1	1
1189	которая и	1	1
1190	вопросом о	1	1
1191	любви и	3	1
1192	и решать	1	1
1193	быть он	1	1
1194	может творить	1	1
1195	люди в	1	1
1196	литература не	1	1
1197	многие места	1	1
1198	на деле	4	1
1199	и возможно	2	1
1200	и против	3	1
1201	того чем	1	1
1202	те отношения	1	1
1203	друг к	6	1
1204	они и	3	1
1205	появились у	1	1
1206	как с	1	1
1207	котором не	2	1
1208	мысль была	3	1
1209	такова же	1	1
1210	сойти с	1	1
1211	которой не	1	1
1212	как тему	1	1
1213	же начала	2	1
1214	был бы	11	1
1215	своих героев	2	1
1216	и никто	1	1
1217	и должно	3	1
1218	опыт который	1	1
1219	вполне и	1	1
1220	судьба его	1	1
1221	большую роль	1	1
1222	первый и	1	1
1223	своего образа	3	1
1224	я никогда	2	1
1225	человек с	1	1
1226	с ним	5	1
1227	всегда были	1	1
1228	и желание	1	1
1229	в другой	1	1
1230	сама жизнь	1	1
1231	и делает	1	1
1232	своих и	2	1
1233	они в	1	1
1234	ни под	1	1
1235	вот оказывается	1	1
1236	для творчества	1	1
1237	него нет	6	1
1238	он лишь	4	1
1239	только одного	1	1
1240	власти и	1	1
1241	связанная с	1	1
1242	творчества и	1	1
1243	из писателей	1	1
1244	все то	1	1
1245	ответил на	1	1
1246	почти всегда	1	1
1247	самим собой	1	1
1248	имел бы	1	1
1249	сил и	1	1
1250	мы говорим	1	1
1251	вокруг него	1	1
1252	совершенно новый	1	1
1253	с целью	1	1
1254	был связан	1	1
1255	его биографию	1	1
1256	и чувств	1	1
1257	и действительно	1	1
1258	внимание его	1	1
1259	свой собственный	1	1
1260	не знал	7	1
1261	к самым	2	1
1262	в праве	1	1
1263	для каждого	1	1
1264	тридцать лет	1	1
1265	подхода к	1	1
1266	что такой	1	1
1267	за границу	1	1
1268	приводит к	2	1
1269	к какому	2	1
1270	более поздний	1	1
1271	вокруг этой	1	1
1272	мыслей и	1	1
1273	ему и	1	1
1274	сравнению с	2	1
1275	своего отца	1	1
1276	быть никакого	1	1
1277	знает что	1	1
1278	на своем	4	1
1279	к другому	4	1
1280	их во	1	1
1281	он мог	2	1
1282	лишь те	2	1
1283	особый род	1	1
1284	но оно	1	1
1285	который он	1	1
1286	нет ничего	9	1
1287	не подходит	1	1
1288	их чувств	1	1
1289	духовной силы	1	1
1290	ни к	2	1
1291	его и	2	1
1292	попал в	1	1
1293	можно сделать	1	1
1294	что теперь	1	1
1295	но тот	1	1
1296	и всему	1	1
1297	должно быть	5	1
1298	общественного мнения	2	1
1299	характер его	2	1
1300	который с	1	1
1301	или этот	1	1
1302	своей собственной	1	1
1303	достоинство его	1	1
1304	хочет знать	1	1
1305	ошибки в	1	1
1306	ли он	2	1
1307	плоть от	3	1
1308	собою лишь	1	1
1309	ней он	1	1
1310	в иной	3	1
1311	один только	1	1
1312	и поставил	1	1
1313	он часто	1	1
1314	вопросе о	1	1
1315	этом пути	4	1
1316	ли у	1	1
1317	на два	2	1
1318	грех и	1	1
1319	а может	1	1
