N	2gram	Losev_Dial	RusskieA
127	а не	24	7
128	начиная с	1	7
129	ничего не	19	7
130	не можем	1	7
131	и как	14	7
132	мы должны	6	7
133	как будто	7	7
134	для этого	2	7
135	же как	3	6
136	к тому	6	6
137	что этот	3	6
138	не всегда	2	6
139	только на	3	6
140	но они	2	6
141	в одном	4	6
142	также на	1	6
143	этого обряда	1	6
144	что она	18	6
145	в качестве	2	6
146	в таком	4	6
147	тому что	4	6
148	на земле	3	6
149	должно было	1	6
150	и у	2	6
151	на этом	4	6
152	год и	1	6
153	в этой	3	6
154	в нем	25	6
155	с ними	4	6
156	приводит к	1	6
157	и более	7	6
158	что здесь	4	6
159	друг друга	1	6
160	и пр	7	6
161	не будем	1	6
162	в их	5	6
163	на нее	2	6
164	все эти	4	6
165	так в	1	6
166	она не	10	6
167	но она	4	6
168	и их	5	6
169	и о	4	6
170	и к	8	5
171	в разных	6	5
172	нас к	1	5
173	стоит в	1	5
174	например в	2	5
175	только для	1	5
176	к земле	1	5
177	с этим	5	5
178	вопрос о	3	5
179	с другой	10	5
180	изображается как	1	5
181	к ним	3	5
182	с целью	3	5
183	не было	7	5
184	в связи	3	5
185	земле и	1	5
186	мы уже	8	5
187	или же	1	5
188	в тех	2	5
189	можно было	5	5
190	в москве	2	5
191	и др	2	5
192	чаще всего	2	5
193	там где	1	5
194	в то	10	5
195	прежде всего	14	5
196	в особенности	6	5
197	его с	6	5
198	тогда когда	6	5
199	с ним	9	5
200	для них	1	5
201	что он	16	5
202	ничего общего	4	5
203	то и	3	5
204	это показывает	1	5
205	или вообще	3	5
206	заметить что	2	5
207	но если	6	5
208	и для	2	5
209	тот же	1	5
210	в его	4	5
211	вывод что	2	5
212	на самом	5	5
213	или даже	1	5
214	и потому	6	5
215	отнюдь не	13	5
216	не с	5	5
217	этих случаях	1	5
218	в целом	1	5
219	вплоть до	3	5
220	во всем	3	4
221	только тогда	9	4
222	можно встретить	1	4
223	или по	2	4
224	кроме того	2	4
225	их не	1	4
226	как они	2	4
227	в своих	1	4
228	но все	5	4
229	именно в	4	4
230	во всяком	5	4
231	в котором	5	4
232	но эти	1	4
233	не что	4	4
234	в глаза	1	4
235	во всей	1	4
236	не просто	19	4
237	и из	6	4
238	что у	3	4
239	что иное	4	4
240	она как	1	4
241	несмотря на	12	4
242	не соответствует	1	4
243	как можно	2	4
244	но он	3	4
245	а за	1	4
246	которое в	2	4
247	не был	3	4
248	здесь мы	1	4
249	тем и	1	4
250	природы и	2	4
251	что для	3	4
252	но есть	2	4
253	могут быть	6	4
254	и от	5	4
255	и здесь	1	4
256	та же	6	4
257	они и	1	4
258	если в	5	4
259	и при	3	4
260	и другим	1	4
261	не на	1	4
262	то время	3	4
263	бросается в	1	4
264	в основе	4	4
265	где есть	3	4
266	на землю	1	4
267	и до	2	4
268	и потом	2	4
269	и там	1	4
270	в образе	1	4
271	всяком случае	3	4
272	у них	3	4
273	нас не	2	4
274	уже в	5	4
275	его и	1	4
276	такой же	2	4
277	по своему	4	4
278	а к	1	4
279	отличие от	1	4
280	в ней	4	4
281	дело не	3	4
282	связано с	2	4
283	к ней	4	4
284	которые в	1	4
285	и ее	1	4
286	и тогда	4	4
287	иное как	4	4
288	что один	1	3
289	все что	2	3
290	к другу	2	3
291	можно говорить	2	3
292	же и	11	3
293	выводу что	2	3
294	которые не	2	3
295	судить о	2	3
296	говорит о	6	3
297	самом же	2	3
298	в какой	3	3
299	в виду	9	3
300	более или	5	3
301	из самых	1	3
302	есть в	2	3
303	где они	1	3
304	можно объяснить	1	3
305	имеет место	1	3
306	а именно	3	3
307	в одно	5	3
308	в природе	1	3
309	на весь	1	3
310	как только	4	3
311	на первый	2	3
312	от этого	5	3
313	говорится о	1	3
314	на природу	2	3
315	нами выше	2	3
316	сразу же	2	3
317	из других	1	3
318	и такие	1	3
319	эта связь	1	3
320	он был	1	3
321	представления о	1	3
322	только как	3	3
323	в различных	2	3
324	и воскресения	1	3
325	что ее	1	3
326	но ни	1	3
327	и еще	4	3
328	как на	1	3
329	что все	2	3
330	точки зрения	25	3
331	что именно	3	3
332	именно с	1	3
333	тут же	2	3
334	в обрядах	1	3
335	никогда не	18	3
336	как средство	1	3
337	с одной	4	3
338	мы знаем	1	3
339	на него	2	3
340	хотя и	4	3
341	в ее	3	3
342	в воде	2	3
343	это конечно	5	3
344	тому же	3	3
345	или не	5	3
346	в которой	3	3
347	очевидно что	1	3
348	сходство с	2	3
349	в области	2	3
350	и это	6	3
351	в эту	1	3
352	сих пор	4	3
353	на другой	1	3
354	сюда же	1	3
355	совсем не	1	3
356	имеет тот	1	3
357	на лошади	1	3
358	когда они	3	3
359	его к	1	3
360	всех этих	4	3
361	чтобы не	6	3
362	до сих	4	3
363	друг к	2	3
364	них в	1	3
365	то есть	1	3
366	также что	2	3
367	известно что	1	3
368	из которых	1	3
369	к выводу	2	3
370	независимо от	2	3
371	если бы	12	3
372	их и	1	3
373	в своей	9	3
374	жизни в	1	3
375	том как	1	3
376	не во	1	3
377	на другие	1	3
378	смерти и	1	3
379	так чтобы	2	3
380	с точки	18	3
381	и поэтому	1	3
382	в отдельности	3	3
383	тех пор	2	3
384	что также	1	3
385	нет и	2	3
386	и во	1	3
387	при котором	1	3
388	здесь не	1	3
389	в другое	2	3
390	они были	2	3
391	в самих	1	3
392	и то	15	3
393	только по	1	3
394	ее на	2	3
395	однако как	1	3
396	из основных	1	3
397	и этим	1	3
398	это и	6	3
399	такое же	1	3
400	что с	2	3
401	же не	4	3
402	ее к	2	3
403	с другими	2	3
404	на небо	1	3
405	этом не	1	3
406	между собою	3	3
407	с той	2	3
408	на все	2	3
409	по его	1	3
410	или менее	5	3
411	в одной	4	3
412	жизнь и	5	3
413	же деле	2	3
414	быть и	7	3
415	когда он	2	3
416	что касается	3	3
417	есть и	11	3
418	как он	5	3
419	думать что	3	3
420	считает что	1	3
421	место в	1	3
422	на то	5	3
423	и его	6	3
424	это в	1	3
425	и другое	3	3
426	не к	2	3
427	мы наблюдаем	1	2
428	от него	4	2
429	что дерево	1	2
430	дают в	1	2
431	особенность в	1	2
432	к этой	1	2
433	с этой	3	2
434	не как	4	2
435	которые по	1	2
436	время не	3	2
437	живут в	2	2
438	далее в	2	2
439	другой стороны	7	2
440	имеем не	1	2
441	сходство между	1	2
442	но что	10	2
443	и которые	1	2
444	по себе	39	2
445	на сцену	2	2
446	смеется и	1	2
447	в духе	1	2
448	и производили	1	2
449	на свой	1	2
450	от одного	1	2
451	из нее	2	2
452	равно как	1	2
453	из всего	2	2
454	если он	1	2
455	же но	1	2
456	когда в	1	2
457	и следовательно	7	2
458	по тому	1	2
459	но мы	3	2
460	целый год	1	2
461	единственная форма	1	2
462	в дальнейшем	6	2
463	и дело	1	2
464	можно сказать	10	2
465	во все	1	2
466	дают нам	1	2
467	когда на	1	2
468	что земля	1	2
469	раз и	2	2
470	но даже	1	2
471	одной стороны	3	2
472	вот почему	1	2
473	между двумя	1	2
474	говорить о	9	2
475	о них	1	2
476	и когда	5	2
477	людей и	1	2
478	этим не	1	2
479	как оно	1	2
480	себе в	1	2
481	на ней	1	2
482	с другим	1	2
483	в прошлом	1	2
484	сказать что	19	2
485	друг с	2	2
486	в европе	1	2
487	точка зрения	3	2
488	но так	2	2
489	все в	2	2
490	мы видим	6	2
491	и он	6	2
492	к их	1	2
493	на которую	1	2
494	должно быть	7	2
495	время и	2	2
496	что такое	13	2
497	или иную	1	2
498	многих отношениях	1	2
499	у него	2	2
500	что между	1	2
501	но совершенно	2	2
502	тот кто	2	2
503	можно судить	1	2
504	быть только	3	2
505	как его	1	2
506	говорить что	2	2
507	в конце	5	2
508	на тот	2	2
509	между ними	1	2
510	между прочим	1	2
511	место и	1	2
512	месяц и	1	2
513	из одного	1	2
514	в чем	9	2
515	имеет и	1	2
516	что их	2	2
517	в каждом	4	2
518	сами не	2	2
519	о происхождении	1	2
520	мы можем	5	2
521	и даже	23	2
522	только с	3	2
523	не дает	1	2
524	не отличаются	2	2
525	на лицо	2	2
526	он не	5	2
527	общего не	1	2
528	и тем	2	2
529	в развитии	1	2
530	имеет целью	1	2
531	есть ряд	1	2
532	что эта	5	2
533	не были	1	2
534	этот был	1	2
535	и является	2	2
536	кто же	2	2
537	иметь в	4	2
538	также не	2	2
539	не сами	1	2
540	в новое	1	2
541	когда мы	3	2
542	как известно	3	2
543	т п	3	2
544	сил природы	1	2
545	общего с	6	2
546	его как	1	2
547	друг другу	4	2
548	в себе	23	2
549	не значит	6	2
550	был в	2	2
551	образом в	1	2
552	в силу	6	2
553	из этого	2	2
554	значит что	25	2
555	для чего	2	2
556	остановиться на	1	2
557	в него	2	2
558	воспоминание о	1	2
559	в один	3	2
560	в одну	8	2
561	на всю	6	2
562	от нее	1	2
563	не так	1	2
564	в сказках	1	2
565	в состав	1	2
566	над ними	1	2
567	время но	3	2
568	можно видеть	1	2
569	и лентами	1	2
570	в жизни	3	2
571	а сами	1	2
572	верили в	1	2
573	не всякий	2	2
574	уже знаем	4	2
575	привело к	1	2
576	от другого	1	2
577	борьбы с	1	2
578	оно не	2	2
579	не ясно	1	2
580	все то	1	2
581	не более	1	2
582	самом деле	6	2
583	отличаются от	1	2
584	показать что	1	2
585	вокруг него	1	2
586	с г	1	2
587	видеть как	1	2
588	если это	3	2
589	и действительно	1	2
590	значения и	1	2
591	в одних	1	2
592	как не	4	2
593	и так	2	2
594	этим в	1	2
595	себя и	1	2
596	становится ясным	1	2
597	живой человек	1	2
598	поэзии и	4	2
599	характерна для	2	2
600	нет в	1	2
601	перед нами	3	2
602	совершенно не	13	2
603	всем этом	1	2
604	магическую силу	1	2
605	не является	3	2
606	можно установить	1	2
607	вытекает из	1	2
608	и состоит	2	2
609	по земле	1	2
610	и если	5	2
611	относится к	2	2
612	таком виде	1	2
613	не знали	1	2
614	ее до	1	2
615	какие же	2	2
616	и теперь	1	2
617	что если	4	2
618	ее с	1	2
619	он есть	6	2
620	тому и	1	2
621	например на	1	2
622	к другому	1	2
623	вероятно и	1	2
624	обряд этот	1	2
625	представлениями о	1	2
626	с нею	3	2
627	говорится в	1	2
628	по этой	2	2
629	не мое	1	2
630	подойти к	1	2
631	д и	3	2
632	что есть	2	2
633	или просто	1	2
634	обе стороны	3	2
635	но на	1	2
636	что ему	1	2
637	только одно	1	2
638	значение в	1	2
639	зовут к	1	2
640	они не	3	2
641	ни с	8	2
642	или когда	1	2
643	и всегда	1	2
644	на что	3	2
645	для него	2	2
646	этом отношении	2	2
647	как у	3	2
648	здесь в	3	2
649	чтобы получить	1	2
650	силу и	1	2
651	основана на	1	2
652	в церковь	1	2
653	однако не	1	2
654	и непосредственно	1	2
655	но эта	4	2
656	дело в	1	2
657	и начинается	1	2
658	это еще	2	2
659	виду что	2	2
660	он видел	1	2
661	на еду	1	2
662	нет надобности	1	2
663	чтобы быть	1	2
664	другое время	2	2
665	очень много	4	2
666	в стороне	1	2
667	случае не	4	2
668	и без	1	2
669	на первую	1	2
670	не дают	2	2
671	с другом	2	2
672	должен быть	2	2
673	а он	4	2
674	и вообще	10	2
675	тем более	2	2
676	о своих	2	2
677	что эти	3	2
678	ко всему	3	2
679	разница между	2	2
680	может иметь	6	2
681	а как	1	2
682	и притом	7	2
683	из ряда	1	2
684	время а	1	2
685	ту или	1	2
686	в частности	4	2
687	от земли	2	2
688	и всех	4	2
689	во всю	2	2
690	отношение к	5	2
691	и назначение	1	2
692	сами и	1	2
693	этом и	1	2
694	в царство	3	2
695	же можно	2	2
696	к новому	1	2
697	в новой	1	2
698	в ту	1	2
699	только одну	1	2
700	если она	4	2
701	им не	1	2
702	и наконец	1	2
703	на ту	2	2
704	в той	4	1
705	связаны в	1	1
706	в самом	6	1
707	видели в	1	1
708	можно заметить	1	1
709	совершенно по	1	1
710	можем судить	1	1
711	оно все	1	1
712	еще раз	2	1
713	религии и	4	1
714	те или	1	1
715	и очень	2	1
716	еще более	3	1
717	указывает на	3	1
718	только что	5	1
719	никаких сомнений	1	1
720	или других	4	1
721	что могут	2	1
722	выражение это	1	1
723	в египетской	1	1
724	который должен	1	1
725	нужно так	1	1
726	другой пример	2	1
727	и поэтический	2	1
728	формы в	1	1
729	нет его	1	1
730	или нет	6	1
731	с утра	1	1
732	может так	1	1
733	и цветов	1	1
734	ты не	1	1
735	быть может	5	1
736	что наш	1	1
737	не меняет	1	1
738	не бывает	2	1
739	по мере	3	1
740	исторического развития	1	1
741	как таковых	1	1
742	которые будут	1	1
743	тогда только	1	1
744	этой религии	1	1
745	этом основании	1	1
746	сходно с	1	1
747	их очень	1	1
748	в мифе	23	1
749	надо чтобы	1	1
750	вот что	1	1
751	и сам	1	1
752	из дерева	1	1
753	жизнь в	2	1
754	происходит не	1	1
755	на свою	1	1
756	и греческие	1	1
757	в некотором	1	1
758	что весь	1	1
759	форму и	2	1
760	магическая сила	1	1
761	мы и	3	1
762	то зовут	1	1
763	уже на	1	1
764	мифе о	1	1
765	его на	1	1
766	всегда в	1	1
767	даже просто	4	1
768	теории он	1	1
769	дома и	1	1
770	как более	2	1
771	а сквозь	1	1
772	один на	1	1
773	других формах	1	1
774	другой на	1	1
775	живой и	4	1
776	за ней	1	1
777	мир и	1	1
778	который от	1	1
779	и смерти	1	1
780	в брак	1	1
781	и образ	6	1
782	первый взгляд	2	1
783	одного и	1	1
784	в первую	2	1
785	уже давно	2	1
786	и прочие	1	1
787	не непосредственно	1	1
788	века в	1	1
789	не могли	1	1
790	и начинает	2	1
791	где-то в	1	1
792	просты и	1	1
793	что всякое	1	1
794	это несомненно	1	1
795	на очень	2	1
796	хотя бы	6	1
797	этом мы	1	1
798	по нему	1	1
799	почти исключительно	1	1
800	часто в	1	1
801	другое значение	2	1
802	в другом	6	1
803	из жизни	2	1
804	так бы	1	1
805	из их	1	1
806	он употребляет	1	1
807	видели то	1	1
808	имея в	1	1
809	в старое	1	1
810	можем считать	1	1
811	и показывает	1	1
812	характером обладает	1	1
813	солнце и	3	1
814	идет по	1	1
815	указать что	1	1
816	собственно не	1	1
817	точно так	3	1
818	самый факт	2	1
819	а между	1	1
820	говорит что	3	1
821	не обязательно	5	1
822	есть некоторая	1	1
823	превращается в	2	1
824	самого понятия	1	1
825	своем значении	1	1
826	или точнее	2	1
827	очень большой	1	1
828	той которая	1	1
829	украшение его	1	1
830	времени его	1	1
831	нас еще	1	1
832	но этот	1	1
833	не приходится	1	1
834	нам что	1	1
835	и временем	1	1
836	очень подробно	1	1
837	буквально но	1	1
838	нет самого	1	1
839	по ней	1	1
840	ней и	1	1
841	что пишет	1	1
842	почему и	1	1
843	них есть	2	1
844	вместе и	1	1
845	наряду с	1	1
846	есть тут	1	1
847	а только	5	1
848	явление не	1	1
849	новое время	1	1
850	за него	1	1
851	просто в	1	1
852	к которому	1	1
853	можно понимать	1	1
854	с этими	1	1
855	то чем	1	1
856	все время	4	1
857	те и	1	1
858	вообще мы	1	1
859	очень многие	1	1
860	без которой	1	1
861	уже нельзя	2	1
862	она может	1	1
863	к ее	1	1
864	того же	1	1
865	но там	1	1
866	эту же	1	1
867	и становится	2	1
868	но весь	1	1
869	что обычно	1	1
870	и мало	2	1
871	гораздо более	3	1
872	только одна	1	1
873	представить себе	2	1
874	на почве	2	1
875	этого и	1	1
876	две большие	1	1
877	даже если	4	1
878	не вызывает	1	1
879	и оба	1	1
880	для предохранения	1	1
881	него как	1	1
882	и мы	8	1
883	по преимуществу	1	1
884	этот смех	1	1
885	один пример	1	1
886	указать на	1	1
887	есть одно	1	1
888	в состоянии	2	1
889	что уже	3	1
890	первые три	1	1
891	для которой	1	1
892	из того	2	1
893	но от	1	1
894	как нет	1	1
895	если они	1	1
896	ездил на	1	1
897	на этих	1	1
898	два или	3	1
899	других источников	1	1
900	в жертву	1	1
901	не понимают	2	1
902	и нужно	1	1
903	и сама	1	1
904	круглую форму	1	1
905	форме это	1	1
906	одно общее	1	1
907	это слово	1	1
908	и стремлений	1	1
909	по типу	1	1
910	религия не	1	1
911	не от	1	1
912	в белом	1	1
913	весь мир	2	1
914	так не	1	1
915	сон в	1	1
916	мировоззрения и	1	1
917	тем больше	1	1
918	не была	1	1
919	хохочет и	1	1
920	в результате	2	1
921	не знает	2	1
922	время во	1	1
923	не о	5	1
924	говорит в	1	1
925	не очень	2	1
926	что за	1	1
927	о мифе	5	1
928	свой смысл	2	1
929	что не	13	1
930	но для	2	1
931	теории может	1	1
932	вопрос почему	1	1
933	из мифа	4	1
934	к сожалению	2	1
935	на поверхности	1	1
936	с жизнью	1	1
937	говорить по	1	1
938	время как	7	1
939	в установлении	1	1
940	по одному	4	1
941	прибавить что	1	1
942	есть та	2	1
943	из чего	1	1
944	не есть	67	1
945	ним не	1	1
946	даже не	4	1
947	всеми его	1	1
948	и характер	1	1
949	так сказать	1	1
950	два мира	1	1
951	и жизнь	2	1
952	тут в	2	1
953	что наука	3	1
954	веру в	1	1
955	отличается тем	1	1
956	что личность	2	1
957	себе и	5	1
958	точек зрения	3	1
959	в сторону	1	1
960	его значение	1	1
961	одном определенном	1	1
962	и отдельные	1	1
963	вопроса о	1	1
964	имеет ничего	3	1
965	а потом	9	1
966	остается в	1	1
967	вверх и	1	1
968	проявляет себя	1	1
969	совершенно отчетливо	1	1
970	и руки	1	1
971	смысл и	6	1
972	или за	1	1
973	нами как	1	1
974	же все	1	1
975	человек как	1	1
976	выражение в	1	1
977	д с	1	1
978	и значит	4	1
979	ему в	1	1
980	его жена	1	1
981	в зеленое	1	1
982	таковых а	1	1
983	иногда же	1	1
984	все остальные	1	1
985	которые и	1	1
986	земли на	1	1
987	с живыми	2	1
988	исследование имеет	1	1
989	и хотят	1	1
990	и этой	2	1
991	не будет	2	1
992	или совсем	1	1
993	на нем	2	1
994	если же	2	1
995	должны быть	2	1
996	через нее	1	1
997	и та	8	1
998	вещь в	1	1
999	чем больше	1	1
1000	становится на	1	1
1001	не могла	1	1
1002	почти всегда	4	1
1003	без этих	1	1
1004	по своей	5	1
1005	не касается	1	1
1006	что бы	1	1
1007	как один	2	1
1008	вопрос можно	1	1
1009	не раз	2	1
1010	могла бы	2	1
1011	как способ	1	1
1012	дней не	1	1
1013	и сроки	1	1
1014	на который	1	1
1015	отличалось от	1	1
1016	оно имеет	1	1
1017	солнца в	1	1
1018	и каждый	1	1
1019	только так	1	1
1020	она живет	1	1
1021	них не	1	1
1022	но ее	1	1
1023	и почему	1	1
1024	люди и	1	1
1025	это ни	1	1
1026	и есть	20	1
1027	с которым	2	1
1028	показал в	1	1
1029	или может	1	1
1030	теми же	1	1
1031	в общем	2	1
1032	необходимо чтобы	2	1
1033	всю жизнь	2	1
1034	деле это	1	1
1035	иной раз	7	1
1036	представление об	1	1
1037	бы ни	3	1
1038	которые были	2	1
1039	действительность мы	2	1
1040	и чем	1	1
1041	себе этот	1	1
1042	которых нет	1	1
1043	сливаются в	2	1
1044	еще одно	1	1
1045	которого она	1	1
1046	и самый	1	1
1047	нечто совсем	2	1
1048	следовательно не	2	1
1049	себя но	1	1
1050	другой более	1	1
1051	он делается	1	1
1052	отделима от	1	1
1053	можно только	4	1
1054	с полной	1	1
1055	первую очередь	1	1
1056	и стало	6	1
1057	закономерности в	1	1
1058	образом и	3	1
1059	взгляд на	3	1
1060	когда уже	1	1
1061	такова картина	1	1
1062	самих себя	1	1
1063	по форме	1	1
1064	и сопоставить	1	1
1065	однако эта	1	1
1066	содержание этих	1	1
1067	переходит в	1	1
1068	почти не	3	1
1069	и прочих	2	1
1070	должна быть	5	1
1071	был бы	1	1
1072	двери и	1	1
1073	оно было	1	1
1074	еду на	1	1
1075	образа и	2	1
1076	и менее	1	1
1077	мы получаем	4	1
1078	говорит и	1	1
1079	что бывает	1	1
1080	они только	1	1
1081	никак не	6	1
1082	сам по	8	1
1083	здесь он	1	1
1084	и этого	2	1
1085	он на	2	1
1086	равным образом	1	1
1087	становится ясной	1	1
1088	и все-таки	3	1
1089	ни в	20	1
1090	на любом	1	1
1091	это есть	13	1
1092	перед ними	1	1
1093	или другого	1	1
1094	это та	1	1
1095	за это	1	1
1096	не могут	4	1
1097	и вызывает	1	1
1098	нас от	1	1
1099	религиозных и	1	1
1100	со всеми	2	1
1101	дать в	1	1
1102	от их	2	1
1103	поэтому и	3	1
1104	если не	1	1
1105	как акт	1	1
1106	такую роль?	1	1
1107	которое как	2	1
1108	тут все	1	1
1109	от своего	1	1
1110	ни о	5	1
1111	сходство в	2	1
1112	смысла и	3	1
1113	вместо этого	1	1
1114	месте и	1	1
1115	как при	1	1
1116	домой с	1	1
1117	превращаются в	1	1
1118	на месте	1	1
1119	или наоборот	2	1
1120	господь и	1	1
1121	смех в	1	1
1122	теснейшим образом	1	1
1123	все на	3	1
1124	как о	2	1
1125	может стать	1	1
1126	при более	1	1
1127	навоз и	1	1
1128	которые могут	1	1
1129	в современной	2	1
1130	с собою	1	1
1131	состоит из	3	1
1132	и просто	1	1
1133	много но	2	1
1134	в теорию	1	1
1135	правда не	1	1
1136	явлений и	3	1
1137	нас интересует	1	1
1138	землю на	1	1
1139	ли он	1	1
1140	можно найти	2	1
1141	о котором	2	1
1142	попытки объяснения	1	1
1143	зависимости от	2	1
1144	поле с	1	1
1145	они говорят	1	1
1146	из которого	1	1
1147	со стороны	2	1
1148	всей своей	1	1
1149	здесь нет	1	1
1150	чего можно	1	1
1151	в которые	1	1
1152	говорят об	1	1
1153	в любой	1	1
1154	наличие разных	1	1
1155	где ее	1	1
1156	такое положение	1	1
1157	человека и	2	1
1158	еще и	4	1
1159	ни на	8	1
1160	наука в	1	1
1161	разница в	1	1
1162	представления но	1	1
1163	и действий	1	1
1164	европе так	1	1
1165	что мы	3	1
1166	незаменимой и	1	1
1167	в очень	3	1
1168	совершенно иной	1	1
1169	или обычаи	1	1
1170	тех же	1	1
1171	и между	1	1
1172	на том	1	1
1173	значение этого	1	1
1174	наконец в	1	1
1175	это все	2	1
1176	это только	3	1
1177	внимание на	1	1
1178	не решаем	1	1
1179	и будущих	1	1
1180	он просто	1	1
1181	самых разнообразных	1	1
1182	хотя это	3	1
1183	достаточное количество	1	1
1184	только один	2	1
1185	ни другие	1	1
1186	отношении к	3	1
1187	и об	4	1
1188	теми которые	2	1
1189	говорят что	4	1
1190	о своем	2	1
1191	от других	1	1
1192	внимания на	1	1
1193	не потому	5	1
1194	вслед за	2	1
1195	и соответствующих	1	1
1196	только тем	1	1
1197	более и	2	1
1198	и существует	1	1
1199	в истории	1	1
1200	и находит	1	1
1201	при помощи	1	1
1202	знаем что	2	1
1203	в каком	10	1
1204	когда нет	2	1
1205	жизни по	1	1
1206	же только	2	1
1207	введением в	1	1
1208	без всякого	3	1
1209	но который	1	1
1210	прибавляют к	1	1
1211	этого нет	3	1
1212	как некое	1	1
1213	ее не	1	1
1214	и методы	1	1
1215	тем же	3	1
1216	мог бы	3	1
1217	что я	5	1
1218	форма и	2	1
1219	на новое	2	1
1220	что первое	1	1
1221	совершают обряд	1	1
1222	есть царство	1	1
1223	и бывает	2	1
1224	в чужую	1	1
1225	в сознании	3	1
1226	он может	3	1
1227	явлений на	1	1
1228	на губах	1	1
1229	совсем другое	1	1
1230	свою силу	1	1
1231	то как	3	1
1232	месте в	1	1
1233	месте или	1	1
1234	или другое	1	1
1235	только потому	4	1
1236	с него	2	1
1237	же он	2	1
1238	мы еще	2	1
1239	только о	3	1
1240	причем однако	1	1
1241	точку зрения	3	1
1242	рассмотрены выше	1	1
1243	сделать это	1	1
1244	в животном	1	1
1245	не пользуются	1	1
1246	с каким	1	1
1247	как раз	7	1
1248	уже с	2	1
1249	если два	1	1
1250	бывает в	1	1
1251	форм и	2	1
1252	то они	1	1
1253	нас совершенно	1	1
1254	и иначе	1	1
1255	ничем не	4	1
1256	мир в	1	1
1257	может не	1	1
1258	в коем	1	1
1259	то лучше	1	1
1260	зависит от	1	1
1261	ней или	1	1
1262	что значит	1	1
1263	одна и	5	1
1264	земле но	1	1
1265	она его	1	1
1266	бы на	1	1
1267	а это	2	1
1268	времен года	1	1
1269	она будет	1	1
1270	будет лучше	1	1
1271	он и	2	1
1272	в печи	1	1
1273	в литературе	1	1
1274	мало того	1	1
1275	имеет совершенно	1	1
1276	указание на	1	1
1277	на одной	1	1
1278	имеет смысла	1	1
1279	как нечто	5	1
1280	представлять себе	2	1
1281	слова а	1	1
1282	таком случае	2	1
1283	есть уже	2	1
1284	убийство и	1	1
1285	еще увидим	1	1
1286	быть вполне	1	1
1287	но с	4	1
1288	как этот	1	1
1289	на какую-то	1	1
1290	и где	5	1
1291	который как	1	1
1292	только сам	1	1
1293	и которая	1	1
1294	и эта	3	1
1295	нему а	1	1
1296	художественной форме	1	1
1297	и самих	1	1
1298	то это	6	1
1299	вообще не	2	1
1300	желаемое в	1	1
1301	только два	1	1
1302	сама по	12	1
1303	где эти	1	1
1304	понимать как	2	1
1305	по теории	1	1
1306	лезет в	1	1
1307	как она	7	1
1308	е не	1	1
1309	могла быть	1	1
1310	но по	1	1
1311	резко и	1	1
1312	говорят о	2	1
1313	является не	3	1
1314	имеется в	3	1
1315	поэтический образ	7	1
1316	при таком	1	1
1317	однако это	2	1
1318	это происходит	1	1
1319	вниз а	1	1
1320	и могут	1	1
1321	этого вопроса	1	1
1322	в такой	1	1
1323	света и	3	1
