N	2gram	Bakhtin_Fr	KFilosof
261	если не	1	2
262	он имеет	1	2
263	он может	1	2
264	не о	2	2
265	ее от	1	2
266	всех его	3	2
267	что за	1	2
268	дело в	2	2
269	вокруг него	1	2
270	в мир	2	2
271	и эта	5	2
272	в ту	2	2
273	в процессе	2	2
274	в жизни	7	2
275	не остается	1	2
276	с тем	1	2
277	его на	2	2
278	и как	2	2
279	весь мир	3	2
280	что он	5	2
281	и она	2	2
282	и именно	2	2
283	оба этих	1	2
284	есть именно	2	2
285	первом плане	4	2
286	место и	1	2
287	как в	6	2
288	на первом	4	2
289	к последним	1	2
290	где она	1	2
291	от этого	1	2
292	если я	1	2
293	есть на	2	2
294	смысла и	2	2
295	это было	2	2
296	в это	2	2
297	от единого	1	2
298	должен стать	1	2
299	жизни является	1	2
300	и смерти	6	2
301	для выражения	2	2
302	жизнь и	3	2
303	или как	1	2
304	вошли в	1	2
305	все они	1	2
306	и мир	1	2
307	перестал быть	1	2
308	действительности в	1	2
309	к этому	2	2
310	и потому	14	2
311	существенную связь	2	2
312	ни к	2	2
313	его и	1	2
314	видения и	1	2
315	и других	6	2
316	его бытия	1	2
317	же с	2	2
318	раз и	2	2
319	мысль и	1	2
320	выхода в	1	2
321	оба эти	1	2
322	она не	2	2
323	потому что	6	2
324	того чтобы	3	2
325	культура в	2	2
326	с этого	1	2
327	абсолютно не	1	2
328	суждения и	1	2
329	к себе	3	2
330	готовое и	1	2
331	кажется что	1	2
332	в него	2	2
333	именно на	2	2
334	а по	1	2
335	знает и	2	2
336	говорить о	1	2
337	для этого	1	2
338	отношении к	1	2
339	всех других	2	2
340	правду и	1	2
341	не из	1	2
342	всей своей	1	2
343	же время	5	2
344	думать что	2	2
345	или иное	1	2
346	и всех	1	2
347	но этот	1	2
348	основе своей	2	2
349	это только	1	2
350	и будущее	1	2
351	имеем в	2	2
352	они находятся	1	2
353	в этой	11	2
354	он и	3	2
355	живы в	1	2
356	т.е не	1	2
357	и ценности	1	2
358	и под	1	2
359	место не	1	2
360	это целое	2	2
361	но нет	1	2
362	все остальные	1	2
363	только по	1	2
364	это можно	2	2
365	что только	2	2
366	или иной	5	2
367	включает в	3	2
368	с его	9	2
369	значимость и	1	2
370	в области	10	2
371	его к	2	2
372	а как	1	2
373	с ее	3	2
374	то или	1	2
375	сознания в	1	2
376	и ее	1	2
377	вся эта	4	2
378	тон его	1	1
379	всего в	1	1
380	в самом	7	1
381	мир все	1	1
382	уже во	1	1
383	и к	7	1
384	мире и	3	1
385	момент как	2	1
386	именно к	1	1
387	новое и	3	1
388	остановимся еще	1	1
389	только не	1	1
390	смерть и	1	1
391	все что	2	1
392	которую и	1	1
393	как это	1	1
394	и культуры	1	1
395	образом и	1	1
396	только путем	1	1
397	мы видим	2	1
398	можно жить	1	1
399	до сих	7	1
400	и получает	1	1
401	рождение и	1	1
402	здесь на	3	1
403	и он	3	1
404	как необходимый	1	1
405	мы найдем	2	1
406	можно говорить	3	1
407	основе его	2	1
408	и мира	2	1
409	исключительно на	1	1
410	ведь можно	1	1
411	сказать в	1	1
412	так как	11	1
413	от единства	1	1
414	в чужой	2	1
415	т.п но	1	1
416	и очень	2	1
417	и формальной	1	1
418	же и	1	1
419	как с	1	1
420	христа в	1	1
421	в план	1	1
422	и своего	1	1
423	то есть	71	1
424	и свою	1	1
425	но из	1	1
426	сознании в	1	1
427	за которую	1	1
428	т.е к	1	1
429	т.е в	1	1
430	только таким	1	1
431	на ее	1	1
432	значение для	2	1
433	нашей работы	6	1
434	оно было	2	1
435	не будем	1	1
436	он как	2	1
437	отношения к	5	1
438	он становится	1	1
439	нет места	1	1
440	найти и	1	1
441	момента в	1	1
442	есть для	2	1
443	и менее	1	1
444	не единственным	1	1
445	несмотря на	5	1
446	ним в	1	1
447	освободиться от	2	1
448	из всех	3	1
449	обычно и	1	1
450	то для	1	1
451	и наконец	2	1
452	он начинает	1	1
453	для всего	1	1
454	это значит	1	1
455	относятся к	1	1
456	него самого	1	1
457	хотя и	4	1
458	содержит в	2	1
459	ни на	3	1
460	эта же	2	1
461	как раз	3	1
462	другого мира	1	1
463	культуры на	2	1
464	в литературе	9	1
465	творчества но	1	1
466	ее в	2	1
467	а затем	4	1
468	поэтому в	3	1
469	здесь одновременно	1	1
470	абстрактной мысли	1	1
471	видеть в	2	1
472	можно сказать	4	1
473	в человеке	1	1
474	и новое	4	1
475	с нашей	1	1
476	науки и	1	1
477	одно из	7	1
478	притом не	1	1
479	в отношении	7	1
480	его от	2	1
481	в результате	1	1
482	здесь в	14	1
483	этого момента	2	1
484	конечно невозможно	1	1
485	и целого	1	1
486	и реальное	1	1
487	бы что	1	1
488	это очень	2	1
489	с собой	1	1
490	и всякого	1	1
491	мира он	2	1
492	функции в	1	1
493	в единой	1	1
494	различия между	2	1
495	лежит в	1	1
496	нашего исследования	2	1
497	связанная с	3	1
498	есть еще	1	1
499	она становится	1	1
500	себя момент	1	1
501	жить только	1	1
502	самого и	1	1
503	не была	2	1
504	творчества и	1	1
505	и самая	1	1
506	связь с	8	1
507	поэтому и	5	1
508	не мир	1	1
509	первая часть	1	1
510	любовь с	1	1
511	и даже	10	1
512	в духе	9	1
513	утверждение что	1	1
514	но он	5	1
515	образом в	3	1
516	в разные	1	1
517	не более	1	1
518	конечно и	4	1
519	всю историю	1	1
520	в которой	1	1
521	или в	2	1
522	а за	1	1
523	дадим здесь	1	1
524	и с	8	1
525	бытия по	1	1
526	от своего	2	1
527	всегда в	3	1
528	с ней	2	1
529	жизнь в	1	1
530	не получил	2	1
531	это положение	1	1
532	становления и	1	1
533	и чисто	5	1
534	стороне и	1	1
535	и кажется	1	1
536	отдельных областей	1	1
537	конечно уже	1	1
538	всем что	2	1
539	и вечность	2	1
540	и начало	3	1
541	быть определены	1	1
542	ней в	1	1
543	не делает	1	1
544	все названные	1	1
545	превращается в	6	1
546	себя из	1	1
547	дано в	1	1
548	совершенно правильно	1	1
549	здесь же	3	1
550	но эту	1	1
551	между прочим	2	1
552	индивидуальным и	1	1
553	и исторической	1	1
554	моменты его	2	1
555	тем же	1	1
556	характер и	4	1
557	в живом	1	1
558	к таким	1	1
559	отдельного человека	1	1
560	в какой	2	1
561	имеет место	2	1
562	как о	1	1
563	как не	1	1
564	жизнь на	1	1
565	и которым	1	1
566	может стать	1	1
567	им и	1	1
568	их в	3	1
569	ведь и	1	1
570	но нельзя	1	1
571	выражения и	2	1
572	большинстве случаев	2	1
573	центром и	1	1
574	второй половине	2	1
575	выйти из	1	1
576	одновременно и	3	1
577	и так	2	1
578	вместе с	1	1
579	себя ничего	1	1
580	на этом	2	1
581	при таком	2	1
582	в этих	6	1
583	средневековых мистерий	1	1
584	никто не	1	1
585	есть только	3	1
586	в живой	1	1
587	они не	1	1
588	правда не	1	1
589	приводит к	2	1
590	на все	5	1
591	и полнее	1	1
592	уже вне	1	1
593	контекст в	1	1
594	было конечно	2	1
595	находится на	1	1
596	остановимся на	1	1
597	полноте и	1	1
598	уже давно	1	1
599	отличается от	1	1
600	нужно еще	2	1
601	между ними	4	1
602	при всех	2	1
603	но уже	1	1
604	следовательно и	1	1
605	мир и	3	1
606	на его	4	1
607	в известном	1	1
608	литературе о	1	1
609	к человеку	1	1
610	мистерий в	2	1
611	точек зрения	1	1
612	людьми и	2	1
613	себе самой	1	1
614	направлен на	4	1
615	бы действительно	1	1
616	делает его	1	1
617	его никогда	1	1
618	об этом	2	1
619	мою жизнь	1	1
620	единство и	1	1
621	всего можно	1	1
622	она и	1	1
623	в эту	6	1
624	культуры в	4	1
625	и завершенное	1	1
626	нем нет	1	1
627	и смерть	1	1
628	целого и	1	1
629	к тому	3	1
630	в одной	1	1
631	сих пор	7	1
632	особенно в	2	1
633	перевести его	1	1
634	такое противопоставление	1	1
635	мысли в	1	1
636	действительности и	1	1
637	сторона и	1	1
638	и всей	1	1
639	где оно	1	1
640	противопоставляет себя	1	1
641	этот процесс	5	1
642	бы ни	2	1
643	его просто	1	1
644	действительности а	1	1
645	нет он	1	1
646	не был	1	1
647	смерти и	6	1
648	только для	1	1
649	его эстетической	1	1
650	с этим	1	1
651	но оно	1	1
652	оживает и	1	1
653	что эти	1	1
654	но его	1	1
655	свой мир	2	1
656	остается в	1	1
657	нет ничего	3	1
658	и справедливости	1	1
659	понятен и	1	1
660	перестает быть	3	1
661	должен был	2	1
662	во всяком	2	1
663	здесь как	1	1
664	только от	1	1
665	именно как	1	1
666	в жизнь	1	1
667	все и	1	1
668	существенный момент	1	1
669	нуждается в	1	1
670	мы можем	2	1
671	не является	4	1
672	не существует	1	1
673	но с	2	1
674	только к	1	1
675	если оно	1	1
676	книге о	2	1
677	жива и	1	1
678	начало было	1	1
679	и такие	1	1
680	что мы	2	1
681	как начало	2	1
682	которую мы	1	1
683	совершенно иной	2	1
684	то этот	1	1
685	чувствует себя	1	1
686	средние века	12	1
687	место это	1	1
688	этой своей	1	1
689	в лучшем	1	1
690	мы уже	18	1
691	не равны	1	1
692	во все	2	1
693	на некоторых	2	1
694	нас своим	1	1
695	время от	1	1
696	совпадает с	1	1
697	а чисто	1	1
698	другими словами	2	1
699	но при	2	1
700	всяком случае	2	1
701	эти слова	1	1
702	формальный и	1	1
703	нем в	2	1
704	выходит из	1	1
705	все свои	1	1
706	также и	3	1
707	эта в	1	1
708	но эти	1	1
709	вся жизнь	1	1
710	близости к	1	1
711	является и	1	1
712	биологический и	1	1
713	изъяты из	1	1
714	здесь нам	1	1
715	в этот	1	1
716	культуры можно	2	1
717	просто не	1	1
718	мы должны	2	1
719	имеет не	1	1
720	по поводу	2	1
721	это сознание	1	1
722	слова и	1	1
723	поэтому мы	1	1
724	в искусстве	3	1
725	и имеет	1	1
726	и уже	1	1
727	с которой	1	1
728	вневременную значимость	1	1
729	и отчетливый	1	1
730	и теперь	1	1
731	начало здесь	2	1
732	конечно это	1	1
733	средних веков	5	1
734	не могло	1	1
735	только на	3	1
736	в эстетике	2	1
737	в которую	1	1
738	таким путем	1	1
739	отношение ко	1	1
740	что тем	1	1
741	с соответствующим	1	1
742	существенная связь	1	1
743	и миром	1	1
744	нового времени	17	1
745	это небо	1	1
746	отношений между	1	1
747	всего что	2	1
748	иные моменты	1	1
749	жизни это	4	1
750	в форме	6	1
751	понимание бытия	1	1
752	говоря о	2	1
753	главным образом	6	1
754	истины в	1	1
755	и до	6	1
756	мире с	1	1
757	пр и	1	1
758	в истории	5	1
759	конца в	1	1
760	всех великих	1	1
761	по своей	3	1
762	не касается	1	1
763	он есть	1	1
764	над ним	1	1
765	себе в	2	1
766	в большинстве	2	1
767	до того	1	1
768	а во	1	1
769	в мистерии	1	1
770	вне его	2	1
771	связанных с	4	1
772	их и	1	1
773	еще на	2	1
774	мира одна	1	1
775	в средние	13	1
776	в небытие	1	1
777	за этим	1	1
778	элемента в	1	1
779	пока еще	1	1
780	не становится	1	1
781	как высшую	1	1
782	даны здесь	1	1
783	это позволяет	1	1
784	и где	1	1
785	не подлежит	3	1
786	конца и	1	1
787	являются лишь	1	1
788	к ней	2	1
789	известном смысле	1	1
790	не для	2	1
791	настоящее время	1	1
792	и стихийно	1	1
793	включенный в	1	1
794	в индивидуальном	1	1
795	этих последних	3	1
796	их а	1	1
797	и во	6	1
798	той же	1	1
799	и др	32	1
800	человеческой жизни	1	1
801	веков и	2	1
802	это приводит	1	1
803	о его	1	1
804	игра в	2	1
805	но прежде	3	1
806	одной из	3	1
807	совершенно иначе	1	1
808	места для	1	1
809	что может	1	1
810	жизни этих	2	1
811	в нашем	3	1
812	значительной степени	4	1
813	все моменты	2	1
814	находится в	1	1
815	ее можно	2	1
816	но совсем	1	1
817	от времени	1	1
818	будем говорить	1	1
819	как я	1	1
820	разрушило бы	1	1
821	переведены в	1	1
822	лучше всего	1	1
823	и от	3	1
824	его только	2	1
825	относится к	4	1
826	что все	1	1
827	мы будем	4	1
828	научные методы	1	1
829	он пытается	1	1
830	к миру	2	1
831	такие которые	2	1
832	слиты в	1	1
833	говорить в	1	1
834	же в	4	1
835	в данной	1	1
836	слово и	1	1
837	такой же	1	1
838	и о	4	1
839	в значительной	9	1
840	одна из	5	1
841	оно становится	1	1
842	на то	2	1
843	так называемые	2	1
844	себе самому	2	1
845	здесь и	5	1
846	виду его	1	1
847	быть правильно	2	1
848	от них	1	1
849	и по	3	1
850	можно выразить	1	1
851	были в	4	1
852	момент во	1	1
853	вся система	1	1
854	это в	5	1
855	мы дадим	2	1
856	концепции бытия	1	1
857	и живет	1	1
858	к этим	2	1
859	и живут	1	1
860	друг друга	3	1
861	не мог	1	1
862	к совершенно	1	1
863	как если	1	1
864	в системе	3	1
865	того же	1	1
866	не просто	3	1
867	но там	1	1
868	был не	1	1
869	которой мы	1	1
870	в настоящее	1	1
871	в один	1	1
872	поэтому он	1	1
873	и единого	1	1
874	мира его	1	1
875	если это	1	1
876	не превращается	1	1
877	подойти к	2	1
878	области науки	1	1
879	и т.п	26	1
880	в чисто	2	1
881	жизнью и	1	1
882	как мы	12	1
883	наше время	1	1
884	мысли и	4	1
885	и иные	1	1
886	которому и	1	1
887	формы и	7	1
888	человечества но	1	1
889	чужд конечно	1	1
890	и временной	1	1
891	не к	2	1
892	своего развития	3	1
893	здесь этот	1	1
894	именно момент	1	1
895	момент но	1	1
896	во второй	2	1
897	можно только	5	1
