N	2gram	Losev_Prob	KFilosof
266	со всеми	1	2
267	оно не	1	2
268	не потому	1	2
269	если не	7	2
270	говорим о	5	2
271	он может	2	2
272	не о	2	2
273	ни одна	2	2
274	данного момента	1	2
275	из нее	1	2
276	всех его	1	2
277	что за	1	2
278	мы говорим	8	2
279	дело в	6	2
280	и эта	1	2
281	в ту	2	2
282	принципиально нет	1	2
283	дело здесь	4	2
284	предмет как	1	2
285	в процессе	2	2
286	в жизни	1	2
287	смысле и	1	2
288	не остается	1	2
289	и должен	1	2
290	с тем	9	2
291	человек и	1	2
292	его на	1	2
293	и общее	2	2
294	и как	4	2
295	лишь с	1	2
296	весь мир	2	2
297	что он	16	2
298	и она	2	2
299	но я	1	2
300	и именно	2	2
301	предмет и	2	2
302	есть именно	9	2
303	первом плане	1	2
304	как в	10	2
305	на первом	2	2
306	от этого	1	2
307	если я	3	2
308	есть на	1	2
309	смысла и	1	2
310	это было	4	2
311	в это	1	2
312	познания но	1	2
313	себя или	2	2
314	не нужно	2	2
315	ничего общего	7	2
316	а для	1	2
317	как оно	3	2
318	для выражения	1	2
319	жизнь и	3	2
320	или как	4	2
321	все они	5	2
322	этого слова	5	2
323	действительности в	1	2
324	поскольку она	2	2
325	к этому	2	2
326	и потому	13	2
327	ни к	3	2
328	может иметь	4	2
329	где этот	1	2
330	а с	2	2
331	в данном	14	2
332	и других	1	2
333	вопрос о	2	2
334	которой он	1	2
335	раз и	6	2
336	она не	3	2
337	потому что	40	2
338	дело когда	2	2
339	того чтобы	4	2
340	то ни	7	2
341	совсем не	4	2
342	быть не	1	2
343	а значит	1	2
344	другое дело	5	2
345	дело не	4	2
346	общего не	1	2
347	кажется что	2	2
348	из самого	1	2
349	не будет	3	2
350	в него	2	2
351	на нем	3	2
352	говорить о	7	2
353	содержания и	3	2
354	для этого	9	2
355	самого факта	1	2
356	всех других	2	2
357	этим не	2	2
358	думать что	1	2
359	всей его	2	2
360	или иное	3	2
361	и всех	1	2
362	пространства и	1	2
363	но этот	2	2
364	основе своей	1	2
365	это только	2	2
366	имеем в	4	2
367	они находятся	1	2
368	в этой	10	2
369	он и	3	2
370	нем не	1	2
371	есть действительно	2	2
372	всякий предмет	1	2
373	но есть	1	2
374	что есть	1	2
375	при условии	4	2
376	только по	1	2
377	смысле не	1	2
378	это можно	2	2
379	нас важно	1	2
380	это область	1	2
381	того именно	1	2
382	что только	1	2
383	слова в	1	2
384	и нашей	1	2
385	или иной	20	2
386	бы оно	1	2
387	в области	2	2
388	как предмет	2	2
389	а как	2	2
390	человек не	1	2
391	себе как	4	2
392	с ее	5	2
393	чтобы не	2	2
394	то или	5	2
395	все во	1	2
396	эти различения	1	2
397	и ее	7	2
398	едва ли	8	2
399	одного и	1	2
400	другого и	1	2
401	вся эта	3	2
402	гораздо более	6	2
403	себе а	3	2
404	сам этот	2	2
405	для самого	2	1
406	все в	4	1
407	она сама	1	1
408	красота и	1	1
409	более не	2	1
410	в самом	4	1
411	уже во	2	1
412	какого бы	1	1
413	и к	9	1
414	ввиду того	1	1
415	именно к	3	1
416	новое и	3	1
417	утверждать что	3	1
418	только не	6	1
419	или просто	1	1
420	смерть и	1	1
421	и точности	1	1
422	во втором	1	1
423	все что	1	1
424	в содержании	2	1
425	как это	4	1
426	в предмете	1	1
427	образом и	2	1
428	только путем	4	1
429	мы видим	1	1
430	до сих	4	1
431	и получает	1	1
432	здесь на	2	1
433	в душе	1	1
434	и он	3	1
435	и всякий	5	1
436	собой и	1	1
437	при созерцании	1	1
438	не выходит	2	1
439	он предполагает	1	1
440	содержится в	1	1
441	ведь можно	1	1
442	не нужна	1	1
443	вне себя	1	1
444	ничем не	2	1
445	так как	14	1
446	одном случае	4	1
447	и очень	6	1
448	как таковой	2	1
449	менее в	3	1
450	здесь именно	2	1
451	же и	7	1
452	например что	1	1
453	объективного и	1	1
454	и своего	2	1
455	только что	4	1
456	то есть	63	1
457	такова же	1	1
458	единственный момент	1	1
459	это будет	7	1
460	самого себя	4	1
461	первом случае	1	1
462	факта что	1	1
463	суждения но	1	1
464	имеют в	1	1
465	переходит в	2	1
466	зависит от	1	1
467	вообще а	1	1
468	таком положении	1	1
469	на том	3	1
470	не за	1	1
471	на ее	2	1
472	она в	2	1
473	есть тем	1	1
474	нас как	1	1
475	ровно ничего	2	1
476	мог бы	1	1
477	их смыслового	1	1
478	здесь то	2	1
479	смысле слова	19	1
480	оно было	1	1
481	что уже	1	1
482	ее самой	1	1
483	не будем	4	1
484	он как	2	1
485	отношения к	3	1
486	другой именно	1	1
487	отвлеченный смысл	1	1
488	всякого человека	1	1
489	в предыдущем	2	1
490	но фактически	1	1
491	момента в	1	1
492	синтеза и	1	1
493	несмотря на	4	1
494	была бы	2	1
495	есть просто	4	1
496	из всех	1	1
497	то для	4	1
498	и наконец	2	1
499	и нераздельное	2	1
500	это значит	12	1
501	хотя и	9	1
502	содержит в	13	1
503	форма не	1	1
504	уже с	1	1
505	тоже только	2	1
506	ни на	5	1
507	теории а	1	1
508	как раз	11	1
509	нам остается	1	1
510	в индивидуальность	1	1
511	о принципе	1	1
512	жизни только	1	1
513	в литературе	3	1
514	к такому	1	1
515	как необходимые	1	1
516	предполагает не	1	1
517	с чем	3	1
518	оказался в	1	1
519	ее в	2	1
520	и говорить	2	1
521	и тут	3	1
522	искусства который	1	1
523	находятся в	5	1
524	поэтому в	2	1
525	и сама	4	1
526	можно сказать	10	1
527	ориентации в	2	1
528	всего мы	1	1
529	разницу в	1	1
530	значит не	1	1
531	только при	10	1
532	не являются	4	1
533	к выводу	1	1
534	являются здесь	1	1
535	не содержит	1	1
536	науки и	1	1
537	так по	1	1
538	а есть	1	1
539	отделить от	1	1
540	в отношении	4	1
541	и элементарная	1	1
542	должен здесь	1	1
543	в единый	1	1
544	это слово	1	1
545	однако он	1	1
546	же не	2	1
547	его от	3	1
548	в результате	8	1
549	или иную	3	1
550	здесь в	3	1
551	и индивидуальное	1	1
552	они будут	1	1
553	мы возьмем	5	1
554	этот термин	2	1
555	смысле этого	1	1
556	до их	1	1
557	мыслится и	1	1
558	теоретически и	1	1
559	нет никакого	4	1
560	вывод о	1	1
561	с собой	6	1
562	и всякого	2	1
563	этого человека	1	1
564	что между	1	1
565	функции в	1	1
566	все равно	6	1
567	отвлечься от	1	1
568	лежит в	1	1
569	категории являются	1	1
570	нас от	1	1
571	отступает на	1	1
572	нашего исследования	2	1
573	с действительностью	1	1
574	слова мы	1	1
575	только он	2	1
576	которого все	1	1
577	есть а	2	1
578	не была	1	1
579	чем в	2	1
580	поэтому и	3	1
581	тем беднее	1	1
582	в зависимости	3	1
583	бы только	2	1
584	действительности только	1	1
585	и даже	21	1
586	к его	1	1
587	впервые делает	1	1
588	именно что	1	1
589	бы для	2	1
590	но он	1	1
591	образом в	2	1
592	в разные	1	1
593	конечно и	2	1
594	отличаются от	2	1
595	в которой	3	1
596	истории философии	1	1
597	или в	7	1
598	в первом	1	1
599	и говорят	1	1
600	когда оно	1	1
601	имеет для	2	1
602	и с	11	1
603	от своего	1	1
604	ни о	8	1
605	всегда в	1	1
606	с ней	5	1
607	и можно	3	1
608	жизнь в	3	1
609	и времени	1	1
610	равно как	2	1
611	все дело	2	1
612	становления и	1	1
613	это содержание	1	1
614	отличен от	1	1
615	месте и	1	1
616	и кажется	1	1
617	которые как	1	1
618	значения как	1	1
619	он будет	2	1
620	сказать и	2	1
621	же оказывается	2	1
622	никогда и	1	1
623	в понятии	4	1
624	она является	3	1
625	а то	4	1
626	на месте	1	1
627	их взаимное	1	1
628	нужно думать	1	1
629	и будет	2	1
630	не могущая	1	1
631	превращается в	1	1
632	и индивидуального	1	1
633	до степени	1	1
634	контекст и	2	1
635	к такой	1	1
636	же будет	1	1
637	если он	1	1
638	исходить из	1	1
639	но эту	1	1
640	между прочим	4	1
641	мышления есть	1	1
642	и исторической	1	1
643	даже трудно	1	1
644	тем же	2	1
645	ведь только	1	1
646	и поскольку	2	1
647	в живом	1	1
648	то все	1	1
649	к таким	1	1
650	в какой	1	1
651	и превращает	1	1
652	как о	6	1
653	места где	1	1
654	к пределу	1	1
655	недостаток всех	1	1
656	может стать	1	1
657	есть тот	2	1
658	имеет дело	1	1
659	их в	2	1
660	ведь и	1	1
661	для каждого	2	1
662	если и	2	1
663	а именно	12	1
664	возможно и	2	1
665	выйти из	1	1
666	здесь дело	1	1
667	которые могут	1	1
668	одновременно и	4	1
669	целое как	1	1
670	и так	1	1
671	вместе с	3	1
672	там увы	1	1
673	и вопрос	1	1
674	себя ничего	1	1
675	не существенно	1	1
676	на этом	1	1
677	при таком	2	1
678	в этих	6	1
679	никто не	5	1
680	есть только	5	1
681	и этих	1	1
682	этим самым	1	1
683	все смысловое	2	1
684	они не	1	1
685	мы только	4	1
686	на все	1	1
687	предмета и	1	1
688	контекст в	1	1
689	смысл но	2	1
690	уже давно	3	1
691	тем или	1	1
692	отличается от	8	1
693	из бесконечных	1	1
694	между собой	3	1
695	значит иметь	1	1
696	представляется нам	1	1
697	ни только	2	1
698	между ними	1	1
699	мы делаем	1	1
700	зависимости от	3	1
701	при всех	2	1
702	том смысле	4	1
703	но уже	4	1
704	следовательно и	1	1
705	на его	1	1
706	в известном	3	1
707	эта последняя	2	1
708	мистерий в	1	1
709	именно при	1	1
710	а только	9	1
711	общность и	1	1
712	делает его	1	1
713	для нашей	1	1
714	бы совершенно	1	1
715	об этом	7	1
716	единство и	1	1
717	много и	2	1
718	она и	1	1
719	но никто	1	1
720	а он	1	1
721	жизни вообще	1	1
722	и смерть	1	1
723	целого и	1	1
724	дальше отходит	1	1
725	но к	2	1
726	к тому	4	1
727	время является	1	1
728	сих пор	4	1
729	особенно в	2	1
730	мысли в	1	1
731	действительности и	2	1
732	сторона и	1	1
733	и всей	2	1
734	она только	1	1
735	к той	1	1
736	бы ни	1	1
737	действительности а	1	1
738	в математике	4	1
739	не был	3	1
740	другом случае	2	1
741	только для	1	1
742	частей и	1	1
743	действительность и	4	1
744	с этим	5	1
745	но оно	3	1
746	что эти	1	1
747	но его	1	1
748	остается в	1	1
749	нет ничего	6	1
750	и справедливости	1	1
751	перестает быть	3	1
752	во всяком	14	1
753	здесь как	1	1
754	только от	1	1
755	именно как	1	1
756	что категории	1	1
757	стремится выразить	1	1
758	можно взять	1	1
759	нуждается в	1	1
760	но может	1	1
761	ясность и	1	1
762	мы можем	11	1
763	не является	19	1
764	не существует	6	1
765	но с	2	1
766	только к	4	1
767	если оно	3	1
768	а к	2	1
769	жизни а	4	1
770	чем эта	1	1
771	сказать это	1	1
772	другим людям	1	1
773	мыслить как	1	1
774	и такие	3	1
775	и пространства	1	1
776	как целое	1	1
777	каких бы	1	1
778	возможны и	1	1
779	что мы	12	1
780	значит что	13	1
781	это понятие	3	1
782	а просто	1	1
783	которую мы	1	1
784	то этот	2	1
785	не имеют	4	1
786	мы уже	4	1
787	это событие	1	1
788	во все	3	1
789	чего нет	1	1
790	предмет в	1	1
791	другими словами	9	1
792	но при	1	1
793	все наше	1	1
794	всяком случае	8	1
795	эти слова	2	1
796	мы его	2	1
797	мы признаем	1	1
798	его не	2	1
799	не знаю	1	1
800	ни один	1	1
801	ему и	1	1
802	так чтобы	2	1
803	также и	22	1
804	ту же	1	1
805	но эти	1	1
806	из жизни	1	1
807	и слышит	1	1
808	не отличаются	2	1
809	только так	2	1
810	является и	2	1
811	здесь нам	2	1
812	эта картина	2	1
813	содержание можно	1	1
814	конечно дело	1	1
815	из их	1	1
816	в этот	1	1
817	человека все	1	1
818	и чтобы	1	1
819	ни была	2	1
820	не это	1	1
821	будет совершенно	2	1
822	мы должны	13	1
823	мы наблюдали	1	1
824	по поводу	3	1
825	делает возможным	1	1
826	есть своеобразный	1	1
827	слова и	3	1
828	вообще как	2	1
829	поэтому мы	1	1
830	в искусстве	4	1
831	остается только	2	1
832	и имеет	1	1
833	с которой	2	1
834	когда он	2	1
835	только тогда	2	1
836	этом условии	1	1
837	такие философские	1	1
838	только на	6	1
839	в эстетике	2	1
840	не с	1	1
841	за собой	1	1
842	предмет хотя	1	1
843	с соответствующим	3	1
844	при такой	1	1
845	но сам	1	1
846	самое что	1	1
847	нового времени	1	1
848	связь между	1	1
849	всего что	1	1
850	каждый раз	7	1
851	него с	2	1
852	входящего в	2	1
853	виду и	1	1
854	ним как	1	1
855	же самое	20	1
856	где же	1	1
857	но только	10	1
858	этого факта	1	1
859	единичному как	1	1
860	говоря о	1	1
861	другого а	1	1
862	общее положение	1	1
863	нечто а	2	1
864	но отнюдь	2	1
865	и до	3	1
866	лежащий в	1	1
867	ту или	3	1
868	действительно есть	1	1
869	уже и	2	1
870	тем она	2	1
871	не забываю	1	1
872	в истории	4	1
873	по своей	1	1
874	он есть	2	1
875	этих случаях	1	1
876	в каких	1	1
877	цели и	1	1
878	это различие	1	1
879	себе в	5	1
880	до того	2	1
881	как таковую	1	1
882	а во	2	1
883	признать что	1	1
884	еще на	2	1
885	значит быть	1	1
886	всего этого	2	1
887	другой и	3	1
888	когда мы	24	1
889	субъекта но	1	1
890	единицы и	1	1
891	а тем	1	1
892	всякого другого	1	1
893	в данных	1	1
894	мы ни	4	1
895	не само	1	1
896	поскольку оно	1	1
897	и мыслится	2	1
898	определения и	1	1
899	но мы	1	1
900	пока еще	3	1
901	и окончательно	1	1
902	контекстов для	1	1
903	чистого смысла	1	1
904	и где	1	1
905	конца и	1	1
906	к ней	2	1
907	известном смысле	1	1
908	настоящее время	4	1
909	является еще	1	1
910	она может	2	1
911	к следующему	1	1
912	и никогда	1	1
913	и каждая	1	1
914	если мы	24	1
915	бы его	2	1
916	а скорее	1	1
917	и во	5	1
918	той же	2	1
919	и каждый	2	1
920	и др	1	1
921	всей конкретной	1	1
922	человеческой жизни	4	1
923	этот человек	1	1
924	о каких	2	1
925	о его	3	1
926	вообще ни	1	1
927	здесь возникает	1	1
928	произведения не	1	1
929	даже для	1	1
930	такая же	1	1
931	ведь если	3	1
932	созерцания и	2	1
933	точки для	1	1
934	в нашем	13	1
935	путь от	2	1
936	находится в	1	1
937	но совсем	1	1
938	индивидуальность а	1	1
939	познания поскольку	1	1
940	в первой	1	1
941	не понимая	1	1
942	и от	11	1
943	его только	2	1
944	относится к	4	1
945	что все	2	1
946	мы будем	3	1
947	с которым	1	1
948	как все	1	1
949	столь же	1	1
950	такие которые	2	1
951	же в	6	1
952	что она	5	1
953	само это	1	1
954	и о	8	1
955	имеют дело	1	1
956	отражается и	1	1
957	в значительной	2	1
958	мысли но	1	1
959	или более	1	1
960	до ее	1	1
961	говорить об	2	1
962	не дана	2	1
963	единственной точке	1	1
964	условии своей	1	1
965	ли кто-нибудь	1	1
966	что именно	3	1
967	на то	6	1
968	уже чисто	1	1
969	так называемые	1	1
970	не мыслится	1	1
971	в конкретном	1	1
972	не стоит	2	1
973	здесь и	4	1
974	от научных	1	1
975	от них	1	1
976	и по	3	1
977	все другие	1	1
978	бесконечное множество	2	1
979	это в	2	1
980	или не	1	1
981	мы дадим	1	1
982	к другим	2	1
983	является только	8	1
984	понятие о	2	1
985	жизни рождение	1	1
986	еще менее	1	1
987	друг друга	5	1
988	которой ничего	1	1
989	и входит	1	1
990	обозначает предмет	1	1
991	того же	2	1
992	в каком-то	1	1
993	план и	1	1
994	человека но	3	1
995	не просто	36	1
996	которой мы	1	1
997	она действительно	1	1
998	в настоящее	4	1
999	который и	1	1
1000	в один	1	1
1001	нее и	1	1
1002	само по	5	1
1003	жизни не	2	1
1004	есть принцип	3	1
1005	случае когда	2	1
1006	если это	1	1
1007	не можем	5	1
1008	не предмет	2	1
1009	действительно в	1	1
1010	как мы	12	1
1011	путем скачка	1	1
1012	мысли и	1	1
1013	и предметом	1	1
1014	формы и	3	1
1015	но поскольку	1	1
1016	содержание научного	1	1
1017	не к	2	1
1018	прочим и	1	1
1019	нельзя говорить	1	1
1020	или другой	6	1
1021	он действительно	1	1
1022	есть общее	3	1
1023	возможна только	1	1
1024	а эти	1	1
1025	себя но	2	1
1026	мало еще	1	1
1027	оно просто	1	1
1028	можно только	3	1
1029	ли однако	1	1
