N	2gram	Vinokur_St	Marksizm
233	еще более	5	5
234	о чем	4	5
235	в одном	7	5
236	в виду	6	5
237	что слово	1	5
238	в первом	2	5
239	значения в	1	5
240	не менее	8	5
241	связано с	1	5
242	был бы	1	5
243	на границе	1	5
244	как на	10	5
245	от того	1	5
246	себя в	1	5
247	на язык	1	5
248	что такое	2	5
249	xix века	2	5
250	речи на	1	5
251	от этого	2	5
252	в двух	4	5
253	и у	2	5
254	той или	1	5
255	но как	1	5
256	в целях	1	5
257	и тем	3	5
258	и является	1	5
259	в конце	5	5
260	то в	3	5
261	для себя	3	5
262	опираться на	1	5
263	вместе с	5	5
264	да и	4	5
265	так называемая	3	5
266	различие между	1	5
267	знак и	1	5
268	и вот	1	5
269	ее в	2	5
270	и лишь	2	5
271	хотя и	4	5
272	языка а	1	5
273	в конкретном	1	5
274	точку зрения	3	5
275	этом случае	3	5
276	в более	1	5
277	значение в	1	5
278	этом отношении	13	5
279	или в	1	5
280	но не	5	5
281	в условиях	1	5
282	тем более	4	5
283	к одному	1	5
284	она не	3	5
285	одни и	1	5
286	со всею	1	5
287	ведь если	2	5
288	должна опираться	1	5
289	конечно совершенно	1	5
290	в особенности	1	5
291	какого бы	1	4
292	и к	5	4
293	же и	4	4
294	какой бы	1	4
295	в них	2	4
296	связь с	1	4
297	но все	9	4
298	тем что	6	4
299	он является	1	4
300	он был	5	4
301	говорит что	4	4
302	в зависимости	2	4
303	во всей	1	4
304	исходит из	1	4
305	из них	11	4
306	едва ли	1	4
307	что они	9	4
308	и он	2	4
309	узком смысле	1	4
310	несмотря на	4	4
311	что все	3	4
312	не знает	2	4
313	в которой	13	4
314	одним из	2	4
315	что она	5	4
316	но для	3	4
317	но ведь	8	4
318	в других	2	4
319	но к	2	4
320	разрыв между	1	4
321	ведь в	1	4
322	не дает	2	4
323	в работе	1	4
324	и речи	3	4
325	но при	1	4
326	к этим	1	4
327	так что	8	4
328	в тех	5	4
329	и тот	1	4
330	являются лишь	1	4
331	нашей точки	1	4
332	из этого	1	4
333	независимо от	1	4
334	не могут	2	4
335	со всеми	2	4
336	допустим что	2	4
337	и действительно	1	4
338	значения и	1	4
339	можно назвать	3	4
340	к его	2	4
341	эта последняя	1	4
342	бы и	4	4
343	темой и	1	4
344	именно на	1	4
345	целый ряд	3	4
346	и до	2	4
347	что здесь	2	4
348	нет и	1	4
349	мог бы	1	4
350	но именно	3	4
351	только при	1	4
352	в чужую	3	4
353	и то	6	4
354	только с	4	4
355	нас не	3	4
356	уже в	3	4
357	не будем	1	4
358	лишь то	1	4
359	это и	5	4
360	можно сказать	2	4
361	места в	3	4
362	как она	1	4
363	к своему	3	4
364	в одной	3	4
365	пр в	1	4
366	каких бы	2	4
367	свое выражение	2	4
368	так называемой	2	4
369	как он	3	4
370	стороны и	1	4
371	в каких	1	4
372	и самого	1	4
373	в узком	1	4
374	жизни и	6	4
375	в области	16	4
376	нуждается в	2	4
377	эти два	1	4
378	что было	3	3
379	они являются	1	3
380	данном отношении	6	3
381	не могло	4	3
382	в применении	3	3
383	однако и	2	3
384	даже в	5	3
385	в своих	2	3
386	форму и	1	3
387	с тем	3	3
388	роль в	1	3
389	является для	1	3
390	так в	1	3
391	знак в	1	3
392	или вернее	1	3
393	применении к	3	3
394	даже и	2	3
395	в руках	2	3
396	но они	3	3
397	говорить о	3	3
398	на пути	1	3
399	значительной степени	3	3
400	всегда и	1	3
401	не становится	1	3
402	непосредственно из	1	3
403	стилистический прием	1	3
404	все его	1	3
405	на протяжении	1	3
406	от его	2	3
407	здесь нет	1	3
408	в году	3	3
409	в социальной	1	3
410	тем не	4	3
411	в научном	1	3
412	правильного понимания	1	3
413	не о	2	3
414	прежде чем	1	3
415	между собой	1	3
416	действительности и	1	3
417	в русской	4	3
418	более или	2	3
419	если б	5	3
420	как это	6	3
421	что эта	5	3
422	одно и	1	3
423	не приходится	5	3
424	и та	1	3
425	неотделим от	1	3
426	по своей	2	3
427	он еще	1	3
428	могла бы	1	3
429	общего с	3	3
430	что во	3	3
431	и др	1	3
432	и есть	1	3
433	речи о	1	3
434	в какой-то	1	3
435	были бы	2	3
436	не так	2	3
437	во втором	5	3
438	и этот	1	3
439	мы встречаем	1	3
440	в последнем	1	3
441	они и	1	3
442	если он	1	3
443	почти не	1	3
444	как к	3	3
445	тогда когда	1	3
446	и при	1	3
447	в другой	1	3
448	из которых	1	3
449	знаков в	1	3
450	не на	3	3
451	можно было	14	3
452	должен был	5	3
453	имеет значение	1	3
454	еще в	3	3
455	но вот	1	3
456	к которым	1	3
457	в которых	5	3
458	со стороны	7	3
459	пр но	1	3
460	еще и	5	3
461	ни к	1	3
462	его и	1	3
463	потому что	13	3
464	и той	1	3
465	отрывок из	1	3
466	устойчивая система	1	3
467	на этот	5	3
468	здесь не	1	3
469	но если	5	3
470	у них	1	3
471	но это	9	3
472	литературного языка	1	3
473	ответ на	4	3
474	что оно	4	3
475	они не	2	3
476	свидетельствует о	2	3
477	того как	8	3
478	том числе	3	3
479	бы на	1	3
480	себя самого	1	3
481	с их	2	3
482	этот прием	1	3
483	ведь это	1	3
484	этого рода	2	3
485	или иначе	3	3
486	на нее	3	3
487	в ту	1	3
488	лежит на	1	3
489	есть только	2	3
490	а иногда	2	3
491	на все	2	3
492	только и	1	3
493	в виде	3	3
494	должен быть	3	3
495	или менее	2	3
496	одним и	2	3
497	и вообще	5	3
498	мысли в	1	3
499	не все	3	3
500	бы это	2	3
501	на них	2	3
502	и по	6	3
503	этих двух	4	3
504	того или	4	3
505	и других	1	3
506	совпадает с	3	3
507	ту или	1	3
508	также и	10	3
509	в значительной	2	3
510	иногда и	2	3
511	когда он	1	3
512	а по	1	3
513	не с	1	3
514	не следует	1	3
515	одного слова	1	3
516	сказал что	1	3
517	числе и	2	3
518	и о	4	3
519	и только	3	3
520	само собой	1	3
521	конце концов	2	3
522	в целом	5	3
523	и тогда	2	3
524	еще несколько	2	2
525	и другие	3	2
526	существует лишь	1	2
527	вообще не	5	2
528	к этой	1	2
529	его за	1	2
530	с этой	5	2
531	дело с	2	2
532	нужно искать	4	2
533	из всех	1	2
534	в разных	1	2
535	в духе	2	2
536	из нее	3	2
537	слова с	1	2
538	превращается в	2	2
539	исходить из	1	2
540	например в	8	2
541	на определенной	1	2
542	их в	2	2
543	а именно	3	2
544	отличается от	2	2
545	почти все	2	2
546	так например	12	2
547	г в	10	2
548	сам же	1	2
549	действительности в	1	2
550	ответить на	1	2
551	было в	2	2
552	отсюда и	1	2
553	эти проблемы	1	2
554	значение то	1	2
555	почти исключительно	1	2
556	и другой	1	2
557	же касается	3	2
558	это же	1	2
559	а между	2	2
560	тем самым	2	2
561	не вполне	1	2
562	то как	1	2
563	себе отчет	1	2
564	чтобы показать	1	2
565	отчет в	1	2
566	в прошлом	1	2
567	к ним	1	2
568	в голове	1	2
569	него не	1	2
570	за него	2	2
571	на него	3	2
572	не умеет	1	2
573	иначе и	2	2
574	согласиться с	1	2
575	от них	1	2
576	какой степени	1	2
577	от себя	1	2
578	лишь при	1	2
579	не просто	2	2
580	этой системы	1	2
581	крайней мере	2	2
582	гораздо более	5	2
583	и во	3	2
584	неизбежно должна	1	2
585	действительно ли	1	2
586	никакой связи	1	2
587	и всей	2	2
588	характерен для	1	2
589	быть в	2	2
590	отношения к	2	2
591	и за	3	2
592	или иную	1	2
593	отсюда что	1	2
594	иными словами	1	2
595	для них	2	2
596	бы что	3	2
597	тому же	2	2
598	и притом	1	2
599	является и	1	2
600	но он	5	2
601	на которое	2	2
602	что его	1	2
603	конечно нельзя	1	2
604	и всего	1	2
605	под его	2	2
606	также в	2	2
607	и именно	2	2
608	же как	5	2
609	между прочим	10	2
610	оценок и	1	2
611	путь в	1	2
612	должно было	5	2
613	его жизни	3	2
614	средство для	1	2
615	себе и	1	2
616	а только	1	2
617	в чем	4	2
618	что как	3	2
619	точкой зрения	1	2
620	именно как	1	2
621	а с	6	2
622	если оно	1	2
623	того в	1	2
624	только путем	1	2
625	вся история	1	2
626	в лучшем	1	2
627	эти слова	1	2
628	зрения в	2	2
629	еще только	1	2
630	ту же	1	2
631	совсем не	3	2
632	уже к	1	2
633	характерны для	1	2
634	бы они	1	2
635	не могла	2	2
636	но только	2	2
637	где в	1	2
638	даже не	5	2
639	этом смысле	2	2
640	в современной	1	2
641	совершенно независимо	1	2
642	когда мы	1	2
643	ни одной	2	2
644	конечно эти	1	2
645	с нашей	2	2
646	найти в	1	2
647	но помимо	1	2
648	это делает	1	2
649	вопроса в	2	2
650	система является	1	2
651	не значит	3	2
652	в первой	12	2
653	не то	1	2
654	образом в	1	2
655	в общем	2	2
656	же мы	1	2
657	о роли	1	2
658	или иного	4	2
659	во время	5	2
660	прав в	1	2
661	всех этих	2	2
662	так или	3	2
663	слова до	1	2
664	в прямую	1	2
665	в частности	6	2
666	а потому	2	2
667	в содержании	1	2
668	все в	2	2
669	к одной	1	2
670	которые он	1	2
671	эти особенности	1	2
672	была бы	10	2
673	поэтому в	4	2
674	к выводу	1	2
675	основных вопросов	1	2
676	целом ряде	1	2
677	второй части	2	2
678	из сказанного	1	2
679	оно не	3	2
680	этого процесса	1	2
681	сами по	2	2
682	ли с	1	2
683	конечно и	5	2
684	оказывается в	2	2
685	то на	1	2
686	ни о	1	2
687	это положение	2	2
688	заключается в	5	2
689	ближайшим образом	2	2
690	с целью	1	2
691	в романе	4	2
692	времени не	5	2
693	живой речи	1	2
694	как о	2	2
695	и так	3	2
696	с собою	1	2
697	никто не	4	2
698	себя и	1	2
699	бы не	2	2
700	этого материала	1	2
701	ему и	1	2
702	чтобы убедиться	1	2
703	нет в	1	2
704	по крайней	2	2
705	лишь те	1	2
706	к данной	1	2
707	где нет	2	2
708	что мы	5	2
709	это явление	2	2
710	что самое	1	2
711	нет даже	2	2
712	быть не	2	2
713	тех пор	1	2
714	исходным пунктом	1	2
715	систему как	1	2
716	и вся	2	2
717	которую он	3	2
718	ни были	2	2
719	друг от	1	2
720	каждый из	1	2
721	и настроений	1	2
722	не совсем	1	2
723	с громадным	1	2
724	их с	1	2
725	в сознании	2	2
726	вопрос в	4	2
727	исключительно в	1	2
728	чуть ли	2	2
729	он должен	2	2
730	самое слово	1	2
731	же стороны	1	2
732	нет ни	3	2
733	данном случае	7	2
734	он делает	1	2
735	к истории	2	2
736	о нем	1	2
737	что с	4	2
738	и всегда	2	2
739	и принципиально	1	2
740	нет это	2	2
741	чтобы и	1	2
742	сказать не	1	2
743	их точки	1	2
744	в г	10	2
745	но с	7	2
746	от друга	1	2
747	xviii и	1	2
748	который как	2	2
749	в эпоху	3	2
750	виду что	1	2
751	системе в	2	2
752	с той	3	2
753	виде в	2	2
754	есть в	2	2
755	язык и	1	2
756	последнее время	1	2
757	ли не	2	2
758	и могут	1	2
759	этого вопроса	3	2
760	по его	5	2
761	первой части	2	2
762	это было	2	2
763	но уже	1	2
764	на его	2	2
765	для которого	1	2
766	ли отсюда	1	2
767	встречаем в	1	2
768	разумеется что	5	2
769	что эти	1	2
770	без всякой	3	2
771	и тех	1	2
772	значение так	1	2
773	то не	3	2
774	и почти	1	2
775	его не	3	2
776	не по	5	2
777	для кого	2	2
778	во второй	10	2
779	не находит	1	2
780	мы пока	1	2
781	смысл его	1	2
782	идет о	3	2
783	речи это	1	2
784	как их	1	2
785	явление в	1	2
786	и вы	1	2
787	в понимании	1	2
788	только по	1	2
789	этом и	2	2
790	ее из	1	2
791	и иные	2	2
792	и самый	2	2
793	можно только	1	2
794	с которыми	3	1
795	истории русского	1	1
796	можно говорить	1	1
797	отвечает на	1	1
798	зрения на	1	1
799	говоря уже	2	1
800	этого в	1	1
801	которые совершенно	1	1
802	что почти	1	1
803	и очень	5	1
804	на эти	7	1
805	слова здесь	1	1
806	выводу что	1	1
807	которые не	3	1
808	языка что	1	1
809	и самому	1	1
810	с формой	1	1
811	комментарий к	1	1
812	за исключением	1	1
813	всех случаях	1	1
814	и имеет	1	1
815	каждого отдельного	1	1
816	по всему	1	1
817	которой говорят	1	1
818	случае не	3	1
819	или нет	1	1
820	которой в	3	1
821	в некоторых	3	1
822	действие и	1	1
823	говорит о	5	1
824	и говорить	1	1
825	это нужно	1	1
826	него в	1	1
827	не являются	3	1
828	не хочет	2	1
829	не нашел	2	1
830	одно из	3	1
831	далее в	4	1
832	собой разумеется	1	1
833	его от	1	1
834	значении которое	1	1
835	бы с	1	1
836	говорить что	1	1
837	с собой	1	1
838	ценность и	1	1
839	у пушкина	17	1
840	лишенных всякого	1	1
841	по пути	1	1
842	на которых	1	1
843	из двух	3	1
844	и сам	4	1
845	целью дать	1	1
846	каким образом	1	1
847	указывает в	3	1
848	их концепции	1	1
849	мысль о	2	1
850	естественно не	1	1
851	доказывает что	1	1
852	почти ничего	1	1
853	представление о	5	1
854	и принципиальной	1	1
855	том каким	1	1
856	самому и	1	1
857	форме в	1	1
858	в соответствии	1	1
859	что по	1	1
860	притом в	1	1
861	кроме самого	1	1
862	обоих случаях	2	1
863	одновременно и	1	1
864	на эту	5	1
865	но очень	1	1
866	области в	1	1
867	котором не	1	1
868	они ни	1	1
869	мы так	1	1
870	историей и	1	1
871	собою разумеется	2	1
872	под какие	1	1
873	как более	2	1
874	тем или	3	1
875	прочим и	1	1
876	духе как	1	1
877	когда в	1	1
878	речь идет	6	1
879	для публики	2	1
880	свою собственную	3	1
881	без кавычек	1	1
882	относиться к	1	1
883	где оно	1	1
884	всем его	1	1
885	освобождается от	1	1
886	работа по	1	1
887	было не	3	1
888	этой социальной	1	1
889	в первую	2	1
890	и биографическими	1	1
891	при условии	1	1
892	из других	1	1
893	которые мы	1	1
894	к процессу	1	1
895	не могли	1	1
896	то это	3	1
897	и такие	2	1
898	отвечая на	1	1
899	которой он	1	1
900	совершенно особое	1	1
901	данный знак	1	1
902	связанных с	1	1
903	но кто	1	1
904	но даже	1	1
905	не должен	2	1
906	еще почти	1	1
907	ii и	2	1
908	но то	1	1
909	случае можно	1	1
910	искусства и	1	1
911	эта ошибка	1	1
912	именно там	1	1
913	во многих	3	1
914	не всегда	2	1
915	уже о	6	1
916	их не	1	1
917	что вся	1	1
918	сегодняшнего дня	1	1
919	этот тезис	1	1
920	должна была	6	1
921	же отметить	1	1
922	о них	3	1
923	втором случае	2	1
924	и когда	1	1
925	несколько примеров	5	1
926	этим не	1	1
927	для своей	2	1
928	от той	1	1
929	оно существует	1	1
930	отметить что	4	1
931	но также	13	1
932	всякого сомнения	2	1
933	указания на	1	1
934	и пушкин	3	1
935	убедиться в	2	1
936	мере не	1	1
937	но этот	1	1
938	деле было	1	1
939	второй половины	1	1
940	его собственной	3	1
941	и методологическая	1	1
942	лишено всякой	1	1
943	нам что	1	1
944	слов о	1	1
945	художественного изображения	1	1
946	ни одного	4	1
947	так то	1	1
948	с самим	1	1
949	функция этого	1	1
950	во всякой	1	1
951	она ни	1	1
952	и взял	1	1
953	в основу	5	1
954	к которому	4	1
955	простое и	1	1
956	собственно только	1	1
957	без того	1	1
958	с реальными	1	1
959	яркое выражение	1	1
960	иным как	1	1
961	работа в	1	1
962	что именно	2	1
963	к вопросам	1	1
964	это прежде	2	1
965	по поводу	13	1
966	не понял	1	1
967	на котором	1	1
968	в движении	1	1
969	вопрос и	1	1
970	следует еще	1	1
971	широкой и	1	1
972	но там	1	1
973	на каждое	1	1
974	или лучше	2	1
975	та и	1	1
976	или иным	3	1
977	цельное и	1	1
978	ближе к	1	1
979	представить себе	1	1
980	в связном	1	1
981	несколько слов	1	1
982	слово должно	1	1
983	только не	2	1
984	то очевидно	2	1
985	фактической стороны	1	1
986	отношении в	1	1
987	как нам	1	1
988	после того	5	1
989	в обеих	5	1
990	и свободной	1	1
991	зрения той	1	1
992	там нет	1	1
993	на том	1	1
994	такого рода	2	1
995	внимание на	5	1
996	следует сказать	1	1
997	притом не	1	1
998	время в	1	1
999	теории в	1	1
1000	формы но	1	1
1001	стороны или	1	1
1002	борьба вокруг	1	1
1003	протяжении всей	1	1
1004	называет свой	1	1
1005	подчеркнуть что	5	1
1006	не соответствует	1	1
1007	факт действительно	1	1
1008	типичную для	1	1
1009	из пушкинской	1	1
1010	многих отношениях	1	1
1011	это слово	6	1
1012	своеобразия и	1	1
1013	в третьем	1	1
1014	внешнего мира	1	1
1015	чем ты	1	1
1016	научной работы	4	1
1017	ума и	1	1
1018	могла появиться	1	1
1019	отношения между	1	1
1020	не была	2	1
1021	работы и	1	1
1022	первая часть	1	1
1023	мы на	1	1
1024	бы только	2	1
1025	в несколько	1	1
1026	но совершенно	1	1
1027	в изложении	1	1
1028	что история	1	1
1029	проблем и	1	1
1030	во внимание	2	1
1031	которое в	1	1
1032	другой же	1	1
1033	на себя	3	1
1034	каком случае	1	1
1035	этих наук	1	1
1036	xviii века	1	1
1037	пример из	1	1
1038	на тот	1	1
1039	не укладывается	1	1
1040	с одним	1	1
1041	как говорит	3	1
1042	будет зависеть	1	1
1043	в деле	3	1
1044	я не	13	1
1045	что нельзя	1	1
1046	указывает что	1	1
1047	опираются на	1	1
1048	отсюда на	1	1
1049	долго и	2	1
1050	место и	1	1
1051	сделать его	1	1
1052	уже давно	1	1
1053	больше и	1	1
1054	письме к	7	1
1055	о которых	3	1
1056	и теми	1	1
1057	могло в	1	1
1058	что ведь	1	1
1059	к вопросу	1	1
1060	точек зрения	1	1
1061	несколько отрывков	1	1
1062	и всякого	1	1
1063	в эту	3	1
1064	это тоже	1	1
1065	что их	1	1
1066	могло бы	3	1
1067	не иначе	1	1
1068	от плоти	1	1
1069	него о	1	1
1070	до нас	1	1
1071	вопроса о	3	1
1072	для правильного	1	1
1073	это очень	5	1
1074	на которую	1	1
1075	кавказском пленнике	2	1
1076	материалом для	1	1
1077	слово во	1	1
1078	и быть	1	1
1079	ясному и	1	1
1080	наук и	1	1
1081	не отражает	1	1
1082	результатом этого	1	1
1083	системе и	1	1
1084	не означает	1	1
1085	на этом	1	1
1086	но между	1	1
1087	в исторической	1	1
1088	очень часто	3	1
1089	в наше	1	1
1090	или во	1	1
1091	в обычных	1	1
1092	для ее	1	1
1093	принципов и	2	1
1094	близко к	1	1
1095	чтобы он	1	1
1096	раз того	1	1
1097	приводит и	1	1
1098	очень хорошо	2	1
1099	являются для	1	1
1100	с какой	1	1
1101	какую-то особую	1	1
1102	объясняется и	1	1
1103	и правильное	1	1
1104	взглянуть на	2	1
1105	ни была	2	1
1106	в ответ	1	1
1107	не стоят	1	1
1108	можно сделать	1	1
1109	разрешения проблемы	1	1
1110	на нем	1	1
1111	но зато	1	1
1112	и известный	1	1
1113	совершенно так	1	1
1114	в приведенном	1	1
1115	тем и	1	1
1116	себя на	1	1
1117	сомнению что	2	1
1118	и хотя	1	1
1119	дела и	2	1
1120	преклонение перед	1	1
1121	и другая	1	1
1122	не оставляют	2	1
1123	должны были	1	1
1124	или иное	3	1
1125	в иных	2	1
1126	работы на	1	1
1127	как известно	2	1
1128	встать на	1	1
1129	почти каждый	1	1
1130	в школе	1	1
1131	истории и	2	1
1132	почему же	1	1
1133	но без	1	1
1134	он в	1	1
1135	и писался	1	1
1136	это вовсе	2	1
1137	на который	2	1
1138	но столь	2	1
1139	однако в	1	1
1140	что для	4	1
1141	давления со	1	1
1142	что есть	1	1
1143	звучит в	1	1
1144	но нет	2	1
1145	до сегодняшнего	1	1
1146	сказался в	1	1
1147	эпохи в	3	1
1148	мысль в	1	1
1149	лучше сказать	2	1
1150	дает возможность	1	1
1151	все одинаково	1	1
1152	вполне возможно	1	1
1153	которая на	1	1
1154	и xix	1	1
1155	бы быть	1	1
1156	бы оно	1	1
1157	пушкина и	20	1
1158	и языка	6	1
1159	иной раз	1	1
1160	бы эти	1	1
1161	значение как	1	1
1162	бы ни	3	1
1163	значит что	3	1
1164	но кроме	1	1
1165	дела не	1	1
1166	для чего	1	1
1167	разве только	1	1
1168	чтобы не	1	1
1169	уходит в	1	1
1170	в один	1	1
1171	вообще нет	2	1
1172	действительно было	1	1
1173	кажется что	5	1
1174	наше время	1	1
1175	какой же	1	1
1176	пришел к	1	1
1177	он говорил	1	1
1178	что форма	1	1
1179	в составе	1	1
1180	в статье	9	1
1181	для самого	1	1
1182	первую очередь	2	1
1183	очень важно	1	1
1184	этого произведения	2	1
1185	и возможно	1	1
1186	и конечно	1	1
1187	бы дело	1	1
1188	его мнению	1	1
1189	для русской	2	1
1190	них в	1	1
1191	если в	2	1
1192	на анализе	1	1
1193	в случаях	1	1
1194	с и	1	1
1195	значение этой	1	1
1196	которые должно	1	1
1197	которых мы	1	1
1198	на ее	1	1
1199	эти случаи	1	1
1200	связан с	3	1
1201	и кто	1	1
1202	какими бы	1	1
1203	следующий случай	1	1
1204	с мягким	1	1
1205	освободиться от	1	1
1206	тогда он	1	1
1207	человек с	1	1
1208	что называют	1	1
1209	целом это	1	1
1210	сюда относится	1	1
1211	оставляют в	1	1
1212	дела в	1	1
1213	литературных явлений	1	1
1214	романа в	1	1
1215	и из	1	1
1216	года он	1	1
1217	не смеет	1	1
1218	сам по	1	1
1219	он на	1	1
1220	нашего времени	1	1
1221	действительно можно	1	1
1222	о которой	3	1
1223	мы в	1	1
1224	об истории	2	1
1225	из того	2	1
1226	поэта в	1	1
1227	в кавказском	2	1
1228	бы между	1	1
1229	и делает	1	1
1230	будет иметь	1	1
1231	поэтому она	1	1
1232	времени очень	1	1
1233	нет никакого	3	1
1234	остается невыясненным	1	1
1235	как общей	1	1
1236	вне всякого	2	1
1237	совсем иначе	1	1
1238	за это	1	1
1239	следующими словами	1	1
1240	к самым	1	1
1241	зрения этого	1	1
1242	за что	4	1
1243	дела от	1	1
1244	если не	4	1
1245	вместо того	1	1
1246	двух сторон	1	1
1247	о филологическом	1	1
1248	самом тексте	2	1
1249	нет совсем	1	1
1250	с ней	1	1
1251	их и	2	1
1252	каком же	1	1
1253	был для	4	1
1254	в моем	1	1
1255	следовательно в	1	1
1256	что у	8	1
1257	произведения в	2	1
1258	в россии	7	1
1259	показать что	1	1
1260	вряд ли	8	1
1261	именно не	1	1
1262	мы говорим	1	1
1263	был связан	1	1
1264	то время	2	1
1265	большое значение	2	1
1266	это выражение	1	1
1267	говорить в	1	1
1268	не проще	1	1
1269	что могло	1	1
1270	в выражении	1	1
1271	очень важный	1	1
1272	в праве	1	1
1273	дает право	1	1
1274	только то	1	1
1275	состоит из	1	1
1276	связанные с	3	1
1277	никем не	2	1
1278	необходимо теперь	1	1
1279	правда не	1	1
1280	у историков	1	1
1281	работе над	1	1
1282	к какому	1	1
1283	первый путь	1	1
1284	под заглавием	1	1
1285	тему в	2	1
1286	сравнению с	1	1
1287	не до	2	1
1288	вследствие этого	1	1
1289	в известном	3	1
1290	которая не	1	1
1291	на своем	1	1
1292	которое нашло	1	1
1293	их во	1	1
1294	языка на	1	1
1295	и было	1	1
1296	в трагедию	1	1
1297	два слова	2	1
1298	укладывается в	1	1
1299	можно провести	1	1
1300	к какой	1	1
1301	это был	3	1
1302	но оно	1	1
1303	только одно	1	1
1304	конечно все	1	1
1305	том на	1	1
1306	собранного и	1	1
1307	в наиболее	1	1
1308	ни на	3	1
