N	3gram	Tiupa_Narr	formyVre
162	но в данном	1	1
163	на ранних этапах	1	1
164	так и по	1	1
165	особое место в	2	1
166	событие самого рассказывания	2	1
167	вместо того чтобы	1	1
168	по аналогии с	1	1
169	обозначить как произведение	1	1
170	в разные времена	1	1
171	если же в	1	1
172	в своем роде	1	1
173	как она была	1	1
174	и все же	4	1
175	точки зрения в	1	1
176	в своей человечности	1	1
177	мы и сами	2	1
178	участвуем как слушатели-читатели	2	1
179	а за ними	1	1
180	не только на	2	1
181	мы уже знаем	1	1
182	ни единого слова	1	1
183	не может не	1	1
184	преступление и наказание	1	1
185	об этом свидетельствует	1	1
186	слушатели-читатели события эти	1	1
187	для него мире	1	1
188	перед нами был	1	1
189	не входит в	1	1
190	в конечном счете	4	1
191	и т.п в	1	1
192	на границе между	1	1
193	прежде всего его	1	1
194	ведет не к	1	1
195	только то что	1	1
196	в стороне от	1	1
197	принимают участие в	1	1
198	точки зрения на	1	1
199	в едином но	1	1
200	эти происходят в	1	1
201	никогда не было	1	1
202	не то что	1	1
203	в значительной степени	1	1
204	с точкой зрения	1	1
205	местах и в	1	1
206	они неразрывно объединены	1	1
207	или хотя бы	1	1
208	и не может	3	1
209	в этом последнем	2	1
210	между ними не	1	1
211	нами два события	1	1
212	ему что он	1	1
213	дело не только	2	1
214	перед нами два	1	1
215	разных местах и	1	1
216	и у нас	1	1
217	самим собой это	1	1
218	но сложном событии	1	1
219	к нему в	1	1
220	в качестве одной	1	1
221	строго говоря это	1	1
222	можем обозначить как	1	1
223	два события событие	1	1
224	то есть все	1	1
225	которое мы можем	1	1
226	последнем мы и	2	1
227	и к другому	1	1
228	на друга но	1	1
229	на второй план	1	1
230	событии которое мы	1	1
231	этой точки зрения	1	1
232	раз в том	2	1
233	в данный момент	1	1
234	как бы в	2	1
235	но и не	2	1
236	начала и концы	1	1
237	в русской литературе	1	1
238	на разных местах	1	1
239	влияние не только	1	1
240	рассказывания в этом	2	1
241	и сами участвуем	2	1
242	в соответствии со	1	1
243	о бессмертии души	1	1
244	чужом для него	1	1
245	границы между ними	1	1
246	в этом и	3	1
247	котором рассказано в	1	1
248	связанных между собой	1	1
249	о котором рассказано	1	1
250	говоря об этом	1	1
251	во времени и	6	1
252	лишь то что	1	1
253	неразрывно объединены в	1	1
254	хотя и не	2	1
255	но в конце	1	1
256	как произведение в	1	1
257	вовсе еще не	1	1
258	и на разных	1	1
259	если бы эти	1	1
260	на самом деле	1	1
261	прошлого и будущего	1	1
262	сами участвуем как	2	1
263	происходят в разные	1	1
264	как это обычно	1	1
265	его жизни и	1	1
266	в отрыве от	1	1
267	этом последнем мы	2	1
268	подобно тому как	4	1
269	по длительности и	1	1
270	и событие самого	1	1
271	с установкой на	2	1
272	на мировую литературу	1	1
273	это уже не	1	1
274	самому и к	1	1
275	было и не	1	1
276	так и его	1	1
277	и по длительности	1	1
278	как мы видели	1	1
279	и является в	1	1
280	мира а также	1	1
281	более глубокий и	1	1
282	на первый взгляд	1	1
283	видит в нем	1	1
284	если бы между	1	1
285	рассказано в произведении	1	1
286	его событийной полноте	1	1
287	во время обеда	1	1
288	на лоне природы	1	1
289	время они неразрывно	1	1
290	уже не только	1	1
291	к себе и	2	1
292	произведении и событие	1	1
293	события событие о	1	1
