N	2gram	Tiupa_Hudo	SlovoVZh
331	именно этим	2	1
332	в основе	3	1
333	одна и	1	1
334	еще более	1	1
335	не должно	2	1
336	на основе	2	1
337	в другом	3	1
338	и менее	1	1
339	тому как	4	1
340	несмотря на	7	1
341	но то	1	1
342	это только	1	1
343	автора героя	2	1
344	герой и	1	1
345	это часто	1	1
346	признать что	2	1
347	бы эта	1	1
348	с уверенностью	1	1
349	во многих	1	1
350	для всего	3	1
351	что это	2	1
352	хотя и	3	1
353	и тогда	2	1
354	этом отношении	4	1
355	историческая поэтика	2	1
356	его внутренней	1	1
357	это уже	2	1
358	в новой	1	1
359	ни единого	2	1
360	о чем	9	1
361	мы должны	1	1
362	на другое	1	1
363	в ее	16	1
364	это по	1	1
365	и тем	2	1
366	и т.п	2	1
367	в руках	1	1
368	комнате в	1	1
369	не требует	1	1
370	проникает в	1	1
371	в частности	10	1
372	говорит о	4	1
373	для нее	6	1
374	не как	3	1
375	однако эта	1	1
376	со всей	2	1
377	длинный ряд	1	1
378	эта сторона	1	1
379	два человека	1	1
380	в качестве	13	1
381	каждое слово	1	1
382	всей жизни	1	1
383	есть форма	1	1
384	потому не	1	1
385	вступает в	2	1
386	и точность	1	1
387	в науке	1	1
388	самом же	1	1
389	в одном	3	1
390	в области	1	1
391	одно из	4	1
392	кто же	1	1
393	отказывается от	1	1
394	можно было	6	1
395	сюда и	1	1
396	однако он	1	1
397	а между	4	1
398	же не	3	1
399	высказывания в	1	1
400	в результате	2	1
401	определяется тем	1	1
402	и это	7	1
403	автором с	1	1
404	позицию в	1	1
405	же он	1	1
406	множественного числа	2	1
407	сводится к	7	1
408	для них	1	1
409	не бывает	3	1
410	более и	1	1
411	значительной степени	3	1
412	в поэтике	1	1
413	этом смысле	1	1
414	участие в	3	1
415	подобно тому	4	1
416	во времени	2	1
417	и тот	2	1
418	том и	1	1
419	далеко не	1	1
420	слова не	1	1
421	у него	13	1
422	без того	1	1
423	понять ее	1	1
424	чем не	2	1
425	не на	1	1
426	не могут	1	1
427	все равно	2	1
428	к постановке	1	1
429	по мнению	6	1
430	же время	11	1
431	не существует	1	1
432	говорить и	1	1
433	в рамки	1	1
434	в виде	2	1
435	в классицизме	1	1
436	к которой	1	1
437	уверенность в	1	1
438	там же	2	1
439	у нее	10	1
440	отношения между	2	1
441	самого начала	1	1
442	непосредственно в	1	1
443	свою очередь	1	1
444	всей его	1	1
445	в конечном	5	1
446	отделилась от	1	1
447	мы здесь	1	1
448	жизни он	2	1
449	произведение не	1	1
450	не было	8	1
451	когда мы	2	1
452	как например	2	1
453	связи с	4	1
454	стал бы	1	1
455	способен породить	1	1
456	сами по	1	1
457	более или	1	1
458	между людьми	1	1
459	во взаимоотношениях	1	1
460	двух людей	1	1
461	и остается	2	1
462	и приемов	1	1
463	с ее	7	1
464	было бы	8	1
465	это же	1	1
466	высказывания его	1	1
467	не знает	2	1
468	как особая	1	1
469	образом не	1	1
470	в поэтической	1	1
471	к тому	11	1
472	близости с	2	1
473	нем и	1	1
474	может претендовать	1	1
475	из двух	1	1
476	в свои	2	1
477	себя на	1	1
478	им она	1	1
479	что можно	2	1
480	подумать что	1	1
481	и следа	1	1
482	с таким	1	1
483	из нее	1	1
484	героя с	1	1
485	ведь это	1	1
486	сознания не	1	1
487	само слово	1	1
488	ним в	1	1
489	своим содержанием	1	1
490	не нуждается	1	1
491	только об	1	1
492	как мы	5	1
493	пусто и	1	1
494	что она	10	1
495	по аналогии	1	1
496	бытия и	4	1
497	и о	8	1
498	на который	1	1
499	и тому	1	1
500	о самом	2	1
501	как его	3	1
502	что для	1	1
503	он будет	3	1
504	и эта	3	1
505	он вдруг	1	1
506	найти в	1	1
507	наряду с	4	1
508	нем но	1	1
509	именно в	9	1
510	и таким	1	1
511	уже на	1	1
512	между их	1	1
513	в порыве	1	1
514	на какой-нибудь	1	1
515	конечном счете	4	1
516	которое было	1	1
517	душевное состояние	1	1
518	к другим	1	1
519	такою же	2	1
520	в таком	3	1
521	обратимся к	2	1
522	мнений и	1	1
523	следующим образом	3	1
524	например в	3	1
525	что я	4	1
526	от породившей	1	1
527	тот же	1	1
528	в высшей	1	1
529	за пределами	1	1
530	к которому	1	1
531	этого бытия	1	1
532	обойтись без	1	1
533	имеем дело	1	1
534	время не	1	1
535	человек и	1	1
536	оно всегда	1	1
537	характер и	3	1
538	во внутренней	1	1
539	все зависит	1	1
540	слово не	2	1
541	и без	1	1
542	внешнем определении	1	1
543	теперь когда	2	1
544	к внешнему	2	1
545	различает в	1	1
546	что все	3	1
547	как о	3	1
548	вопросов о	1	1
549	не исчерпывает	1	1
550	ее внутренней	1	1
551	себе не	1	1
552	столь же	6	1
553	том же	1	1
554	и она	2	1
555	берет на	1	1
556	в общем	1	1
557	формы ее	1	1
558	подхода к	1	1
559	своего героя	1	1
560	есть в	1	1
561	же как	4	1
562	или даже	2	1
563	комнате и	1	1
564	со своею	2	1
565	исходит из	1	1
566	места в	1	1
567	рядом с	5	1
568	из его	1	1
569	из лексикона	1	1
570	науке о	1	1
571	ей в	1	1
572	в слове	1	1
573	осознает себя	1	1
574	деле в	2	1
575	как будто	7	1
576	жизни в	12	1
577	что именно	1	1
578	есть только	1	1
579	это прежде	3	1
580	именно этого	1	1
581	свою художественную	1	1
582	они не	2	1
583	почти единственным	1	1
584	в словах	1	1
585	при таком	1	1
586	них и	1	1
587	некрасов и	1	1
588	на себя	3	1
589	ее социальной	1	1
590	от его	1	1
591	слова как	2	1
592	все более	1	1
593	зрения и	1	1
594	и внешней	2	1
595	и только	2	1
596	один и	2	1
597	чувства в	2	1
598	и героем	2	1
599	автора к	1	1
600	по своей	5	1
601	в двух	2	1
602	полагать что	1	1
603	у которой	2	1
604	или иного	4	1
605	может и	3	1
606	друг друга	5	1
607	но уже	1	1
608	себе как	1	1
609	для обоих	1	1
610	этими словами	2	1
611	не из	1	1
612	себе и	3	1
613	подробнее на	2	1
614	искусства в	1	1
615	легче всего	1	1
616	в смысле	1	1
617	не всегда	1	1
618	слов и	1	1
619	установку на	1	1
620	чтобы не	3	1
621	героя определяется	1	1
622	мы еще	1	1
623	не нужно	3	1
624	она как	2	1
625	из этой	1	1
626	стремится найти	1	1
627	в одной	3	1
628	становится только	1	1
629	в целом	2	1
630	нам кажется	1	1
631	ничего общего	1	1
632	в лице	3	1
633	культуры в	1	1
634	себя в	11	1
635	не индивидуальными	1	1
636	и из	1	1
637	а лишь	1	1
638	и становится	1	1
639	или менее	1	1
640	в который	1	1
641	вовсе не	2	1
642	на другие	1	1
643	другого и	2	1
644	русской литературе	3	1
645	наконец просто	1	1
646	в пространстве	1	1
647	и умирает	1	1
648	я и	7	1
649	оно возникает	1	1
650	тем более	1	1
651	обращение к	2	1
652	перед нами	13	1
653	и рождается	1	1
654	понять и	1	1
655	и другого	1	1
656	же мы	1	1
657	чрезвычайно важным	1	1
658	который и	1	1
659	всяком случае	1	1
660	лицо и	1	1
661	только для	4	1
662	на них	2	1
663	высшей степени	2	1
664	тенденция к	2	1
