N	2gram	Potebnia_M	Formalny
165	не могло	3	9
166	мы знаем	2	9
167	ни было	4	9
168	в каждом	6	9
169	совсем не	1	9
170	одним словом	5	9
171	бы ни	8	9
172	в языке	36	9
173	отношения к	2	9
174	язык и	6	9
175	в свою	8	9
176	и до	1	9
177	здесь не	2	9
178	но это	7	9
179	ничего не	2	9
180	у нас	3	9
181	и может	5	9
182	без исключения	1	8
183	в них	7	8
184	в данном	1	8
185	одной стороны	6	8
186	задачи и	1	8
187	всего этого	1	8
188	мы ни	1	8
189	была бы	3	8
190	следует что	1	8
191	с одной	7	8
192	же как	1	8
193	в сторону	1	8
194	в других	6	8
195	сих пор	5	8
196	поэтическое произведение	1	8
197	из этого	2	8
198	всех этих	2	8
199	до сих	5	8
200	и должно	2	8
201	что это	5	8
202	с этим	11	8
203	роль в	1	8
204	это не	10	8
205	должен быть	2	8
206	не следует	6	8
207	для того	8	8
208	в области	1	8
209	для этого	2	8
210	в той	1	7
211	же и	1	7
212	его от	2	7
213	более или	6	7
214	но все	4	7
215	применении к	3	7
216	мы увидим	3	7
217	даже и	4	7
218	в применении	3	7
219	свою очередь	8	7
220	сказать что	5	7
221	что именно	2	7
222	к этому	3	7
223	в сущности	2	7
224	из них	2	7
225	следовательно и	2	7
226	от этого	2	7
227	и понимание	3	7
228	значение и	4	7
229	в себе	22	7
230	столь же	6	7
231	бы быть	7	7
232	в особенности	1	7
233	самое понятие	2	7
234	во втором	6	7
235	не на	3	7
236	сами по	8	7
237	том что	21	7
238	что бы	2	7
239	известной степени	1	7
240	высшей степени	1	7
241	ничем не	2	7
242	и более	3	7
243	в какой	2	7
244	и понимания	10	7
245	или менее	6	7
246	в одной	2	7
247	того или	1	7
248	стороны и	3	7
249	как к	1	7
250	и только	6	7
251	те же	4	6
252	в этих	10	6
253	как она	3	6
254	если он	1	6
255	например в	4	6
256	их в	2	6
257	при таком	5	6
258	отличается от	1	6
259	о том	6	6
260	звука в	4	6
261	познания и	2	6
262	только не	2	6
263	именно так	2	6
264	и других	6	6
265	в которой	5	6
266	но для	1	6
267	и это	3	6
268	в смысле	4	6
269	на этом	3	6
270	и тем	5	6
271	должны быть	11	6
272	за пределы	4	6
273	от нее	6	6
274	один из	2	6
275	его с	3	6
276	с ним	7	6
277	сам по	5	6
278	ее и	1	6
279	его и	1	6
280	из этих	8	6
281	в произведении	1	6
282	той же	3	6
283	этого слова	5	6
284	не из	3	6
285	уже в	5	6
286	в формах	3	6
287	ее в	1	6
288	смысле этого	3	6
289	литературный язык	1	6
290	по их	1	6
291	так в	4	6
292	нисколько не	2	6
293	его не	3	6
294	не по	4	6
295	тем самым	6	6
296	отношение к	1	6
297	такой же	4	6
298	нового направления	1	6
299	тому что	4	6
300	с этой	3	5
301	даже в	1	5
302	с необходимостью	1	5
303	какой бы	1	5
304	в виду	2	5
305	как они	1	5
306	равно как	1	5
307	значительной степени	3	5
308	в мире	3	5
309	так например	5	5
310	перестает быть	3	5
311	можно сказать	1	5
312	восприятия и	3	5
313	в котором	5	5
314	то это	8	5
315	вопрос о	5	5
316	должно было	1	5
317	связь между	2	5
318	звуком и	4	5
319	и формы	1	5
320	из виду	2	5
321	как на	5	5
322	в нашем	2	5
323	к которому	5	5
324	все без	1	5
325	она есть	3	5
326	не найдем	1	5
327	к нему	2	5
328	то в	6	5
329	на язык	7	5
330	время и	2	5
331	не останется	1	5
332	хотя и	6	5
333	не от	4	5
334	не столько	3	5
335	что не	15	5
336	а только	8	5
337	в эту	2	5
338	звука и	9	5
339	могло бы	4	5
340	слово как	2	5
341	мы можем	10	5
342	мы уже	1	5
343	или же	7	5
344	и что	13	5
345	не могла	2	5
346	этом смысле	4	5
347	совершенно справедливо	2	5
348	его как	1	5
349	друг другу	4	5
350	и по	8	5
351	а как	3	5
352	не так	6	5
353	и свою	1	5
354	если в	3	5
355	в отношении	1	5
356	должен был	1	5
357	что оно	5	5
358	между которыми	1	5
359	показать что	1	5
360	может стать	3	5
361	приводит к	1	5
362	не имеет	9	5
363	да и	1	5
364	роли в	1	5
365	ни на	1	5
366	то он	2	5
367	то и	15	5
368	слов и	5	5
369	как например	4	5
370	о языке	3	5
371	в отличие	1	5
372	языка а	3	5
373	в самой	5	5
374	и то	4	5
375	для нас	29	5
376	виду что	2	5
377	между звуком	2	5
378	на все	5	5
379	в такой	2	5
380	в условиях	1	5
381	период развития	1	5
382	отличие от	1	5
383	тому как	8	5
384	мы должны	4	5
385	таким же	3	5
386	еще в	1	5
387	от того	9	5
388	одного из	3	5
389	произведения не	1	5
390	слова в	7	5
391	же в	7	5
392	все более	3	5
393	может и	1	5
394	не можем	5	5
395	от него	8	4
396	и другие	1	4
397	является в	1	4
398	мы и	1	4
399	можно и	1	4
400	к этой	3	4
401	различны и	1	4
402	ни стало	1	4
403	этой последней	2	4
404	от одного	2	4
405	к другим	3	4
406	имеет место	4	4
407	к самому	1	4
408	и история	1	4
409	только как	5	4
410	но даже	2	4
411	в каких	1	4
412	и должна	1	4
413	между двумя	1	4
414	увидим что	4	4
415	превращается в	2	4
416	самого начала	5	4
417	себе в	2	4
418	чтобы показать	2	4
419	на него	6	4
420	во всей	1	4
421	одна из	4	4
422	на котором	1	4
423	того же	13	4
424	едва ли	1	4
425	своего развития	1	4
426	все в	2	4
427	в некоторых	4	4
428	влияние на	4	4
429	тем не	11	4
430	что такое	3	4
431	самый предмет	2	4
432	от тех	1	4
433	очевидно что	5	4
434	в таком	7	4
435	между этими	2	4
436	тогда когда	15	4
437	место и	1	4
438	и следовательно	4	4
439	под влиянием	10	4
440	понятий и	1	4
441	не будет	2	4
442	нужно было	3	4
443	этот вопрос	2	4
444	должны были	2	4
445	могла бы	5	4
446	истории и	1	4
447	он в	1	4
448	что для	5	4
449	в теории	2	4
450	нам кажется	2	4
451	слова как	1	4
452	и чем	1	4
453	чтобы не	3	4
454	и сами	3	4
455	та же	1	4
456	в последнем	2	4
457	его из	1	4
458	был бы	1	4
459	два явления	1	4
460	подобно тому	7	4
461	как не	4	4
462	мы говорим	3	4
463	одною из	3	4
464	и действительно	1	4
465	значения и	1	4
466	к другому	2	4
467	аналогии с	1	4
468	думать что	6	4
469	совпадает с	1	4
470	наконец в	1	4
471	его нельзя	1	4
472	отношении к	1	4
473	более и	2	4
474	знаем что	1	4
475	им в	1	4
476	между людьми	2	4
477	и во	6	4
478	только при	3	4
479	для всего	1	4
480	и о	3	4
481	но если	4	4
482	какие бы	1	4
483	они были	1	4
484	он должен	2	4
485	новые формы	1	4
486	этот процесс	1	4
487	сам он	1	4
488	зависит от	6	4
489	не для	2	4
490	о нем	1	4
491	что каждый	1	4
492	слово в	2	4
493	а на	2	4
494	и непосредственно	2	4
495	или в	4	4
496	материал как	1	4
497	но эта	1	4
498	сама по	4	4
499	или даже	3	4
500	один и	1	4
501	а к	1	4
502	наука о	1	4
503	с самого	5	4
504	и притом	6	4
505	но при	3	4
506	тех же	1	4
507	как он	5	4
508	же что	2	4
509	только то	3	4
510	к ней	3	4
511	одним из	2	4
512	к новому	2	4
513	и тогда	2	4
514	не к	1	4
515	во всем	5	3
516	какого бы	1	3
517	к сожалению	1	3
518	для всех	6	3
519	в каждую	2	3
520	этого направления	1	3
521	ровно ничего	1	3
522	дело с	2	3
523	это значит	1	3
524	от особенностей	1	3
525	время не	1	3
526	остановиться на	1	3
527	в одном	13	3
528	языка который	1	3
529	из ее	1	3
530	исторического развития	1	3
531	но что	2	3
532	ни одна	2	3
533	значения в	1	3
534	из всего	2	3
535	всех тех	1	3
536	притом в	1	3
537	а именно	1	3
538	предмета и	3	3
539	языка то	4	3
540	языка мы	2	3
541	а что	1	3
542	во все	2	3
543	а отчасти	1	3
544	было в	1	3
545	это последнее	6	3
546	как язык	1	3
547	убедиться в	1	3
548	органическое единство	1	3
549	не должен	1	3
550	продолжает жить	1	3
551	язык в	8	3
552	не всегда	2	3
553	это было	3	3
554	сознания в	2	3
555	из себя	6	3
556	в различных	1	3
557	уже как	1	3
558	их отношения	1	3
559	ли нужно	1	3
560	формы в	1	3
561	следующим образом	1	3
562	к этим	2	3
563	языка к	2	3
564	не то	3	3
565	или наоборот	1	3
566	мы видим	5	3
567	внимание на	3	3
568	внутренняя форма	2	3
569	начала и	1	3
570	проявляется в	2	3
571	а и	5	3
572	что при	6	3
573	души и	9	3
574	но как	4	3
575	этими двумя	1	3
576	лежит в	1	3
577	не была	2	3
578	касается до	3	3
579	но он	3	3
580	не нуждается	2	3
581	быть только	7	3
582	совсем другое	1	3
583	же касается	1	3
584	из одного	3	3
585	в чем	6	3
586	от субъективного	1	3
587	что как	4	3
588	вопроса о	2	3
589	от них	2	3
590	и звук	6	3
591	не имеющие	1	3
592	в противном	3	3
593	для создания	2	3
594	и самые	1	3
595	все остальные	9	3
596	не дает	2	3
597	ту же	1	3
598	не связанных	1	3
599	так что	23	3
600	речи и	11	3
601	кажется что	1	3
602	в развитии	2	3
603	всех других	1	3
604	и тот	1	3
605	тем и	1	3
606	в нее	4	3
607	приходим к	1	3
608	это приводит	1	3
609	их к	2	3
610	если они	1	3
611	и можем	1	3
612	связи и	1	3
613	и этот	1	3
614	к одной	3	3
615	с такой	1	3
616	и при	6	3
617	иное значение	1	3
618	никак не	3	3
619	от этой	1	3
620	поэтому в	1	3
621	со всеми	1	3
622	что содержание	1	3
623	во что	1	3
624	с таким	3	3
625	стороны его	1	3
626	звук в	2	3
627	содержание и	1	3
628	если это	2	3
629	можно назвать	1	3
630	от чего	1	3
631	вряд ли	2	3
632	в которых	2	3
633	не приводит	1	3
634	том смысле	7	3
635	влияния на	1	3
636	бы не	11	3
637	том как	6	3
638	вследствие этого	1	3
639	чтобы убедиться	2	3
640	на их	2	3
641	в каком	7	3
642	ничего общего	3	3
643	в словах	6	3
644	перед нами	1	3
645	но оно	3	3
646	все они	3	3
647	вытекает из	3	3
648	не дают	2	3
649	и если	6	3
650	явления и	1	3
651	так называемым	1	3
652	обойтись без	1	3
653	для нее	4	3
654	что уже	1	3
655	ни были	3	3
656	только тем	2	3
657	каждый из	1	3
658	поэзии как	1	3
659	состоит в	1	3
660	непосредственно из	1	3
661	форма и	1	3
662	свою область	1	3
663	в сознании	8	3
664	он может	2	3
665	оно должно	5	3
666	то по	1	3
667	как предмет	3	3
668	пришлось бы	1	3
669	тот же	5	3
670	единство в	1	3
671	литературного языка	1	3
672	находятся в	3	3
673	нас не	1	3
674	для всякого	3	3
675	что собственно	1	3
676	то мы	4	3
677	из своих	2	3
678	сознания и	2	3
679	возможно только	6	3
680	представлять себе	1	3
681	с их	1	3
682	с чисто	1	3
683	этом не	2	3
684	на нее	2	3
685	дело в	3	3
686	и другое	7	3
687	поэтому и	1	3
688	есть только	16	3
689	противном случае	3	3
690	перейти к	3	3
691	но уже	2	3
692	на его	1	3
693	тем более	2	3
694	значение для	1	3
695	к одному	3	3
696	может иметь	1	3
697	человек не	2	3
698	а от	2	3
699	единство и	1	3
700	во второй	1	3
701	когда он	1	3
702	не с	2	3
703	в науке	1	3
704	или точнее	1	3
705	его форм	1	3
706	сказать в	1	3
707	и прежде	1	3
708	на то	5	3
709	нуждается в	2	3
710	и совершенно	2	3
711	что на	9	3
712	в чисто	1	3
713	в понятии	2	3
714	себе а	1	3
715	все что	5	2
716	как художник	1	2
717	в душе	28	2
718	говоря уже	1	2
719	только один	3	2
720	языке и	2	2
721	он считает	1	2
722	тем как	3	2
723	или нет	3	2
724	его со	1	2
725	извне и	1	2
726	нами в	2	2
727	природы или	1	2
728	и необходимости	4	2
729	это определение	2	2
730	не сможет	1	2
731	связь с	2	2
732	их не	2	2
733	ко всем	4	2
734	о необходимости	1	2
735	ее с	2	2
736	из нее	2	2
737	вывести из	3	2
738	иначе как	2	2
739	к более	1	2
740	принадлежат к	1	2
741	отношением к	1	2
742	само собою	4	2
743	его на	3	2
744	в собственном	4	2
745	что такая	2	2
746	может существовать	1	2
747	кого не	2	2
748	мы только	1	2
749	в природе	11	2
750	ни для	2	2
751	при помощи	2	2
752	в какие	2	2
753	в язык	1	2
754	тогда не	1	2
755	также что	2	2
756	и того	6	2
757	ее к	1	2
758	к другой	1	2
759	переходит в	2	2
760	не могли	2	2
761	не создает	2	2
762	известных условиях	2	2
763	предмет на	1	2
764	она могла	2	2
765	по возможности	1	2
766	этого языка	2	2
767	и другой	1	2
768	уже о	1	2
769	свой круг	1	2
770	в этот	1	2
771	становится чем-то	1	2
772	одной и	4	2
773	а непосредственно	1	2
774	не встречается	1	2
775	между отдельными	1	2
776	почти совершенно	1	2
777	язык а	1	2
778	слагаются в	3	2
779	то его	1	2
780	точке зрения	4	2
781	его собственной	1	2
782	с другим	3	2
783	соприкасается с	1	2
784	но ни	1	2
785	языка не	5	2
786	этих последних	5	2
787	ее как	1	2
788	находится в	2	2
789	с этими	1	2
790	без того	1	2
791	что она	3	2
792	мысли в	11	2
793	иначе и	1	2
794	в создании	6	2
795	субъективное состояние	1	2
796	распадается на	1	2
797	но так	1	2
798	сознания а	1	2
799	какое бы	1	2
800	себя в	1	2
801	быть с	1	2
802	свое собственное	1	2
803	переходим к	2	2
804	видели что	2	2
805	той мере	1	2
806	творчества с	1	2
807	что язык	18	2
808	мышления и	1	2
809	как средство	2	2
810	указать на	1	2
811	как для	2	2
812	что человек	6	2
813	что этого	1	2
814	к разрешению	1	2
815	несмотря на	5	2
816	от всякой	1	2
817	сам предмет	1	2
818	разница между	5	2
819	же такое	1	2
820	слово есть	1	2
821	не выходя	1	2
822	и развития	2	2
823	есть еще	1	2
824	чем в	2	2
825	или не	3	2
826	ее от	1	2
827	прежде чем	4	2
828	но совершенно	2	2
829	развития как	1	2
830	может в	1	2
831	смысле и	1	2
832	на земле	1	2
833	в данное	2	2
834	в ряду	6	2
835	представляется нам	4	2
836	эти последние	3	2
837	полагает что	3	2
838	то эти	1	2
839	от действия	2	2
840	замечаем что	1	2
841	вопрос об	3	2
842	таким путем	4	2
843	это вполне	1	2
844	вообще в	1	2
845	бы показать	1	2
846	взятые в	1	2
847	что его	2	2
848	все то	2	2
849	объясняется и	1	2
850	явления в	2	2
851	на нем	1	2
852	одно и	1	2
853	и та	1	2
854	можно было	1	2
855	но только	2	2
856	в нас	10	2
857	что смысл	1	2
858	звук и	4	2
859	как эта	1	2
860	мы их	1	2
861	однако в	4	2
862	общего с	3	2
863	но есть	1	2
864	особенностей и	1	2
865	все вообще	1	2
866	для нашего	1	2
867	все стороны	1	2
868	в первой	1	2
869	и есть	4	2
870	при всем	1	2
871	значит что	1	2
872	в практическом	1	2
873	для чего	1	2
874	есть система	1	2
875	превращаются в	1	2
876	эти формы	2	2
877	в единство	2	2
878	для самого	5	2
879	были бы	4	2
880	собственном смысле	2	2
881	в последующих	1	2
882	их только	1	2
883	и самое	3	2
884	дальнейшей жизни	1	2
885	как с	1	2
886	этот закон	1	2
887	жизни а	1	2
888	именно того	2	2
889	но она	3	2
890	его содержание	2	2
891	это уже	1	2
892	в другой	4	2
893	мы в	2	2
894	из того	3	2
895	в тех	1	2
896	эти явления	3	2
897	нет никакого	1	2
898	и вполне	2	2
899	от их	4	2
900	начинается с	1	2
901	с ними	2	2
902	этой точки	2	2
903	то на	4	2
904	их и	2	2
905	заключается в	3	2
906	то оно	3	2
907	значения как	1	2
908	допустим что	2	2
909	не делает	1	2
910	времени не	1	2
911	другой как	1	2
912	в одних	2	2
913	далеко не	4	2
914	и так	1	2
915	и просто	1	2
916	движения в	3	2
917	никто не	3	2
918	языка или	2	2
919	друг от	3	2
920	жизни мы	1	2
921	того на	1	2
922	три основные	1	2
923	всем этом	2	2
924	где нет	1	2
925	не объясняет	1	2
926	быть при	2	2
927	не совпадает	1	2
928	в круг	1	2
929	не должно	2	2
930	предположения что	1	2
931	не должны	1	2
932	из его	1	2
933	предмета а	2	2
934	в современном	1	2
935	только тогда	7	2
936	что если	7	2
937	и вся	1	2
938	как если	1	2
939	ко времени	1	2
940	данное время	1	2
941	смысл в	1	2
942	от действительных	1	2
943	полной силе	1	2
944	не потому	2	2
945	слова с	2	2
946	времени и	3	2
947	от души	1	2
948	предполагает уже	2	2
949	имеем в	1	2
950	всего можно	1	2
951	переход от	2	2
952	к ним	3	2
953	есть литература	1	2
954	предмета в	3	2
955	содержания но	1	2
956	лучше всего	1	2
957	то она	3	2
958	на этот	2	2
959	последней в	1	2
960	организма и	1	2
961	языка но	3	2
962	имеет и	1	2
963	только с	1	2
964	только потому	4	2
965	и нет	1	2
966	из него	3	2
967	действительно существует	1	2
968	к общим	1	2
969	жизни но	2	2
970	грамматических форм	1	2
971	в более	4	2
972	и многие	1	2
973	ему в	1	2
974	смысле что	2	2
975	связанных с	1	2
976	ни с	2	2
977	исторической жизни	1	2
978	отлично от	2	2
979	при таких	3	2
980	мы имеем	1	2
981	слово становится	1	2
982	же не	2	2
983	таком случае	4	2
984	все равно	1	2
985	в виде	1	2
986	оторваться от	1	2
987	но с	3	2
988	сырым материалом	1	2
989	что ни	2	2
990	говорим о	1	2
991	от друга	3	2
992	для других	2	2
993	что будет	1	2
994	и начинается	1	2
995	они могли	2	2
996	с теми	2	2
997	непосредственно как	1	2
998	язык может	2	2
999	языка с	6	2
1000	что этот	1	2
1001	и без	4	2
1002	возможно и	1	2
1003	можно будет	1	2
1004	что мы	11	2
1005	даже что	1	2
1006	форма в	1	2
1007	в каждой	1	2
1008	бы совершенно	1	2
1009	за его	1	2
1010	справедливо говорит	1	2
1011	определенное место	4	2
1012	связаны с	1	2
1013	мере в	1	2
1014	людей в	1	2
1015	проникать в	1	2
1016	чтобы сделать	1	2
1017	этих двух	1	2
1018	и основные	1	2
1019	не говоря	1	2
1020	том случае	1	2
1021	человека в	3	2
1022	и эти	1	2
1023	только к	1	2
1024	в полной	1	2
1025	он говорит	1	2
1026	всю свою	1	2
1027	в речи	1	2
1028	определяет все	1	2
1029	и ни	1	2
1030	их взаимодействия	1	2
1031	значение то	1	2
1032	один шаг	1	2
1033	выйти за	1	2
1034	другой язык	1	2
1035	с нею	6	2
1036	при известных	3	2
1037	свое значение	1	2
1038	человека и	2	2
1039	и всякая	1	2
1040	в другом	3	2
1041	рассматривать как	1	2
1042	значение слова	2	2
1043	мысли об	2	2
1044	в лице	1	2
1045	были и	2	2
1046	высшему единству	1	2
1047	действительности не	2	2
1048	в звуке	11	2
1049	что формы	1	2
1050	по этому	2	2
1051	как увидим	4	2
1052	к пониманию	1	2
1053	и необходимо	1	2
1054	их на	1	2
1055	характер они	1	2
1056	если она	1	2
1057	есть не	7	2
1058	жизнью и	1	2
1059	характера как	1	1
1060	с которыми	3	1
1061	они имеют	1	1
1062	ее части	1	1
1063	человек может	2	1
1064	степень его	1	1
1065	стать в	1	1
1066	мы ценим	1	1
1067	только из	3	1
1068	природе то	1	1
1069	и уже	6	1
1070	зрения на	1	1
1071	этого в	2	1
1072	только законное	1	1
1073	теоретическим положениям	1	1
1074	основных признаков	1	1
1075	почва для	1	1
1076	ней не	1	1
1077	на теории	1	1
1078	основное понятие	2	1
1079	насколько оно	1	1
1080	условий на	1	1
1081	приходят и	1	1
1082	же объясняется	1	1
1083	роль и	1	1
1084	судить о	3	1
1085	до него	1	1
1086	и имеет	1	1
1087	в определенное	1	1
1088	мы рассматривали	1	1
1089	степени как	1	1
1090	отношениях к	1	1
1091	как отдельные	2	1
1092	что делает	1	1
1093	эти средства	1	1
1094	нее в	1	1
1095	в разных	2	1
1096	для одного	3	1
1097	независимого от	1	1
1098	мысли и	9	1
1099	но тем	6	1
1100	жить и	1	1
1101	что многие	2	1
1102	сколько и	4	1
1103	что дело	2	1
1104	язык сам	1	1
1105	быть заменено	1	1
1106	по-видимому не	1	1
1107	потому не	1	1
1108	нас в	2	1
1109	например с	2	1
1110	одно из	5	1
1111	понимания значения	1	1
1112	говорить что	1	1
1113	именно эти	1	1
1114	по мере	10	1
1115	и которые	3	1
1116	иначе чем	2	1
1117	законы развития	1	1
1118	что слово	5	1
1119	по-видимому и	1	1
1120	понимания не	1	1
1121	которые первоначально	1	1
1122	чтобы в	1	1
1123	в общество	2	1
1124	быть названа	1	1
1125	в духе	1	1
1126	это должно	1	1
1127	уже созданное	1	1
1128	с требованиями	2	1
1129	в порядок	1	1
1130	этой цели	3	1
1131	то роль	1	1
1132	и сам	1	1
1133	значения но	1	1
1134	как одна	1	1
1135	на такой	2	1
1136	для осуществления	1	1
1137	каким образом	3	1
1138	оказывается только	1	1
1139	это стремление	2	1
1140	всегда остается	1	1
1141	внутренней необходимости	1	1
1142	выведены из	2	1
1143	существования в	2	1
1144	всем своем	1	1
1145	в построении	1	1
1146	и связь	1	1
1147	тела а	1	1
1148	ведет к	1	1
1149	том же	3	1
1150	и отрицать	1	1
1151	он представляется	2	1
1152	от некоторых	1	1
1153	явления что	1	1
1154	между прочим	5	1
1155	чтобы дать	1	1
1156	и условным	1	1
1157	когда это	1	1
1158	стороны в	1	1
1159	и общее	2	1
1160	сознанием и	1	1
1161	там же	9	1
1162	похож на	1	1
1163	приходит в	1	1
1164	предмет и	2	1
1165	поэтому язык	1	1
1166	что без	2	1
1167	выражения и	1	1
1168	и вместе	5	1
1169	на эти	1	1
1170	здесь именно	1	1
1171	извне то	1	1
1172	подобных звуков	1	1
1173	только для	7	1
1174	стремление к	3	1
1175	по своим	1	1
1176	языка во	1	1
1177	звука здесь	1	1
1178	когда в	3	1
1179	и психологии	1	1
1180	нечто новое	2	1
1181	для их	2	1
1182	этой стороны	1	1
1183	свою собственную	1	1
1184	отсюда вытекает	2	1
1185	только что	4	1
1186	но мы	3	1
1187	в себя	2	1
1188	как только	1	1
1189	которому стремится	1	1
1190	развития а	1	1
1191	где оно	2	1
1192	физиологическими законами	1	1
1193	а вместе	7	1
1194	отражается в	1	1
1195	и образ	2	1
1196	для человека	3	1
1197	тем в	2	1
1198	нам не	2	1
1199	понятно что	1	1
1200	и требуют	1	1
1201	своими средствами	1	1
1202	нечто общее	3	1
1203	и звуком	1	1
1204	затем чтобы	1	1
1205	случае они	1	1
1206	на природу	3	1
1207	не предполагает	1	1
1208	на человека	1	1
1209	не существует	2	1
1210	что душа	1	1
1211	которые мы	7	1
1212	не непосредственно	2	1
1213	той степени	1	1
1214	и такие	1	1
1215	не наоборот	1	1
1216	весьма сложные	1	1
1217	тем с	1	1
1218	с единством	1	1
1219	этот механизм	1	1
1220	а всей	1	1
1221	вне его	1	1
1222	два члена	1	1
1223	искать для	1	1
1224	случаи когда	2	1
1225	и длительности	1	1
1226	силы и	1	1
1227	есть создание	4	1
1228	воззрения и	1	1
1229	языка от	1	1
1230	в нескольких	1	1
1231	все свои	1	1
1232	другу и	2	1
1233	е о	1	1
1234	но эти	4	1
1235	бы если	1	1
1236	тело и	1	1
1237	предметов и	3	1
1238	в противопоставлении	1	1
1239	к совершенному	1	1
1240	оно как	1	1
1241	существенное значение	1	1
1242	которых не	1	1
1243	слове есть	1	1
1244	и действия	2	1
1245	и той	4	1
1246	для себя	4	1
1247	из самого	3	1
1248	если так	1	1
1249	она еще	2	1
1250	из единства	1	1
1251	случае мы	1	1
1252	пока не	1	1
1253	по закону	1	1
1254	не имеем	3	1
1255	всякий язык	1	1
1256	без понимания	2	1
1257	поколений и	1	1
1258	общее с	2	1
1259	а между	5	1
1260	вообще но	1	1
1261	так а	2	1
1262	историческое и	2	1
1263	с в	5	1
1264	они с	2	1
1265	уже и	2	1
1266	не вполне	1	1
1267	то как	1	1
1268	не что	2	1
1269	как оно	2	1
1270	от своей	1	1
1271	связь всех	1	1
1272	даже с	2	1
1273	близки к	2	1
1274	так называемых	1	1
1275	сложное и	1	1
1276	заключение в	2	1
1277	в чистом	1	1
1278	указания на	5	1
1279	и органической	1	1
1280	на ней	4	1
1281	друг на	2	1
1282	не меньшее	1	1
1283	соответствия между	1	1
1284	явления различных	1	1
1285	за целое	1	1
1286	на те	2	1
1287	закон не	1	1
1288	самом начале	1	1
1289	которого они	1	1
1290	же так	1	1
1291	вышли из	1	1
1292	языка таким	1	1
1293	в фонетическом	1	1
1294	по которой	1	1
1295	без всякого	1	1
1296	жизни как	1	1
1297	ключ к	2	1
1298	образом как	1	1
1299	сущности и	1	1
1300	только во	1	1
1301	примыкают к	1	1
1302	или если	3	1
1303	что все	4	1
1304	ее только	1	1
1305	язык не	5	1
1306	возникающие в	1	1
1307	можем сказать	1	1
1308	воли и	1	1
1309	его все	1	1
1310	ее не	1	1
1311	из самой	1	1
1312	согласно их	1	1
1313	на предмет	2	1
