N	2gram	Vygotskiy_	slovoVRo
727	в сторону	1	2
728	об этом	4	2
729	систем в	2	2
730	первостепенное значение	3	2
731	что как	2	2
732	за его	1	2
733	речи эти	2	2
734	что они	11	2
735	однако не	2	2
736	к одному	1	2
737	без всякой	1	2
738	за словами	1	2
739	поскольку она	1	2
740	могли бы	10	2
741	мышление вообще	1	2
742	образом с	1	2
743	мы можем	7	2
744	слова то	1	2
745	а с	3	2
746	если оно	2	2
747	уже сказано	1	2
748	возникает из	6	2
749	как ни	1	2
750	с самого	13	2
751	для развития	3	2
752	в своих	2	2
753	точности и	1	2
754	они же	1	2
755	очень часто	2	2
756	это как	1	2
757	и затем	1	2
758	в самых	2	2
759	нашего сознания	1	2
760	слова так	1	2
761	так что	8	2
762	бы они	1	2
763	слова но	3	2
764	ничего нового	3	2
765	плана в	3	2
766	и что	14	2
767	не могла	2	2
768	но такое	1	2
769	можно было	7	2
770	в начале	6	2
771	факт что	2	2
772	по своей	12	2
773	к которой	3	2
774	новое слово	2	2
775	но повторяем	1	2
776	он еще	1	2
777	как известно	6	2
778	же задаче	1	2
779	значение и	2	2
780	только о	3	2
781	и той	5	2
782	в направлении	6	2
783	слову как	1	2
784	к ней	2	2
785	первом случае	5	2
786	и особенно	2	2
787	и иной	2	2
788	главным образом	1	2
789	правом можно	1	2
790	друг другу	5	2
791	последнего времени	1	2
792	даже как	1	2
793	анализа и	1	2
794	языка оно	1	2
795	наоборот в	2	2
796	смысловая структура	1	2
797	место в	1	2
798	столь же	2	2
799	же в	1	2
800	на то	5	2
801	могут не	4	2
802	и только	7	2
803	как одна	1	2
804	независимо от	1	2
805	и обратно	6	2
806	в один	1	2
807	есть не	3	2
808	на ту	1	2
809	не к	1	2
810	одном отношении	1	1
811	и ту	1	1
812	к сожалению	1	1
813	должно исходить	1	1
814	непосредственно как	1	1
815	речи то	4	1
816	как два	2	1
817	не мешает	1	1
818	с полной	1	1
819	сомнения в	2	1
820	является в	7	1
821	особенности и	1	1
822	а потому	1	1
823	во втором	5	1
824	слова еще	1	1
825	в единую	2	1
826	над ними	2	1
827	индивидуальной речи	1	1
828	понимания не	1	1
829	вместо анализа	1	1
830	это привело	2	1
831	к другу	4	1
832	случае в	4	1
833	всего в	2	1
834	само слово	1	1
835	этой специфической	1	1
836	в определенный	1	1
837	поля зрения	1	1
838	обе линии	1	1
839	самих себя	1	1
840	друг к	3	1
841	по всем	1	1
842	как таковой	1	1
843	только те	3	1
844	представить себе	5	1
845	в конце	5	1
846	и лишь	1	1
847	друга в	1	1
848	себе представить	1	1
849	она с	1	1
850	если в	6	1
851	которые не	1	1
852	исходя из	1	1
853	к этой	2	1
854	в специальном	1	1
855	и вследствие	1	1
856	своего собственного	1	1
857	которые он	2	1
858	он только	1	1
859	и становятся	1	1
860	во-вторых все	1	1
861	он как	1	1
862	для себя	24	1
863	но которые	1	1
864	и должно	1	1
865	эти особенности	4	1
866	ведь всякое	1	1
867	бы невозможно	1	1
868	языков на	1	1
869	речь как	4	1
870	свободного и	1	1
871	свои особые	1	1
872	принимает за	1	1
873	самому своему	1	1
874	вещи и	2	1
875	свою мысль	2	1
876	о чем	8	1
877	два основных	1	1
878	никак не	5	1
879	котором в	1	1
880	мысли и	13	1
881	речи эта	1	1
882	от социального	1	1
883	какой бы	1	1
884	из которых	3	1
885	в меньшей	3	1
886	находятся в	2	1
887	направлений в	2	1
888	осознания и	3	1
889	от общего	2	1
890	все те	2	1
891	дальше от	2	1
892	самом же	1	1
893	одно из	6	1
894	мышление и	2	1
895	правда в	1	1
896	и адекватно	1	1
897	как действительного	1	1
898	который состоит	1	1
899	кстати сказать	1	1
900	исключена возможность	2	1
901	этом направлении	1	1
902	в живом	3	1
903	с собой	3	1
904	изменяться в	1	1
905	но что	2	1
906	конкретности и	1	1
907	здесь раскрывается	1	1
908	что процесс	1	1
909	что слово	2	1
910	там в	1	1
911	вопрос об	1	1
912	должен был	2	1
913	и приобретает	2	1
914	потребность в	1	1
915	как они	2	1
916	и он	4	1
917	служить все	1	1
918	и значение	5	1
919	изменяются и	1	1
920	но только	5	1
921	самых основных	2	1
922	и еще	1	1
923	вещь и	1	1
924	письменной речи	14	1
925	до этого	1	1
926	оказывается в	1	1
927	которой оно	1	1
928	между которыми	2	1
929	в среднем	1	1
930	слов не	1	1
931	имеют первостепенное	1	1
932	целого но	1	1
933	и этот	1	1
934	все дело	1	1
935	не знающего	1	1
936	мы говорим	2	1
937	мы называем	2	1
938	самостоятельно и	1	1
939	в мыслях	3	1
940	мы остановимся	4	1
941	они по-видимому	1	1
942	устная речь	1	1
943	и иначе	2	1
944	и своя	1	1
945	конечном счете	2	1
946	структуре является	1	1
947	в игру	1	1
948	исходить из	2	1
949	относящиеся к	2	1
950	относятся к	1	1
951	оно всегда	1	1
952	когда это	1	1
953	это движение	2	1
954	слово к	1	1
955	всех тех	1	1
956	его сознании	1	1
957	и неразрывно	1	1
958	самая постановка	1	1
959	что по	2	1
960	поэтому диалог	1	1
961	слово но	2	1
962	выражения и	2	1
963	языка является	1	1
964	и просто	1	1
965	состоит из	1	1
966	со специфической	1	1
967	всякого реального	1	1
968	в которых	3	1
969	языка по	1	1
970	она исходит	1	1
971	только для	1	1
972	бы не	1	1
973	своего выражения	2	1
974	понятий как	2	1
975	значение не	2	1
976	выражается в	2	1
977	но у	1	1
978	которые затем	1	1
979	из языка	1	1
980	о котором	1	1
981	от того	6	1
982	именно поэтому	3	1
983	в план	1	1
984	не до	2	1
985	там и	1	1
986	относящихся сюда	1	1
987	вследствие этого	1	1
988	в это	1	1
989	меняет свой	1	1
990	речь идет	1	1
991	говорить и	1	1
992	до почти	1	1
993	всей своей	1	1
994	к другому	5	1
995	отдельных слов	1	1
996	обращение к	1	1
997	из области	1	1
998	на одном	1	1
999	к той	1	1
1000	особенности в	2	1
1001	резче чем	1	1
1002	вещами а	1	1
1003	эта точка	1	1
1004	речи из	2	1
1005	только одно	2	1
1006	новым и	1	1
1007	всегда знак	1	1
1008	одного и	3	1
1009	при определенных	1	1
1010	требует знания	1	1
1011	перехода из	1	1
1012	еще от	1	1
1013	при наличии	1	1
1014	чем же	1	1
1015	в прозе	1	1
1016	на этой	7	1
1017	не существует	1	1
1018	их все	1	1
1019	при условии	1	1
1020	в действительности	3	1
1021	в неразрывной	1	1
1022	что мы	14	1
1023	к изучению	4	1
1024	принципиальном значении	1	1
1025	его построения	1	1
1026	в очень	1	1
1027	представим себе	1	1
1028	раз и	1	1
1029	к чистой	1	1
1030	знак равенства	1	1
1031	говорить не	1	1
1032	слабые стороны	1	1
1033	речью в	5	1
1034	слова понятия	1	1
1035	вне поля	1	1
1036	тотчас же	1	1
1037	процессе развития	1	1
1038	роли и	1	1
1039	классический пример	1	1
1040	осмысленным и	1	1
1041	их отношение	1	1
1042	начиная от	1	1
1043	представления о	2	1
1044	исследования и	6	1
1045	что самое	1	1
1046	всего этого	1	1
1047	объекта в	1	1
1048	значение этого	2	1
1049	в нескольких	1	1
1050	речью на	1	1
1051	на друга	2	1
1052	не находя	1	1
1053	по самому	2	1
1054	этой работы	3	1
1055	он часто	1	1
1056	быть не	1	1
1057	как между	1	1
1058	направлении к	3	1
1059	с другим	3	1
1060	м б	1	1
1061	которыми он	2	1
1062	являются основными	1	1
1063	в этот	3	1
1064	значений и	3	1
1065	это ее	1	1
1066	характер в	1	1
1067	но вся	1	1
1068	может ни	1	1
1069	поэтому мы	5	1
1070	наиболее полно	1	1
1071	одной и	5	1
1072	в середине	2	1
1073	своей внутренней	2	1
1074	исключает возможность	1	1
1075	в образах	1	1
1076	для нее	3	1
1077	между двумя	5	1
1078	больший удельный	1	1
1079	оно так	1	1
1080	то все	1	1
1081	чего не	1	1
1082	слова процесс	1	1
1083	между отдельными	4	1
1084	не исключает	2	1
1085	за собой	1	1
1086	также в	1	1
1087	не меньшим	1	1
1088	обособления и	1	1
1089	о своем	2	1
1090	и наиболее	2	1
1091	для данного	3	1
1092	на основании	2	1
1093	внутренней в	1	1
1094	очень похоже	1	1
1095	развития и	4	1
1096	числе и	2	1
1097	этой речи	7	1
1098	времени и	1	1
1099	слово входит	1	1
1100	для своей	1	1
1101	его заключается	1	1
1102	не отдает	1	1
1103	а только	2	1
1104	можно ли	2	1
1105	друга и	2	1
1106	а путем	1	1
1107	осознанности и	2	1
1108	его словаря	1	1
1109	даже с	2	1
1110	далее также	1	1
1111	и определенности	1	1
1112	а во	1	1
1113	месте и	1	1
1114	то его	1	1
1115	ничего нет	1	1
1116	голос и	1	1
1117	и движение	2	1
1118	образом даже	1	1
1119	конструкции которые	1	1
1120	слову и	1	1
1121	друг на	2	1
1122	всех трех	1	1
1123	которому мы	1	1
1124	ее различными	1	1
1125	абстракции и	1	1
1126	о языке	1	1
1127	как на	8	1
1128	процессе исторического	1	1
1129	их значение	1	1
1130	между людьми	1	1
1131	при сравнительном	1	1
1132	она позволяет	1	1
1133	совершенно иным	1	1
1134	вообще и	1	1
1135	этот как	1	1
1136	что отношение	3	1
1137	изучение этих	1	1
1138	концепцию слова	1	1
1139	словами и	2	1
1140	для всей	2	1
1141	ответа на	1	1
1142	начиная с	1	1
1143	ее как	2	1
1144	как правило	2	1
1145	из-под власти	2	1
1146	быть в	1	1
1147	в переводе	1	1
1148	находится в	3	1
1149	слова он	2	1
1150	двух линий	1	1
1151	речи на	2	1
1152	их сознания	1	1
1153	а это	2	1
1154	к чисто	1	1
1155	на этот	2	1
1156	действительности и	1	1
1157	исходит из	2	1
1158	и непосредственного	1	1
1159	все многообразие	1	1
1160	поэтому все	1	1
1161	который в	1	1
1162	этого понимания	1	1
1163	то здесь	1	1
1164	и внутренняя	1	1
1165	но если	5	1
1166	он сам	2	1
1167	и именно	1	1
1168	от них	1	1
1169	который определяет	1	1
1170	он живет	1	1
1171	ним его	1	1
1172	всегда высказывание	1	1
1173	речи с	10	1
1174	возникает и	1	1
1175	и после	1	1
1176	этими словами	1	1
1177	но самый	1	1
1178	к ее	1	1
1179	и внешний	1	1
1180	в самой	3	1
1181	обнаруживают свое	1	1
1182	эту сложную	1	1
1183	совпадать с	1	1
1184	но сама	1	1
1185	неизбежно приводит	3	1
1186	мог бы	6	1
1187	к окружающему	1	1
1188	в заключение	2	1
1189	психологии в	3	1
1190	всего своего	1	1
1191	не имеющих	1	1
1192	речи а	5	1
1193	гораздо более	4	1
1194	единство в	1	1
1195	конструкций и	1	1
1196	не одним	1	1
1197	фоне соответствующих	1	1
1198	как основной	1	1
1199	и различия	1	1
1200	создают в	1	1
1201	есть необходимый	1	1
1202	внутренней жизни	1	1
1203	этих моментов	1	1
1204	к общему	4	1
1205	поэтому прежде	1	1
1206	и своеобразной	1	1
1207	видели что	3	1
1208	но на	3	1
1209	значение может	1	1
1210	есть процесс	1	1
1211	том чтобы	1	1
1212	том числе	2	1
1213	и столь	3	1
1214	не поддается	1	1
1215	ничем не	1	1
1216	выражения в	3	1
1217	как две	1	1
1218	речь с	2	1
1219	приблизиться к	1	1
1220	рода и	2	1
1221	шагу в	1	1
1222	сверху вниз	5	1
1223	в систему	1	1
1224	несет на	1	1
1225	только по	5	1
1226	первых двух	1	1
1227	и всей	3	1
1228	нему и	1	1
1229	борьба и	1	1
1230	о человеке	2	1
1231	мысли то	1	1
1232	имеют в	1	1
1233	зависит от	3	1
1234	поэтому в	2	1
1235	и вот	1	1
1236	бы друг	1	1
1237	она в	2	1
1238	имеет первостепенное	1	1
1239	два полюса	1	1
1240	в состоянии	4	1
1241	связи между	11	1
1242	современное состояние	1	1
1243	сохраняются в	1	1
1244	мы имеем	3	1
1245	что различные	1	1
1246	нем с	1	1
1247	идет о	3	1
1248	овладения и	1	1
1249	прийти к	1	1
1250	есть прямое	1	1
1251	предметного содержания	1	1
1252	признать что	2	1
1253	в определенном	2	1
1254	из моментов	1	1
1255	речи так	4	1
1256	переход к	4	1
1257	на развитие	1	1
1258	он и	1	1
1259	связей и	3	1
1260	развитии и	1	1
1261	этот пример	1	1
1262	что при	4	1
1263	похоже на	1	1
1264	приводят к	2	1
1265	его внутренняя	1	1
1266	аналогии с	1	1
1267	чем у	3	1
1268	делать в	1	1
1269	с системой	1	1
1270	и через	1	1
1271	которая является	3	1
1272	речь а	2	1
1273	и формальными	1	1
1274	для своего	1	1
1275	самой этой	1	1
1276	к еще	1	1
1277	чем перейти	3	1
1278	самое в	1	1
1279	к определенному	2	1
1280	возможность такого	1	1
1281	всех других	1	1
1282	на одной	2	1
1283	недоразумений и	1	1
1284	иначе обстоит	1	1
1285	есть вовсе	1	1
1286	он располагает	1	1
1287	процессе их	1	1
1288	возможно только	4	1
1289	чистой и	1	1
1290	находит свое	3	1
1291	слово во	1	1
1292	для его	2	1
1293	что между	2	1
1294	все равно	2	1
1295	есть такая	1	1
1296	мы находим	3	1
1297	в письменной	8	1
1298	говорящим а	1	1
1299	рядом друг	1	1
1300	в конечном	2	1
1301	того в	1	1
