N	2gram	Propp_Morf	Tvorches
933	дворец и	1	1
934	имеем в	8	1
935	и а	1	1
936	вызова его	1	1
937	следит за	1	1
938	заметить что	11	1
939	не совсем	1	1
940	дана в	1	1
941	ее не	1	1
942	упомянуто в	1	1
943	если мы	6	1
944	а одна	1	1
945	свою жену	1	1
946	самого в	1	1
947	на первый	3	1
948	др мы	1	1
949	наоборот это	1	1
950	в бегство	1	1
951	просто невозможно	1	1
952	его место	1	1
953	их числе	1	1
954	это сделать	1	1
955	действия так	1	1
956	и для	4	1
957	все с	1	1
958	в настоящее	3	1
959	но которые	1	1
960	иногда в	8	1
961	эту форму	1	1
962	с того	3	1
963	может как	1	1
964	сторона в	1	1
965	такое же	1	1
966	этом случае	10	1
967	форм и	1	1
968	и многие	1	1
969	ему в	1	1
970	видно будет	2	1
971	из дома	9	1
972	ничем не	2	1
973	быть действительно	1	1
974	выясняется что	1	1
975	ниже не	1	1
976	видим как	1	1
977	они не	3	1
978	на трех	1	1
979	№ в	1	1
980	ряд других	2	1
981	на вопрос	2	1
982	эта ситуация	1	1
983	того как	2	1
984	и уж	1	1
985	в последней	1	1
986	который может	3	1
987	в первый	1	1
988	сколько в	1	1
989	лишь право	1	1
990	принимает форму	1	1
991	всего мира	1	1
992	мы имеем	19	1
993	он бросает	1	1
994	его дело	1	1
995	действие у	1	1
996	она его	2	1
997	он называет	1	1
998	может происходить	1	1
999	к истории	1	1
1000	обратно и	2	1
1001	что так	1	1
1002	совершенно не	1	1
1003	для нас	2	1
1004	в полном	1	1
1005	нашу мысль	1	1
1006	то мы	5	1
1007	на которой	1	1
1008	его положения	1	1
1009	вытекающее из	1	1
1010	нет это	1	1
1011	о герое	3	1
1012	как нечто	1	1
1013	что каждый	1	1
1014	эта функция	4	1
1015	в сюжет	1	1
1016	в ином	3	1
1017	только он	1	1
1018	а на	3	1
1019	герою в	2	1
1020	материал для	1	1
1021	герой как	1	1
1022	к нескольким	1	1
1023	у ивана	2	1
1024	иных формах	2	1
1025	и берет	1	1
1026	а также	7	1
1027	о характере	2	1
1028	его до	1	1
1029	в другую	2	1
1030	и начинается	1	1
1031	мы переходим	1	1
1032	и другое	1	1
1033	по смерти	1	1
1034	говорил еще	1	1
1035	вообще не	2	1
1036	наконец даже	1	1
1037	в какой	3	1
1038	когда герой	2	1
1039	нас к	1	1
1040	ивана в	3	1
1041	этой цели	1	1
1042	же быть	2	1
1043	есть в	1	1
1044	но по	1	1
1045	для героев	1	1
1046	мнение что	1	1
1047	становится все	1	1
1048	к концу	1	1
1049	по своему	2	1
1050	еще к	1	1
1051	со своей	1	1
1052	и братьев	1	1
1053	эпизод в	1	1
1054	какими способами	1	1
1055	это было	3	1
1056	этой главе	1	1
1057	к королю	2	1
1058	свет на	1	1
1059	или глубоко	1	1
1060	играют в	2	1
1061	непосредственно или	1	1
1062	д эта	3	1
1063	другом случае	1	1
1064	средства не	1	1
1065	вопрос не	2	1
1066	предположить что	1	1
1067	в г	1	1
1068	того или	1	1
1069	друг за	2	1
1070	и эти	1	1
1071	и сила	1	1
1072	что от	1	1
1073	как ни	1	1
1074	наука о	2	1
1075	возвращается к	1	1
1076	в предисловии	1	1
1077	мы выделяем	1	1
1078	она должна	1	1
1079	в поле	5	1
1080	они играют	1	1
1081	нас но	1	1
1082	должно быть	1	1
1083	так называемой	1	1
1084	его не	1	1
1085	и ни	1	1
1086	одну из	1	1
1087	задаваясь вопросом	1	1
1088	после ухода	1	1
1089	в интересах	2	1
1090	мы должны	3	1
1091	бою и	1	1
1092	же может	2	1
1093	есть и	4	1
1094	но такое	2	1
1095	конечно в	1	1
1096	у кого	1	1
1097	чудесным образом	1	1
1098	к чему	3	1
1099	в пределах	3	1
1100	она мала	1	1
1101	к которой	1	1
1102	по вертикали	1	1
1103	повод для	1	1
1104	думать что	1	1
1105	в большинстве	3	1
1106	и всякая	1	1
1107	этой схемы	1	1
1108	сюжет для	1	1
1109	на это	1	1
1110	в рамках	1	1
1111	верил в	1	1
1112	же самое	1	1
1113	в тексте	1	1
1114	этом с	1	1
1115	раза в	1	1
1116	не останавливаясь	1	1
1117	или другом	1	1
1118	и сразу	2	1
1119	которые в	1	1
1120	огромное значение	2	1
1121	или другому	1	1
1122	это можно	2	1
1123	эту мысль	1	1
1124	в голову	1	1
1125	мужика и	1	1
1126	или иной	1	1
1127	на то	3	1
1128	право на	2	1
1129	по законам	1	1
1130	себе он	1	1
1131	и сердце	1	1
1132	в эти	1	1
1133	определить как	1	1
1134	является ли	1	1
1135	само собой	1	1
1136	л а	1	1
1137	быть названы	1	1
1138	мы перейдем	1	1
1139	ивана с	1	1
1140	три года	4	1
1141	не можем	1	1
1142	некоторые черты	1	1
1143	и предметом	1	1
1144	иное как	2	1
1145	а сама	1	1
1146	начинаются с	2	1
