N	2gram	Tiupa_Anal	Dialekti
968	в новом	5	2
969	с внешним	1	2
970	на его	3	2
971	в каждой	1	2
972	бы действительно	1	2
973	ему не	1	2
974	свобода и	1	2
975	этих двух	2	2
976	в стиле	1	2
977	человека в	3	2
978	там где	2	2
979	что каждая	1	2
980	тут и	1	2
981	каждом из	2	2
982	чистом виде	3	2
983	выше в	1	2
984	в акте	2	2
985	на всех	3	2
986	есть как	1	2
987	на меня	3	2
988	факт что	1	2
989	сосредоточиться на	1	2
990	но дело	2	2
991	и фактически	1	2
992	у нее	1	2
993	во всю	1	2
994	одного из	4	2
995	и самого	7	2
996	только по	2	2
997	еще одно	1	2
998	их можно	1	2
999	в пространстве	1	2
1000	все еще	2	2
1001	по законам	1	2
1002	о своих	3	2
1003	однако все	2	2
1004	в целом	8	2
1005	никакой возможности	1	2
1006	мира в	1	2
1007	принципиально новой	1	1
1008	смерти ни	1	1
1009	до которого	1	1
1010	и другие	1	1
1011	оформлен и	1	1
1012	в единую	1	1
1013	формы их	1	1
1014	это тот	1	1
1015	идет по	1	1
1016	между двумя	1	1
1017	имея в	1	1
1018	бытия личности	2	1
1019	уж не	1	1
1020	событий как	1	1
1021	и смыслов	1	1
1022	сказано о	1	1
1023	самого себя	1	1
1024	случае мы	1	1
1025	без исключения	3	1
1026	в применении	1	1
1027	красный и	1	1
1028	его за	2	1
1029	глаза и	1	1
1030	бытия я	1	1
1031	происходит как	1	1
1032	ни другое	1	1
1033	другой с	1	1
1034	одному из	1	1
1035	ты не	2	1
1036	снимает с	1	1
1037	то ли	2	1
1038	до последнего	2	1
1039	этой последней	1	1
1040	мыслится как	2	1
1041	как субъекта	1	1
1042	о великой	1	1
1043	а напротив	3	1
1044	вступить в	2	1
1045	были только	1	1
1046	переносном смысле	2	1
1047	каким образом	1	1
1048	особенности же	1	1
1049	как об	1	1
1050	отчетливо и	1	1
1051	которых вероятно	1	1
1052	своей роли	2	1
1053	сущности не	1	1
1054	и действительного	1	1
1055	ведет к	2	1
1056	она по	1	1
1057	конечном счете	5	1
1058	и момент	1	1
1059	между прочим	1	1
1060	другого я	2	1
1061	литературе как	1	1
1062	новая форма	1	1
1063	давно уже	1	1
1064	от эстетической	1	1
1065	жизненных и	1	1
1066	и превращает	1	1
1067	в молодости	1	1
1068	всего с	1	1
1069	похож на	2	1
1070	начинается с	1	1
1071	одновременно и	1	1
1072	дома и	2	1
1073	других а	2	1
1074	для полного	1	1
1075	или ином	1	1
1076	его что	1	1
1077	и ниже	1	1
1078	другое дело	2	1
1079	однако даже	1	1
1080	за ней	1	1
1081	бесконечно и	1	1
1082	себя не	2	1
1083	я здесь	1	1
1084	этих случаях	1	1
1085	весьма существенным	1	1
1086	существования однако	1	1
1087	которая будет	1	1
1088	казалось бы	4	1
1089	всякого рода	1	1
1090	от купели	1	1
1091	им что	2	1
1092	нам не	2	1
1093	и дело	1	1
1094	для автора	1	1
1095	требует для	1	1
1096	лица по	1	1
1097	в центр	2	1
1098	первым и	1	1
1099	когда на	1	1
1100	применении к	1	1
1101	которой он	1	1
1102	для настоящей	1	1
1103	в пределе	1	1
1104	нас и	1	1
1105	связанных с	1	1
1106	пуще прежнего	1	1
1107	собой один	1	1
1108	входит в	4	1
1109	имеет в	1	1
1110	и неизбежно	2	1
1111	можно встретить	1	1
1112	внутри себя	1	1
1113	вмещает в	1	1
1114	совершенно очевидно	2	1
1115	относится не	1	1
1116	отношения не	1	1
1117	нашем случае	1	1
1118	не мне	1	1
1119	момент этой	1	1
1120	невозможно не	1	1
1121	из своего	1	1
1122	втором случае	2	1
1123	приходит к	1	1
1124	и идет	1	1
1125	в брак	1	1
1126	рассуждение о	1	1
1127	судьба или	2	1
1128	перед ним	2	1
1129	и себя	1	1
1130	в прошлом	2	1
1131	наедине с	1	1
1132	именно такого	3	1
1133	об исторических	1	1
1134	могут и	1	1
1135	живой жизни	1	1
1136	с самим	3	1
1137	отдельности и	1	1
1138	по случаю	1	1
1139	тезис о	1	1
1140	том чтобы	2	1
1141	места для	1	1
1142	и ада	1	1
1143	ее внутренней	1	1
1144	при виде	1	1
1145	убит в	1	1
1146	из трех	2	1
1147	иным как	1	1
1148	речь о	1	1
1149	не получает	1	1
1150	принадлежат и	1	1
1151	бог не	1	1
1152	возникающая в	1	1
1153	он так	1	1
1154	года то	1	1
1155	части не	1	1
1156	и иной	1	1
1157	но сама	1	1
1158	в подобных	1	1
1159	этих моментов	2	1
1160	в контексте	3	1
1161	и весь	1	1
1162	к общему	1	1
1163	при котором	1	1
1164	или идее	1	1
1165	жить и	1	1
1166	в повествовании	1	1
1167	состояние духа	1	1
1168	человека к	1	1
1169	к их	1	1
1170	возвращение к	1	1
1171	в принципе	3	1
1172	а наоборот	1	1
1173	о семи	1	1
1174	остается в	1	1
1175	после того	1	1
1176	всматриваясь в	1	1
1177	к себе	1	1
1178	время в	2	1
1179	собственного дома	1	1
1180	при переходе	1	1
1181	принципиально нового	1	1
1182	если к	1	1
1183	логикой и	1	1
1184	прийти к	1	1
1185	него самого	1	1
1186	он все	1	1
1187	чем у	1	1
1188	это верно	1	1
1189	и наивность	1	1
1190	они в	1	1
1191	многих отношениях	2	1
1192	дураки и	1	1
1193	даже на	1	1
1194	сколько бы	1	1
1195	что между	2	1
1196	внешнего мира	3	1
1197	к живой	1	1
1198	в конечном	5	1
1199	герои но	1	1
1200	мир уже	1	1
1201	утверждение что	1	1
1202	а за	1	1
1203	не получается	1	1
1204	и приводит	1	1
1205	вносить в	1	1
1206	тоже можно	1	1
1207	своей глубине	1	1
1208	до тех	1	1
1209	о смерти	4	1
1210	и всего	1	1
1211	человека я	1	1
1212	времени как	1	1
1213	смысле и	1	1
1214	к желто-красному	1	1
1215	чтобы на	1	1
1216	как говорит	4	1
1217	во внутренней	1	1
1218	настоящим и	1	1
1219	лишь на	3	1
1220	с отцом	1	1
1221	чем иным	1	1
1222	одном из	1	1
1223	целое то	4	1
1224	так сказать	2	1
1225	где подлинная	1	1
1226	это путь	1	1
1227	есть непосредственно	1	1
1228	же касается	1	1
1229	собою и	1	1
1230	произведение есть	1	1
1231	в эту	2	1
1232	уже любой	1	1
1233	подобных случаях	2	1
1234	искусство не	1	1
1235	кто из	1	1
1236	могли бы	2	1
1237	связь с	3	1
1238	которая является	1	1
1239	впрочем есть	1	1
1240	лица и	1	1
1241	таковы и	1	1
1242	не сводится	1	1
1243	только путем	1	1
1244	в устах	1	1
1245	мире он	1	1
1246	ли не	5	1
1247	они же	1	1
1248	или преступления	1	1
1249	то второй	1	1
1250	производит впечатление	1	1
1251	очень часто	1	1
1252	и остался	1	1
1253	сына в	1	1
1254	и будем	1	1
1255	в происхождении	1	1
1256	ему на	1	1
1257	как человек	1	1
1258	быть осуществлено	1	1
1259	будем иметь	1	1
1260	человека как	1	1
1261	вы как	1	1
1262	остается на	1	1
1263	было только	1	1
1264	объект как	1	1
1265	однако эта	1	1
1266	о событиях	1	1
1267	содержания и	1	1
1268	самый момент	2	1
1269	тем и	1	1
1270	того же	7	1
1271	чтобы их	1	1
1272	в ничто	1	1
1273	в нее	1	1
1274	отличается в	1	1
1275	боже мой	1	1
1276	отношения с	1	1
1277	я увидел	1	1
1278	в самой	1	1
1279	вопрос можно	1	1
1280	личность с	1	1
1281	таит в	1	1
1282	ни то	1	1
1283	личного бытия	1	1
1284	превратилась в	1	1
1285	более интенсивное	1	1
1286	а живое	1	1
1287	и никогда	1	1
1288	два года	1	1
1289	образы и	1	1
1290	но наоборот	1	1
1291	отнюдь еще	1	1
1292	качестве одного	1	1
1293	всех сторон	1	1
1294	них не	1	1
1295	этих трех	1	1
1296	теми же	1	1
1297	мы помним	1	1
1298	форма может	1	1
1299	свет не	1	1
1300	пушкина и	3	1
1301	те кто	1	1
1302	его к	1	1
1303	я люблю	1	1
1304	и несамостоятельность	1	1
1305	во-первых он	1	1
1306	жизни ибо	1	1
1307	есть одна	1	1
1308	есть система	1	1
1309	можно с	1	1
1310	случае это	1	1
1311	чем и	1	1
1312	в культуре	2	1
1313	имеет свою	2	1
1314	ту самую	1	1
1315	намек на	1	1
