N	2gram	Propp_Isto	Sovremen
351	позже чем	1	1
352	процессе развития	1	1
353	один из	6	1
354	силу и	2	1
355	на это	1	1
356	если бы	5	1
357	иного типа	1	1
358	не знает	1	1
359	или в	7	1
360	становится его	1	1
361	представляет никакого	1	1
362	этого не	2	1
363	центр тяжести	2	1
364	очень мало	1	1
365	много и	1	1
366	ничего общего	1	1
367	равно как	1	1
368	к одному	1	1
369	и еще	1	1
370	как их	1	1
371	что его	4	1
372	в гости	1	1
373	другой день	1	1
374	но эта	2	1
375	двух и	1	1
376	теперь мы	1	1
377	собой но	1	1
378	во многом	1	1
379	одного из	3	1
380	позволит нам	1	1
381	же как	12	1
382	по существу	2	1
383	сказать что	2	1
384	быть только	1	1
385	в ту	1	1
386	почему и	1	1
387	но для	4	1
388	таких случаев	2	1
389	и начало	1	1
390	затем он	1	1
391	и действительно	6	1
392	мышлении нет	1	1
393	такое же	3	1
394	представление о	22	1
395	процесс его	1	1
396	мы это	1	1
397	совсем исчезает	1	1
398	другую сторону	1	1
399	этого развития	1	1
400	отношению к	2	1
401	одной из	3	1
402	третий день	1	1
403	в своем	3	1
404	она и	2	1
405	по аналогии	1	1
406	уже знаем	1	1
407	на другую	1	1
408	же путем	1	1
409	может оказаться	1	1
410	в связи	6	1
411	где у	1	1
412	работы в	1	1
413	одни и	1	1
414	между ними	2	1
415	мы будем	1	1
416	одном случае	2	1
417	эти три	1	1
418	во всей	1	1
419	цель и	1	1
420	них они	1	1
421	же в	3	1
422	том что	12	1
423	в мире	1	1
424	только частное	1	1
425	на эту	1	1
426	маленькое животное	1	1
427	но не	8	1
428	так в	5	1
429	различным предметам	1	1
430	должны признать	1	1
431	но если	2	1
432	здесь и	2	1
433	конце xix	1	1
434	они не	5	1
435	по себе	2	1
436	он сам	1	1
437	не имеет	4	1
438	их на	3	1
439	и могут	1	1
440	к этому	5	1
441	там где	11	1
442	он ставит	1	1
443	в то	5	1
444	частное значение	1	1
445	то его	2	1
446	и только	1	1
447	функций в	1	1
448	значит что	2	1
449	по своим	1	1
450	мы имели	1	1
451	по его	2	1
452	ли он	2	1
453	теперь только	1	1
454	или нет	1	1
455	нет никаких	1	1
456	но это	10	1
457	для чего	2	1
458	независимо от	1	1
459	когда в	1	1
460	но уже	5	1
461	и для	3	1
462	нас на	1	1
463	природой и	1	1
464	уже начало	1	1
465	при которых	2	1
466	таким же	5	1
467	не что	1	1
468	и это	5	1
469	в дословном	1	1
470	входящих в	1	1
471	того же	3	1
472	нет в	2	1
473	и если	1	1
474	это увидим	1	1
475	только о	1	1
476	должен быть	2	1
477	он с	1	1
478	произошло в	1	1
479	и его	15	1
480	его здесь	1	1
481	вовсе не	6	1
482	целого и	1	1
483	мере в	1	1
484	имеет вид	1	1
485	о том	11	1
486	сих пор	7	1
487	есть не	2	1
488	и вообще	3	1
489	быть поставлен	1	1
490	мы проследим	2	1
491	иное как	1	1
492	или другой	2	1
493	вот пример	1	1
494	человека и	2	1
495	к нему	5	1
496	никогда не	5	1
497	на них	2	1
498	а потом	3	1
