N	2gram	Ircho_Kome	Narrotol
99	одна из	4	8
100	он не	5	8
101	действующих лиц	8	8
102	и он	1	8
103	того чтобы	4	8
104	внимание на	1	8
105	мы имеем	1	8
106	же время	5	8
107	соответствии с	2	8
108	и для	4	8
109	этом отношении	3	8
110	в литературе	2	8
111	у нас	3	8
112	но при	1	8
113	у нее	2	8
114	или иной	1	8
115	мира в	5	8
116	в финале	2	7
117	в принципе	3	7
118	в котором	6	7
119	с другой	7	7
120	едва ли	16	7
121	в ее	2	7
122	на себя	5	7
123	в конце	7	7
124	в чем	3	7
125	в силу	4	7
126	и на	9	7
127	в форме	2	7
128	же в	7	7
129	в свою	2	7
130	это не	2	7
131	вслед за	4	7
132	из наиболее	2	7
133	или в	5	7
134	также и	1	7
135	в ней	2	7
136	одного из	7	7
137	в целом	6	7
138	все что	3	6
139	в результате	5	6
140	например в	1	6
141	между двумя	1	6
142	сказать что	1	6
143	в нашем	2	6
144	на него	4	6
145	имеем дело	1	6
146	о ней	1	6
147	то в	1	6
148	что у	6	6
149	с одной	5	6
150	что и	10	6
151	могло бы	1	6
152	героя и	1	6
153	не могла	2	6
154	однако в	4	6
155	однако и	1	6
156	в состав	2	6
157	таким образом	13	6
158	к его	3	6
159	в известном	2	6
160	то и	3	6
161	из этих	5	6
162	в сознании	4	6
163	ответ на	2	6
164	они не	1	6
165	о нем	1	6
166	как у	1	6
167	не по	5	6
168	одной стороны	5	6
169	на то	3	6
170	вплоть до	1	6
171	особое место	1	5
172	только что	2	5
173	исходя из	1	5
174	дело с	3	5
175	не столько	1	5
176	в своих	2	5
177	и даже	5	5
178	и сам	5	5
179	именно в	5	5
180	мира и	1	5
181	в другом	5	5
182	для того	3	5
183	не всегда	2	5
184	может служить	2	5
185	в одном	10	5
186	себя в	2	5
187	из них	16	5
188	к нему	5	5
189	от его	1	5
190	начала и	1	5
191	бы и	1	5
192	не было	1	5
193	в русской	1	5
194	по поводу	7	5
195	следует признать	2	5
196	и от	2	5
197	с ее	2	5
198	и здесь	6	5
199	что это	5	5
200	подобно тому	1	5
201	если не	1	5
202	их в	1	5
203	и у	3	5
204	с ними	2	5
205	да и	5	5
206	о котором	1	5
207	стало быть	1	5
208	было бы	8	5
209	и уже	2	5
210	мы не	4	5
211	на самом	1	5
212	в какой	2	5
213	тем более	1	5
214	тому как	1	5
215	высказывания в	1	5
216	в начале	7	5
217	еще в	9	5
218	в пределах	1	5
219	не случайно	1	5
220	и о	3	5
221	говорилось выше	1	5
222	место в	7	5
223	как будто	3	5
224	в душе	1	4
225	еще раз	1	4
226	и мира	1	4
227	даже в	3	4
228	не являются	2	4
229	в виду	2	4
230	по себе	2	4
231	в них	7	4
232	в первом	2	4
233	и с	8	4
234	все его	1	4
235	ведет к	1	4
236	не вполне	2	4
237	роль в	2	4
238	когда в	3	4
239	которой он	2	4
240	хотя бы	2	4
241	только на	2	4
242	но они	2	4
243	и когда	1	4
244	который в	2	4
245	к этому	8	4
246	войны и	7	4
247	представить себе	3	4
248	что они	4	4
249	жизни так	2	4
250	на том	1	4
251	несмотря на	5	4
252	к жизни	1	4
253	в третьем	1	4
254	и притом	2	4
255	не о	1	4
256	не говорит	1	4
257	тому что	4	4
258	в себя	3	4
259	в ответ	1	4
260	но зато	1	4
261	по своей	2	4
262	и по	6	4
263	и ее	5	4
264	на ее	2	4
265	для себя	2	4
266	это уже	2	4
267	о которой	1	4
268	нового времени	7	4
269	не на	1	4
270	вместе с	8	4
271	не имеет	1	4
272	в основе	1	4
273	могла бы	2	4
274	в обоих	3	4
275	в поле	4	4
276	мог бы	3	4
277	всяком случае	4	4
278	друг друга	2	4
279	в ходе	1	4
280	ему в	2	4
281	во всяком	4	4
282	раз в	2	4
283	а на	2	4
284	а то	3	4
285	и как	3	4
286	так в	6	4
287	ли не	8	4
288	по своему	5	4
289	это было	5	4
290	не все	2	4
291	в области	3	4
292	человека в	2	4
293	мы узнаем	1	4
294	что касается	5	4
295	не с	1	4
296	как он	2	4
297	как по	2	4
298	к ней	2	4
299	как мы	5	4
300	в театре	1	4
301	что на	4	4
302	не к	2	4
303	с этой	3	3
304	в этих	5	3
305	и опять	4	3
306	каждый из	3	3
307	обращает на	4	3
308	восходит к	4	3
309	не должен	1	3
310	времени в	2	3
311	интриги в	1	3
312	говорить о	3	3
313	за собой	3	3
314	точно так	1	3
315	так же	4	3
316	друг на	1	3
317	ни одного	2	3
318	наряду с	7	3
319	еще одна	1	3
320	в зависимости	1	3
321	все время	2	3
322	что она	3	3
323	что именно	3	3
324	к ее	2	3
325	не происходит	1	3
326	и представляет	1	3
327	и сама	1	3
328	одно из	1	3
329	в следующем	4	3
330	связи с	3	3
331	но он	2	3
332	не знает	1	3
333	в которой	9	3
334	что не	1	3
335	из уст	1	3
336	было ясно	1	3
337	происходит и	1	3
338	в связи	3	3
339	же как	3	3
340	и это	3	3
341	сих пор	3	3
342	а потом	1	3
343	должен был	1	3
344	а с	1	3
345	с матерью	1	3
346	при отсутствии	1	3
347	себя внимание	4	3
348	за ними	1	3
349	и что	2	3
350	можно было	5	3
351	иметь в	1	3
352	как уже	1	3
353	перед лицом	5	3
354	первого и	2	3
355	как известно	4	3
356	первом случае	1	3
357	о его	5	3
358	даже если	3	3
359	в первой	2	3
360	бы быть	1	3
361	а как	1	3
362	здесь мы	3	3
363	или иного	1	3
364	во время	11	3
365	до сих	3	3
366	освободиться от	1	3
367	свою жизнь	1	3
368	интерес к	2	3
369	от их	1	3
370	самим собой	1	3
371	где в	1	3
372	обращается к	1	3
373	в памяти	1	3
374	на стороне	1	3
375	и т	11	3
376	приводит к	1	3
377	бы не	1	3
378	зависимости от	1	3
379	говорить и	1	3
380	еще и	2	3
381	как на	2	3
382	в роли	1	3
383	быть не	1	3
384	и тогда	1	3
385	речь идет	6	3
386	было и	1	3
387	тем же	2	3
388	той же	3	3
389	от которой	2	3
390	одной из	6	3
391	до конца	3	3
392	на этот	5	3
393	но это	2	3
394	и после	3	3
395	жизни но	1	3
396	главного персонажа	1	3
397	хоть и	7	3
398	и вот	4	3
399	от которого	1	3
400	участия в	1	3
401	же не	2	3
402	участие в	4	3
403	все равно	1	3
404	в виде	3	3
405	этого не	1	3
406	этот раз	5	3
407	все эти	1	3
408	со своей	3	3
409	по его	2	3
410	должен быть	1	3
411	особенно в	1	3
412	и потому	1	3
413	того или	1	3
414	а к	2	3
415	а его	1	3
416	его не	1	3
417	во второй	4	3
418	это была	2	3
419	не следует	2	3
420	первые два	1	3
421	идет о	5	3
422	же самое	2	3
423	каждого из	2	3
424	со своими	1	3
425	и самого	3	3
426	и только	1	3
427	если она	1	3
428	является в	1	2
429	случае в	1	2
430	мы и	1	2
431	от имени	1	2
432	еще более	2	2
433	но о	1	2
434	те же	1	2
435	в году	3	2
436	нас в	3	2
437	с той	2	2
438	другой стороны	6	2
439	с собой	2	2
440	из многочисленных	1	2
441	людей и	1	2
442	в настоящем	2	2
443	чтобы в	1	2
444	более или	1	2
445	но все	4	2
446	жизнь в	1	2
447	целый ряд	2	2
448	перекликается с	1	2
449	тем что	5	2
450	разговоре с	1	2
451	герои с	1	2
452	большей или	1	2
453	в это	3	2
454	историю в	1	2
455	на первый	1	2
456	казалось бы	3	2
457	на мой	1	2
458	во внешнем	1	2
459	шире и	1	2
460	из персонажей	2	2
461	было в	1	2
462	и наиболее	1	2
463	в действительности	4	2
464	представления о	2	2
465	из жизни	1	2
466	отрыве от	1	2
467	в этот	1	2
468	больше не	2	2
469	с помощью	1	2
470	а между	1	2
471	превращается в	1	2
472	и внутренней	3	2
473	автора нередко	1	2
474	видно что	1	2
475	и еще	5	2
476	то чтобы	1	2
477	в контексте	1	2
478	вовсе не	3	2
479	именно так	1	2
480	быть в	1	2
481	к которому	4	2
482	же она	2	2
483	тут же	2	2
484	так у	1	2
485	бы в	3	2
486	того же	4	2
487	они могут	1	2
488	чем это	2	2
489	и служит	1	2
490	от ее	1	2
491	намек на	1	2
492	тоской и	1	2
493	принадлежит к	2	2
494	и столь	3	2
495	к их	2	2
496	что иное	1	2
497	к одному	1	2
498	похожи на	2	2
499	не слишком	1	2
500	х гг	1	2
501	время в	1	2
502	по мнению	2	2
503	искать в	3	2
504	этого человека	1	2
505	будто бы	2	2
506	одним из	3	2
507	по аналогии	1	2
508	о смерти	1	2
509	очевидно что	1	2
510	в последние	2	2
511	ясно что	9	2
512	также в	3	2
513	идет по	1	2
514	в двух	6	2
515	точек зрения	2	2
516	в других	3	2
517	во всех	4	2
518	как было	1	2
519	войне и	1	2
520	выступает в	1	2
521	мы можем	6	2
522	лица и	1	2
523	мой взгляд	1	2
524	всю свою	1	2
525	здесь она	1	2
526	за столом	1	2
527	оснований для	1	2
528	так что	6	2
529	этой причине	1	2
530	человека который	1	2
531	на свой	1	2
532	в городе	2	2
533	хотя в	1	2
534	и является	1	2
535	даже не	4	2
536	сомневаться в	3	2
537	состояния и	1	2
538	т п	7	2
539	его как	1	2
540	могут быть	3	2
541	все остальное	1	2
542	с которым	1	2
543	в общем	2	2
544	своего героя	1	2
545	о роли	1	2
546	на рубеже	1	2
547	любви и	1	2
548	в особенности	1	2
549	та же	1	2
550	опирается на	1	2
551	они и	1	2
552	которым можно	1	2
553	если в	3	2
554	в специальном	1	2
555	своих героев	1	2
556	одному из	2	2
557	в сущности	3	2
558	в наиболее	4	2
559	из которых	5	2
560	утверждает что	1	2
561	xix в	1	2
562	для них	2	2
563	что после	3	2
564	один человек	1	2
565	и одновременно	3	2
566	от своего	1	2
567	на столе	1	2
568	у читателя	1	2
569	это время	5	2
570	которые могут	1	2
571	в которых	1	2
572	никто не	3	2
573	свидетельствует об	1	2
574	так называемая	1	2
575	ли он	1	2
576	в каком	1	2
577	не входит	1	2
578	бы с	1	2
579	по своим	1	2
580	более чем	4	2
581	в течение	5	2
582	наконец в	3	2
583	автора и	1	2
584	в город	1	2
585	после смерти	6	2
586	слова и	1	2
587	в отрыве	1	2
588	на основании	7	2
589	над собой	1	2
590	автора в	1	2
591	что же	2	2
592	на две	3	2
593	в данной	1	2
594	нем не	1	2
595	и во	4	2
596	в самую	1	2
597	чувствовала себя	1	2
598	с нею	1	2
599	к миру	1	2
600	он может	1	2
601	говорится в	1	2
602	только потому	2	2
603	из него	1	2
604	прибегает к	1	2
605	судя по	6	2
606	именно к	1	2
607	в любви	2	2
608	в более	4	2
609	после этого	3	2
610	ни с	1	2
611	это был	1	2
612	далеком прошлом	1	2
613	не для	1	2
614	бы на	1	2
615	видя в	1	2
616	все это	7	2
617	со своим	6	2
618	в их	6	2
619	когда же	5	2
620	однако не	2	2
621	и более	2	2
622	персонажа в	1	2
623	или иначе	4	2
624	ряде случаев	1	2
625	это еще	2	2
626	указывает на	2	2
627	в ряде	1	2
628	за которым	1	2
629	к своему	1	2
630	не столь	2	2
631	но уже	1	2
632	для которого	1	2
633	в каждой	1	2
634	или менее	2	2
635	мере в	1	2
636	этих двух	1	2
637	мертвых душ	1	2
638	этих строк	1	2
639	напомнить что	1	2
640	обстоит дело	1	2
641	взывает к	1	2
642	когда он	1	2
643	а по	1	2
644	частности в	2	2
645	говоря о	1	2
646	ему было	1	2
647	на это	3	2
648	отношение к	3	2
649	зрения на	2	2
650	это в	1	2
651	таким же	1	2
652	как для	1	2
653	иное как	1	2
654	ярким примером	1	2
655	во всем	1	1
656	они являются	1	1
657	было показано	1	1
658	не легко	1	1
659	оно все	1	1
660	новый эпизод	1	1
661	троянской войны	1	1
662	с которыми	1	1
663	этих событий	1	1
664	вывод из	1	1
665	как теперь	2	1
666	к этой	1	1
667	за исключением	3	1
668	последняя из	1	1
669	собравшихся в	1	1
670	оказавшись на	1	1
671	любовь к	1	1
672	отношениях к	1	1
673	из всех	2	1
674	и служат	1	1
675	в разных	1	1
676	женщин и	2	1
677	тем как	2	1
678	в дом	1	1
679	человек есть	1	1
680	привести к	1	1
681	сам автор	3	1
682	время не	1	1
683	за всех	1	1
684	двух наиболее	1	1
685	было возможностей	1	1
686	самых общих	1	1
687	его от	1	1
688	для всех	5	1
689	полное забвение	1	1
690	среди других	1	1
691	на сцену	3	1
692	связь с	2	1
693	в ногах	1	1
694	этим объясняется	3	1
695	в духе	3	1
696	он имеет	1	1
697	две другие	1	1
698	на которых	1	1
699	стороне от	1	1
700	поведения и	1	1
701	из двух	2	1
702	ни одна	2	1
703	мы бы	1	1
704	и этот	1	1
705	но вполне	1	1
706	как об	1	1
707	естественно не	2	1
708	последний из	2	1
709	слова с	1	1
710	чем его	1	1
711	или на	2	1
712	представление о	3	1
713	в ноги	1	1
714	вся его	1	1
715	выразить свою	1	1
716	отставной солдат	1	1
717	приходит в	1	1
718	настаивает на	1	1
719	которых уже	1	1
720	после обеда	1	1
721	обоих случаях	3	1
722	на эту	1	1
723	их за	1	1
724	лица в	1	1
725	внимание что	1	1
726	жили в	1	1
727	но у	1	1
728	отличается от	1	1
729	ситуаций и	2	1
730	каких-то людей	1	1
731	поскольку он	1	1
732	из героев	1	1
733	яркий пример	1	1
734	так например	1	1
735	людей с	1	1
736	не имели	1	1
737	обращение к	1	1
738	для исследования	2	1
739	и нет	1	1
740	с этим	5	1
741	сам же	1	1
742	его мать	1	1
743	на рассвете	1	1
744	является их	1	1
745	же автору	1	1
746	действия и	1	1
747	я вижу	1	1
748	здесь достаточно	1	1
749	на этой	1	1
750	сразу же	5	1
751	к одной	1	1
752	и третий	1	1
753	не могли	2	1
754	следовало бы	1	1
755	вопрос о	5	1
756	же времени	1	1
757	по тем	1	1
758	в динамике	1	1
759	человека не	1	1
760	нельзя было	1	1
761	эпизод в	1	1
762	он был	4	1
763	отсюда и	1	1
764	жизни эта	1	1
765	их отношений	1	1
766	действительности как	1	1
767	говорить не	1	1
768	имеет в	2	1
769	образ жизни	1	1
770	за две	1	1
771	миф о	1	1
772	аргументом в	2	1
773	из их	1	1
774	узнаем о	1	1
775	особенно важно	1	1
776	которым в	1	1
777	общения и	1	1
778	в различных	1	1
779	обращаясь к	1	1
780	им от	1	1
781	и была	1	1
782	значительной степени	1	1
783	что речь	1	1
784	и те	1	1
785	не что	1	1
786	всех без	1	1
787	самого начала	2	1
788	указания на	2	1
789	в глаза	1	1
790	второй половины	2	1
791	персонажей которые	1	1
792	в безопасности	1	1
793	столь подробно	1	1
794	самом начале	3	1
795	по которой	1	1
796	ее как	1	1
797	а сам	2	1
798	следующим образом	1	1
799	свидетельствует не	1	1
800	в одной	1	1
801	что все	1	1
802	во всей	1	1
803	его устранения	1	1
804	не умеет	1	1
805	из общенародного	1	1
806	из трех	2	1
807	вернуться к	2	1
808	воли и	1	1
809	речь о	2	1
810	именно с	1	1
811	на три	1	1
812	под именем	3	1
813	человеку и	2	1
814	что даже	1	1
815	каким был	1	1
816	а мы	2	1
817	иначе его	1	1
818	нет никаких	1	1
819	важно что	3	1
820	этом же	2	1
821	имеется довольно	1	1
822	читателю то	1	1
823	гораздо более	2	1
824	ближе к	1	1
825	бы то	4	1
826	чтобы сделать	1	1
827	по адресу	18	1
828	событий а	1	1
829	же ничего	1	1
830	возвращение к	1	1
831	последние десятилетия	3	1
832	сказать и	1	1
833	к человеку	2	1
834	здесь нет	1	1
835	первого из	1	1
836	деревья и	1	1
837	собой в	2	1
838	в состоянии	3	1
839	рамках этой	1	1
840	мы знаем	5	1
841	два фрагмента	2	1
842	если у	2	1
843	своей социальной	1	1
844	только часть	1	1
845	проявляется в	1	1
846	ни было	4	1
847	ситуации а	1	1
848	жизнь он	1	1
849	может похвалиться	1	1
850	далеко за	1	1
851	аналогии с	2	1
852	даже на	1	1
853	в поэтике	1	1
854	наше внимание	1	1
855	по содержанию	5	1
856	в середине	5	1
857	его в	6	1
858	не была	1	1
859	говорит он	1	1
860	ни в	9	1
861	же году	1	1
862	сказал что	1	1
863	следует рассматривать	1	1
864	тех же	4	1
865	собой и	2	1
866	еще при	1	1
867	пример из	1	1
868	или хотя	1	1
869	поражение в	2	1
870	здесь же	1	1
871	в последних	3	1
872	не остается	1	1
873	и по-видимому	1	1
874	как видим	2	1
875	дома в	2	1
876	определенный набор	1	1
877	эти три	1	1
878	встречается в	1	1
879	время как	6	1
880	слово здесь	1	1
881	и она	1	1
882	лет до	1	1
883	большинстве случаев	2	1
884	по ее	1	1
885	в до	4	1
886	герой в	1	1
887	из четырех	2	1
888	этом некоторые	1	1
889	что стало	1	1
890	которая со	1	1
891	служит для	1	1
892	о которых	6	1
893	же касается	1	1
894	что только	1	1
895	а только	1	1
896	числе и	1	1
897	нельзя недооценивать	1	1
898	и отдельные	1	1
899	и своей	1	1
900	всю ее	1	1
901	чтобы понять	1	1
902	с радостью	1	1
903	встреча с	1	1
904	для его	1	1
905	следующем году	1	1
906	для развития	1	1
907	как следует	1	1
908	не означает	2	1
909	на этом	3	1
910	у предшественников	2	1
911	в исторической	1	1
912	ли это	2	1
913	и фигура	1	1
914	был назван	1	1
915	до нас	9	1
916	нередко в	2	1
917	мы уже	1	1
918	зрения в	1	1
919	то ни	4	1
920	от конца	1	1
921	совсем не	2	1
922	эти слова	1	1
923	не один	2	1
924	лиц не	1	1
925	остается на	1	1
926	три группы	1	1
927	в развитии	2	1
928	оказывается в	1	1
929	из мира	1	1
930	реакции на	2	1
931	действительного или	1	1
932	что эта	1	1
933	и та	1	1
934	в тех	5	1
935	время когда	2	1
936	и тот	1	1
937	о собственной	1	1
938	за пределы	2	1
939	никаких оснований	1	1
940	героя однако	1	1
941	только внешне	1	1
942	не представляется	1	1
943	этом смысле	2	1
944	выступают не	1	1
945	одну из	2	1
946	отношения с	2	1
947	над ним	1	1
948	говорили что	1	1
949	как один	1	1
950	должны были	9	1
951	в самой	2	1
952	значение и	1	1
953	в хоровой	1	1
954	занимает в	1	1
955	или меньшей	1	1
956	к первому	1	1
957	следует не	1	1
958	это вовсе	1	1
959	что для	1	1
960	пять или	1	1
961	бы его	1	1
962	и каждый	1	1
963	из поля	1	1
964	их к	3	1
965	и какой	1	1
966	которое мы	1	1
967	них не	1	1
968	теми же	1	1
969	всю жизнь	1	1
970	если они	3	1
971	повседневной жизни	1	1
972	из этого	2	1
973	бы ни	1	1
974	его к	1	1
975	там где	1	1
976	претендует на	1	1
977	за все	1	1
978	его времени	1	1
979	было сделано	2	1
980	так или	4	1
981	иначе не	1	1
982	чтобы не	1	1
983	самую суть	1	1
984	означает что	2	1
985	в один	2	1
986	делах и	1	1
987	и особенно	7	1
988	если это	2	1
989	понять что	1	1
990	мы видели	2	1
991	при жизни	2	1
992	поля зрения	1	1
993	случая и	2	1
994	главный герой	1	1
995	за ее	1	1
996	в последующих	1	1
997	то время	8	1
998	средств в	2	1
999	этому времени	3	1
1000	на чем	2	1
1001	за ним	2	1
1002	в последнем	1	1
1003	по форме	1	1
1004	средствами но	1	1
1005	них в	1	1
1006	жизнь была	1	1
1007	могилу в	1	1
1008	представляется возможным	1	1
1009	с и	5	1
1010	место среди	2	1
1011	которых мы	2	1
1012	с такой	2	1
1013	и детей	1	1
1014	как анекдот	1	1
1015	городской площади	1	1
1016	уже знаем	1	1
1017	с тем	5	1
1018	сам по	1	1
1019	его собственным	1	1
1020	не приходится	1	1
1021	в другой	1	1
1022	нашего времени	1	1
1023	времени когда	1	1
1024	из того	2	1
1025	не обходится	2	1
1026	в отношении	6	1
1027	и создает	1	1
1028	и вполне	1	1
1029	не могут	1	1
1030	в я	1	1
1031	из сказанного	1	1
1032	история с	1	1
1033	xviii в	1	1
1034	этой точки	1	1
1035	не более	2	1
1036	наиболее известных	1	1
1037	человека его	1	1
1038	наряду со	1	1
1039	не знающего	1	1
1040	так называемый	1	1
1041	в большинстве	2	1
1042	содержание и	1	1
1043	если говорить	1	1
1044	границу между	1	1
1045	с женой	1	1
1046	не делает	1	1
1047	отношения к	1	1
1048	к которым	1	1
1049	евгения онегина	1	1
1050	что могло	1	1
1051	и они	1	1
1052	для каждого	1	1
1053	поскольку в	1	1
1054	после первого	1	1
1055	однако чтобы	1	1
1056	отражение в	1	1
1057	для жанра	1	1
1058	опоры на	1	1
1059	сравнению с	1	1
1060	именно поэтому	1	1
1061	в родном	1	1
1062	при всех	1	1
1063	от всей	1	1
1064	друг от	2	1
1065	слова о	2	1
1066	и актуальная	1	1
1067	жизненную позицию	1	1
1068	к той	1	1
1069	без которых	1	1
1070	в разработке	1	1
1071	того на	1	1
1072	замены или	1	1
1073	в новое	2	1
1074	бросается в	1	1
1075	совершенно не	1	1
1076	чем же	2	1
1077	призывают к	1	1
1078	не видеть	1	1
1079	своему усмотрению	1	1
1080	вытекает из	1	1
1081	положительным героем	1	1
1082	нуждаясь в	1	1
1083	что ей	1	1
1084	в греческой	2	1
1085	их самих	1	1
1086	ни у	1	1
1087	лица персонажа	1	1
1088	совпадает с	1	1
1089	десять лет	1	1
1090	и достаточно	1	1
1091	в значительной	1	1
1092	показательно что	4	1
1093	положение дел	1	1
1094	относится к	2	1
1095	не раз	3	1
1096	на основе	1	1
1097	по сравнению	1	1
1098	это только	1	1
1099	поле зрения	2	1
1100	у современного	1	1
1101	из его	6	1
1102	и теперь	3	1
1103	именно на	2	1
1104	отношении к	1	1
1105	впрочем и	2	1
1106	от других	1	1
1107	творчества от	1	1
1108	о персонаже	1	1
1109	одна и	1	1
1110	чем не	1	1
1111	птиц в	1	1
1112	тому и	1	1
1113	под которым	1	1
1114	как свой	1	1
1115	был прав	1	1
1116	социальной позиции	2	1
1117	служит не	1	1
1118	о способах	1	1
1119	между людьми	2	1
1120	людей так	1	1
1121	с текстом	1	1
1122	заметить что	1	1
1123	нет и	2	1
1124	в споре	2	1
1125	в делах	1	1
1126	как человека	2	1
1127	событий в	2	1
1128	об известной	1	1
1129	в состояние	1	1
1130	произведения и	1	1
1131	в образе	4	1
1132	не знаем	1	1
1133	то она	1	1
1134	в существовании	1	1
1135	автором в	1	1
1136	этого слова	1	1
1137	говоря не	1	1
1138	со словом	1	1
1139	здесь и	2	1
1140	т д	4	1
1141	главным образом	4	1
1142	у них	1	1
1143	в м	1	1
1144	тот же	5	1
1145	другого и	1	1
1146	протяжении всего	3	1
1147	действующего лица	2	1
1148	не ведая	1	1
1149	имеет собственное	1	1
1150	человеческую жизнь	1	1
1151	с первоначальным	1	1
1152	к началу	1	1
1153	году не	1	1
1154	что автор	1	1
1155	об их	1	1
1156	вместе со	1	1
1157	тогда в	1	1
1158	имя которого	1	1
1159	общественная активность	1	1
1160	которым он	1	1
1161	из дома	1	1
1162	так как	6	1
1163	ему что	1	1
1164	стояла в	1	1
1165	мир в	1	1
1166	любой из	1	1
1167	своему происхождению	2	1
1168	которому не	1	1
1169	он выступает	2	1
1170	того как	3	1
1171	за которую	1	1
1172	местам и	1	1
1173	том числе	4	1
1174	уже в	9	1
1175	ли ты	1	1
1176	словам а	1	1
1177	предположение что	1	1
1178	нам не	1	1
1179	упускать из	1	1
1180	на что	1	1
1181	почти полное	1	1
1182	же мере	1	1
1183	естественно что	1	1
1184	которые все	1	1
1185	в жизнь	2	1
1186	от времени	1	1
1187	что теперь	1	1
1188	ее в	2	1
1189	где он	2	1
1190	видеть в	2	1
1191	в полном	2	1
1192	с их	4	1
1193	в использовании	1	1
1194	различия между	1	1
1195	не принимает	1	1
1196	причиной его	1	1
1197	мнения и	1	1
1198	хотя как	1	1
1199	легко представить	1	1
1200	течение всей	1	1
1201	на небо	1	1
1202	что ни	1	1
1203	от друга	2	1
1204	сюжетную схему	1	1
1205	что к	2	1
1206	за этим	1	1
1207	лиц сюжетной	1	1
1208	и собственного	1	1
1209	этом что	2	1
1210	укрепления и	1	1
1211	только два	2	1
1212	очень много	1	1
1213	более что	1	1
1214	в стороне	1	1
1215	мира а	1	1
1216	и без	3	1
1217	лишний раз	1	1
1218	случаях когда	1	1
1219	по смыслу	1	1
1220	есть мера	1	1
1221	а их	2	1
1222	является не	2	1
1223	на душе	1	1
1224	при таком	1	1
1225	и я	2	1
1226	из дому	1	1
1227	не всем	1	1
1228	по условиям	1	1
1229	сюжетной ситуации	1	1
1230	жизни между	1	1
1231	на его	5	1
1232	сомнение в	1	1
1233	как результат	1	1
1234	человеческого мышления	1	1
1235	в ситуацию	1	1
1236	выражение и	1	1
1237	ему не	1	1
1238	жизнь и	2	1
1239	близок в	1	1
1240	в юности	1	1
1241	которая как	1	1
1242	не говоря	4	1
1243	за всю	1	1
1244	и тех	1	1
1245	предположить что	1	1
1246	текст а	1	1
1247	обычно в	1	1
1248	том случае	1	1
1249	тут и	1	1
1250	с самого	3	1
1251	выше и	1	1
1252	оно в	1	1
1253	его произведениях	1	1
1254	таково например	1	1
1255	случае если	1	1
1256	бы от	1	1
1257	в самых	1	1
1258	так называемой	3	1
1259	любовная история	1	1
1260	материал для	2	1
1261	а из	2	1
1262	уже только	1	1
1263	в столь	1	1
1264	однако ни	1	1
1265	в противоположность	2	1
1266	вопрос как	1	1
1267	отделен от	1	1
1268	в судьбе	1	1
1269	в искусстве	1	1
1270	не исключено	1	1
1271	а сколько	1	1
1272	и их	3	1
1273	всего его	1	1
1274	закономерным следствием	1	1
1275	конечно в	1	1
1276	хотя она	1	1
1277	с кем	1	1
1278	как жанра	2	1
1279	скорее наоборот	1	1
1280	иначе в	2	1
1281	в книге	1	1
1282	определена как	1	1
1283	по всей	1	1
1284	на уровне	1	1
1285	организации текста	1	1
1286	в могилу	1	1
1287	может показаться	1	1
1288	же можно	1	1
1289	в голову	1	1
1290	в неожиданном	1	1
1291	свидетельствуют о	1	1
1292	все еще	1	1
1293	в период	5	1
1294	и относительно	1	1
1295	нуждается в	2	1
1296	вот этот	1	1
1297	для характеристики	3	1
1298	творчества это	1	1
1299	чисто внешней	1	1
1300	тогда было	1	1
1301	в разговоре	1	1
1302	надо было	3	1
1303	может и	1	1
1304	не удалось	5	1
1305	место из	1	1
