N	2gram	Vygotskiy_	VLabPisa
434	который в	1	2
435	если они	1	2
436	и дальше	3	2
437	этом процессе	1	2
438	он сам	1	2
439	в области	2	2
440	и значит	1	2
441	что даже	3	2
442	искусство как	5	2
443	показывает что	3	2
444	только с	3	2
445	у них	1	2
446	к этим	2	2
447	конце концов	6	2
448	и для	13	2
449	но для	1	2
450	только о	2	2
451	то о	2	2
452	крайней мере	1	2
453	целого ряда	1	2
454	но в	7	2
455	толстой в	1	2
456	чуть ли	1	2
457	персонажей и	1	2
458	искусства не	5	2
459	вплоть до	1	2
460	что так	1	2
461	в той	3	1
462	как молния	1	1
463	жизнь его	1	1
464	с которой	2	1
465	верно замечает	1	1
466	были бы	3	1
467	такова природа	1	1
468	это на	2	1
469	вполне согласуется	1	1
470	значит ли	1	1
471	той деятельности	1	1
472	то в	1	1
473	вот эта	2	1
474	события и	1	1
475	что один	1	1
476	от него	5	1
477	к действительности	1	1
478	и другие	3	1
479	авторы например	1	1
480	этом случае	2	1
481	с которого	1	1
482	которые для	1	1
483	является в	2	1
484	и составляет	4	1
485	смерть и	1	1
486	могут иметь	1	1
487	и то	12	1
488	ответ на	5	1
489	а потому	1	1
490	форм и	1	1
491	ее и	1	1
492	или наоборот	3	1
493	образом и	3	1
494	взгляд на	2	1
495	ни в	5	1
496	конкретной форме	2	1
497	мы видим	13	1
498	что если	9	1
499	связано с	1	1
500	и мы	28	1
501	мы и	2	1
502	те или	1	1
503	фабулы и	3	1
504	ассоциации представлений	1	1
505	на протяжении	2	1
506	гораздо сложнее	1	1
507	его мнению	4	1
508	смотреть на	3	1
509	ней не	1	1
510	толстого и	1	1
511	данном случае	4	1
512	процесса с	1	1
513	по тому	1	1
514	то есть	16	1
515	и свою	1	1
516	статье о	1	1
517	роль и	2	1
518	которые не	2	1
519	в поэзии	5	1
520	сущность и	1	1
521	к этой	2	1
522	переходит в	1	1
523	время и	1	1
524	почти не	2	1
525	следует ли	1	1
526	его частей	1	1
527	он только	3	1
528	мы не	8	1
529	что стихотворение	1	1
530	его письмо	1	1
531	совершенно очевидно	6	1
532	противоречия и	1	1
533	как один	1	1
534	в состоянии	3	1
535	с этой	5	1
536	или по	1	1
537	дело с	5	1
538	нет места	1	1
539	еще более	2	1
540	в применении	1	1
541	материала и	6	1
542	несмотря на	5	1
543	из того	4	1
544	фантазии он	1	1
545	и дает	3	1
546	быть отнесены	1	1
547	не для	4	1
548	оказывается не	1	1
549	под ним	1	1
550	проявляется в	1	1
551	которых он	3	1
552	к истине	1	1
553	этом заключается	1	1
554	или с	2	1
555	реальной жизни	1	1
556	что трагедия	8	1
557	он придает	1	1
558	это значит	2	1
559	которому трудно	1	1
560	конечный пункт	1	1
561	аппарат для	1	1
562	с ним	4	1
563	где же	1	1
564	романа в	1	1
565	по выражению	1	1
566	кроме того	1	1
567	не являются	1	1
568	простого и	1	1
569	на многие	1	1
570	сам по	4	1
571	тон и	1	1
572	полагаем что	1	1
573	по фрейду	1	1
574	можно на	3	1
575	душевных сил	2	1
576	те черты	2	1
577	о нем	3	1
578	с достаточной	2	1
579	является конструктивное	1	1
580	не как	3	1
581	форму в	1	1
582	воплощенной в	1	1
583	мы в	3	1
584	для нас	9	1
585	посмотрим насколько	1	1
586	в формы	1	1
587	так будто	1	1
588	и всегда	1	1
589	и точно	1	1
590	подчеркивает в	1	1
591	наконец у	1	1
592	и характера	1	1
593	данные в	1	1
594	он совершенно	1	1
595	сходятся в	1	1
596	расценивал как	1	1
597	но что	3	1
598	свое разрешение	2	1
599	в деле	1	1
600	образов их	1	1
601	не приводят	1	1
602	чем он	1	1
603	дальше он	2	1
604	нет никакого	2	1
605	и создает	1	1
606	бы при	1	1
607	шекспир как	1	1
608	в этих	3	1
609	в русском	1	1
610	быть сведены	1	1
611	и смысл	3	1
612	и эти	3	1
613	в виде	3	1
614	фабулы в	1	1
615	же явление	1	1
616	говорит он	2	1
617	не завершается	1	1
618	одну и	2	1
619	как же	1	1
620	правильного понимания	1	1
621	что чем	1	1
622	этого процесса	1	1
623	и высшие	1	1
624	сами по	2	1
625	если не	2	1
626	не выражается	1	1
627	материал для	2	1
628	к искусству	6	1
629	все то	6	1
630	закону который	1	1
631	но он	6	1
632	самом деле	17	1
633	в несколько	1	1
634	является таким	1	1
635	но все	5	1
636	относится например	1	1
637	еще раз	2	1
638	в живописи	2	1
639	и вдруг	1	1
640	был только	1	1
641	без остатка	1	1
642	мысль то	1	1
643	один полюс	1	1
644	многие годы	1	1
645	а также	1	1
646	не обязательно	1	1
647	смысла и	1	1
648	сказал что	2	1
649	самые разнообразные	1	1
650	что будет	1	1
651	наконец в-третьих	1	1
652	таково в	1	1
653	это положение	1	1
654	его теории	1	1
655	пишет для	1	1
656	проблем и	1	1
657	мы говорим	1	1
658	и которая	1	1
659	и все	15	1
660	все художественное	1	1
661	акты и	1	1
662	прямо противоположные	1	1
663	эти образы	1	1
664	сам собой	1	1
665	учения о	3	1
666	актер не	1	1
667	целый ряд	5	1
668	с теми	3	1
669	тем что	8	1
670	если это	4	1
671	произведения так	1	1
672	в музыке	2	1
673	чрезвычайно важно	1	1
674	же самый	1	1
675	то время	4	1
676	в таком	4	1
677	если он	2	1
678	очень много	1	1
679	в сферу	2	1
680	том или	1	1
681	решение этой	1	1
682	является выражением	1	1
683	сама по	3	1
684	между этими	1	1
685	в последних	2	1
686	к их	1	1
687	можно назвать	1	1
688	места и	2	1
689	в стороне	2	1
690	для своей	1	1
691	евгения онегина	1	1
692	хотим сказать	1	1
693	бы быть	1	1
694	встречаемся с	1	1
695	из тех	1	1
696	что перед	1	1
697	и без	1	1
698	к таким	3	1
699	в какой	5	1
700	же оно	1	1
701	порядка а	1	1
702	необходимо для	1	1
703	нас к	1	1
704	чтобы ответить	1	1
705	как не	1	1
706	процесс мы	1	1
707	время как	5	1
708	художнику и	1	1
709	сад и	1	1
710	она представляется	1	1
711	что по	3	1
712	или даже	1	1
713	душевное состояние	1	1
714	это время	1	1
715	от начала	1	1
716	мнение что	2	1
717	одновременно и	1	1
718	только начинается	1	1
719	и так	4	1
720	состоит из	1	1
721	однако чтобы	1	1
722	произведение с	1	1
723	на эту	1	1
724	сил в	4	1
725	при таком	4	1
726	и сводятся	1	1
727	как в	4	1
728	образом для	2	1
729	этим самым	1	1
730	а иногда	1	1
731	что ее	1	1
732	на одном	5	1
733	мы только	3	1
734	по своему	1	1
735	себя и	3	1
736	не имеет	2	1
737	является для	1	1
738	над вещью	1	1
739	от обычного	1	1
740	обе эти	2	1
741	зрения и	1	1
742	остается только	1	1
743	качественное различие	1	1
744	между собой	2	1
745	как неожиданная	1	1
746	почти все	3	1
747	этого материала	2	1
748	в свете	1	1
749	о котором	9	1
750	сравнению с	4	1
751	которое не	2	1
752	страсти и	1	1
753	том смысле	1	1
754	это было	4	1
755	лежит в	1	1
756	есть то	2	1
757	он вполне	1	1
758	сознания потому	1	1
759	речь идет	1	1
760	в известном	2	1
761	в плоскости	1	1
762	в следующей	1	1
763	знает что	2	1
764	и это	13	1
765	его значение	2	1
766	в каждой	3	1
767	а только	1	1
768	в каком	7	1
769	к числу	1	1
770	толстой говорил	1	1
771	этих элементов	1	1
772	ничего общего	1	1
773	и из	3	1
774	что тот	2	1
775	что их	2	1
776	и охотно	1	1
777	на другом	1	1
778	в которые	1	1
779	героя и	9	1
780	мысли в	1	1
781	совершенно точно	2	1
782	не все	3	1
783	чувства которые	3	1
784	казалось бы	11	1
785	обыденной жизни	1	1
786	природы с	1	1
787	это явление	1	1
788	что часто	1	1
789	для правильного	1	1
790	области искусства	3	1
791	той или	2	1
792	чтобы понять	3	1
793	эти же	1	1
794	или ином	1	1
795	басни и	2	1
796	и значения	1	1
797	жизнь и	2	1
798	что искусство	11	1
799	и отсюда	3	1
800	что эти	4	1
801	вишневом саду	1	1
802	но этим	1	1
803	исследований и	2	1
804	нет ничего	1	1
805	свою душу	1	1
806	поскольку она	1	1
807	из действующих	1	1
808	под именем	1	1
809	именно эту	1	1
810	развиваются как	1	1
811	отцов и	1	1
812	не заключается	1	1
813	ни к	1	1
814	его и	2	1
815	совершенно не	11	1
816	признать что	4	1
817	что свои	1	1
818	том случае	1	1
819	исходя из	7	1
820	разница в	1	1
821	как правильно	1	1
822	человека так	1	1
823	ответить на	1	1
824	черты которые	2	1
825	эти тенденции	1	1
826	в прозе	2	1
827	это с	1	1
828	эмоциональный тон	3	1
829	на этой	1	1
830	находит свое	2	1
831	а с	7	1
832	в данном	4	1
833	все основания	1	1
834	когда автор	1	1
835	первой части	1	1
836	от других	1	1
837	в основе	9	1
838	художник в	1	1
839	силы и	1	1
840	тут и	1	1
841	вытекает из	2	1
842	вытекают из	1	1
843	тем более	1	1
844	уже из	1	1
845	бы с	1	1
846	оно в	2	1
847	что этот	3	1
848	прав когда	9	1
849	вопрос о	6	1
850	художественной литературы	1	1
851	и зрителей	1	1
852	видим что	5	1
853	образов которые	1	1
854	не нашли	1	1
855	применении к	1	1
856	которой он	1	1
857	но ведь	2	1
858	критики но	1	1
859	искусства для	1	1
860	в нечто	1	1
861	в лучшем	3	1
862	он был	3	1
863	это как	2	1
864	этому закону	1	1
865	собой в	2	1
866	что сущность	1	1
867	его содержания	1	1
868	конечно не	3	1
869	и толстой	1	1
870	точно говорит	1	1
871	как шутил	1	1
872	техника не	1	1
873	что самое	6	1
874	не говоря	1	1
875	нам в	1	1
876	в нескольких	1	1
877	уже в	7	1
878	не дает	2	1
879	почти исключительно	1	1
880	в умении	1	1
881	так до	1	1
882	по сравнению	4	1
883	видов искусства	1	1
884	этой художественной	1	1
885	здесь можно	1	1
886	согласуется с	2	1
887	нельзя не	1	1
888	самое существенное	1	1
889	в теории	2	1
890	в понятие	1	1
891	лицо в	1	1
892	в борьбу	1	1
893	явление очень	1	1
894	указывает что	7	1
895	друг друга	1	1
896	потому что	48	1
897	заключается специфическое	1	1
898	в свою	3	1
899	и тем	6	1
900	слова и	2	1
901	кажется что	2	1
902	самой сложной	1	1
903	поводу но	1	1
904	быть и	2	1
905	от всех	1	1
906	первого акта	1	1
907	и поэтому	4	1
908	в него	5	1
909	однако эта	2	1
910	в характере	1	1
911	образы фантазии	1	1
912	целым рядом	2	1
913	эта мысль	1	1
914	не могло	2	1
915	но она	3	1
916	значение для	2	1
917	со стороны	3	1
918	причин и	1	1
919	только на	4	1
920	если же	3	1
921	читателя зрителя	1	1
922	приводит в	1	1
923	или иные	1	1
924	содержания и	4	1
925	что эта	8	1
926	возможно более	1	1
927	для этого	12	1
928	одно и	3	1
929	может служить	1	1
930	на его	4	1
931	и ему	1	1
932	и если	13	1
933	и та	5	1
934	хотя в	1	1
935	все те	3	1
936	процессе творчества	1	1
937	пор не	1	1
938	и что	45	1
939	об изоляции	1	1
940	в каком-то	2	1
941	в действие	2	1
942	один раз	2	1
943	в количестве	1	1
944	как если	1	1
945	сознание как	1	1
946	эмоции и	5	1
947	за пределы	1	1
948	к анализу	1	1
949	акте и	1	1
950	а между	1	1
951	но только	3	1
952	этого факта	1	1
953	влечения и	1	1
954	заключает в	7	1
955	говорит что	13	1
956	в начале	1	1
957	говоря о	1	1
958	мы хотим	4	1
959	еще в	2	1
960	это то	1	1
961	борьбу и	2	1
962	и закон	1	1
963	бы уже	1	1
964	ним не	1	1
965	существует ли	1	1
966	осознания своего	1	1
967	установить между	1	1
968	часто в	1	1
969	действие формы	1	1
970	то как	1	1
971	в истории	1	1
972	повестей белкина	1	1
973	и фабулы	2	1
974	романа и	2	1
975	и психологии	1	1
976	борьбы и	1	1
977	это имеет	2	1
978	этом смысле	4	1
979	то или	1	1
980	что до	1	1
981	верно и	3	1
982	самого начала	5	1
983	каждый из	2	1
984	и речи	1	1
985	бы совершенно	1	1
986	свою очередь	1	1
987	и наоборот	2	1
988	воображении и	1	1
989	обычное утверждение	1	1
990	или иное	1	1
991	было указано	1	1
992	не представляет	1	1
993	какой мере	1	1
994	уже указывалось	1	1
995	и музыке	1	1
996	в глаза	2	1
997	вот этот	1	1
998	связанной с	1	1
999	бесконечное число	1	1
1000	его точки	1	1
1001	личности и	1	1
1002	значение и	2	1
1003	и той	4	1
1004	проблемы в	1	1
1005	дело и	3	1
1006	имеем в	1	1
1007	искусства которая	1	1
1008	ни одной	2	1
1009	несколько сцен	1	1
1010	толстой но	1	1
1011	приблизительно в	1	1
1012	но ни	1	1
1013	сейчас же	16	1
1014	так то	1	1
1015	существу в	1	1
1016	исключительно в	1	1
1017	признается что	1	1
1018	отношение к	1	1
1019	и очевидно	1	1
1020	утверждал что	1	1
1021	как мы	6	1
1022	со своими	1	1
1023	же не	2	1
1024	к ней	3	1
1025	но по	1	1
1026	видим в	2	1
1027	что всякий	2	1
1028	только материал	1	1
1029	общего с	1	1
1030	частью в	1	1
1031	в понимании	2	1
1032	одном полюсе	3	1
1033	но вместе	1	1
1034	что во	1	1
1035	автор не	1	1
1036	по которой	1	1
1037	и борьба	1	1
1038	в систему	1	1
1039	для такого	1	1
1040	бы его	3	1
1041	этого сравнения	1	1
1042	заметить что	1	1
1043	к ее	1	1
1044	и во	2	1
1045	от которой	1	1
1046	в последовательном	1	1
1047	что есть	3	1
1048	в театре	1	1
1049	мы бы	1	1
1050	эстетики но	1	1
1051	и изучение	1	1
1052	бы он	1	1
1053	и пытается	2	1
1054	исключительно к	1	1
1055	приводят к	1	1
1056	благодаря этому	1	1
1057	обратимся к	1	1
1058	больше того	3	1
1059	психологии в	1	1
1060	быть в	1	1
1061	что может	2	1
1062	совершенно противоположном	3	1
1063	нужно признать	1	1
1064	находится в	2	1
1065	уже не	1	1
1066	за его	1	1
1067	имеем дело	1	1
1068	не заметить	1	1
1069	стоит только	7	1
1070	эту мысль	2	1
1071	слова в	1	1
1072	роль играет	1	1
1073	уже о	1	1
1074	или иного	1	1
1075	действительно необходимо	1	1
1076	на этот	7	1
1077	не имели	1	1
1078	вообще вне	1	1
1079	этого противоречия	1	1
1080	и отчетливее	1	1
1081	происходит в	1	1
1082	и других	2	1
1083	свести к	1	1
1084	согласиться с	2	1
1085	словесного материала	1	1
1086	деле в	1	1
1087	сам толстой	3	1
1088	как будто	7	1
1089	искусства в	7	1
1090	их вызывает	1	1
1091	искусства это	1	1
1092	здесь не	1	1
1093	когда говорит	14	1
1094	оно может	2	1
1095	их на	1	1
1096	только эти	1	1
1097	силу того	1	1
1098	которой являются	1	1
1099	его роль	1	1
1100	и следует	1	1
1101	трудно не	1	1
1102	чувства в	3	1
1103	это в	5	1
1104	и насколько	4	1
1105	литературное произведение	1	1
1106	зрителя слушателя	1	1
1107	является только	1	1
1108	месте в	1	1
1109	и чувства	2	1
1110	в ту	2	1
1111	решающую роль	1	1
1112	связаны с	2	1
1113	но это	2	1
1114	самого автора	1	1
1115	вопрос гораздо	1	1
1116	имели бы	1	1
1117	к каким	1	1
1118	с ее	1	1
1119	и оригинальность	1	1
1120	из него	1	1
1121	и искусство	2	1
1122	материала из	1	1
1123	переживания которые	1	1
1124	говорит так	1	1
1125	во времени	2	1
1126	к полному	1	1
1127	именно это	5	1
1128	строго говоря	2	1
1129	которой мы	1	1
1130	в самой	1	1
1131	не был	1	1
1132	ними в	1	1
1133	если только	4	1
1134	основное и	1	1
1135	каждого из	1	1
1136	стороны он	4	1
1137	и ни	4	1
1138	он должен	8	1
1139	не верно	1	1
1140	деятельности является	1	1
1141	с реальным	1	1
1142	сомнения в	1	1
1143	тому же	4	1
1144	что на	6	1
1145	дает возможность	1	1
1146	в заключение	1	1
1147	формы как	1	1
1148	чувств в	1	1
1149	что должно	2	1
1150	не к	1	1
1151	и самый	2	1
1152	с целью	1	1
1153	ни одним	1	1
1154	с принципом	1	1
