N	2gram	Medvedev_V	Tvorches
248	при помощи	3	4
249	в творческой	4	4
250	своей личности	1	4
251	того что	3	4
252	чуть ли	2	4
253	зависит от	2	4
254	же не	1	4
255	он же	6	4
256	было в	2	4
257	личности в	1	4
258	творческий процесс	17	4
259	он говорит	5	4
260	апреля года	2	4
261	но он	1	4
262	в частности	12	4
263	еще в	1	4
264	далеко не	3	4
265	действительной жизни	3	4
266	в плане	5	4
267	и наконец	2	4
268	что на	1	4
269	и к	3	3
270	от него	1	3
271	только что	4	3
272	декабря года	1	3
273	кроме того	1	3
274	октября года	1	3
275	в комнату	3	3
276	о свободе	1	3
277	в виду	4	3
278	другой стороны	8	3
279	но что	1	3
280	по себе	2	3
281	это определение	1	3
282	мысль о	2	3
283	в жизни	2	3
284	только для	2	3
285	отличается от	2	3
286	так например	2	3
287	к тому	5	3
288	во всяком	2	3
289	можно сказать	4	3
290	в свете	1	3
291	вот почему	5	3
292	может служить	1	3
293	в одном	5	3
294	и еще	1	3
295	сказать что	5	3
296	и вдруг	1	3
297	то в	1	3
298	на протяжении	1	3
299	собой в	1	3
300	мы знаем	3	3
301	несмотря на	1	3
302	ранних стадиях	1	3
303	тому же	1	3
304	для того	3	3
305	на себя	1	3
306	воздействие на	1	3
307	действительности и	7	3
308	и мир	3	3
309	на этом	2	3
310	говорил о	1	3
311	в философии	4	3
312	всяком случае	2	3
313	идей и	3	3
314	и тем	1	3
315	должны быть	2	3
316	и что	1	3
317	даже не	2	3
318	что для	4	3
319	и др	10	3
320	и особенно	1	3
321	в искусстве	6	3
322	в статье	4	3
323	вплоть до	2	3
324	образом и	1	3
325	этой проблемы	3	3
326	если в	2	3
327	переходит в	1	3
328	я бы	2	3
329	ее и	1	3
330	сводится к	3	3
331	во имя	1	3
332	а г	2	3
333	заключается в	2	3
334	развития в	1	3
335	в процессе	17	3
336	евгения онегина	1	3
337	вряд ли	1	3
338	может не	2	3
339	да и	2	3
340	о котором	1	3
341	со стороны	1	3
342	в стихах	2	3
343	не является	5	3
344	гоголя в	1	3
345	и если	1	3
346	самого автора	1	3
347	в образах	2	3
348	идеи в	2	3
349	сами по	1	3
350	нет и	3	3
351	как мы	1	3
352	на этот	1	3
353	только с	2	3
354	друг друга	1	3
355	во времени	1	3
356	жизни не	1	3
357	но на	1	3
358	что оно	3	3
359	нет ни	2	3
360	свидетельствует о	1	3
361	он и	2	3
362	ее в	4	3
363	у нас	3	3
364	таком случае	1	3
365	в русском	1	3
366	или в	3	3
367	идеи и	6	3
368	не все	1	3
369	тут и	1	3
370	не по	2	3
371	нельзя не	1	3
372	в ней	2	3
373	по этому	10	3
374	из этих	7	3
375	в него	1	3
376	а по	1	3
377	и их	3	3
378	не с	2	3
379	с ее	1	3
380	в начале	1	3
381	в другом	2	3
382	лишь в	2	3
383	отношение к	1	3
384	к ней	1	3
385	в ходе	1	3
386	бы он	1	3
387	жизни и	3	3
388	а н	3	3
389	в области	2	3
390	это в	1	3
391	мы наблюдаем	2	2
392	является в	1	2
393	еще раз	1	2
394	на эти	2	2
395	же и	3	2
396	познания и	4	2
397	и имеет	1	2
398	он всегда	1	2
399	по выражению	1	2
400	думается что	6	2
401	вспомним хотя	1	2
402	представлений о	1	2
403	в результате	5	2
404	раскрывается в	1	2
405	по мере	1	2
406	как было	1	2
407	вслед за	3	2
408	вот что	12	2
409	жизнь в	1	2
410	проблемы в	1	2
411	его произведений	2	2
412	шел в	3	2
413	романом в	1	2
414	с тем	4	2
415	одном из	4	2
416	начинается с	2	2
417	только через	1	2
418	приходит в	1	2
419	их в	7	2
420	одновременно и	1	2
421	в художественном	10	2
422	весь роман	1	2
423	от декабря	1	2
424	своем творчестве	3	2
425	для их	1	2
426	свободе воли	1	2
427	художественное произведение	7	2
428	связано с	1	2
429	не прав	2	2
430	в данном	1	2
431	то это	2	2
432	очень точно	1	2
433	которой он	1	2
434	он был	1	2
435	духовной жизни	1	2
436	входит в	1	2
437	но даже	3	2
438	это его	1	2
439	из себя	2	2
440	а между	1	2
441	самого себя	2	2
442	свою очередь	1	2
443	в глаза	1	2
444	но ни	1	2
445	пока еще	2	2
446	как на	3	2
447	году и	1	2
448	по поводу	4	2
449	уже по	2	2
450	о чем	2	2
451	не спит	1	2
452	грань между	1	2
453	этом плане	1	2
454	жизнь и	1	2
455	во всех	7	2
456	не противоречит	1	2
457	мышления и	1	2
458	известной статье	1	2
459	с одной	2	2
460	внимание на	2	2
461	тургенев в	1	2
462	для определения	1	2
463	как раз	4	2
464	после этого	2	2
465	н майкову	1	2
466	в качестве	12	2
467	героями а	1	2
468	к необходимости	1	2
469	писателя как	1	2
470	с другими	2	2
471	каждого человека	1	2
472	у этого	1	2
473	к достижению	1	2
474	связи с	5	2
475	причем в	1	2
476	тому что	7	2
477	у тургенева	3	2
478	но ведь	1	2
479	в связи	4	2
480	между прочим	2	2
481	между собой	1	2
482	но как	3	2
483	майкову от	1	2
484	и шиллер	1	2
485	в устах	1	2
486	ли это	2	2
487	эти примеры	2	2
488	не дает	1	2
489	действующих лиц	5	2
490	кажется что	1	2
491	если же	1	2
492	и та	1	2
493	человеческой психики	1	2
494	было бы	8	2
495	целом и	1	2
496	что во	1	2
497	не значит	1	2
498	реальное лицо	1	2
499	в силу	14	2
500	чаще всего	1	2
501	идиота достоевский	1	2
502	а как	2	2
503	его можно	1	2
504	анны карениной	2	2
505	говорит об	2	2
506	жизнь его	1	2
507	фабулы и	1	2
508	о своих	1	2
509	от жизни	1	2
510	действий в	1	2
511	и свою	1	2
512	человека таким	1	2
513	своего собственного	1	2
514	и стиль	1	2
515	и конкретнее	1	2
516	для них	2	2
517	ни в	1	2
518	не могут	10	2
519	заключает в	1	2
520	в целях	2	2
521	произведения в	7	2
522	далее следует	1	2
523	как о	3	2
524	к его	2	2
525	это время	1	2
526	не знать	1	2
527	не имеет	1	2
528	в известном	1	2
529	знает что	1	2
530	в которые	1	2
531	с традицией	1	2
532	ни к	1	2
533	в прозе	1	2
534	наконец в	1	2
535	того чтобы	3	2
536	и поэтому	1	2
537	в стихотворении	2	2
538	что если	1	2
539	то все	1	2
540	о своем	2	2
541	от других	1	2
542	числе и	2	2
543	мир а	1	2
544	он в	2	2
545	видим в	1	2
546	в сфере	2	2
547	говорил что	3	2
548	в классической	1	2
549	июля года	2	2
550	ответ на	1	2
551	в прямом	1	2
552	этой области	3	2
553	данном случае	1	2
554	том числе	2	2
555	и болезненно	1	2
556	авантюрного романа	1	2
557	о нем	1	2
558	во время	4	2
559	и всегда	1	2
560	со своим	3	2
561	некоторые из	3	2
562	слова не	2	2
563	по словам	8	2
564	в таких	1	2
565	образом в	3	2
566	из форм	1	2
567	от апреля	2	2
568	очень много	1	2
569	в сферу	1	2
570	представляет собою	11	2
571	в стороне	1	2
572	совершенно точно	1	2
573	или наконец	2	2
574	или даже	1	2
575	при таком	1	2
576	не столь	3	2
577	у романтиков	1	2
578	и без	1	2
579	должен быть	4	2
580	художников в	2	2
581	без всякой	1	2
582	рождается из	2	2
583	ведь это	1	2
584	а к	2	2
585	она не	3	2
586	от всех	1	2
587	но она	1	2
588	всех этих	3	2
589	к анализу	1	2
590	в нашей	4	2
591	только то	2	2
592	одоевский в	1	2
593	может вызвать	1	2
594	решающую роль	1	2
595	со своими	1	2
596	действительности не	1	2
597	дня и	2	2
598	же в	7	2
599	их на	1	2
600	карамазовых он	1	2
601	конце концов	2	2
602	однако все	1	2
603	но для	2	2
604	мира в	1	2
605	не к	1	2
606	это указание	1	1
607	к действительности	1	1
608	и составляет	1	1
609	для зрелого	1	1
610	писателя и	2	1
611	и мира	1	1
612	мы и	1	1
613	религии и	1	1
614	этого в	1	1
615	ее основных	1	1
616	эдгара по	1	1
617	как произведение	1	1
618	эта теория	2	1
619	импульсом к	2	1
620	рассказ о	1	1
621	которые не	1	1
622	реальные события	1	1
623	к этой	1	1
624	этот туман	1	1
625	воображение и	2	1
626	вполне возможен	1	1
627	в применении	1	1
628	от января	3	1
629	а вот	3	1
630	от замысла	1	1
631	формы в	1	1
632	действительности вот	1	1
633	можно определить	2	1
634	общего плана	1	1
635	и опирается	1	1
636	воплощенной в	1	1
637	не полностью	1	1
638	не являются	1	1
639	сквозь призму	1	1
640	всей ее	1	1
641	все произведение	2	1
642	характере этого	1	1
643	она продолжается	1	1
644	и самые	1	1
645	в художественную	1	1
646	и тургенев	1	1
647	но все	1	1
648	можно говорить	1	1
649	вот некоторые	1	1
650	равно как	4	1
651	и красками	1	1
652	французской революции	1	1
653	говорят о	1	1
654	том или	1	1
655	основании всех	1	1
656	места и	1	1
657	принцип который	1	1
658	герои не	1	1
659	мая года	3	1
660	что по	1	1
661	у которого	1	1
662	по определению	1	1
663	собой не	1	1
664	что еще	1	1
665	случайно и	1	1
666	мы только	1	1
667	говоря если	1	1
668	в точном	2	1
669	он вполне	1	1
670	речь идет	1	1
671	и психологии	1	1
672	не его	1	1
673	в письме	16	1
674	эдгар по	1	1
675	и порождает	1	1
676	достоевского таким	1	1
677	а вместе	1	1
678	при создании	3	1
679	свою душу	1	1
680	при всей	2	1
681	типические образы	1	1
682	человека так	1	1
683	творчества в	8	1
684	он пытался	1	1
685	на этой	1	1
686	остается факт	1	1
687	этой почве	1	1
688	вопрос о	1	1
689	объективная действительность	2	1
690	и повести	1	1
691	применении к	1	1
692	творческой работе	1	1
693	н ф	2	1
694	произведение из	1	1
695	даже и	3	1
696	точно говорит	1	1
697	общеизвестно что	1	1
698	в противоположность	3	1
699	осталось в	1	1
700	всего этого	1	1
701	одной стороны	2	1
702	часто в	1	1
703	отрыве от	1	1
704	действительности он	1	1
705	уже о	1	1
706	блока или	1	1
707	сознания в	1	1
708	если так	1	1
709	невозможно не	1	1
710	же говорит	4	1
711	содержание в	1	1
712	в различных	2	1
713	предисловии к	1	1
714	из вариантов	1	1
715	купец самсонов	1	1
716	сил в	1	1
717	можно ли	2	1
718	глубину и	1	1
719	с законами	1	1
720	себе в	1	1
721	художественного произведения	6	1
722	искусстве и	2	1
723	мало чем	1	1
724	этого мира	1	1
725	достоевского л	1	1
726	к ним	2	1
727	вообще и	2	1
728	и замысел	1	1
729	оказывается не	1	1
730	под ним	1	1
731	я с	1	1
732	мы говорим	1	1
733	ее как	2	1
734	обусловлена и	1	1
735	этапом творческого	1	1
736	том чтобы	2	1
737	а только	1	1
738	быть в	1	1
739	как от	2	1
740	чего он	1	1
741	искусстве это	1	1
742	их мышления	1	1
743	от них	2	1
744	у этих	1	1
745	под именем	1	1
746	направлении идет	1	1
747	в подавляющем	1	1
748	и чувства	1	1
749	нет никаких	2	1
750	к этим	2	1
751	и оригинальность	1	1
752	так говорит	1	1
753	видения мира	1	1
754	не решена	1	1
755	вот как	4	1
756	стихотворения и	1	1
757	толстой но	1	1
758	писал в	3	1
759	поводу отцов	1	1
760	через свое	1	1
761	своего развития	1	1
762	и впечатления	2	1
763	только не	2	1
764	и эдгар	1	1
765	маркс и	1	1
766	своими героями	2	1
767	все его	2	1
768	образа с	1	1
769	самсонов в	1	1
770	внешнего облика	1	1
771	к их	1	1
772	а наоборот	1	1
773	от его	2	1
774	толстого и	1	1
775	не слишком	1	1
776	пишет а	1	1
777	которой является	1	1
778	для реализации	1	1
779	для обоснования	1	1
780	есть одно	1	1
781	и вместе	1	1
782	к творчеству	1	1
783	есть его	1	1
784	проявляется в	1	1
785	а и	1	1
786	т е	18	1
787	связанный с	1	1
788	по фрейду	1	1
789	от начала	1	1
790	что такое	2	1
791	пяти лет	1	1
792	с каждым	1	1
793	жорж санд	4	1
794	что делать?	1	1
795	мысли думается	1	1
796	или иную	1	1
797	подлинное основание	1	1
798	бодлера в	1	1
799	не хватает	1	1
800	метафорами и	1	1
801	как можно	1	1
802	замысла и	4	1
803	каламбуры и	1	1
804	лев толстой	1	1
805	отцов и	1	1
806	имя которой	1	1
807	как же	1	1
808	к творческому	1	1
809	в несколько	1	1
810	такое понимание	2	1
811	и некоторые	2	1
812	как видно	1	1
813	сказал что	1	1
814	всех его	2	1
815	до читателя	1	1
816	будто бы	2	1
817	изоляции от	1	1
818	это мы	3	1
819	итак свобода	1	1
820	можно так	1	1
821	всем что	1	1
822	и строится	1	1
823	шкловский в	1	1
824	что замысел	3	1
825	самый принцип	1	1
826	под воздействием	1	1
827	как говорит	5	1
828	как видим	9	1
829	между ними	3	1
830	время как	1	1
831	художественном произведении	4	1
832	нет нужды	1	1
833	именно эту	1	1
834	зрения и	1	1
835	письме к	12	1
836	классической литературе	1	1
837	в последнем	2	1
838	себе и	2	1
839	например как	2	1
840	на себе	1	1
841	что их	1	1
842	могло бы	2	1
843	достоевский он	1	1
844	человека а	1	1
845	той или	1	1
846	он склонен	1	1
847	над своими	2	1
848	же направлении	1	1
849	реальная действительность	3	1
850	необходимое условие	1	1
851	не самый	1	1
852	из ничего	2	1
853	толстой был	1	1
854	находит свое	1	1
855	сознания а	1	1
856	приступаю к	1	1
857	вообще в	1	1
858	не составляет	1	1
859	но исследователь	1	1
860	всего лишь	3	1
861	исключительное значение	1	1
862	в работе	3	1
863	его творчества	1	1
864	является общим	1	1
865	идет в	1	1
866	несколько часов	1	1
867	однако эта	1	1
868	что эта	1	1
869	его художественной	1	1
870	хотя в	1	1
871	один раз	1	1
872	это описание	1	1
873	года читаем	1	1
874	можно было	2	1
875	в п	1	1
876	в форме	3	1
877	его работе	1	1
878	с образами	1	1
879	второй этап	1	1
880	бы уже	1	1
881	видим у	1	1
882	также и	2	1
883	характером и	1	1
884	как один	1	1
885	или иное	1	1
886	их и	4	1
887	порой и	1	1
888	из писем	2	1
889	и главным	2	1
890	сведена к	1	1
891	на некоторые	1	1
892	его поведение	1	1
893	это вовсе	1	1
894	общего с	1	1
895	и никогда	2	1
896	главным образом	7	1
897	образы и	5	1
898	бы его	1	1
899	этого воздействия	1	1
900	это делает	3	1
901	обратимся к	1	1
902	всех сторон	1	1
903	что может	1	1
904	не заметить	1	1
905	легенды о	1	1
906	романа братья	1	1
907	если они	2	1
908	автора как	2	1
909	этом у	1	1
910	и толстой	1	1
911	это имеет	1	1
912	речи о	1	1
913	или иного	1	1
914	записывает в	1	1
915	завершается эта	1	1
916	от октября	1	1
917	чехов пишет	2	1
918	чтобы не	2	1
919	в какой-то	1	1
920	каждого из	1	1
921	взят из	1	1
922	что до	1	1
923	эта сложность	1	1
924	для многих	2	1
925	и ту	1	1
926	в особенности	2	1
927	к сожалению	2	1
928	говорит но	1	1
929	однако и	1	1
930	всего произведения	4	1
931	роль играют	1	1
932	прямо и	1	1
933	то время	1	1
934	это одна	1	1
935	том смысле	1	1
936	и субъективное	1	1
937	порою даже	1	1
938	и этот	2	1
939	от возможности	1	1
940	то за	1	1
941	смотреть на	1	1
942	типизации и	2	1
943	другие в	1	1
944	первый этап	1	1
945	протекать в	1	1
946	он только	1	1
947	и соотношение	1	1
948	как верно	1	1
949	у чехова	1	1
950	свидетельство о	1	1
951	можно назвать	1	1
952	мы получаем	1	1
953	художественного творчества	19	1
954	природе и	1	1
955	романа в	1	1
956	связанное с	2	1
957	и из	1	1
958	и наглядно	1	1
959	никак не	3	1
960	поэтому в	1	1
961	из главнейших	1	1
962	процессе художественного	3	1
963	к сознанию	1	1
964	фантазии а	1	1
965	плана как	1	1
966	разобраться в	2	1
967	сложность и	1	1
968	сознает свою	1	1
969	для творчества	1	1
970	творческому процессу	4	1
971	смысла в	1	1
972	за это	1	1
973	в единстве	4	1
974	за царя	1	1
975	произведение с	1	1
976	с формированием	1	1
977	одну и	1	1
978	так выразиться	1	1
979	романов тургенева	1	1
980	он просил	1	1
981	это положение	1	1
982	это состояние	1	1
983	на письмо	1	1
984	учения о	1	1
985	о своей	1	1
986	и мучительно	1	1
987	но вот	2	1
988	эстетики и	1	1
989	в саду	1	1
990	его сознания	1	1
991	же о	2	1
992	развитие образа	1	1
993	характер этого	1	1
994	из тех	1	1
995	активности сознания	1	1
996	в подсознании	1	1
997	как не	1	1
998	трудно дать	1	1
999	и так	1	1
1000	и просто	2	1
1001	карамазовых даже	1	1
1002	себя и	1	1
1003	из действующих	1	1
1004	определяющую роль	1	1
1005	если можно	1	1
1006	работы для	1	1
1007	с большей	1	1
1008	ничего общего	1	1
1009	автора это	1	1
1010	сейчас же	1	1
1011	бессознательного или	2	1
1012	это самое	1	1
1013	огромную роль	2	1
1014	говорят об	1	1
1015	п к	1	1
1016	в любой	1	1
1017	наконец очень	1	1
1018	частей и	1	1
1019	важную в	1	1
1020	все они	2	1
1021	пытался обосновать	1	1
1022	замысел и	2	1
1023	которых можно	1	1
1024	бросается в	1	1
1025	художественный образ	5	1
1026	еще и	2	1
1027	чем же	4	1
1028	бы и	6	1
1029	признается в	1	1
1030	а если	1	1
1031	бы с	1	1
1032	художественного целого	1	1
1033	что правда	1	1
1034	это понятие	1	1
1035	видим что	1	1
1036	борьба противоположностей	1	1
1037	если б	1	1
1038	тех же	1	1
1039	это явление	1	1
1040	из элементов	3	1
1041	начинает свой	1	1
1042	более чем	1	1
1043	со всех	1	1
1044	его содержания	1	1
1045	в течение	2	1
1046	важно подчеркнуть	2	1
1047	десять лет	1	1
1048	это то	1	1
1049	на основе	5	1
1050	том как	3	1
1051	не быть	2	1
1052	напомним только	1	1
1053	особенно решительно	1	1
1054	с а	2	1
1055	что прототипом	1	1
1056	из его	4	1
1057	автора так	1	1
1058	словам м	2	1
1059	слова и	1	1
1060	поэтов но	1	1
1061	до самых	1	1
1062	что творчество	2	1
1063	и ему	1	1
1064	убедительность и	1	1
1065	его герои	1	1
1066	целый ряд	1	1
1067	борьбу и	1	1
1068	других произведений	1	1
1069	знаем что	2	1
1070	года на	1	1
1071	вне его	2	1
1072	образом уже	1	1
1073	потому и	1	1
1074	образом не	3	1
1075	был прав	1	1
1076	имеем в	1	1
1077	процесс и	1	1
1078	подавляющем большинстве	1	1
1079	говорит м	1	1
1080	в италии	2	1
1081	заметить что	1	1
1082	литературы на	1	1
1083	основное содержание	1	1
1084	пародия на	2	1
1085	и многих	2	1
1086	еще определеннее	1	1
1087	наглядно показывает	1	1
1088	о генерале	1	1
1089	в сознании	4	1
1090	л толстой	12	1
1091	который по	2	1
1092	героев это	1	1
1093	прямом смысле	1	1
1094	этот последний	1	1
1095	впечатлений в	1	1
1096	является только	1	1
1097	месте в	1	1
1098	определить его	1	1
1099	и для	2	1
1100	воплощения именно	1	1
1101	горький в	1	1
1102	то или	1	1
1103	в самой	1	1
1104	внутренне противоречив	1	1
1105	толстой в	2	1
1106	с того	1	1
1107	сюжета есть	1	1
1108	на время	2	1
1109	автора а	1	1
1110	что автор	1	1
1111	им как	2	1
1112	главная мысль	1	1
1113	в социальном	1	1
1114	этом случае	1	1
1115	форм и	1	1
1116	в более	1	1
1117	и многие	1	1
1118	эти годы	1	1
1119	положение что	1	1
1120	разума и	3	1
1121	смысле что	1	1
1122	с м	1	1
1123	хоть и	1	1
1124	они не	2	1
1125	любой из	1	1
1126	произведения как	6	1
1127	адекватного выражения	2	1
1128	на тех	1	1
1129	на вопрос	2	1
1130	не способен	1	1
1131	в поэзии	1	1
1132	того как	2	1
1133	художник в	1	1
1134	о значении	1	1
1135	мы имеем	3	1
1136	которых он	1	1
1137	естественно что	3	1
1138	своих романов	1	1
1139	к а	2	1
1140	в основании	1	1
1141	что так	2	1
1142	совершенно не	1	1
1143	для нас	1	1
1144	даже целые	1	1
1145	видеть в	3	1
1146	и точно	1	1
1147	своей судьбы	1	1
1148	нет это	1	1
1149	чем он	1	1
1150	вещие сны	1	1
1151	как нечто	1	1
1152	и художественное	3	1
1153	в движение	1	1
1154	социальной среды	1	1
1155	без этого	1	1
1156	два примера	1	1
1157	в ином	1	1
1158	сказал бы	1	1
1159	запись от	2	1
1160	материал для	1	1
1161	реальной действительности	10	1
1162	со всем	1	1
1163	причин и	1	1
1164	рассудком и	2	1
1165	жизни это	1	1
1166	а также	1	1
1167	который как	1	1
1168	даже на	1	1
1169	роман был	2	1
1170	в другую	3	1
1171	вмешивается в	1	1
1172	виду что	1	1
1173	чем отличается	1	1
1174	вот это	2	1
1175	говорил еще	1	1
1176	этого развития	1	1
1177	только два	1	1
1178	в какой	1	1
1179	нас к	1	1
1180	не подлежит	2	1
1181	совпадающая с	1	1
1182	есть в	1	1
1183	но по	1	1
1184	мнение что	1	1
1185	является не	4	1
1186	это происходит	1	1
1187	его произведении	1	1
1188	а иногда	1	1
1189	по своему	1	1
1190	еще к	1	1
1191	и братьев	1	1
1192	в действительной	1	1
1193	более полное	1	1
1194	это было	1	1
1195	лежит в	1	1
1196	план романа	1	1
1197	фрейд в	1	1
1198	очень важную	1	1
1199	единство и	1	1
1200	канонического текста	2	1
1201	н в	1	1
1202	тем более	1	1
1203	из действительной	1	1
1204	войны и	2	1
1205	того или	2	1
1206	и эти	1	1
1207	силы и	1	1
1208	для характеристики	1	1
1209	одного лица	1	1
1210	при посредстве	1	1
1211	года так	1	1
1212	души по	1	1
1213	они играют	1	1
1214	должно быть	2	1
1215	с новыми	1	1
1216	так называемой	1	1
1217	всех против	1	1
1218	стихах и	1	1
1219	его не	3	1
1220	и ни	1	1
1221	ту или	1	1
1222	говорим о	1	1
1223	это для	1	1
1224	еще одну	1	1
1225	отнюдь нет	3	1
1226	называл его	1	1
1227	другом месте	2	1
1228	материалы и	1	1
1229	не о	2	1
1230	всеми этими	1	1
1231	и детей	1	1
1232	а о	2	1
1233	есть и	1	1
1234	плана в	2	1
1235	сознание как	1	1
1236	частности в	2	1
1237	война и	2	1
1238	только у	2	1
1239	в пределах	5	1
1240	стороны и	2	1
1241	этого образа	1	1
1242	среды на	1	1
1243	духе чистого	1	1
1244	при всем	3	1
1245	этому поводу	7	1
1246	признать что	1	1
1247	этой схемы	1	1
1248	гете и	2	1
1249	рассказа о	1	1
1250	на это	2	1
1251	писателю приходится	1	1
1252	что будет	1	1
1253	же самое	2	1
1254	элементов в	1	1
1255	все данные	1	1
1256	творческой практике	4	1
1257	и борьба	1	1
1258	февраля года	1	1
1259	которые в	2	1
1260	в театре	1	1
1261	огромное значение	1	1
1262	связи между	1	1
1263	анализа и	1	1
1264	основания для	1	1
1265	в характере	1	1
1266	эту мысль	1	1
1267	или иной	2	1
1268	быть под	1	1
1269	образов и	4	1
1270	каждым из	1	1
1271	в схеме	1	1
1272	и дальше	2	1
1273	на то	2	1
1274	по законам	1	1
1275	повести три	1	1
1276	не рождается	2	1
1277	мы видели	3	1
1278	определить как	2	1
1279	и самый	1	1
1280	толстого в	3	1
1281	грубость и	1	1
1282	для этого	1	1
1283	в каком-то	1	1
1284	красоты и	1	1
1285	именно это	1	1
1286	три года	2	1
1287	идею и	1	1
1288	некоторые черты	1	1
1289	своих произведений	1	1
1290	принимается за	1	1
1291	к идее	1	1
