N	2gram	Losev_Prob	KFilosof
217	этом смысле	8	3
218	от того	2	3
219	мы здесь	4	3
220	нем и	1	3
221	целом и	1	3
222	эти моменты	1	3
223	нет и	5	3
224	не быть	2	3
225	только с	3	3
226	могут быть	2	3
227	общее и	1	3
228	предмета в	2	3
229	до конца	1	3
230	своей единственной	1	3
231	котором мы	1	3
232	о том	25	3
233	теории и	4	3
234	области и	2	3
235	тем как	1	3
236	в данный	1	3
237	в то	7	3
238	для которого	4	3
239	а следовательно	2	3
240	события в	1	3
241	или иного	6	3
242	независимо от	2	3
243	всех этих	11	3
244	тот же	4	3
245	и тем	16	3
246	ничего не	20	3
247	были бы	2	2
248	события есть	2	2
249	бы то	2	2
250	события и	1	2
251	всех отношениях	1	2
252	один из	7	2
253	бы он	2	2
254	имеют место	1	2
255	и мы	1	2
256	и конечно	2	2
257	мышления и	6	2
258	может не	1	2
259	чего не	1	2
260	можно ли	9	2
261	чтобы быть	1	2
262	и того	5	2
263	его с	1	2
264	что значит	3	2
265	случае мы	1	2
266	смысле в	1	2
267	конечно в	2	2
268	тому что	6	2
269	есть его	2	2
270	мысль не	1	2
271	а это	5	2
272	чтобы стать	1	2
273	единства и	1	2
274	будет ли	1	2
275	тем не	25	2
276	так и	17	2
277	из которых	2	2
278	этот мир	1	2
279	и то	15	2
280	в качестве	3	2
281	и свой	1	2
282	смыслу и	1	2
283	нами в	3	2
284	это есть	10	2
285	этих предметов	2	2
286	акт как	1	2
287	сводится к	3	2
288	и само	3	2
289	по себе	20	2
290	и смысл	1	2
291	в виде	20	2
292	все остальное	1	2
293	со всеми	2	2
294	оно не	6	2
295	могут стать	1	2
296	этим путем	1	2
297	не потому	2	2
298	если не	6	2
299	он имеет	1	2
300	говорим о	3	2
301	отказаться от	2	2
302	он может	1	2
303	не о	7	2
304	ни одна	2	2
305	и навсегда	1	2
306	данного момента	1	2
307	из нее	1	2
308	в сознании	5	2
309	что за	1	2
310	мы говорим	3	2
311	дело в	3	2
312	содержание и	1	2
313	и эта	1	2
314	в ту	1	2
315	смысловым содержанием	1	2
316	не следует	1	2
317	в процессе	1	2
318	в жизни	3	2
319	смысле и	2	2
320	и должен	1	2
321	с тем	6	2
322	его на	1	2
323	и как	10	2
324	что он	11	2
325	и она	1	2
326	различия в	1	2
327	и именно	1	2
328	предмет и	2	2
329	в определенной	1	2
330	себя как	1	2
331	есть именно	7	2
332	место и	1	2
333	и просто	1	2
334	как в	5	2
335	на первом	1	2
336	сознания как	1	2
337	от этого	2	2
338	смысла и	2	2
339	это было	3	2
340	в это	2	2
341	ли это	2	2
342	не нужно	6	2
343	ничего общего	14	2
344	жизни является	1	2
345	а для	1	2
346	можно и	1	2
347	как оно	3	2
348	для выражения	1	2
349	или как	4	2
350	все они	2	2
351	действительности в	3	2
352	к этому	1	2
353	и потому	3	2
354	ни к	1	2
355	было и	2	2
356	его и	1	2
357	может иметь	3	2
358	ведь это	4	2
359	а с	1	2
360	в данном	16	2
361	и других	1	2
362	вопрос о	4	2
363	которой он	4	2
364	раз и	13	2
365	она не	5	2
366	потому что	24	2
367	того чтобы	10	2
368	то ни	3	2
369	совсем не	9	2
370	но всегда	2	2
371	дело не	1	2
372	кажется что	2	2
373	не будет	11	2
374	в него	3	2
375	именно на	3	2
376	а по	1	2
377	говорить о	14	2
378	содержания и	2	2
379	что эта	2	2
380	для этого	5	2
381	не из	1	2
382	смысловых моментов	1	2
383	всей своей	1	2
384	стороны своей	1	2
385	к которой	1	2
386	думать что	2	2
387	это значило	1	2
388	только это	1	2
389	всей его	1	2
390	или иное	2	2
391	но этот	1	2
392	основе своей	1	2
393	это суть	1	2
394	это только	4	2
395	контекста в	1	2
396	имеем в	1	2
397	процесс и	1	2
398	в этой	14	2
399	он и	8	2
400	но ни	1	2
401	психический процесс	1	2
402	но есть	2	2
403	что есть	1	2
404	ее как	1	2
405	при условии	5	2
406	только по	2	2
407	смысле не	1	2
408	слова в	1	2
409	в контекст	1	2
410	или иной	8	2
411	бы оно	3	2
412	значило бы	1	2
413	момента и	1	2
414	с его	3	2
415	определяется с	1	2
416	в области	8	2
417	его к	1	2
418	человек не	1	2
419	содержания но	1	2
420	с ее	1	2
421	чтобы не	3	2
422	то или	3	2
423	и ее	9	2
424	едва ли	10	2
425	одного и	2	2
426	другого и	1	2
427	познания в	1	2
428	гораздо более	6	2
429	подход к	1	1
430	она сама	1	1
431	мир не	1	1
432	построения и	1	1
433	более не	1	1
434	в самом	10	1
435	уже во	2	1
436	значит ли	2	1
437	и к	2	1
438	на почве	2	1
439	они имеют	1	1
440	ввиду того	1	1
441	именно к	1	1
442	новое и	1	1
443	утверждать что	2	1
444	и оба	1	1
445	только не	4	1
446	оно ничем	1	1
447	во втором	1	1
448	все что	2	1
449	как это	7	1
450	при установлении	1	1
451	в предмете	4	1
452	образом и	3	1
453	такое бытие	1	1
454	мы видим	2	1
455	до сих	6	1
456	рождение и	1	1
457	в душе	1	1
458	факт но	1	1
459	и всякий	1	1
460	собой и	3	1
461	можно говорить	3	1
462	не выходит	1	1
463	содержится в	2	1
464	что язык	1	1
465	ничем не	2	1
466	так как	16	1
467	и очень	3	1
468	как таковой	4	1
469	смысловой стороны	1	1
470	же и	4	1
471	оперировать с	1	1
472	только обозначает	1	1
473	или сознания	1	1
474	и своего	1	1
475	только что	2	1
476	и было	1	1
477	то есть	61	1
478	и свою	2	1
479	здесь есть	1	1
480	оторвано от	2	1
481	это будет	2	1
482	самого себя	2	1
483	переходит в	2	1
484	вообще а	1	1
485	его построения	1	1
486	таком положении	1	1
487	мы ничего	1	1
488	на том	5	1
489	на ее	1	1
490	есть тем	1	1
491	ровно ничего	4	1
492	мог бы	1	1
493	здесь то	2	1
494	смысле слова	11	1
495	и кроме	1	1
496	оно было	1	1
497	не будем	5	1
498	и должно	2	1
499	отношения к	2	1
500	он становится	1	1
501	его содержание	2	1
502	в предыдущем	1	1
503	момента в	1	1
504	и менее	4	1
505	несмотря на	6	1
506	мысль в	1	1
507	была бы	2	1
508	есть просто	2	1
509	ли его	2	1
510	из всех	1	1
511	и наконец	3	1
512	этой мысли	1	1
513	и теоретической	1	1
514	самому своему	2	1
515	и нераздельное	2	1
516	для всего	2	1
517	может возникнуть	1	1
518	это значит	4	1
519	относятся к	3	1
520	хотя и	8	1
521	мало одного	1	1
522	содержит в	7	1
523	уже с	4	1
524	тоже только	1	1
525	ни на	5	1
526	охватить и	1	1
527	как раз	20	1
528	это-то и	1	1
529	в литературе	4	1
530	с чем	1	1
531	ее в	2	1
532	системах философии	1	1
533	и говорить	1	1
534	и тут	1	1
535	находятся в	2	1
536	поэтому в	2	1
537	и сама	2	1
538	можно сказать	9	1
539	ориентации в	1	1
540	значит не	1	1
541	только при	1	1
542	не являются	8	1
543	но где	1	1
544	к выводу	1	1
545	являются здесь	1	1
546	с нашей	1	1
547	не содержит	2	1
548	не субъективно	1	1
549	науки и	2	1
550	а есть	4	1
551	одно из	2	1
552	собою дело	1	1
553	притом не	1	1
554	в отношении	7	1
555	закон и	3	1
556	это слово	1	1
557	однако он	1	1
558	же не	1	1
559	его от	4	1
560	в результате	6	1
561	здесь в	4	1
562	этого момента	1	1
563	акте в	1	1
564	только за	1	1
565	эти бесконечные	1	1
566	мы возьмем	2	1
567	уже нет	1	1
568	слова ведь	1	1
569	этот термин	5	1
570	мыслится и	1	1
571	в определении	3	1
572	нет никакого	1	1
573	противоречие с	1	1
574	понять его	2	1
575	в движение	1	1
576	бы что	3	1
577	это очень	1	1
578	с собой	3	1
579	и всякого	1	1
580	когена и	1	1
581	событие но	1	1
582	в третьем	1	1
583	основана на	2	1
584	что между	2	1
585	его для	2	1
586	функции в	4	1
587	к предмету	3	1
588	но такое	2	1
589	все равно	7	1
590	различия между	1	1
591	виде определенной	1	1
592	не путем	1	1
593	нашего исследования	5	1
594	есть еще	3	1
595	понятиями но	1	1
596	слова мы	1	1
597	всеми другими	1	1
598	самого термина	1	1
599	меня а	1	1
600	дать в	1	1
601	поэтому и	2	1
602	тем беднее	1	1
603	в зависимости	2	1
604	бы только	1	1
605	и даже	19	1
606	к его	2	1
607	значимы и	1	1
608	что ему	1	1
609	имеет смысл	1	1
610	но он	3	1
611	образом в	1	1
612	в разные	3	1
613	не более	1	1
614	мы отбросили	1	1
615	конечно и	1	1
616	факторов и	1	1
617	в которой	2	1
618	истории философии	4	1
619	или в	5	1
620	другие а	1	1
621	в первом	2	1
622	оно ни	1	1
623	бытия или	2	1
624	и говорят	1	1
625	и с	12	1
626	как этот	1	1
627	ни о	8	1
628	всегда в	1	1
629	и можно	3	1
630	раньше до	1	1
631	все культурные	3	1
632	как таковая	1	1
633	и времени	2	1
634	знать о	1	1
635	отсюда ясно	1	1
636	и всякое	2	1
637	здесь вовсе	1	1
638	смысла его	1	1
639	все дело	1	1
640	показать что	1	1
641	это содержание	2	1
642	как жизнь	1	1
643	и чисто	4	1
644	мысль о	3	1
645	стороне и	1	1
646	с целью	4	1
647	b и	1	1
648	свой смысл	3	1
649	которые как	1	1
650	конечно уже	1	1
651	эстетики и	1	1
652	значения как	2	1
653	он будет	2	1
654	мы познаем	1	1
655	сказать и	3	1
656	слово может	1	1
657	же оказывается	1	1
658	имеем и	1	1
659	в понятии	2	1
660	она является	3	1
661	уже тем	4	1
662	а то	2	1
663	этих объектов	1	1
664	и требует	1	1
665	и будет	2	1
666	превращается в	1	1
667	мышлением и	1	1
668	совершенно правильно	3	1
669	если он	1	1
670	исходить из	1	1
671	а должен	1	1
672	но само	1	1
673	между прочим	3	1
674	в стороне	1	1
675	всеми своими	2	1
676	даже трудно	1	1
677	моменты его	1	1
678	тем же	2	1
679	этом последнем	1	1
680	характер и	1	1
681	является вовсе	1	1
682	своей структуре	1	1
683	то все	1	1
684	в какой	1	1
685	имеет место	1	1
686	как о	4	1
687	бы один	1	1
688	один момент	1	1
689	как не	1	1
690	только через	1	1
691	сознания для	1	1
692	может стать	1	1
693	помнить что	3	1
694	есть тот	3	1
695	имеет дело	1	1
696	их в	6	1
697	ведь и	2	1
698	для каждого	2	1
699	если и	2	1
700	а именно	16	1
701	выражения и	1	1
702	ничто в	1	1
703	этой смысловой	2	1
704	мы никогда	3	1
705	мы правильно	1	1
706	одновременно и	1	1
707	эта функция	1	1
708	и так	2	1
709	вместе с	4	1
710	воззрения в	1	1
711	на этом	1	1
712	смысловой и	1	1
713	при таком	2	1
714	в этих	7	1
715	как просто	1	1
716	никто не	2	1
717	есть только	16	1
718	и этих	1	1
719	не знать	1	1
720	в живой	1	1
721	связи между	1	1
722	они не	1	1
723	правда не	1	1
724	мыслить это	1	1
725	к бытию	1	1
726	своему смыслу	4	1
727	последняя как	1	1
728	предмета и	5	1
729	конечно можно	1	1
730	я есть	1	1
731	физических и	1	1
732	остановимся на	1	1
733	смысл но	2	1
734	уже давно	7	1
735	тем или	4	1
736	отличается от	2	1
737	между собой	5	1
738	больше и	2	1
739	который не	1	1
740	представляется нам	2	1
741	к единству	1	1
742	его смысловую	1	1
743	ни только	4	1
744	по самому	3	1
745	мы делаем	1	1
746	зависимости от	2	1
747	при всех	1	1
748	но уже	9	1
749	следовательно и	3	1
750	мир и	1	1
751	на его	2	1
752	в известном	1	1
753	к человеку	1	1
754	эта последняя	3	1
755	а только	9	1
756	который им	1	1
757	общность и	1	1
758	смысле только	1	1
759	делает его	2	1
760	для нашей	3	1
761	бы совершенно	1	1
762	об этом	10	1
763	много и	1	1
764	она и	1	1
765	в эту	2	1
766	данного предмета	1	1
767	и таким	1	1
768	и смерть	1	1
769	к тому	5	1
770	в одной	1	1
771	время является	1	1
772	сих пор	6	1
773	особенно в	3	1
774	нашего мышления	1	1
775	действительности и	5	1
776	относиться к	2	1
777	к той	1	1
778	действительности а	7	1
779	в математике	5	1
780	не был	4	1
781	смерти и	1	1
782	другом случае	2	1
783	только для	3	1
784	своей научной	1	1
785	с этим	7	1
786	но оно	2	1
787	в системах	1	1
788	что эти	2	1
789	сам же	1	1
790	но его	1	1
791	остается в	1	1
792	абстрактном мышлении	1	1
793	нет ничего	12	1
794	спорить о	1	1
795	понятен и	1	1
796	перестает быть	3	1
797	должен был	1	1
798	во всяком	18	1
799	здесь как	3	1
800	к смыслу	1	1
801	только от	2	1
802	именно как	7	1
803	сказать только	3	1
804	все и	1	1
805	по количеству	1	1
806	том случае	2	1
807	этого она	1	1
808	сторона не	1	1
809	ясность и	1	1
810	мы можем	8	1
811	но такого	2	1
812	это с	1	1
813	не является	12	1
814	не существует	12	1
815	но с	2	1
816	что теоретически	1	1
817	только к	1	1
818	если оно	2	1
819	сказать это	1	1
820	в содержание	1	1
821	осуществляется в	1	1
822	как понятие	2	1
823	в действительности	5	1
824	в специальном	1	1
825	просто с	1	1
826	каких бы	1	1
827	что ей	1	1
828	возможны и	1	1
829	как факт	1	1
830	что мы	23	1
831	значит что	6	1
832	это понятие	1	1
833	на один	2	1
834	она должна	3	1
835	которую мы	1	1
836	жизни при	1	1
837	не имеют	6	1
838	он его	1	1
839	все человеческое	2	1
840	мы уже	8	1
841	о каком-то	1	1
842	ее ни	1	1
843	во все	1	1
844	в отношение	1	1
845	до акта	1	1
846	чего нет	1	1
847	предмет в	2	1
848	принципов и	1	1
849	совпадает с	2	1
850	оказалось бы	2	1
851	другими словами	8	1
852	действительности это	1	1
853	но при	2	1
854	все наше	3	1
855	всяком случае	11	1
856	этой возможности	1	1
857	науки а	2	1
858	значимость в	1	1
859	его момент	2	1
860	ни один	1	1
861	так чтобы	1	1
862	не относятся	1	1
863	нет но	1	1
864	также и	22	1
865	ту же	1	1
866	но во	1	1
867	какого-нибудь определенного	1	1
868	но эти	1	1
869	предметов и	7	1
870	ли будет	1	1
871	ведь смысл	1	1
872	субъекта и	1	1
873	и другой	1	1
874	психологии которая	1	1
875	и чтобы	3	1
876	просто не	1	1
877	мы должны	5	1
878	по поводу	6	1
879	стать человеческим	1	1
880	слова и	5	1
881	вообще как	1	1
882	в искусстве	3	1
883	и уже	4	1
884	с которой	3	1
885	моменты но	1	1
886	содержания а	1	1
887	сознании и	4	1
888	разные моменты	1	1
889	на чем	2	1
890	есть всегда	1	1
891	только тогда	4	1
892	и теперь	1	1
893	но о	2	1
894	только на	13	1
895	должны быть	2	1
896	другим и	2	1
897	в истинности	1	1
898	он должен	2	1
899	смысл который	1	1
900	не с	1	1
901	в противоречие	1	1
902	предмет хотя	1	1
903	правильно или	1	1
904	при такой	1	1
905	нового времени	1	1
906	отношений между	2	1
907	он за	1	1
908	каждый раз	3	1
909	виду и	3	1
910	же самое	9	1
911	где же	2	1
912	но только	3	1
913	этого факта	1	1
914	говоря о	1	1
915	самого смысла	1	1
916	другого а	1	1
917	но отнюдь	4	1
918	и до	3	1
919	ту или	1	1
920	закон но	1	1
921	действительно есть	2	1
922	том кто	1	1
923	уже и	6	1
924	что ее	1	1
925	в истории	6	1
926	не станет	1	1
927	по своей	1	1
928	он есть	5	1
929	этих случаях	4	1
930	в каких	1	1
931	это может	1	1
932	суждение не	1	1
933	это различие	1	1
934	процессе познания	1	1
935	излишен и	1	1
936	в какое-нибудь	1	1
937	видения мира	1	1
938	станет утверждать	2	1
939	признать что	1	1
940	через него	1	1
941	будет и	2	1
942	вне его	1	1
943	не совпадает	2	1
944	связанных с	1	1
945	их и	1	1
946	всякий другой	1	1
947	еще на	1	1
948	всего этого	1	1
949	бы по	1	1
950	не раз	2	1
951	когда мы	10	1
952	а тем	3	1
953	ее смысл	2	1
954	мы ни	3	1
955	нами и	1	1
956	и эстетического	1	1
957	определения и	1	1
958	но мы	3	1
959	должна находиться	1	1
960	пока еще	12	1
961	и окончательно	1	1
962	это существенно	1	1
963	и небо	1	1
964	вообще и	6	1
965	далеко от	1	1
966	к ней	1	1
967	известном смысле	1	1
968	не для	3	1
969	настоящее время	17	1
970	нужно помнить	1	1
971	содержанием и	2	1
972	уже нужно	1	1
973	невозможна в	1	1
974	если мы	16	1
975	по которой	1	1
976	бы его	3	1
977	и даль	1	1
978	этого акта	3	1
979	образом то	1	1
980	а скорее	3	1
981	и во	4	1
982	той же	2	1
983	и др	2	1
984	о каких	2	1
985	отнюдь еще	1	1
986	его содержимым	1	1
987	о его	2	1
988	здесь возникает	1	1
989	акт не	1	1
990	одной из	1	1
991	и необходимое	1	1
992	ведь если	5	1
993	что может	4	1
994	в нашем	3	1
995	случайна и	1	1
996	все моменты	1	1
997	находится в	2	1
998	ее можно	1	1
999	нашей точки	1	1
1000	можно пройти	1	1
1001	здесь говорим	1	1
1002	будем говорить	1	1
1003	разрушило бы	1	1
1004	ли она	1	1
1005	и от	3	1
1006	дерево а	1	1
1007	и волевой	1	1
1008	относится к	6	1
1009	что все	9	1
1010	мы будем	3	1
1011	с которым	1	1
1012	и теоретическая	1	1
1013	столь же	1	1
1014	том же	1	1
1015	меня самого	1	1
1016	он пытается	1	1
1017	же в	5	1
1018	это что	1	1
1019	что она	8	1
1020	в данной	2	1
1021	слово и	3	1
1022	такой же	1	1
1023	и о	11	1
1024	в значительной	2	1
1025	с нашим	2	1
1026	здесь я	1	1
1027	говорить об	2	1
1028	одна из	4	1
1029	ли кто-нибудь	3	1
1030	что именно	1	1
1031	на то	12	1
1032	к живому	1	1
1033	не мыслится	1	1
1034	в конкретном	2	1
1035	содержания только	1	1
1036	не стоит	2	1
1037	здесь и	1	1
1038	сознания мы	2	1
1039	пространстве и	2	1
1040	и по	3	1
1041	всякое выражение	4	1
1042	познание мира	1	1
1043	чем та	1	1
1044	все другие	4	1
1045	данном контексте	1	1
1046	но такой	1	1
1047	она будет	1	1
1048	бесконечное множество	1	1
1049	это в	3	1
1050	или не	5	1
1051	которых как	1	1
1052	к другим	2	1
1053	оставить в	1	1
1054	является только	3	1
1055	и имеют	1	1
1056	этих терминов	1	1
1057	есть смысловое	2	1
1058	друг друга	1	1
1059	в мышлении	1	1
1060	не мог	1	1
1061	в движении	1	1
1062	в системе	3	1
1063	того же	3	1
1064	в каком-то	3	1
1065	человека но	2	1
1066	не просто	30	1
1067	не случайно	1	1
1068	мы пытаемся	1	1
1069	был не	2	1
1070	которой мы	1	1
1071	в настоящее	17	1
1072	определение и	3	1
1073	который и	1	1
1074	само по	1	1
1075	есть принцип	2	1
1076	случае когда	2	1
1077	нем может	1	1
1078	если это	2	1
1079	не можем	2	1
1080	в чисто	2	1
1081	как мы	10	1
1082	с разных	1	1
1083	собою только	2	1
1084	мысли и	2	1
1085	но поскольку	1	1
1086	не к	1	1
1087	или другой	6	1
1088	ее не	1	1
1089	а я	1	1
1090	может претендовать	1	1
1091	в историю	1	1
1092	можно только	2	1
