N	3gram	Tiupa_Vved	KulturaY
119	по большей части	4	2
120	на жизнь в	1	2
121	что иное как	1	2
122	едва ли не	2	2
123	если бы не	1	2
124	языком в качестве	1	1
125	все то что	1	1
126	лет тому назад	1	1
127	о них в	1	1
128	для этого необходимо	1	1
129	не могло бы	1	1
130	как раз не	1	1
131	отнюдь не является	1	1
132	то что он	1	1
133	а всего лишь	1	1
134	войне и мире	2	1
135	нуждается в некоторой	1	1
136	в рамках одного	1	1
137	ничего не говорит	1	1
138	было ясно что	1	1
139	слова во втором	1	1
140	степени в какой	1	1
141	в результате ли	1	1
142	по аналогии со	1	1
143	для себя и	1	1
144	становится очевидным что	1	1
145	в случае с	1	1
146	бы не было	1	1
147	на основе которой	1	1
148	но именно это	1	1
149	свидетельствует о том	1	1
150	но и с	1	1
151	которые могли бы	1	1
152	легко себе представить	1	1
153	во втором случае	1	1
154	а что же	1	1
155	но не только	1	1
156	а также в	1	1
157	о событии а	1	1
158	бы и не	2	1
159	не говорит нам	1	1
160	совсем не в	1	1
161	и даже в	1	1
162	по аналогии с	2	1
163	но только в	1	1
164	было бы выделить	1	1
165	и тем самым	2	1
166	на пути к	1	1
167	в том или	1	1
168	не в качестве	1	1
169	которая может быть	1	1
170	то же самое	2	1
171	на этот раз	2	1
172	все тех же	1	1
173	не претендует на	1	1
174	в самом тексте	1	1
175	на границе между	1	1
176	это своего рода	3	1
177	но в этом	1	1
178	хотя бы одно	1	1
179	на этом пути	1	1
180	или иной степени	1	1
181	не о чем	1	1
182	несет на себе	1	1
183	в качестве нового	1	1
184	все без исключения	1	1
185	но это не	1	1
186	в значительной степени	2	1
187	шаг на пути	1	1
188	и не может	1	1
189	в этом последнем	1	1
190	а также и	2	1
191	другой стороны эта	1	1
192	бы она была	1	1
193	мы видели в	1	1
194	не в духе	1	1
195	в этих случаях	2	1
196	как своего рода	1	1
197	только теперь когда	1	1
198	не только внешние	1	1
199	о них как	2	1
200	в каждой из	1	1
201	прежде всего на	2	1
202	ни о каких	1	1
203	отнюдь не означает	1	1
204	но и здесь	1	1
205	дело не с	1	1
206	не столько в	2	1
207	но и в	3	1
208	в живой речи	1	1
209	не только от	1	1
210	каждый из этих	1	1
211	что вся эта	1	1
212	а не как	1	1
213	что касается в	1	1
214	может быть использован	1	1
215	об этом в	1	1
216	как и в	2	1
217	к одному из	1	1
218	он мог бы	1	1
219	но тут же	1	1
220	если бы она	1	1
221	право говорить и	1	1
222	об этом и	1	1
223	тому или иному	2	1
224	с легкой руки	2	1
225	не должен быть	1	1
226	в своем учении	1	1
227	в войне и	2	1
228	и для нас	2	1
229	вопрос в чем	1	1
230	что к этому	1	1
231	не было бы	1	1
232	и не претендует	1	1
233	мог бы и	1	1
234	другой стороны в	1	1
235	дело в том	1	1
236	значения и смысла	1	1
237	одно и то	1	1
238	том что и	1	1
239	но вот он	1	1
240	зависит не только	1	1
241	в одном и	1	1
242	принято говорить что	1	1
243	однако и в	1	1
244	в той степени	1	1
245	с самого начала	1	1
246	например с помощью	1	1
247	той степени в	1	1
248	оно свидетельствует о	1	1
249	не зависит от	2	1
250	имеет в своем	1	1
251	рамках одного и	1	1
252	культуры что же	1	1
253	и все же	6	1
254	никогда не может	1	1
255	тогда как в	2	1
256	что как раз	1	1
257	точка зрения поскольку	1	1
258	всяком случае в	1	1
259	человеческого общения и	1	1
260	поскольку о нем	1	1
261	слова иначе говоря	1	1
262	мы не можем	1	1
263	в году в	1	1
264	если бы он	1	1
265	в другом случае	1	1
266	в сущности говоря	1	1
