N	2gram	Losev_Vesc	Morfolog
251	все еще	3	3
252	на то	9	3
253	и его	4	3
254	и по	1	3
255	и только	11	3
256	в один	1	3
257	к целому	1	2
258	не так	2	2
259	является в	2	2
260	а потому	2	2
261	и этот	2	2
262	как таковой	1	2
263	самого себя	2	2
264	если он	3	2
265	должна быть	8	2
266	научной литературе	1	2
267	из таких	1	2
268	или по	2	2
269	вопросу о	1	2
270	и дает	2	2
271	не с	8	2
272	или нет	1	2
273	или просто	1	2
274	например с	1	2
275	лишь на	1	2
276	и тот	1	2
277	не на	2	2
278	оно не	6	2
279	в своих	3	2
280	более или	4	2
281	это положение	1	2
282	в россии	2	2
283	мы получаем	1	2
284	относятся к	1	2
285	с тем	8	2
286	в в	2	2
287	многих других	1	2
288	их в	6	2
289	совершенно одинаково	1	2
290	в которых	1	2
291	себя и	8	2
292	не имеет	2	2
293	по этим	1	2
294	когда в	1	2
295	в каком	6	2
296	к другому	3	2
297	а а	2	2
298	сразу и	2	2
299	у нее	1	2
300	но оно	3	2
301	во всяком	4	2
302	или ее	3	2
303	его и	4	2
304	можно сказать	8	2
305	в данном	6	2
306	сразу же	1	2
307	к другой	3	2
308	в основе	4	2
309	и более	4	2
310	он требует	1	2
311	что этот	1	2
312	что мы	17	2
313	в очень	1	2
314	нельзя было	4	2
315	такой случай	1	2
316	одной стороны	3	2
317	д в	1	2
318	в другом	3	2
319	том как	4	2
320	к себе	4	2
321	другой вопрос	3	2
322	с большой	1	2
323	и больше	13	2
324	что одна	1	2
325	мы получим	3	2
326	в одном	6	2
327	в различных	1	2
328	и когда	5	2
329	от других	1	2
330	это качество	1	2
331	превращается в	3	2
332	то как	2	2
333	не что	12	2
334	тогда как	3	2
335	что же	17	2
336	стороны ее	1	2
337	без всякого	7	2
338	быть изучены	1	2
339	в данной	2	2
340	тем же	2	2
341	же они	3	2
342	одной из	1	2
343	сына и	1	2
344	на этот	1	2
345	что она	23	2
346	момент в	6	2
347	что именно	4	2
348	всяком случае	2	2
349	но так	1	2
350	д а	1	2
351	себя в	11	2
352	другого и	1	2
353	или другой	3	2
354	заставляет его	1	2
355	для него	8	2
356	д все	1	2
357	в свое	2	2
358	ответ на	1	2
359	то они	1	2
360	знать что	2	2
361	в научной	2	2
362	ничем не	4	2
363	что иное	12	2
364	может не	4	2
365	данном случае	2	2
366	на вопрос	2	2
367	в основу	1	2
368	и заставляет	2	2
369	с одной	3	2
370	вывод что	1	2
371	ни к	3	2
372	ни было	12	2
373	этом отношении	2	2
374	для нас	2	2
375	все это	7	2
376	с другими	8	2
377	дается в	1	2
378	но с	2	2
379	спасение от	1	2
380	входить в	1	2
381	как таковая	4	2
382	о характере	1	2
383	это мы	1	2
384	одним из	1	2
385	это еще	1	2
386	исходят из	2	2
387	вообще не	6	2
388	между собою	12	2
389	очень много	1	2
390	представляют собою	1	2
391	же оно	3	2
392	за которым	1	2
393	живой и	2	2
394	у него	3	2
395	средство для	1	2
396	в чем	10	2
397	или менее	4	2
398	и таким	2	2
399	это так	4	2
400	чтобы его	1	2
401	бы в	9	2
402	а потом	3	2
403	вопрос не	1	2
404	могли бы	1	2
405	обычно в	1	2
406	а с	3	2
407	бы считать	1	2
408	и даже	12	2
409	в самых	1	2
410	она не	9	2
411	ту же	2	2
412	дело не	4	2
413	решить вопрос	1	2
414	быть и	5	2
415	в частности	3	2
416	из этих	1	2
417	должны быть	6	2
418	или иные	1	2
419	что эта	2	2
420	всех других	1	2
421	вопрос откуда	1	2
422	в нее	1	2
423	как то	1	2
424	из его	2	2
425	вопрос в	1	2
426	однако в	3	2
427	это можно	2	2
428	ее из	1	2
429	что о	2	2
430	если они	2	2
431	как будто	2	2
432	д и	11	2
433	д если	1	2
434	если она	11	2
435	но они	2	2
436	в одну	2	2
437	можно отметить	1	2
438	иное как	12	2
439	я разумею	1	2
440	с привлечением	2	1
441	в той	6	1
442	это лицо	1	1
443	в особенности	3	1
444	во всем	2	1
445	какого бы	2	1
446	нет а	1	1
447	и живого	1	1
448	только функции	2	1
449	однако и	1	1
450	и может	3	1
451	этот материал	1	1
452	это утверждение	1	1
453	правда очень	1	1
454	отношении между	1	1
455	никак нельзя	2	1
456	все что	3	1
457	образом и	4	1
458	для всех	1	1
459	до сих	1	1
460	еще раз	1	1
461	можно говорить	2	1
462	к иному	1	1
463	отвечает на	1	1
464	и на	2	1
465	одном случае	1	1
466	на эти	1	1
467	только те	2	1
468	же и	2	1
469	как с	7	1
470	состоять из	1	1
471	было так	1	1
472	такую форму	1	1
473	которые не	1	1
474	на западе	1	1
475	на анализе	1	1
476	за исключением	1	1
477	он только	1	1
478	его с	1	1
479	понятие как	1	1
480	на ее	3	1
481	никогда меня	1	1
482	или иных	2	1
483	дело с	1	1
484	в применении	2	1
485	момента в	1	1
486	и менее	1	1
487	при этом	1	1
488	даже в	1	1
489	пр также	1	1
490	эти и	1	1
491	работ по	1	1
492	это значит	30	1
493	которым они	2	1
494	связанное с	1	1
495	не требует	1	1
496	есть функция	1	1
497	и получает	1	1
498	хотя о	1	1
499	но ведь	2	1
500	равным образом	4	1
501	вообще однако	1	1
502	в с	2	1
503	остановиться на	3	1
504	а есть	5	1
505	одно из	2	1
506	самого т	1	1
507	не столько	2	1
508	и делает	2	1
509	это одна	1	1
510	то не	7	1
511	если этого	2	1
512	или другого	1	1
513	под этим	1	1
514	это определение	1	1
515	со всеми	1	1
516	в них	1	1
517	этом основании	1	1
518	и самая	1	1
519	свет а	1	1
520	вообще с	1	1
521	если не	3	1
522	стоит в	1	1
523	этой точки	3	1
524	в окне	1	1
525	вместо того	1	1
526	конечно и	2	1
527	мы понимаем	1	1
528	от одного	2	1
529	именно и	1	1
530	и с	11	1
531	их и	1	1
532	на улицу	1	1
533	равно как	4	1
534	следовательно в	2	1
535	частью в	1	1
536	самостоятельно и	1	1
537	и все	6	1
538	легко и	1	1
539	оно есть	16	1
540	за нами	1	1
541	из самых	3	1
542	целей это	1	1
543	она является	4	1
544	именно в	2	1
545	большого количества	1	1
546	же самый	1	1
547	и действительно	1	1
548	исходить из	2	1
549	том или	2	1
550	или другие	4	1
551	отношения к	3	1
552	пропасть и	1	1
553	также не	1	1
554	к таким	1	1
555	эти явления	1	1
556	необходимо для	1	1
557	как не	2	1
558	с ними	4	1
559	уже указано	1	1
560	духа в	1	1
561	и очень	1	1
562	видим таким	1	1
563	а именно	1	1
564	но волевое	1	1
565	он обозначает	1	1
566	даже просто	2	1
567	в своей	6	1
568	одновременно и	1	1
569	кем и	2	1
570	на эту	1	1
571	никем не	1	1
572	явлений и	3	1
573	увидим как	1	1
574	наступает на	3	1
575	в коем	1	1
576	прочим и	2	1
577	ли он	1	1
578	этим они	1	1
579	е на	2	1
580	о котором	2	1
581	какая разница	1	1
582	есть то	12	1
583	но раз	2	1
584	в это	2	1
585	собою так	1	1
586	что необходимо	1	1
587	для их	1	1
588	которая не	1	1
589	свою собственную	1	1
590	является то	1	1
591	ничего общего	1	1
592	раз при	1	1
593	совершенно безразлично	1	1
594	об отношении	4	1
595	и нет	3	1
596	возникает другой	1	1
597	второй тип	1	1
598	и обозначает	1	1
599	же просто	1	1
600	решительно все	3	1
601	такое положение	1	1
602	к данной	3	1
603	мифологии и	1	1
604	пр что	2	1
605	еще и	11	1
606	в подробности	1	1
607	совершенно не	11	1
608	во все	1	1
609	к этой	1	1
610	всего и	1	1
611	больше чем	1	1
612	собственно говоря	5	1
613	в котором	4	1
614	которые мы	2	1
615	мы переходим	1	1
616	понятия и	1	1
617	или вернее	2	1
618	на части	1	1
619	или другим	2	1
620	как та	1	1
621	в последней	1	1
622	по тем	1	1
623	мы имели	1	1
624	применении к	3	1
625	в пример	1	1
626	случае и	1	1
627	не простое	1	1
628	школы исходят	1	1
629	она могла	2	1
630	в свою	5	1
631	имеет в	1	1
632	так чтобы	4	1
633	ii и	1	1
634	меня на	2	1
635	это все	3	1
636	но то	4	1
637	в отдельности	4	1
638	явления и	4	1
639	только как	2	1
640	если идти	1	1
641	освещения вопроса	1	1
642	понимания может	1	1
643	тех пор	1	1
644	с трудом	2	1
645	раз она	2	1
646	хотя это	2	1
647	уже было	1	1
648	точно и	1	1
649	этой связи	1	1
650	как эта	1	1
651	для нее	2	1
652	между двумя	1	1
653	те или	5	1
654	именно на	1	1
655	для меня	3	1
656	только один	3	1
657	какое же	1	1
658	основе ее	1	1
659	значение для	1	1
660	только на	3	1
661	смысл который	1	1
662	втором случае	1	1
663	язык есть	2	1
664	далее если	1	1
665	не потому	7	1
666	говорит что	1	1
667	ее сущности	1	1
668	образом что	1	1
669	и исчезает	1	1
670	не будет	13	1
671	и до	6	1
672	что существуют	2	1
673	не вполне	2	1
674	можно ли	7	1
675	что ее	2	1
676	же время	4	1
677	камни и	1	1
678	свою очередь	5	1
679	им в	1	1
680	она все	1	1
681	же самое	1	1
682	всего этого	1	1
683	и а	3	1
684	так то	4	1
685	может ли	2	1
686	что здесь	2	1
687	из наиболее	2	1
688	и там	1	1
689	одно и	6	1
690	то возникает	1	1
691	отношение к	4	1
692	или если	1	1
693	не как	2	1
694	ее не	6	1
695	она может	4	1
696	сведений о	1	1
697	мог бы	7	1
698	то для	1	1
699	они должны	1	1
700	и одинаково	1	1
701	на огромную	1	1
702	фактически не	1	1
703	а сам	1	1
704	или нет?	3	1
705	что я	26	1
706	эти вопросы	1	1
707	самого в	1	1
708	будем говорить	1	1
709	не свойственны	1	1
710	первый тип	2	1
711	то она	2	1
712	бы сказать	2	1
713	от разрешения	1	1
714	е они	1	1
715	ему соответствует	1	1
716	раза в	1	1
717	же из	1	1
718	на ряд	1	1
719	деле в	1	1
720	не стоит	2	1
721	он сам	2	1
722	и возможно	2	1
723	при каких	1	1
724	моментов а	2	1
725	коем случае	1	1
726	друг с	2	1
727	в первой	2	1
728	уже по	1	1
729	в эти	1	1
730	есть категория	1	1
731	о чем	2	1
732	она есть	12	1
733	у вас	1	1
734	мы еще	2	1
735	они могут	1	1
736	только о	2	1
737	но которые	1	1
738	нет если	2	1
739	общий принцип	1	1
740	в ее	8	1
741	тот же	4	1
742	дает возможность	1	1
743	не то	4	1
744	указанием на	2	1
745	термин который	2	1
746	меня не	2	1
747	частей которые	1	1
748	об их	3	1
749	как к	5	1
750	она имеет	6	1
751	переходим к	1	1
752	и такой	2	1
753	и то	14	1
754	не зная	1	1
755	чтобы это	3	1
756	в себе	23	1
757	но на	2	1
758	что ему	3	1
759	или оно	1	1
760	собой и	1	1
761	с большим	1	1
762	с но	2	1
763	перевести на	1	1
764	ему в	1	1
765	то оно	1	1
766	существу и	1	1
767	содержится в	3	1
768	видим как	1	1
769	получить ее	1	1
770	которое он	1	1
771	зависит и	1	1
772	во всей	1	1
773	это будет	4	1
774	указать на	1	1
775	должно быть	8	1
776	и уж	2	1
777	что каждая	1	1
778	еще до	1	1
779	и вот	4	1
780	есть у	2	1
781	вполне может	1	1
782	в состоянии	2	1
783	в его	5	1
784	при таких	1	1
785	он как	1	1
786	или они	1	1
787	мы действительно	1	1
788	формы но	1	1
789	сравнить с	1	1
790	на что	1	1
791	есть но	2	1
792	даже такие	1	1
793	он начинает	1	1
794	пор как	1	1
795	бы на	3	1
796	из моментов	1	1
797	с тех	1	1
798	находится в	4	1
799	ее можно	1	1
800	как раз	16	1
801	это дает	1	1
802	такое же	1	1
803	о нем	1	1
804	что с	1	1
805	мало того	1	1
806	что несмотря	1	1
807	и сама	4	1
808	где он	1	1
809	лиц и	1	1
810	и новое	1	1
811	состоят из	1	1
812	что каждый	1	1
813	чтобы получить	1	1
814	нет это	3	1
815	вопрос а	1	1
816	же не	4	1
817	чем же	5	1
818	в немецкой	1	1
819	силу и	1	1
820	нет? если	1	1
821	стремится к	1	1
822	действительно это	1	1
823	и сила	1	1
824	невозможно оно	1	1
825	что все	2	1
826	в их	4	1
827	мы находим	5	1
828	вещей на	1	1
829	видит в	1	1
830	совершенно ясно	2	1
831	только он	1	1
832	д словом	1	1
833	понимает что	1	1
834	на каком	1	1
835	вне этой	1	1
836	ли ее	1	1
837	и притом	4	1
838	без всяких	1	1
839	нужно иметь	1	1
840	как ни	1	1
841	одно а	1	1
842	или иной	1	1
843	от тех	1	1
844	ли мы	2	1
845	как по	1	1
846	и где	1	1
847	в виду	2	1
848	только никакого	1	1
849	во внимание	1	1
850	и которая	1	1
851	этим и	1	1
852	но эта	2	1
853	дело в	6	1
854	исторической действительности	1	1
855	нужно только	3	1
856	что не	11	1
857	как его	1	1
858	смысла но	2	1
859	уже совершенно	1	1
860	и другое	6	1
861	как нечто	3	1
862	где нет	1	1
863	в таком	1	1
864	кто в	1	1
865	когда говорят	1	1
866	между ними	6	1
867	нас к	1	1
868	быть или	1	1
869	и она	3	1
870	помнить что	1	1
871	е не	5	1
872	по одному	1	1
873	может только	1	1
874	есть в	4	1
875	но по	1	1
876	эти две	6	1
877	не есть	79	1
878	от одной	1	1
879	между прочим	4	1
880	д то	1	1
881	так в	1	1
882	в ряду	1	1
883	всего она	1	1
884	на одном	1	1
885	на все	2	1
886	и со	2	1
887	превратился бы	2	1
888	уже давно	1	1
889	средствами и	1	1
890	что им	1	1
891	о которых	2	1
892	только и	8	1
893	нисколько не	7	1
894	бы мы	1	1
895	предмета но	1	1
896	и это	17	1
897	с другом	2	1
898	не нужно	3	1
899	после всех	1	1
900	словами не	2	1
901	могло бы	1	1
902	но к	2	1
903	сих пор	1	1
904	и вообще	6	1
905	к истории	2	1
906	метод и	2	1
907	той или	3	1
908	этих двух	2	1
909	имеют и	1	1
910	они все	1	1
911	здесь как	2	1
912	того или	1	1
913	разница между	1	1
914	но можно	3	1
915	существа к	1	1
916	него самого	1	1
917	и эти	3	1
918	вопрос но	1	1
919	бы к	2	1
920	таким же	1	1
921	с самого	1	1
922	могут служить	1	1
923	отличие от	1	1
924	возможны и	1	1
925	действия в	1	1
926	данный момент	1	1
927	она должна	4	1
928	бы только	2	1
929	до бесконечности	2	1
930	то какое	1	1
931	мы говорили	2	1
932	он ничего	2	1
933	имен и	3	1
934	принципов и	1	1
935	оказалось бы	1	1
936	может идти	2	1
937	д таким	1	1
938	таких условиях	1	1
939	где я	1	1
940	и ни	3	1
941	от самого	1	1
942	в течение	1	1
943	с какой	2	1
944	можно выбирать	1	1
945	тот момент	2	1
946	но он	2	1
947	мы опять	1	1
948	самому себе	1	1
949	так что	9	1
950	для тех	3	1
951	является его	1	1
952	кажется что	1	1
953	есть всегда	5	1
954	более мелких	1	1
955	все основные	1	1
956	но она	3	1
957	как видно	1	1
958	не приходится	1	1
959	настоящий очерк	1	1
960	как он	2	1
961	это или	1	1
962	форма есть	1	1
963	становится на	1	1
964	кто же	1	1
965	не дает	1	1
966	конечно в	1	1
967	у кого	1	1
968	является одним	1	1
969	же он	1	1
970	в нашей	1	1
971	имени или	2	1
972	как явление	1	1
973	а этот	1	1
974	она хочет	1	1
975	лишь как	2	1
976	что бы	1	1
977	думать что	1	1
978	или как	3	1
979	связи очень	1	1
980	и всякая	1	1
981	однако если	1	1
982	или иное	1	1
983	элементы и	2	1
984	когда мы	6	1
985	не необходимо	1	1
986	меняется и	2	1
987	скажем что	1	1
988	если только	1	1
989	на это	5	1
990	быть не	5	1
991	чем она	1	1
992	много было	1	1
993	в плане	1	1
994	или другом	2	1
995	и каждый	1	1
996	бы он	1	1
997	этом и	2	1
998	иногда это	1	1
999	каждое новое	1	1
1000	теперь когда	1	1
1001	эти признаки	1	1
1002	другого нет	1	1
1003	и сердца	1	1
1004	здесь опять	1	1
1005	то их	3	1
1006	в силу	4	1
1007	сущности к	1	1
1008	по законам	2	1
1009	из этого	3	1
1010	очень редко	3	1
1011	один и	2	1
1012	тех или	6	1
1013	не имеющий	1	1
1014	все другие	1	1
1015	если на	1	1
1016	ли в	3	1
1017	это совершенно	4	1
1018	в окно	1	1
1019	надо было	1	1
1020	i и	1	1
1021	может и	3	1
1022	ведь и	6	1
1023	в него	1	1
1024	только одну	1	1
1025	с ее	10	1
1026	всех этих	1	1
1027	других лиц	1	1
1028	будет мне	2	1
1029	нет не	2	1
1030	имеет свою	1	1
1031	из этой	1	1
1032	и совершенно	2	1
1033	начинает с	1	1
1034	мы скажем	1	1
1035	не можем	3	1
1036	и наконец	1	1
1037	еще одно	1	1
1038	действительности без	2	1
1039	есть не	17	1
1040	а н	1	1
1041	вопросом о	1	1
1042	нечто иное	1	1
