N	3gram	Tiupa_Teor	DiskursI
572	возможность иной интонации	1	1
573	коммуникативное событие произведения	1	1
574	домонологично оно объединяет	1	1
575	стратегии художественного письма	1	1
576	тех или иных	3	1
577	встречающихся в дискурсе	1	1
578	одного сознания к	1	1
579	чувство себя самого	1	1
580	бы непосредственного присутствия	1	1
581	нас самих состоят	1	1
582	учителя жизни постоянно	1	1
583	возможность совершенно иной	1	1
584	его ценностно-смысловой позиции	1	1
585	необходимый фон романного	1	1
586	моментам родственным анекдотическому	1	1
587	есть монолог в	1	1
588	и раскованной беседы	1	1
589	в том или	1	1
590	в окказионально-авантюрном мире	1	1
591	к другому что	1	1
592	припоминая и примеряя	1	1
593	тип высказывания реализующий	1	1
594	не в качестве	1	1
595	первую очередь по	1	1
596	зримого жеста и	1	1
597	можно вести речь	1	1
598	судьбой отдельных лиц	1	1
599	продуктивный тип высказывания	1	1
600	к предмету речи	1	1
601	их отношении к	1	1
602	с читателем к	1	1
603	любой индивид чтобы	1	1
604	суть равнодостойные субъекты	1	1
605	вокруг я героя	2	1
606	содержание жизнеописания вполне	1	1
607	и поучаемого это	1	1
608	не могло быть	2	1
609	выводится в просторную	1	1
610	по своим коммуникативным	1	1
611	не сводятся к	2	1
612	и соотношений такая	1	1
613	последняя согласно удачной	1	1
614	которого он от	1	1
615	в точке этого	1	1
616	но не с	1	1
617	биография и не	1	1
618	не только на	1	1
619	притча разъединяет участников	1	1
620	косвенной речи хотя	1	1
621	есть не что	1	1
622	потому нейтральное к	1	1
623	и непристойность необыкновенное	1	1
624	непредубежденное любопытство к	1	1
625	иносказательность является своего	1	1
626	называемого чувства юмора	1	1
627	себе самому тогда	1	1
628	в литературных произведениях	1	1
629	лексики например в	1	1
630	и в пределах	1	1
631	смысле можно говорить	1	1
632	но не в	1	1
633	представляет собой исторически	1	1
634	столь свободным как	1	1
635	нам всегда предносится	1	1
636	в мире это	2	1
637	сам текст анекдота	1	1
638	субъектом этического выбора	1	1
639	отрешиться от нудительной	1	1
640	полускрытой рассеянной чужой	1	1
641	в рамках этой	1	1
642	в эпических жанрах	1	1
643	целом ряде произведений	1	1
644	языка и возможность	1	1
645	так называемого чувства	1	1
646	здесь действующие лица	1	1
647	уже не таково	1	1
648	в данном отношении	1	1
649	всегда преодолеваемая даль	1	1
650	первое может быть	1	1
651	коммуникативного события суть	1	1
652	живое непредубежденное любопытство	1	1
653	сказании повествуемой ситуации	1	1
654	ситуации рассказывания а	1	1
655	равнодостойности сознаний встречающихся	1	1
656	ни к какой	1	1
657	что из нас	1	1
658	в связи с	3	1
659	дистанции между ними	1	1
660	и должен занять	1	1
661	известного рода взаимная	1	1
662	сводится к этим	1	1
663	функционирование в культуре	1	1
664	двоякий жизненный опыт	1	1
665	заинтересовывать судьбой отдельных	1	1
666	глупость неуместность ошибка	1	1
667	не утрачивает своей	1	1
668	отношения к сообщаемому	2	1
669	требует авторитетное слово	1	1
670	поэтому анекдот невозможно	1	1
671	слушателя к содержанию	1	1
672	и развития самоопределяющегося	1	1
673	ценностями иными соседствами	1	1
674	сказания не от	1	1
675	действующие лица по	1	1
676	к иллюзии живого	1	1
677	с человеком неким	1	1
678	в рассказе чехова	1	1
679	всегда предносится целое	1	1
680	а не ценностно	1	1
681	развития самоопределяющегося субъекта	1	1
682	как субъекта самоопределения	1	1
683	преодолевая их внутреннюю	1	1
684	да и персонажи	1	1
685	анекдотическому дискурсу речевая	1	1
686	запечатлеваемый и запечатлевающий	1	1
687	же время они	1	1
688	и примеряя ее	1	1
689	причастности к общему	1	1
690	всем потому что	1	1
691	самой ситуации рассказывания	1	1
692	разъединяет участников коммуникативного	1	1
693	на этом пути	1	1
694	чего анекдот не	1	1
695	ее иносказательностью требует	1	1
696	личности совершается как	1	1
697	составляет преломляющая несобственно-прямая	1	1
698	это разделение иерархично	1	1
699	точке выхода его	1	1
700	любопытное занимательное неожиданное	1	1
701	позвоночника роману человек	1	1
702	между которыми устанавливаются	1	1
703	этого несовпадения человека	1	1
704	нем определенные возможности	1	1
705	из того что	1	1
706	речевой деятельности персонажа	1	1
707	но от божья	1	1
708	или иного рода	1	1
709	одном и том	1	1
710	острота или острота	1	1
711	литературного произведения по	1	1
712	от позиции учителя	1	1
713	имея в виду	1	1
714	далеко не сводятся	1	1
715	мира которая своей	1	1
716	кощунство и непристойность	1	1
717	субъекты смыслополагания между	1	1
718	ночной жанр посрамляющий	1	1
719	для рассказчика ни	1	1
720	содержанию сказания это	1	1
721	самобытного смысла развертывающейся	1	1
722	жизнь личности совершается	1	1
723	ценностной дистанции между	1	1
724	его уникальным жизненным	1	1
725	юмора умения отрешиться	1	1
726	принципиальное различие между	1	1
727	строим свою речь	1	1
728	от божья повеленья	1	1
729	анекдот не знает	1	1
730	дает позвоночника роману	1	1
731	поучаемого это разделение	1	1
732	текста да и	1	1
733	содержанию анекдота ни	1	1
734	но как субъекты	1	1
735	совершенно иными границами	1	1
736	в форме определенной	1	1
737	или иной строй	2	1
738	образ становящегося человека	1	1
739	жизненный опыт запечатлеваемый	1	1
740	пространственно-временных масштабов и	1	1
741	именно это ощущение	1	1
742	силу своей принципиальной	2	1
743	осуществлено только самим	1	1
744	но не верифицируемым	1	1
745	интонации и оценки	1	1
746	с совершенно иными	1	1
747	позицию которую может	1	1
748	и не быть	1	1
749	устремленный от одного	1	1
750	не может обладать	1	1
751	может и не	1	1
752	жизни то есть	1	1
753	лежат в основе	1	1
754	может быть проделано	1	1
755	лишь в стилевых	1	1
756	носителем и реализатором	1	1
757	сводится к служебной	1	1
758	в евгении онегине	1	1
759	эстетической деятельности в	1	1
760	в этих случаях	1	1
761	правило лишь в	1	1
762	об отсутствии в	1	1
763	речевая маска биографа	1	1
764	вещами и ценностями	1	1
765	убеждения организующего учительный	1	1
766	опыт присутствия в	1	1
767	доверия к чужому	1	1
768	собой позицию которую	1	1
769	носителей различного жизненного	1	1
770	неожиданное маловероятное беспрецедентное	1	1
771	самому тогда как	1	1
772	совершается как бы	1	1
773	не знает к	1	1
774	но в отличие	1	1
775	романного образа и	1	1
776	есть профанация священного	1	1
777	экзистенциальный опыт присутствия	1	1
778	а не с	1	1
779	ощущение составляет необходимый	1	1
780	изобразителя жизни повествователя	1	1
781	и возможность иного	1	1
782	фатально непреложный и	1	1
783	искусства не сводится	1	1
784	соседствами именно это	1	1
785	жизненным опытом выводится	1	1
786	в точке выхода	1	1
787	далеко не всякий	1	1
788	в этих сознаниях	1	1
789	и потому что	1	1
790	приятия не удовлетворяясь	1	1
791	речевой акт притчевого	1	1
792	между ними здесь	1	1
793	ним определенные задания	1	1
794	и том же	1	1
795	жеста и как	1	1
796	события на поучающего	1	1
797	свой опыт жизни	1	1
798	типу актанту не	1	1
799	нормы ни в	1	1
800	на статус знания	1	1
801	акте выбора осуществляется	1	1
802	с содержанием анекдота	1	1
803	не для себя	1	1
804	может обладать собственным	1	1
805	анекдот но без	1	1
806	его поступки только	1	1
807	при этом остается	1	1
808	субъектом данного высказывания	1	1
809	в своего рода	1	1
810	может быть редуцирован	1	1
811	согласно удачной характеристике	1	1
812	даже сказать что	1	1
813	определяемое отсутствием ценностной	1	1
814	еще не есть	1	1
815	при всем своем	1	1
816	к чему не	1	1
817	не от своея	1	1
818	их свободного согласия	1	1
819	трагедии шекспира или	1	1
820	их внутреннюю обособленность	1	1
821	ни анекдот ни	1	1
822	общим знанием поэтому	1	1
823	жизнеописания чего анекдот	1	1
824	биографического слова не	1	1
825	определенные задания реализуют	1	1
826	видения мира романного	1	1
827	событие то есть	1	1
828	в акте выбора	1	1
829	обладать собственным смыслом	1	1
830	к интонации доверительной	1	1
831	запечатленного в притче	1	1
832	и читателей это	1	1
833	к общенародной хвале	1	1
834	скрытой полускрытой рассеянной	1	1
835	полноценная биография возможна	1	1
836	судьбы они едины	1	1
837	мира романного образа	1	1
838	отделен от своей	1	1
839	жизни как исполненной	1	1
840	в одноименной трагедии	1	1
841	как субъекты этического	1	1
842	ситуации произнесения сказания	1	1
843	является своего рода	1	1
844	представляет собой некий	1	1
845	кто говорит и	2	1
846	оно не предполагает	1	1
847	к собственной ситуации	1	1
848	просторную сферу исторического	1	1
849	различного жизненного опыта	1	1
850	в противоположность характеру	1	1
851	не ценностно дистанцированной	1	1
852	выбор лексики например	1	1
853	сказание в известном	1	1
854	сюжетообразующим при этом	1	1
855	стратегию эстетического по	1	1
856	достоверным но не	1	1
857	анекдота ни столь	1	1
858	заключается в том	1	1
859	не дает позвоночника	1	1
860	позицию по отношению	1	1
861	и неоспоримый круговорот	1	1
862	от своей судьбы	1	1
863	активизации воспринимающего сознания	1	1
864	иными границами между	1	1
865	повествователя о ней	1	1
866	нечто смешное но	1	1
867	бросает звук в	1	1
868	это своего рода	2	1
869	приятия и ученичества	1	1
870	в эстетический объект	2	1
871	отношение слушателя к	1	1
872	окажется неадекватным субъект	1	1
873	должен не у-влекать	1	1
874	становления и развития	1	1
875	существенно связаны с	1	1
876	к однозначности и	1	1
877	субъектом инициативного самообнаружения	1	1
878	за ним всегда	1	1
879	нудительной серьезности бахтин	1	1
880	наизнанку глупость неуместность	1	1
881	от содержания сколько	1	1
882	самому герою жизнеописания	1	1
883	в коммуникативной ситуации	1	1
884	чужому слову чего	1	1
885	являет собой лишь	1	1
886	установка не на	1	1
887	себя в другом	1	1
888	на второй план	1	1
889	грани между индивидуальными	1	1
890	форме определенной жанровой	1	1
891	художественного целого это	1	1
892	предносится целое нашего	1	1
893	в двух последующих	1	1
894	сферу исторического бытия	1	1
895	собственно и составляющий	1	1
896	голоса зримого жеста	1	1
897	случае мы имеем	1	1
898	выхода его за	1	1
899	к реальному человеческому	1	1
900	своего рода механизмом	1	1
901	в новелле есть	1	1
902	эстетического объекта и	1	1
903	высказывания жанр в	1	1
904	том или ином	1	1
905	прошлого с позиций	1	1
906	параметрам сродни любому	1	1
907	герой жизнеописания может	1	1
908	ней установка не	1	1
909	жизнь глазами анекдота	1	1
910	его за пределы	1	1
911	коммуникативных стратегий в	1	1
912	ту или иную	2	1
913	к этим моментам	1	1
914	в себе и	1	1
915	в их отношении	1	1
916	раз-влекать их предлагая	1	1
917	посрамление словесное кощунство	1	1
918	не предполагает хоровой	1	1
919	предначертанность судьбы а	1	1
920	за которым обнаруживается	1	1
921	в имени тебе	2	1
922	в целом ряде	1	1
923	автора с читателем	1	1
924	сродни любому иному	1	1
925	иллюзии живого голоса	1	1
926	глазами анекдота это	1	1
927	смыслополагания между которыми	1	1
928	для восприятия сказания	1	1
929	анекдоте подготовившем почву	1	1
930	между ним и	1	1
931	между индивидуальными жизнями	1	1
932	субъект объект и	1	1
933	индивидуальной жизненной практике	1	1
934	и реализатором самобытного	1	1
935	ни столь пассивным	1	1
936	убавить ни изменить	1	1
937	от воспринимающего сознания	1	1
938	звук в архитектуру	1	1
939	а также в	1	1
940	с самим собою	1	1
941	к одному из	1	1
942	призван обладать проективной	1	1
943	регулятивная отношение слушателя	1	1
944	требует анекдот но	1	1
945	в мире на	1	1
946	фактический слушатель читатель	1	1
947	не в состоянии	1	1
948	чего бы то	1	1
949	столько от содержания	1	1
950	ощущаться завершенная и	1	1
951	не является ни	1	1
952	язык представляет собой	1	1
953	поведение двух сыновей	1	1
954	гегель именовал веком	1	1
955	это бывает в	1	1
956	не верифицируемым знанием	1	1
957	и тем более	1	1
958	выражает внеличную сторону	1	1
959	жанровой схемы и	1	1
960	не принадлежит к	1	1
961	которым обнаруживается преодолеваемая	1	1
962	активность адресата при	1	1
963	комическая апофегма то	1	1
964	есть нарушение запрета	1	1
965	ослабляет и смягчает	1	1
966	коммуникативную стратегию эстетического	1	1
967	с его уникальным	1	1
968	или субъектом инициативного	1	1
