N	2gram	Tiupa_Narr	OGranits
226	они не	3	1
227	построен на	1	1
228	которым можно	1	1
229	автору и	1	1
230	другое дело	1	1
231	только что	4	1
232	которая как	1	1
233	в хх	1	1
234	как средство	1	1
235	художественного высказывания	2	1
236	которые не	1	1
237	указать на	1	1
238	должно быть	1	1
239	на три	1	1
240	того как	1	1
241	и уж	1	1
242	картины мира	3	1
243	которой он	4	1
244	за исключением	1	1
245	понимаем всю	1	1
246	необходимо чтобы	1	1
247	разных местах	1	1
248	сводятся к	4	1
249	не могу	2	1
250	и вот	2	1
251	говоря и	2	1
252	на том	2	1
253	другими словами	1	1
254	такого рода	17	1
255	это все	1	1
256	но при	5	1
257	более или	2	1
258	может идти	1	1
259	внимание на	7	1
260	здесь она	1	1
261	потому что	7	1
262	в значительной	1	1
263	хх веке	1	1
264	от первого	4	1
265	но даже	1	1
266	того чтобы	7	1
267	же как	2	1
268	автора и	2	1
269	всю совокупность	1	1
270	и более	2	1
271	но такая	1	1
272	мы имеем	6	1
273	и у	4	1
274	также и	4	1
275	для которой	1	1
276	это и	2	1
277	для того	4	1
278	мира это	1	1
279	тому как	4	1
280	тому что	4	1
281	с одним	1	1
282	есть его	1	1
283	быть не	3	1
284	которых он	1	1
285	в современных	1	1
286	он и	2	1
287	хх века	1	1
288	ее жизни	1	1
289	его и	2	1
290	не всегда	4	1
291	в своем	7	1
292	и тогда	2	1
293	говорить не	1	1
294	на самый	1	1
295	этот момент	1	1
296	речи и	1	1
297	этом отношении	5	1
298	тем как	1	1
299	сознании не	1	1
300	что при	1	1
301	века однако	1	1
302	с языком	2	1
303	из наиболее	6	1
304	мысли и	1	1
305	исследования в	1	1
306	тем не	7	1
307	как это	7	1
308	в художественной	1	1
309	вследствие этого	1	1
310	речь которая	2	1
311	воплощенной в	1	1
312	этот не	1	1
313	объединены в	1	1
314	своей истории	2	1
315	только на	4	1
316	и через	2	1
317	действительного или	1	1
318	из того	1	1
319	об этом	8	1
320	из существеннейших	1	1
321	вступает в	2	1
322	области поэтики	1	1
323	только потому	1	1
324	звуков издаваемых	1	1
325	всего его	1	1
326	не приходится	1	1
327	никто не	1	1
328	и что	1	1
329	жизни литературного	1	1
330	на самом	1	1
331	в различных	1	1
332	уже была	1	1
333	для них	2	1
334	и тот	1	1
335	можно было	2	1
336	в этой	8	1
337	людей и	2	1
338	иметь в	1	1
339	в начале	4	1
340	ни одна	1	1
341	во все	1	1
342	в виду	2	1
343	в нашей	1	1
344	что к	1	1
345	чем его	1	1
346	возникает весьма	1	1
347	к другому	2	1
348	быть может	1	1
349	и до	1	1
350	сводится к	10	1
351	среде и	1	1
352	истории и	1	1
353	нет никакого	1	1
354	и есть	1	1
355	предстает не	1	1
356	они сводятся	1	1
357	подобно тому	4	1
358	но это	2	1
359	только то	1	1
360	не вполне	3	1
361	по себе	4	1
362	этот вопрос	1	1
363	обычно с	1	1
364	все равно	2	1
365	косвенной речи	1	1
366	по своей	3	1
367	же время	7	1
368	что слово	1	1
369	и иных	3	1
370	весьма характерное	1	1
371	его в	1	1
372	со всеми	3	1
373	возникает проблема	2	1
374	как то	1	1
375	каждый из	3	1
376	а на	2	1
377	связь с	1	1
378	а лишь	1	1
379	событий и	1	1
380	оказывается с	1	1
381	не было	3	1
382	связи с	3	1
383	или достоевского	1	1
384	события и	1	1
385	если не	4	1
386	речевого взаимодействия	1	1
387	этой точки	1	1
388	как известно	3	1
389	их исторической	1	1
390	что касается	3	1
391	состоит в	19	1
392	если только	1	1
393	как свой	1	1
394	не знает	2	1
395	или в	7	1
396	в основе	1	1
397	взаимодействия и	1	1
398	в организации	2	1
399	ему становится	1	1
400	на то	4	1
401	ни о	3	1
402	то не	1	1
403	же самое	3	1
404	сказал что	1	1
405	сознания не	1	1
406	вся эта	1	1
407	в отличие	6	1
408	их в	4	1
409	произведение как	1	1
410	течение всей	1	1
411	хотя они	1	1
412	одним из	2	1
413	не совсем	1	1
414	и чисто	1	1
415	пространство и	1	1
416	отношение к	2	1
417	между людьми	1	1
418	впервые в	1	1
419	внимания к	1	1
420	природы и	1	1
421	сказать что	5	1
422	на себя	5	1
423	прямая речь	1	1
424	в конечном	6	1
425	значения как	1	1
426	ему в	2	1
427	или менее	2	1
428	бытия то	2	1
429	она из	1	1
430	но имеется	1	1
431	или на	1	1
432	сдвиг в	1	1
433	конечном счете	4	1
434	он говорит	1	1
435	к другим	1	1
436	в конце	4	1
437	произведения и	1	1
438	образом не	1	1
439	обратимся к	1	1
440	одной из	2	1
441	например в	2	1
442	свести к	2	1
443	детей и	1	1
444	в контексте	1	1
445	в образе	1	1
446	по мере	2	1
447	слово не	1	1
448	целая система	1	1
449	к этому	2	1
450	не знаем	1	1
451	за которым	2	1
452	и как	4	1
453	лишь с	1	1
454	как о	2	1
455	вплоть до	5	1
456	до конца	2	1
457	эти три	1	1
458	все время	2	1
459	что он	7	1
460	столь же	6	1
461	времени в	3	1
462	звучит один	1	1
463	случаях когда	1	1
464	что она	3	1
465	или даже	3	1
466	не существует	3	1
467	далеко не	6	1
468	воззрений на	1	1
469	и о	4	1
470	но что	1	1
471	является не	1	1
472	в мире	8	1
473	вместе с	3	1
474	который в	2	1
475	одна из	5	1
476	на эту	1	1
477	и языка	1	1
478	в которых	1	1
479	времени эта	1	1
480	внимание к	2	1
481	но не	7	1
482	так в	4	1
483	и характер	1	1
484	и своей	1	1
485	в лирике	1	1
486	здесь и	1	1
487	одно из	2	1
488	с его	6	1
489	от другой	1	1
490	ли не	3	1
491	при таком	1	1
492	стиля мы	1	1
493	на одном	2	1
494	особенности в	1	1
495	по поводу	3	1
496	говорить и	2	1
497	в такой	1	1
498	на всем	1	1
499	быть и	3	1
500	в то	9	1
501	и ценностных	1	1
502	нам как	2	1
503	связаны между	1	1
504	мыслей и	1	1
505	тут же	1	1
506	один и	2	1
507	к двум	2	1
508	о художественном	1	1
509	отнюдь не	6	1
510	только с	2	1
511	группируются в	1	1
512	понятие о	1	1
513	и детализация	1	1
514	не будут	1	1
515	следует иметь	1	1
516	и оно	1	1
517	ведь и	1	1
518	когда в	4	1
519	в себя	3	1
520	благодаря которым	2	1
521	его внутреннее	1	1
522	в системе	1	1
523	в эстетике	1	1
524	для этого	1	1
525	она есть	1	1
526	с ее	3	1
527	они характеризуют	1	1
528	не из	1	1
529	того же	2	1
530	из одного	1	1
531	в едином	2	1
532	эстетике и	1	1
533	в самой	1	1
534	в виде	2	1
535	только о	1	1
536	одно слово	1	1
537	само по	1	1
538	здесь нет	1	1
539	как для	2	1
540	словами и	1	1
541	к нему	5	1
542	до его	1	1
543	едва ли	5	1
544	не можем	2	1
545	сливаются в	2	1
546	на втором	1	1
547	не смог	1	1
548	как все	2	1
549	это обычно	1	1
550	тем более	2	1
551	особенно в	3	1
552	не входит	1	1
553	внутренней речи	3	1
554	проникновению в	1	1
555	его можно	1	1
556	обратиться к	2	1
557	на материале	1	1
558	себе а	1	1
559	и сами	2	1
560	которой только	1	1
561	и особенно	1	1
562	еще не	6	1
