N	2gram	Bakhtin_Fr	Otkroven
256	силе и	1	1
257	не по	1	1
258	образ и	1	1
259	оба они	1	1
260	не быть	1	1
261	был бы	1	1
262	в ней	10	1
263	из всех	2	1
264	уже отмечали	2	1
265	еще страшнее	1	1
266	и судьбу	1	1
267	этого только	1	1
268	что это	9	1
269	в отношениях	1	1
270	и тогда	1	1
271	этом отношении	3	1
272	есть путь	1	1
273	жизни есть	1	1
274	всяком случае	1	1
275	он и	2	1
276	природе и	1	1
277	о чем	2	1
278	и по-новому	1	1
279	в свое	2	1
280	в сущности	8	1
281	действующих лиц	2	1
282	из которой	1	1
283	сам по	2	1
284	нигде и	1	1
285	все основные	3	1
286	в частности	2	1
287	говорит о	2	1
288	как это	2	1
289	о нем	3	1
290	между двумя	1	1
291	народа и	4	1
292	и больше	1	1
293	люди с	2	1
294	строгом смысле	1	1
295	чем у	1	1
296	что только	1	1
297	на нем	1	1
298	как у	3	1
299	что сам	1	1
300	и предметов	1	1
301	открытым и	1	1
302	и через	2	1
303	я бы	1	1
304	в которую	1	1
305	он должен	1	1
306	не с	1	1
307	характерна не	1	1
308	тот должен	1	1
309	и что	5	1
310	в одном	5	1
311	на самом	2	1
312	они в	3	1
313	у нас	4	1
314	в отношении	6	1
315	существа эти	1	1
316	можно было	4	1
317	уже указывали	2	1
318	свободы от	1	1
319	люди все	1	1
320	дается в	2	1
321	людей и	3	1
322	оказывается что	3	1
323	нет никакой	2	1
324	плоти и	1	1
325	не потому	1	1
326	и это	6	1
327	глубин и	1	1
328	ее с	1	1
329	свой особый	1	1
330	этого типа	1	1
331	свете в	1	1
332	него также	1	1
333	у многих	1	1
334	это есть	1	1
335	смысле этого	1	1
336	там и	3	1
337	в строгом	1	1
338	всякого человека	1	1
339	этой речи	2	1
340	и когда	3	1
341	и до	14	1
342	доходит до	1	1
343	с их	1	1
344	стихию которая	1	1
345	на людей	1	1
346	и иллюзий	2	1
347	по содержанию	1	1
348	природу и	1	1
349	бессмертия и	3	1
350	не вполне	1	1
351	за это	1	1
352	иначе чем	1	1
353	по своей	1	1
354	от жажды	2	1
355	человека с	2	1
356	его образ	1	1
357	которая была	2	1
358	думать что	1	1
359	в них	14	1
360	у нее	1	1
361	в форме	6	1
362	говорит он	1	1
363	связь с	2	1
364	было и	2	1
365	и всех	1	1
366	есть для	1	1
367	не совпадает	1	1
368	и даже	4	1
369	в глаза	2	1
370	пути от	1	1
371	сила и	1	1
372	и путь	1	1
373	самом деле	4	1
374	у которых	1	1
375	от всех	3	1
376	иногда и	1	1
377	и мыслей	2	1
378	говорит в	1	1
379	и формы	1	1
380	ведь все	3	1
381	и более	1	1
382	самим собой	1	1
383	с ними	4	1
384	и сам	2	1
385	личности всегда	1	1
386	остается и	1	1
387	среди них	1	1
388	в виду	4	1
389	в силу	1	1
390	бога и	1	1
391	на этот	1	1
392	дело в	2	1
393	динамично все	1	1
394	по недоразумению	1	1
395	из самых	4	1
396	от бога	1	1
397	места в	2	1
398	в мир	1	1
399	в силах	2	1
400	и эта	4	1
401	в эпоху	13	1
402	все подчинено	1	1
403	его как	3	1
404	отношения к	1	1
405	формы все	1	1
406	тем же	1	1
407	жизни как	1	1
408	одним словом	1	1
409	но есть	3	1
410	и каждый	1	1
411	от которой	1	1
412	заключается в	1	1
413	но от	1	1
414	начиная с	3	1
415	ее как	2	1
416	вещей и	2	1
417	он знает	2	1
418	он говорит	2	1
419	в конце	9	1
420	указывает на	1	1
421	в процессе	3	1
422	бы еще	2	1
423	например в	8	1
424	в жизни	1	1
425	но к	1	1
426	находится в	2	1
427	в корне	1	1
428	захватывает и	3	1
429	это движение	2	1
430	в космосе	1	1
431	характер и	2	1
432	был в	3	1
433	и без	1	1
434	на поверхности	1	1
435	им для	1	1
436	как от	1	1
437	легенды о	8	1
438	и как	5	1
439	этих словах	2	1
440	человека образ	1	1
441	всех тех	3	1
442	все время	4	1
443	идущих в	1	1
444	к его	2	1
445	бессмертии души	1	1
446	от народной	2	1
447	есть не	2	1
448	глубину в	1	1
449	в сознании	1	1
450	духа в	2	1
451	страха и	1	1
452	а именно	2	1
453	жизни и	6	1
454	одна из	7	1
455	в поэму	1	1
456	о судьбе	1	1
457	в мире	3	1
458	в разных	2	1
459	состоит из	1	1
460	одном из	5	1
461	и прежде	2	1
462	в одно	1	1
463	который в	1	1
464	как в	9	1
465	этого слова	1	1
466	другом месте	3	1
467	как будто	1	1
468	в совершенно	2	1
469	говорят о	1	1
470	кого не	1	1
471	лица в	1	1
472	а иногда	1	1
473	эта тема	1	1
474	вовлекает в	1	1
475	от этого	3	1
476	в народном	1	1
477	свободной и	1	1
478	и я	1	1
479	чувств и	1	1
480	эпоху возрождения	1	1
481	что во	1	1
482	да и	1	1
483	его жизни	1	1
484	счастья и	1	1
485	он ведет	1	1
486	ли он	1	1
487	в новом	1	1
488	видел в	1	1
489	в свой	1	1
490	женщинами и	1	1
491	возможности для	1	1
492	интерес к	2	1
493	но это	3	1
494	ты можешь	1	1
495	в эти	2	1
496	и после	1	1
497	природой и	1	1
498	в это	3	1
499	мир и	1	1
500	из него	1	1
501	себе и	2	1
502	всякий страх	1	1
503	чтобы не	1	1
504	нем все	1	1
505	но там	2	1
506	человека человек	1	1
507	представляется мне	1	1
508	не существенны	1	1
509	говорит с	1	1
510	страстей в	1	1
511	к которой	1	1
512	было не	1	1
513	из них	6	1
514	что их	2	1
515	вовсе не	11	1
516	его страшно	1	1
517	под влиянием	1	1
518	это так	1	1
519	уже не	2	1
520	в одной	5	1
521	мысли в	1	1
522	и дал	1	1
523	стороны с	2	1
524	это была	4	1
525	мировой истории	1	1
526	особенно в	2	1
527	с какими	1	1
528	мира в	6	1
529	со всеми	4	1
530	все внимание	1	1
531	говорится что	1	1
532	и самый	2	1
533	бы ни	1	1
534	бы в	3	1
535	к другому	1	1
536	был совершенно	1	1
537	отметить что	2	1
538	в недра	1	1
539	людей в	3	1
