N	2gram	Trubetskoy	Poddanst
214	должна быть	6	1
215	при отсутствии	2	1
216	наших глазах	1	1
217	эти ценности	1	1
218	более или	8	1
219	русские интеллигенты	1	1
220	того чтобы	8	1
221	мы знаем	10	1
222	по всему	1	1
223	только мы	2	1
224	как известно	3	1
225	из всех	5	1
226	во многих	1	1
227	себе те	1	1
228	что это	5	1
229	не более	2	1
230	одно и	1	1
231	знаем и	2	1
232	ни на	1	1
233	что при	7	1
234	есть как	1	1
235	не были	1	1
236	и уже	2	1
237	современной европе	1	1
238	мысли и	1	1
239	с которой	1	1
240	должна была	1	1
241	в государство	1	1
242	из этих	8	1
243	идеи и	1	1
244	что если	3	1
245	что с	6	1
246	положение что	1	1
247	и другие	1	1
248	сущность которого	1	1
249	только один	2	1
250	об отношении	1	1
251	а затем	2	1
252	от этой	1	1
253	мы все	2	1
254	в каждом	1	1
255	только на	1	1
256	что эта	4	1
257	борьбе с	1	1
258	чем тот	1	1
259	в других	1	1
260	и при	6	1
261	и что	9	1
262	в различных	1	1
263	не могла	1	1
264	связь между	1	1
265	с европой	1	1
266	на основании	1	1
267	что и	7	1
268	из европы	2	1
269	признавать что	1	1
270	ценности и	2	1
271	тем и	1	1
272	другой стороны	5	1
273	веры в	2	1
274	к жизни	1	1
275	что народ	2	1
276	далеко не	5	1
277	только то	2	1
278	в современной	1	1
279	в этих	3	1
280	не вполне	3	1
281	что все	5	1
282	в истории	3	1
283	как оно	1	1
284	можно рассматривать	1	1
285	различия между	3	1
286	в ином	1	1
287	так же	8	1
288	также и	2	1
289	его в	5	1
290	это имеет	1	1
291	знаем что	8	1
292	тем больше	1	1
293	сильны и	1	1
294	каждый из	3	1
295	цивилизация есть	1	1
296	все же	15	1
297	при виде	2	1
298	что составляет	1	1
299	и притом	1	1
300	идет речь	8	1
301	которого в	2	1
302	в настоящее	3	1
303	в борьбе	1	1
304	всего что	1	1
305	называли себя	1	1
306	но на	2	1
307	рассматривать как	2	1
308	национального целого	1	1
309	что его	4	1
310	того кто	1	1
311	в результате	9	1
312	в которой	5	1
313	от тех	3	1
314	в прошлом	1	1
315	не очень	2	1
316	должен быть	2	1
317	в этой	7	1
318	числе и	1	1
319	промежуток времени	2	1
320	к ним	2	1
321	и еще	1	1
322	этом не	1	1
323	из нее	2	1
324	к первому	1	1
325	два различных	1	1
326	тот или	1	1
327	что по	3	1
328	и где	2	1
329	на нее	2	1
330	из двух	2	1
331	настоящее время	3	1
332	ней и	1	1
333	том виде	2	1
334	же как	3	1
335	на себя	1	1
336	культуры и	11	1
337	с у	1	1
338	мы и	2	1
339	развития в	1	1
340	если мы	4	1
341	иначе как	1	1
342	та или	1	1
343	тем же	2	1
344	но для	2	1
345	почти исключительно	1	1
346	многие русские	1	1
347	возможно что	1	1
348	сливаются в	1	1
349	или иная	1	1
350	если он	2	1
351	более что	1	1
352	тогда когда	3	1
353	эти черты	2	1
354	и другим	1	1
355	находится в	1	1
356	давно уже	2	1
357	ясно что	8	1
358	без того	4	1
359	как и	10	1
360	во времена	1	1
361	и самих	1	1
362	или иной	1	1
363	многих других	2	1
364	чем другие	2	1
365	случаях когда	3	1
366	по одному	3	1
367	начала в	1	1
368	для каждого	1	1
369	народы мира	1	1
370	стремления к	1	1
371	в одно	2	1
372	именно потому	2	1
373	стремление к	1	1
374	дело идет	1	1
375	на то	9	1
376	к а	1	1
377	европы и	1	1
378	заставить их	1	1
379	и по	3	1
380	о господстве	1	1
381	и я	1	1
382	в эти	3	1
383	тех пор	2	1
384	что во	1	1
385	и только	2	1
386	это сделать	1	1
387	что именно	1	1
388	друг с	9	1
389	с чертами	1	1
390	всяком случае	2	1
391	о котором	7	1
392	не будут	2	1
393	сравнению с	5	1
394	эти последние	2	1
395	друг друга	2	1
396	современности и	1	1
397	в себя	2	1
398	многие из	5	1
399	для этого	7	1
400	с ее	2	1
401	более как	2	1
402	с другом	9	1
403	гораздо более	2	1
404	на каждом	2	1
405	не имеет	2	1
406	за тем	1	1
407	и особенно	2	1
408	смысл этого	1	1
409	одно из	3	1
410	или менее	8	1
411	пути к	1	1
412	мы возьмем	1	1
413	и ее	2	1
414	применительно к	1	1
415	отличаться от	1	1
416	тем чтобы	2	1
417	относиться к	1	1
418	области техники	1	1
419	в развитии	1	1
420	и среди	1	1
421	бы это	1	1
422	связаны с	1	1
423	совершенно ясно	2	1
424	из этой	2	1
425	никогда не	4	1
426	еще не	6	1
