N	3gram	Potebnia_M	Vladivir
170	потому что для	1	1
171	указывает на то	1	1
172	и все это	1	1
173	то есть не	3	1
174	бы для него	1	1
175	потому что она	1	1
176	не только мысли	1	1
177	собственно говоря и	1	1
178	тогда когда мы	1	1
179	в одном акте	1	1
180	том виде в	1	1
181	важную роль в	1	1
182	не иначе и	1	1
183	возможно только в	1	1
184	не имеют для	1	1
185	и теперь как	1	1
186	это было для	1	1
187	так а не	2	1
188	т д в	1	1
189	и в более	1	1
190	не потому что	1	1
191	нужно было бы	1	1
192	с такой точки	1	1
193	того что в	1	1
194	уже с самого	2	1
195	мысли и слова	1	1
196	с этой стороны	1	1
197	таким а не	1	1
198	такой точки зрения	1	1
199	с тем и	1	1
200	не есть следствие	1	1
201	можно думать что	3	1
202	в его сознании	1	1
203	и не с	1	1
204	и тем самым	2	1
205	во многих случаях	2	1
206	в своей дальнейшей	1	1
207	и в нашем	1	1
208	в глазах самого	2	1
209	без всякого участия	1	1
210	не только те	1	1
211	по себе не	3	1
212	виде в каком	1	1
213	что во всех	2	1
214	в ней не	1	1
215	самого себя то	1	1
216	может быть названа	1	1
217	и все признаки	1	1
218	не менее он	1	1
219	ни в одном	1	1
220	здесь как и	1	1
221	из всего этого	1	1
222	первой по времени	1	1
223	имеет дело с	2	1
224	и всякого рода	1	1
225	и не видно	1	1
226	почти та же	1	1
227	в этих последних	1	1
228	сама по себе	4	1
229	уже в самых	1	1
230	с тех пор	1	1
231	и самого себя	1	1
232	прежде всего его	1	1
233	как это часто	1	1
234	но все же	2	1
235	лицом к лицу	1	1
236	всех времен и	1	1
237	а тем что	1	1
238	о том как	1	1
239	и если это	1	1
240	только тогда когда	5	1
241	не без основания	1	1
242	не мог бы	1	1
243	от нее в	1	1
244	для него как	1	1
245	он в течение	1	1
246	и потому не	1	1
247	думать что в	1	1
248	из других источников	1	1
249	таком случае эта	1	1
250	что во время	1	1
251	может и не	1	1
252	на каждом шагу	1	1
253	нельзя сказать чтобы	1	1
254	на вопрос что	1	1
255	который сам по	1	1
256	мыслимо только в	1	1
257	что так как	1	1
258	слов того же	1	1
259	именно с тем	1	1
260	в нас любовь	1	1
261	мы не имеем	2	1
262	жизни все что	1	1
263	всего этого видно	1	1
264	и то не	1	1
265	и для него	1	1
266	только в своем	1	1
267	мысль о том	1	1
268	того времени когда	1	1
269	и не могло	1	1
270	еще не есть	1	1
271	я этого не	1	1
272	тем что в	1	1
273	не могли быть	1	1
274	но и в	4	1
275	к этой цели	2	1
276	видно из следующих	1	1
277	в том смысле	7	1
278	каждый из этих	1	1
279	только то в	1	1
280	и которые не	1	1
281	не только от	1	1
282	остаются для нас	1	1
283	с этой точки	2	1
284	что в душе	1	1
285	выйти за пределы	1	1
286	но когда мы	1	1
287	в одно целое	1	1
288	будет значить что	1	1
289	имеют для него	1	1
290	а не другим	1	1
291	так что не	2	1
292	чего я хочу	1	1
293	что не только	3	1
294	всех точек в	1	1
295	не тождественно с	1	1
296	человека то есть	1	1
297	и в тех	1	1
298	во всем своем	1	1
299	и той же	3	1
300	которого он не	1	1
301	тем и другим	1	1
302	или вернее сказать	1	1
303	в таком состоянии	1	1
304	и многое другое	1	1
305	на этот вопрос	2	1
306	то и другое	6	1
307	дает нам возможность	1	1
308	все же не	1	1
309	с какою она	1	1
310	так и мы	1	1
311	как мысль о	1	1
312	однако в этой	1	1
313	то прежде всего	1	1
314	под влиянием такого	1	1
315	не было бы	3	1
316	в противном случае	3	1
317	еще не знаю	1	1
318	бы в себе	2	1
319	но и все	1	1
320	т п с	1	1
321	а есть только	1	1
322	в целом а	1	1
323	смысле этого слова	3	1
324	то чего я	1	1
325	далеко не все	1	1
326	одной и той	3	1
327	при этом что	1	1
328	с другой не	1	1
329	только потому что	3	1
330	имеют для них	1	1
331	бытием но тем	1	1
332	мы будем называть	1	1
333	выше мы видели	1	1
334	и вообще все	1	1
335	не может получить	1	1
336	но тем не	6	1
337	именно так как	1	1
338	этого видно что	1	1
339	только одному человеку	1	1
340	и в свою	3	1
341	но во всяком	3	1
342	и то и	2	1
343	он не мог	1	1
344	то чего не	1	1
345	в собственном смысле	2	1
346	что касается до	2	1
347	не в одном	1	1
348	так же невозможно	1	1
349	в этой теории	1	1
350	не менее и	1	1
351	у него только	1	1
352	то это было	1	1
353	в таком виде	2	1
354	на первых порах	1	1
355	привело к тому	1	1
356	том смысле как	1	1
357	ничего не имеют	1	1
358	и с этой	2	1
359	время его жизни	1	1
360	в разных местах	1	1
361	мы уже не	1	1
362	то что я	1	1
363	что в истории	2	1
364	на что они	1	1
365	и не может	1	1
366	вопрос о том	1	1
367	этой точки зрения	1	1
368	в том виде	1	1
369	нельзя думать что	1	1
370	и не только	1	1
371	образом если не	1	1
372	вне его но	1	1
373	но и для	2	1
374	мы не можем	2	1
375	тому что все	1	1
376	это было бы	2	1
377	если бы не	3	1
