N	2gram	Vygotskiy_	Tragedij
176	с его	2	2
177	а как	1	2
178	тут же	1	2
179	не мог	4	2
180	тем что	7	2
181	не просто	7	2
182	и ее	4	2
183	никогда не	9	2
184	ничего не	4	2
185	друг друга	1	2
186	создается впечатление	2	2
187	любви и	1	2
188	в той	8	1
189	все в	1	1
190	во всем	2	1
191	и которое	1	1
192	то в	1	1
193	от него	2	1
194	несколько времени	1	1
195	его романа	1	1
196	теперь я	1	1
197	этом случае	1	1
198	утверждать что	2	1
199	только не	3	1
200	в окончательном	1	1
201	взгляд на	1	1
202	над ними	1	1
203	мы видим	15	1
204	в настоящем	1	1
205	что оно	5	1
206	это тот	1	1
207	для ребенка	1	1
208	мы встречаем	1	1
209	сама собой	3	1
210	таким образом	21	1
211	смотреть на	1	1
212	под маской	3	1
213	от самой	1	1
214	не понимал	1	1
215	перед собою	1	1
216	только что	10	1
217	на вопрос	1	1
218	начала трагедии	1	1
219	свидетельствует о	1	1
220	ты все	2	1
221	как много	2	1
222	часто и	1	1
223	того как	4	1
224	к этой	3	1
225	если он	5	1
226	прием и	1	1
227	почти не	2	1
228	таких людей	1	1
229	и который	2	1
230	с одной	7	1
231	и вот	6	1
232	его с	1	1
233	что даже	2	1
234	должна быть	5	1
235	но еще	1	1
236	к себе	2	1
237	с такой	7	1
238	против кого	1	1
239	о рассказе	1	1
240	он считает	2	1
241	что уже	1	1
242	с этой	5	1
243	и при	1	1
244	только нет	1	1
245	ко всему	1	1
246	она всегда	1	1
247	дело с	5	1
248	в применении	1	1
249	в стиле	1	1
250	начала и	2	1
251	в комментариях	1	1
252	тогда и	1	1
253	это часто	1	1
254	то для	1	1
255	что эта	8	1
256	естественно что	1	1
257	неизмеримо более	1	1
258	вдруг с	2	1
259	отдельные черты	1	1
260	на деле	4	1
261	так ли	2	1
262	романа в	1	1
263	даже против	1	1
264	вот как	2	1
265	что при	5	1
266	это она	1	1
267	с этими	2	1
268	того что	9	1
269	сам по	2	1
270	мечта о	1	1
271	о нем	2	1
272	любит и	1	1
273	нам еще	1	1
274	сам автор	5	1
275	не как	1	1
276	а затем	1	1
277	для нас	14	1
278	где он	3	1
279	и всегда	2	1
280	его правоту	1	1
281	собака с	1	1
282	возьмем ли	1	1
283	одно из	4	1
284	на одной	1	1
285	смысл этой	3	1
286	как он	2	1
287	нет это	1	1
288	сам сознает	1	1
289	оттого что	1	1
290	в результате	3	1
291	в виду	6	1
292	чисто формальным	1	1
293	смысле этого	5	1
294	что наш	1	1
295	из ее	2	1
296	разговоре с	1	1
297	только в	9	1
298	не столько	1	1
299	по себе	5	1
300	третий раз	1	1
301	бессмысленной и	1	1
302	этом романе	1	1
303	нас от	2	1
304	есть высшая	1	1
305	в самой	9	1
306	видит в	3	1
307	чтобы превратить	1	1
308	а на	2	1
309	говорит он	3	1
310	а там	1	1
311	же являются	1	1
312	и притом	1	1
313	борьбу с	4	1
314	не было	4	1
315	но он	5	1
316	здесь мы	6	1
317	мы понимаем	1	1
318	до этого	1	1
319	ли мы	1	1
320	не удалась	1	1
321	исходит от	1	1
322	вот что	1	1
323	имеет для	1	1
324	а также	1	1
325	или от	2	1
326	сказал что	1	1
327	что под	4	1
328	тот кто	1	1
329	заключается в	13	1
330	на нее	1	1
331	одним из	2	1
332	мысль о	1	1
333	мы начинаем	1	1
334	на себя	1	1
335	что не	5	1
336	как его	1	1
337	все события	2	1
338	теперь еще	1	1
339	которая составляет	2	1
340	не есть	1	1
341	именно в	3	1
342	противопоставляет свою	1	1
343	в третий	1	1
344	указывает на	8	1
345	тому что	10	1
346	случай не	1	1
347	ее души	1	1
348	из тех	1	1
349	в связи	1	1
350	с жизнью	1	1
351	сюжета но	1	1
352	и она	4	1
353	так часто	1	1
354	с такими	2	1
355	виде в	1	1
356	есть в	3	1
357	в своей	6	1
358	вместе с	10	1
359	что ж	1	1
360	и вместе	3	1
361	жизни ее	2	1
362	на этом	6	1
363	при таком	4	1
364	жизни в	1	1
365	роль в	2	1
366	не менее	1	1
367	не знать	1	1
368	и т	19	1
369	это происходит	1	1
370	перед собой	2	1
371	так сказать	6	1
372	этого характера	1	1
373	и глаза	1	1
374	на все	2	1
375	и взамен	1	1
376	бы не	5	1
377	может жить	1	1
378	в такой	5	1
379	со своей	3	1
380	потому как	1	1
381	и жизнь	1	1
382	и холодного	2	1
383	но у	1	1
384	между собой	2	1
385	именно эта	1	1
386	если можно	1	1
387	в двух	11	1
388	сравнению с	1	1
389	речи я	1	1
390	по самой	1	1
391	когда в	4	1
392	это было	4	1
393	но уже	1	1
394	романе в	2	1
395	вместе и	2	1
396	в стихах	3	1
397	в чем	3	1
398	лишь бы	1	1
399	ли это	3	1
400	сознательно и	1	1
401	в момент	1	1
402	к вам	1	1
403	имел на	1	1
404	но мы	4	1
405	человеком и	3	1
406	растет и	2	1
407	смысл этого	3	1
408	могло бы	4	1
409	назад то	1	1
410	в сцене	1	1
411	это самое	1	1
412	гораздо больше	1	1
413	начнем с	1	1
414	всем его	1	1
415	распространять на	1	1
416	бы в	3	1
417	в них	4	1
418	во всех	4	1
419	на свете	2	1
420	который он	1	1
421	борьба двух	1	1
422	во всяком	6	1
423	и потому	1	1
424	понятно что	1	1
425	это и	4	1
426	необходимое условие	1	1
427	о себе	1	1
428	до самой	1	1
429	к речи	1	1
430	совершенно не	8	1
431	самое главное	1	1
432	правда что	1	1
433	материалом для	2	1
434	но как	3	1
435	более чем	2	1
436	он же	1	1
437	не является	2	1
438	за то	1	1
439	а к	2	1
440	но гораздо	1	1
441	того самого	1	1
442	и цель	1	1
443	в котором	7	1
444	же я	1	1
445	в пьесе	1	1
446	виду не	1	1
447	с самого	10	1
448	не могли	5	1
449	в обществе	1	1
450	совершенно в	3	1
451	и новые	1	1
452	и которую	1	1
453	это мне	1	1
454	это понятие	2	1
455	применении к	1	1
456	связи с	2	1
457	два противоположных	1	1
458	ответом на	4	1
459	и ко	1	1
460	усиливают эффект	1	1
461	силы и	3	1
462	он пытался	1	1
463	случае и	1	1
464	в скрытом	1	1
465	для ее	1	1
466	была его	1	1
467	хотя бы	3	1
468	она не	10	1
469	эти слова	5	1
470	чтобы он	3	1
471	в припадке	1	1
472	этом мы	1	1
473	ее последней	1	1
474	когда я	3	1
475	стихах и	3	1
476	того чтобы	21	1
477	и если	13	1
478	от самого	1	1
479	на другой	1	1
480	таком виде	2	1
481	нашел в	1	1
482	природе вещей	1	1
483	но не	3	1
484	в другом	6	1
485	хочет и	1	1
486	в каких	1	1
487	между тем	10	1
488	представляет собой	3	1
489	быть не	2	1
490	повторяет в	1	1
491	понимаем что	1	1
492	в ней	23	1
493	мы опять	1	1
494	вызывает в	1	1
495	с совершенно	3	1
496	мы узнаем	3	1
497	в условиях	1	1
498	рассказывает в	1	1
499	характеры и	1	1
500	и чтобы	1	1
501	самом деле	33	1
502	из себя	3	1
503	этой связи	1	1
504	в которой	8	1
505	эти сюжетные	1	1
506	имеет целью	1	1
507	отвращение к	3	1
508	если так	2	1
509	бедствия и	1	1
510	именно на	3	1
511	не понимает	1	1
512	только один	2	1
513	а не	11	1
514	мысль что	4	1
515	а за	1	1
516	только на	3	1
517	и их	2	1
518	он именно	2	1
519	старика и	1	1
520	есть и	1	1
521	перед ее	1	1
522	она тоже	1	1
523	один раз	1	1
524	не могла	2	1
525	это была	1	1
526	свою трагедию	1	1
527	можно было	7	1
528	в форме	1	1
529	за пределы	1	1
530	к смерти	2	1
531	сам указывает	1	1
532	а между	1	1
533	но только	10	1
534	конечно в	3	1
535	вместо того	3	1
536	тем и	2	1
537	прикрас и	1	1
538	факт что	3	1
539	даже не	1	1
540	доходит до	1	1
541	и посвящена	1	1
542	не вполне	1	1
543	этого образа	1	1
544	морали как	1	1
545	что ее	3	1
546	в истории	3	1
547	рассказывает о	3	1
548	которую я	1	1
549	что когда	2	1
550	где мы	1	1
551	так он	1	1
552	над ним	2	1
553	человека и	1	1
554	говорили что	1	1
555	на всю	2	1
556	или как	2	1
557	самого начала	10	1
558	литературы и	1	1
559	самую суть	1	1
560	должны были	2	1
561	это его	1	1
562	перед ним	1	1
563	скажет что	1	1
564	умирает и	1	1
565	у которого	1	1
566	полагал что	3	1
567	он еще	1	1
568	всего этого	3	1
569	почти в	2	1
570	в какой-то	1	1
571	с другим	2	1
572	это же	2	1
573	могло быть	1	1
574	же взгляда	1	1
575	опять в	1	1
576	за этим	3	1
577	к ним	3	1
578	и еще	2	1
579	т п	7	1
580	он в	3	1
581	к ней	3	1
582	и вне	1	1
583	что ты	1	1
584	как мы	12	1
585	у себя	1	1
586	самой своей	1	1
587	казалось что	1	1
588	и особенно	1	1
589	что тут	1	1
590	на две	3	1
591	и о	6	1
592	ее не	3	1
593	наряду с	4	1
594	той же	6	1
595	характер ее	1	1
596	по сравнению	1	1
597	это мы	2	1
598	он сказал	4	1
599	самой природе	1	1
600	всяких прикрас	2	1
601	считает что	2	1
602	обратимся к	3	1
603	романа как	1	1
604	тот самый	1	1
605	в высшей	1	1
606	из первых	1	1
607	узнаем в	1	1
608	он бы	1	1
609	во времена	1	1
610	слова в	1	1
611	по плечу	1	1
612	и от	1	1
613	и есть	3	1
614	рассказ об	2	1
615	морали этот	1	1
616	с которым	2	1
617	все время	36	1
618	ты мне	1	1
619	мы отнюдь	1	1
620	объясняется тем	1	1
621	в общем	4	1
622	на этот	2	1
623	всегда оказывается	1	1
624	всю жизнь	1	1
625	этого нового	1	1
626	что без	1	1
627	такое время	1	1
628	для понимания	1	1
629	перед смертью	1	1
630	совершенно случайно	1	1
631	согласиться с	4	1
632	этого слова	5	1
633	например в	5	1
634	что именно	3	1
635	но если	6	1
636	заявляет что	1	1
637	а жизнь	1	1
638	и по	2	1
639	и эта	3	1
640	романа или	1	1
641	перед читателем	1	1
642	это в	3	1
643	всяком случае	6	1
644	в разговоре	1	1
645	ничего подобного	2	1
646	для чего	2	1
647	что сам	2	1
648	событий и	3	1
649	до начала	1	1
650	этими словами	3	1
651	не из	1	1
652	к ее	1	1
653	стиля и	1	1
654	даже сам	1	1
655	чтобы не	2	1
656	бы нарочно	1	1
657	и совершенно	9	1
658	он с	2	1
659	в трагедии	5	1
660	составляет самую	1	1
661	за счет	1	1
662	и наконец	2	1
663	что на	4	1
664	говорит не	2	1
665	на ту	1	1
666	форму то	1	1
667	с каким	1	1
668	не к	5	1
669	время с	2	1
670	обратиться к	4	1
671	поэтому он	2	1
672	внимания но	1	1
673	высшей степени	1	1
