N	4gram	Berdyaev_O	VelikijI
194	впрямь приходил ты лишь	1	1
195	свободно пошел он за	1	1
196	не по силам людей	1	1
197	свобода их веры тебе	1	1
198	и не любя их	1	1
199	жаждал свободной любви а	1	1
200	так часто тогда говорил	1	1
201	ли он сравниться в	1	1
202	мы не с тобой	1	1
203	порочного и вечно неблагородного	1	1
204	всего еще тогда полторы	1	1
205	ты хочешь идти в	1	1
206	еще тогда полторы тысячи	1	1
207	потому поступил как бы	1	1
208	с каким-то обетом свободы	1	1
209	страшатся ибо ничего и	1	1
210	судил о людях слишком	1	1
211	назад не ты ли	1	1
212	разве бунтовщики могут быть	1	1
213	слабые люди что не	1	1
214	чудесной жаждал свободной любви	1	1
215	имя твое но вспомни	1	1
216	и жаждал свободной веры	1	1
217	что было не по	1	1
218	по силам людей а	1	1
219	единственный путь которым можно	1	1
220	можешь с гордостью указать	1	1
221	и никогда не было	1	1
222	было всего только несколько	1	1
223	великолепной жертвы их во	1	1
224	могут и осмыслить которого	1	1
225	свободной веры а не	1	1
226	могли вытерпеть того что	1	1
227	их во имя твое	1	1
228	кто знает может быть	1	1
229	ты увеличил им ее	1	1
230	ничего и никогда не	1	1
231	овладеть свободой людей ты	1	1
232	слабого вечно порочного и	1	1
233	в силах вместить столь	1	1
234	тобой а с ним	1	1
235	жертвы их во имя	1	1
236	того чтобы овладеть свободой	1	1
237	тобою прельщенный и плененный	1	1
238	голыми руками с каким-то	1	1
239	которого они в простоте	1	1
240	в легенде о великом	3	1
241	и для человеческого общества	1	1
242	своим что наконец-то они	1	1
243	ставит в заслугу себе	1	1
244	что не могут быть	1	1
245	ним вот наша тайна	1	1
246	могучие? чем виновата слабая	1	1
247	и обременил ее мучениями	1	1
248	был устроен бунтовщиком разве	1	1
249	захотел поработить человека чудом	1	1
250	бесчинстве своем не могут	1	1
251	в мир и идешь	1	1
252	хлеб земной вдоволь для	1	1
253	не могут быть никогда	1	1
254	опять-таки не захотел поработить	1	1
255	и впрямь приходил ты	1	1
256	виновата слабая душа что	1	1
257	потому что малосильны порочны	1	1
258	тысяч да и то	1	1
259	свободы которого они в	1	1
260	для человеческого общества невыносимее	1	1
261	глазах слабого вечно порочного	1	1
262	бунтовщики могут быть счастливыми?	1	1
263	виноваты остальные слабые люди	1	1
264	идешь с голыми руками	1	1
265	вытерпеть того что могучие?	1	1
266	люди что не могли	1	1
267	слабая душа что не	1	1
268	приходил ты лишь к	1	1
269	сравниться в глазах слабого	1	1
270	с ним вот наша	1	1
271	гордых и воротился к	1	1
272	человека чтобы свободно пошел	1	1
273	не захотел поработить человека	1	1
274	тебе была дороже всего	1	1
275	не ты ли так	1	1
