N	2gram	Ircho_Kome	StatiiOP
541	два стиха	1	3
542	бы то	4	3
543	нельзя сказать	1	3
544	произведения и	1	3
545	не говоря	4	3
546	на том	1	3
547	разного рода	1	3
548	согласно которой	1	3
549	для своего	2	3
550	х годов	5	3
551	можно судить	4	3
552	также в	3	3
553	от этого	2	3
554	больше всего	2	3
555	в других	3	3
556	особенно в	1	3
557	бы в	3	3
558	до нас	9	3
559	в наше	1	3
560	эти слова	1	3
561	xviii в	1	3
562	не дает	1	3
563	то ни	4	3
564	совсем не	2	3
565	в первую	5	3
566	не могла	2	3
567	не раз	3	3
568	к первому	1	3
569	что во	1	3
570	образом в	2	3
571	свои силы	1	3
572	дворца в	1	3
573	себя внимание	4	3
574	в один	2	3
575	каждого из	2	3
576	наше время	2	3
577	и самый	1	3
578	при жизни	2	3
579	первую очередь	6	3
580	однако и	1	3
581	в содержании	1	3
582	почти не	2	3
583	это уже	2	3
584	целого ряда	1	3
585	которой я	1	3
586	из того	2	3
587	бы ни	1	3
588	что нет	1	3
589	оказывается в	1	3
590	меньшей мере	2	3
591	по истории	1	3
592	если это	2	3
593	отношения к	1	3
594	к его	3	3
595	бы не	1	3
596	так называемая	1	3
597	о котором	1	3
598	перед нами	1	3
599	вытекает из	1	3
600	сцены из	2	3
601	то и	3	3
602	в свою	2	3
603	наконец в	3	3
604	и и	3	3
605	на основе	1	3
606	с большой	1	3
607	на основании	7	3
608	слова с	1	3
609	связанных с	2	3
610	эти факты	1	3
611	заметить что	1	3
612	в данной	1	3
613	к изданию	1	3
614	только при	3	3
615	в сознании	4	3
616	по меньшей	2	3
617	идей и	1	3
618	только потому	2	3
619	действующего лица	2	3
620	г к	1	3
621	судя по	6	3
622	попадает в	1	3
623	эти годы	2	3
624	том числе	4	3
625	от которого	1	3
626	так в	6	3
627	в полном	2	3
628	течение всей	1	3
629	главы евгения	1	3
630	а к	2	3
631	двадцатых годов	2	3
632	ряде случаев	1	3
633	это еще	2	3
634	слово в	1	3
635	с той	2	3
636	и как	3	3
637	этот раз	5	3
638	если и	1	3
639	при таком	1	3
640	к концу	3	3
641	к своему	1	3
642	его же	1	3
643	или менее	2	3
644	он чувствует	1	3
645	всю свою	1	3
646	сомневаться в	3	3
647	когда он	1	3
648	отказ от	1	3
649	конечно в	1	3
650	в трех	1	3
651	от того	3	3
652	что из	3	3
653	молодой женщины	1	3
654	в книге	1	3
655	которой можно	1	3
656	далеко от	1	3
657	и ее	5	3
658	действительно не	1	3
659	в голову	1	3
660	свидетельствуют о	1	3
661	и других	7	3
662	все более	4	3
663	его современников	4	3
664	не к	2	3
665	и уже	2	3
666	еще несколько	1	2
667	еще при	1	2
668	для всех	5	2
669	мы и	1	2
670	в наследство	1	2
671	дело с	3	2
672	из всех	2	2
673	в разных	1	2
674	с сюжетом	2	2
675	тем как	2	2
676	ссылки на	1	2
677	воспоминания о	1	2
678	или нет	1	2
679	те же	1	2
680	точно так	1	2
681	остановиться на	2	2
682	мнение о	1	2
683	в драматическом	2	2
684	на свой	1	2
685	о мире	1	2
686	жизнь в	1	2
687	которым он	1	2
688	из самых	2	2
689	зрения на	2	2
690	стороны в	1	2
691	неизвестно кем	1	2
692	уже выше	1	2
693	кстати сказать	1	2
694	в многочисленных	1	2
695	самого и	1	2
696	обоих случаях	3	2
697	драмы в	1	2
698	роль в	2	2
699	но у	1	2
700	по своим	1	2
701	ли не	8	2
702	в театральном	1	2
703	сам же	1	2
704	на мой	1	2
705	ответить на	1	2
706	на этой	1	2
707	такие случаи	1	2
708	темы и	1	2
709	было в	1	2
710	следовало бы	1	2
711	по тем	1	2
712	которой он	2	2
713	поэта к	1	2
714	второй половины	2	2
715	из жизни	1	2
716	и другой	1	2
717	начал писать	1	2
718	осенью г	1	2
719	за собой	3	2
720	на пути	1	2
721	и когда	1	2
722	а между	1	2
723	превращается в	1	2
724	а только	1	2
725	является как	1	2
726	в политическом	4	2
727	г была	1	2
728	указания на	2	2
729	на уровень	1	2
730	убедиться в	1	2
731	мере не	1	2
732	и еще	5	2
733	ср также	4	2
734	него не	1	2
735	в контексте	1	2
736	как правило	5	2
737	что их	1	2
738	именно так	1	2
739	имеем дело	1	2
740	в зависимости	1	2
741	именно на	2	2
742	тут же	2	2
743	для этой	3	2
744	важно что	3	2
745	не представляется	1	2
746	но там	2	2
747	или лучше	1	2
748	сам по	1	2
749	с известным	1	2
750	время в	1	2
751	мы знаем	5	2
752	проявляется в	1	2
753	обвинение в	1	2
754	него самого	1	2
755	с тех	1	2
756	других источников	1	2
757	это обстоятельство	1	2
758	с меньшим	1	2
759	которого он	1	2
760	следить за	1	2
761	по содержанию	5	2
762	то она	1	2
763	бы только	1	2
764	как по	2	2
765	и можно	2	2
766	права на	1	2
767	до тех	1	2
768	под его	1	2
769	не укладывается	1	2
770	в последние	2	2
771	в изображении	2	2
772	указывает что	2	2
773	и она	1	2
774	лет до	1	2
775	в рукописях	1	2
776	начать с	1	2
777	поэт не	1	2
778	на себе	1	2
779	той или	1	2
780	чтобы понять	1	2
781	выражение в	1	2
782	мой взгляд	1	2
783	за основу	1	2
784	современного читателя	3	2
785	принципов и	1	2
786	зрения в	1	2
787	ту же	2	2
788	как человек	1	2
789	к новым	1	2
790	объясняется и	1	2
791	на чем	2	2
792	на нем	2	2
793	но зато	1	2
794	из сказанного	1	2
795	где в	1	2
796	годов в	1	2
797	ко времени	3	2
798	ни одной	3	2
799	это вовсе	1	2
800	вторую половину	1	2
801	едва ли	16	2
802	которой между	1	2
803	в общих	1	2
804	л и	1	2
805	что только	1	2
806	и от	2	2
807	этих словах	1	2
808	всю жизнь	1	2
809	бы быть	1	2
810	чаще всего	3	2
811	о роли	1	2
812	его к	1	2
813	который был	1	2
814	и насколько	1	2
815	с ее	2	2
816	не случайно	1	2
817	в число	3	2
818	не умеет	1	2
819	еще одно	1	2
820	она является	1	2
821	мы видели	2	2
822	г как	2	2
823	были бы	1	2
824	с полной	1	2
825	не нашел	1	2
826	ее появления	1	2
827	берет под	1	2
828	и этот	1	2
829	за ним	2	2
830	мы встречаем	5	2
831	обвинения в	4	2
832	был очень	1	2
833	представляется возможным	1	2
834	к одной	1	2
835	с и	5	2
836	надо сказать	1	2
837	его с	2	2
838	с такой	2	2
839	и при	1	2
840	связанное с	1	2
841	и из	2	2
842	хотя в	1	2
843	он почти	1	2
844	поэта в	1	2
845	который сам	1	2
846	для них	2	2
847	критики и	1	2
848	это была	2	2
849	целом ряде	1	2
850	все его	1	2
851	поэтому и	1	2
852	от своего	1	2
853	с ней	1	2
854	г где	1	2
855	с г	2	2
856	после г	2	2
857	кем и	1	2
858	не считать	1	2
859	и они	1	2
860	обильный материал	1	2
861	за пять	1	2
862	жизни в	1	2
863	этот образ	1	2
864	следующие слова	2	2
865	как следствие	1	2
866	к той	1	2
867	тоже по	1	2
868	было у	1	2
869	взаимоотношения между	1	2
870	с трагедией	1	2
871	со временем	2	2
872	тем у	1	2
873	то он	1	2
874	чем же	2	2
875	мог не	1	2
876	близости к	1	2
877	что ей	1	2
878	тех же	4	2
879	не имеют	1	2
880	да еще	2	2
881	это особенно	1	2
882	стихами в	1	2
883	зависимости от	1	2
884	в середине	5	2
885	факты из	1	2
886	и теперь	3	2
887	совпадают с	1	2
888	значение для	1	2
889	в которую	1	2
890	приводит в	1	2
891	сомнений что	1	2
892	на пять	1	2
893	от других	1	2
894	иначе в	2	2
895	чем не	1	2
896	было и	1	2
897	никаких оснований	1	2
898	в отличие	3	2
899	соответствии с	2	2
900	мог бы	3	2
901	ответа на	1	2
902	ни было	4	2
903	отрывок из	2	2
904	далеко не	1	2
905	общества в	1	2
906	ли можно	3	2
907	он может	1	2
908	по отдельным	2	2
909	у них	1	2
910	в деятельности	1	2
911	свое мнение	1	2
912	уже при	1	2
913	в м	1	2
914	тот же	5	2
915	оба раза	1	2
916	стихов и	1	2
917	чуть ли	2	2
918	жизни но	1	2
919	впрочем в	1	2
920	не означает	2	2
921	близок к	1	2
922	одних и	1	2
923	когда речь	1	2
924	пришли к	1	2
925	и вот	4	2
926	ли ты	1	2
927	и этим	1	2
928	мысль в	1	2
929	на что	1	2
930	в литературе	2	2
931	где он	2	2
932	видеть в	2	2
933	из своих	1	2
934	собой в	2	2
935	с их	4	2
936	к которым	1	2
937	не больше	1	2
938	и тому	1	2
939	и эта	1	2
940	народ на	1	2
941	был способен	2	2
942	к г	3	2
943	сцену из	1	2
944	изображен как	1	2
945	долгое время	1	2
946	но нельзя	1	2
947	перед собой	1	2
948	по своему	5	2
949	на все	3	2
950	сразу же	5	2
951	но уже	1	2
952	политическом отношении	3	2
953	со времени	1	2
954	и таким	2	2
955	другом случае	1	2
956	жизнь и	2	2
957	чтобы сделать	1	2
958	и тех	1	2
959	отличие от	4	2
960	в поле	4	2
961	потребность в	1	2
962	так называемой	3	2
963	этой комедии	5	2
964	и ни	1	2
965	в комедии	36	2
966	военных действий	1	2
967	при сравнении	1	2
968	отказаться от	2	2
969	однако ни	1	2
970	на меня	1	2
971	в характере	1	2
972	на четыре	1	2
973	каждый раз	1	2
974	это однако	2	2
975	в пределах	1	2
976	против того	1	2
977	тем самым	1	2
978	несколько раз	2	2
979	г под	1	2
980	в какой-то	3	2
981	в рамках	3	2
982	самые разнообразные	1	2
983	числе и	1	2
984	же самое	2	2
985	впечатление которое	1	2
986	пути к	1	2
987	бы он	1	2
988	о содержании	2	2
989	времени в	2	2
990	стечению обстоятельств	1	2
991	нуждается в	2	2
992	в эти	2	2
993	мы располагаем	1	2
994	тогда было	1	2
995	отношений к	1	2
996	он с	1	2
997	могла только	1	1
998	действующего в	1	1
999	во всем	1	1
1000	мы можем	6	1
1001	они являются	1	1
1002	всего это	1	1
1003	им было	1	1
1004	спора и	1	1
1005	несомненно что	1	1
1006	сам как	1	1
1007	в настоящем	2	1
1008	еще раз	1	1
1009	можно говорить	1	1
1010	первые годы	1	1
1011	время на	1	1
1012	выводу что	1	1
1013	проводит в	1	1
1014	вывод из	1	1
1015	к традициям	1	1
1016	за исключением	3	1
1017	лет спустя	2	1
1018	совершенно очевидно	1	1
1019	всех случаях	1	1
1020	что был	1	1
1021	по всему	3	1
1022	до самого	3	1
1023	нее в	1	1
1024	отрывках из	5	1
1025	и людмиле	1	1
1026	малейшего желания	1	1
1027	которым они	1	1
1028	родовой аристократией	1	1
1029	однако еще	1	1
1030	в принципе	3	1
1031	время не	1	1
1032	iii в	7	1
1033	намека на	1	1
1034	него в	1	1
1035	одному из	2	1
1036	народ и	1	1
1037	отклик на	2	1
1038	собой разумеется	1	1
1039	же году	1	1
1040	что народ	2	1
1041	с собой	2	1
1042	в апреле	1	1
1043	около г	3	1
1044	внешней формы	1	1
1045	по времени	1	1
1046	на события	1	1
1047	то теперь	1	1
1048	на стихи	1	1
1049	в рамки	1	1
1050	предположение и	1	1
1051	тем с	1	1
1052	вопрос об	1	1
1053	научная литература	1	1
1054	люди и	1	1
1055	же вполне	1	1
1056	в борьбе	1	1
1057	он имеет	1	1
1058	было вызвано	1	1
1059	ни малейшего	2	1
1060	имеет для	1	1
1061	оригинале это	1	1
1062	им по	1	1
1063	но вполне	1	1
1064	среди множества	1	1
1065	каким образом	1	1
1066	в сохранившихся	1	1
1067	впечатлении которое	1	1
1068	естественно не	2	1
1069	уверен в	1	1
1070	к более	1	1
1071	уже на	1	1
1072	было очень	1	1
1073	народа это	1	1
1074	из лучших	1	1
1075	от некоторых	1	1
1076	более тяжелые	1	1
1077	выражено в	1	1
1078	том каким	1	1
1079	рядом с	1	1
1080	видно из	4	1
1081	и другим	1	1
1082	был одним	1	1
1083	комедия в	1	1
1084	правда в	3	1
1085	там же	4	1
1086	похож на	1	1
1087	в собственном	1	1
1088	эта версия	1	1
1089	в порядке	2	1
1090	к действительности	1	1
1091	оказалась в	1	1
1092	представляли собой	1	1
1093	внимание что	1	1
1094	прошлого века	1	1
1095	и специально	1	1
1096	углом зрения	1	1
1097	об успехе	1	1
1098	в форму	2	1
1099	когда приходится	1	1
1100	только теперь	1	1
1101	которому не	1	1
1102	обращение к	1	1
1103	и нет	1	1
1104	мнение в	1	1
1105	основанный на	1	1
1106	в дальнейшем	1	1
1107	которое делает	1	1
1108	представляла собой	1	1
1109	а второй	1	1
1110	iv и	2	1
1111	одно время	1	1
1112	действительности в	1	1
1113	и отчасти	1	1
1114	выступление против	1	1
1115	из других	3	1
1116	сплошь да	2	1
1117	последних лет	1	1
1118	и лирических	1	1
1119	не встречаем	1	1
1120	представляют два	1	1
1121	нельзя было	1	1
1122	всегда совпадает	1	1
1123	сам не	1	1
1124	число таких	1	1
1125	отсюда и	1	1
1126	жизни эта	1	1
1127	упоминание о	1	1
1128	раб или	1	1
1129	всего этого	2	1
1130	с негодованием	3	1
1131	по возможности	1	1
1132	был тот	1	1
1133	в нескольких	2	1
1134	почти за	1	1
1135	и своим	1	1
1136	риск и	1	1
1137	вопроса об	1	1
1138	больше не	2	1
1139	по нынешним	1	1
1140	этот тезис	1	1
1141	между действующими	1	1
1142	особое место	1	1
1143	об отношении	2	1
1144	только на	2	1
1145	между отдельными	1	1
1146	это обычная	1	1
1147	победы над	1	1
1148	борьбе с	1	1
1149	приходит к	1	1
1150	нельзя отрицать	1	1
1151	чем его	1	1
1152	сил в	1	1
1153	не вполне	2	1
1154	в комических	1	1
1155	отклик в	1	1
1156	так называемых	3	1
1157	жизни он	1	1
1158	в глаза	1	1
1159	всегда и	1	1
1160	у своего	1	1
1161	ii в	4	1
1162	и судя	1	1
1163	страны в	1	1
1164	восходящих к	1	1
1165	самом начале	3	1
1166	были поэтому	1	1
1167	вернуться к	2	1
1168	сведений о	1	1
1169	доступ на	2	1
1170	слова дают	1	1
1171	которое так	1	1
1172	наряду с	7	1
1173	это два	1	1
1174	они должны	1	1
1175	мечтать о	1	1
1176	в нашем	2	1
1177	находится в	2	1
1178	как от	1	1
1179	в vii	4	1
1180	материал в	1	1
1181	и отдельные	1	1
1182	это что	1	1
1183	как результат	1	1
1184	тот что	1	1
1185	исходит из	1	1
1186	из трех	2	1
1187	своих рукописей	1	1
1188	речь о	2	1
1189	отказу от	1	1
1190	когда в	3	1
1191	отнести к	1	1
1192	были в	2	1
1193	можно сомневаться	2	1
1194	разницей что	1	1
1195	к начальному	1	1
1196	этом же	2	1
1197	себе как	1	1
1198	затем в	2	1
1199	который они	1	1
1200	себя в	2	1
1201	следует не	1	1
1202	появлялась на	1	1
1203	быта и	1	1
1204	доступ к	1	1
1205	он считал	1	1
1206	наибольшей степени	1	1
1207	о ней	1	1
1208	все известные	2	1
1209	в науках	1	1
1210	ближе к	1	1
1211	представить себе	3	1
1212	которую можно	2	1
1213	к гг	3	1
1214	были известны	2	1
1215	д все	1	1
1216	с презрением	1	1
1217	в годы	7	1
1218	эти люди	2	1
1219	слова сказанные	1	1
1220	не противоречит	1	1
1221	но отдавая	1	1
1222	отражение в	1	1
1223	последние десятилетия	3	1
1224	вокруг этого	1	1
1225	один пример	1	1
1226	похожи на	2	1
1227	наиболее ярких	2	1
1228	г можно	2	1
1229	время и	3	1
1230	чем на	2	1
1231	вполне понятно	1	1
1232	почти совсем	1	1
1233	с отдельными	1	1
1234	к себе	1	1
1235	прием который	1	1
1236	в состоянии	3	1
1237	нам известны	2	1
1238	в поисках	1	1
1239	в гг	3	1
1240	еще больше	1	1
1241	исторической достоверности	1	1
1242	конца в	1	1
1243	начала и	1	1
1244	и легко	1	1
1245	своей социальной	1	1
1246	объяснение в	1	1
1247	были эти	1	1
1248	рифмы не	1	1
1249	сравнить с	1	1
1250	а и	1	1
1251	то для	1	1
1252	более поздних	1	1
1253	обычно не	1	1
1254	руслане и	1	1
1255	эти детали	1	1
1256	на войну	2	1
1257	тем все	1	1
1258	своего друга	1	1
1259	десятилетия xix	1	1
1260	и самим	1	1
1261	тезис в	1	1
1262	оказался в	1	1
1263	сделать его	1	1
1264	богатым и	1	1
1265	не сохранилось	1	1
1266	и одного	1	1
1267	бы найти	1	1
1268	одному и	1	1
1269	из названных	1	1
1270	ее язык	1	1
1271	в общее	1	1
1272	иными словами	1	1
1273	и один	1	1
1274	уже находясь	1	1
1275	в третьем	1	1
1276	этого человека	1	1
1277	об их	1	1
1278	свой риск	1	1
1279	свои основания	1	1
1280	нового и	1	1
1281	и притом	2	1
1282	что после	3	1
1283	почему его	1	1
1284	внимание поэта	1	1
1285	он испытывал	1	1
1286	молодые люди	1	1
1287	№ и	2	1
1288	тут и	1	1
1289	свою силу	1	1
1290	ставило перед	1	1
1291	по аналогии	1	1
1292	в руслане	1	1
1293	оружием в	2	1
1294	поэтому он	1	1
1295	поэтому она	1	1
1296	всем что	1	1
1297	из уст	1	1
1298	и богатая	1	1
1299	о смерти	1	1
1300	пример из	1	1
1301	самых замечательных	1	1
1302	здесь же	1	1
1303	известие о	1	1
1304	в ожидании	1	1
1305	судить о	1	1
1306	в последних	3	1
1307	где к	1	1
1308	как видим	2	1
1309	но иногда	1	1
1310	встречается в	1	1
