N	3gram	Vinokur_St	Formalny
283	не столько в	1	1
284	в чем же	1	1
285	не имеет никакого	1	1
286	может быть даже	1	1
287	столько же сколько	1	1
288	о том что	19	1
289	а иногда и	2	1
290	самом деле конечно	1	1
291	того чтобы не	1	1
292	по крайней мере	2	1
293	а не по	1	1
294	и без того	1	1
295	что он уже	1	1
296	и в самом	3	1
297	во всей полноте	1	1
298	ту или иную	1	1
299	для них это	1	1
300	тот факт что	5	1
301	выходя за пределы	1	1
302	чтобы можно было	2	1
303	и не было	1	1
304	это объясняется тем	1	1
305	всему тому что	1	1
306	но столь же	2	1
307	только в том	3	1
308	от реальной действительности	1	1
309	и близкого ему	1	1
310	во всякой научной	1	1
311	б м эйхенбаум	1	1
312	т е уже	1	1
313	быть не могло	1	1
314	той же мере	1	1
315	в то время	2	1
316	случилось так что	1	1
317	нужно было бы	1	1
318	не столько с	1	1
319	на язык и	1	1
320	по случайным обстоятельствам	1	1
321	в эту сторону	1	1
322	как общее правило	1	1
323	вышедшая в году	1	1
324	не так легко	1	1
325	но для нас	1	1
326	в узком смысле	1	1
327	прямого отношения к	1	1
328	не могло в	1	1
329	как в самом	1	1
330	те или другие	1	1
331	вопрос в том	1	1
332	они даже не	1	1
333	если оно не	1	1
334	но ведь именно	1	1
335	может быть никакого	1	1
336	каких бы то	1	1
337	отметить что в	1	1
338	и быть не	1	1
339	и философской критики	1	1
340	без исключения в	1	1
341	одно и то	1	1
342	смыслового движения речи	1	1
343	что он просто	1	1
344	языка не может	1	1
345	так и на	1	1
346	отчета в том	2	1
347	что эта полемика	1	1
348	заключается в том	4	1
349	в начале своей	1	1
350	только потому что	2	1
351	что там где	1	1
352	во всех этих	1	1
353	должно было быть	1	1
354	и его современников	1	1
355	говорит об этом	2	1
356	могут быть указаны	1	1
357	зависеть от характера	1	1
358	оно не является	1	1
359	в том отношении	4	1
360	но именно в	1	1
361	и в наши	2	1
362	может быть признана	1	1
363	и что в	1	1
364	же как и	1	1
365	тем обстоятельством что	1	1
366	здесь нет и	1	1
367	случае ясно что	1	1
368	что в слове	1	1
369	те противоречия которые	1	1
370	намека на возможность	1	1
371	действительно было бы	1	1
372	по меньшей мере	3	1
373	в их разрешении	1	1
374	в таком виде	2	1
375	между тем в	1	1
376	должна была бы	4	1
377	в процессе которой	1	1
378	отрицательное отношение к	1	1
379	объясняется тем что	1	1
380	другой стороны и	1	1
381	не больше чем	1	1
382	она не могла	1	1
383	вопрос о том	4	1
384	должен был бы	1	1
385	бы ни была	1	1
386	что такое отношение	2	1
387	между прочим и	1	1
388	не могла бы	1	1
389	можно было бы	8	1
390	потому что они	1	1
391	с этой теорией	1	1
392	несколько слов о	1	1
