N	2gram	Vygotskiy_	EvropaiC
235	настоящее время	2	3
236	что таким	1	3
237	может не	1	3
238	каждое поколение	1	3
239	в степени	1	3
240	вследствие этого	2	3
241	и это	6	3
242	в сторону	1	3
243	и вообще	3	3
244	гораздо больше	1	3
245	жизнь и	3	3
246	только одно	1	3
247	и того	1	3
248	и потому	2	3
249	рассматриваться как	4	3
250	в данном	1	3
251	и других	4	3
252	отличие от	6	3
253	вопрос о	3	3
254	но даже	4	3
255	в ней	3	3
256	и может	3	3
257	что если	7	3
258	если же	3	3
259	должны быть	6	3
260	с этой	8	3
261	может служить	3	3
262	это не	1	3
263	в тех	2	3
264	тем самым	2	3
265	и до	2	3
266	с в	4	3
267	конечно не	2	3
268	уже и	2	3
269	не вполне	1	3
270	в совершенно	5	3
271	от того	6	3
272	при помощи	27	3
273	к которой	1	3
274	а в	10	3
275	было бы	14	3
276	как мы	2	3
277	указывают на	2	3
278	сейчас же	5	3
279	что только	3	3
280	этой истории	1	3
281	мы будем	2	3
282	чтобы все	1	3
283	образом в	3	3
284	нечего и	1	3
285	но не	5	3
286	таким же	1	3
287	бы в	3	3
288	в настоящее	2	3
289	как для	1	3
290	одного и	2	3
291	тот же	8	3
292	и наконец	2	3
293	не то	2	3
294	одной и	6	2
295	таком же	1	2
296	все в	2	2
297	представить себе	5	2
298	к такому	1	2
299	надо понимать	1	2
300	лишь тогда	1	2
301	что они	7	2
302	только не	4	2
303	во втором	1	2
304	образом и	4	2
305	все его	1	2
306	к другу	1	2
307	что у	8	2
308	мы и	1	2
309	друг к	1	2
310	что эти	3	2
311	смотреть на	1	2
312	то есть	44	2
313	этот процесс	1	2
314	то в	2	2
315	мы все	3	2
316	на том	2	2
317	стоят в	1	2
318	для себя	2	2
319	не без	1	2
320	которого в	1	2
321	для него	1	2
322	следует что	1	2
323	а это	1	2
324	тем как	2	2
325	это обстоятельство	3	2
326	те же	9	2
327	а затем	1	2
328	то и	2	2
329	представления об	2	2
330	него в	2	2
331	в общей	1	2
332	эта часть	1	2
333	к таким	1	2
334	но как	4	2
335	разобраться в	1	2
336	и из	7	2
337	своих собственных	1	2
338	в виду	6	2
339	следует искать	1	2
340	сводится к	3	2
341	исторического развития	1	2
342	тем чтобы	2	2
343	том и	4	2
344	страсть к	1	2
345	однако при	1	2
346	совершенно ясно	22	2
347	работы и	1	2
348	но с	1	2
349	в своих	12	2
350	не было	5	2
351	народом а	1	2
352	не потому	3	2
353	меньше чем	1	2
354	все то	4	2
355	не очень	1	2
356	по степени	1	2
357	и сам	3	2
358	из нее	1	2
359	все дело	3	2
360	во внимание	4	2
361	на нее	1	2
362	и там	2	2
363	том виде	2	2
364	как при	1	2
365	вовсе не	7	2
366	и тому	1	2
367	такой же	9	2
368	но для	1	2
369	этом что	1	2
370	следующему за	1	2
371	на месте	1	2
372	жизни и	5	2
373	то время	6	2
374	нас что	1	2
375	в процессе	7	2
376	сходство с	3	2
377	тому что	7	2
378	виде как	1	2
379	представляет собою	1	2
380	эти черты	1	2
381	имеет место	2	2
382	я не	1	2
383	эта психология	1	2
384	между ними	2	2
385	как не	2	2
386	с ними	2	2
387	их в	4	2
388	есть в	7	2
389	которые могут	2	2
390	и так	7	2
391	при таком	5	2
392	в которых	5	2
393	никто не	1	2
394	есть только	7	2
395	следовательно и	1	2
396	можно ли	2	2
397	они не	1	2
398	себя и	3	2
399	не имеет	3	2
400	же мало	1	2
401	высшей степени	1	2
402	медленно и	1	2
403	почти все	3	2
404	зависимости от	7	2
405	в себя	3	2
406	на каждом	1	2
407	должен быть	2	2
408	в а	1	2
409	в эту	1	2
410	поколения в	1	2
411	психологией и	1	2
412	вопросе о	1	2
413	к той	1	2
414	в них	4	2
415	и народов	1	2
416	этих двух	4	2
417	во всяком	9	2
418	знаем и	2	2
419	и состоит	2	2
420	из предыдущего	1	2
421	этой психологии	1	2
422	а к	1	2
423	а для	1	2
424	принять во	2	2
425	в основе	13	2
426	и более	3	2
427	в котором	5	2
428	до тех	3	2
429	считает себя	1	2
430	и только	5	2
431	на этом	3	2
432	по тем	1	2
433	эти последние	1	2
434	и социальной	1	2
435	она не	6	2
436	должны рассматриваться	2	2
437	при отсутствии	1	2
438	всяком случае	7	2
439	что стоит	2	2
440	не играет	1	2
441	к нему	3	2
442	в свою	3	2
443	именно потому	3	2
444	одной стороны	7	2
445	также и	2	2
446	ту же	6	2
447	одну из	1	2
448	только мы	2	2
449	в другом	1	2
450	и поэтому	3	2
451	же касается	1	2
452	и уже	2	2
453	на долю	2	2
454	только тогда	8	2
455	отличные от	1	2
456	только один	2	2
457	к тем	1	2
458	с уже	1	2
459	ясно как	1	2
460	между отдельными	1	2
461	о них	1	2
462	всех других	2	2
463	в противоречие	3	2
464	тех же	2	2
465	же что	2	2
466	для всякого	1	2
467	него с	1	2
468	так чтобы	1	2
469	из двух	1	2
470	конечно в	1	2
471	заключает в	3	2
472	однако мы	1	2
473	с общим	2	2
474	не следует	1	2
475	только то	3	2
476	и те	5	2
477	этот вопрос	2	2
478	же время	2	2
479	но вместе	1	2
480	это может	2	2
481	свою очередь	3	2
482	очень мало	1	2
483	в вопросе	1	2
484	потому и	1	2
485	что же	4	2
486	широком смысле	1	2
487	к ним	4	2
488	что под	1	2
489	между людьми	1	2
490	на такой	2	2
491	тех пор	2	2
492	он все	2	2
493	той же	9	2
494	всех остальных	3	2
495	том чтобы	9	2
496	при условии	1	2
497	и отличие	1	2
498	образом как	1	2
499	для самого	2	2
500	в высшей	1	2
501	на него	2	2
502	в глазах	1	2
503	только при	4	2
504	по этому	3	2
505	понять что	1	2
506	на более	1	2
507	во всей	1	2
508	показывают что	2	2
509	что она	11	2
510	в частности	6	2
511	непременно как	1	2
512	одна из	5	2
513	и дальше	3	2
514	этого слова	5	2
515	в сущности	15	2
516	но если	2	2
517	и его	14	2
518	что до	1	2
519	всех народов	1	2
520	мы видели	2	2
521	от себя	4	2
522	по происхождению	1	2
523	один общий	1	2
524	а следовательно	1	2
525	отнюдь не	11	2
526	в ту	1	2
527	независимо от	3	2
528	для этой	1	2
529	с ее	3	2
530	входящих в	2	2
531	тем же	4	2
532	что такие	3	2
533	но так	2	2
534	которой мы	2	2
535	в самой	2	2
536	точку зрения	3	2
537	если это	2	2
538	и ее	4	2
539	что на	4	2
540	психологии в	3	2
541	к психологии	9	2
542	гораздо более	2	2
543	из этой	1	2
544	он должен	1	2
545	ее проявления	1	1
546	тарда как	1	1
547	к сожалению	1	1
548	были бы	2	1
549	само собой	1	1
550	область психологии	1	1
551	собою психологию	1	1
552	нас при	1	1
553	к действительности	1	1
554	и другие	5	1
555	на деле	11	1
556	работу мысли	2	1
557	не принадлежат	1	1
558	и идет	1	1
559	в другой	3	1
560	из отдельных	2	1
561	разных направлениях	1	1
562	видели что	2	1
563	которого она	1	1
564	стоит на	1	1
565	или бессознательно	1	1
566	сущность его	1	1
567	роковым образом	2	1
568	в состав	1	1
569	для всех	5	1
570	мы видим	8	1
571	в более	1	1
572	произведение и	2	1
573	он есть	1	1
574	один из	6	1
575	вступить в	1	1
576	школы и	1	1
577	собой и	1	1
578	оно может	1	1
579	и ничем	1	1
580	даже когда	1	1
581	существенные поправки	1	1
582	за ним	2	1
583	которые совершенно	1	1
584	в каждую	1	1
585	то увидим	1	1
586	она и	1	1
587	они и	2	1
588	на эти	2	1
589	и должны	1	1
590	же и	2	1
591	создания и	1	1
592	душевная жизнь	1	1
593	различие между	5	1
594	разница только	1	1
595	составные части	1	1
596	похожи на	1	1
597	же трудно	1	1
598	на тех	3	1
599	что слова	1	1
600	и свою	1	1
601	но из	1	1
602	внешним образом	1	1
603	если в	2	1
604	то я	2	1
605	что восприятие	2	1
606	трудно как	1	1
607	ее на	2	1
608	те которые	1	1
609	некоторая часть	1	1
610	того как	5	1
611	от этой	2	1
612	нас не	2	1
613	зависит от	2	1
614	и пр	1	1
615	с и	17	1
616	том числе	1	1
617	уже в	3	1
618	мы не	15	1
619	чем объясняется	1	1
620	но еще	1	1
621	с такой	1	1
622	время в	2	1
623	что я	4	1
624	оно было	2	1
625	случае мы	1	1
626	вывод что	2	1
627	и кто	1	1
628	у каждого	4	1
629	есть общая	1	1
630	как проявление	1	1
631	еще более	2	1
632	нам приходится	2	1
633	всех возможных	1	1
634	была бы	2	1
635	считать не	1	1
636	а у	1	1
637	то для	1	1
638	элементов и	1	1
639	приложении к	1	1
640	в своей	6	1
641	что заранее	1	1
642	смысл и	2	1
643	эти вопросы	1	1
644	объяснения его	1	1
645	на этих	1	1
646	он и	1	1
647	строго говоря	1	1
648	положений которые	1	1
649	ее совершенно	1	1
650	в корне	1	1
651	в ее	7	1
652	стало бы	1	1
653	никак не	7	1
654	мысли и	2	1
655	каждом шагу	1	1
656	не приходится	1	1
657	по мнению	2	1
658	отличия от	1	1
659	что большинство	1	1
660	от начала	1	1
661	тут не	1	1
662	в принципе	1	1
663	что такое	2	1
664	и тут	1	1
665	в область	3	1
666	с не	1	1
667	может показаться	2	1
668	в поколение	1	1
669	в качестве	3	1
670	для другой	1	1
671	потому не	4	1
672	впечатление совершенно	1	1
673	же явления	2	1
674	не являются	1	1
675	почему мы	1	1
676	нашу мысль	1	1
677	только все	1	1
678	и кажется	1	1
679	к сознанию	1	1
680	а есть	2	1
681	одному и	2	1
682	на которой	1	1
683	что каждый	1	1
684	психологическом отношении	1	1
685	и другими	4	1
686	с другими	2	1
687	в широком	1	1
688	этих новых	1	1
689	это слово	1	1
690	однако он	1	1
691	то не	1	1
692	нами в	1	1
693	самое что	2	1
694	индивидуальной психологии	4	1
695	смысле этого	2	1
696	как нечто	3	1
697	быть может	2	1
698	каждого поколения	1	1
699	противоречие с	4	1
700	к жизни	2	1
701	основана на	1	1
702	в отношении	3	1
703	сознательно или	1	1
704	когда же	1	1
705	же самые	2	1
706	только они	2	1
707	помощи этой	1	1
708	основных понятий	2	1
709	в центре	1	1
710	всеми другими	1	1
711	однако не	1	1
712	над этими	1	1
713	а на	4	1
714	в самые	1	1
715	в зависимости	6	1
716	в борьбе	1	1
717	и многие	3	1
718	этой точки	7	1
719	по пути	1	1
720	в духе	1	1
721	из поколения	1	1
722	сошли с	1	1
723	отказаться от	4	1
724	здесь мы	1	1
725	в порядок	1	1
726	в первом	1	1
727	у всех	2	1
728	ее от	4	1
729	когда оно	2	1
730	попасть в	1	1
731	с такими	1	1
732	психологии а	1	1
733	к решению	2	1
734	и следа	1	1
735	этом не	2	1
736	этих частей	1	1
737	но совершенно	4	1
738	который как	2	1
739	будто бы	2	1
740	во многих	1	1
741	этот факт	1	1
742	дело в	2	1
743	все у	1	1
744	мысль о	1	1
745	весь свой	1	1
746	данной эпохи	2	1
747	не противоречит	1	1
748	у людей	1	1
749	и эта	1	1
750	вещи не	1	1
751	тем что	7	1
752	есть признак	1	1
753	очевидно в	1	1
754	играет никакой	1	1
755	а то	1	1
756	ничего такого	1	1
757	из всего	1	1
758	только такой	1	1
759	нем между	1	1
760	психики и	1	1
761	похоже на	1	1
762	или иная	1	1
763	принадлежат к	4	1
764	том или	1	1
765	смотря по	1	1
766	например в	5	1
767	с на	7	1
768	есть психология	2	1
769	мы получаем	4	1
770	и другим	1	1
771	будем понимать	1	1
772	случае не	2	1
773	и должен	1	1
774	и психологией	2	1
775	принципиальной разницы	2	1
776	показаться что	1	1
777	на другую	1	1
778	я совершенно	1	1
779	признаки и	1	1
780	это надо	1	1
781	тем с	1	1
782	и как	9	1
783	происхождению и	1	1
784	обстоятельство что	1	1
785	как о	1	1
786	и иметь	1	1
787	но он	3	1
788	есть нечто	4	1
789	время как	6	1
790	это оказывается	1	1
791	этой цели	1	1
792	ним только	1	1
793	их от	3	1
794	для каждого	1	1
795	виде в	1	1
796	эту точку	1	1
797	они нашли	1	1
798	и социальная	1	1
799	из главных	1	1
800	одинаковой мере	2	1
801	не дают	1	1
802	без которого	2	1
803	выйти из	2	1
804	и просто	1	1
805	на эту	1	1
806	как в	17	1
807	стремление к	1	1
808	жизни в	1	1
809	дело идет	1	1
810	так в	1	1
811	что ни	2	1
812	а эта	1	1
813	к своему	2	1
814	последнее время	2	1
815	внимание что	2	1
816	что между	1	1
817	приводит к	3	1
818	или ином	1	1
819	зависят от	2	1
820	и со	1	1
821	эта психика	1	1
822	бы не	1	1
823	на всем	1	1
824	эволюции не	1	1
825	области между	1	1
826	на самой	1	1
827	нам то	2	1
828	их отношение	1	1
829	так точно	3	1
830	мы находим	2	1
831	благодаря тому	2	1
832	и следовательно	4	1
833	в психологическом	2	1
834	ниже по	1	1
835	это было	1	1
836	мало или	1	1
837	что психика	1	1
838	чтобы заметить	2	1
839	языка то	1	1
840	гораздо сильнее	1	1
841	на точку	1	1
842	роль в	4	1
843	со стороны	5	1
844	идеи и	2	1
845	на его	3	1
846	себе и	2	1
847	знает что	1	1
848	мы считаем	2	1
849	образом от	1	1
850	деле это	1	1
851	такие вещи	1	1
852	и постоянно	1	1
853	всего можно	1	1
854	но мы	3	1
855	что следовательно	3	1
856	художественное произведение	16	1
857	это имеет	3	1
858	что тот	3	1
859	и таким	4	1
860	в других	3	1
861	уже не	3	1
862	не трудно	1	1
863	людей с	2	1
864	и относится	1	1
865	образом психика	1	1
866	по крайней	1	1
867	свой смысл	1	1
868	перед нами	1	1
869	из области	1	1
870	и другого	4	1
871	связаны с	1	1
872	так если	1	1
873	вопроса о	1	1
874	для этих	1	1
875	другом случае	1	1
876	и общую	1	1
877	психологической точки	4	1
878	а потом	1	1
879	психология есть	2	1
880	определяет собой	1	1
881	на место	3	1
882	понятий и	3	1
883	прошлого века	1	1
884	всех своих	1	1
885	его к	2	1
886	мы указывали	1	1
887	стоит и	1	1
888	к одному	5	1
889	в каждом	5	1
890	нет ничего	1	1
891	правильности этого	1	1
892	последствиях которые	1	1
893	речь в	1	1
894	именно такой	1	1
895	тем в	1	1
896	это и	3	1
897	еще и	1	1
898	только благодаря	1	1
899	необходимое условие	1	1
900	ни на	3	1
901	для целого	1	1
902	не имея	1	1
903	впечатление что	2	1
904	искать в	1	1
905	данный народ	1	1
906	образом все	2	1
907	никакой роли	1	1
908	на природу	1	1
909	всем этом	1	1
910	все остальное	2	1
911	если признать	1	1
912	у отдельных	2	1
913	не является	5	1
914	и эти	2	1
915	выходит что	1	1
916	что от	1	1
917	нашего круга	1	1
918	указывали на	1	1
919	еще далеко	1	1
920	с самого	1	1
921	образом мы	1	1
922	сами же	2	1
923	а если	1	1
924	то это	3	1
925	людей и	2	1
926	мыслей и	3	1
927	совершенно в	1	1
928	бы с	1	1
929	и понимает	1	1
930	что этот	3	1
931	всегда с	1	1
932	и русской	2	1
933	на задний	1	1
934	видим что	5	1
935	эти понятия	1	1
936	она должна	2	1
937	которую мы	1	1
938	предполагает что	1	1
939	ясно показывает	1	1
940	мы воспринимаем	1	1
941	ли это	3	1
942	что каждое	1	1
943	этого сделать	1	1
944	и нам	1	1
945	роли в	1	1
946	с психологической	3	1
947	и даже	11	1
948	психологии и	5	1
949	сам не	1	1
950	два момента	2	1
951	и заключается	4	1
952	чистом виде	3	1
953	в уме	2	1
954	та или	1	1
955	стоит в	1	1
956	и между	1	1
957	не могу	1	1
958	но при	1	1
959	эти ценности	1	1
960	и каждое	1	1
961	и вот	5	1
962	зрения в	1	1
963	в значительной	1	1
964	этой целью	1	1
965	на котором	2	1
966	и позволяют	1	1
967	проблемы не	1	1
968	народов с	1	1
969	от самого	1	1
970	еще дальше	1	1
971	только такие	1	1
972	чтобы проверить	1	1
973	часто в	2	1
974	традиции мы	1	1
975	это все	3	1
976	всем этим	1	1
977	совсем не	3	1
978	или не	2	1
979	вместо того	1	1
980	этой работы	1	1
981	поэтому если	1	1
982	являются не	2	1
983	мы всегда	1	1
984	не быть	2	1
985	же условия	1	1
986	близости к	1	1
987	однако ни	1	1
988	и другой	6	1
989	на два	2	1
990	части и	1	1
991	является именно	1	1
992	и согласно	1	1
993	с нами	1	1
994	в разные	2	1
995	а может	1	1
996	утверждают что	2	1
997	что вопрос	1	1
998	но лишь	1	1
999	из его	4	1
1000	как из	1	1
1001	низкой ступени	1	1
1002	действительно так	1	1
1003	на которых	1	1
1004	окажется что	1	1
1005	единство и	1	1
1006	первые шаги	1	1
1007	это сознание	1	1
1008	выпадает на	1	1
1009	точно и	4	1
1010	у того	2	1
1011	психологии к	2	1
1012	от всех	3	1
1013	этого взгляда	1	1
1014	и различие	1	1
1015	с которой	1	1
1016	есть всегда	1	1
1017	должна была	3	1
1018	смысле слова	4	1
1019	если так	1	1
1020	господствовать над	1	1
1021	которой он	2	1
1022	к такой	1	1
1023	когда она	6	1
1024	об отношении	1	1
1025	на нем	2	1
1026	увидим что	3	1
1027	процессов и	1	1
1028	только на	7	1
1029	а во-вторых	1	1
1030	таким путем	6	1
1031	которые должны	2	1
1032	же совершенно	1	1
1033	одно и	1	1
1034	которые сумели	1	1
1035	и та	1	1
1036	теории все	1	1
1037	люди с	1	1
1038	в приложении	1	1
1039	точками зрения	1	1
1040	что материал	2	1
1041	в науке	2	1
1042	все те	1	1
1043	точно так	6	1
1044	такого что	1	1
1045	и индивидуальной	3	1
1046	стоять на	1	1
1047	говорят что	1	1
1048	в различных	1	1
1049	не могла	1	1
1050	связь между	1	1
1051	приходит к	5	1
1052	ином положении	1	1
1053	и наиболее	1	1
1054	на основании	7	1
1055	есть лишь	1	1
1056	и была	2	1
1057	тем и	2	1
1058	отдельные части	1	1
1059	как некоторую	1	1
1060	однако сами	1	1
1061	говоря о	2	1
1062	в нашей	4	1
1063	что психология	6	1
1064	и хотя	1	1
1065	согласно с	1	1
1066	даже при	1	1
1067	для своей	1	1
1068	основании этих	1	1
1069	взгляда на	1	1
1070	направление как	1	1
1071	и затем	1	1
1072	психологии с	2	1
1073	это действительно	1	1
1074	что такая	1	1
1075	а только	4	1
1076	чтобы их	1	1
1077	из нас	2	1
1078	и продуктами	1	1
1079	решение вопроса	1	1
1080	как оно	2	1
1081	можно найти	1	1
1082	и психологии	2	1
1083	можно было	4	1
1084	борьбе за	1	1
1085	общего чем	1	1
1086	с понятием	2	1
1087	при своем	1	1
1088	исходной точкой	3	1
1089	самого начала	1	1
1090	этому поводу	3	1
1091	классов в	1	1
1092	так называемых	1	1
1093	и часто	2	1
1094	в силе	1	1
1095	одну кучу	1	1
1096	эти вещи	1	1
1097	в настоящей	1	1
1098	точке зрения	2	1
1099	есть продукт	2	1
1100	же самое	8	1
1101	всего что	1	1
1102	которых они	2	1
1103	всегда и	2	1
1104	состоит в	5	1
1105	затем уже	1	1
1106	того кто	1	1
1107	и той	5	1
1108	всякого другого	1	1
1109	в памяти	1	1
1110	точно также	1	1
1111	на одну	1	1
1112	центр тяжести	1	1
1113	нашли бы	1	1
1114	задний план	1	1
1115	числе и	1	1
1116	из виду	2	1
1117	большинство людей	1	1
1118	проблемы и	1	1
1119	к детской	1	1
1120	большей частью	3	1
1121	впечатление будто	1	1
1122	и еще	1	1
1123	пока еще	1	1
1124	весь центр	1	1
1125	быть не	1	1
1126	других видов	3	1
1127	он в	2	1
1128	и поймет	1	1
1129	непонимание то	1	1
1130	тех последствиях	1	1
1131	без всякого	2	1
1132	заметить что	3	1
1133	основанное на	1	1
1134	возможно что	1	1
1135	никаких положительных	1	1
1136	которого они	1	1
1137	общие элементы	1	1
1138	ней и	1	1
1139	ее не	1	1
1140	однако в	2	1
1141	ко всей	1	1
1142	с у	1	1
1143	психология и	1	1
1144	главным образом	3	1
1145	оба они	1	1
1146	нет и	1	1
1147	наряду с	3	1
1148	его создателя	1	1
1149	тех случаях	1	1
1150	могут быть	15	1
1151	которую в	1	1
1152	всегда в	1	1
1153	самой природе	1	1
1154	благодаря этому	1	1
1155	чувства при	1	1
1156	в общих	1	1
1157	же виде	1	1
1158	быть в	2	1
1159	находимся в	1	1
1160	смотрят на	1	1
1161	до конца	9	1
1162	понимание но	1	1
1163	слова что	1	1
1164	в большей	1	1
1165	к которому	1	1
1166	находится в	1	1
1167	во времена	1	1
1168	количество таких	1	1
1169	зрения на	2	1
1170	допустить что	2	1
1171	эту мысль	2	1
1172	лучше всего	2	1
1173	простое и	1	1
1174	общества в	1	1
1175	не знаем	2	1
1176	вопросов а	2	1
1177	в узком	2	1
1178	к чисто	1	1
1179	и вдруг	1	1
1180	он может	1	1
1181	исходит из	5	1
1182	не поймет	1	1
1183	в одинаковой	2	1
1184	нем не	1	1
1185	что без	3	1
1186	чаще всего	1	1
1187	следующие положения	1	1
1188	надо сказать	3	1
1189	что именно	4	1
1190	элементы которые	1	1
1191	только после	1	1
1192	из самых	2	1
1193	именно с	1	1
1194	этому надо	1	1
1195	не ее	1	1
1196	с его	3	1
1197	если эта	1	1
1198	от другой	1	1
1199	сказать что	12	1
1200	он сам	1	1
1201	бы ни	2	1
1202	в данный	1	1
1203	и научное	1	1
1204	соответствующие им	1	1
1205	а как	2	1
1206	если присмотреться	1	1
1207	иная чем	1	1
1208	образом оказывается	1	1
1209	русском языке	3	1
1210	душевной жизни	2	1
1211	представьте себе	1	1
1212	только с	2	1
1213	общей социологии	1	1
1214	является только	1	1
1215	нет что	1	1
1216	окажется роковым	1	1
1217	проверить себя	1	1
1218	к этим	1	1
1219	самые различные	1	1
1220	психологией таким	1	1
1221	ведь и	1	1
1222	иначе как	3	1
1223	важную роль	1	1
1224	нашей культуре	1	1
1225	в мышлении	2	1
1226	к совершенно	1	1
1227	себе как	1	1
1228	мысли которые	1	1
1229	есть ли	2	1
1230	а не	18	1
1231	если она	2	1
1232	и оно	1	1
1233	в особом	1	1
1234	бы тот	4	1
1235	этих людей	1	1
1236	имеет свою	1	1
1237	этому вопросу	1	1
1238	социология и	1	1
1239	существует у	1	1
1240	ценности в	1	1
1241	каждого из	3	1
1242	особый характер	1	1
1243	крайней мере	1	1
1244	телу и	1	1
1245	ближе чем	1	1
1246	некоторые черты	1	1
1247	и тем	5	1
1248	ничего не	4	1
1249	жизни с	4	1
1250	есть не	6	1
1251	в руках	2	1
1252	есть как	3	1
1253	которые они	1	1
1254	иное как	2	1
1255	не к	2	1
1256	поколение и	1	1
1257	своих общих	1	1
1258	психологии они	1	1
1259	конечно у	1	1
1260	наиболее удобным	1	1
1261	можно только	1	1
