N	2gram	Tiupa_Lite	DiskursI
816	адресата но	1	2
817	могли быть	1	2
818	в любви	1	2
819	ответ на	1	2
820	это делает	1	2
821	значение в	1	2
822	не поддается	2	2
823	выходит за	1	2
824	хоть и	1	2
825	свидетельствует о	3	2
826	в первый	2	2
827	возникает в	1	2
828	в художественной	4	2
829	он как	1	2
830	на роль	2	2
831	начала жизни	2	2
832	к хх	2	2
833	себя самого	1	2
834	ее в	1	2
835	чем он	1	2
836	в г	1	2
837	другого в	4	2
838	это всегда	1	2
839	отказаться от	1	2
840	дискурса а	1	2
841	просто как	1	2
842	что будет	1	2
843	это еще	1	2
844	себя а	1	2
845	согласно характеристике	1	2
846	по существу	4	2
847	литературного процесса	8	2
848	впрочем не	1	2
849	лежит на	1	2
850	с некоторыми	1	2
851	эстетического субъекта	12	2
852	так в	6	2
853	на фоне	5	2
854	перед собой	1	2
855	к концу	1	2
856	к своему	2	2
857	а лирический	4	2
858	со своей	3	2
859	света и	1	2
860	в воображении	1	2
861	это было	1	2
862	путь к	2	2
863	вовсе не	3	2
864	как все	2	2
865	тем более	2	2
866	с самого	1	2
867	ценностного центра	1	2
868	как замечает	2	2
869	ни один	1	2
870	я к	1	2
871	м.м бахтин	1	2
872	этого текста	3	2
873	не по	2	2
874	обстоит дело	1	2
875	для кого	1	2
876	отказ от	7	2
877	творчестве чехова	1	2
878	оказывается своего	1	2
879	целого в	1	2
880	только то	3	2
881	эстетического отношения	2	2
882	чтобы не	2	2
883	человека с	1	2
884	субъективности с	1	2
885	х годов	5	2
886	по той	1	2
887	решающую роль	1	2
888	однако для	1	2
889	к чужому	1	2
890	исторически и	1	2
891	такой же	3	2
892	для осмысления	1	2
893	на то	2	2
894	право на	4	2
895	рассуждал о	1	2
896	и только	4	2
897	же это	3	2
898	уже было	1	2
899	не могло	3	2
900	за счет	1	2
901	есть не	2	2
902	можно указать	1	2
903	перечисленные моменты	1	2
904	для другого	1	2
905	возможна только	1	2
906	и второго	1	2
907	событие это	1	2
908	практически не	2	1
909	всего это	1	1
910	тексты не	1	1
911	явилось одним	1	1
912	для нее	2	1
913	я по	2	1
914	художественном мире	3	1
915	мы и	1	1
916	творческого наследия	1	1
917	же и	3	1
918	изнутри и	1	1
919	индивидуальной жизни	1	1
920	наконец даже	1	1
921	самого человека	1	1
922	самого себя	3	1
923	к этой	2	1
924	и самому	1	1
925	в позу	1	1
926	случае мы	1	1
927	культуры это	1	1
928	для дискурса	1	1
929	тому что	1	1
930	даже в	6	1
931	в финале	2	1
932	на границах	1	1
933	а вот	2	1
934	такой ее	1	1
935	романтическую эпоху	1	1
936	тем как	1	1
937	и мифа	1	1
938	по праву	2	1
939	что человек	1	1
940	на нас	1	1
941	например с	1	1
942	представлений о	1	1
943	могут восприниматься	1	1
944	не несет	1	1
945	прошлого столетия	1	1
946	не меняет	1	1
947	автором художественного	1	1
948	литературы для	1	1
949	этом качестве	1	1
950	сознаний в	1	1
951	установки на	1	1
952	быть названа	2	1
953	часто именуют	1	1
954	случае в	1	1
955	достаточно очевидная	1	1
956	дифференциальных признаков	1	1
957	уже отмечалось	1	1
958	свободу в	1	1
959	от текста	2	1
960	для осуществления	1	1
961	образов в	1	1
962	жанровых формах	1	1
963	на земле	1	1
964	на существование	1	1
965	как неизбежной	1	1
966	сущности не	1	1
967	стороны субъекта	1	1
968	к более	1	1
969	а их	1	1
970	том или	1	1
971	мира это	1	1
972	места и	1	1
973	и другим	1	1
974	историческое время	1	1
975	с тем	2	1
976	в наиболее	1	1
977	это позиция	1	1
978	движется в	1	1
979	смерть как	1	1
980	всегда почти	1	1
981	читатель зритель	1	1
982	в бою	2	1
983	в цепи	1	1
984	феномена как	1	1
985	а именно	1	1
986	наш взгляд	7	1
987	уплотнение мира	1	1
988	прошлого в	1	1
989	смерть в	1	1
990	при таком	1	1
991	или ином	1	1
992	человеческой речи	1	1
993	один на	1	1
994	авторская позиция	2	1
995	неклассической рациональности	1	1
996	в это	1	1
997	мир и	2	1
998	у достоевского	2	1
999	двух замкнутых	1	1
1000	искусство слова	1	1
1001	дела как	2	1
1002	культуры в	5	1
1003	разворачивает в	1	1
1004	я буду	1	1
1005	общий знаменатель	1	1
1006	лирики и	1	1
1007	картины жизни	1	1
1008	же ситуаций	1	1
1009	отличалась от	1	1
1010	сознания именно	1	1
1011	истины о	1	1
1012	на одном	1	1
1013	и нет	4	1
1014	интертекстуальные связи	1	1
1015	веком героев	1	1
1016	продолжает свое	1	1
1017	чиновного братства	1	1
1018	значительную роль	1	1
1019	уклонением от	1	1
1020	в такой	1	1
1021	мы вместе	1	1
1022	которые не	1	1
1023	в жизнь	2	1
1024	для автора	1	1
1025	при наличии	1	1
1026	как справедливо	1	1
1027	то это	2	1
1028	и взаимодействия	1	1
1029	как духовная	1	1
1030	по тем	2	1
1031	маленькой трилогии	1	1
1032	принципиальное различие	2	1
1033	некоторыми другими	1	1
1034	раз и	2	1
1035	однако его	2	1
1036	он был	1	1
1037	духовной жизни	4	1
1038	даже и	2	1
1039	имеет в	1	1
1040	но даже	2	1
1041	понятия в	1	1
1042	бахтин с	1	1
1043	весь я	1	1
1044	оказывается и	1	1
1045	уже у	1	1
1046	кричу кирпичу	1	1
1047	но эти	1	1
1048	лирическому герою	2	1
1049	а нередко	1	1
1050	искусства и	6	1
1051	художественное письмо	1	1
1052	с другим	1	1
1053	из их	1	1
1054	вяч иванова	1	1
1055	в этот	1	1
1056	этот текст	1	1
1057	как совокупность	3	1
1058	одной фразы	1	1
1059	письма согласно	2	1
1060	этой связи	1	1
1061	и событие	1	1
1062	с самой	1	1
1063	средних веков	1	1
1064	в кругозоре	4	1
1065	романтической культуры	1	1
1066	приходит к	1	1
1067	этой стратегии	1	1
1068	я автора	1	1
1069	м.л гаспаров	1	1
1070	господин прохарчин	1	1
1071	превращается в	2	1
1072	обнаруживает в	1	1
1073	и те	1	1
1074	именно таков	1	1
1075	от своей	1	1
1076	так же	1	1
1077	прежний текст	1	1
1078	и начинает	1	1
1079	пути от	2	1
1080	настолько что	1	1
1081	игровой характер	1	1
1082	с авторской	1	1
1083	самоотрицания в	1	1
1084	особую и	1	1
1085	поэтической культуры	1	1
1086	ты останешься	1	1
1087	и еще	1	1
1088	гегель именовал	1	1
1089	области художественного	1	1
1090	тенденцию к	1	1
1091	с самим	1	1
1092	вернуться к	1	1
1093	впрочем в	1	1
1094	однако эти	1	1
1095	наряду с	1	1
1096	ключ к	1	1
1097	на второй	2	1
1098	места для	1	1
1099	именно так	3	1
1100	сохраняется в	1	1
1101	следующим образом	2	1
1102	быть в	1	1
1103	путь от	1	1
1104	научном дискурсе	1	1
1105	отсюда столь	1	1
1106	способ присутствия	1	1
1107	художественного творчества	3	1
1108	творческих исканий	1	1
1109	как я	3	1
1110	речь не	1	1
1111	позиций субъекта	1	1
1112	как от	1	1
1113	есть по	1	1
1114	объект и	2	1
1115	свободного от	1	1
1116	тяготение к	1	1
1117	приобщения к	1	1
1118	русской литературы	3	1
1119	в текст	2	1
1120	от литературы	2	1
1121	и толпы	1	1
1122	это порой	1	1
1123	от них	1	1
1124	в сфере	7	1
1125	от себя	2	1
1126	даже у	1	1
1127	на котором	1	1
1128	нас ведет	1	1
1129	составляет неотъемлемую	1	1
1130	событием в	1	1
1131	в облике	2	1
1132	в системе	1	1
1133	свидетельствует об	1	1
1134	этом же	1	1
1135	писал в	2	1
1136	от античности	1	1
1137	и умереть	1	1
1138	вполне адекватно	1	1
1139	подлежит сомнению	1	1
1140	из ранних	1	1
1141	в историю	1	1
1142	своих истоках	1	1
1143	представить себе	1	1
1144	лирике и	1	1
1145	художественного впечатления	2	1
1146	последних вопросов	1	1
1147	лица ни	1	1
1148	и автор	1	1
1149	от автора	2	1
1150	и мы	2	1
1151	нами не	2	1
1152	сам субъект	1	1
1153	как другие	1	1
1154	она и	1	1
1155	как такового	1	1
1156	архитектонический мотив	1	1
1157	моего я	1	1
1158	многообразии своих	1	1
1159	после того	1	1
1160	тенденции к	1	1
1161	поведения не	1	1
1162	с единым	1	1
1163	мир иной	3	1
1164	даже к	1	1
1165	собой в	1	1
1166	собой исторически	1	1
1167	только лишь	1	1
1168	в состоянии	1	1
1169	текстом и	1	1
1170	для которой	1	1
1171	новизну и	1	1
1172	его преодоления	1	1
1173	целого а	1	1
1174	взгляд изнутри	1	1
1175	второй план	1	1
1176	него в	2	1
1177	могло бы	1	1
1178	многообразии ее	1	1
1179	в последующие	1	1
1180	фразы можно	1	1
1181	совершается на	1	1
1182	картиной мира	1	1
1183	переходного обряда	1	1
1184	поскольку речь	2	1
1185	русского классического	1	1
1186	полном соответствии	1	1
1187	желал бы	1	1
1188	согласно которой	1	1
1189	или иную	2	1
1190	к определенному	1	1
1191	и будет	2	1
1192	говоря словами	3	1
1193	xix века	6	1
1194	о ком	1	1
1195	личности к	1	1
1196	и развитие	1	1
1197	свет и	1	1
1198	по правилам	2	1
1199	в поэтике	1	1
1200	все прочие	1	1
1201	представляется знаменательным	1	1
1202	между я	5	1
1203	позиция самого	1	1
1204	я нахожу	1	1
1205	сознания к	3	1
1206	силу его	1	1
1207	не была	1	1
1208	к настоящему	1	1
1209	но такова	1	1
1210	чем одному	1	1
1211	эстетический объект	3	1
1212	слиться в	1	1
1213	в художественном	6	1
1214	вообще присуща	1	1
1215	живет и	1	1
1216	сознания на	3	1
1217	общественного сознания	5	1
1218	уединенного сознания	55	1
1219	что его	3	1
1220	героя с	2	1
1221	евгении онегине	1	1
1222	сущности только	1	1
1223	которое в	1	1
1224	рецептивном сознании	2	1
1225	как новый	2	1
1226	в конце	6	1
1227	в таком	1	1
1228	гораздо скучнее	1	1
1229	между этими	1	1
1230	не остается	2	1
1231	это весьма	1	1
1232	оно в	1	1
1233	в евгении	1	1
1234	под началом	1	1
1235	этом последнем	1	1
1236	литературе и	1	1
1237	что ведет	1	1
1238	в связи	4	1
1239	с жизнью	2	1
1240	между ними	1	1
1241	личности с	2	1
1242	значимости для	1	1
1243	чего бы	2	1
1244	себя как	2	1
1245	всем своем	1	1
1246	из четырех	1	1
1247	путь самоактуализации	1	1
1248	путь в	1	1
1249	от этого	1	1
1250	текста но	1	1
1251	это путь	1	1
1252	именно своей	1	1
1253	о невозможности	1	1
1254	но исключительно	1	1
1255	лишь для	1	1
1256	воздействия на	2	1
1257	в новый	1	1
1258	сплочены слова	1	1
1259	художественной литературой	1	1
1260	как одной	1	1
1261	жизни где	1	1
1262	сих пор	1	1
