N	2gram	Ircho_Kome	EvropaiE
137	жизни в	1	3
138	мира и	1	3
139	в которых	1	3
140	по своим	1	3
141	в известном	2	3
142	бы ни	1	3
143	в них	7	3
144	во всяком	4	3
145	бы и	1	3
146	в данном	1	3
147	ли это	2	3
148	идет о	5	3
149	в свою	2	3
150	не дает	1	3
151	всего лишь	1	3
152	представляет собой	1	3
153	потому что	8	3
154	время в	1	3
155	и тем	2	3
156	во второй	4	3
157	на долю	1	3
158	когда он	1	3
159	и для	4	3
160	потребность в	1	3
161	этот факт	1	3
162	этом смысле	2	3
163	отметить что	1	3
164	себе в	1	3
165	как на	2	3
166	с тем	5	3
167	в данной	1	3
168	обстоит дело	1	3
169	и от	2	3
170	место в	7	3
171	о том	12	3
172	в общем	2	3
173	и прежде	1	3
174	от них	3	3
175	мы видели	2	3
176	там где	1	3
177	и только	1	3
178	всяком случае	4	3
179	того же	4	3
180	из них	16	3
181	всего в	5	2
182	таким образом	13	2
183	именно к	1	2
184	в другой	1	2
185	и во	4	2
186	следует отметить	1	2
187	тем меньше	1	2
188	и этот	1	2
189	говоря уже	4	2
190	их из	1	2
191	населения и	1	2
192	данном случае	1	2
193	если в	3	2
194	второй половине	3	2
195	чем на	2	2
196	совершенно очевидно	1	2
197	в его	8	2
198	или по	3	2
199	одна и	1	2
200	еще более	2	2
201	что это	5	2
202	хотя и	6	2
203	с этим	5	2
204	и если	2	2
205	из того	2	2
206	в содержании	1	2
207	для них	2	2
208	другой стороны	6	2
209	участие в	4	2
210	наше внимание	1	2
211	в этих	5	2
212	не могут	1	2
213	и наиболее	1	2
214	также в	3	2
215	в своих	2	2
216	от друга	2	2
217	если бы	4	2
218	или в	5	2
219	начало в	1	2
220	в свои	4	2
221	что к	2	2
222	и с	8	2
223	и можно	2	2
224	и все	4	2
225	более поздние	2	2
226	и эта	1	2
227	за тем	2	2
228	представление о	3	2
229	или хотя	1	2
230	то окажется	1	2
231	в сферу	1	2
232	стороны в	1	2
233	в какой	2	2
234	вместе с	8	2
235	долгое время	1	2
236	и как	3	2
237	помнить что	1	2
238	случаях когда	1	2
239	в порядке	2	2
240	в мире	3	2
241	одном из	4	2
242	сравнению с	1	2
243	поскольку он	1	2
244	друг от	2	2
245	в эту	2	2
246	и таким	2	2
247	в других	3	2
248	к той	1	2
249	что эти	1	2
250	не говоря	4	2
251	ко всему	2	2
252	и отчасти	1	2
253	участию в	1	2
254	и других	7	2
255	и более	2	2
256	в котором	6	2
257	следовало бы	1	2
258	не означает	2	2
259	и что	2	2
260	более чем	4	2
261	в значительной	1	2
262	именно потому	2	2
263	имеет в	2	2
264	на основе	1	2
265	по сравнению	1	2
266	и поэтому	2	2
267	он не	5	2
268	окажется что	1	2
269	в развитии	2	2
270	и теперь	3	2
271	а не	1	2
272	в идеологическом	1	2
273	и та	1	2
274	в одном	10	2
275	чем больше	1	2
276	силы в	1	2
277	частности в	2	2
278	на основании	7	2
279	целый ряд	2	2
280	далеко не	1	2
281	в истории	10	2
282	по своей	2	2
283	а в	9	2
284	в большинстве	2	2
285	с большой	1	2
286	в этой	9	2
287	призывов к	1	2
288	что же	2	2
289	и еще	5	2
290	именно тогда	1	2
291	как их	1	2
292	заметить что	1	2
293	культуры и	1	2
294	главным образом	4	2
295	экономического развития	1	2
296	на уровне	1	2
297	мог бы	3	2
298	наряду с	7	2
299	могут быть	3	2
300	ее от	1	2
301	к природе	1	2
302	что все	1	2
303	во всей	1	2
304	в силу	4	2
305	на этот	5	2
306	же в	7	2
307	в северной	1	2
308	жизни и	4	2
309	такой же	2	2
310	всего к	1	2
311	как будто	3	2
312	бы от	1	2
313	бы в	3	2
314	в год	1	2
315	войны и	7	2
316	что на	4	2
317	не к	2	2
318	к нему	5	2
319	меньше чем	2	2
320	жизни но	1	1
321	к сожалению	2	1
322	за несколько	1	1
323	ближе к	1	1
324	представить себе	3	1
325	во всем	1	1
326	время для	1	1
327	находим в	2	1
328	что автор	1	1
329	об их	1	1
330	бы столь	1	1
331	почти всей	1	1
332	с полной	1	1
333	дает нам	1	1
334	и другие	3	1
335	одних и	1	1
336	является в	1	1
337	они должны	1	1
338	для союзников	1	1
339	все что	3	1
340	или к	2	1
341	в состав	2	1
342	для всех	5	1
343	в более	4	1
344	здесь на	1	1
345	один из	9	1
346	того обстоятельства	1	1
347	та же	1	1
348	как тот	1	1
349	с которыми	1	1
350	представленная в	2	1
351	жизни тех	1	1
352	мир в	1	1
353	том насколько	2	1
354	как таковой	1	1
355	аналогии с	2	1
356	отражение в	1	1
357	нельзя сказать	1	1
358	исключения и	1	1
359	любой из	1	1
360	этого периода	1	1
361	на такую	1	1
362	имело место	2	1
363	на вопрос	1	1
364	вероятно что	3	1
365	они являются	1	1
366	также что	2	1
367	это имело	1	1
368	на западе	1	1
369	к этой	1	1
370	за исключением	3	1
371	до него	1	1
372	том числе	4	1
373	вполне понятно	1	1
374	уже в	9	1
375	например в	1	1
376	которых мы	2	1
377	в жизни	1	1
378	внимание на	1	1
379	от которых	1	1
380	с такой	2	1
381	в состоянии	3	1
382	для себя	2	1
383	том же	1	1
384	мы знаем	5	1
385	до эпохи	1	1
386	время не	1	1
387	вовлеченных в	1	1
388	к сфере	1	1
389	дело с	3	1
390	при этом	5	1
391	для него	1	1
392	к числу	2	1
393	пределах одного	1	1
394	а у	3	1
395	не находим	1	1
396	бы на	1	1
397	следует что	1	1
398	и служат	1	1
399	которые лежат	1	1
400	в разных	1	1
401	который вздумал	1	1
402	с ним	1	1
403	тем как	2	1
404	связанное с	1	1
405	многие из	3	1
406	перешло к	1	1
407	это обстоятельство	1	1
408	имеет значения	1	1
409	находились в	1	1
410	в принципе	3	1
411	а затем	4	1
412	за всех	1	1
413	нас в	3	1
414	экономическое состояние	1	1
415	не являются	2	1
416	к выводу	2	1
417	со своим	6	1
418	у нас	3	1
419	если даже	1	1
420	богатство и	1	1
421	выступает в	1	1
422	следует добавить	1	1
423	чуть ли	2	1
424	связывается с	1	1
425	смысле этого	1	1
426	с их	4	1
427	приходит к	1	1
428	перед ними	2	1
429	около г	3	1
430	в третьем	1	1
431	качестве примера	1	1
432	мы находим	2	1
433	можно рассматривать	1	1
434	различия между	1	1
435	в рамки	1	1
436	тому же	14	1
437	однако не	2	1
438	а на	2	1
439	связь с	2	1
440	стран и	1	1
441	не было	1	1
442	что нет	1	1
443	связи с	3	1
444	ко всем	1	1
445	если не	1	1
446	более или	1	1
447	отказаться от	2	1
448	не представляется	1	1
449	на которых	1	1
450	на свой	1	1
451	не о	1	1
452	но все	4	1
453	на юге	1	1
454	имеет для	1	1
455	и сам	5	1
456	в столь	1	1
457	или иначе	4	1
458	как по	2	1
459	благодаря своей	1	1
460	наряду со	1	1
461	с ней	1	1
462	это были	2	1
463	что его	1	1
464	на такой	1	1
465	так называемый	1	1
466	из составных	1	1
467	по отношению	5	1
468	одновременно с	3	1
469	с г	2	1
470	которые как	1	1
471	можно судить	4	1
472	что не	1	1
473	для развития	1	1
474	крайнего предела	1	1
475	и другое	1	1
476	она является	1	1
477	исходит из	1	1
478	или на	2	1
479	не делает	1	1
480	из всего	2	1
481	и продолжает	1	1
482	и будет	1	1
483	то время	8	1
484	сводится к	1	1
485	этого можно	1	1
486	понимать как	1	1
487	рядом с	1	1
488	тому что	4	1
489	где к	1	1
490	в ряде	1	1
491	мы получаем	1	1
492	той социальной	1	1
493	из положения	1	1
494	и поскольку	1	1
495	конечно не	1	1
496	с той	2	1
497	в связи	3	1
498	правда в	3	1
499	те же	1	1
500	тем с	1	1
501	не кто	1	1
502	в последнем	1	1
503	вышла из	1	1
504	с ними	2	1
505	обрывается на	1	1
506	в соответствии	2	1
507	время как	6	1
508	с такими	1	1
509	этот раз	5	1
510	что по	3	1
511	для каждого	1	1
512	если и	1	1
513	но нельзя	1	1
514	все эти	1	1
515	эти две	1	1
516	поскольку в	1	1
517	по ее	1	1
518	поскольку же	2	1
519	все же	7	1
520	имеется в	1	1
521	оказалась в	1	1
522	при таком	1	1
523	более близкие	1	1
524	по нашим	1	1
525	силу этого	3	1
526	этого слова	1	1
527	и т	11	1
528	аттику и	1	1
529	одно из	1	1
530	перед собой	1	1
531	к концу	3	1
532	внимание что	1	1
533	ли не	8	1
534	в исторической	1	1
535	защиты и	1	1
536	ли он	1	1
537	почти все	1	1
538	о которых	6	1
539	о котором	1	1
540	iv в	36	1
541	в двух	6	1
542	и следовательно	2	1
543	как продолжение	1	1
544	же касается	1	1
545	речь идет	6	1
546	и это	3	1
547	в каждой	1	1
548	именно с	1	1
549	об этом	2	1
550	на себе	1	1
551	или менее	2	1
552	и современную	1	1
553	в одной	1	1
554	средней и	3	1
555	казалось бы	3	1
556	к жизни	1	1
557	силой которая	1	1
558	было у	1	1
559	же направлении	1	1
560	возможность чтобы	1	1
561	не менее	6	1
562	большей или	1	1
563	том случае	1	1
564	становится ясным	1	1
565	с до	1	1
566	ответить на	1	1
567	же кто	1	1
568	приближающейся к	1	1
569	рассматривать как	1	1
570	а к	2	1
571	больше чем	5	1
572	действительности но	1	1
573	в основе	1	1
574	близости к	1	1
575	выше и	1	1
576	то это	3	1
577	составных частей	1	1
578	бы с	1	1
579	отличие от	4	1
580	обстояло дело	1	1
581	на этом	3	1
582	чтобы в	1	1
583	бы только	1	1
584	освободиться от	1	1
585	к участию	1	1
586	случае если	1	1
587	море как	1	1
588	например через	1	1
589	тот что	1	1
590	до настоящего	1	1
591	действительности как	1	1
592	то и	3	1
593	все остальные	3	1
594	так называемой	3	1
595	с традициями	1	1
596	каждого из	2	1
597	говорить не	1	1
598	всего этого	2	1
599	перикла и	1	1
600	и необходимость	1	1
601	относится к	2	1
602	в последних	3	1
603	ту же	2	1
604	они все-таки	1	1
605	видимо не	1	1
606	античного мира	2	1
607	для оценки	2	1
608	суровые и	1	1
609	оснований для	1	1
610	и художественным	1	1
611	раз на	3	1
612	именно поэтому	1	1
613	времени в	2	1
614	в отношениях	1	1
615	уже о	4	1
616	из их	1	1
617	в этот	1	1
618	когда в	3	1
619	по нынешним	1	1
620	в современном	1	1
621	из себя	1	1
622	было только	2	1
623	слова и	1	1
624	стороне от	1	1
625	дает представление	2	1
626	не исключено	1	1
627	этого обстоятельства	1	1
628	народа и	1	1
629	в характере	1	1
630	значение для	1	1
631	но они	2	1
632	насколько можно	1	1
633	и их	3	1
634	в которую	1	1
635	что люди	1	1
636	говорить о	3	1
637	если ему	1	1
638	что эта	1	1
639	на его	5	1
640	viii и	1	1
641	тех же	4	1
642	света в	1	1
643	в тех	5	1
644	на пути	1	1
645	и когда	1	1
646	от других	1	1
647	за пределы	2	1
648	аналогий в	1	1
649	у других	4	1
650	и детей	1	1
651	в начале	7	1
652	еще в	9	1
653	с так	1	1
654	где в	1	1
655	даже не	4	1
656	значительной степени	1	1
657	поставлена в	2	1
658	имел ли	1	1
659	и затем	1	1
660	и те	1	1
661	впоследствии к	2	1
662	перед лицом	5	1
663	в совершенно	1	1
664	чтобы не	1	1
665	к которой	1	1
666	в обоих	3	1
667	что из	3	1
668	мы здесь	1	1
669	так называемых	3	1
670	этот период	1	1
671	как известно	4	1
672	которая как	1	1
673	всегда и	1	1
674	связанной с	1	1
675	состоит в	1	1
676	свою пользу	1	1
677	чем это	2	1
678	в рамках	3	1
679	на которые	3	1
680	и быта	1	1
681	или меньшей	1	1
682	то чтобы	1	1
683	числе и	1	1
684	к первому	1	1
685	их будет	1	1
686	значение и	1	1
687	именно та	1	1
688	области идеологии	1	1
689	в отличие	3	1
690	он в	1	1
691	соответствии с	2	1
692	протеста против	1	1
693	связанного с	1	1
694	то наше	1	1
695	этого времени	1	1
696	одного из	7	1
697	первые в	1	1
698	и целые	2	1
699	что для	1	1
700	та или	1	1
701	него не	1	1
702	затем в	2	1
703	и тот	1	1
704	друг другу	2	1
705	начале xx	1	1
706	что само	1	1
707	той же	3	1
708	тех случаях	1	1
709	только одна	1	1
710	которые в	3	1
711	их к	3	1
712	мы бы	1	1
713	и ее	5	1
714	эту же	1	1
715	действию в	1	1
716	которое мы	1	1
717	условия и	1	1
718	быть в	1	1
719	тот же	5	1
720	в нашем	2	1
721	к которому	4	1
722	с собой	2	1
723	та часть	1	1
724	собой значение	1	1
725	о соотношении	2	1
726	то она	1	1
727	с которым	1	1
728	вплоть до	1	1
729	ряде случаев	1	1
730	в сознании	4	1
731	его для	1	1
732	и новой	4	1
733	это что	1	1
734	маска и	1	1
735	в полном	2	1
736	и о	3	1
737	в форму	2	1
738	который в	2	1
739	одна из	4	1
740	все еще	1	1
741	получает за	1	1
742	или уже	1	1
743	другу их	1	1
744	с его	4	1
745	и его	17	1
746	будь то	1	1
747	этого же	1	1
748	его к	1	1
749	т д	4	1
750	что во	1	1
751	что даже	1	1
752	в собственных	1	1
753	это в	1	1
754	и насколько	1	1
755	в нем	8	1
756	речи о	1	1
757	но это	2	1
758	от того	3	1
759	если мы	1	1
760	призывы к	1	1
761	других случаях	1	1
762	для этого	2	1
763	с ее	2	1
764	сожалению не	1	1
765	означает что	2	1
766	в самой	2	1
767	они могут	1	1
768	или вовсе	3	1
769	образом ко	1	1
770	на рубеже	1	1
771	римской империи	2	1
772	строя в	3	1
773	гораздо более	2	1
774	у народа	1	1
775	малой азии	2	1
