N	2gram	Propp_Isto	VelikijI
213	свое место	2	1
214	если в	3	1
215	дел и	1	1
216	ее на	5	1
217	под землей	6	1
218	указать на	1	1
219	того как	5	1
220	нас но	1	1
221	это как	2	1
222	мы увидим	6	1
223	его способность	1	1
224	он делает	1	1
225	в руки	2	1
226	и вот	2	1
227	его с	2	1
228	она не	3	1
229	там он	1	1
230	но она	2	1
231	уже в	4	1
232	небо это	2	1
233	в состоянии	4	1
234	для себя	1	1
235	у них	3	1
236	что уже	1	1
237	с этой	7	1
238	то же	12	1
239	и если	4	1
240	живет в	2	1
241	есть знак	2	1
242	во что	1	1
243	только мы	1	1
244	то ни	1	1
245	для того	2	1
246	сложное и	1	1
247	и могли	1	1
248	этом мире	1	1
249	не по	2	1
250	нельзя не	1	1
251	не для	1	1
252	и должна	1	1
253	тысячи и	1	1
254	силы на	1	1
255	нам могут	1	1
256	утверждают что	1	1
257	что это	6	1
258	все новые	2	1
259	это значит	3	1
260	не всегда	6	1
261	в разных	1	1
262	него в	1	1
263	их было	1	1
264	о чем	2	1
265	царство свое	3	1
266	с такой	1	1
267	образ в	1	1
268	в ее	3	1
269	и тем	4	1
270	и уже	1	1
271	сам великий	1	1
272	сознании и	1	1
273	говорит о	2	1
274	как это	6	1
275	не понимает	1	1
276	есть еще	4	1
277	он превращается	1	1
278	искать в	1	1
279	от этой	1	1
280	мы все	1	1
281	пути в	1	1
282	составные части	1	1
283	этому же	1	1
284	есть и	6	1
285	если нет	1	1
286	теми которые	1	1
287	в одном	2	1
288	же что	2	1
289	у нас	4	1
290	к сонму	1	1
291	и современная	1	1
292	о своем	1	1
293	в этой	2	1
294	он за	2	1
295	в результате	1	1
296	яснее в	1	1
297	кто бы	2	1
298	другой стороны	17	1
299	в день	2	1
300	еще больше	1	1
301	и хотя	3	1
302	я не	1	1
303	и вновь	1	1
304	но что	2	1
305	как можно	1	1
306	основана на	1	1
307	у него	16	1
308	них и	1	1
309	вот в	2	1
310	дает людям	3	1
311	не существует	1	1
312	так же	6	1
313	в виде	5	1
314	тогда как	4	1
315	над ним	1	1
316	их не	3	1
317	но с	2	1
318	с небом	1	1
319	в противоположность	1	1
320	всего что	1	1
321	проявляется и	1	1
322	и остается	1	1
323	с другой	20	1
324	в которой	2	1
325	его совесть	1	1
326	но все	5	1
327	вот что	1	1
328	ее от	1	1
329	я в	1	1
330	и с	4	1
331	наших дней	1	1
332	о мире	1	1
333	и можно	1	1
334	к ним	3	1
335	того света	1	1
336	и говорит	5	1
337	в лице	1	1
338	видно и	2	1
339	людей а	1	1
340	отношение к	6	1
341	на нее	1	1
342	а того	1	1
343	в мир	1	1
344	то и	6	1
345	или даже	3	1
346	но вот	2	1
347	ее но	1	1
348	религии и	1	1
349	он так	1	1
350	него не	1	1
351	и другое	4	1
352	как мы	6	1
353	оторванное от	1	1
354	происхождение и	1	1
355	это право	1	1
356	из всего	3	1
357	в мировом	1	1
358	их к	1	1
359	и до	2	1
360	бы от	1	1
361	дух в	1	1
362	близок к	4	1
363	только свое	1	1
364	пути и	1	1
365	вот к	1	1
366	царство и	2	1
367	царства и	4	1
368	на него	3	1
369	в своем	3	1
370	вражда к	1	1
371	меня в	2	1
372	человек и	1	1
373	его на	2	1
374	был в	2	1
375	так хорошо	1	1
376	и от	5	1
377	сила а	1	1
378	как она	1	1
379	ничего не	7	1
380	тебя на	1	1
381	с ними	2	1
382	так часто	3	1
383	им и	1	1
384	и именно	1	1
385	в сознании	1	1
386	духа в	2	1
387	и очень	1	1
388	ней и	1	1
389	царем и	1	1
390	в третьем	1	1
391	нам уже	1	1
392	природы и	1	1
393	что тот	2	1
394	и так	2	1
395	вместе с	17	1
396	все же	14	1
397	в одно	2	1
398	идет по	1	1
399	построения для	1	1
400	и вместе	3	1
401	если они	4	1
402	мировой истории	1	1
403	и которые	1	1
404	как в	17	1
405	этого слова	1	1
406	в которых	2	1
407	находится в	2	1
408	им в	2	1
409	на вершине	1	1
410	можно ли	2	1
411	небом и	1	1
412	скрыть от	1	1
413	бы ни	1	1
414	себя и	1	1
415	а его	3	1
416	и по	7	1
417	их на	2	1
418	и эта	5	1
419	к этому	5	1
420	часто он	1	1
421	в их	4	1
422	со своей	2	1
423	этом нет	1	1
424	который был	1	1
425	это в	3	1
426	такой силой	1	1
427	ли он	5	1
428	есть одна	1	1
429	думают что	1	1
430	не будут	2	1
431	о государстве	1	1
432	мира и	2	1
433	может и	1	1
434	для чего	1	1
435	том свете	5	1
436	зависимости от	4	1
437	бытия в	1	1
438	себя не	1	1
439	которого не	1	1
440	в известном	1	1
441	людям и	1	1
442	таким же	2	1
443	себе и	3	1
444	и царство	1	1
445	не просто	3	1
446	он был	2	1
447	не случайно	3	1
448	жил и	1	1
449	хотели бы	2	1
450	в целом	2	1
451	это он	2	1
452	слова очень	1	1
453	и ее	6	1
454	вовсе не	6	1
455	что на	1	1
456	есть не	1	1
457	на составные	1	1
458	т e	1	1
459	д и	1	1
460	и нет	3	1
461	бы в	1	1
462	ты с	1	1
463	к нему	8	1
464	от них	2	1
465	и смерти	1	1
466	а потом	4	1
