N	2gram	Voloshinov	Hudozhes
468	общего с	1	1
469	что для	1	1
470	этом пути	1	1
471	прошла в	1	1
472	друг другу	1	1
473	которые в	1	1
474	это делает	2	1
475	этом и	1	1
476	с которым	1	1
477	же в	1	1
478	всю жизнь	2	1
479	говорить об	1	1
480	иной раз	1	1
481	бы ни	1	1
482	нуждается в	5	1
483	в него	5	1
484	впервые становится	1	1
485	дело обстоит	1	1
486	в известной	1	1
487	образов и	2	1
488	кажется что	2	1
489	иное как	1	1
