N	2gram	Medvedev_V	VerxiiNi
391	тем что	1	1
392	в музыке	1	1
393	и том	2	1
394	значения и	1	1
395	если он	1	1
396	в сферу	1	1
397	том или	1	1
398	в жизни	2	1
399	видно из	3	1
400	характер этого	1	1
401	что перед	1	1
402	эта способность	2	1
403	одном из	4	1
404	как и	7	1
405	их он	1	1
406	как не	1	1
407	с ними	4	1
408	многих других	1	1
409	время как	1	1
410	их в	7	1
411	вряд ли	1	1
412	а именно	1	1
413	только то	2	1
414	в своей	4	1
415	человека идет	1	1
416	в слове	3	1
417	и так	1	1
418	состоит из	1	1
419	на эту	1	1
420	на этом	2	1
421	как в	1	1
422	мира и	3	1
423	что еще	1	1
424	отношении можно	2	1
425	лишь о	1	1
426	силу этого	4	1
427	так сказать	2	1
428	а иногда	1	1
429	ли не	2	1
430	на одном	1	1
431	или ином	1	1
432	счел возможным	1	1
433	является для	1	1
434	духовной и	1	1
435	многим из	1	1
436	после того	2	1
437	их отношение	1	1
438	и приспособить	1	1
439	том как	3	1
440	это было	1	1
441	роль в	4	1
442	он вполне	1	1
443	он сам	2	1
444	на его	1	1
445	от всей	1	1
446	в каждой	1	1
447	в чем	2	1
448	в каком	1	1
449	что тот	1	1
450	на себе	1	1
451	сейчас же	1	1
452	перейти к	1	1
453	могло бы	2	1
454	в ином	1	1
455	и отдельные	2	1
456	о способности	1	1
457	тем более	1	1
458	казалось бы	1	1
459	что они	3	1
460	бы в	3	1
461	не был	1	1
462	а вместе	1	1
463	о самоубийстве	1	1
464	частей и	1	1
465	с этим	3	1
466	все они	2	1
467	но этим	1	1
468	при бедности	1	1
469	нет ничего	1	1
470	и отсюда	1	1
471	еще и	2	1
472	ни к	1	1
473	совершенно не	1	1
474	как показывает	1	1
475	человека в	2	1
476	бы и	6	1
477	эти тенденции	1	1
478	на этой	1	1
479	находит свое	1	1
480	к этой	1	1
481	и других	1	1
482	число которых	1	1
483	да и	2	1
484	бы с	1	1
485	между собой	1	1
486	не означает	1	1
487	видим что	1	1
488	еще недостаточно	1	1
489	было в	2	1
490	до нас	2	1
491	от характера	2	1
492	силу самой	1	1
493	и элементарной	1	1
494	духовной жизни	1	1
495	это как	1	1
496	момента когда	1	1
497	говорить не	3	1
498	входит в	1	1
499	с новыми	1	1
500	но даже	3	1
501	мы не	1	1
502	имеет свой	1	1
503	не по	2	1
504	с половиной	2	1
505	в ней	2	1
506	каждый образ	2	1
507	но это	1	1
508	это для	1	1
509	дело не	1	1
510	характерны для	1	1
511	необходимость для	1	1
512	только тогда	1	1
513	влияя на	1	1
514	и детализации	1	1
515	есть то	1	1
516	физической природы	1	1
517	и весь	2	1
518	а по	1	1
519	целым рядом	1	1
520	эта мысль	1	1
521	только на	1	1
522	и их	3	1
523	речь идет	1	1
524	не приходится	2	1
525	все те	1	1
526	пор не	1	1
527	к области	1	1
528	в количестве	1	1
529	начинается с	2	1
530	а между	1	1
531	иметь в	2	1
532	народных песен	2	1
533	по отношению	7	1
534	уже как	1	1
535	учения о	1	1
536	слова с	1	1
537	не следует	8	1
538	этот вопрос	3	1
539	при помощи	3	1
540	конечно нет	1	1
541	образы не	1	1
542	себе в	1	1
543	без труда	1	1
544	не представляет	1	1
545	образом уже	1	1
546	в глаза	1	1
547	как совершенно	1	1
548	всего этого	1	1
549	как известно	2	1
550	смысла и	1	1
551	в какой-то	1	1
552	на это	2	1
553	становится в	1	1
554	в нашей	4	1
555	было бы	8	1
556	имеем в	1	1
557	знает и	1	1
558	этого мира	1	1
559	без участия	1	1
560	этих элементов	1	1
561	или вообще	1	1
562	художественном творчестве	6	1
563	заметить что	1	1
564	элементов в	1	1
565	к двум	1	1
566	наконец что	1	1
567	в сфере	2	1
568	затем в	1	1
569	по себе	2	1
570	таков второй	2	1
571	могут быть	8	1
572	о его	2	1
573	человека и	3	1
574	черт которые	1	1
575	душевное состояние	1	1
576	формы в	1	1
577	целого и	1	1
578	соответствии с	1	1
579	на многие	1	1
580	ту атмосферу	1	1
581	обходятся без	1	1
582	и есть	5	1
583	их можно	1	1
584	не связанные	1	1
585	во всей	2	1
586	природы не	1	1
587	в понятие	1	1
588	том же	6	1
589	связи со	1	1
590	причем в	1	1
591	в сознании	4	1
592	же в	7	1
593	что она	2	1
594	он может	2	1
595	бы быть	1	1
596	происходит в	1	1
597	если они	2	1
598	чаще всего	1	1
599	этом процессе	2	1
600	или из	1	1
601	и его	6	1
602	эти планы	1	1
603	они всегда	1	1
604	представляется как	1	1
605	мира в	1	1
606	у этих	1	1
607	под именем	1	1
608	для достижения	1	1
609	а как	2	1
610	и никогда	2	1
611	что даже	2	1
612	даже в	5	1
613	только с	2	1
614	в ту	1	1
615	быть в	1	1
616	нет никаких	2	1
617	радости и	1	1
618	к этим	2	1
619	друг друга	1	1
620	бытия в	1	1
621	с ее	1	1
622	всех этих	3	1
623	и охотно	1	1
624	к ее	1	1
625	материала из	1	1
626	чтобы не	2	1
627	ними в	1	1
628	но для	2	1
629	должны быть	2	1
630	в реакции	1	1
631	понятия и	1	1
632	то о	2	1
633	и ее	4	1
634	здесь не	1	1
635	скорее к	1	1
636	прямом смысле	1	1
637	то время	1	1
638	и самый	1	1
639	чуть ли	2	1
640	искусства не	2	1
641	и во	1	1
642	он должен	1	1
643	судя по	1	1
