N	2gram	Vygotskiy_	Morfolog
346	и больше	2	2
347	увидим что	3	2
348	мы получим	2	2
349	точно так	6	2
350	в одном	4	2
351	в различных	1	2
352	и когда	5	2
353	от других	3	2
354	при определении	2	2
355	то как	4	2
356	не что	2	2
357	в совершенно	5	2
358	тогда как	1	2
359	действия и	4	2
360	так называемых	1	2
361	в глаза	2	2
362	затем уже	1	2
363	что же	4	2
364	могут и	1	2
365	без всякого	2	2
366	быть изучены	1	2
367	носит характер	1	2
368	в данной	1	2
369	тем же	4	2
370	тех случаях	1	2
371	никаких новых	1	2
372	одной из	1	2
373	для отдельных	1	2
374	на этот	2	2
375	что она	11	2
376	он может	1	2
377	который в	3	2
378	что именно	4	2
379	а вовсе	1	2
380	всяком случае	7	2
381	но так	2	2
382	чем это	2	2
383	для него	1	2
384	не означает	2	2
385	д все	1	2
386	в свое	1	2
387	ответ на	2	2
388	то они	1	2
389	приведены в	1	2
390	элемент в	1	2
391	ничем не	1	2
392	является результатом	1	2
393	как такового	1	2
394	же роль	2	2
395	что иное	2	2
396	может не	1	2
397	данном случае	1	2
398	ряд других	1	2
399	на вопрос	4	2
400	в основу	3	2
401	собой в	1	2
402	и заставляет	1	2
403	с одной	6	2
404	она в	2	2
405	и за	1	2
406	вывод что	2	2
407	ни было	2	2
408	она вызывает	1	2
409	этом отношении	7	2
410	их как	1	2
411	для нас	5	2
412	все это	11	2
413	то прежде	1	2
414	с другими	2	2
415	чем в	2	2
416	но с	1	2
417	развитию и	1	2
418	не сумеем	5	2
419	наших дней	1	2
420	с двумя	2	2
421	как таковая	1	2
422	это мы	2	2
423	исходят из	2	2
424	вообще не	1	2
425	между собою	1	2
426	очень много	1	2
427	далее мы	1	2
428	же оно	1	2
429	за которым	1	2
430	также в	1	2
431	герой в	1	2
432	с логической	1	2
433	у него	4	2
434	перейти к	1	2
435	по своему	2	2
436	можно показать	3	2
437	в чем	5	2
438	а другой	3	2
439	или менее	3	2
440	и таким	4	2
441	в одной	3	2
442	на составные	1	2
443	бы в	3	2
444	а потом	1	2
445	без всякой	1	2
446	совершенно другой	3	2
447	на ход	1	2
448	могли бы	3	2
449	о происхождении	1	2
450	а с	2	2
451	можно сравнить	1	2
452	случае если	2	2
453	в наши	1	2
454	и даже	11	2
455	в самых	3	2
456	она не	6	2
457	что ни	2	2
458	ту же	6	2
459	дело не	1	2
460	эти формы	1	2
461	в частности	6	2
462	из этих	6	2
463	можно сделать	1	2
464	должны быть	6	2
465	или иные	1	2
466	что эта	4	2
467	всех других	2	2
468	один раз	1	2
469	тем и	2	2
470	если например	1	2
471	теряет свое	1	2
472	в нее	2	2
473	является одновременно	1	2
474	определяют собой	1	2
475	ни одной	1	2
476	из его	4	2
477	однако в	2	2
478	будем утверждать	1	2
479	это можно	3	2
480	другой не	1	2
481	до наших	1	2
482	как будто	10	2
483	д и	1	2
484	же может	1	2
485	изучения в	1	2
486	или при	1	2
487	если она	2	2
488	должны будем	2	2
489	хотя они	1	2
490	в одну	2	2
491	иное как	2	2
492	что до	1	2
493	совершается в	2	2
494	в той	2	1
495	от изучения	1	1
496	в особенности	3	1
497	были бы	2	1
498	во всем	5	1
499	это на	1	1
500	какого бы	1	1
501	и может	3	1
502	быть сделано	1	1
503	это утверждение	2	1
504	никак нельзя	2	1
505	все что	4	1
506	образом и	4	1
507	для всех	5	1
508	до сих	8	1
509	законы и	1	1
510	еще раз	1	1
511	с для	2	1
512	даны в	2	1
513	за ним	2	1
514	и на	6	1
515	одном случае	1	1
516	наши дни	1	1
517	на эти	2	1
518	только те	1	1
519	же и	2	1
520	в рассказе	1	1
521	этот закон	1	1
522	же например	1	1
523	читателю и	1	1
524	по лестнице	1	1
525	себе представить	2	1
526	и материал	2	1
527	которые не	3	1
528	убедиться что	3	1
529	которые он	1	1
530	он только	1	1
531	зрения их	1	1
532	его с	3	1
533	этой формой	1	1
534	совершенно очевидно	3	1
535	с такой	1	1
536	или иных	2	1
537	этого тупика	1	1
538	он оказывает	1	1
539	дело с	10	1
540	в применении	2	1
541	момента в	1	1
542	точное изучение	1	1
543	и далее	2	1
544	при этом	28	1
545	даже в	2	1
546	все формы	1	1
547	формы в	6	1
548	это значит	1	1
549	и отдельно	1	1
550	сюда относится	1	1
551	в нашу	1	1
552	которым они	1	1
553	особенности этого	1	1
554	того есть	1	1
555	тем как	2	1
556	и был	1	1
557	ни стало	1	1
558	думается что	3	1
559	в другой	3	1
560	чрезвычайно много	1	1
561	привести к	1	1
562	те же	9	1
563	отношении друг	1	1
564	в приложении	1	1
565	но ведь	1	1
566	равным образом	3	1
567	не являются	1	1
568	остановиться на	2	1
569	а есть	2	1
570	одно из	2	1
571	и об	2	1
572	не столько	1	1
573	из нескольких	1	1
574	и делает	2	1
575	собаку и	1	1
576	ссылкой на	1	1
577	но этого	1	1
578	то не	1	1
579	шкловский и	1	1
580	формы является	1	1
581	др это	1	1
582	или другого	1	1
583	совершенно иное	1	1
584	к родителям	1	1
585	со всеми	5	1
586	в них	4	1
587	этом основании	1	1
588	этим объясняется	1	1
589	вообще с	1	1
590	стоит в	1	1
591	этой точки	7	1
592	по пути	1	1
593	во что	1	1
594	вместо того	1	1
595	чувства и	4	1
596	что вопрос	1	1
597	новое значение	2	1
598	от одного	1	1
599	именно и	2	1
600	редко в	1	1
601	и с	5	1
602	однако что	1	1
603	которым он	1	1
604	их и	1	1
605	из нее	1	1
606	каким образом	3	1
607	в особый	2	1
608	с известными	1	1
609	хотя эта	1	1
610	и все	8	1
611	мысль о	1	1
612	оно есть	3	1
613	пр как	1	1
614	из самых	2	1
615	еще в	1	1
616	опять имеем	1	1
617	обращается к	2	1
618	она является	3	1
619	именно в	1	1
620	ведет к	1	1
621	не составляют	1	1
622	и действительно	1	1
623	спасает от	1	1
624	с или	1	1
625	исходить из	1	1
626	принадлежат к	4	1
627	останавливаясь на	1	1
628	том или	1	1
629	стороны оно	1	1
630	как первая	1	1
631	и превращение	1	1
632	к таким	1	1
633	к самым	1	1
634	там же	2	1
635	как не	2	1
636	с ними	2	1
637	и очень	2	1
638	в точном	1	1
639	это время	1	1
640	в своей	6	1
641	которые могут	2	1
642	одновременно и	1	1
643	и просто	1	1
644	на эту	1	1
645	дело идет	1	1
646	формальных приемов	1	1
647	художественный рассказ	1	1
648	лица в	1	1
649	явлений и	3	1
650	увидим как	1	1
651	нами при	1	1
652	прошлого века	1	1
653	бы не	1	1
654	в коем	1	1
655	является продолжением	1	1
656	этого материала	4	1
657	шкловский совершенно	1	1
658	ключом к	1	1
659	в это	1	1
660	мы считаем	2	1
661	которая не	2	1
662	материала или	1	1
663	здесь нет	1	1
664	к созданию	1	1
665	же вопрос	1	1
666	огромную роль	1	1
667	другими формами	1	1
668	таких слов	1	1
669	об отношении	1	1
670	и нет	2	1
671	без специального	1	1
672	основанный на	1	1
673	решительно все	2	1
674	сама собой	1	1
675	статей и	1	1
676	соединение двух	1	1
677	тем в	1	1
678	бросается в	1	1
679	ее объеме	1	1
680	еще и	1	1
681	совершенно не	7	1
682	он же	3	1
683	во все	2	1
684	так мы	1	1
685	к этой	2	1
686	всего и	1	1
687	в котором	5	1
688	которые мы	4	1
689	помощи которых	1	1
690	понятия и	1	1
691	по тем	1	1
692	что земля	1	1
693	применении к	2	1
694	совершенно особое	1	1
695	эти исторические	1	1
696	в приведенных	1	1
697	материала все	1	1
698	в свою	3	1
699	имеет в	3	1
700	так чтобы	1	1
701	которое ему	1	1
702	лежат в	1	1
703	глубоко по	1	1
704	это все	3	1
705	это его	1	1
706	быть дано	2	1
707	но то	1	1
708	он является	1	1
709	только как	3	1
710	во многих	1	1
711	тех пор	2	1
712	в новой	2	1
713	уже было	1	1
714	точно и	4	1
715	порядке в	1	1
716	с помощью	1	1
717	для нее	1	1
718	те или	1	1
719	именно на	1	1
720	для меня	1	1
721	только один	2	1
722	то все	2	1
723	она начинает	2	1
724	только на	7	1
725	которые можно	1	1
726	которые должны	2	1
727	указать что	1	1
728	правда и	1	1
729	приходит к	5	1
730	на основании	7	1
731	не потому	3	1
732	и была	2	1
733	говорит что	10	1
734	на примере	5	1
735	задачи и	3	1
736	тому или	1	1
737	не будет	4	1
738	и до	2	1
739	собой с	1	1
740	и те	5	1
741	не вполне	1	1
742	можно ли	2	1
743	типы и	1	1
744	же время	2	1
745	к людям	1	1
746	при анализе	3	1
747	самого начала	1	1
748	влияет на	1	1
749	свою очередь	3	1
750	форм мы	1	1
751	за тридевять	1	1
752	перед ним	1	1
753	в настоящей	1	1
754	им в	4	1
755	же самое	8	1
756	их значения	1	1
757	как функции	1	1
758	соглашаясь с	1	1
759	так то	1	1
760	как на	6	1
761	что здесь	2	1
762	вроде следующего	1	1
763	позволил бы	1	1
764	и там	2	1
765	одно и	1	1
766	для последующих	1	1
767	свои законы	1	1
768	он в	2	1
769	отношение к	3	1
770	не как	3	1
771	верно для	2	1
772	ее не	1	1
773	то для	1	1
774	русском языке	3	1
775	ею и	1	1
776	функций и	1	1
777	образом как	1	1
778	для изучения	1	1
779	такая же	1	1
780	что я	4	1
781	эти вопросы	1	1
782	в известных	3	1
783	с этими	1	1
784	бы сказать	1	1
785	материал в	1	1
786	и вдруг	1	1
787	то во	1	1
788	анализ и	1	1
789	формы для	1	1
790	совершенно особой	1	1
791	как во	2	1
792	быть нами	2	1
793	исключить из	1	1
794	что говорит	1	1
795	он сам	1	1
796	который позволил	1	1
797	какой степени	2	1
798	по происхождению	1	1
799	коем случае	1	1
800	что даже	3	1
801	это сделано	1	1
802	в первой	1	1
803	материал и	2	1
804	о чем	2	1
805	она есть	2	1
806	а для	1	1
807	мы еще	1	1
808	только о	3	1
809	в ее	7	1
810	случае когда	1	1
811	и становится	1	1
812	свои собственные	1	1
813	тот же	8	1
814	не то	2	1
815	и заметок	1	1
816	указанием на	2	1
817	может как	1	1
818	грань между	2	1
819	высшей степени	1	1
820	формы не	3	1
821	считать не	1	1
822	как к	2	1
823	переходим к	1	1
824	может найти	1	1
825	и то	4	1
826	форм и	3	1
827	можно себе	1	1
828	в себе	6	1
829	не волшебный	1	1
830	что ему	1	1
831	и многие	3	1
832	всегда можно	1	1
833	собой и	1	1
834	с но	3	1
835	ему в	1	1
836	не противоречит	1	1
837	формы нет	1	1
838	содержится в	1	1
839	после того	2	1
840	этой области	4	1
841	которое он	2	1
842	но прежде	1	1
843	во всей	1	1
844	указать на	1	1
845	должно быть	2	1
846	наблюдение что	1	1
847	тридевять земель	1	1
848	время и	1	1
849	случаев когда	1	1
850	итак в	1	1
851	где начинается	3	1
852	что каждая	2	1
853	в первый	3	1
854	еще до	1	1
855	и вот	5	1
856	с любовью	1	1
857	описания от	1	1
858	прежние приемы	1	1
859	есть у	1	1
860	с если	3	1
861	в состоянии	4	1
862	в его	8	1
863	он как	1	1
864	первый раз	2	1
865	которые делает	2	1
866	материала и	2	1
867	сравнить с	1	1
868	на что	1	1
869	даже такие	1	1
870	методах изучения	1	1
871	вариантах и	1	1
872	находится в	1	1
873	ее можно	1	1
874	как раз	4	1
875	сторона в	1	1
876	такое же	3	1
877	о нем	2	1
878	что с	5	1
879	и вслед	1	1
880	лиц и	3	1
881	в полном	3	1
882	нашу мысль	1	1
883	и новое	1	1
884	состоят из	1	1
885	на которой	1	1
886	теряет свою	1	1
887	которыми она	2	1
888	что каждый	1	1
889	чтобы получить	1	1
890	сам себе	1	1
891	же не	1	1
892	чем же	2	1
893	в немецкой	2	1
894	из форм	1	1
895	же формы	1	1
896	там и	1	1
897	слова а	1	1
898	переносятся на	1	1
899	таком случае	3	1
900	что все	10	1
901	в их	4	1
902	бежать за	1	1
903	мы находим	2	1
904	видит в	1	1
905	всеми другими	1	1
906	совершенно ясно	22	1
907	только он	1	1
908	работы и	1	1
909	раз обратное	2	1
910	материал для	4	1
911	эта история	1	1
912	как ни	1	1
913	каким способом	1	1
914	утверждение что	2	1
915	что чувства	2	1
916	такую работу	1	1
917	от тех	1	1
918	и показать	1	1
919	как по	1	1
920	не любит	2	1
921	и говорит	1	1
922	за этим	1	1
923	героя с	1	1
924	что под	1	1
925	в виду	6	1
926	во внимание	4	1
927	и которая	1	1
928	этим и	1	1
929	дело в	2	1
930	реакция на	1	1
931	которое в	2	1
932	что не	2	1
933	как нечто	3	1
934	предпосылки что	1	1
935	и действие	3	1
936	чрезвычайно важно	1	1
937	точном смысле	1	1
938	в таком	5	1
939	теми или	1	1
940	все вопросы	1	1
941	совершенно точно	6	1
942	между ними	2	1
943	нас к	1	1
944	спор о	1	1
945	этой цели	1	1
946	быть или	1	1
947	можно предположить	1	1
948	есть в	7	1
949	формы составляет	1	1
950	по ее	1	1
951	не есть	4	1
952	говорят о	1	1
953	занимается в	1	1
954	мнение что	1	1
955	не дают	1	1
956	в мире	1	1
957	д то	1	1
958	для примера	1	1
959	так в	1	1
960	для решения	1	1
961	становится все	1	1
962	на все	6	1
963	и со	1	1
964	и могут	1	1
965	тех которые	1	1
966	что им	1	1
967	берется одна	1	1
968	известными формами	1	1
969	служит для	1	1
970	только и	1	1
971	представляет так	1	1
972	бы мы	3	1
973	эти формулы	1	1
974	предмета но	1	1
975	ниже по	1	1
976	же касается	1	1
977	и должны	1	1
978	точек зрения	3	1
979	и это	6	1
980	хотя оно	1	1
981	при попытке	1	1
982	например как	1	1
983	в эту	1	1
984	что следовательно	3	1
985	могло бы	5	1
986	куда он	1	1
987	но к	3	1
988	сих пор	8	1
989	и вообще	3	1
990	указывая что	1	1
991	как результат	2	1
992	метод и	1	1
993	другом случае	1	1
994	людей в	1	1
995	целом не	2	1
996	определяет собой	1	1
997	этих двух	4	1
998	воды и	1	1
999	что основные	1	1
1000	в русской	1	1
1001	в каждом	5	1
1002	они все	1	1
1003	здесь как	1	1
1004	быть во	1	1
1005	предположить что	1	1
1006	того или	2	1
1007	о себе	1	1
1008	разница между	3	1
1009	мы находимся	1	1
1010	и эти	2	1
1011	д с	1	1
1012	что от	1	1
1013	же с	1	1
1014	бы показать	1	1
1015	таким же	1	1
1016	с самого	1	1
1017	могут служить	3	1
1018	отличие от	6	1
1019	представители этой	1	1
1020	такие же	2	1
1021	действия в	1	1
1022	данный момент	1	1
1023	она должна	2	1
1024	ивана и	1	1
1025	усиливается или	1	1
1026	бы только	1	1
1027	само собой	1	1
1028	этом нет	1	1
1029	то чего	1	1
1030	если наконец	1	1
1031	принципов и	1	1
1032	оказалось бы	1	1
1033	при отсутствии	1	1
1034	и трудные	2	1
1035	на новый	1	1
1036	две формы	1	1
1037	от самого	1	1
1038	на другой	3	1
1039	одну из	1	1
1040	не играют	1	1
1041	уже только	1	1
1042	но он	3	1
1043	мы опять	2	1
1044	самому себе	2	1
1045	отношение между	1	1
1046	так что	8	1
1047	на которых	1	1
1048	веселовский с	1	1
1049	самый объект	1	1
1050	но путь	1	1
1051	которое только	1	1
1052	есть всегда	1	1
1053	одним словом	1	1
1054	как объект	1	1
1055	к тем	1	1
1056	его не	3	1
1057	процессов и	1	1
1058	надо сказать	3	1
1059	но она	1	1
1060	дать точное	1	1
1061	мы изучаем	1	1
1062	всякий исследователь	2	1
1063	не приходится	1	1
1064	много ли	1	1
1065	как он	4	1
1066	и определяет	1	1
1067	форма есть	1	1
1068	что данный	1	1
1069	не дает	3	1
1070	оказывается что	5	1
1071	конечно в	1	1
1072	почти всегда	3	1
1073	в нашей	4	1
1074	это то	1	1
1075	его жизнь	1	1
1076	как явление	1	1
1077	вплотную к	1	1
1078	отличать от	1	1
1079	они хотят	1	1
1080	к которой	1	1
1081	что бы	2	1
1082	думать что	3	1
1083	или как	2	1
1084	и всякая	1	1
1085	однако если	1	1
1086	или иное	2	1
1087	они затем	1	1
1088	он представляет	1	1
1089	когда мы	4	1
1090	понятия не	1	1
1091	скажем что	1	1
1092	на это	2	1
1093	роль играют	1	1
1094	всем ее	1	1
1095	что далеко	1	1
1096	быть не	1	1
1097	других видов	3	1
1098	возможно что	1	1
1099	что подобные	1	1
1100	следует только	1	1
1101	способом они	1	1
1102	форма как	2	1
1103	и никогда	1	1
1104	в плане	1	1
1105	точно также	1	1
1106	точку зрения	3	1
1107	изучения и	1	1
1108	они принадлежат	1	1
1109	которые в	3	1
1110	на других	1	1
1111	все содержание	1	1
1112	с этот	1	1
1113	подобной же	1	1
1114	слова она	1	1
1115	предмет его	1	1
1116	материала в	2	1
1117	иных форм	1	1
1118	ее а	1	1
1119	быть объяснено	2	1
1120	не сознаем	1	1
1121	эту мысль	2	1
1122	это означает	2	1
1123	он показывает	1	1
1124	теми же	2	1
1125	ей не	1	1
1126	в силу	4	1
1127	такой же	9	1
1128	подобные рассказы	1	1
1129	этого и	1	1
1130	как при	1	1
1131	оказался только	1	1
1132	из этого	5	1
1133	силу художественной	1	1
1134	при изучении	1	1
1135	в области	12	1
1136	его к	2	1
1137	кроме тех	2	1
1138	один и	2	1
1139	тех или	2	1
1140	хотя он	1	1
1141	определить как	1	1
1142	если на	1	1
1143	показывает что	6	1
1144	это совершенно	3	1
1145	быть названы	1	1
1146	для чего	1	1
1147	ведь и	1	1
1148	в высшей	1	1
1149	что количество	1	1
1150	в него	4	1
1151	природой и	1	1
1152	настоящая работа	1	1
1153	с ее	3	1
1154	том порядке	2	1
1155	простейший пример	1	1
1156	на камне	1	1
1157	имеет свою	1	1
1158	этому вопросу	1	1
1159	дело обстоит	1	1
1160	из этой	1	1
1161	и совершенно	7	1
1162	начинает с	3	1
1163	мы скажем	1	1
1164	не можем	3	1
1165	и наконец	2	1
1166	что делают	1	1
1167	некоторые черты	1	1
1168	проявляются в	1	1
1169	вплоть до	3	1
1170	есть не	6	1
1171	части но	1	1
1172	нечто иное	1	1
