N	2gram	Trubetskoy	slovoVRo
219	друг с	9	4
220	и политической	1	4
221	даже и	1	4
222	того чтобы	8	4
223	в другом	2	4
224	тогда когда	3	4
225	и уже	2	4
226	с этой	3	4
227	точками зрения	1	4
228	в различных	1	4
229	свою очередь	2	4
230	он может	1	4
231	однако в	1	4
232	как сказано	4	4
233	из них	5	4
234	того что	7	4
235	он должен	2	4
236	областях жизни	1	4
237	лишь тогда	2	4
238	все его	2	4
239	что оно	3	4
240	том же	4	4
241	что и	7	4
242	в виде	4	4
243	а на	1	4
244	в которой	5	4
245	это слово	1	4
246	и как	1	4
247	же как	3	4
248	так в	1	4
249	следовательно и	2	4
250	в себя	2	4
251	с другом	9	4
252	из одного	2	4
253	сих пор	15	4
254	всех своих	1	4
255	уже сказали	1	4
256	именно как	1	4
257	но как	2	4
258	эти слова	1	4
259	в частности	2	4
260	одно и	1	4
261	не были	1	4
262	из него	2	4
263	всех сторон	1	4
264	в лучшем	1	4
265	образом в	3	4
266	и дальше	2	4
267	из этого	7	4
268	бы ни	1	4
269	лучшем случае	1	4
270	и ее	2	4
271	есть как	1	4
272	мы видели	2	4
273	и другие	1	3
274	все что	10	3
275	в состав	1	3
276	ним и	1	3
277	смысле слова	1	3
278	эта идея	1	3
279	в разных	3	3
280	не требует	1	3
281	не приходится	1	3
282	не исчерпывается	1	3
283	от этой	1	3
284	и то	4	3
285	в связи	3	3
286	борьбы с	2	3
287	нами в	1	3
288	исторического развития	2	3
289	в более	1	3
290	в духе	1	3
291	в первом	1	3
292	тем что	1	3
293	в корне	1	3
294	в одно	2	3
295	жизни в	1	3
296	правда не	1	3
297	широком смысле	2	3
298	этот процесс	2	3
299	от этого	1	3
300	отличается от	6	3
301	было бы	3	3
302	силы и	1	3
303	почти все	2	3
304	и социальной	2	3
305	которых мы	4	3
306	всем этим	1	3
307	но лишь	1	3
308	из себя	10	3
309	на которые	1	3
310	в этой	7	3
311	людей и	1	3
312	целый ряд	4	3
313	и до	3	3
314	и те	2	3
315	как оно	1	3
316	а лишь	3	3
317	и вообще	3	3
318	в эту	2	3
319	без всякого	1	3
320	если мы	4	3
321	на него	2	3
322	в сознании	7	3
323	мы говорили	8	3
324	этого слова	2	3
325	только с	1	3
326	на котором	1	3
327	они были	1	3
328	и следует	1	3
329	за пределами	1	3
330	должно быть	5	3
331	на том	2	3
332	у каждого	1	3
333	не знаем	1	3
334	различия между	3	3
335	чем в	3	3
336	в широком	1	3
337	и где	2	3
338	дело в	1	3
339	тому что	2	3
340	и единственным	1	3
341	и без	5	3
342	данного произведения	1	3
343	лишь на	1	3
344	не есть	4	3
345	является лишь	1	3
346	на все	5	3
347	если она	1	3
348	между собой	4	3
349	это было	1	3
350	и это	3	3
351	другом случае	1	3
352	смысл и	1	3
353	затем и	1	3
354	в такой	4	3
355	потому что	9	3
356	и тем	1	3
357	из этих	8	3
358	на нем	1	3
359	конечно в	2	3
360	тем и	1	3
361	лишь как	1	3
362	на всю	1	3
363	дальнейшего развития	2	3
364	к этому	5	3
365	данном случае	3	3
366	такой же	2	3
367	этими двумя	2	3
368	ведь и	1	3
369	себе как	1	3
370	как для	3	3
371	науки о	1	2
372	с которыми	2	2
373	к такому	2	2
374	вступить в	1	2
375	та же	4	2
376	за ним	1	2
377	мы и	2	2
378	разобранные нами	1	2
379	как с	1	2
380	уже говорили	1	2
381	и свою	1	2
382	языке так	1	2
383	некоторой степени	1	2
384	без исключения	1	2
385	к действительности	1	2
386	из всех	5	2
387	социальная жизнь	1	2
388	до некоторой	1	2
389	тем как	2	2
390	создается в	1	2
391	и этого	1	2
392	одному из	1	2
393	далее в	1	2
394	от этих	1	2
395	том и	2	2
396	каждом шагу	1	2
397	этой точки	1	2
398	все то	2	2
399	с такими	1	2
400	с ней	1	2
401	произведения в	1	2
402	заключается в	3	2
403	из самых	1	2
404	но по	3	2
405	то время	2	2
406	в борьбу	1	2
407	в жизни	3	2
408	как о	1	2
409	а именно	1	2
410	дело идет	1	2
411	на себе	2	2
412	приводит к	1	2
413	да и	1	2
414	на самой	1	2
415	на каждом	2	2
416	но мы	1	2
417	людей с	1	2
418	себя от	1	2
419	по своему	5	2
420	перестает быть	1	2
421	это и	1	2
422	и глубоко	1	2
423	и отчасти	1	2
424	то что	18	2
425	в котором	2	2
426	и главное	1	2
427	ибо в	4	2
428	то и	2	2
429	в течение	4	2
430	о которых	7	2
431	из его	1	2
432	время в	1	2
433	в руках	1	2
434	когда она	1	2
435	мы все	2	2
436	вступает в	1	2
437	на пути	1	2
438	случае не	1	2
439	а между	8	2
440	ее с	1	2
441	рано или	2	2
442	кажется нам	1	2
443	совершенно не	4	2
444	тот факт	4	2
445	он есть	1	2
446	самого начала	1	2
447	точке зрения	1	2
448	но этот	1	2
449	всегда и	1	2
450	несмотря на	6	2
451	и среди	1	2
452	одного в	1	2
453	в прошлом	1	2
454	к ним	2	2
455	нет и	1	2
456	от которого	2	2
457	нем не	1	2
458	и у	4	2
459	лишь о	2	2
460	в нашем	3	2
461	параллельно с	1	2
462	как от	1	2
463	что все	5	2
464	во всей	2	2
465	есть только	2	2
466	свой смысл	1	2
467	а следовательно	2	2
468	лишь при	6	2
469	у них	6	2
470	же он	1	2
471	или вовсе	2	2
472	в ее	1	2
473	иногда в	1	2
474	на них	1	2
475	своего развития	1	2
476	ближе к	3	2
477	только не	2	2
478	речь в	1	2
479	мы видим	1	2
480	эти элементы	3	2
481	гораздо сложнее	1	2
482	того как	1	2
483	с известным	1	2
484	национальных и	1	2
485	всех возможных	1	2
486	ни было	3	2
487	таком же	2	2
488	тем не	4	2
489	как у	3	2
490	есть в	2	2
491	из своих	1	2
492	что для	4	2
493	на самом	7	2
494	одному и	1	2
495	у нас	3	2
496	и всякой	1	2
497	и другими	1	2
498	работы и	2	2
499	без всяких	1	2
500	на разных	1	2
501	от всех	1	2
502	живет и	1	2
503	этого не	1	2
504	ее от	1	2
505	или иначе	5	2
506	и всякое	1	2
507	что она	2	2
508	и эта	1	2
509	в равной	1	2
510	между ними	2	2
511	то в	2	2
512	время как	1	2
513	их от	1	2
514	себя как	1	2
515	социальной группы	1	2
516	в области	4	2
517	при таком	2	2
518	а его	1	2
519	и со	1	2
520	именно эта	1	2
521	и оно	1	2
522	в сторону	3	2
523	что как	4	2
524	что они	2	2
525	однако не	1	2
526	и свои	1	2
527	к одному	1	2
528	этого общего	1	2
529	мы можем	6	2
530	и эти	1	2
531	а с	4	2
532	с самого	1	2
533	для развития	1	2
534	в своих	2	2
535	и затем	1	2
536	или поздно	2	2
537	он принимает	1	2
538	и между	1	2
539	так что	6	2
540	это сознание	1	2
541	облик и	1	2
542	его всегда	1	2
543	и та	1	2
544	пор не	5	2
545	и что	9	2
546	не могла	1	2
547	можно было	1	2
548	иметь в	1	2
549	в начале	3	2
550	факт что	4	2
551	и жизни	1	2
552	по своей	7	2
553	к которой	3	2
554	это может	2	2
555	и определить	1	2
556	благоприятную почву	1	2
557	ведь в	1	2
558	как известно	3	2
559	и той	1	2
560	тот или	1	2
561	к ней	1	2
562	и особенно	2	2
563	культуры и	11	2
564	главным образом	1	2
565	друг другу	1	2
566	столь же	5	2
567	на то	9	2
568	мира в	1	2
569	и только	2	2
570	просто не	1	2
571	борьбу с	1	2
572	каждый момент	1	2
573	независимо от	2	2
574	важную роль	1	2
575	чаще всего	1	2
576	в последующем	1	2
577	в один	2	2
578	языке а	1	2
579	основе их	1	2
580	есть не	1	2
581	не к	1	2
582	меньше чем	2	2
583	с которой	1	1
584	к сожалению	1	1
585	всех отношениях	1	1
586	а потому	5	1
587	во втором	2	1
588	из возможных	1	1
589	совершенно самостоятельно	1	1
590	к другу	2	1
591	и последовательной	1	1
592	всего в	1	1
593	и ничем	1	1
594	самих себя	3	1
595	в каждую	1	1
596	друг к	2	1
597	смотреть на	2	1
598	и должны	1	1
599	только те	3	1
600	представить себе	2	1
601	в конце	4	1
602	друга в	1	1
603	бы то	3	1
604	если в	1	1
605	рассказ о	1	1
606	которые не	3	1
607	если он	2	1
608	в общий	2	1
609	для себя	2	1
610	а были	1	1
611	принадлежит именно	1	1
612	мечтать об	1	1
613	двумя крайними	2	1
614	конечно на	1	1
615	освободиться от	3	1
616	силы на	1	1
617	говорили в	1	1
618	или нет	1	1
619	конца не	1	1
620	никак не	1	1
621	его он	1	1
622	мысли и	1	1
623	в создании	1	1
624	из которых	4	1
625	в меньшей	1	1
626	на таких	2	1
627	и говорить	3	1
628	общения с	1	1
629	потому не	1	1
630	все те	1	1
631	или социальной	1	1
632	с каждым	1	1
633	одно из	3	1
634	социальной жизни	4	1
635	чтобы их	1	1
636	этих частей	1	1
637	то с	2	1
638	этом направлении	1	1
639	говорить что	3	1
640	сводится к	2	1
641	целом ряде	3	1
642	однако при	2	1
643	произведение и	1	1
644	и языками	1	1
645	социальной борьбе	1	1
646	так или	5	1
647	и еще	1	1
648	некоторые другие	1	1
649	психологии а	1	1
650	все дело	2	1
651	говорят на	1	1
652	и развиваться	1	1
653	идет об	1	1
654	весь свой	1	1
655	дорог и	1	1
656	и географических	1	1
657	с общим	2	1
658	по терминологии	1	1
659	этого необходимо	1	1
660	зрения в	1	1
661	если они	1	1
662	принадлежат к	1	1
663	сфере жизни	1	1
664	стремятся к	1	1
665	этот общий	2	1
666	круга в	2	1
667	в в	4	1
668	всех тех	2	1
669	его сознании	1	1
670	котором идет	5	1
671	что по	3	1
672	что одним	1	1
673	и просто	1	1
674	и так	2	1
675	состоит из	4	1
676	возможно лишь	3	1
677	в которых	2	1
678	же культуры	2	1
679	она исходит	1	1
680	нужно чтобы	1	1
681	только для	1	1
682	прошлого века	1	1
683	бы не	1	1
684	это необходимо	1	1
685	о котором	7	1
686	от того	3	1
687	именно поэтому	1	1
688	вследствие этого	3	1
689	со стороны	1	1
690	к своим	2	1
691	всей своей	1	1
692	через которую	1	1
693	по крайней	1	1
694	науки в	1	1
695	из области	1	1
696	на одном	2	1
697	к той	2	1
698	лишь те	1	1
699	по степеням	1	1
700	частей и	1	1
701	они так	1	1
702	каждый из	3	1
703	только одно	3	1
704	словами наше	1	1
705	нет ничего	1	1
706	ли они	1	1
707	именно такой	1	1
708	одного и	3	1
709	сам он	1	1
710	на этой	3	1
711	при условии	2	1
712	близости к	1	1
713	знают лишь	1	1
714	всегда с	1	1
715	что мы	4	1
716	видим что	1	1
717	совершенно иной	2	1
718	представим себе	1	1
719	и выше	1	1
720	задний план	1	1
721	их отношение	1	1
722	случаев в	1	1
723	и если	6	1
724	мире а	1	1
725	можно лишь	2	1
726	только эта	1	1
727	почти исключительно	1	1
728	только такие	1	1
729	которых они	1	1
730	на друга	2	1
731	часто в	1	1
732	этой работы	1	1
733	быть не	1	1
734	его собственной	5	1
735	с другим	1	1
736	а может	1	1
737	в этот	1	1
738	характер в	1	1
739	поэтому мы	1	1
740	наиболее полно	1	1
741	нашем случае	2	1
742	одной и	2	1
743	различием в	1	1
744	между двумя	5	1
745	только один	2	1
746	увидим что	1	1
747	между отдельными	2	1
748	таким путем	1	1
749	может служить	3	1
750	и наиболее	1	1
751	на основании	1	1
752	развития и	1	1
753	числе и	1	1
754	для своей	1	1
755	переход из	1	1
756	случае за	1	1
757	а только	1	1
758	можно ли	2	1
759	друга и	1	1
760	всякий смысл	1	1
761	те которые	1	1
762	образом даже	1	1
763	знает что	1	1
764	в чистом	1	1
765	стоит вне	1	1
766	всего что	1	1
767	друг на	2	1
768	как на	6	1
769	между людьми	2	1
770	других видов	1	1
771	и одному	1	1
772	есть они	1	1
773	признания в	1	1
774	без оговорок	1	1
775	начиная с	1	1
776	отвлекается от	1	1
777	оно стало	1	1
778	господствующее в	1	1
779	сложнее и	1	1
780	быть в	1	1
781	с нею	1	1
782	находится в	1	1
783	та часть	1	1
784	простое и	1	1
785	социальных группах	1	1
786	как все	1	1
787	а это	2	1
788	к чисто	1	1
789	такие которые	1	1
790	это кажется	1	1
791	исходит из	1	1
792	не поймет	1	1
793	еще дальше	1	1
794	их различных	1	1
795	не стоит	2	1
796	но если	2	1
797	он сам	1	1
798	для этих	1	1
799	от них	2	1
800	русском языке	1	1
801	можно встретить	2	1
802	для этой	2	1
803	эта же	1	1
804	прочим в	1	1
805	эпохи то	1	1
806	входящих в	2	1
807	и сильно	1	1
808	в самой	2	1
809	пришлось бы	2	1
810	особый характер	1	1
811	крайней мере	1	1
812	сделать это	1	1
813	тот же	3	1
814	образованного человека	1	1
815	психологии в	2	1
816	его можно	1	1
817	человека но	1	1
818	гораздо более	2	1
819	между разными	1	1
820	свои силы	2	1
821	создают в	1	1
822	она имеет	1	1
823	между всеми	1	1
824	не принадлежат	1	1
825	реальные исторические	1	1
826	видели что	1	1
827	стоит на	1	1
828	но на	2	1
829	том чтобы	2	1
830	том числе	1	1
831	тех в	1	1
832	для большинства	1	1
833	данной эпохи	1	1
834	ничем не	5	1
835	как две	2	1
836	проч все	1	1
837	сверху вниз	1	1
838	менее в	1	1
839	а наоборот	3	1
840	различие между	1	1
841	только по	1	1
842	на тех	1	1
843	зависит от	1	1
844	идти с	1	1
845	он тоже	2	1
846	и вот	1	1
847	в состоянии	5	1
848	современное состояние	1	1
849	для всякого	2	1
850	признать что	4	1
851	или с	1	1
852	от современной	4	1
853	бы на	1	1
854	и общей	2	1
855	он и	1	1
856	развитии и	1	1
857	что при	7	1
858	приведет к	1	1
859	своем пути	1	1
860	похоже на	1	1
861	что так	1	1
862	от времени	2	1
863	чем у	8	1
864	эти две	1	1
865	не способны	1	1
866	всех других	2	1
867	же не	3	1
868	иначе обстоит	1	1
869	не от	2	1
870	и художественное	1	1
871	что между	1	1
872	непосредственное впечатление	1	1
873	мы находим	1	1
874	можно рассматривать	1	1
875	всеми другими	1	1
876	над этими	1	1
877	в самые	1	1
878	но с	2	1
879	например при	1	1
880	а к	2	1
881	и притом	1	1
882	часто все	1	1
883	народа с	2	1
884	другие же	1	1
885	в разные	1	1
886	степени их	1	1
887	и некоторые	2	1
888	начала в	1	1
889	что его	4	1
890	что под	2	1
891	еще далеко	1	1
892	ему самому	1	1
893	этом что	2	1
894	когда все	1	1
895	чтобы быть	2	1
896	помимо этого	1	1
897	в среде	2	1
898	долгое время	1	1
899	лишь с	1	1
900	и того	3	1
901	этой цели	1	1
902	к дальнейшей	1	1
903	может только	1	1
904	что европейская	2	1
905	из главных	1	1
906	между прочим	2	1
907	в мире	6	1
908	и психологии	1	1
909	стремление к	1	1
910	жизнью в	1	1
911	в ту	2	1
912	их первоначального	1	1
913	одного национального	1	1
914	к концу	1	1
915	каждое поколение	3	1
916	как не	2	1
917	больше всего	1	1
918	или их	1	1
919	в ином	1	1
920	себе и	1	1
921	людьми и	1	1
922	всего предшествующего	1	1
923	свет на	1	1
924	и развития	1	1
925	много и	1	1
926	и таким	1	1
927	связаны с	1	1
928	мы к	1	1
929	бы в	3	1
930	социальными группами	1	1
931	последнем случае	1	1
932	предметами и	1	1
933	ко всему	2	1
934	том случае	4	1
935	после этих	1	1
936	что такое	1	1
937	на всем	1	1
938	жизнь и	3	1
939	тем более	3	1
940	его тем	1	1
941	на задний	1	1
942	сословий и	1	1
943	случае если	5	1
944	ко всем	3	1
945	в отдельных	2	1
946	для ее	1	1
947	все остальные	1	1
948	другими словами	2	1
949	время от	2	1
950	именно потому	2	1
951	от самого	1	1
952	этим он	1	1
953	совсем не	1	1
954	мы всегда	1	1
955	стоит и	1	1
956	близкий к	1	1
957	и благодаря	1	1
958	мы должны	4	1
959	когда этот	1	1
960	и профессиональные	1	1
961	культур и	2	1
962	всеми этими	2	1
963	если же	3	1
964	должны быть	3	1
965	за ними	3	1
966	себе на	1	1
967	но даже	3	1
968	и сведений	1	1
969	тех же	2	1
970	над другими	1	1
971	поймет и	1	1
972	как всякая	1	1
973	когда оно	1	1
974	за каждым	1	1
975	развития все	2	1
976	наше отношение	2	1
977	тем самым	3	1
978	национальная культура	1	1
979	проникнуть в	1	1
980	конечно нет	1	1
981	и распространение	2	1
982	ведь если	1	1
983	говорили что	1	1
984	очень мало	2	1
985	то ни	4	1
986	и всех	1	1
987	вперед в	1	1
988	которого в	2	1
989	тех элементов	1	1
990	и возникает	1	1
991	как из	1	1
992	за нею	1	1
993	эпохи более	2	1
994	с большой	1	1
995	вступают в	2	1
996	нельзя не	1	1
997	эти понятия	1	1
998	жило в	1	1
999	на их	1	1
1000	что среди	1	1
1001	до сознания	1	1
1002	поколение в	1	1
1003	сказать уже	1	1
1004	этот путь	1	1
1005	этих областях	3	1
1006	существует в	1	1
1007	бы он	1	1
1008	этом и	1	1
1009	совершенно чужды	1	1
1010	ибо у	1	1
1011	как за	1	1
1012	с элементами	1	1
1013	не замечать	1	1
1014	причем эти	1	1
1015	ряде случаев	1	1
1016	в общем	6	1
1017	и ставят	1	1
1018	его словами	1	1
1019	разных социальных	1	1
1020	на место	1	1
1021	в данный	1	1
1022	его к	1	1
1023	их на	1	1
1024	одном языке	1	1
1025	все более	1	1
1026	все другие	1	1
1027	в эти	3	1
1028	такой формулировке	1	1
1029	себе еще	1	1
1030	и классов	1	1
1031	отнюдь не	2	1
1032	и условности	1	1
1033	познаний и	1	1
1034	к совершенно	1	1
1035	крайними пределами	1	1
1036	таким же	3	1
1037	объединить в	1	1
1038	которой мы	2	1
1039	дальше в	1	1
1040	каждого из	1	1
1041	в который	1	1
1042	пути к	1	1
1043	является конечно	1	1
1044	на эту	1	1
1045	полное органическое	1	1
1046	как общее	1	1
1047	можно только	1	1
