1	и в	24	47
140	в такой	4	6
141	в первом	1	6
142	в котором	2	6
143	это не	3	6
144	с другом	9	6
145	того как	1	6
146	одно из	3	6
147	зависимости от	2	6
148	в учении	1	6
149	отличается от	6	6
150	что все	5	6
151	в начале	3	6
152	не менее	7	6
153	целый ряд	4	6
154	в нем	3	6
155	в пользу	5	6
156	в разных	3	6
157	в зависимости	1	6
158	самом деле	12	6
159	ко всем	3	6
160	как известно	3	6
161	это есть	4	6
162	для него	2	6
163	очевидно что	3	6
164	друг с	9	6
165	в нашем	3	6
166	что этот	1	6
167	не имеет	2	6
168	что развитие	2	6
169	нами в	1	6
170	если мы	4	6
171	от того	3	6
172	на вопрос	4	6
173	и по	3	6
174	из этих	8	6
175	сих пор	15	6
176	если в	1	6
177	до сих	15	6
178	в психологии	4	5
179	в области	4	5
180	с другими	1	5
181	и все	9	5
182	с ним	6	5
183	отношения к	1	5
184	только на	1	5
185	во втором	2	5
186	мы уже	4	5
187	есть в	2	5
188	и других	3	5
189	только по	1	5
190	чем в	3	5
191	в конце	4	5
192	еще не	6	5
193	на всем	1	5
194	из всех	5	5
195	представить себе	2	5
196	о том	7	5
197	с этим	12	5
198	в ней	3	5
199	но если	2	5
200	в основе	2	5
201	которых мы	4	5
202	то и	2	5
203	например в	1	5
204	к нему	2	5
205	поэтому мы	1	5
206	с этой	3	5
207	и той	1	5
208	между двумя	5	5
209	все это	13	5
210	данном случае	3	5
211	развития в	1	5
212	никак не	1	5
213	что на	2	5
214	и с	5	5
215	сверху вниз	1	5
216	он не	4	5
217	и для	6	5
218	но мы	1	5
219	друг другу	1	5
220	мы и	2	5
221	мы знаем	10	5
222	в виду	2	5
223	на то	9	5
224	были бы	1	5
225	одной и	2	5
226	образом в	3	5
227	этого слова	2	5
228	должны быть	3	5
229	последнее время	1	5
230	что и	7	4
231	тем не	4	4
232	как к	5	4
233	ясно что	8	4
234	нет и	1	4
235	но с	2	4
236	между отдельными	2	4
237	и на	6	4
238	этой точки	1	4
239	своего развития	1	4
240	и притом	1	4
241	ту же	2	4
242	смысле этого	1	4
243	в их	4	4
244	имеет место	2	4
245	и наконец	3	4
246	связи с	4	4
247	на котором	1	4
248	и другое	1	4
249	к пониманию	1	4
250	хотя и	4	4
251	и т.д	4	4
252	а из	1	4
253	во всем	3	4
254	точку зрения	2	4
255	в другой	1	4
256	что при	7	4
257	к другу	2	4
258	на этом	2	4
259	этот факт	1	4
260	такой же	2	4
261	в себя	2	4
262	в состоянии	5	4
263	в уме	1	4
264	для этого	7	4
265	в нашей	1	4
266	свою силу	1	4
267	отличие от	3	4
268	этих двух	2	4
269	из этого	7	4
270	в своей	1	4
271	гораздо более	2	4
272	при этом	9	4
273	наших глазах	1	4
274	в частности	2	4
275	только к	1	4
276	не есть	4	4
277	развития и	1	4
278	по этому	2	4
279	то в	2	4
280	на первых	1	4
281	что у	2	4
282	не является	1	4
283	для нас	3	4
284	в каждом	1	3
285	этой работы	1	3
286	а с	4	3
287	и даже	1	3
288	есть не	1	3
289	одно и	1	3
290	к его	1	3
291	исторического развития	2	3
292	но на	2	3
293	у нас	3	3
294	знаем что	8	3
295	между этими	2	3
296	и другом	1	3
297	гораздо больше	3	3
298	от этого	1	3
299	свою очередь	2	3
300	зависит от	1	3
301	и потому	3	3
302	с другим	1	3
303	в ином	1	3
304	в них	2	3
305	понятиями и	1	3
306	и развития	1	3
307	и другой	1	3
308	в значительной	1	3
309	в меньшей	1	3
310	от друга	6	3
311	видели что	1	3
312	была бы	1	3
313	и состоит	2	3
314	но именно	1	3
315	из которых	4	3
316	так точно	1	3
317	и того	3	3
318	в раннем	1	3
319	к которому	1	3
320	о которых	7	3
321	чем у	8	3
322	находится в	1	3
323	основанное на	1	3
324	лучшем случае	1	3
325	и весь	2	3
326	благодаря этому	1	3
327	на самом	7	3
328	должно быть	5	3
329	по тем	2	3
330	на его	1	3
331	из двух	2	3
332	всем этим	1	3
333	том и	2	3
334	для развития	1	3
335	состоит в	1	3
336	и ее	2	3
337	каждого отдельного	1	3
338	за ним	1	3
339	не знает	2	3
340	мы всегда	1	3
341	а в	3	3
342	и до	3	3
343	в которых	2	3
344	точно так	1	3
345	эту мысль	1	3
346	я не	2	3
347	этому поводу	1	3
348	одного и	3	3
349	в результате	9	3
350	но как	2	3
351	в лучшем	1	3
352	связей между	1	3
353	в одинаковой	1	3
354	таким же	3	3
355	с психологической	1	3
356	и вообще	3	3
357	что для	4	3
358	каждой новой	1	3
359	говорили выше	6	3
360	другой стороны	5	3
361	друг к	2	3
362	что же	2	3
363	вовсе не	2	3
364	в самой	2	3
365	с которыми	2	3
366	друг от	6	3
367	что эти	2	3
368	входит в	1	3
369	и там	2	3
370	но он	1	3
371	уже в	1	3
372	есть только	2	3
373	в своем	12	3
374	в высшей	2	3
375	самое что	1	3
376	один из	1	3
377	в этот	1	3
378	естественно что	1	3
379	перед нами	1	3
380	мы говорили	8	3
381	лишь в	5	3
382	на другую	1	3
383	в другом	2	3
384	и заключается	1	3
385	в свою	2	3
386	именно поэтому	1	3
387	идет по	1	3
388	время в	1	3
389	во всей	2	3
390	только те	3	3
391	одним из	4	3
392	как эта	1	3
393	ее совершенно	1	3
394	мы находим	1	3
395	этот путь	1	3
396	идет в	1	3
397	в совершенно	3	3
398	применительно к	1	3
399	от нее	2	3
400	мы попытались	1	3
401	психологии в	2	3
402	иначе говоря	4	3
403	к которой	3	3
404	с ней	1	3
405	тем и	1	2
406	из одних	1	2
407	и наиболее	1	2
408	совсем не	1	2
409	ко всему	2	2
410	а затем	2	2
411	оказывается что	5	2
412	равной мере	1	2
413	с не	1	2
414	же направлении	1	2
415	этом и	1	2
416	даже в	3	2
417	обстоит дело	1	2
418	всякой другой	4	2
419	из них	5	2
420	он сам	1	2
421	необходимо чтобы	1	2
422	но все	5	2
423	первый из	1	2
424	к решению	1	2
425	и из	2	2
426	они и	1	2
427	себя от	1	2
428	бы все	1	2
429	эти последние	2	2
430	но так	2	2
431	еще один	1	2
432	в других	1	2
433	между тем	12	2
434	без всякого	1	2
435	направлении в	1	2
436	даже если	3	2
437	раньше чем	1	2
438	одну из	2	2
439	что такое	1	2
440	тот факт	4	2
441	в силе	1	2
442	зависят от	1	2
443	а это	2	2
444	друг на	2	2
445	рядом с	1	2
446	наряду с	1	2
447	нами выше	1	2
448	нас с	1	2
449	и возникает	1	2
450	к двум	2	2
451	оно представляет	1	2
452	на деле	1	2
453	у него	5	2
454	у одного	1	2
455	сохраняет свою	1	2
456	в настоящей	1	2
457	а только	1	2
458	все те	1	2
459	несмотря на	6	2
460	одна из	2	2
461	поэтому что	4	2
462	она должна	1	2
463	которой он	1	2
464	что как	4	2
465	также и	2	2
466	с большим	1	2
467	оно может	1	2
468	что ее	1	2
469	во всяком	2	2
470	при котором	1	2
471	на том	2	2
472	что по	3	2
473	этой области	4	2
474	но совершенно	1	2
475	здесь мы	1	2
476	факт что	4	2
477	у взрослого	3	2
478	в равной	1	2
479	в центре	1	2
480	ничего не	1	2
481	себе и	1	2
482	возможным только	1	2
483	и низших	2	2
484	вместо того	1	2
485	конечно не	3	2
486	столь же	5	2
487	и при	6	2
488	и более	2	2
489	если же	3	2
490	никто не	2	2
491	заключает в	2	2
492	бы с	1	2
493	что если	3	2
494	можно ли	2	2
495	над другим	1	2
496	само собой	1	2
497	расстояние от	1	2
498	быть поставлены	1	2
499	другой но	1	2
500	на друга	2	2
501	образом все	1	2
502	что между	1	2
503	исходит из	1	2
504	но даже	3	2
505	о которой	2	2
506	ближе к	3	2
507	они не	2	2
508	мыслей и	1	2
509	производит впечатление	1	2
510	себя и	2	2
511	к совершенно	1	2
512	их в	2	2
513	та же	4	2
514	в большей	1	2
515	совершенно не	4	2
516	работу мысли	1	2
517	по существу	7	2
518	числе и	1	2
519	для всех	1	2
520	как оно	1	2
521	признать что	4	2
522	совершенно в	1	2
523	всех остальных	2	2
524	этот вопрос	2	2
525	все более	1	2
526	при таком	2	2
527	как для	3	2
528	на этих	1	2
529	отнюдь не	2	2
530	образом мы	1	2
531	но этот	1	2
532	его к	1	2
533	что его	4	2
534	никакой роли	1	2
535	по степени	2	2
536	и ко	1	2
537	но вместе	2	2
538	а и	8	2
539	показывают что	2	2
540	не мог	1	2
541	котором мы	1	2
542	всего в	1	2
543	и пришла	1	2
544	из одного	2	2
545	всю свою	1	2
546	том числе	1	2
547	же эгоцентрическая	1	2
548	находим в	1	2
549	у них	6	2
550	направлении и	1	2
551	остается в	1	2
552	в таком	4	2
553	и объяснения	1	2
554	этой мысли	1	2
555	с ее	2	2
556	случае не	1	2
557	в виде	4	2
558	к этому	5	2
559	в памяти	1	2
560	для каждого	1	2
561	в одну	4	2
562	даже при	1	2
563	с более	3	2
564	друга и	1	2
565	от общей	1	2
566	в различной	1	2
567	эту точку	1	2
568	в своих	2	2
569	благодаря тому	1	2
570	но для	2	2
571	другой если	1	2
572	на основании	1	2
573	и без	5	2
574	своей собственной	1	2
575	к ней	1	2
576	что оба	2	2
577	и это	3	2
578	или иной	1	2
579	и особенно	2	2
580	и может	3	2
581	вывод что	1	2
582	что их	3	2
583	которой мы	2	2
584	в современной	1	2
585	и другого	1	2
586	ее от	1	2
587	образом оказывается	1	2
588	уже говорили	1	2
589	не могла	1	2
590	к действительности	1	2
591	это оказывается	1	2
592	это было	1	2
593	нами из	1	2
594	тому же	6	2
595	только с	1	2
596	обе стороны	1	2
597	нельзя не	1	2
598	стоят в	2	2
599	только одно	3	2
600	идет сверху	1	2
601	в этих	3	2
602	вправе рассматривать	1	2
603	всегда в	1	2
604	идет речь	8	2
605	вопроса о	1	2
606	можем не	1	2
607	однако не	1	2
608	ребенком в	1	2
609	от них	2	1
610	которой этот	1	1
611	суть дела	1	1
612	это сделать	1	1
613	в сторону	3	1
614	бы поставить	1	1
615	к одному	1	1
616	и я	1	1
617	дальнейшего развития	2	1
618	же образом	2	1
619	мы сказали	4	1
620	скорее в	1	1
621	к той	2	1
622	психологии как	1	1
623	он должен	2	1
624	выше вопроса	1	1
625	невозможна и	1	1
626	и поэтому	2	1
627	их на	1	1
628	затем уже	1	1
629	замечает что	1	1
630	их отношение	1	1
631	каждый данный	4	1
632	и таким	1	1
633	стоит в	1	1
634	что от	1	1
635	психологической точки	1	1
636	не имели	1	1
637	состоит из	4	1
638	которых каждый	1	1
639	оно было	1	1
640	говоря вся	1	1
641	встать на	1	1
642	смысле слова	1	1
643	же процесса	1	1
644	и будет	2	1
645	или воспроизведения	1	1
646	есть ли	1	1
647	для ее	1	1
648	если только	1	1
649	т.е в	1	1
650	детской психики	1	1
651	эти примеры	2	1
652	до некоторой	1	1
653	мысль на	1	1
654	которые не	3	1
655	в настоящее	3	1
656	и затем	1	1
657	как не	2	1
658	факт не	1	1
659	параллельно с	1	1
660	чтобы это	1	1
661	ибо это	1	1
662	которые по	2	1
663	и другие	1	1
664	привести в	1	1
665	иное как	1	1
666	положения что	1	1
667	не переставал	1	1
668	в связи	3	1
669	развернутую и	1	1
670	в отдельных	2	1
671	поэтому если	1	1
672	чтобы ответить	1	1
673	вещи не	1	1
674	не к	1	1
675	этот процесс	2	1
676	две стороны	1	1
677	о котором	7	1
678	на самих	1	1
679	вследствие этого	3	1
680	ее не	1	1
681	все то	2	1
682	связанной с	1	1
683	сказали выше	2	1
684	только мы	2	1
685	здесь будет	1	1
686	к первому	1	1
687	этого нельзя	1	1
688	в эти	3	1
689	в более	1	1
690	при том	2	1
691	известно в	1	1
692	еще и	1	1
693	к своему	1	1
694	на природу	1	1
695	он и	1	1
696	же время	2	1
697	далеко не	5	1
698	другими словами	2	1
699	на прежней	1	1
700	должен быть	2	1
701	не так	4	1
702	эгоцентризма и	1	1
703	этих положений	1	1
704	в общей	2	1
705	что несмотря	2	1
706	него с	2	1
707	всех указанных	1	1
708	на все	5	1
709	в глазах	2	1
710	как нечто	1	1
711	быть может	1	1
712	для меня	4	1
713	роль во	1	1
714	самого себя	4	1
715	развитии и	1	1
716	естественно при	1	1
717	как при	2	1
718	нет но	1	1
719	иногда в	1	1
720	эти вопросы	1	1
721	нашу мысль	1	1
722	т.е что	1	1
723	и самому	1	1
724	мы попытаемся	1	1
725	особенностей в	1	1
726	своих мыслей	1	1
727	надо признать	1	1
728	только тогда	2	1
729	должна господствовать	1	1
730	себя все	1	1
731	высшей степени	2	1
732	что во	1	1
733	вперед в	1	1
734	ответить на	2	1
735	которого в	2	1
736	ребенка гораздо	1	1
737	в оправдание	1	1
738	в один	2	1
739	это все	1	1
740	не было	2	1
741	этого не	1	1
742	на той	1	1
743	все их	1	1
744	в прошлом	1	1
745	в особом	1	1
746	общего с	2	1
747	дело заключается	1	1
748	они были	1	1
749	нее и	1	1
750	положение что	1	1
751	заключается их	1	1
752	мы были	1	1
753	являются не	1	1
754	и дальше	2	1
755	пути к	1	1
756	двух или	3	1
757	с понятием	1	1
758	и вот	1	1
759	к их	1	1
760	этому выводу	1	1
761	другими людьми	1	1
762	образом по	1	1
763	которые совершенно	1	1
764	похоже на	1	1
765	несколько менее	1	1
766	том или	1	1
767	есть как	1	1
768	рассматривать как	2	1
769	не находят	1	1
770	ее с	1	1
771	в каждый	6	1
772	два момента	1	1
773	одинаковой мере	1	1
774	из самых	1	1
775	то очевидно	3	1
776	части в	2	1
777	мысль о	1	1
778	себя а	1	1
779	например при	1	1
780	не приходится	1	1
781	к разрешению	1	1
782	в одно	2	1
783	более сложные	1	1
784	если присмотреться	1	1
785	работу по	1	1
786	роли в	1	1
787	совершенно так	4	1
788	под этими	1	1
789	и свою	1	1
790	конечно только	1	1
791	них в	2	1
792	за спиной	1	1
793	всяком случае	2	1
794	что принятие	1	1
795	говорить о	2	1
796	должна была	1	1
797	со своими	2	1
798	все три	1	1
799	на них	1	1
800	чтобы представить	1	1
801	и те	2	1
802	за ними	3	1
803	всей своей	1	1
804	он может	1	1
805	а потому	5	1
806	каждое новое	1	1
807	быть если	1	1
808	характер в	1	1
809	не являются	1	1
810	в тех	3	1
811	что только	3	1
812	со взрослым	1	1
813	условий и	1	1
814	высшее и	1	1
815	самих себя	3	1
816	содержание которое	1	1
817	иначе обстоит	1	1
818	все дело	2	1
819	решающую роль	1	1
820	этого взгляда	1	1
821	данный момент	4	1
822	если их	1	1
823	между людьми	2	1
824	не потому	2	1
825	этой главы	1	1
826	при отсутствии	2	1
827	приходит к	1	1
828	только для	1	1
829	этом пункте	1	1
830	следовательно и	2	1
831	вопрос в	1	1
832	чем больше	4	1
833	как же	1	1
834	а как	1	1
835	оно позволило	1	1
836	мысли я	1	1
837	на месте	2	1
838	становится понятным	1	1
839	в моем	1	1
840	во внимание	2	1
841	в общих	1	1
842	на которой	1	1
843	эти слова	1	1
844	видели выше	1	1
845	быть не	1	1
846	показывает насколько	1	1
847	и непонятной	1	1
848	на стороне	1	1
849	на первый	2	1
850	в гораздо	2	1
851	а к	2	1
852	нас не	1	1
853	том чтобы	2	1
854	существовать и	1	1
855	ли это	1	1
856	случаях когда	3	1
857	они являются	1	1
858	этого положения	1	1
859	на пути	1	1
860	начала в	1	1
861	заключалось в	1	1
862	без всяких	1	1
863	именно потому	2	1
864	и безусловно	1	1
865	весь ход	1	1
866	деле это	1	1
867	к сожалению	1	1
868	сильнее чем	4	1
869	он в	1	1
870	на путь	2	1
871	виде в	1	1
872	и часто	1	1
873	в опыте	1	1
874	самым решающим	1	1
875	различия в	3	1
876	от понятий	1	1
877	значит и	1	1
878	когда дело	1	1
879	такое положение	1	1
880	некоторой степени	1	1
881	с его	1	1
882	двух разнородных	3	1
883	те же	2	1
884	и уже	2	1
885	быть в	1	1
886	за себя	1	1
887	деле если	1	1
888	и сама	1	1
889	если это	2	1
890	лишь то	1	1
891	этим понятием	1	1
892	и оно	1	1
893	которую мы	1	1
894	на него	2	1
895	заметить что	1	1
896	указанных выше	3	1
897	главным образом	1	1
898	независимо от	2	1
899	ничем не	5	1
900	сходство с	2	1
901	его теории	1	1
902	сказано выше	3	1
903	по пути	1	1
904	земного шара	8	1
905	чем их	2	1
906	мы только	1	1
907	в правильности	1	1
908	этом направлении	1	1
909	тех пор	2	1
910	своем развитии	4	1
911	только кажущимся	1	1
912	современное состояние	1	1
913	надо сказать	1	1
914	ее он	1	1
915	до тех	2	1
916	за шагом	1	1
917	себя как	1	1
918	которые должны	1	1
919	а именно	1	1
920	из этой	2	1
921	раз навсегда	1	1
922	пришла к	1	1
923	они должны	3	1
924	не раньше	1	1
925	его сознании	1	1
926	высших и	2	1
927	всех других	2	1
928	слова были	1	1
929	сейчас же	3	1
930	бы он	1	1
931	дело идет	1	1
932	причем это	1	1
933	и у	4	1
934	как будто	5	1
935	только при	2	1
936	степени а	1	1
937	вытекают из	2	1
938	для своей	1	1
939	выше и	4	1
940	большим трудом	1	1
941	частного случая	2	1
942	через целый	1	1
943	непосредственного восприятия	1	1
944	все остальное	1	1
945	не были	1	1
946	который проделывает	1	1
947	из отдельных	1	1
948	которые могут	2	1
949	изменений но	1	1
950	отдельных частей	1	1
951	что поэтому	1	1
952	является всегда	1	1
953	новый принцип	1	1
954	к этим	1	1
955	и развитие	2	1
956	всего развития	1	1
957	это делает	1	1
958	к моменту	1	1
959	только после	1	1
960	существенные особенности	1	1
961	начиная с	1	1
962	как всякая	1	1
963	нам удалось	1	1
964	слов как	1	1
965	однако мы	2	1
966	и должен	1	1
967	еще более	1	1
968	на более	2	1
969	является причиной	1	1
970	ко всякой	1	1
971	к подобной	1	1
972	ничего общего	3	1
973	от этих	1	1
974	перестает быть	1	1
975	с удивлением	1	1
976	собой ибо	1	1
977	ее на	1	1
978	этих людей	1	1
979	если все	1	1
980	на себе	2	1
981	если эта	1	1
982	кажется нам	1	1
983	правильно и	1	1
984	собой и	1	1
985	возможности для	1	1
986	более что	1	1
987	при виде	2	1
988	себя действительно	1	1
989	от элементов	1	1
990	направление в	1	1
991	все они	6	1
992	мы будем	3	1
993	более как	2	1
994	как за	1	1
995	оба основных	1	1
996	они стоят	1	1
997	моем сознании	1	1
998	из области	1	1
999	потому вполне	1	1
1000	невозможно и	2	1
1001	это слово	1	1
1002	тем более	3	1
1003	причем в	1	1
1004	и факты	1	1
1005	ослабление социальных	1	1
1006	может не	3	1
1007	в целях	1	1
1008	на два	1	1
1009	с и	1	1
1010	в истории	3	1
1011	как две	2	1
1012	как у	3	1
1013	при помощи	3	1
1014	эти изменения	1	1
1015	ко всей	1	1
1016	мысли которые	1	1
1017	но по	3	1
1018	основных положений	1	1
1019	всех тех	2	1
1020	жизнь и	3	1
1021	является лишь	1	1
1022	них мы	1	1
1023	нет из	1	1
1024	на одном	2	1
1025	ее до	1	1
1026	мы поймем	1	1
1027	всех этих	4	1
1028	расположить их	1	1
1029	представление об	4	1
1030	что тот	1	1
1031	от своей	2	1
1032	и кажется	1	1
1033	к чисто	1	1
1034	проникнуть в	1	1
1035	исходящим из	1	1
1036	единство их	1	1
1037	у людей	1	1
1038	же самые	1	1
1039	она исходит	1	1
1040	самого понятия	1	1
1041	и еще	1	1
1042	заключают в	1	1
1043	что за	2	1
1044	здесь не	1	1
1045	если она	1	1
1046	среди других	1	1
1047	а следовательно	2	1
1048	тем больше	1	1
1049	отличия от	1	1
1050	наиболее полно	1	1
1051	что я	1	1
1052	этой новой	1	1
1053	делает его	1	1
1054	культуры в	10	1
1055	решение вопроса	1	1
1056	но при	1	1
1057	себя с	1	1
1058	лишь тогда	2	1
1059	и превратив	1	1
1060	во взаимной	1	1
1061	настоящее время	3	1
1062	шаг за	1	1
1063	стороны но	1	1
1064	выйти из	1	1
1065	как парадокс	1	1
1066	то не	1	1
1067	бы не	1	1
1068	образом даже	1	1
1069	все его	2	1
1070	есть нечто	1	1
1071	надо понимать	2	1
1072	на место	1	1
1073	целого ряда	1	1
1074	рассматриваться как	3	1
1075	ибо только	1	1
1076	конце концов	4	1
1077	быть раз	1	1
1078	из всего	1	1
1079	долго и	1	1
1080	и всех	1	1
1081	по одному	3	1
1082	ним и	1	1
1083	в научной	1	1
1084	уже более	2	1
1085	мы получаем	1	1
1086	возрасте в	1	1
1087	уже не	1	1
1088	дело в	1	1
1089	объяснения его	1	1
1090	за тем	1	1
1091	кроме того	1	1
1092	и просто	1	1
1093	создают в	1	1
1094	а потом	1	1
1095	ее из	1	1
1096	сделать из	1	1
1097	и пр	1	1
1098	сообразно с	2	1
1099	одну кучу	1	1
1100	в психологическом	1	1
1101	объясняет нам	1	1
1102	это имеет	1	1
1103	всю эту	1	1
1104	без которого	1	1
1105	друга в	1	1
1106	и возможных	1	1
1107	что вопрос	1	1
1108	вопрос можно	1	1
1109	наконец не	2	1
1110	остановились в	1	1
1111	раннем детстве	2	1
1112	к ним	2	1
1113	останавливались на	1	1
1114	представим себе	1	1
1115	к психологии	2	1
1116	выше в	1	1
1117	на всю	1	1
1118	именно этот	1	1
1119	это должно	1	1
1120	при условии	2	1
1121	распространяется на	1	1
