N	3gram	Bakhtin_Pr	StatiiOP
123	в большинстве случаев	9	1
124	говоря даже и	1	1
125	быть ни в	1	1
126	но ведь если	1	1
127	по сравнению с	6	1
128	этого слова без	1	1
129	все это и	1	1
130	как и во	1	1
131	сих пор в	1	1
132	в собственном смысле	3	1
133	вовсе не был	1	1
134	и никогда не	1	1
135	до наших дней	3	1
136	времени и тем	1	1
137	был знаком с	1	1
138	в этих жанрах	2	1
139	в начале своего	1	1
140	сих пор они	1	1
141	на почве этого	1	1
142	потому что она	1	1
143	друг от друга	2	1
144	произведений которые по	1	1
145	и то же	1	1
146	во множественном числе	1	1
147	его жизнь в	1	1
148	говорит о себе	1	1
149	и на другое	1	1
150	и некоторые другие	1	1
151	то что можно	1	1
152	еще и до	1	1
153	значение в истории	1	1
154	смысле этого слова	2	1
155	в отношении к	2	1
156	для правильного понимания	3	1
157	на тему об	1	1
158	другой стороны и	1	1
159	как бы по	1	1
160	это один из	1	1
161	в соответствии с	2	1
162	и во всем	1	1
163	как бы он	1	1
164	в каждом из	3	1
165	не было и	1	1
166	не могло быть	1	1
167	в первой книге	1	1
168	в них нет	1	1
169	в развитии этой	1	1
170	во всей мировой	2	1
171	в высшей степени	1	1
172	является одним из	2	1
173	но как раз	1	1
174	во всем мире	2	1
175	это вовсе не	1	1
176	что с точки	1	1
177	все это были	1	1
178	до второй половины	1	1
179	так как он	1	1
180	мы находим и	1	1
181	которую можно назвать	1	1
182	не писал и	1	1
183	в которую он	1	1
184	всей мировой литературе	2	1
185	и совершенно не	1	1
186	не то что	3	1
187	в полном одиночестве	1	1
188	ведь это не	1	1
189	нужно отметить что	1	1
190	и не может	6	1
191	мы имеем дело	1	1
192	никогда не была	1	1
193	в какой-то мере	5	1
194	с нашей точки	1	1
195	то что было	1	1
196	не знает что	1	1
197	тем же языком	1	1
198	на старости лет	1	1
199	еще подчеркнуть что	1	1
200	как бы из	1	1
201	место в жизни	2	1
202	друг к другу	1	1
203	вместе с ним	1	1
204	другом произведении пушкина	1	1
205	сцена в келье	1	1
206	в своих воспоминаниях	1	1
207	быть даже и	1	1
208	даже сказать что	1	1
209	что на свете	1	1
210	есть известная доля	1	1
211	быть конечно и	1	1
212	нашей точки зрения	1	1
213	и может быть	1	1
214	мере того как	1	1
215	на него как	1	1
216	конечно далеко не	1	1
217	и тому же	2	1
218	к вопросу о	1	1
219	пушкина бориса годунова	1	1
220	может быть даже	2	1
221	со всеми его	1	1
222	народом и его	1	1
223	по мере того	1	1
224	в так называемой	1	1
225	но дело в	1	1
226	конечно не было	1	1
227	и в тех	1	1
228	все это очень	1	1
229	и той же	1	1
230	некоторых из них	2	1
231	и так сказать	2	1
232	более свободной и	1	1
233	в его творчестве	4	1
234	в стихах и	1	1
235	то есть с	2	1
236	в этом и	1	1
237	что совершается в	1	1
238	xviii и xix	3	1
239	точки зрения своей	1	1
240	лишь то что	1	1
241	в узком смысле	1	1
242	но в последующих	1	1
243	ни за что	1	1
244	под углом зрения	3	1
245	вовсе еще не	1	1
246	в исторической действительности	1	1
247	во всех случаях	1	1
248	со всеми их	1	1
249	но и во	1	1
250	и всегда будет	1	1
251	одно и то	1	1
252	говорят одним и	1	1
253	следует сказать что	1	1
254	атмосферу в которой	1	1
255	и тот и	2	1
256	одной и той	1	1
257	отрывок из того	1	1
258	тот и другой	1	1
259	но в большинстве	1	1
260	то что мне	1	1
261	он не знает	2	1
262	при всей их	2	1
263	его пристальное внимание	1	1
264	можно даже сказать	1	1
265	да еще и	2	1
266	одному и тому	2	1
267	писателей xviii и	1	1
268	в этом его	1	1
269	убедиться в этом	1	1
270	сих пор еще	2	1
271	исторической действительности и	1	1
272	же время оно	1	1
273	не может поэтому	1	1
274	чтобы убедиться в	1	1
275	у него нет	1	1
276	прежде всего образ	1	1
277	и в некоторых	1	1
278	жизни и смерти	2	1
279	в ней на	1	1
280	служить как бы	1	1
281	произведении пушкина в	1	1
282	не исключает возможности	1	1
283	в общем не	1	1
284	его творчества с	1	1
285	если бы оно	1	1
286	она проявляется в	1	1
287	также и в	1	1
288	все еще не	1	1
289	показывает что он	1	1
290	в литературном плане	1	1
291	потому что они	1	1
292	нам кажется что	3	1
