N	2gram	Bakhtin_Pr	Komedia
148	в этих	2	7
149	равно как	1	7
150	если в	1	7
151	вопрос о	1	7
152	хотя бы	4	7
153	в другом	2	7
154	бы то	3	7
155	ни было	3	7
156	в связи	2	7
157	и это	3	7
158	в других	4	7
159	в себе	4	7
160	и у	2	7
161	к его	2	7
162	не имеет	9	7
163	не является	3	7
164	целый ряд	1	7
165	и во	2	7
166	до конца	1	7
167	но если	1	7
168	и вот	1	7
169	для нас	1	7
170	со своим	1	7
171	или иначе	1	7
172	отнюдь не	19	7
173	тех же	1	7
174	и о	5	7
175	говоря уже	1	6
176	еще более	1	6
177	его от	1	6
178	в виду	4	6
179	в своих	2	6
180	в дальнейшем	3	6
181	до того	1	6
182	уже о	1	6
183	и он	2	6
184	с точки	6	6
185	что не	4	6
186	о которых	2	6
187	на этом	2	6
188	не дает	2	6
189	и тем	3	6
190	не приходится	1	6
191	могут быть	5	6
192	на ее	3	6
193	а не	5	6
194	которую он	1	6
195	в отличие	5	6
196	нет и	3	6
197	в области	11	6
198	тем не	3	6
199	здесь в	2	6
200	или в	2	6
201	в какой	2	6
202	и как	8	6
203	к концу	1	6
204	на то	2	6
205	это было	1	6
206	не говоря	1	6
207	человека в	2	6
208	для всех	1	5
209	из всех	1	5
210	в первом	1	5
211	именно в	1	5
212	что по	1	5
213	в действительности	1	5
214	с помощью	7	5
215	а на	1	5
216	к ним	1	5
217	сказать что	4	5
218	все время	1	5
219	который в	1	5
220	от них	2	5
221	себя в	2	5
222	никогда не	5	5
223	и мы	1	5
224	в ее	4	5
225	чем в	2	5
226	но он	1	5
227	в мире	3	5
228	что их	1	5
229	в каждом	2	5
230	т д	1	5
231	все остальные	1	5
232	не могла	1	5
233	ни одной	1	5
234	и от	3	5
235	от нее	1	5
236	что это	2	5
237	здесь нет	2	5
238	за пределы	12	5
239	приводит к	3	5
240	том как	2	5
241	конечно не	5	5
242	и если	1	5
243	и теперь	1	5
244	только один	1	5
245	же самое	2	5
246	в сознании	1	5
247	этом отношении	2	5
248	это не	5	5
249	мы имеем	2	5
250	по существу	2	5
251	и без	1	5
252	к своему	2	5
253	и я	1	5
254	ему не	1	5
255	жизни и	1	5
256	в той	1	4
257	следует что	2	4
258	тем как	5	4
259	в принципе	1	4
260	нас в	1	4
261	например в	3	4
262	правда в	1	4
263	из других	1	4
264	не всегда	6	4
265	может служить	1	4
266	его не	2	4
267	одна из	2	4
268	от ее	2	4
269	к их	1	4
270	к которому	4	4
271	аналогии с	1	4
272	и этим	6	4
273	не о	1	4
274	как его	3	4
275	не остается	2	4
276	я не	2	4
277	между ними	4	4
278	в себя	2	4
279	здесь мы	2	4
280	можно сделать	2	4
281	что эта	2	4
282	с которым	1	4
283	образом в	1	4
284	из этого	1	4
285	был бы	1	4
286	не на	5	4
287	стороны и	1	4
288	бы не	2	4
289	сравнению с	1	4
290	что мы	1	4
291	по сравнению	1	4
292	в более	4	4
293	этой области	2	4
294	хотя в	1	4
295	что с	1	4
296	с достаточной	1	4
297	и другие	2	4
298	у нас	2	4
299	все равно	1	4
300	в свои	1	4
301	впрочем не	1	4
302	за его	3	4
303	мог бы	1	4
304	не следует	2	4
305	в пределах	6	4
306	далеко не	5	4
307	которые в	1	4
308	того времени	1	4
309	нуждается в	2	4
310	в основе	5	4
311	во всем	2	3
312	от него	3	3
313	к этой	1	3
314	необходимое для	1	3
315	по себе	1	3
316	конечном счете	4	3
317	если он	1	3
318	не столь	1	3
319	сам же	1	3
320	было в	1	3
321	чувствует себя	1	3
322	только на	1	3
323	приходит к	1	3
324	всего этого	1	3
325	в нашем	4	3
326	для понимания	2	3
327	затем в	1	3
328	о ней	1	3
329	этих двух	1	3
330	и за	1	3
331	для них	1	3
332	отношения к	6	3
333	в таком	3	3
334	того в	1	3
335	для создания	1	3
336	ли это	1	3
337	было только	1	3
338	одну из	1	3
339	какой мере	2	3
340	не раз	1	3
341	могла бы	1	3
342	протяжении всего	1	3
343	и есть	2	3
344	в один	1	3
345	является конечно	2	3
346	его с	1	3
347	мы в	3	3
348	не могут	2	3
349	не более	2	3
350	мы понимаем	1	3
351	до этого	1	3
352	как о	1	3
353	с ними	4	3
354	его и	1	3
355	совершенно не	7	3
356	и более	2	3
357	чем на	1	3
358	совсем другой	1	3
359	относится к	4	3
360	и уже	1	3
361	чем не	2	3
362	действия и	1	3
363	выходят за	1	3
364	не совсем	1	3
365	за пределами	1	3
366	только при	2	3
367	том же	2	3
368	в самой	2	3
369	могли быть	1	3
370	положение вещей	2	3
371	как к	2	3
372	на что	1	3
373	такое же	1	3
374	в виде	2	3
375	и эта	2	3
376	как впрочем	1	3
377	высшей степени	5	3
378	нисколько не	1	3
379	в каждой	1	3
380	должен быть	2	3
381	на них	3	3
382	и потому	4	3
383	а к	2	3
384	а как	3	3
385	она не	2	3
386	так называемой	1	3
387	а из	1	3
388	один шаг	1	3
389	только как	6	3
390	не с	4	3
391	можно найти	1	3
392	в большинстве	5	3
393	идет речь	1	3
394	они не	3	3
395	и самого	1	3
396	в высшей	5	3
397	это в	1	3
398	становится в	1	3
399	в известной	3	3
400	вплоть до	1	3
401	не к	6	3
402	в душе	1	2
403	из сторон	1	2
404	за последние	2	2
405	не как	1	2
406	связь с	3	2
407	или для	1	2
408	ни одна	2	2
409	каким образом	1	2
410	зрения на	1	2
411	к которой	1	2
412	из всего	1	2
413	отношению ко	1	2
414	и те	2	2
415	почти все	1	2
416	от своей	1	2
417	в форму	2	2
418	ней как	1	2
419	как только	3	2
420	на первый	2	2
421	не могли	2	2
422	в противоположность	1	2
423	все недоразумения	1	2
424	и следовательно	1	2
425	следует остановиться	1	2
426	слов но	1	2
427	но они	4	2
428	не вполне	2	2
429	и формы	1	2
430	без всякого	1	2
431	они должны	1	2
432	что все	2	2
433	они могут	1	2
434	которую можно	1	2
435	то в	1	2
436	она и	1	2
437	первом случае	1	2
438	слов в	1	2
439	к выводу	1	2
440	в тот	1	2
441	согласии с	1	2
442	с другими	3	2
443	как можно	1	2
444	в конечном	4	2
445	это касается	2	2
446	стали бы	1	2
447	подобно тому	1	2
448	большинстве случаев	5	2
449	рядом с	5	2
450	представляется нам	2	2
451	слово в	2	2
452	актов и	1	2
453	к вопросу	1	2
454	точек зрения	1	2
455	в смысле	1	2
456	не иначе	1	2
457	в философии	1	2
458	человека а	1	2
459	и мир	2	2
460	в лучшем	2	2
461	мы уже	1	2
462	на нем	1	2
463	и является	1	2
464	своим собственным	1	2
465	несколько иначе	1	2
466	этот вопрос	1	2
467	в государстве	1	2
468	с людьми	1	2
469	найти в	1	2
470	в общем	1	2
471	ней в	1	2
472	бы ни	1	2
473	с ее	1	2
474	было сделано	1	2
475	идет в	1	2
476	средством для	1	2
477	образом и	1	2
478	них в	1	2
479	место во	1	2
480	которой не	1	2
481	но едва	1	2
482	должна быть	4	2
483	которых мы	4	2
484	и при	2	2
485	есть для	1	2
486	содержания и	6	2
487	это уже	1	2
488	не обходится	2	2
489	них является	1	2
490	со всеми	3	2
491	от их	1	2
492	о содержании	1	2
493	этом смысле	3	2
494	цитат и	1	2
495	жизни в	1	2
496	себя и	3	2
497	ли он	1	2
498	о котором	2	2
499	именно поэтому	2	2
500	ничего нет	2	2
501	нет в	1	2
502	к другому	1	2
503	не входит	10	2
504	речь в	1	2
505	художественный образ	1	2
506	это только	1	2
507	быть не	1	2
508	слова и	3	2
509	именно на	1	2
510	и два	1	2
511	в которую	1	2
512	отношении к	1	2
513	как например	1	2
514	таким путем	1	2
515	известной степени	4	2
516	что здесь	1	2
517	нем не	1	2
518	ее не	1	2
519	во втором	1	2
520	здесь не	4	2
521	в свой	1	2
522	для обозначения	1	2
523	со словом	5	2
524	только с	1	2
525	но это	3	2
526	к лицу	1	2
527	дает нам	2	2
528	в свое	1	2
529	мир в	2	2
530	основе своей	3	2
531	для него	1	2
532	не для	1	2
533	его окружения	1	2
534	того что	2	2
535	в полном	1	2
536	бы и	1	2
537	была бы	2	2
538	формы и	5	2
539	от всех	4	2
540	а о	1	2
541	этого не	1	2
542	места в	1	2
543	которые как	1	2
544	все эти	5	2
545	на фоне	3	2
546	и со	1	2
547	войти в	2	2
548	не принимает	1	2
549	особенно в	2	2
550	не все	2	2
551	мере в	1	2
552	в форме	4	2
553	к одному	1	2
554	сказать и	3	2
555	и снова	1	2
556	первый план	2	2
557	и только	4	2
558	это как	1	2
559	в самых	1	2
560	характера в	1	2
561	как уже	1	2
562	тому как	1	2
563	слова с	2	2
564	и может	1	2
565	имеет в	1	2
566	тем самым	4	2
567	как не	1	2
568	человека с	1	2
569	человека и	1	2
570	с человеком	1	2
571	его а	1	2
572	человека из	1	2
573	помнить что	3	2
574	т и	1	2
575	себе не	2	2
576	здесь же	2	2
577	и дальше	1	2
578	иногда даже	1	2
579	конечно к	1	2
580	будем называть	2	1
581	человек может	1	1
582	к действительности	3	1
583	нет здесь	1	1
584	становится возможным	1	1
585	можно говорить	2	1
586	организма не	1	1
587	он получает	1	1
588	затем к	1	1
589	выводу что	1	1
590	в момент	1	1
591	остались бы	1	1
592	которые не	1	1
593	познания и	30	1
594	которых идет	1	1
595	при изучении	1	1
596	в применении	3	1
597	вопросу о	1	1
598	они выходят	1	1
599	в нашу	1	1
600	в задачу	1	1
601	кроме того	3	1
602	в некоторых	2	1
603	что нас	1	1
604	и ему	1	1
605	в последнюю	1	1
606	возможным не	1	1
607	приобщиться к	1	1
608	научная литература	1	1
609	событие совершенно	1	1
610	от одного	1	1
611	есть что-то	1	1
612	только когда	1	1
613	рассказом о	1	1
614	о мире	1	1
615	равнодушной к	3	1
616	но нельзя	2	1
617	более широкие	1	1
618	она является	1	1
619	стороны в	1	1
620	уже выше	1	1
621	как таковой	2	1
622	на эту	1	1
623	узнать что	1	1
624	своего выражения	1	1
625	отличается от	2	1
626	себя не	1	1
627	самого слова	1	1
628	не его	2	1
629	так например	1	1
630	и этического	7	1
631	моменты в	1	1
632	нашу задачу	1	1
633	понять как	1	1
634	лишь средством	1	1
635	действительности в	2	1
636	и душевной	1	1
637	в данном	4	1
638	не всем	1	1
639	значение только	1	1
640	она же	1	1
641	всегда с	1	1
642	с единством	2	1
643	которые представлялись	1	1
644	себе все	1	1
645	применении к	3	1
646	два момента	1	1
647	мы увидим	3	1
648	в новом	1	1
649	даже и	1	1
650	входит в	8	1
651	что подобное	1	1
652	по возможности	1	1
653	но этот	1	1
654	формы его	1	1
655	надо также	1	1
656	с трудом	1	1
657	что вся	1	1
658	для нее	8	1
659	а между	1	1
660	к философии	1	1
661	значительной степени	1	1
662	здесь прежде	1	1
663	сказать несколько	1	1
664	не что	1	1
665	является как	2	1
666	отметить что	7	1
667	без труда	1	1
668	отнесенный к	1	1
669	теперь к	1	1
670	мы вообще	1	1
671	право говорить	1	1
672	настоящее время	1	1
673	всего содержания	1	1
674	в контексте	1	1
675	нам право	1	1
676	а завершение	1	1
677	не сделает	1	1
678	объяснение в	1	1
679	с этими	1	1
680	ли она	1	1
681	и отдельные	1	1
682	исходит из	1	1
683	к целому	1	1
684	можем сказать	2	1
685	исследованиях по	1	1
686	именно с	1	1
687	этот момент	2	1
688	коем случае	2	1
689	особенно часто	3	1
690	материала как	1	1
691	имели бы	1	1
692	общих чертах	1	1
693	можно скорее	1	1
694	не просто	1	1
695	строго говоря	1	1
696	государством и	1	1
697	ли эта	1	1
698	никакому сомнению	1	1
699	относят к	1	1
700	этой тенденции	1	1
701	не происходит	1	1
702	и весь	2	1
703	объяснить эти	1	1
704	которой я	1	1
705	ее и	1	1
706	подобающее ей	1	1
707	эти высказывания	1	1
708	следует отметить	1	1
709	и завершает	1	1
710	я вхожу	1	1
711	на содержание	5	1
712	как такового	3	1
713	а наоборот	1	1
714	что иное	1	1
715	на том	1	1
716	время в	1	1
717	его характера	1	1
718	связей и	1	1
719	имеем дело	3	1
720	мы конечно	1	1
721	такова в	1	1
722	оно занимает	1	1
723	в удовлетворении	1	1
724	зрения самого	2	1
725	вместо него	1	1
726	не больше	3	1
727	видит в	1	1
728	если оно	1	1
729	во всей	1	1
730	бы только	1	1
731	материал в	4	1
732	ее от	1	1
733	связывается с	1	1
734	человек а	1	1
735	на которое	1	1
736	всех его	4	1
737	что под	1	1
738	не нуждается	2	1
739	и высказать	1	1
740	быть только	5	1
741	всем что	1	1
742	его помощью	1	1
743	или хотя	1	1
744	где к	1	1
745	остается равнодушной	2	1
746	человек в	2	1
747	себя как	5	1
748	том и	1	1
749	в исследованиях	3	1
750	все сплошь	1	1
751	для решения	1	1
752	иным как	1	1
753	следовательно и	1	1
754	занимает несколько	1	1
755	вот на	1	1
756	в существенном	1	1
757	как раньше	1	1
758	а только	2	1
759	ли кто-нибудь	1	1
760	и своей	1	1
761	чтобы его	2	1
762	вмешивается в	1	1
763	той или	2	1
764	понятий и	2	1
765	на которую	1	1
766	именно как	1	1
767	могли бы	1	1
768	мы же	1	1
769	но как	2	1
770	для его	1	1
771	лица и	2	1
772	отходит в	1	1
773	при чтении	1	1
774	творчестве это	1	1
775	событие как	2	1
776	здесь она	1	1
777	ибо и	1	1
778	и необходимость	1	1
779	анализа хотя	1	1
780	как человек	1	1
781	в область	3	1
782	найти себе	1	1
783	бы они	1	1
784	здесь на	1	1
785	ознакомления с	1	1
786	но зато	2	1
787	из мира	1	1
788	от которых	1	1
789	не были	1	1
790	то на	1	1
791	и определяет	2	1
792	иметь в	1	1
793	имеет для	1	1
794	в современной	2	1
795	миру и	2	1
796	это может	1	1
797	из общего	1	1
798	мы здесь	4	1
799	которые возникли	1	1
800	его так	1	1
801	значение и	1	1
802	занимает в	1	1
803	нем и	2	1
804	я в	1	1
805	так называемого	1	1
806	чем она	1	1
807	так называемый	2	1
808	но чем	1	1
809	культуры и	3	1
810	его как	3	1
811	творчестве не	2	1
812	и др	8	1
813	о других	1	1
814	это ни	1	1
815	мы будем	3	1
816	все остальное	1	1
817	от некоторых	1	1
818	в противном	3	1
819	она только	2	1
820	бы быть	1	1
821	поэтического творчества	1	1
822	ибо в	2	1
823	о роли	1	1
824	о войне	1	1
825	там где	6	1
826	или иного	2	1
827	в него	2	1
828	уходит в	1	1
829	случаев не	2	1
830	он должен	2	1
831	к подобным	1	1
832	живет на	1	1
833	моментов в	1	1
834	сделано в	1	1
835	следовательно не	2	1
836	нему с	1	1
837	заведомо не	1	1
838	можно только	6	1
839	в особенности	2	1
840	нельзя извлечь	1	1
841	нет а	2	1
842	всех отношениях	1	1
843	в содержании	1	1
844	в столь	1	1
845	ими же	1	1
846	как с	1	1
847	в самый	1	1
848	то есть	46	1
849	двусмысленности и	1	1
850	жизни а	1	1
851	существенным образом	1	1
852	смысле слова	2	1
853	и менее	1	1
854	всех других	1	1
855	находятся в	1	1
856	нравственных норм	1	1
857	критики и	1	1
858	поэтому она	1	1
859	деле и	1	1
860	под этим	1	1
861	трагический характер	1	1
862	полном согласии	1	1
863	свою любовь	1	1
864	и несмотря	1	1
865	слова мы	1	1
866	и сделать	3	1
867	или непосредственно	1	1
868	нам в	1	1
869	все то	3	1
870	для завершения	1	1
871	обходится без	1	1
872	что угодно	1	1
873	содержание и	2	1
874	эстетики и	3	1
875	человека как	2	1
876	и действительно	1	1
877	от чего	1	1
878	вторая из	1	1
879	которые могут	2	1
880	в слове	3	1
881	можно передать	1	1
882	и звучит	1	1
883	данном случае	4	1
884	в нее	1	1
885	говорить и	2	1
886	эта последняя	1	1
887	конкретно и	1	1
888	в художественном	20	1
889	жизненную позицию	1	1
890	драматический характер	1	1
891	одного к	1	1
892	свое время	1	1
893	все они	5	1
894	и психологическая	1	1
895	ни к	2	1
896	даже совершенно	1	1
897	как художественное	1	1
898	то он	1	1
899	к счастью	1	1
900	случае оно	1	1
901	своем роде	1	1
902	уже из	1	1
903	нечего было	1	1
904	как целое	1	1
905	не имеют	2	1
906	опирающегося на	1	1
907	со всех	2	1
908	чтобы пережить	1	1
909	совпадает с	2	1
910	и между	1	1
911	в значительной	2	1
912	мы ничего	1	1
913	на основе	6	1
914	в материальном	1	1
915	он является	1	1
916	и независимо	1	1
917	нашей работы	1	1
918	обойтись без	1	1
919	и лишь	1	1
920	и вся	2	1
921	значение для	3	1
922	несколько примеров	1	1
923	только тем	1	1
924	помощью и	1	1
925	в совершенно	1	1
926	на действительность	1	1
927	им в	1	1
928	в творчестве	1	1
929	может послужить	1	1
930	сходится с	1	1
931	виде и	1	1
932	произведения и	2	1
933	на искусство	1	1
934	себя самого	4	1
935	конечно когда	1	1
936	к миру	3	1
937	он может	2	1
938	не имели	1	1
939	этого слова	1	1
940	его место	1	1
941	говорится в	1	1
942	культурной жизни	1	1
943	приходится уже	1	1
944	мы еще	1	1
945	в настоящее	1	1
946	и целых	1	1
947	нее и	1	1
948	особый характер	1	1
949	в м	6	1
950	иногда в	1	1
951	представления и	1	1
952	его можно	1	1
953	обратиться к	1	1
954	которому он	1	1
955	целому ряду	1	1
956	события и	2	1
957	значение в	1	1
958	выходит за	1	1
959	ибо его	1	1
960	таких же	1	1
961	в коем	2	1
962	ни с	2	1
963	здесь есть	1	1
964	всех сторон	2	1
965	обе эти	1	1
966	не будем	3	1
967	не самого	1	1
968	быть отнесены	1	1
969	нас здесь	1	1
970	чего не	1	1
971	только его	3	1
972	во внешнем	1	1
973	и всегда	1	1
974	причем первые	1	1
975	на самом	4	1
976	лицом к	1	1
977	со словами	2	1
978	на которой	1	1
979	смысле этого	1	1
980	содержанием в	1	1
981	быть лишь	1	1
982	с так	1	1
983	о другой	1	1
984	различия между	1	1
985	это отношение	2	1
986	непосредственно в	1	1
987	мы вполне	1	1
988	чтобы найти	1	1
989	что уже	1	1
990	дело в	2	1
991	некоторых случаях	1	1
992	их взаимоотношения	1	1
993	виду что	1	1
994	творчества поэта	1	1
995	несколько часов	1	1
996	говорить об	1	1
997	или даже	1	1
998	по-видимому вполне	1	1
999	можно выразить	1	1
1000	художника как	1	1
1001	имеется в	1	1
1002	противном случае	3	1
1003	мира и	1	1
1004	остановимся на	1	1
1005	та или	1	1
1006	принципиальное различие	1	1
1007	и художественного	3	1
1008	его же	1	1
1009	уже за	1	1
1010	человеческого мышления	1	1
1011	дела до	1	1
1012	но конечно	4	1
1013	другом случае	1	1
1014	того или	2	1
1015	и эти	1	1
1016	как ни	1	1
1017	действительности но	2	1
1018	план в	1	1
1019	завершение в	2	1
1020	который был	1	1
1021	содержанию в	5	1
1022	хотя конечно	1	1
1023	с единой	1	1
1024	ни один	1	1
1025	определяет все	1	1
1026	который мы	1	1
1027	также и	3	1
1028	уже только	1	1
1029	но всегда	1	1
1030	ждать и	1	1
1031	с совершенно	2	1
1032	широких кругов	1	1
1033	мы должны	2	1
1034	бы ничего	2	1
1035	на слова	1	1
1036	в искусстве	12	1
1037	быть и	1	1
1038	в характере	1	1
1039	ли мы	3	1
1040	и эстетической	1	1
1041	отказ от	1	1
1042	каждый раз	1	1
1043	высказывания в	1	1
1044	в нашей	2	1
1045	стороны его	1	1
1046	с понятием	1	1
1047	его отношение	1	1
1048	значение слова	4	1
1049	зависимость от	1	1
1050	должна бы	1	1
1051	она на	1	1
1052	всего от	1	1
1053	но совершенно	2	1
1054	этих явлений	2	1
1055	без нее	1	1
1056	которой можно	1	1
1057	чувствовать себя	1	1
1058	в понимании	1	1
1059	в работу	1	1
1060	фоне которых	1	1
1061	можно сказать	2	1
1062	обращаться к	1	1
1063	по аналогии	1	1
1064	действительно не	1	1
1065	в чисто	1	1
1066	основные положения	1	1
1067	же дело	1	1
1068	или иной	2	1
1069	или другими	1	1
1070	происходит в	1	1
1071	и прежде	5	1
1072	здесь все	2	1
1073	делает возможным	2	1
1074	отражение в	1	1
1075	и раскаяние	1	1
1076	его жизненную	1	1
1077	творчества это	1	1
1078	может и	4	1
1079	от ответственности	1	1
1080	лучшем случае	2	1
1081	природой и	1	1
1082	исключением из	1	1
1083	с социальными	1	1
1084	именно это	1	1
1085	и ничего	1	1
1086	искусства на	1	1
1087	не можем	2	1
1088	себе и	1	1
1089	и наконец	6	1
1090	составу и	1	1
1091	автора и	1	1
1092	иное как	1	1
1093	момент его	2	1
1094	возможна только	1	1
1095	пределах возможного	2	1
