N	2gram	Voloshinov	Sovremen
496	это делает	2	1
497	мы это	2	1
498	принадлежит и	1	1
499	его значения	2	1
500	благодаря этому	2	1
501	отвлекается от	1	1
502	иметь место	1	1
503	отношению к	9	1
504	в основу	1	1
505	как нет	1	1
506	одной из	5	1
507	более и	2	1
508	конечно во	1	1
509	случае не	1	1
510	в своем	3	1
511	общего не	1	1
512	в корне	6	1
513	она и	1	1
514	по аналогии	2	1
515	уже знаем	2	1
516	но ведь	4	1
517	этом смысле	2	1
518	в связи	12	1
519	организмом с	1	1
520	в какой	5	1
521	одни и	5	1
522	данное явление	1	1
523	между ними	6	1
524	конечно совершенно	4	1
525	эти три	1	1
526	во всей	2	1
527	нашего знания	1	1
528	может стать	7	1
529	же в	1	1
530	том что	12	1
531	до наших	1	1
532	рядом с	7	1
533	такой ответ	1	1
534	и прежде	4	1
535	на эту	1	1
536	можем сказать	2	1
537	всю эту	1	1
538	жизни в	5	1
539	но не	2	1
540	дело идет	4	1
541	по какой	1	1
542	бы эти	1	1
543	она по	1	1
544	причинный ряд	1	1
545	но если	2	1
546	здесь и	1	1
547	они не	2	1
548	по себе	5	1
549	явлений и	2	1
550	он сам	1	1
551	в следующих	1	1
552	оно может	6	1
553	не имеет	6	1
554	в природе	1	1
555	и могут	1	1
556	на элементы	1	1
557	к этому	10	1
558	бы ее	1	1
559	все более	2	1
560	там где	4	1
561	вся эта	1	1
562	в то	7	1
563	свое первое	1	1
564	первое и	1	1
565	и только	2	1
566	один и	3	1
567	значит что	1	1
568	быть объективным	1	1
569	в субъективном	1	1
570	это совершенно	1	1
571	дела не	1	1
572	является только	2	1
573	только и	1	1
574	именно эта	1	1
575	уже чисто	1	1
576	и следовательно	8	1
577	или нет	1	1
578	как целого	3	1
579	но это	1	1
580	независимо от	3	1
581	когда в	1	1
582	и философ	1	1
583	но уже	2	1
584	и для	15	1
585	диалектического материализма	2	1
586	с ее	2	1
587	но самый	1	1
588	не из	1	1
589	не что	2	1
590	и это	6	1
591	входящих в	1	1
592	точка зрения	8	1
593	того же	11	1
594	все время	1	1
595	пр но	2	1
596	нет в	2	1
597	и если	2	1
598	и развития	1	1
599	для нашей	2	1
600	должен быть	2	1
601	он с	1	1
602	и его	33	1
603	и особенно	2	1
604	не давая	1	1
605	организма для	1	1
606	вовсе не	15	1
607	нашей науки	1	1
608	целого и	1	1
609	явлений как	1	1
610	заставляя его	1	1
611	о том	4	1
612	сих пор	10	1
613	в заключение	1	1
614	и вообще	3	1
615	мысли в	3	1
616	по крайней	1	1
617	иное как	2	1
618	чрезвычайно плохо	2	1
619	в новое	2	1
620	без помощи	2	1
621	зрения и	2	1
622	и нет	1	1
623	к другому	7	1
624	но конечно	1	1
625	человека и	1	1
626	к нему	5	1
627	никогда не	7	1
628	той или	5	1
629	исходным пунктом	2	1
630	на них	1	1
