N	3gram	Losev_Dial	Problemy
134	так же как	1	1
135	так быстро что	1	1
136	как она есть	3	1
137	все больше и	1	1
138	в один миг	1	1
139	то же но	1	1
140	одной стороны и	3	1
141	только один и	1	1
142	и как бы	1	1
143	по себе он	1	1
144	то это вовсе	1	1
145	каждая из них	1	1
146	на том или	1	1
147	говорить о себе	1	1
148	в одном месте	1	1
149	я вовсе не	1	1
150	говорит не о	1	1
151	как в этом	1	1
152	и даже не	3	1
153	ничего общего не	1	1
154	как такая она	1	1
155	по себе а	2	1
156	до известной степени	1	1
157	больше и больше	1	1
158	и хочет чтобы	1	1
159	есть то что	1	1
160	бы и самого	1	1
161	же это за	1	1
162	он не знал	1	1
163	в каждом из	2	1
164	же деле он	1	1
165	так бы и	1	1
166	так что оно	1	1
167	другой точки зрения	1	1
168	по сравнению с	2	1
169	к другу как	1	1
170	то что не	1	1
171	сих пор не	1	1
172	себе не имеет	1	1
173	построения а не	1	1
174	как ни в	1	1
175	может показаться что	1	1
176	но уже и	3	1
177	отсюда следует что	1	1
178	но тотчас же	1	1
179	он с первого	1	1
180	мы будем говорить	1	1
181	он есть т	1	1
182	то к чему	1	1
183	он на самом	1	1
184	только в отношении	1	1
185	сразу и одновременно	1	1
186	то что есть	2	1
187	бы не было	1	1
188	не в том	2	1
189	прежде всего необходимо	2	1
190	как более или	2	1
191	она не может	1	1
192	в художественной форме	1	1
193	но даже и	1	1
194	и его значение	1	1
195	в таком случае	2	1
196	с нею в	2	1
197	выражение и потому	1	1
198	все новые и	1	1
199	оно или не	1	1
200	со всеми ее	1	1
201	так или иначе	3	1
202	может быть только	2	1
203	одних и тех	1	1
204	никогда и не	1	1
205	не потому что	5	1
206	все более и	1	1
207	он совершенно не	1	1
208	сознания можно было	1	1
209	бы оно было	1	1
210	точки зрения своей	1	1
211	взаимоотношение внутреннего и	1	1
212	если бы это	1	1
213	иметь в виду	4	1
214	потому что он	5	1
215	что она уже	1	1
216	в этом пункте	1	1
217	т е без	2	1
218	это конечно не	2	1
219	бы это было	1	1
220	что это еще	1	1
221	мире и об	1	1
222	том что все	1	1
223	и вместе с	1	1
224	точно так же	3	1
225	в полной мере	1	1
226	в одних и	1	1
227	в нем нет	3	1
228	тех или иных	1	1
229	как мы это	1	1
230	однако вернемся к	1	1
231	себя а не	1	1
232	по себе не	7	1
233	совершенно иной чем	1	1
234	в каком плане	1	1
235	а в том	1	1
236	тем или другим	2	1
237	они вовсе не	2	1
238	он является не	1	1
239	и больше ничего	1	1
240	с ними как	1	1
241	в своей жизни	1	1
242	есть т е	1	1
243	и есть то	1	1
244	наиболее типичный и	1	1
245	нам еще придется	1	1
246	в связи с	3	1
247	ни на одну	1	1
248	его так что	1	1
249	самом же деле	2	1
250	что это не	1	1
251	не может не	1	1
252	же время как	1	1
253	в результате получается	1	1
254	так как здесь	1	1
255	всегда и бывает	1	1
256	а не только	1	1
257	всего то что	1	1
258	я ни в	1	1
259	на первый взгляд	2	1
260	притом так чтобы	1	1
261	это как не	1	1
262	того ни другого	1	1
263	но что же	1	1
264	всего того что	1	1
265	бы они были	1	1
266	вонзается в душу	1	1
267	только может быть	1	1
268	о мире как	1	1
269	раз и показывает	1	1
270	другой стороны эта	1	1
271	глубоко и тонко	1	1
272	вне времени и	1	1
273	может и не	2	1
274	было бы дать	1	1
275	в своей душе	1	1
276	хочет чтобы все	1	1
277	т е о	2	1
278	по себе достаточно	1	1
279	т д и	3	1
280	может быть еще	1	1
281	и как будто	1	1
282	что почти все	1	1
283	но и в	1	1
284	в которые оно	1	1
285	в них не	1	1
286	мере того как	1	1
287	обратим внимание на	1	1
288	было так то	1	1
289	не было и	1	1
290	не с точки	2	1
291	и в особенности	1	1
292	не даны как	1	1
293	же не знает	1	1
294	выйти за пределы	1	1
295	со всеми его	1	1
296	ни того ни	1	1
297	и в отношении	1	1
298	об этом уже	1	1
299	том или ином	1	1
300	к нему с	1	1
301	по мере того	1	1
302	на самом же	2	1
303	все это не	1	1
304	он мог бы	1	1
305	времени и пространства	2	1
306	это не только	1	1
307	так всегда и	1	1
308	том что первая	1	1
309	и ни в	2	1
310	лучше если я	1	1
311	и тех же	1	1
312	одном месте и	1	1
313	несмотря на то	2	1
314	отношении к нему	1	1
315	более и более	1	1
316	ни на что	3	1
317	бы ни было	1	1
318	и не должен	1	1
319	то и другое	3	1
320	это было так	1	1
321	самом деле это	1	1
322	поэтому все эти	1	1
323	но в конце	1	1
324	несмотря на свою	1	1
325	с другом что	1	1
326	не было бы	2	1
327	на этом моменте	1	1
328	него как в	1	1
329	это меня не	1	1
330	что на самом	1	1
331	и до сих	1	1
332	и из нее	1	1
333	она уже не	1	1
334	то стало быть	1	1
335	это еще не	1	1
336	и в частности	4	1
337	в нем никогда	1	1
338	там где есть	1	1
339	в чем же	1	1
340	лишь с точки	1	1
341	всю жизнь и	1	1
342	в идее идея	1	1
343	и ничего не	1	1
344	да и то	3	1
345	и в своей	1	1
346	следует за ней	1	1
347	в своем изображении	1	1
348	главным образом в	1	1
349	кроме того и	1	1
350	не менее в	1	1
351	так что в	1	1
352	именно в том	1	1
353	не может и	3	1
354	есть прежде всего	1	1
355	в этом его	1	1
356	в одно время	2	1
357	не все же	1	1
358	и то что	1	1
359	и все его	1	1
360	т е только	2	1
361	но между тем	1	1
362	не в самом	1	1
363	что это я	1	1
364	не могут быть	1	1
365	чтобы убедиться в	1	1
366	так как и	2	1
367	конце концов не	1	1
368	она может быть	1	1
369	на почве философского	1	1
370	в нем есть	6	1
371	или хотя бы	2	1
372	та или иная	4	1
373	если бы действительно	1	1
374	с одной стороны	3	1
375	в другом случае	1	1
376	т д но	2	1
377	если же он	1	1
378	вопрос о том	1	1
379	точки зрения и	1	1
380	не должна быть	2	1
381	и эти две	1	1
382	но для этого	1	1
383	это и есть	3	1
384	каково бы ни	1	1
385	печорин у лермонтова	1	1
386	теперь мы должны	1	1
387	в виду что	2	1
388	и следовательно в	1	1
389	уже само по	1	1
390	в литературе как	1	1
391	самом деле не	1	1
392	новые и новые	1	1
393	потому что они	2	1
394	именно с точки	1	1
395	если бы не	1	1
