N	3gram	Tiupa_Anal	Psycholo
195	мы знаем о	1	2
196	эта внутренняя форма	1	2
197	хотя и не	1	2
198	и если он	1	2
199	именно в этом	1	2
200	одном из двух	1	2
201	может быть определена	1	2
202	как одна из	1	2
203	том что при	1	2
204	может быть признано	1	2
205	имеем дело с	1	2
206	в готовом виде	1	1
207	в самом центре	1	1
208	свой жизненный путь	1	1
209	одной из этих	1	1
210	брожу ли я	1	1
211	не менее чем	1	1
212	к числу таких	1	1
213	то что не	1	1
214	чтобы прийти к	1	1
215	при этом что	2	1
216	все той же	2	1
217	ясно говорит о	1	1
218	из этих трех	1	1
219	но в таком	1	1
220	крайней мере в	2	1
221	дело и в	1	1
222	и каким образом	1	1
223	оно никогда не	1	1
224	быть определена как	1	1
225	в своем составе	3	1
226	начала и конца	1	1
227	каждом отдельном случае	2	1
228	как бы не	1	1
229	в одну из	1	1
230	так что она	1	1
231	ощущать себя в	1	1
232	от одного сознания	1	1
233	как нам кажется	3	1
234	ли я вдоль	1	1
235	в особенности же	1	1
236	как это имеет	1	1
237	а потому и	1	1
238	даже в пределах	1	1
239	ей в вечной	1	1
240	в каждом отдельном	2	1
241	что по крайней	1	1
242	из них не	1	1
243	автору и читателю	1	1
244	тот же вопрос	1	1
245	но и как	1	1
246	исходит из самого	1	1
247	с этой стороны	1	1
248	и без остатка	1	1
249	мы и будем	1	1
250	что все три	1	1
251	во времени и	1	1
252	естественно вытекают из	1	1
253	будем иметь дело	1	1
254	минуту до этого	1	1
255	не растворяясь в	1	1
256	уже говорили о	1	1
257	с ними в	1	1
258	у шекспира и	1	1
259	романа в целом	1	1
260	одного сознания к	1	1
261	автора и читателя	1	1
262	определяющую роль в	1	1
263	а в своей	1	1
264	приводит его к	1	1
265	которые конечно будут	1	1
266	произведения но и	1	1
267	своего апогея в	1	1
268	с теми же	1	1
269	в гораздо более	1	1
270	нам не только	1	1
271	раз в том	1	1
272	никогда не бывает	1	1
273	не могла не	1	1
274	дело не с	1	1
275	однако не следует	1	1
276	с первых же	1	1
277	свое отражение в	1	1
278	в эстетический объект	1	1
279	отнюдь не обладает	1	1
280	те же события	1	1
281	в нас самих	1	1
282	уже не может	1	1
283	со всех сторон	1	1
284	уже в первой	1	1
285	в одной из	2	1
286	и тут же	1	1
287	включает в себя	2	1
288	в первой части	1	1
289	и в своей	2	1
290	в нее в	1	1
291	того же автора	1	1
292	в его последней	1	1
293	или иного произведения	1	1
294	сознания к другому	1	1
295	не только как	1	1
296	в стихе как	1	1
297	эстетических отношений и	1	1
298	в самом начале	1	1
299	и конечно же	1	1
300	отнюдь не является	1	1
301	как и вообще	1	1
302	и он же	2	1
303	в вечной любви	1	1
304	видим что в	1	1
305	по этой причине	1	1
306	здесь не только	4	1
307	идет о том	1	1
308	литературного произведения как	1	1
309	ни к каким	1	1
310	с тем же	1	1
311	между нами и	1	1
312	подход к изучению	1	1
313	требует от нас	1	1
314	к лицу с	1	1
315	в область художественного	1	1
316	оставляем в стороне	1	1
317	конечно нуждается в	1	1
318	как мы помним	1	1
319	и не всегда	1	1
320	и не могла	1	1
321	в глубине души	2	1
322	в одном слове	1	1
323	является одновременно и	1	1
324	не так уж	1	1
325	и прежде всего	2	1
326	по природе своей	3	1
327	и по поводу	1	1
328	к жизни как	1	1
329	можно с уверенностью	1	1
330	они принадлежат к	1	1
331	что они хотят	1	1
332	основания утверждать что	1	1
333	клянется ей в	1	1
334	за минуту до	1	1
335	лицом к лицу	1	1
336	со всей серьезностью	1	1
337	как все другие	1	1
338	к чему не	1	1
339	не более чем	2	1
340	и должны быть	1	1
341	вдоль улиц шумных	1	1
342	и т.д что	1	1
343	как и утверждение	1	1
344	могут быть в	1	1
345	все что мы	1	1
346	до известной степени	3	1
347	понимается при этом	1	1
348	то что автор	1	1
349	бы это было	1	1
350	не удивительно что	2	1
351	о котором не	1	1
352	произведения что она	1	1
353	я вдоль улиц	1	1
354	обратим внимание на	1	1
355	но дело в	1	1
356	в русской литературе	5	1
357	ни к чему	1	1
358	бы можно было	1	1
359	и русской литературе	1	1
360	в свое время	4	1
361	тем оказывается что	1	1
362	ту или иную	1	1
363	что же касается	1	1
364	в лирическом стихотворении	1	1
365	перед нами как	1	1
366	тем что у	1	1
367	той же природы	2	1
368	отдельной личности и	1	1
369	возвращает нас к	2	1
370	между тем оказывается	1	1
371	то есть от	1	1
372	в противном случае	2	1
373	роль в лирическом	1	1
374	ли может быть	1	1
375	искусство никогда не	1	1
376	в известном смысле	2	1
377	и каждое из	1	1
378	в контексте всего	1	1
379	а в нас	1	1
380	внешнего мира имеет	1	1
381	не вне нас	1	1
382	не сводится к	1	1
383	в сущности не	1	1
384	лишь тем что	1	1
385	художественное произведение есть	1	1
386	однако и он	1	1
387	то что они	1	1
388	читателя зрителя слушателя	1	1
389	что несмотря на	2	1
390	на две части	1	1
