N	2gram	Bakhtin_fo	Stilisti
136	в каждом	2	4
137	можно сказать	2	4
138	если мы	2	4
139	и пр	2	4
140	было в	2	4
141	не существует	1	4
142	так называемой	1	4
143	зрения в	1	4
144	и слушающего	1	4
145	о своей	2	4
146	так называемые	1	4
147	свою очередь	1	4
148	так же	7	4
149	лишь в	8	4
150	в целом	2	4
151	себя в	2	4
152	в данной	2	4
153	тем же	3	4
154	само собой	2	4
155	точка зрения	4	4
156	которой мы	1	4
157	того что	5	4
158	не к	2	4
159	что было	6	3
160	этом случае	1	3
161	что оно	1	3
162	общества и	1	3
163	и здесь	2	3
164	та же	4	3
165	зрения на	1	3
166	совершенно не	3	3
167	для нас	2	3
168	и вот	2	3
169	в том	16	3
170	отношения к	7	3
171	несмотря на	1	3
172	для него	5	3
173	не имеем	1	3
174	хотя и	5	3
175	в разных	6	3
176	в ее	6	3
177	материальной действительности	1	3
178	из которых	1	3
179	мы в	1	3
180	на самом	1	3
181	и уже	4	3
182	что и	5	3
183	в виду	5	3
184	между ними	5	3
185	и само	1	3
186	мы убедились	1	3
187	но что	1	3
188	в будущем	1	3
189	связи с	14	3
190	и даже	5	3
191	нам в	1	3
192	здесь мы	4	3
193	в основе	9	3
194	жизни это	2	3
195	слова но	1	3
196	но для	2	3
197	чрезвычайно важно	1	3
198	словом и	2	3
199	все эти	12	3
200	как в	10	3
201	по своему	3	3
202	том что	7	3
203	вследствие этого	4	3
204	роль в	12	3
205	об этом	3	3
206	конце концов	1	3
207	перед нами	1	3
208	еще не	8	3
209	до того	1	3
210	только благодаря	1	3
211	его и	2	3
212	то он	1	3
213	нуждается в	1	3
214	выражение в	3	3
215	в котором	8	3
216	которые связаны	1	3
217	ведь в	1	3
218	другого на	1	3
219	если не	3	3
220	для наших	1	3
221	и поэтому	2	3
222	между тем	1	3
223	явления природы	2	3
224	не знает	4	3
225	в частности	11	3
226	только на	3	3
227	в тех	1	3
228	связь между	2	3
229	в начале	3	3
230	целый ряд	2	3
231	и слово	1	3
232	конечно не	7	3
233	уже видели	1	3
234	их в	6	3
235	не становится	1	3
236	нет и	4	3
237	сказать что	4	3
238	главным образом	1	3
239	будем говорить	2	3
240	необходимо чтобы	2	3
241	жизни и	12	3
242	слово и	1	3
243	чаще всего	1	3
244	этого слова	2	3
245	и внутренняя	1	3
246	и эта	2	3
247	у них	4	3
248	и для	12	3
249	это не	8	3
250	из них	8	3
251	он должен	2	3
252	и ту	1	2
253	и всего	2	2
254	события и	1	2
255	был и	1	2
256	культурного развития	1	2
257	находятся в	1	2
258	для всех	3	2
259	и он	3	2
260	точном смысле	3	2
261	и конечно	1	2
262	мы как	1	2
263	ничем не	1	2
264	на эти	1	2
265	как с	1	2
266	где и	3	2
267	должно быть	6	2
268	нас не	1	2
269	увидим что	1	2
270	был бы	3	2
271	и при	1	2
272	и потому	4	2
273	каждый из	2	2
274	мы имеем	2	2
275	еще более	7	2
276	с самим	6	2
277	ни к	3	2
278	глаза и	1	2
279	как нет	1	2
280	человек с	2	2
281	может получить	1	2
282	этом отношении	5	2
283	с ним	5	2
284	и указывает	1	2
285	на развитие	5	2
286	кроме того	7	2
287	о чем	4	2
288	одном и	1	2
289	что то	1	2
290	с природой	2	2
291	но как	1	2
292	для них	3	2
293	в отношении	5	2
294	переживания и	1	2
295	с другими	3	2
296	собой разумеется	2	2
297	это слово	1	2
298	даже на	1	2
299	смысле этого	1	2
300	с собой	2	2
301	но это	1	2
302	в их	9	2
303	сказать не	1	2
304	а на	1	2
305	от их	1	2
306	одну и	1	2
307	в своих	1	2
308	не было	8	2
309	на этот	1	2
310	все то	2	2
311	или в	3	2
312	том же	4	2
313	не обладает	1	2
314	с ней	1	2
315	прежде чем	3	2
316	всех его	2	2
317	равно как	4	2
318	но эта	5	2
319	жанр и	1	2
320	но не	9	2
321	тем что	4	2
322	будем называть	1	2
323	из всего	1	2
324	или хотя	1	2
325	слово в	1	2
326	я и	1	2
327	говорить в	1	2
328	в жизни	6	2
329	либо в	1	2
330	в связи	13	2
331	ясно что	2	2
332	как не	1	2
333	эти три	1	2
334	что он	2	2
335	в точках	3	2
336	случаях когда	1	2
337	же самой	1	2
338	или даже	1	2
339	в своей	2	2
340	человеком в	1	2
341	в мире	4	2
342	бы нам	1	2
343	в этих	6	2
344	это же	1	2
345	на одном	1	2
346	и сам	2	2
347	не будь	1	2
348	себя дома	1	2
349	связанные с	5	2
350	миру и	2	2
351	на минуту	2	2
352	и жизнь	1	2
353	в действительной	2	2
354	больше и	2	2
355	обращения к	1	2
356	по своей	1	2
357	войти в	1	2
358	его понимание	1	2
359	связанный с	1	2
360	говорить и	1	2
361	себе и	4	2
362	в каком	2	2
363	тому же	2	2
364	должен быть	2	2
365	но мы	1	2
366	это само	1	2
367	на первый	2	2
368	сих пор	4	2
369	и вообще	3	2
370	в дальнейшем	10	2
371	с этим	11	2
372	нет ничего	4	2
373	такие слова	2	2
374	форме и	2	2
375	к этому	5	2
376	бы не	1	2
377	еще и	3	2
378	человека в	22	2
379	вошел в	1	2
380	которого и	1	2
381	бы и	1	2
382	между собой	5	2
383	вопрос о	2	2
384	себе все	1	2
385	со всех	2	2
386	мы говорили	3	2
387	той реальной	1	2
388	разных местах	1	2
389	в значительной	3	2
390	из этих	5	2
391	ни один	2	2
392	и ни	1	2
393	также и	6	2
394	и тогда	1	2
395	он не	6	2
396	значение и	7	2
397	этот процесс	5	2
398	бытия в	1	2
399	в так	1	2
400	в него	2	2
401	между двумя	6	2
402	и больше	1	2
403	за ними	3	2
404	для всякого	1	2
405	тем и	1	2
406	по отношению	3	2
407	как уже	3	2
408	времени и	10	2
409	в пределах	8	2
410	значительной степени	1	2
411	и те	4	2
412	останавливаться на	1	2
413	этот вопрос	1	2
414	не должно	1	2
415	человека с	1	2
416	ту же	4	2
417	человека и	15	2
418	самое время	3	2
419	при всем	1	2
420	себе в	1	2
421	должны были	1	2
422	которых оно	1	2
423	ничего что	1	2
424	и несколько	2	2
425	посредством жестов	1	2
426	встречи и	1	2
427	тот или	1	2
428	про себя	1	2
429	отношение к	5	2
430	все больше	1	2
431	в беседе	1	2
432	друг другу	4	2
433	тех случаях	1	2
434	которые в	2	2
435	вовсе не	20	2
436	одной из	3	2
437	тот же	4	2
438	до конца	5	2
439	на отдельные	1	2
440	лишь путем	1	2
441	роль играет	1	2
442	место в	4	2
443	забывать что	1	2
444	есть не	4	2
445	в точном	3	2
446	и определяется	2	2
447	отношению к	5	2
448	природы и	2	2
449	здесь не	5	2
450	однако в	1	2
451	человек не	1	2
452	в которых	4	2
453	ведь и	1	2
454	важную роль	1	2
455	друг друга	3	2
456	и нет	2	2
457	таким же	1	2
458	к полному	1	2
459	и разными	1	2
460	в какой-то	4	2
461	целого произведения	1	2
462	действительной жизни	1	2
463	гораздо более	1	2
464	и том	2	2
465	отдельные элементы	1	1
466	уже с	1	1
467	и физиологической	1	1
468	мы наблюдаем	2	1
469	в особенности	15	1
470	всего того	3	1
471	что в	9	1
472	мира как	1	1
473	лишь там	1	1
474	ближе к	1	1
475	это на	1	1
476	и которое	1	1
477	и каким	1	1
478	объединения в	1	1
479	было так	1	1
480	создать новые	1	1
481	то в	2	1
482	не происходит	1	1
483	и весь	2	1
484	именно к	1	1
485	вместе со	1	1
486	и другие	6	1
487	одних и	2	1
488	которую они	1	1
489	связи и	1	1
490	все что	2	1
491	форм и	1	1
492	и правильно	1	1
493	еще тесно	1	1
494	условно назвать	1	1
495	только чтобы	1	1
496	и самое	5	1
497	значение например	1	1
498	они сами	2	1
499	до сих	4	1
500	все его	7	1
501	в нем?	1	1
502	само слово	1	1
503	имеют место	1	1
504	в прямом	1	1
505	ему в	3	1
506	не противоречит	1	1
507	ведь для	1	1
508	на протяжении	3	1
509	возможно лишь	1	1
510	же и	2	1
511	и официальной	1	1
512	хлеб и	1	1
513	человек был	4	1
514	себя только	1	1
515	здесь нет	3	1
516	в самый	1	1
517	чужой и	1	1
518	если в	1	1
519	в романе	40	1
520	или только	1	1
521	было возможно	1	1
522	уясняются и	1	1
523	внешнего выражения	1	1
524	время и	4	1
525	в основном	12	1
526	что человек	1	1
527	его с	2	1
528	до него	1	1
529	которых мы	1	1
530	в произведении	1	1
531	тогда когда	2	1
532	в состоянии	1	1
533	связан с	2	1
534	всей жизни	2	1
535	в социальном	1	1
536	бросается в	1	1
537	лишь только	1	1
538	дело с	1	1
539	одна и	2	1
540	человеческого общения	1	1
541	увидим дальше	1	1
542	смысл который	1	1
543	здесь является	2	1
544	и дает	3	1
545	была бы	2	1
546	связанных между	1	1
547	на те	1	1
548	события его	1	1
549	из всех	1	1
550	одинокого человека	3	1
551	формы в	1	1
552	говорили в	1	1
553	всякого рода	3	1
554	вещи и	3	1
555	уже знаем	1	1
556	бы на	1	1
557	на одно	1	1
558	них были	1	1
559	этот момент	2	1
560	это уже	1	1
561	тем как	1	1
562	ни единого	1	1
563	с точкой	1	1
564	ее можно	1	1
565	как говорит	1	1
566	роман и	1	1
567	с некоторым	1	1
568	как раз	13	1
569	души и	1	1
570	что идеология	1	1
571	от всего	1	1
572	такое же	1	1
573	в литературе	17	1
574	проявлений и	1	1
575	могла бы	1	1
576	жизни эти	1	1
577	до наших	2	1
578	этот мир	2	1
579	не как	2	1
580	с более	1	1
581	ее в	2	1
582	а затем	3	1
583	нами здесь	1	1
584	о которой	1	1
585	его но	4	1
586	не являются	3	1
587	остановиться на	1	1
588	это будет	1	1
589	громадную роль	2	1
590	для своего	2	1
591	с нашей	3	1
592	одно из	3	1
593	тот момент	1	1
594	бытие и	1	1
595	чем больше	1	1
596	ни в	9	1
597	и делает	1	1
598	в результате	6	1
599	с исторической	1	1
600	борьбы с	1	1
601	другой стороны	1	1
602	между этими	4	1
603	превратиться в	1	1
604	по ту	2	1
605	нет никакого	1	1
606	на внешнее	1	1
607	этими двумя	3	1
608	в движение	3	1
609	весь мир	3	1
610	вот здесь-то	1	1
611	себе не	1	1
612	как можно	3	1
613	у него	8	1
614	движение и	1	1
615	не могут	4	1
616	все равно	1	1
617	в более	2	1
618	не путем	1	1
619	и смысл	2	1
620	в виде	1	1
621	и строго	1	1
622	к самой	1	1
623	однако не	2	1
624	непосредственно в	1	1
625	указывали что	1	1
626	и самая	2	1
627	порядок и	1	1
628	всякой связи	1	1
629	похож на	3	1
630	в таких	2	1
631	как они	1	1
632	этих мотивов	2	1
633	этим путем	1	1
634	остается тем	1	1
635	является и	1	1
636	особый тип	1	1
637	единого слова	1	1
638	новый смысл	1	1
639	в сущности	5	1
640	или не	2	1
641	не о	2	1
642	относится и	1	1
643	и различные	1	1
644	наших дней	1	1
645	криками и	1	1
646	на несколько	1	1
647	сказал что	1	1
648	в организации	1	1
649	так называемый	2	1
650	и носят	1	1
651	чтобы вернуться	1	1
652	одним из	1	1
653	теперь мы	1	1
654	романа а	1	1
655	пространство и	1	1
656	эта схема	1	1
657	же как	2	1
658	выражает и	1	1
659	по существу	17	1
660	на себя	2	1
661	дальнейшем мы	1	1
662	где они	1	1
663	жизни его	1	1
664	тела и	4	1
665	данного человека	1	1
666	уже совершенно	1	1
667	слагается из	2	1
668	форме диалога	1	1
669	именно в	5	1
670	или на	1	1
671	добродетели и	2	1
672	здесь даже	1	1
673	на месте	1	1
674	уже говорили	6	1
675	и хорошо	1	1
676	и действительно	1	1
677	человека при	1	1
678	значение лишь	1	1
679	мы это	2	1
680	он у	2	1
681	в таком	4	1
682	вообще не	4	1
683	или иная	1	1
684	данного лица	1	1
685	например в	7	1
686	так много	1	1
687	в числе	1	1
688	особым и	1	1
689	места и	1	1
690	с их	2	1
691	наблюдаем в	1	1
692	с которой	2	1
693	характер и	8	1
694	отдельного человека	1	1
695	я не	1	1
696	и последующих	1	1
697	без него	1	1
698	движется в	1	1
699	лишь с	1	1
700	в последнем	3	1
701	жанра в	1	1
702	с ними	1	1
703	эта форма	2	1
704	речи преимущественно	1	1
705	людей поэтому	1	1
706	есть в	3	1
707	большинстве случаев	2	1
708	они были	4	1
709	даже просто	1	1
710	является не	2	1
711	одном из	1	1
712	в одно	3	1
713	жизни ее	1	1
714	человека на	1	1
715	другом месте	2	1
716	всю эту	2	1
717	идеологии и	1	1
718	создает и	1	1
719	он произносит	1	1
720	они как	2	1
721	и характер	3	1
722	мира и	6	1
723	следовательно и	3	1
724	отчасти и	4	1
725	только ее	1	1
726	последнем счете	3	1
727	по себе	3	1
728	всего к	1	1
729	от этого	4	1
730	вся внутренняя	1	1
731	всего бросается	1	1
732	может не	1	1
733	со своей	3	1
734	его жизни	11	1
735	от всех	2	1
736	на самой	1	1
737	служит для	1	1
738	в новом	1	1
739	в иной	1	1
740	и художественного	3	1
741	не подлежат	1	1
742	строении и	1	1
743	и оно	1	1
744	в себя	3	1
745	лежит в	2	1
746	но уже	1	1
747	в каждой	1	1
748	на каждом	1	1
749	из одного	1	1
750	в чем	3	1
751	и литературного	1	1
752	его части	1	1
753	нет в	2	1
754	судьбу человеческой	1	1
755	бы совершенно	2	1
756	путь к	1	1
757	в дальнейшей	1	1
758	их нельзя	1	1
759	и вино	1	1
760	все ее	3	1
761	широком смысле	3	1
762	ему как	1	1
763	могло бы	1	1
764	процесс не	1	1
765	в одной	2	1
766	тем более	4	1
767	к выражению	1	1
768	руки и	1	1
769	которые были	1	1
770	дома и	1	1
771	зрения не	3	1
772	голода как	1	1
773	я был	3	1
774	еще один	1	1
775	но оно	2	1
776	скрытой форме	1	1
777	все они	4	1
778	на площади	4	1
779	и резко	1	1
780	в большинстве	3	1
781	перестает быть	1	1
782	и того	7	1
783	нам не	1	1
784	здесь как	3	1
785	понятно что	4	1
786	это и	1	1
787	себя маску	1	1
788	и та	2	1
789	мы относим	1	1
790	наконец и	4	1
791	может иметь	1	1
792	и внутреннее	3	1
793	на природу	1	1
794	одна из	3	1
795	для его	1	1
796	цели не	1	1
797	того в	2	1
798	для создания	1	1
799	значение эти	1	1
800	в скрытой	1	1
801	где бы	1	1
802	и такие	1	1
803	что этот	1	1
804	сливается с	1	1
805	на этом	2	1
806	которую мы	1	1
807	роли которую	1	1
808	совершенно иной	3	1
809	тех же	2	1
810	причем они	1	1
811	которой он	3	1
812	не имеют	4	1
813	раз и	3	1
814	к типу	1	1
815	цели и	1	1
816	человеческая речь	1	1
817	жизни что	1	1
818	видели в	1	1
819	это как	1	1
820	которой и	2	1
821	каждой отдельной	1	1
822	в обычных	1	1
823	указать на	2	1
824	друга но	1	1
825	внутренняя жизнь	2	1
826	она не	2	1
827	каким бы	1	1
828	хоть сколько-нибудь	1	1
829	в течение	2	1
830	представления о	1	1
831	другой тип	1	1
832	вполне понятно	4	1
833	нет но	3	1
834	здесь только	2	1
835	в другом	2	1
836	и тех	2	1
837	в каких	1	1
838	и неизбежно	1	1
839	этим определяется	2	1
840	воспринимаются как	1	1
841	сравнению с	3	1
842	явлений нет	1	1
843	и продукт	1	1
844	так что	4	1
845	дело не	1	1
846	с нашим	1	1
847	во время	7	1
848	к своей	2	1
849	можно условно	1	1
850	характер в	2	1
851	как вещь	1	1
852	действующих лиц	1	1
853	из которой	1	1
854	нашем случае	1	1
855	когда он	1	1
856	в те	1	1
857	были связаны	1	1
858	только один	2	1
859	смысле слова	4	1
860	особое место	2	1
861	всего на	1	1
862	и лишь	1	1
863	не связанных	1	1
864	дальнейшей истории	1	1
865	но зато	1	1
866	бы например	1	1
867	значение для	3	1
868	должны быть	2	1
869	но они	3	1
870	часть его	1	1
871	в человеческом	2	1
872	с этой	3	1
873	говорить о	1	1
874	путь развития	1	1
875	и разных	1	1
876	в первых	1	1
877	этого как	1	1
878	точками зрения	1	1
879	и что	1	1
880	как он	4	1
881	самый момент	2	1
882	для человека	1	1
883	не могла	2	1
884	приходит к	1	1
885	ее но	1	1
886	за пределы	1	1
887	разные и	1	1
888	оказывается что	2	1
889	конечно в	1	1
890	почти всегда	2	1
891	и бытовое	2	1
892	его чисто	1	1
893	вопросом о	1	1
894	говоря о	1	1
895	факт что	1	1
896	и до	7	1
897	даже не	2	1
898	историческая и	1	1
899	и расположения	1	1
900	тот факт	1	1
901	вначале он	1	1
902	друга и	1	1
903	в истории	6	1
904	и порядок	1	1
905	идет об	1	1
906	но вместе	1	1
907	как по	2	1
908	при помощи	1	1
909	действительность в	1	1
910	при анализе	1	1
911	говорили что	1	1
912	страха и	1	1
913	с человеком	2	1
914	уже у	1	1
915	всем этим	4	1
916	в глаза	3	1
917	идеологически не	1	1
918	свое существование	1	1
919	с другой	4	1
920	имеем в	3	1
921	говорит о	1	1
922	и время	2	1
923	не знающий	1	1
924	может послужить	1	1
925	к ним	3	1
926	вопрос в	1	1
927	и вне	3	1
928	его художественного	1	1
929	и историческое	1	1
930	перестали быть	1	1
931	и о	1	1
932	состоит из	1	1
933	исторической действительностью	1	1
934	содержанием и	1	1
935	фразе в	1	1
936	однако эти	1	1
937	что тот	1	1
938	та или	1	1
939	его как	1	1
940	он так	2	1
941	жизни как	2	1
942	происхождения отдельных	1	1
943	наряду с	7	1
944	жизни которые	2	1
945	и во	13	1
946	смысл же	1	1
947	принадлежит к	4	1
948	особенностей и	1	1
949	и оценки	1	1
950	но нет	1	1
951	значение имеет	2	1
952	он ни	2	1
953	этот своеобразный	1	1
954	по сравнению	3	1
955	это мы	1	1
956	не можем	1	1
957	благодаря этому	1	1
958	произведения и	1	1
959	не совсем	1	1
960	в основу	3	1
961	в христианском	1	1
962	и выражений	1	1
963	в высшей	1	1
964	за пределами	2	1
965	в своем	8	1
966	и языковых	1	1
967	процессы в	1	1
968	нашей точки	3	1
969	не значит	1	1
970	на один	2	1
971	лучше всего	2	1
972	вне этого	1	1
973	человека мы	2	1
974	и есть	3	1
975	события которое	1	1
976	входят в	2	1
977	как благодаря	1	1
978	во всей	3	1
979	так название	1	1
980	вопросы эти	3	1
981	образом в	1	1
982	и явлений	6	1
983	вне всякой	1	1
984	в общем	1	1
985	он может	1	1
986	в форму	1	1
987	как часто	1	1
988	их вообще	1	1
989	кем и	1	1
990	но благодаря	1	1
991	этой жизни	2	1
992	и проч	5	1
993	же в	6	1
994	на то	1	1
995	явлений или	1	1
996	даже его	1	1
997	нам путь	1	1
998	человека для	1	1
999	и по	5	1
1000	ведь эти	1	1
1001	культуры и	1	1
1002	жизни события	1	1
1003	развитие и	1	1
1004	там где	4	1
1005	в эти	1	1
1006	в эпохи	1	1
1007	есть к	1	1
1008	здесь в	6	1
1009	является только	1	1
1010	еще в	1	1
1011	речи в	2	1
1012	здесь же	2	1
1013	эти новые	1	1
1014	со своими	1	1
1015	это произведение	1	1
1016	и после	1	1
1017	лишь то	1	1
1018	и соответствующие	1	1
1019	всех этих	9	1
1020	того же	9	1
1021	этим силам	1	1
1022	должны будем	1	1
1023	чтобы не	1	1
1024	где все	1	1
1025	в самой	3	1
1026	не был	2	1
1027	себе этот	1	1
1028	вне его	2	1
1029	нее и	1	1
1030	и искусства	1	1
1031	следует за	1	1
1032	и нельзя	1	1
1033	одного и	6	1
1034	общественная жизнь	1	1
1035	конечно с	1	1
1036	иное значение	1	1
1037	жизни с	2	1
1038	в заключение	1	1
1039	каким должен	1	1
1040	поколения людей	1	1
1041	виду что	2	1
1042	к более	1	1
1043	человека но	1	1
1044	и сами	1	1
1045	высшей степени	1	1
