N	2gram	Tiupa_Teor	slovoVRo
160	того же	4	7
161	по преимуществу	5	7
162	мышления и	3	7
163	у него	2	7
164	не было	1	7
165	связи с	3	7
166	слова могут	1	7
167	в таком	3	7
168	также и	1	7
169	ту же	1	7
170	за пределы	2	7
171	с которым	1	7
172	жизни и	1	7
173	в целом	4	7
174	что в	10	6
175	и здесь	2	6
176	дело с	1	6
177	даже в	3	6
178	в одном	3	6
179	ни в	5	6
180	другой стороны	6	6
181	по себе	2	6
182	именно в	3	6
183	чужому слову	1	6
184	одновременно и	1	6
185	роль в	3	6
186	себя и	2	6
187	можно сказать	5	6
188	по своим	1	6
189	в свою	4	6
190	наконец в	1	6
191	говорить о	4	6
192	в контексте	3	6
193	как к	5	6
194	в качестве	33	6
195	xix века	2	6
196	а также	7	6
197	становления и	1	6
198	человек в	1	6
199	мира и	4	6
200	единство и	1	6
201	на этом	2	6
202	между тем	5	6
203	стороны и	1	6
204	в новое	1	6
205	к языку	1	6
206	двуголосого слова	1	6
207	он в	1	6
208	которые в	1	6
209	не как	1	5
210	а затем	2	5
211	в результате	1	5
212	к его	3	5
213	они не	1	5
214	по отношению	10	5
215	вместе с	2	5
216	художественной прозы	1	5
217	не менее	6	5
218	о том	2	5
219	не является	5	5
220	в данном	9	5
221	и более	1	5
222	для того	5	5
223	с помощью	1	5
224	только на	2	5
225	прозы в	1	5
226	языка не	1	5
227	той же	1	5
228	отношению к	10	5
229	со словом	1	5
230	но он	4	5
231	жанра в	1	5
232	как такового	1	5
233	между этими	1	5
234	остается в	1	5
235	в поэзии	2	5
236	хотя и	4	5
237	стремится к	1	5
238	с их	2	5
239	в каждый	1	5
240	слова не	2	5
241	или даже	4	5
242	из существеннейших	1	5
243	должен быть	2	5
244	особенно в	1	5
245	в каждом	1	5
246	данный момент	2	5
247	дистанции между	1	5
248	слова с	1	5
249	не знает	4	5
250	и может	1	5
251	не с	3	5
252	системы языка	1	5
253	и сам	4	5
254	в чужом	1	5
255	характерно что	1	5
256	и по	3	5
257	особый язык	1	5
258	для этого	1	5
259	имеет дело	2	5
260	или напротив	2	5
261	по существу	1	4
262	оно и	1	4
263	в другой	1	4
264	те же	1	4
265	не столько	7	4
266	в виду	5	4
267	для всех	2	4
268	со всеми	1	4
269	если бы	3	4
270	в различные	1	4
271	отношения к	4	4
272	и другим	1	4
273	что он	4	4
274	от его	1	4
275	эта внутренняя	1	4
276	так же	2	4
277	которая не	1	4
278	на первый	1	4
279	к тому	4	4
280	зрения и	2	4
281	художественный образ	1	4
282	развернута в	1	4
283	дело не	2	4
284	того чтобы	5	4
285	лежат в	1	4
286	в другом	4	4
287	этим определяется	1	4
288	самого автора	1	4
289	и слово	1	4
290	с этой	3	4
291	в различных	1	4
292	в эпосе	1	4
293	ни были	1	4
294	в чем	2	4
295	свою очередь	3	4
296	и формы	1	4
297	в известной	1	4
298	новое время	1	4
299	с этими	1	4
300	однако в	7	4
301	к предмету	1	4
302	в системе	2	4
303	его как	1	4
304	из них	1	4
305	того что	5	4
306	он должен	3	4
307	истории литературы	2	4
308	от автора	1	4
309	вокруг него	2	4
310	значение в	1	4
311	одной из	2	4
312	том же	1	4
313	момент его	1	4
314	о себе	2	4
315	как раз	3	4
316	в литературе	4	4
317	что и	2	4
318	а на	3	4
319	в которой	3	4
320	здесь как	1	4
321	и как	3	4
322	же как	1	4
323	так в	4	4
324	только и	2	4
325	в условиях	1	4
326	в себя	5	4
327	может иметь	1	4
328	но как	2	4
329	разрыв между	1	4
330	с языком	3	4
331	в частности	23	4
332	одним словом	1	4
333	одно и	2	4
334	говорящего и	1	4
335	и роман	1	4
336	других языков	1	4
337	при всем	2	4
338	и о	5	4
339	в понимании	1	4
340	всех сторон	1	4
341	в лучшем	1	4
342	речи и	4	4
343	не всегда	2	4
344	из этого	1	4
345	бы ни	1	4
346	лучшем случае	1	4
347	и ее	4	4
348	есть как	2	4
349	почву для	1	3
350	однако и	1	3
351	и другие	2	3
352	все что	1	3
353	первой и	1	3
354	в состав	6	3
355	автором и	2	3
356	его с	1	3
357	ним и	1	3
358	социальных диалектов	1	3
359	говорит и	3	3
360	не требует	1	3
361	в форме	4	3
362	и то	3	3
363	речи как	1	3
364	в связи	3	3
365	или к	1	3
366	в более	1	3
367	языка этот	1	3
368	в первом	2	3
369	тем что	1	3
370	в составе	1	3
371	этого типа	1	3
372	в собственном	1	3
373	в одно	2	3
374	жизни в	2	3
375	языка на	2	3
376	предмета и	1	3
377	как более	1	3
378	и внутренней	1	3
379	композиционно и	1	3
380	от этого	1	3
381	в диалоге	2	3
382	отличается от	2	3
383	лишь одним	1	3
384	со всех	1	3
385	было бы	1	3
386	высказывания и	2	3
387	связана с	1	3
388	как это	10	3
389	не должно	1	3
390	сознания в	2	3
391	этот язык	1	3
392	не могло	2	3
393	или иных	3	3
394	на которые	1	3
395	в этой	3	3
396	целый ряд	1	3
397	и до	1	3
398	и те	1	3
399	композиционная форма	2	3
400	и исторически	1	3
401	если мы	2	3
402	входят в	1	3
403	в сознании	1	3
404	но эта	1	3
405	этого слова	4	3
406	до известной	2	3
407	внутренней речи	13	3
408	на котором	2	3
409	еще на	1	3
410	которого он	1	3
411	именно к	1	3
412	в свое	1	3
413	за пределами	5	3
414	произведения как	1	3
415	должно быть	1	3
416	время и	1	3
417	такого рода	13	3
418	у каждого	1	3
419	материала и	1	3
420	жизни поэтому	1	3
421	не предполагает	5	3
422	по ту	1	3
423	не была	1	3
424	в широком	1	3
425	евгении онегине	1	3
426	и где	1	3
427	дело в	2	3
428	xviii века	1	3
429	сама по	2	3
430	тому что	2	3
431	с одним	1	3
432	в евгении	1	3
433	и без	1	3
434	данного произведения	1	3
435	не есть	1	3
436	зрения не	1	3
437	того и	1	3
438	осуществляет себя	1	3
439	если она	1	3
440	между собой	3	3
441	это было	2	3
442	и это	2	3
443	не все	3	3
444	основе его	1	3
445	стиля в	1	3
446	новый модус	1	3
447	личности и	4	3
448	на всех	1	3
449	может и	2	3
450	в такой	1	3
451	две реплики	1	3
452	потому что	3	3
453	и тем	5	3
454	во второй	7	3
455	из этих	3	3
456	но она	2	3
457	тем и	1	3
458	в иных	1	3
459	ту сторону	1	3
460	подход к	1	3
461	данном случае	5	3
462	включает в	2	3
463	тех или	3	3
464	нуждается в	1	3
465	степени и	1	3
466	или иного	6	3
467	того или	6	3
468	с которыми	1	2
469	к такому	1	2
470	оно стремится	1	2
471	вступить в	1	2
472	можно говорить	1	2
473	за ним	1	2
474	в самостоятельный	1	2
475	и свою	1	2
476	которая в	2	2
477	и вся	1	2
478	есть от	1	2
479	перестают быть	1	2
480	без исключения	4	2
481	есть для	1	2
482	к действительности	3	2
483	уходит своими	1	2
484	жанры в	1	2
485	тем как	1	2
486	в последние	1	2
487	одному из	1	2
488	требует от	1	2
489	используются в	1	2
490	до последнего	1	2
491	том и	1	2
492	на которую	1	2
493	в плоскости	1	2
494	между автором	2	2
495	особого рода	7	2
496	этой точки	2	2
497	высказывания в	5	2
498	все то	1	2
499	и одновременно	5	2
500	с такими	1	2
501	с ней	1	2
502	не обязательно	3	2
503	жизнь в	1	2
504	ситуаций или	1	2
505	произведения в	1	2
506	в особый	1	2
507	заключается в	2	2
508	на территории	1	2
509	но по	1	2
510	то время	1	2
511	включен в	1	2
512	героев и	1	2
513	в жизни	3	2
514	а именно	3	2
515	глазами другого	1	2
516	они ни	1	2
517	на себе	1	2
518	приводит к	6	2
519	да и	1	2
520	из которого	3	2
521	в известном	2	2
522	на каждом	1	2
523	этического и	1	2
524	всем его	1	2
525	по своему	4	2
526	и общества	1	2
527	языка мы	1	2
528	но их	3	2
529	это и	2	2
530	ни к	3	2
531	в драме	1	2
532	для автора	2	2
533	то что	6	2
534	в котором	1	2
535	на языке	3	2
536	то и	1	2
537	но во	2	2
538	в двух	1	2
539	такого языка	1	2
540	из его	1	2
541	существенное значение	1	2
542	время в	1	2
543	и т.п	7	2
544	значение для	1	2
545	вступает в	2	2
546	случае не	2	2
547	а между	1	2
548	в сочетании	2	2
549	совершенно не	1	2
550	при анализе	1	2
551	автора с	1	2
552	несмотря на	2	2
553	автора в	1	2
554	в прошлом	1	2
555	принадлежащих к	1	2
556	к ним	1	2
557	и речевой	1	2
558	своими корнями	1	2
559	в сфере	1	2
560	она может	1	2
561	мир глазами	1	2
562	и оценки	1	2
563	смысле не	1	2
564	в нашем	4	2
565	корнями в	2	2
566	это отношение	3	2
567	что все	1	2
568	во всей	3	2
569	момент в	1	2
570	речь о	1	2
571	проникновение в	1	2
572	в мировой	2	2
573	не просто	2	2
574	то или	1	2
575	чем это	2	2
576	в ее	6	2
577	и становится	1	2
578	характерные для	1	2
579	на них	1	2
580	своего развития	1	2
581	и возможности	1	2
582	жизни но	2	2
583	известном смысле	2	2
584	ближе к	1	2
585	не знают	1	2
586	к особенностям	1	2
587	глядя на	1	2
588	языки но	1	2
589	одного из	1	2
590	и такой	1	2
591	только не	3	2
592	проникает в	1	2
593	этого абзаца	1	2
594	к различным	1	2
595	речь в	1	2
596	мы видим	1	2
597	с человеком	2	2
598	процесс их	1	2
599	себе самому	1	2
600	художественно не	1	2
601	и автором	1	2
602	с материалом	1	2
603	но прежде	1	2
604	на язык	1	2
605	языков или	1	2
606	в единое	3	2
607	слова эта	1	2
608	в художественной	3	2
609	оценки и	1	2
610	от жанра	1	2
611	на роль	1	2
612	ни было	2	2
613	подчеркнуть что	1	2
614	материал из	1	2
615	тем не	3	2
616	как у	1	2
617	есть в	3	2
618	в герое	1	2
619	из своих	1	2
620	что для	1	2
621	у нас	2	2
622	иметь место	1	2
623	и есть	1	2
624	и другими	1	2
625	поэтому оно	1	2
626	в таких	1	2
627	от всех	2	2
628	не для	1	2
629	или иначе	6	2
630	этим и	1	2
631	что она	2	2
632	что не	1	2
633	внешних и	1	2
634	это возможно	1	2
635	и непосредственное	1	2
636	высказывания как	2	2
637	как рассказчик	1	2
638	в равной	3	2
639	не остается	1	2
640	в какой	2	2
641	между ними	6	2
642	то в	2	2
643	язык поэзии	1	2
644	и само	1	2
645	в области	7	2
646	при таком	1	2
647	и со	1	2
648	остановимся на	1	2
649	именно эта	1	2
650	вокруг себя	1	2
651	в сторону	3	2
652	об этом	2	2
653	за его	1	2
654	что они	2	2
655	ему не	1	2
656	к одному	2	2
657	могли бы	2	2
658	высказывания не	2	2
659	а с	3	2
660	как ни	1	2
661	вырождается в	1	2
662	материалом и	1	2
663	в своих	1	2
664	до нас	1	2
665	очень часто	1	2
666	могут служить	2	2
667	как уже	2	2
668	слова так	1	2
669	не один	1	2
670	так что	1	2
671	из древнейших	1	2
672	действующих лиц	1	2
673	бы они	1	2
674	и существенно	2	2
675	и что	4	2
676	нового времени	3	2
677	не могла	1	2
678	можно было	1	2
679	иметь в	1	2
680	или его	1	2
681	и жизни	1	2
682	косвенной речи	1	2
683	в историческом	1	2
684	по своей	8	2
685	этих случаях	1	2
686	это может	2	2
687	или иное	1	2
688	могло быть	2	2
689	только о	2	2
690	тот или	3	2
691	первом случае	1	2
692	и особенно	2	2
693	культуры и	1	2
694	друг другу	1	2
695	не входят	1	2
696	ответственность за	1	2
697	сказать в	1	2
698	произведения не	1	2
699	материала в	2	2
700	человека как	1	2
701	место в	7	2
702	столь же	3	2
703	и определяется	1	2
704	же в	1	2
705	бы быть	1	2
706	героя но	1	2
707	на то	1	2
708	мира в	3	2
709	и только	1	2
710	просто не	1	2
711	этому сознанию	1	2
712	независимо от	1	2
713	чаще всего	1	2
714	слова своего	1	2
715	рассказчика не	1	2
716	есть не	1	2
717	и иные	1	2
718	однако на	1	2
719	к автору	1	2
720	с которой	1	1
721	ведет к	2	1
722	является в	1	1
723	во втором	3	1
724	однако с	2	1
725	в душе	9	1
726	путем его	1	1
727	жизнь глазами	1	1
728	в тени	1	1
729	случае в	1	1
730	в высказывании	1	1
731	тургенева в	1	1
732	с иными	2	1
733	многообразие этих	1	1
734	мир как	1	1
735	таковы например	2	1
736	представить себе	1	1
737	в конце	2	1
738	легко могут	1	1
739	не оспаривает	1	1
740	слишком сильно	1	1
741	произведения для	1	1
742	бы то	2	1
743	текст в	4	1
744	если в	2	1
745	рассказ о	2	1
746	исходя из	1	1
747	если он	1	1
748	совершенно иными	1	1
749	через посредство	1	1
750	художественное сознание	1	1
751	своего собственного	1	1
752	образа в	1	1
753	как один	1	1
754	для себя	3	1
755	утратит свою	1	1
756	образа и	1	1
757	и дает	1	1
758	его за	1	1
759	человека внутренняя	1	1
760	которые лежат	1	1
761	стилей социальных	1	1
762	о чем	3	1
763	никак не	1	1
764	ирония в	1	1
765	какой бы	1	1
766	говорит о	1	1
767	из которых	2	1
768	если нет	1	1
769	задолго до	1	1
770	языка лишь	1	1
771	смыслу и	1	1
772	от художественного	1	1
773	одно из	1	1
774	в смешении	1	1
775	которого может	1	1
776	то с	1	1
777	героя о	1	1
778	сводится к	12	1
779	но чтобы	2	1
780	как такой	2	1
781	целом ряде	1	1
782	с собой	1	1
783	однако при	3	1
784	должен был	1	1
785	и приобретает	1	1
786	на смену	7	1
787	произведение и	1	1
788	всякое высказывание	1	1
789	и одной	2	1
790	так или	5	1
791	рассеянной чужой	1	1
792	а напротив	2	1
793	текста и	1	1
794	синтаксических конструкций	1	1
795	но только	1	1
796	мы понимаем	1	1
797	и формирующие	1	1
798	до этого	1	1
799	оказывается в	3	1
800	случаях обычно	1	1
801	литературы но	1	1
802	такими же	1	1
803	в статике	1	1
804	героя как	2	1
805	между которыми	3	1
806	языку в	1	1
807	от своего	2	1
808	о мире	1	1
809	так называемый	1	1
810	кто говорит	5	1
811	мы говорим	1	1
812	введенное в	1	1
813	и соотношений	1	1
814	людей в	1	1
815	всегда остается	1	1
816	чужих ему	1	1
817	произведений искусства	2	1
818	пусть это	1	1
819	этого в	1	1
820	обращается к	2	1
821	зрения в	1	1
822	и действительно	1	1
823	и своя	1	1
824	конечном счете	6	1
825	принадлежат к	1	1
826	но самое	1	1
827	в тень	1	1
828	языковом сознании	1	1
829	язык данного	1	1
830	его сознании	1	1
831	он стоит	1	1
832	национальные языки	1	1
833	завершенность и	1	1
834	участвующая в	1	1
835	что по	1	1
836	нам уже	1	1
837	здесь именно	1	1
838	в творческом	1	1
839	смысла к	1	1
840	слов а	1	1
841	воспринимаются как	1	1
842	в лирике	3	1
843	внешне не	1	1
844	своему смыслу	1	1
845	это требует	1	1
846	определяет его	1	1
847	бы не	1	1
848	это необходимо	1	1
849	героев в	1	1
850	не разделять	1	1
851	но у	1	1
852	оттесняет на	2	1
853	здесь выступает	1	1
854	о котором	1	1
855	характерна для	1	1
856	вследствие этого	2	1
857	автору и	1	1
858	со стороны	6	1
859	в это	1	1
860	данного литературного	1	1
861	речь идет	2	1
862	всей своей	2	1
863	к другому	2	1
864	другого чужого	1	1
865	по крайней	1	1
866	своему герою	1	1
867	дело со	1	1
868	свое время	1	1
869	особенности в	1	1
870	каждый из	1	1
871	только одно	1	1
872	а язык	1	1
873	сам же	2	1
874	одного и	4	1
875	высказывание как	1	1
876	и романного	1	1
877	типов но	1	1
878	при наличии	2	1
879	на жизненное	1	1
880	возможно в	1	1
881	в прозе	2	1
882	не существует	1	1
883	шире и	1	1
884	не умел	1	1
885	ему принадлежит	1	1
886	при условии	2	1
887	поэт в	1	1
888	в действительности	1	1
889	к изучению	1	1
890	жизни между	1	1
891	совершенно иной	2	1
892	раз и	1	1
893	несобственно-прямая речь	1	1
894	на чужое	1	1
895	задний план	1	1
896	можно лишь	1	1
897	определяющее значение	1	1
898	гуманитарных науках	1	1
899	только такие	1	1
900	эффекты могут	1	1
901	быть поэтически	1	1
902	сложности и	2	1
903	и ограничивают	1	1
904	произведения она	1	1
905	которыми он	1	1
906	установка не	1	1
907	а через	1	1
908	значений и	1	1
909	или индивидуального	1	1
910	оно служит	1	1
911	нашем случае	2	1
912	прямой речи	1	1
913	своей внутренней	2	1
914	между двумя	3	1
915	себя не	1	1
916	чего не	1	1
917	осмеяния как	1	1
918	из своего	1	1
919	проникновения в	1	1
920	может служить	2	1
921	и ему	1	1
922	также в	1	1
923	о своем	2	1
924	и наиболее	1	1
925	для данного	1	1
926	на основании	1	1
927	чисто смысловая	1	1
928	с автором	1	1
929	и соответствующих	1	1
930	числе и	2	1
931	превращается в	2	1
932	времени и	2	1
933	для своей	1	1
934	язык а	1	1
935	а только	4	1
936	познаваемого объекта	1	1
937	свою жизненную	1	1
938	в окружающей	1	1
939	от языковой	1	1
940	реальности жизни	1	1
941	историческое становление	1	1
942	жизни на	2	1
943	в чистом	1	1
944	художественного произведения	5	1
945	всего что	1	1
946	смысл на	1	1
947	имеем в	3	1
948	этого мира	1	1
949	между людьми	1	1
950	и писать	1	1
951	высказывание в	1	1
952	его внешними	1	1
953	затем в	1	1
954	индивидуальный характер	1	1
955	сын и	1	1
956	синтаксической конструкции	1	1
957	речи могут	1	1
958	ее как	1	1
959	как правило	5	1
960	становящегося человека	1	1
961	места для	2	1
962	сознания но	1	1
963	оно стало	1	1
964	именно так	1	1
965	невозможно так	1	1
966	с нею	1	1
967	речевого целого	1	1
968	едины в	1	1
969	эпических жанрах	1	1
970	в научном	1	1
971	очень существенных	1	1
972	то она	1	1
973	для которого	1	1
974	действительности и	1	1
975	исходит из	1	1
976	характерное для	1	1
977	а со	1	1
978	и достоевского	1	1
979	который в	2	1
980	и нашего	1	1
981	творческого процесса	1	1
982	к явлениям	1	1
983	нем по	1	1
984	и внутренняя	1	1
985	тем это	1	1
986	но если	1	1
987	из участников	1	1
988	в противном	2	1
989	не два	1	1
990	по нем	1	1
991	смехом как	1	1
992	внутренний голос	2	1
993	что даже	1	1
994	русском языке	1	1
995	о художественном	1	1
996	в стилистическом	2	1
997	слова ни	1	1
998	в самой	2	1
999	предстает как	1	1
1000	пришлось бы	1	1
1001	крайней мере	1	1
1002	это точка	1	1
1003	и служит	1	1
1004	тот же	1	1
1005	мог бы	3	1
1006	к окружающему	1	1
1007	ним всегда	1	1
1008	его можно	1	1
1009	речи а	2	1
1010	ориентация на	1	1
1011	но два	1	1
1012	или иным	4	1
1013	как основной	1	1
1014	необходимый фон	1	1
1015	внутренней жизни	1	1
1016	контексте целого	1	1
1017	этих моментов	1	1
1018	к общему	1	1
1019	между всеми	1	1
1020	не принадлежат	2	1
1021	интересом к	1	1
1022	но на	2	1
1023	менее чем	2	1
1024	есть процесс	1	1
1025	том числе	3	1
1026	нами не	1	1
1027	не поддается	1	1
1028	рода и	2	1
1029	в систему	1	1
1030	так слово	1	1
1031	для восприятия	1	1
1032	различие между	1	1
1033	первых двух	1	1
1034	высказывания с	1	1
1035	так называемые	1	1
1036	делает их	1	1
1037	глубокий и	1	1
1038	зависит от	1	1
1039	в последней	2	1
1040	который может	1	1
1041	ее судьбы	1	1
1042	собой в	1	1
1043	и вот	3	1
1044	два полюса	1	1
1045	иных случаях	1	1
1046	сознание в	1	1
1047	данного высказывания	1	1
1048	в состоянии	1	1
1049	границ и	1	1
1050	связи между	1	1
1051	для индивидуального	1	1
1052	биография и	1	1
1053	мы имеем	7	1
1054	идет о	2	1
1055	говорящий здесь	1	1
1056	ивана карамазова	1	1
1057	ними и	2	1
1058	переход к	1	1
1059	он и	2	1
1060	себя самого	1	1
1061	предмет речи	1	1
1062	души и	1	1
1063	в формах	2	1
1064	характерных для	1	1
1065	приводят к	1	1
1066	xix веке	1	1
1067	форму в	1	1
1068	чем у	1	1
1069	способность к	2	1
1070	с системой	1	1
1071	и через	1	1
1072	и строго	1	1
1073	авторский кругозор	1	1
1074	фамильярный контакт	1	1
1075	или иную	2	1
1076	к определенному	1	1
1077	сознания и	1	1
1078	новых образов	1	1
1079	его сознание	1	1
1080	в новелле	1	1
1081	ясность и	1	1
1082	не от	2	1
1083	сколько бы	1	1
1084	наше внимание	1	1
1085	в русском	1	1
1086	и политического	2	1
1087	такой жанр	1	1
1088	языка происходит	1	1
1089	и властно	1	1
1090	возможность иного	2	1
1091	в конечном	6	1
1092	но с	1	1
1093	даже вовсе	1	1
1094	ко второму	1	1
1095	и притом	3	1
1096	эстетический объект	4	1
1097	у автора	1	1
1098	века и	1	1
1099	бы для	1	1
1100	говорим о	1	1
1101	и некоторые	2	1
1102	быть развернута	1	1
1103	без остатка	3	1
1104	кричит и	1	1
1105	перед необходимостью	1	1
1106	что его	1	1
1107	и позволяет	3	1
1108	к миру	1	1
1109	виду не	3	1
1110	высказывания но	1	1
1111	которое в	1	1
1112	места в	1	1
1113	весь его	1	1
1114	конвенциональности и	1	1
1115	как впрочем	1	1
1116	иных языковых	1	1
1117	жанрах а	1	1
1118	этом что	2	1
1119	это художественно	1	1
1120	из уст	1	1
1121	в эстетический	3	1
1122	становления мира	1	1
1123	чтобы быть	1	1
1124	мнения о	1	1
1125	не бывает	1	1
1126	как игра	1	1
1127	и сентиментальной	1	1
1128	от внешней	1	1
1129	с той	1	1
1130	с жизнью	1	1
1131	или же	1	1
1132	долгое время	1	1
1133	к самому	1	1
1134	подобно тому	3	1
1135	и прежде	2	1
1136	и того	4	1
1137	и произведения	1	1
1138	всем своем	1	1
1139	говорят о	1	1
1140	между прочим	1	1
1141	в мире	26	1
1142	для взаимодействия	1	1
1143	разделять с	1	1
1144	жизнью в	1	1
1145	противном случае	2	1
1146	классическом романе	1	1
1147	как ее	1	1
1148	в еще	1	1
1149	и глубже	1	1
1150	его жизни	1	1
1151	его текст	3	1
1152	и художественного	1	1
1153	границ между	2	1
1154	или их	1	1
1155	этом как	1	1
1156	даже его	1	1
1157	себе и	1	1
1158	ибо и	1	1
1159	и развития	1	1
1160	раз в	1	1
1161	целого и	1	1
1162	патетике и	1	1
1163	и синтаксические	1	1
1164	наивной и	1	1
1165	связаны с	1	1
1166	мы к	1	1
1167	бы в	1	1
1168	войны и	1	1
1169	словом или	1	1
1170	впечатление от	1	1
1171	но этим	1	1
1172	мастерства в	1	1
1173	претендуют на	1	1
1174	нее нет	1	1
1175	себе самом	1	1
1176	и литературные	1	1
1177	том случае	1	1
1178	образцов и	1	1
1179	что такое	2	1
1180	их не	1	1
1181	жизнь и	1	1
1182	освобождения от	1	1
1183	и мира	2	1
1184	таких случаях	2	1
1185	тем более	2	1
1186	оно в	1	1
1187	он ни	1	1
1188	на задний	1	1
1189	границы то	1	1
1190	проза может	1	1
1191	поэт не	1	1
1192	композиционные формы	1	1
1193	случае если	1	1
1194	и создается	1	1
1195	предметно-смысловая и	1	1
1196	литературу с	1	1
1197	не выделено	1	1
1198	в отдельных	1	1
1199	ее содержание	1	1
1200	литературным жанрам	1	1
1201	другом и	1	1
1202	соответствующего жанра	1	1
1203	именно потому	1	1
1204	художника в	1	1
1205	не дает	1	1
1206	с легкой	2	1
1207	которой сводится	1	1
1208	совсем не	1	1
1209	тому как	3	1
1210	от содержания	1	1
1211	но всегда	1	1
1212	с некоторыми	1	1
1213	передаваемого текста	1	1
1214	стоит и	1	1
1215	оно становится	1	1
1216	в рассказе	2	1
1217	процесс формирования	1	1
1218	не входит	2	1
1219	в искусстве	9	1
1220	на свой	1	1
1221	полноты и	1	1
1222	высказывания а	1	1
1223	его исторического	1	1
1224	сознание не	1	1
1225	другим и	1	1
1226	являются такими	1	1
1227	и внутреннюю	1	1
1228	это игра	1	1
1229	свою жизнь	2	1
1230	его смысла	1	1
1231	единства в	1	1
1232	тех же	1	1
1233	и является	2	1
1234	определенным образом	2	1
1235	и делают	1	1
1236	отношений между	1	1
1237	единстве целого	1	1
1238	обоих типов	1	1
1239	как явление	1	1
1240	тем самым	6	1
1241	из видов	1	1
1242	в xix	1	1
1243	основные композиционные	1	1
1244	человека с	3	1
1245	у нее	1	1
1246	и последовательное	1	1
1247	как опыт	1	1
1248	то ни	2	1
1249	равной степени	3	1
1250	тем или	2	1
1251	человек имеет	1	1
1252	и возникает	1	1
1253	могла бы	2	1
1254	в углублении	1	1
1255	на это	1	1
1256	в рамках	13	1
1257	в разрушении	1	1
1258	в отдельности	1	1
1259	иначе в	1	1
1260	речи от	1	1
1261	мифологического мышления	1	1
1262	весьма различной	1	1
1263	вступают в	1	1
1264	нельзя не	1	1
1265	смысл слова	1	1
1266	героем и	1	1
1267	романа является	1	1
1268	и ценностями	1	1
1269	облекается в	2	1
1270	на их	1	1
1271	литературное произведение	1	1
1272	момент своего	1	1
1273	синтаксических и	1	1
1274	авторитетное слово	1	1
1275	его внешней	2	1
1276	над его	1	1
1277	голосов в	1	1
1278	этом и	1	1
1279	что может	2	1
1280	в общественном	2	1
1281	в жизненном	1	1
1282	целом здесь	1	1
1283	особое отношение	1	1
