N	2gram	Nazirov_Tr	Literetu
146	он сам	7	5
147	должно быть	3	5
148	несмотря на	5	5
149	тем не	1	5
150	и за	2	5
151	к жизни	5	5
152	одном из	2	5
153	права на	2	5
154	между тем	1	5
155	так что	2	5
156	эти слова	1	5
157	в россии	1	5
158	в романе	10	5
159	и если	1	5
160	быть не	1	5
161	в литературе	1	5
162	как у	2	5
163	что и	2	5
164	но уже	1	5
165	на свете	1	5
166	как он	1	5
167	не к	1	5
168	а я	5	5
169	в них	1	4
170	с тем	2	4
171	жизни на	1	4
172	во всяком	1	4
173	только на	1	4
174	не вполне	1	4
175	перед ним	1	4
176	как мы	1	4
177	не мог	2	4
178	все время	1	4
179	века в	1	4
180	с образом	1	4
181	на этом	1	4
182	с творческой	1	4
183	от самого	1	4
184	ту же	1	4
185	и что	4	4
186	за пределы	1	4
187	годов в	1	4
188	но без	1	4
189	могут быть	1	4
190	и есть	1	4
191	и все	4	4
192	бы не	1	4
193	знает что	2	4
194	совершенно не	1	4
195	не является	1	4
196	более чем	1	4
197	жизнь как	1	4
198	я я	1	4
199	но это	4	4
200	таким образом	1	4
201	со мной	2	4
202	свидетельствует о	1	4
203	и вот	1	4
204	для нас	1	4
205	ко всему	1	4
206	но при	2	4
207	один в	3	4
208	а по	1	4
209	нуждается в	1	4
210	в душе	2	3
211	при которой	1	3
212	о чем	3	3
213	по себе	1	3
214	в первом	2	3
215	мысль о	1	3
216	от всего	2	3
217	нет в	2	3
218	со своей	1	3
219	вопрос о	2	3
220	восходит к	1	3
221	он был	2	3
222	времени в	2	3
223	так же	4	3
224	и еще	1	3
225	из трех	1	3
226	который в	2	3
227	с ним	3	3
228	не просто	2	3
229	именно так	1	3
230	а за	1	3
231	не есть	1	3
232	в чем	1	3
233	но как	1	3
234	не сводится	1	3
235	героя и	1	3
236	никого не	1	3
237	но только	1	3
238	над ним	1	3
239	не раз	1	3
240	т п	1	3
241	он в	1	3
242	и от	1	3
243	я люблю	4	3
244	в особенности	1	3
245	не так	2	3
246	взгляд на	1	3
247	на страницах	3	3
248	должна быть	1	3
249	это уже	2	3
250	по слову	1	3
251	я все	2	3
252	можно было	1	3
253	из тех	1	3
254	xx века	1	3
255	и т	1	3
256	не имеет	2	3
257	бы и	2	3
258	того чтобы	1	3
259	в образах	1	3
260	и до	2	3
261	в истории	1	3
262	такие как	1	3
263	всяком случае	1	3
264	ничего не	2	3
265	о нем	1	3
266	части романа	1	3
267	из своих	2	3
268	а на	1	3
269	этого не	1	3
270	на нее	1	3
271	все эти	3	3
272	и потому	1	3
273	а к	1	3
274	эти строки	1	3
275	одну из	1	3
276	я к	2	3
277	отношение к	2	3
278	и о	1	3
279	в ходе	2	3
280	в разговоре	1	3
281	за счет	1	3
282	в той	1	2
283	во всем	1	2
284	от него	1	2
285	в центре	1	2
286	еще раз	2	2
287	об отношении	1	2
288	в финале	1	2
289	общим местом	1	2
290	в результате	1	2
291	является по	1	2
292	для понимания	1	2
293	в борьбе	1	2
294	разговоре с	1	2
295	роль в	1	2
296	в это	2	2
297	у достоевского	5	2
298	за то	1	2
299	сам же	1	2
300	я вижу	1	2
301	в котором	1	2
302	раз и	2	2
303	собой как	1	2
304	это его	1	2
305	с другим	1	2
306	к своей	1	2
307	этой связи	1	2
308	именно таков	1	2
309	не я	1	2
310	всего что	1	2
311	могло бы	1	2
312	быть в	1	2
313	году и	1	2
314	от литературы	1	2
315	по поводу	2	2
316	становится не	1	2
317	к ее	1	2
318	к нему	3	2
319	только не	1	2
320	она как	2	2
321	но еще	1	2
322	и всегда	1	2
323	в недрах	1	2
324	по мнению	2	2
325	за два	1	2
326	и притом	1	2
327	что вы	3	2
328	но он	1	2
329	героя с	1	2
330	xviii века	1	2
331	за бортом	1	2
332	тому что	1	2
333	лишь на	1	2
334	и вместе	1	2
335	так сказать	1	2
336	людей в	1	2
337	бы в	1	2
338	не был	2	2
339	труда в	1	2
340	он тот	1	2
341	чтобы он	1	2
342	если б	2	2
343	и хотя	1	2
344	а вы	1	2
345	того кто	1	2
346	что ты	1	2
347	человека и	1	2
348	в общем	1	2
349	всю жизнь	1	2
350	с сыном	1	2
351	писателя в	1	2
352	как система	1	2
353	и по	1	2
354	здесь мы	1	2
355	чтобы не	1	2
356	и ее	2	2
357	где мы	1	2
358	романа с	1	2
359	человеческой личности	2	2
360	им как	1	2
361	и который	1	2
362	и при	1	2
363	романа и	3	2
364	есть и	1	2
365	что сам	1	2
366	к смерти	1	2
367	его собственная	1	2
368	с ними	1	2
369	перед нами	2	2
370	это и	1	2
371	он же	1	2
372	в диалог	1	2
373	в становлении	1	2
374	не любил	1	2
375	над собою	1	2
376	этот образ	4	2
377	и теперь	1	2
378	могло быть	1	2
379	в обществе	1	2
380	но мы	1	2
381	собой но	2	2
382	ко всей	1	2
383	мог бы	3	2
384	то для	1	2
385	не за	2	2
386	из первых	1	2
387	теперь уже	1	2
388	с каким	1	2
389	этом случае	1	2
390	ему в	1	2
391	на вопрос	1	2
392	не для	1	2
393	для искусства	2	2
394	xix веке	2	2
395	в русском	2	2
396	что роман	1	2
397	чем он	2	2
398	виду не	1	2
399	себя а	1	2
400	о жизни	2	2
401	есть в	1	2
402	при таком	1	2
403	перед собой	1	2
404	по словам	2	2
405	в такой	1	2
406	а он	1	2
407	жизнь и	3	2
408	в таком	2	2
409	а как	2	2
410	творческий процесс	1	2
411	в поле	3	2
412	она не	1	2
413	стихах и	1	2
414	в ход	1	2
415	характерный для	1	2
416	исследования в	1	2
417	в xix	1	2
418	полагал что	1	2
419	последнее слово	1	2
420	эту тему	1	2
421	со своими	1	2
422	только по	1	2
423	слова в	1	2
424	а жизнь	1	2
425	и новые	1	2
426	что на	1	2
427	протест против	1	1
428	понял что	1	1
429	с последним	1	1
430	в настоящем	1	1
431	сама собой	1	1
432	этого персонажа	1	1
433	в целый	1	1
434	в момент	1	1
435	только что	1	1
436	всего отметим	1	1
437	свою личную	1	1
438	дело с	1	1
439	не меньшей	1	1
440	на работу	1	1
441	собственной личности	1	1
442	к числу	1	1
443	эта новая	1	1
444	говорит о	2	1
445	сам автор	1	1
446	и лучше	2	1
447	длинные и	2	1
448	только за	1	1
449	перед сном	1	1
450	отметим что	1	1
451	а там	1	1
452	же являются	1	1
453	мире при	1	1
454	ко всем	1	1
455	это должно	1	1
456	но все	2	1
457	это может	1	1
458	из самых	2	1
459	вы так	1	1
460	по определению	1	1
461	жизни ее	1	1
462	феномен который	1	1
463	что писал	1	1
464	матери и	1	1
465	и стал	1	1
466	всем его	1	1
467	именно такую	1	1
468	в дальнейшем	5	1
469	говорится о	1	1
470	значение только	1	1
471	было в	2	1
472	не могли	1	1
473	даже отчасти	1	1
474	которой он	1	1
475	показал на	1	1
476	общеизвестно что	1	1
477	имеет в	2	1
478	вот почему	1	1
479	уже было	1	1
480	правда ли	1	1
481	над которым	1	1
482	но может	1	1
483	он всегда	4	1
484	но они	2	1
485	же говорит	1	1
486	все в	1	1
487	другие и	1	1
488	рассказом о	1	1
489	я буду	2	1
490	самого начала	1	1
491	меня как	1	1
492	и далее	1	1
493	и начинает	1	1
494	на груди	1	1
495	его за	2	1
496	казалось что	1	1
497	этого чувства	1	1
498	претензии на	1	1
499	наряду с	1	1
500	суде что	1	1
501	вызова и	1	1
502	в самое	1	1
503	достоевским в	2	1
504	во времена	1	1
505	как прямой	1	1
506	из романа	1	1
507	же слова	1	1
508	входят в	1	1
509	и толпы	1	1
510	достоевского но	1	1
511	русский язык	1	1
512	тут же	2	1
513	что даже	1	1
514	на котором	1	1
515	и усиливает	1	1
516	с первого	2	1
517	сердца в	1	1
518	н толстой	1	1
519	и готов	1	1
520	после того	1	1
521	что уже	1	1
522	в стиле	1	1
523	в моей	1	1
524	в образе	6	1
525	и узок	1	1
526	что при	1	1
527	единственное что	1	1
528	любит и	1	1
529	видит в	1	1
530	как же	2	1
531	в которой	1	1
532	говорит в	1	1
533	знал и	1	1
534	исходит от	1	1
535	и отношения	1	1
536	что за	3	1
537	это мы	1	1
538	с самого	1	1
539	возвращается к	1	1
540	сходство с	1	1
541	между этими	2	1
542	и она	1	1
543	на земле	1	1
544	рядом с	1	1
545	я скажу	1	1
546	и жизнь	1	1
547	и личность	2	1
548	о счастье	1	1
549	в двух	1	1
550	ивана петровича	6	1
551	или скорее	1	1
552	это могло	1	1
553	не человек	2	1
554	на любовь	1	1
555	и цель	1	1
556	я тебе	2	1
557	творца и	1	1
558	на противоположной	1	1
559	исключительное значение	1	1
560	и дети	2	1
561	природе своей	1	1
562	личности и	2	1
563	шага как	1	1
564	в рассказе	2	1
565	в развитии	1	1
566	какой-то мере	1	1
567	себя на	1	1
568	даже не	1	1
569	вольно или	1	1
570	я увидел	2	1
571	князе мышкине	1	1
572	опять к	1	1
573	открывается в	1	1
574	ту сторону	1	1
575	сердце мое	1	1
576	вот я	1	1
577	году в	2	1
578	он вдруг	5	1
579	и судьбы	1	1
580	о его	2	1
581	что вот	1	1
582	сел на	1	1
583	ты мне	1	1
584	в отношениях	1	1
585	видение мира	1	1
586	что без	1	1
587	своей и	1	1
588	время он	1	1
589	черты лица	1	1
590	за себя	1	1
591	насилия и	1	1
592	что этот	2	1
593	в какой-то	1	1
594	и особенно	1	1
595	к сожалению	1	1
596	в кругу	1	1
597	на деле	1	1
598	в последующих	1	1
599	социальной жизни	1	1
600	и здесь	2	1
601	достоевского в	3	1
602	например что	1	1
603	от самой	1	1
604	на неудачу	1	1
605	в основном	3	1
606	которой не	1	1
607	его с	1	1
608	с такой	1	1
609	умирает среди	1	1
610	что это	5	1
611	содержит в	1	1
612	и ждет	1	1
613	проникает в	1	1
614	деятельность не	1	1
615	в человеке	1	1
616	на суде	3	1
617	него нет	1	1
618	не могут	2	1
619	власти и	1	1
620	смотреть на	1	1
621	и прозе	1	1
622	года а	1	1
623	свою жизнь	1	1
624	роман о	2	1
625	и пусть	1	1
626	который сам	1	1
627	не знал	1	1
628	за свое	1	1
629	состоит из	2	1
630	создает и	1	1
631	никто не	3	1
632	них он	1	1
633	личности при	1	1
634	в душу	1	1
635	искусства но	1	1
636	он заявляет	1	1
637	это самое	1	1
638	случае как	1	1
639	ориентация на	1	1
640	автора но	2	1
641	моя свобода	1	1
642	не нужен	1	1
643	того самого	1	1
644	тот кто	1	1
645	же я	1	1
646	роли в	1	1
647	в иной	1	1
648	ненависть к	2	1
649	вот сейчас	1	1
650	в новой	1	1
651	самого автора	1	1
652	именно на	1	1
653	значение для	1	1
654	бунта против	2	1
655	чтобы она	1	1
656	отметим также	1	1
657	он есть	1	1
658	литературы на	1	1
659	между отцом	1	1
660	на две	1	1
661	как некое	1	1
662	ее не	1	1
663	самой смерти	1	1
664	ответа на	1	1
665	в самую	2	1
666	говорил что	1	1
667	и глубоким	1	1
668	на этот	1	1
669	в процитированной	1	1
670	сильное впечатление	1	1
671	мать и	1	1
672	я вам	1	1
673	у которого	1	1
674	в декабре	1	1
675	носит в	1	1
676	и навязывает	1	1
677	писателя и	2	1
678	он стал	1	1
679	такое соединение	1	1
680	с того	1	1
681	государства но	1	1
682	обратиться к	1	1
683	нашему мнению	1	1
684	поэтому он	1	1
685	высшей степени	1	1
686	пафос его	1	1
687	знакомые черты	1	1
688	и прямо	1	1
689	жизни столь	1	1
690	ничем не	2	1
691	с начала	1	1
692	того как	1	1
693	в последней	1	1
694	сам говорит	2	1
695	неизмеримо более	1	1
696	все это	4	1
697	отцом и	2	1
698	превратиться в	1	1
699	в виде	2	1
700	мы вновь	1	1
701	перед читателем	1	1
702	больше в	1	1
703	начала в	1	1
704	но эта	2	1
705	же по	1	1
706	в силах	2	1
707	в эпоху	1	1
708	перед смертью	1	1
709	о нет	1	1
710	вообще не	1	1
711	я даже	1	1
712	помогает уяснить	1	1
713	в переводе	1	1
714	этого романа	2	1
715	что ж	1	1
716	на все	1	1
717	полноте и	1	1
718	к личности	1	1
719	в условиях	1	1
720	это было	1	1
721	и мой	1	1
722	людям в	1	1
723	но особенно	2	1
724	вдруг и	1	1
725	что эти	2	1
726	к одному	1	1
727	тем чем	1	1
728	начинается словами	1	1
729	ему нужно	1	1
730	это мне	1	1
731	века а	1	1
732	строится как	1	1
733	нашел в	1	1
734	сохраняют свою	1	1
735	обстоит дело	1	1
736	в ревизоре	1	1
737	его речь	1	1
738	мы узнаем	1	1
739	и такую	1	1
740	в эпилоге	1	1
741	и их	1	1
742	что образ	3	1
743	шагать по	1	1
744	конечно в	1	1
745	которую я	1	1
746	человека с	1	1
747	на всю	1	1
748	натуральной школы	1	1
749	искусство для	1	1
750	знает и	1	1
751	признается что	1	1
752	в книге	1	1
753	к ней	1	1
754	и вне	1	1
755	на уровне	1	1
756	в высшей	1	1
757	с дороги	1	1
758	одна великолепная	1	1
759	отождествляется с	1	1
760	мировой революции	1	1
761	но я	1	1
762	к женщине	1	1
763	в период	1	1
764	заявляет что	1	1
765	и эта	1	1
766	ненависти в	1	1
767	конце концов	1	1
768	по нашему	1	1
769	он с	1	1
770	его воображение	1	1
771	верует в	1	1
772	жизнью и	2	1
